id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/8/value,qualifier/10/value,qualifier/11/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value
2711921733,369,5,1,38,5,ajtb177oqwawkdwbqhldmq6mx,1,29.6,101.8,2024-08-23T17:38:39.978Z,2024-08-23T18:59:10Z,8xe0fufxfgf5cuwgysz3r2j85,E. Christensen,,5165042695,56,Back,5165050263,233,400,5165042697,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711921703,400,5,1,38,5,aqtkb4mgrz8c6iqfufj6qjbv9,0,70.4,-1.8,2024-08-23T17:38:39.978Z,2024-08-23T18:59:11Z,1fjkjzsei9slx2t4zhsqdkve1,M. Etim,,5165042551,347,,5165050273,233,369,5165042549,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711921783,370,1,1,38,15,ajtb177oqwawkdwbqhldmq6mx,1,28.5,100.0,2024-08-23T17:38:50.175Z,2024-08-23T17:38:51Z,eyvv6b94feknnp1uew6n0ytat,N. Mouritsen,,5165042905,213,4.62,5165042891,107,,5165042901,141,83.3,5165042897,140,27.4,5165042903,212,12.8,5165042893,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711921793,371,1,1,38,16,ajtb177oqwawkdwbqhldmq6mx,1,27.4,83.3,2024-08-23T17:38:51.447Z,2024-08-23T17:38:53Z,ezbixgm2km8iapnsl57bn4wkp,M. Mouritz,,5165042975,213,1.23,5165042965,140,30.6,5165042971,212,10.0,5165042967,141,97.1,5165042963,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711921799,372,1,1,38,18,ajtb177oqwawkdwbqhldmq6mx,1,30.6,97.1,2024-08-23T17:38:53.368Z,2024-08-23T17:38:54Z,eyvv6b94feknnp1uew6n0ytat,N. Mouritsen,,5165043005,212,24.9,5165043001,140,23.6,5165043003,141,62.1,5165042999,56,Back,5165042997,155,,5165043007,213,4.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711921809,373,1,1,38,20,ajtb177oqwawkdwbqhldmq6mx,0,23.6,62.1,2024-08-23T17:38:54.559Z,2024-08-23T17:38:56Z,2uellcocrvapu7o70g5zdcmad,J. Egeris,,5165043045,141,55.2,5165043049,213,5.87,5165043037,56,Back,5165043041,140,33.8,5165043047,212,11.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711921815,401,8,1,38,22,aqtkb4mgrz8c6iqfufj6qjbv9,1,61.6,54.0,2024-08-23T17:38:56.529Z,2024-08-23T17:38:56Z,7l7f98nn8gohmdacsdb2labkk,A. Alicino,,5165043085,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711921833,374,1,1,38,24,ajtb177oqwawkdwbqhldmq6mx,1,29.6,50.4,2024-08-23T17:38:58.623Z,2024-08-23T17:39:00Z,2uellcocrvapu7o70g5zdcmad,J. Egeris,,5165043197,141,46.6,5165043199,212,7.0,5165043193,56,Back,5165043195,140,35.8,5165043201,213,5.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711921841,375,1,1,38,25,ajtb177oqwawkdwbqhldmq6mx,1,35.8,46.6,2024-08-23T17:39:00.311Z,2024-08-23T17:39:01Z,4a0jmv6qmwn01iuqp1mhnyzth,N. Thomsen,,5165043233,213,1.50,5165043225,56,Back,5165043231,212,12.1,5165043227,140,36.6,5165043229,141,64.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711921877,376,1,1,38,27,ajtb177oqwawkdwbqhldmq6mx,1,36.6,64.3,2024-08-23T17:39:01.679Z,2024-08-23T17:39:06Z,ezbixgm2km8iapnsl57bn4wkp,M. Mouritz,,5165043395,56,Left,5165043403,213,0.73,5165043397,140,51.7,5165043401,212,21.2,5165043399,141,85.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711921879,377,4,1,38,31,ajtb177oqwawkdwbqhldmq6mx,1,55.9,78.5,2024-08-23T17:39:05.896Z,2024-08-23T18:59:41Z,kqj7nh6pqmqbt0abyyu0fcpg,O. Addo,,5165043423,152,,5165043427,286,,5165043425,265,,5165043523,233,402,5165043419,13,,5165043421,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711921883,402,4,1,38,31,aqtkb4mgrz8c6iqfufj6qjbv9,0,44.1,21.5,2024-08-23T17:39:05.897Z,2024-08-23T18:59:42Z,9lsylzgf7e3i5zb0fshnxo6xg,S. Sharif,,5165043491,13,,5165043495,152,,5165043531,233,377,5165043497,265,,5165043493,56,Back,5165043499,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711922153,379,1,1,39,9,ajtb177oqwawkdwbqhldmq6mx,1,55.0,79.0,2024-08-23T17:39:44.420Z,2024-08-23T17:39:48Z,ezbixgm2km8iapnsl57bn4wkp,M. Mouritz,,5165044843,56,Center,5165044849,212,46.5,5165044853,1,,5165044847,141,30.4,5165044837,5,,5165044845,140,86.1,5165044841,152,,5165044839,155,,5165044851,213,,,,,,,,,,,,,,,,,,,,5.49,,,,,,,,
2711922157,380,1,1,39,13,ajtb177oqwawkdwbqhldmq6mx,0,86.2,30.9,2024-08-23T17:39:47.920Z,2024-08-23T17:40:21Z,8xe0fufxfgf5cuwgysz3r2j85,E. Christensen,,5165044877,141,39.2,5165044871,3,,5165044881,213,1.93,5165044879,212,6.0,5165044875,140,84.2,5165044873,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711922167,403,61,1,39,15,aqtkb4mgrz8c6iqfufj6qjbv9,1,13.2,67.3,2024-08-23T17:39:49.716Z,2024-08-23T17:40:23Z,5i6n6yne6fh410vk7p7kkokmi,G. Arndal-Lauritzen,,5165044931,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711922241,404,12,1,39,17,aqtkb4mgrz8c6iqfufj6qjbv9,1,12.0,69.3,2024-08-23T17:39:51.560Z,2024-08-23T17:40:25Z,elsygne5tjybbxrqgehtovnro,L. Bøje-Larsen,,5165045279,213,0.49,5165045273,140,39.3,5165045275,141,91.7,5165045277,212,32.5,5165045271,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711922221,381,1,1,39,18,ajtb177oqwawkdwbqhldmq6mx,1,65.9,14.7,2024-08-23T17:39:53.360Z,2024-08-23T17:39:57Z,6g671k5lvgoo2bgub2516q1w4,L. Henriksen,,5165045177,141,5.5,5165045181,213,5.77,5165045179,212,12.7,5165045175,140,76.4,5165045173,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711922225,382,3,1,39,22,ajtb177oqwawkdwbqhldmq6mx,0,68.4,15.7,2024-08-23T17:39:56.944Z,2024-08-23T18:58:23Z,86mx27krl6c613x6e3t9g3cic,F. Isaki,,5165045395,233,405,5165045193,56,Right,5165045195,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711922253,405,7,1,39,22,aqtkb4mgrz8c6iqfufj6qjbv9,1,31.6,84.3,2024-08-23T17:39:56.945Z,2024-08-23T18:58:23Z,7l7f98nn8gohmdacsdb2labkk,A. Alicino,,5165045375,233,382,5165045333,56,Back,5165045335,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711922273,407,1,1,39,27,aqtkb4mgrz8c6iqfufj6qjbv9,0,27.7,85.1,2024-08-23T17:40:01.537Z,2024-08-23T17:40:02Z,elsygne5tjybbxrqgehtovnro,L. Bøje-Larsen,,5165045451,157,,5165045461,213,5.78,5165045455,140,41.0,5165045457,141,73.8,5165045453,56,Back,5165045459,212,15.9,5165045463,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711922313,383,1,1,39,29,ajtb177oqwawkdwbqhldmq6mx,0,54.9,32.5,2024-08-23T17:40:04.433Z,2024-08-23T17:50:10Z,8xe0fufxfgf5cuwgysz3r2j85,E. Christensen,,5165045649,140,100.0,5165045657,213,6.12,5165045655,212,49.9,5165045645,56,Right,5165045651,141,20.3,5165045641,157,,5165045661,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711922315,384,5,1,39,33,ajtb177oqwawkdwbqhldmq6mx,0,101.2,23.1,2024-08-23T17:40:07.837Z,2024-08-23T18:59:11Z,8xe0fufxfgf5cuwgysz3r2j85,E. Christensen,,5165045663,56,Center,5165046335,233,408,5165045665,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711922435,408,5,1,39,33,aqtkb4mgrz8c6iqfufj6qjbv9,1,-1.2,76.9,2024-08-23T17:40:07.837Z,2024-08-23T18:59:11Z,elsygne5tjybbxrqgehtovnro,L. Bøje-Larsen,,5165046313,346,,5165046311,56,Back,5165046329,233,384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711922813,409,1,1,40,21,aqtkb4mgrz8c6iqfufj6qjbv9,0,3.6,41.3,2024-08-23T17:40:56.209Z,2024-08-23T17:50:06Z,8mswl5vzza12hylodrrsq3zvu,A. Kappenberger,,5165048231,124,,5165048243,141,3.1,5165048249,1,,5165048235,56,Right,5165048247,213,5.91,5165048245,212,71.8,5165048251,74,,5165048241,140,67.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711922809,385,61,1,40,29,ajtb177oqwawkdwbqhldmq6mx,0,33.9,95.9,2024-08-23T17:41:03.977Z,2024-08-23T17:49:31Z,8xe0fufxfgf5cuwgysz3r2j85,E. Christensen,,5165048205,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711922815,386,5,1,40,30,ajtb177oqwawkdwbqhldmq6mx,0,35.6,102.0,2024-08-23T17:41:04.881Z,2024-08-23T18:59:12Z,8xe0fufxfgf5cuwgysz3r2j85,E. Christensen,,5165048255,347,,5165048681,233,410,5165048253,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711922891,410,5,1,40,30,aqtkb4mgrz8c6iqfufj6qjbv9,1,64.4,-2.0,2024-08-23T17:41:04.881Z,2024-08-23T18:59:12Z,8mswl5vzza12hylodrrsq3zvu,A. Kappenberger,,5165048673,233,386,5165048671,347,,5165048669,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711922907,411,1,1,40,42,aqtkb4mgrz8c6iqfufj6qjbv9,0,63.5,0.0,2024-08-23T17:41:17.448Z,2024-08-23T17:41:21Z,9lsylzgf7e3i5zb0fshnxo6xg,S. Sharif,,5165048743,56,Right,5165048745,140,77.1,5165048755,213,0.66,5165048747,141,14.4,5165048741,107,,5165048751,212,18.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711922905,387,44,1,40,45,ajtb177oqwawkdwbqhldmq6mx,1,22.1,85.2,2024-08-23T17:41:20.081Z,2024-08-23T18:58:38Z,8xe0fufxfgf5cuwgysz3r2j85,E. Christensen,,5165048835,233,412,5165048737,56,Back,5165048739,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711922915,412,44,1,40,45,aqtkb4mgrz8c6iqfufj6qjbv9,0,77.9,14.8,2024-08-23T17:41:20.082Z,2024-08-23T18:58:39Z,1fjkjzsei9slx2t4zhsqdkve1,M. Etim,,5165048779,56,Right,5165048849,233,387,5165048781,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711922923,388,1,1,40,45,ajtb177oqwawkdwbqhldmq6mx,0,20.7,84.4,2024-08-23T17:41:20.449Z,2024-08-23T17:41:21Z,8xe0fufxfgf5cuwgysz3r2j85,E. Christensen,,5165048829,141,86.9,5165048825,140,40.4,5165048833,213,0.08,5165048819,3,,5165048821,56,Back,5165048831,212,20.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711922927,413,1,1,40,47,aqtkb4mgrz8c6iqfufj6qjbv9,0,67.2,16.5,2024-08-23T17:41:21.825Z,2024-08-23T17:41:22Z,bpldj4qdzfdm1n739atcadbmc,B. Kücükylidiz,,5165048857,140,74.9,5165048853,157,,5165048859,141,0.0,5165048863,213,5.28,5165048861,212,15.0,5165048855,56,Right,5165048865,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711923015,389,5,1,40,48,ajtb177oqwawkdwbqhldmq6mx,1,30.0,101.8,2024-08-23T17:41:22.565Z,2024-08-23T18:59:13Z,8xe0fufxfgf5cuwgysz3r2j85,E. Christensen,,5165049311,347,,5165049309,56,Back,5165049339,233,414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711922935,414,5,1,40,48,aqtkb4mgrz8c6iqfufj6qjbv9,0,70.0,-1.8,2024-08-23T17:41:22.565Z,2024-08-23T18:59:13Z,bpldj4qdzfdm1n739atcadbmc,B. Kücükylidiz,,5165048893,347,,5165049355,233,389,5165048889,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711923031,390,1,1,40,58,ajtb177oqwawkdwbqhldmq6mx,1,38.8,100.0,2024-08-23T17:41:32.994Z,2024-08-23T17:41:34Z,eyvv6b94feknnp1uew6n0ytat,N. Mouritsen,,5165049395,107,,5165049403,212,15.9,5165049399,140,37.6,5165049405,213,4.63,5165049401,141,78.7,5165049397,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711923061,391,1,1,41,0,ajtb177oqwawkdwbqhldmq6mx,1,37.6,78.7,2024-08-23T17:41:34.521Z,2024-08-23T17:41:39Z,e8vt8711wb40afht2v13omket,M. Wohlgemuth,,5165049595,140,19.3,5165049601,213,3.52,5165049593,56,Back,5165049599,212,20.6,5165049597,141,67.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711923091,392,1,1,41,4,ajtb177oqwawkdwbqhldmq6mx,1,19.3,67.6,2024-08-23T17:41:38.809Z,2024-08-23T17:41:42Z,2uellcocrvapu7o70g5zdcmad,J. Egeris,,5165049729,141,48.5,5165049731,212,17.9,5165049727,140,7.5,5165049733,213,3.95,5165049725,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711923167,393,1,1,41,13,ajtb177oqwawkdwbqhldmq6mx,1,13.2,48.8,2024-08-23T17:41:48.281Z,2024-08-23T17:41:52Z,b2gkyjq8emj9pywryc3rycogl,M. Falkesgaard,,5165050083,213,4.63,5165050077,140,12.3,5165050075,56,Back,5165050079,141,31.8,5165050081,212,11.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711923195,394,1,1,41,17,ajtb177oqwawkdwbqhldmq6mx,1,16.3,30.4,2024-08-23T17:41:52.394Z,2024-08-23T17:41:55Z,2uellcocrvapu7o70g5zdcmad,J. Egeris,,5165050185,56,Back,5165050191,212,15.7,5165050189,141,50.7,5165050193,213,2.07,5165050187,140,9.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711923199,395,1,1,41,20,ajtb177oqwawkdwbqhldmq6mx,1,14.0,49.4,2024-08-23T17:41:55.290Z,2024-08-23T17:41:56Z,b2gkyjq8emj9pywryc3rycogl,M. Falkesgaard,,5165050211,56,Back,5165050215,141,51.8,5165050217,212,6.6,5165050213,140,20.1,5165050219,213,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711923257,396,1,1,41,21,ajtb177oqwawkdwbqhldmq6mx,1,20.1,51.8,2024-08-23T17:41:56.369Z,2024-08-23T17:42:00Z,e8vt8711wb40afht2v13omket,M. Wohlgemuth,,5165050491,140,7.3,5165050495,212,20.3,5165050497,213,3.99,5165050493,141,29.5,5165050489,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711923267,397,1,1,41,25,ajtb177oqwawkdwbqhldmq6mx,1,9.0,29.7,2024-08-23T17:42:00.394Z,2024-08-23T17:42:02Z,2uellcocrvapu7o70g5zdcmad,J. Egeris,,5165050581,213,1.10,5165050573,56,Back,5165050579,212,32.0,5165050575,140,22.7,5165050577,141,71.7,5165050571,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711923275,398,1,1,41,27,ajtb177oqwawkdwbqhldmq6mx,1,22.7,71.7,2024-08-23T17:42:02.098Z,2024-08-23T17:42:03Z,8xe0fufxfgf5cuwgysz3r2j85,E. Christensen,,5165050619,56,Back,5165050621,140,30.5,5165050625,212,9.1,5165050627,213,5.84,5165050623,141,66.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711923297,399,1,1,41,29,ajtb177oqwawkdwbqhldmq6mx,1,30.5,66.0,2024-08-23T17:42:03.737Z,2024-08-23T17:42:05Z,ezbixgm2km8iapnsl57bn4wkp,M. Mouritz,,5165050729,140,43.0,5165050733,212,13.4,5165050735,213,0.21,5165050727,56,Back,5165050731,141,70.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711923311,400,1,1,41,30,ajtb177oqwawkdwbqhldmq6mx,1,43.0,70.2,2024-08-23T17:42:04.898Z,2024-08-23T17:42:06Z,kqj7nh6pqmqbt0abyyu0fcpg,O. Addo,,5165050811,56,Back,5165050815,141,60.0,5165050817,212,13.2,5165050813,140,32.3,5165050819,213,3.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711923345,401,1,1,41,32,ajtb177oqwawkdwbqhldmq6mx,1,33.2,59.9,2024-08-23T17:42:06.546Z,2024-08-23T17:42:10Z,ezbixgm2km8iapnsl57bn4wkp,M. Mouritz,,5165051031,213,5.10,5165051027,141,24.9,5165051025,140,42.4,5165051029,212,25.7,5165051023,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711923375,402,1,1,41,35,ajtb177oqwawkdwbqhldmq6mx,1,52.6,22.7,2024-08-23T17:42:10.401Z,2024-08-23T17:42:14Z,6g671k5lvgoo2bgub2516q1w4,L. Henriksen,,5165051179,140,71.2,5165051181,141,3.4,5165051185,213,5.69,5165051183,212,23.5,5165051177,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711923395,403,1,1,41,40,ajtb177oqwawkdwbqhldmq6mx,1,72.5,10.1,2024-08-23T17:42:14.706Z,2024-08-23T17:42:20Z,86mx27krl6c613x6e3t9g3cic,F. Isaki,,5165051343,212,21.6,5165051345,213,6.26,5165051335,56,Right,5165051339,140,93.1,5165051341,141,9.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711923419,404,1,1,41,45,ajtb177oqwawkdwbqhldmq6mx,1,90.1,4.6,2024-08-23T17:42:19.972Z,2024-08-23T17:42:22Z,6g671k5lvgoo2bgub2516q1w4,L. Henriksen,,5165051485,141,17.1,5165051481,56,Right,5165051489,213,2.58,5165051483,140,77.2,5165051487,212,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711923445,405,1,1,41,48,ajtb177oqwawkdwbqhldmq6mx,1,78.5,11.1,2024-08-23T17:42:22.786Z,2024-08-23T17:42:25Z,e8vt8711wb40afht2v13omket,M. Wohlgemuth,,5165051623,213,2.27,5165051615,56,Center,5165051617,140,70.1,5165051619,141,26.5,5165051621,212,13.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711923455,406,1,1,41,50,ajtb177oqwawkdwbqhldmq6mx,1,70.1,26.5,2024-08-23T17:42:25.298Z,2024-08-23T17:42:27Z,ezbixgm2km8iapnsl57bn4wkp,M. Mouritz,,5165051679,140,77.9,5165051673,56,Right,5165051685,212,11.1,5165051687,213,5.54,5165051683,141,15.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711923475,407,1,1,41,52,ajtb177oqwawkdwbqhldmq6mx,1,77.9,15.5,2024-08-23T17:42:26.898Z,2024-08-23T17:42:28Z,e8vt8711wb40afht2v13omket,M. Wohlgemuth,,5165051757,140,66.3,5165051763,213,3.54,5165051759,141,7.9,5165051761,212,13.2,5165051755,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711923517,408,1,1,41,53,ajtb177oqwawkdwbqhldmq6mx,1,66.3,7.9,2024-08-23T17:42:28.226Z,2024-08-23T17:42:32Z,ezbixgm2km8iapnsl57bn4wkp,M. Mouritz,,5165051917,140,98.1,5165051921,212,34.9,5165051919,141,23.0,5165051923,213,0.30,5165051915,56,Center,5165051927,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711923545,409,1,1,41,58,ajtb177oqwawkdwbqhldmq6mx,1,98.1,23.0,2024-08-23T17:42:32.754Z,2024-08-23T17:45:34Z,8i0o1b8rjsab9se3v6vteqmfo,E. Nnamani,1.0,5165052087,213,2.19,5165052083,141,37.4,5165053669,154,,5165052081,140,91.4,5165052079,56,Center,5165052085,212,12.1,5165053667,210,15,5165052157,195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711923625,410,15,1,41,59,ajtb177oqwawkdwbqhldmq6mx,1,92.7,36.4,2024-08-23T17:42:34.405Z,2024-08-23T17:43:35Z,kqj7nh6pqmqbt0abyyu0fcpg,O. Addo,,5165052967,20,,5165053683,29,,5165053693,103,19,5165053697,100,,5165053687,55,409,5165054415,233,415,5165053685,154,,5165053695,328,,5165053681,80,5165053691,102,47.9,5165053709,231,5165052585,63,5165053707,230,99.1,5165053705,147,40.6,5165052587,56,Center,5165053701,146,95.4,,46.8,,5165052971,82,,5165052583,22,
2711923633,415,10,1,42,0,aqtkb4mgrz8c6iqfufj6qjbv9,1,4.6,59.4,2024-08-23T17:42:34.505Z,2024-08-23T19:27:04Z,khqldwfq14b7giakss24l9t5,K. Enghardt,,5165052625,56,Back,5165052623,94,,5165054435,233,410,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711923665,411,6,1,42,3,ajtb177oqwawkdwbqhldmq6mx,1,92.6,39.7,2024-08-23T17:42:38.387Z,2024-08-23T17:43:00Z,kqj7nh6pqmqbt0abyyu0fcpg,O. Addo,,5165052787,75,,5165052805,233,416,5165052783,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711923637,416,6,1,42,3,aqtkb4mgrz8c6iqfufj6qjbv9,0,7.4,60.3,2024-08-23T17:42:38.387Z,2024-08-23T18:58:19Z,khqldwfq14b7giakss24l9t5,K. Enghardt,,5165052675,56,Back,5165052677,73,,5165052831,233,411,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711923851,412,1,1,42,37,ajtb177oqwawkdwbqhldmq6mx,1,99.5,0.5,2024-08-23T17:43:11.663Z,2024-08-23T17:49:08Z,eyvv6b94feknnp1uew6n0ytat,N. Mouritsen,1.0,5165053917,223,,5165054529,210,13,5165053925,212,37.7,5165053921,140,96.1,5165054531,154,,5165053919,56,Center,5165053913,6,,5165053923,141,55.7,5165053911,2,5165053927,213,1.67,5165053931,1,5165053915,155,,,,,,,,,,,,,,,,,,,,,
2711923859,413,44,1,42,41,ajtb177oqwawkdwbqhldmq6mx,1,95.2,54.0,2024-08-23T17:43:16.371Z,2024-08-23T18:58:39Z,4a0jmv6qmwn01iuqp1mhnyzth,N. Thomsen,,5165053957,286,,5165053955,56,Center,5165054043,233,417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711923867,417,44,1,42,41,aqtkb4mgrz8c6iqfufj6qjbv9,0,4.8,46.0,2024-08-23T17:43:16.372Z,2024-08-23T18:58:40Z,bpldj4qdzfdm1n739atcadbmc,B. Kücükylidiz,,5165053989,56,Back,5165054049,233,413,5165053991,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711923863,414,13,1,42,42,ajtb177oqwawkdwbqhldmq6mx,1,96.1,55.7,2024-08-23T17:43:16.791Z,2024-08-23T17:49:06Z,4a0jmv6qmwn01iuqp1mhnyzth,N. Thomsen,,5165054555,230,99.9,5165054551,102,59.0,5165053971,56,Center,5165054553,103,43.1,5165054557,231,51.4,5165054545,154,,5165053969,61,,5165054541,86,,5165054373,25,5165054379,328,,5165054543,29,5165054375,15,5165054547,55,412,,,,,,,,,,,,,,,,,,
2711923871,415,5,1,42,43,ajtb177oqwawkdwbqhldmq6mx,0,101.4,54.8,2024-08-23T17:43:18.242Z,2024-08-23T18:59:14Z,4a0jmv6qmwn01iuqp1mhnyzth,N. Thomsen,,5165054173,233,418,5165054007,346,,5165054005,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711923893,418,5,1,42,43,aqtkb4mgrz8c6iqfufj6qjbv9,1,-1.4,45.2,2024-08-23T17:43:18.242Z,2024-08-23T18:59:13Z,bpldj4qdzfdm1n739atcadbmc,B. Kücükylidiz,,5165054139,233,415,5165054103,56,Back,5165054105,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711924101,419,1,1,43,7,aqtkb4mgrz8c6iqfufj6qjbv9,0,2.9,49.6,2024-08-23T17:43:41.769Z,2024-08-23T17:43:44Z,8mswl5vzza12hylodrrsq3zvu,A. Kappenberger,,5165055185,124,,5165055195,213,5.75,5165055191,141,0.0,5165055189,140,59.3,5165055193,212,68.6,5165055199,74,,5165055197,1,,5165055187,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711924219,416,5,1,43,9,ajtb177oqwawkdwbqhldmq6mx,1,40.0,101.6,2024-08-23T17:43:44.354Z,2024-08-23T18:59:14Z,eyvv6b94feknnp1uew6n0ytat,N. Mouritsen,,5165055775,347,,5165055773,56,Back,5165055785,233,420,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
