id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/8/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/15/value,qualifier/11/value,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value
2807163391,476,1,2,52,37,6wwwud48qahpwrfxs20334qk5,1,33.3,100.0,2025-04-27T14:14:10.633Z,2025-04-27T14:14:14Z,1ai0gvdx68lxclbj6m255w72t,S. Crone,,5685150703,141,94.5,5685150699,56,Back,5685150705,212,13.1,5685150701,140,21.5,5685150697,107,,5685150707,213,3.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807163565,477,1,2,52,40,6wwwud48qahpwrfxs20334qk5,1,21.5,94.5,2025-04-27T14:14:14.121Z,2025-04-27T14:14:20Z,3od63zrf6cay4d6ync9i2iuqc,F. Rieper,,5685151601,56,Back,5685151605,140,18.9,5685151609,212,30.7,5685151611,213,4.62,5685151607,141,49.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807163683,478,1,2,52,46,6wwwud48qahpwrfxs20334qk5,1,28.8,37.6,2025-04-27T14:14:20.154Z,2025-04-27T14:14:25Z,b1kyjkhaaiw32cb4bubbpm7tg,J. Kudsk,,5685152347,212,24.2,5685152349,213,1.55,5685152343,140,29.3,5685152341,56,Back,5685152345,141,73.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807163743,479,1,2,52,51,6wwwud48qahpwrfxs20334qk5,1,39.8,65.4,2025-04-27T14:14:25.146Z,2025-04-27T14:14:27Z,3od63zrf6cay4d6ync9i2iuqc,F. Rieper,,5685152689,212,28.0,5685152685,140,60.3,5685152691,213,0.69,5685152687,141,91.7,5685152683,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807163837,480,1,2,52,54,6wwwud48qahpwrfxs20334qk5,1,60.6,91.2,2025-04-27T14:14:27.530Z,2025-04-27T14:14:31Z,45ssaw51hm80y1tfalyesap9m,E. Simonsen,,5685153271,212,11.1,5685153269,141,88.4,5685153263,56,Left,5685153267,140,71.0,5685153273,213,6.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807163853,481,61,2,52,55,6wwwud48qahpwrfxs20334qk5,0,73.2,86.2,2025-04-27T14:14:28.786Z,2025-04-27T18:47:57Z,ayxi2m0g0pm6rl1ba5pto66z9,G. Marcussen,,5685153327,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807164465,491,12,2,52,56,f1h34qp5zbfl489q8vnkhiq9s,1,20.3,12.5,2025-04-27T14:14:30.398Z,2025-04-27T14:14:52Z,839pm7rmjp6q1bt52f7ek9vys,J. Meyer,,5685156681,140,56.9,5685156685,212,38.4,5685156679,56,Right,5685156687,213,0.00,5685156683,141,12.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807164047,482,1,2,52,59,6wwwud48qahpwrfxs20334qk5,1,33.7,82.4,2025-04-27T14:14:33.186Z,2025-04-27T14:14:37Z,3od63zrf6cay4d6ync9i2iuqc,F. Rieper,,5685154291,3,,5685154301,213,5.77,5685154299,212,23.0,5685154295,140,52.8,5685154293,56,Center,5685154297,141,65.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807164133,483,1,2,53,4,6wwwud48qahpwrfxs20334qk5,1,52.8,65.8,2025-04-27T14:14:37.459Z,2025-04-27T14:14:41Z,7ztdirfvd9d0x2yw1v051xzbo,W. Madsen,,5685154887,213,3.46,5685154879,56,Back,5685154885,212,22.9,5685154881,140,32.1,5685154883,141,55.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807164185,484,1,2,53,7,6wwwud48qahpwrfxs20334qk5,1,32.1,51.9,2025-04-27T14:14:40.826Z,2025-04-27T14:14:42Z,b1kyjkhaaiw32cb4bubbpm7tg,J. Kudsk,,5685155137,141,62.7,5685155139,212,23.7,5685155141,213,2.83,5685155133,56,Back,5685155135,140,10.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807164331,485,1,2,53,8,6wwwud48qahpwrfxs20334qk5,1,10.6,62.7,2025-04-27T14:14:42.138Z,2025-04-27T14:14:47Z,eiy7fhqxdx3ypg4dq4454hpbe,V. Birksø,,5685155959,140,31.4,5685155961,141,92.1,5685155965,213,0.74,5685155953,56,Back,5685155963,212,29.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807164455,486,1,2,53,13,6wwwud48qahpwrfxs20334qk5,1,39.9,90.2,2025-04-27T14:14:47.202Z,2025-04-27T14:14:52Z,1ai0gvdx68lxclbj6m255w72t,S. Crone,,5685156631,140,29.2,5685156639,212,16.9,5685156635,141,71.7,5685156629,56,Back,5685156641,213,3.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807164589,487,1,2,53,18,6wwwud48qahpwrfxs20334qk5,1,35.4,68.5,2025-04-27T14:14:52.298Z,2025-04-27T14:14:57Z,3od63zrf6cay4d6ync9i2iuqc,F. Rieper,,5685157429,212,16.6,5685157427,141,78.4,5685157425,140,49.9,5685157431,213,0.42,5685157423,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807164647,488,1,2,53,24,6wwwud48qahpwrfxs20334qk5,0,56.0,85.4,2025-04-27T14:14:57.666Z,2025-04-27T14:15:00Z,ayxi2m0g0pm6rl1ba5pto66z9,G. Marcussen,,5685157771,141,89.6,5685157779,213,0.10,5685157775,212,29.5,5685157767,140,84.0,5685157763,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807164753,489,83,2,53,27,6wwwud48qahpwrfxs20334qk5,0,83.3,92.3,2025-04-27T14:15:00.818Z,2025-04-27T18:48:08Z,45ssaw51hm80y1tfalyesap9m,E. Simonsen,,5686712969,399,839pm7rmjp6q1bt52f7ek9vys,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807164727,492,12,2,53,29,f1h34qp5zbfl489q8vnkhiq9s,1,17.5,10.9,2025-04-27T14:15:02.647Z,2025-04-27T14:15:10Z,839pm7rmjp6q1bt52f7ek9vys,J. Meyer,,5685159223,212,8.7,5685158235,56,Back,5685159217,167,,5685159225,213,4.98,5685159221,141,0.0,5685159219,140,19.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807164857,490,5,2,53,30,6wwwud48qahpwrfxs20334qk5,1,80.3,101.2,2025-04-27T14:15:03.895Z,2025-04-27T21:02:53Z,45ssaw51hm80y1tfalyesap9m,E. Simonsen,,5685158931,56,Left,5685159007,233,493,5685158933,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807164765,493,5,2,53,30,f1h34qp5zbfl489q8vnkhiq9s,0,19.7,-1.2,2025-04-27T14:15:03.895Z,2025-04-27T21:02:54Z,839pm7rmjp6q1bt52f7ek9vys,J. Meyer,,5685158419,347,,5685158417,56,Back,5685159059,233,490,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807164919,491,1,2,53,34,6wwwud48qahpwrfxs20334qk5,1,82.6,100.0,2025-04-27T14:15:08.258Z,2025-04-27T14:15:11Z,1ai0gvdx68lxclbj6m255w72t,S. Crone,,5685159269,213,3.79,5685159259,107,,5685159267,212,12.5,5685159261,56,Left,5685159265,141,90.3,5685159263,140,73.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807196417,650,83,2,53,35,f1h34qp5zbfl489q8vnkhiq9s,0,23.5,3.5,2025-04-27T14:15:09.393Z,2025-04-27T14:37:59Z,6hmsrr08cllpl4iumu92zskbt,L. From,,5685338249,399,ayxi2m0g0pm6rl1ba5pto66z9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807197207,654,43,2,53,36,f1h34qp5zbfl489q8vnkhiq9s,1,0.0,0.0,2025-04-27T14:15:09.914Z,2025-04-27T15:09:52Z,1se7wkenvs4elrapvdw9mdnje,L. Montano,,5685341245,56,Back,5685341247,285,0,5685539157,144,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807164929,492,1,2,53,37,6wwwud48qahpwrfxs20334qk5,0,73.0,90.2,2025-04-27T14:15:10.547Z,2025-04-27T14:15:11Z,ayxi2m0g0pm6rl1ba5pto66z9,G. Marcussen,,5685159323,140,77.5,5685159321,56,Left,5685159331,141,91.8,5685159339,213,0.23,5685159335,212,4.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807165047,495,1,2,53,41,f1h34qp5zbfl489q8vnkhiq9s,1,25.5,5.0,2025-04-27T14:15:14.479Z,2025-04-27T14:15:19Z,7wo1hk736v1xhovvu2t2trw89,Y. Bourhane,,5685160003,56,Back,5685160015,213,0.82,5685160011,141,28.8,5685160013,212,22.1,5685160007,140,39.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807165083,493,83,2,53,43,6wwwud48qahpwrfxs20334qk5,0,45.7,75.1,2025-04-27T14:15:17.322Z,2025-04-27T14:15:24Z,65g5cfsdr10378yvmkpm19444,A. Dahl,,5685161009,399,ate1ymumg2iwzn8uyyf3ts222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807165195,496,1,2,53,45,f1h34qp5zbfl489q8vnkhiq9s,1,42.1,14.6,2025-04-27T14:15:19.039Z,2025-04-27T14:15:23Z,ate1ymumg2iwzn8uyyf3ts222,A. Lausen,,5685160827,212,21.5,5685160823,141,4.4,5685160817,56,Right,5685160819,140,61.5,5685160831,213,5.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807165221,497,1,2,53,49,f1h34qp5zbfl489q8vnkhiq9s,1,57.7,8.2,2025-04-27T14:15:22.928Z,2025-04-27T14:16:31Z,7wo1hk736v1xhovvu2t2trw89,Y. Bourhane,1.0,5685160945,155,,5685161557,1,,5685170599,210,15,5685160953,212,45.2,5685160951,141,62.9,5685160955,213,0.97,5685160949,140,82.2,5685160947,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807165399,498,15,2,53,56,f1h34qp5zbfl489q8vnkhiq9s,1,84.6,71.8,2025-04-27T14:15:29.919Z,2025-04-27T20:03:22Z,9n2nm6smh0txgv2482qbwhixg,J. Beck,,5685161871,22,,5685161875,64,,5685170663,146,89.9,5685170015,82,,5685170641,29,,5685170011,20,,5685170669,231,51.4,5685170659,103,19,5685170727,233,5685170667,230,98.9,5685170657,102,49.0,5685170637,78,5685170665,147,60.7,494,5685170661,215,,5685170647,55,497,5685161877,56,,,,,,Center,,,,,,,
2807165429,494,10,2,53,56,6wwwud48qahpwrfxs20334qk5,1,10.1,39.3,2025-04-27T14:15:30.019Z,2025-04-27T20:38:09Z,4m3slt6iikaxklqd12i719rl5,M. Opondo,,5685162095,56,Back,5685163575,94,,5685170769,233,498,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807165539,499,56,2,54,1,f1h34qp5zbfl489q8vnkhiq9s,1,85.8,97.8,2025-04-27T14:15:35.424Z,2025-04-27T14:15:35Z,9n2nm6smh0txgv2482qbwhixg,J. Beck,,5685162683,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807165583,495,5,2,54,2,6wwwud48qahpwrfxs20334qk5,0,14.4,-1.0,2025-04-27T14:15:35.843Z,2025-04-27T18:48:11Z,4m3slt6iikaxklqd12i719rl5,M. Opondo,,5685162951,56,Back,5685162953,347,,5685166287,233,500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807166173,500,5,2,54,2,f1h34qp5zbfl489q8vnkhiq9s,1,85.6,101.0,2025-04-27T14:15:35.843Z,2025-04-27T21:02:54Z,9n2nm6smh0txgv2482qbwhixg,J. Beck,,5685166203,233,495,5685166141,347,,5685166139,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807166273,501,1,2,54,25,f1h34qp5zbfl489q8vnkhiq9s,1,90.0,100.0,2025-04-27T14:15:59.416Z,2025-04-27T14:16:14Z,bmkwmf5f2ssnw2cq7uga7yd5g,A. Troelsen,,5685166703,56,Center,5685166711,213,4.87,5685166705,140,94.0,5685166713,1,,5685166701,107,,5685166707,141,62.7,5685166709,212,27.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807166493,503,61,2,54,26,f1h34qp5zbfl489q8vnkhiq9s,0,92.9,61.4,2025-04-27T14:15:59.512Z,2025-04-27T18:48:18Z,s8c0oxnoqt6zi7pi88rwawvd,J. Buus,,5685167991,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807170575,526,61,2,54,30,6wwwud48qahpwrfxs20334qk5,1,5.2,52.4,2025-04-27T14:16:03.670Z,2025-04-27T14:18:59Z,3od63zrf6cay4d6ync9i2iuqc,F. Rieper,,5685190675,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807166785,496,5,2,54,38,6wwwud48qahpwrfxs20334qk5,1,-1.2,34.4,2025-04-27T14:16:12.115Z,2025-04-27T21:02:54Z,1ai0gvdx68lxclbj6m255w72t,S. Crone,,5685192479,361,,5685169737,346,,5685358027,233,504,5685169733,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807166509,504,5,2,54,38,f1h34qp5zbfl489q8vnkhiq9s,0,101.2,65.6,2025-04-27T14:16:12.115Z,2025-04-27T21:02:55Z,s8c0oxnoqt6zi7pi88rwawvd,J. Buus,,5685168089,56,Center,5685358087,233,496,5685168093,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807166799,497,1,2,54,50,6wwwud48qahpwrfxs20334qk5,1,4.5,38.9,2025-04-27T14:16:24.291Z,2025-04-27T14:16:25Z,b1kyjkhaaiw32cb4bubbpm7tg,J. Kudsk,,5685169847,141,47.0,5685169849,212,5.5,5685169851,213,1.57,5685169843,56,Back,5685169855,237,,5685169845,140,4.5,5685169841,124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807166815,498,1,2,54,51,6wwwud48qahpwrfxs20334qk5,1,4.5,47.0,2025-04-27T14:16:25.260Z,2025-04-27T14:16:26Z,eiy7fhqxdx3ypg4dq4454hpbe,V. Birksø,,5685169939,56,Back,5685169947,213,6.15,5685169945,212,14.3,5685169941,140,18.0,5685169943,141,44.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807166885,499,1,2,54,52,6wwwud48qahpwrfxs20334qk5,1,18.0,44.3,2025-04-27T14:16:26.235Z,2025-04-27T14:16:29Z,7ztdirfvd9d0x2yw1v051xzbo,W. Madsen,,5685170327,213,2.80,5685170297,56,Back,5685170313,141,50.6,5685170305,140,6.4,5685170321,212,12.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807166951,500,1,2,54,55,6wwwud48qahpwrfxs20334qk5,1,4.5,56.0,2025-04-27T14:16:29.435Z,2025-04-27T14:16:32Z,eiy7fhqxdx3ypg4dq4454hpbe,V. Birksø,,5685170689,213,0.73,5685170687,212,35.1,5685170691,1,,5685170681,56,Back,5685170685,141,90.3,5685170683,140,29.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807167017,501,1,2,54,58,6wwwud48qahpwrfxs20334qk5,1,29.5,90.3,2025-04-27T14:16:31.980Z,2025-04-27T14:16:35Z,1ai0gvdx68lxclbj6m255w72t,S. Crone,,5685171041,141,74.7,5685171045,213,5.08,5685171037,56,Back,5685171043,212,11.4,5685171039,140,33.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807167117,502,1,2,55,1,6wwwud48qahpwrfxs20334qk5,1,47.3,67.6,2025-04-27T14:16:34.883Z,2025-04-27T14:16:38Z,45ssaw51hm80y1tfalyesap9m,E. Simonsen,,5685171549,56,Back,5685171557,212,9.7,5685171553,141,53.7,5685171563,213,4.94,5685171551,140,49.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807167067,505,83,2,55,3,f1h34qp5zbfl489q8vnkhiq9s,0,52.7,30.4,2025-04-27T14:16:36.544Z,2025-04-27T14:22:36Z,7wo1hk736v1xhovvu2t2trw89,Y. Bourhane,,5685172005,399,6wfu6s6xo5zjeke21fgbouql0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807167149,503,1,2,55,4,6wwwud48qahpwrfxs20334qk5,1,52.0,53.7,2025-04-27T14:16:37.803Z,2025-04-27T18:40:25Z,6wfu6s6xo5zjeke21fgbouql0,J. Jessen,,5685171717,56,Right,5685171727,1,,5685171719,140,69.5,5685171723,212,32.3,5685171721,141,14.6,5685171725,213,5.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807167235,504,1,2,55,8,6wwwud48qahpwrfxs20334qk5,0,85.1,5.8,2025-04-27T14:16:42.188Z,2025-04-27T14:16:42Z,65g5cfsdr10378yvmkpm19444,A. Dahl,,5685172237,140,82.5,5685172233,56,Right,5685172239,141,17.1,5685172243,212,8.2,5685172247,213,1.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807167255,506,8,2,55,9,f1h34qp5zbfl489q8vnkhiq9s,1,17.5,73.0,2025-04-27T14:16:43.294Z,2025-04-27T14:16:43Z,ate1ymumg2iwzn8uyyf3ts222,A. Lausen,,5685172381,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807167371,508,1,2,55,13,f1h34qp5zbfl489q8vnkhiq9s,0,5.9,91.2,2025-04-27T14:16:46.985Z,2025-04-27T14:16:48Z,1se7wkenvs4elrapvdw9mdnje,L. Montano,,5685172893,140,7.3,5685172907,1,,5685172891,56,Back,5685172887,157,,5685172897,141,91.5,5685173047,236,,5685172903,213,0.14,5685173049,233,505,5685172901,212,5685173057,286,,,,,,,,,,1.5,,,,,,,,,,,,,,,,,,,,,
2807167381,505,74,2,55,13,6wwwud48qahpwrfxs20334qk5,1,90.8,14.4,2025-04-27T14:16:46.986Z,2025-04-27T15:08:23Z,4m3slt6iikaxklqd12i719rl5,M. Opondo,,5685172969,285,,5685173087,233,508,5685172967,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807167429,506,5,2,55,14,6wwwud48qahpwrfxs20334qk5,0,78.2,-1.4,2025-04-27T14:16:48.400Z,2025-04-27T21:02:55Z,4m3slt6iikaxklqd12i719rl5,M. Opondo,,5685173227,56,Right,5685173615,233,509,5685173231,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807167467,509,5,2,55,14,f1h34qp5zbfl489q8vnkhiq9s,1,21.8,101.4,2025-04-27T14:16:48.400Z,2025-04-27T14:16:54Z,1se7wkenvs4elrapvdw9mdnje,L. Montano,,5685173443,56,Back,5685173523,233,506,5685173445,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807168219,510,1,2,55,41,f1h34qp5zbfl489q8vnkhiq9s,0,10.7,100.0,2025-04-27T14:17:14.777Z,2025-04-27T14:17:18Z,1se7wkenvs4elrapvdw9mdnje,L. Montano,,5685177607,212,20.6,5685177603,141,89.4,5685177587,107,,5685177591,56,Back,5685177611,213,5.87,5685177597,140,28.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807168243,507,44,2,55,44,6wwwud48qahpwrfxs20334qk5,1,70.6,14.2,2025-04-27T14:17:17.552Z,2025-04-27T15:08:15Z,7ztdirfvd9d0x2yw1v051xzbo,W. Madsen,,5685177759,286,,5685177857,233,511,5685177757,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807168231,511,44,2,55,44,f1h34qp5zbfl489q8vnkhiq9s,0,29.4,85.8,2025-04-27T14:17:17.553Z,2025-04-27T15:08:15Z,ate1ymumg2iwzn8uyyf3ts222,A. Lausen,,5685177673,285,,5685177943,233,507,5685177669,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807168293,508,1,2,55,44,6wwwud48qahpwrfxs20334qk5,1,69.4,20.3,2025-04-27T14:17:17.707Z,2025-04-27T18:48:22Z,7ztdirfvd9d0x2yw1v051xzbo,W. Madsen,,5685178021,141,30.0,5685178019,140,70.7,5685178015,3,,5685178025,213,1.37,5685178017,56,Center,5685178023,212,6.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807168307,509,61,2,55,46,6wwwud48qahpwrfxs20334qk5,1,70.7,30.0,2025-04-27T14:17:19.988Z,2025-04-27T14:17:21Z,6wfu6s6xo5zjeke21fgbouql0,J. Jessen,,5685178085,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807168443,512,1,2,55,48,f1h34qp5zbfl489q8vnkhiq9s,0,53.3,57.8,2025-04-27T14:17:22.121Z,2025-04-27T14:17:25Z,6hmsrr08cllpl4iumu92zskbt,L. From,,5685178807,1,,5685178799,140,77.5,5685178803,212,38.8,5685178805,213,0.86,5685178797,56,Left,5685178801,141,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807168579,510,5,2,55,52,6wwwud48qahpwrfxs20334qk5,1,19.6,-1.0,2025-04-27T14:17:25.440Z,2025-04-27T21:02:56Z,6wfu6s6xo5zjeke21fgbouql0,J. Jessen,,5685179521,56,Back,5685179609,233,513,5685179523,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807168453,513,5,2,55,52,f1h34qp5zbfl489q8vnkhiq9s,0,80.4,101.0,2025-04-27T14:17:25.440Z,2025-04-27T21:02:56Z,6hmsrr08cllpl4iumu92zskbt,L. From,,5685178847,56,Left,5685179631,233,510,5685178849,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807168643,511,1,2,55,56,6wwwud48qahpwrfxs20334qk5,1,12.1,0.0,2025-04-27T14:17:30.427Z,2025-04-27T14:17:33Z,7ztdirfvd9d0x2yw1v051xzbo,W. Madsen,,5685179877,213,1.76,5685179873,141,20.3,5685179867,107,,5685179875,212,15.4,5685179869,56,Back,5685179871,140,9.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807168729,512,1,2,55,59,6wwwud48qahpwrfxs20334qk5,1,15.3,28.9,2025-04-27T14:17:32.987Z,2025-04-27T14:17:36Z,b1kyjkhaaiw32cb4bubbpm7tg,J. Kudsk,,5685180397,56,Back,5685180407,212,18.5,5685180403,141,55.8,5685180399,140,12.5,5685180409,213,1.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807168907,513,1,2,56,2,6wwwud48qahpwrfxs20334qk5,1,14.9,56.0,2025-04-27T14:17:36.300Z,2025-04-27T14:17:43Z,3od63zrf6cay4d6ync9i2iuqc,F. Rieper,,5685181373,140,25.0,5685181369,56,Back,5685181377,141,90.6,5685181385,213,1.15,5685181381,212,25.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807168967,514,1,2,56,9,6wwwud48qahpwrfxs20334qk5,1,38.9,91.7,2025-04-27T14:17:43.068Z,2025-04-27T14:17:45Z,1ai0gvdx68lxclbj6m255w72t,S. Crone,,5685181701,212,10.2,5685181691,56,Back,5685181703,213,4.58,5685181699,141,76.9,5685181695,140,37.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807169019,515,1,2,56,11,6wwwud48qahpwrfxs20334qk5,1,37.6,76.9,2025-04-27T14:17:45.092Z,2025-04-27T14:17:47Z,6wfu6s6xo5zjeke21fgbouql0,J. Jessen,,5685182029,212,15.5,5685182027,141,75.3,5685182031,213,3.21,5685182025,140,22.9,5685182023,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807169175,516,1,2,56,13,6wwwud48qahpwrfxs20334qk5,1,22.9,75.1,2025-04-27T14:17:47.380Z,2025-04-27T14:17:54Z,3od63zrf6cay4d6ync9i2iuqc,F. Rieper,,5685182947,56,Back,5685182951,141,39.4,5685182955,213,4.79,5685182949,140,24.8,5685182953,212,24.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807169307,517,1,2,56,20,6wwwud48qahpwrfxs20334qk5,1,35.8,26.1,2025-04-27T14:17:54.316Z,2025-04-27T14:17:59Z,b1kyjkhaaiw32cb4bubbpm7tg,J. Kudsk,,5685183655,212,23.8,5685183651,141,51.5,5685183643,56,Back,5685183657,213,2.33,5685183647,140,20.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807169453,518,1,2,56,25,6wwwud48qahpwrfxs20334qk5,1,22.5,46.6,2025-04-27T14:17:59.117Z,2025-04-27T14:18:05Z,eiy7fhqxdx3ypg4dq4454hpbe,V. Birksø,,5685184551,213,5.16,5685184547,141,38.8,5685184543,56,Back,5685184545,140,24.9,5685184549,212,5.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
