id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/8/value,qualifier/10/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/14/value
2746798201,264,10,1,41,5,8cfkisxf1fkxdqtt6tx1tup48,1,18.1,52.5,2024-11-10T12:41:17.474Z,2024-11-10T12:57:16Z,74m58jsznzu8l89b8h7rkh1bd,C. Jensen,,5355652291,94,,5355666925,233,456,5355652293,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746798251,266,1,1,41,10,8cfkisxf1fkxdqtt6tx1tup48,0,20.2,86.2,2024-11-10T12:41:23.266Z,2024-11-10T12:41:24Z,2pm5oqzyonn0dysa5nszgq3xm,H. Bonnesen,,5355652529,141,77.2,5355652531,212,35.0,5355652525,56,Center,5355652535,1,,5355652527,140,53.0,5355652533,213,6.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746798333,458,1,1,41,13,8gxd9ry2580pu1b1dd5ny9ymy,1,44.9,28.0,2024-11-10T12:41:26.062Z,2024-11-10T12:41:29Z,dshwz1df0rbe0fztksawvd0wl,M. Olsen,,5355652947,141,16.5,5355652943,56,Right,5355652949,212,17.5,5355652951,213,5.82,5355652945,140,59.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746798369,459,1,1,41,17,8gxd9ry2580pu1b1dd5ny9ymy,1,62.7,21.6,2024-11-10T12:41:29.734Z,2024-11-10T12:41:31Z,dm6xpphbyyooqriwaambi7njd,F. Krogstad,,5355653117,212,9.7,5355653113,140,63.6,5355653119,213,1.47,5355653115,141,35.8,5355653111,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746798397,460,1,1,41,19,8gxd9ry2580pu1b1dd5ny9ymy,1,63.9,36.0,2024-11-10T12:41:31.430Z,2024-11-10T12:41:34Z,4oxf446ya7jwulq6hxlp8r36d,J. Gemmer,,5355653303,213,5.78,5355653295,56,Center,5355653299,141,30.1,5355653301,212,8.3,5355653297,140,70.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746798427,461,1,1,41,21,8gxd9ry2580pu1b1dd5ny9ymy,1,70.3,30.1,2024-11-10T12:41:33.846Z,2024-11-10T12:41:37Z,dncrhma6gwcn6pxiu7hfc6qz8,A. Smed,,5355653467,213,4.49,5355653463,141,16.5,5355653459,56,Right,5355653465,212,9.5,5355653461,140,68.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746798475,462,1,1,41,24,8gxd9ry2580pu1b1dd5ny9ymy,1,68.4,16.5,2024-11-10T12:41:37.078Z,2024-11-10T12:41:40Z,9r07ooissj5mz15g87x5rmbx1,C. Jakobsen,,5355653703,56,Center,5355653707,141,27.7,5355653705,140,91.6,5355653709,212,25.5,5355653711,213,0.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746798481,463,1,1,41,27,8gxd9ry2580pu1b1dd5ny9ymy,0,91.6,27.7,2024-11-10T12:41:39.350Z,2024-11-10T12:41:41Z,4oxf446ya7jwulq6hxlp8r36d,J. Gemmer,,5355653729,213,1.08,5355653801,286,,5355653725,141,30.6,5355653797,233,267,5355653721,56,Center,5355653727,212,2.2,5355653795,236,,5355653723,140,92.6,,,,,,,,,,,,,,,,,,,,,,,,
2746798485,267,74,1,41,27,8cfkisxf1fkxdqtt6tx1tup48,1,12.3,68.2,2024-11-10T12:41:39.351Z,2024-11-10T14:08:26Z,5nved2kta2hk8103hkyhq33hm,M. Jakobsen,,5355653743,285,,5355653741,56,Back,5355653811,233,463,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746798499,268,6,1,41,28,8cfkisxf1fkxdqtt6tx1tup48,0,10.4,68.6,2024-11-10T12:41:40.630Z,2024-11-10T14:07:42Z,5nved2kta2hk8103hkyhq33hm,M. Jakobsen,,5355653851,56,Back,5355653937,233,464,5355653853,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746798489,464,6,1,41,28,8gxd9ry2580pu1b1dd5ny9ymy,1,89.6,31.4,2024-11-10T12:41:40.630Z,2024-11-10T12:41:44Z,4oxf446ya7jwulq6hxlp8r36d,J. Gemmer,,5355653871,56,Center,5355653901,233,268,5355653873,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746798913,465,1,1,41,58,8gxd9ry2580pu1b1dd5ny9ymy,0,99.5,0.5,2024-11-10T12:42:10.983Z,2024-11-10T12:42:16Z,6dzg820946z4848whaa6ny2nd,N. Clausen,,5355656123,213,1.68,5355656125,1,,5355656121,212,32.2,5355656109,155,,5355656115,56,Center,5355656113,223,,5355656117,140,96.2,5355656119,141,47.6,5355656105,2,5355656297,233,269,5355656107,6,,,,,,,,,,,,,,,,,
2746798939,269,41,1,42,2,8cfkisxf1fkxdqtt6tx1tup48,0,3.2,52.2,2024-11-10T12:42:14.761Z,2024-11-10T12:42:17Z,dqqswfn9s1tdxjoslts8ks6xg,B. Bayrak,,5355656265,213,6.24,5355656397,233,465,5355656261,141,51.0,5355656263,212,19.4,5355656259,140,21.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746798969,466,1,1,42,3,8gxd9ry2580pu1b1dd5ny9ymy,0,73.9,52.4,2024-11-10T12:42:15.694Z,2024-11-10T12:42:17Z,dm6xpphbyyooqriwaambi7njd,F. Krogstad,,5355656403,56,Center,5355656407,141,62.9,5355656405,140,80.0,5355656409,212,9.6,5355656411,213,0.84,5355656401,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746798993,270,12,1,42,5,8cfkisxf1fkxdqtt6tx1tup48,1,17.4,48.4,2024-11-10T12:42:18.122Z,2024-11-10T12:42:19Z,2pm5oqzyonn0dysa5nszgq3xm,H. Bonnesen,,5355656527,140,32.7,5355656533,213,5.88,5355656525,56,Back,5355656531,212,17.5,5355656529,141,38.2,5355656539,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746799043,467,1,1,42,7,8gxd9ry2580pu1b1dd5ny9ymy,1,64.6,67.5,2024-11-10T12:42:20.230Z,2024-11-10T12:42:24Z,dncrhma6gwcn6pxiu7hfc6qz8,A. Smed,,5355656905,141,46.4,5355656909,213,3.43,5355656911,1,,5355656901,56,Back,5355656903,140,19.1,5355656907,212,49.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746799079,468,1,1,42,12,8gxd9ry2580pu1b1dd5ny9ymy,1,24.4,50.9,2024-11-10T12:42:24.350Z,2024-11-10T12:42:27Z,d9hh01mit4geyadol3gmzco9,F. Đukić,,5355657123,140,39.1,5355657127,212,21.3,5355657121,56,Back,5355657125,141,72.4,5355657129,213,0.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746799131,469,1,1,42,14,8gxd9ry2580pu1b1dd5ny9ymy,1,39.7,72.4,2024-11-10T12:42:26.998Z,2024-11-10T12:42:29Z,dncrhma6gwcn6pxiu7hfc6qz8,A. Smed,,5355657355,213,0.29,5355657351,141,84.1,5355657349,140,64.8,5355657353,212,27.5,5355657347,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746799147,470,1,1,42,17,8gxd9ry2580pu1b1dd5ny9ymy,0,64.8,84.1,2024-11-10T12:42:29.582Z,2024-11-10T12:42:30Z,a30gduuv9d1s4pkthgu2jhyol,D. Stenderup,,5355657441,140,70.2,5355657445,212,7.2,5355657439,56,Center,5355657443,141,77.6,5355657447,213,5.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746799157,271,61,1,42,18,8cfkisxf1fkxdqtt6tx1tup48,1,34.4,2.3,2024-11-10T12:42:31.210Z,2024-11-10T12:42:31Z,67p0s4o54xcmiustgy8k5gljo,S. Hald,,5355657517,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746799245,471,1,1,42,21,8gxd9ry2580pu1b1dd5ny9ymy,1,67.7,85.9,2024-11-10T12:42:33.598Z,2024-11-10T12:42:36Z,a30gduuv9d1s4pkthgu2jhyol,D. Stenderup,,5355657967,213,3.28,5355657963,141,81.1,5355657959,56,Back,5355657965,212,24.2,5355657961,140,44.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746799357,472,1,1,42,23,8gxd9ry2580pu1b1dd5ny9ymy,1,45.0,81.1,2024-11-10T12:42:36.103Z,2024-11-10T12:42:44Z,dncrhma6gwcn6pxiu7hfc6qz8,A. Smed,,5355658495,213,4.37,5355658489,141,54.2,5355658491,212,19.4,5355658485,56,Back,5355658487,140,38.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746799395,473,1,1,42,31,8gxd9ry2580pu1b1dd5ny9ymy,1,38.5,54.5,2024-11-10T12:42:44.247Z,2024-11-10T12:42:47Z,dshwz1df0rbe0fztksawvd0wl,M. Olsen,,5355658625,212,26.7,5355658621,140,43.7,5355658623,141,93.0,5355658627,213,1.37,5355658619,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746799437,474,1,1,42,34,8gxd9ry2580pu1b1dd5ny9ymy,1,44.8,92.1,2024-11-10T12:42:46.935Z,2024-11-10T12:42:51Z,bfvdr7ckiersz26ya2kq9f1g4,A. Iljazovski,,5355658863,212,27.7,5355658859,140,38.9,5355658865,213,4.49,5355658861,141,52.4,5355658857,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746799477,475,1,1,42,37,8gxd9ry2580pu1b1dd5ny9ymy,1,39.8,57.5,2024-11-10T12:42:50.230Z,2024-11-10T12:42:54Z,a30gduuv9d1s4pkthgu2jhyol,D. Stenderup,,5355659043,213,5.96,5355659041,212,18.8,5355659037,140,56.8,5355659035,56,Center,5355659039,141,48.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746807361,307,83,1,42,41,8cfkisxf1fkxdqtt6tx1tup48,0,45.0,54.6,2024-11-10T12:42:53.297Z,2024-11-10T12:52:57Z,11ngumxajbizagbzpm5kompxx,M. Chacón,,5355701379,399,5e5fuj7mbkpvf0bug32ixxc5x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746799487,476,1,1,42,41,8gxd9ry2580pu1b1dd5ny9ymy,0,56.8,48.8,2024-11-10T12:42:54.095Z,2024-11-10T12:53:14Z,5e5fuj7mbkpvf0bug32ixxc5x,S. Makienok,,5355702541,233,272,5355702545,286,,5355659095,56,Center,5355659099,141,41.8,5355659103,213,4.58,5355702539,236,,5355659101,212,4.8,5355659097,140,56.2,,,,,,,,,,,,,,,,,,,,,,,,
2746799543,272,74,1,42,41,8cfkisxf1fkxdqtt6tx1tup48,1,44.6,65.5,2024-11-10T12:42:54.096Z,2024-11-10T14:08:26Z,74m58jsznzu8l89b8h7rkh1bd,C. Jensen,,5355659349,56,Back,5355659351,285,,5355702575,233,476,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746799557,477,1,1,42,45,8gxd9ry2580pu1b1dd5ny9ymy,1,49.1,38.5,2024-11-10T12:42:57.967Z,2024-11-10T12:43:00Z,9r07ooissj5mz15g87x5rmbx1,C. Jakobsen,,5355659423,212,17.0,5355659419,140,33.2,5355659425,213,3.32,5355659421,141,34.0,5355659417,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746799611,478,1,1,42,47,8gxd9ry2580pu1b1dd5ny9ymy,1,33.2,34.0,2024-11-10T12:43:00.150Z,2024-11-10T12:43:04Z,dshwz1df0rbe0fztksawvd0wl,M. Olsen,,5355659723,1,,5355659721,213,0.61,5355659711,155,,5355659719,212,54.9,5355659715,140,75.9,5355659717,141,80.5,5355659713,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746799649,479,1,1,42,52,8gxd9ry2580pu1b1dd5ny9ymy,0,87.6,87.1,2024-11-10T12:43:04.543Z,2024-11-10T12:43:06Z,9tt9eo9bsff7dp7aqjal1obo4,F. Høgh,,5355659921,212,20.1,5355659917,140,87.3,5355659915,56,Center,5355659919,141,57.6,5355659923,213,4.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746799937,273,12,1,42,55,8cfkisxf1fkxdqtt6tx1tup48,1,14.2,62.6,2024-11-10T12:43:08.018Z,2024-11-10T12:43:26Z,4ti8pdx03j8dh4mdb626ltmvo,N. Jakobsen,,5355661437,213,5.76,5355661433,141,30.7,5355661431,140,50.2,5355661429,56,Center,5355661435,212,43.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746799833,480,1,1,43,5,8gxd9ry2580pu1b1dd5ny9ymy,1,54.7,60.2,2024-11-10T12:43:18.222Z,2024-11-10T12:43:19Z,a30gduuv9d1s4pkthgu2jhyol,D. Stenderup,,5355660853,141,88.7,5355660857,213,0.77,5355660849,56,Left,5355660851,140,73.7,5355660855,212,27.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746799869,481,1,1,43,7,8gxd9ry2580pu1b1dd5ny9ymy,1,73.7,88.7,2024-11-10T12:43:19.311Z,2024-11-10T12:43:22Z,9tt9eo9bsff7dp7aqjal1obo4,F. Høgh,,5355661083,141,67.8,5355661087,213,4.00,5355661085,212,18.9,5355661079,56,Center,5355661081,140,61.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746799877,482,1,1,43,9,8gxd9ry2580pu1b1dd5ny9ymy,1,61.9,67.8,2024-11-10T12:43:21.375Z,2024-11-10T12:43:23Z,a30gduuv9d1s4pkthgu2jhyol,D. Stenderup,,5355661115,56,Center,5355661119,141,55.5,5355661123,213,5.63,5355661121,212,13.8,5355661117,140,72.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746799955,483,1,1,43,10,8gxd9ry2580pu1b1dd5ny9ymy,1,72.4,55.5,2024-11-10T12:43:23.223Z,2024-11-10T12:43:27Z,bfvdr7ckiersz26ya2kq9f1g4,A. Iljazovski,,5355661523,212,5.2,5355661519,140,69.0,5355661525,213,3.96,5355661521,141,49.9,5355661517,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746799941,274,83,1,43,14,8cfkisxf1fkxdqtt6tx1tup48,0,34.2,46.3,2024-11-10T12:43:26.345Z,2024-11-10T12:53:52Z,11ngumxajbizagbzpm5kompxx,M. Chacón,,5355661639,399,dm6xpphbyyooqriwaambi7njd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746799959,484,50,1,43,14,8gxd9ry2580pu1b1dd5ny9ymy,1,66.7,53.0,2024-11-10T12:43:27.296Z,2024-11-10T12:51:46Z,dm6xpphbyyooqriwaambi7njd,F. Krogstad,,5355661541,56,Center,5355695853,286,,5355696357,233,306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746806507,306,7,1,43,15,8cfkisxf1fkxdqtt6tx1tup48,1,33.3,47.0,2024-11-10T12:43:27.297Z,2024-11-10T12:51:45Z,11ngumxajbizagbzpm5kompxx,M. Chacón,,5355696335,233,484,5355696289,56,Back,5355696291,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746800065,276,1,1,43,18,8cfkisxf1fkxdqtt6tx1tup48,1,61.0,41.5,2024-11-10T12:43:31.161Z,2024-11-10T12:43:54Z,e2aqcawslcbpp88nia8eko2y1,J. Rothmann,1.0,5355662121,56,Center,5355662125,141,48.5,5355663783,154,,5355662129,213,0.27,5355663781,210,13,5355662123,140,77.7,5355662127,212,18.2,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746800067,277,13,1,43,21,8cfkisxf1fkxdqtt6tx1tup48,1,82.5,49.1,2024-11-10T12:43:33.842Z,2024-11-10T14:41:31Z,74m58jsznzu8l89b8h7rkh1bd,C. Jensen,,5355663863,215,,5355663867,230,93.4,5355662147,56,Center,5355663859,102,57.5,5355663861,103,11.1,5355663849,83,,5356393335,214,,5355663851,29,,5355663855,55,5355663869,231,49.5,5355663853,154,5355663845,23,,276,,5355663847,20,,5355706675,18,,,,,,,
2746800083,278,5,1,43,24,8cfkisxf1fkxdqtt6tx1tup48,0,100.9,58.6,2024-11-10T12:43:36.427Z,2024-11-10T14:11:47Z,74m58jsznzu8l89b8h7rkh1bd,C. Jensen,,5355662243,346,,5355662241,56,Center,5355663729,233,485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746800341,485,5,1,43,24,8gxd9ry2580pu1b1dd5ny9ymy,1,-0.9,41.4,2024-11-10T12:43:36.427Z,2024-11-10T14:11:47Z,dm6xpphbyyooqriwaambi7njd,F. Krogstad,,5355663695,233,278,5355663669,346,,5355663667,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746800427,486,1,1,43,39,8gxd9ry2580pu1b1dd5ny9ymy,1,3.6,47.6,2024-11-10T12:43:52.262Z,2024-11-10T12:43:59Z,d9hh01mit4geyadol3gmzco9,F. Đukić,,5355664107,56,Back,5355664113,212,14.9,5355664111,141,56.0,5355664105,124,,5355664119,237,,5355664109,140,16.7,5355664115,213,0.39,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746800473,487,1,1,43,46,8gxd9ry2580pu1b1dd5ny9ymy,1,33.7,52.4,2024-11-10T12:43:59.167Z,2024-11-10T12:44:02Z,4oxf446ya7jwulq6hxlp8r36d,J. Gemmer,,5355664347,212,22.5,5355664343,140,27.7,5355664349,213,4.43,5355664345,141,20.7,5355664341,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746800499,488,1,1,43,49,8gxd9ry2580pu1b1dd5ny9ymy,1,27.7,20.7,2024-11-10T12:44:02.087Z,2024-11-10T12:44:04Z,dshwz1df0rbe0fztksawvd0wl,M. Olsen,,5355664493,56,Back,5355664497,141,46.3,5355664495,140,28.1,5355664501,213,1.55,5355664499,212,17.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746800555,489,1,1,43,52,8gxd9ry2580pu1b1dd5ny9ymy,1,28.7,46.7,2024-11-10T12:44:04.687Z,2024-11-10T12:44:08Z,a30gduuv9d1s4pkthgu2jhyol,D. Stenderup,,5355664763,212,31.7,5355664759,140,43.5,5355664765,213,1.06,5355664761,141,87.4,5355664757,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746800619,490,1,1,43,55,8gxd9ry2580pu1b1dd5ny9ymy,1,47.2,88.9,2024-11-10T12:44:08.183Z,2024-11-10T12:44:13Z,6dzg820946z4848whaa6ny2nd,N. Clausen,,5355665111,140,35.7,5355665115,212,26.0,5355665109,56,Back,5355665113,141,55.1,5355665117,213,4.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746800677,491,1,1,44,1,8gxd9ry2580pu1b1dd5ny9ymy,1,37.2,63.0,2024-11-10T12:44:13.551Z,2024-11-10T12:44:18Z,a30gduuv9d1s4pkthgu2jhyol,D. Stenderup,,5355665411,140,41.0,5355665409,56,Back,5355665415,212,20.5,5355665413,141,33.4,5355665417,213,4.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746800719,492,1,1,44,5,8gxd9ry2580pu1b1dd5ny9ymy,1,42.5,31.9,2024-11-10T12:44:17.807Z,2024-11-10T12:44:20Z,dshwz1df0rbe0fztksawvd0wl,M. Olsen,,5355665611,140,60.7,5355665619,213,5.50,5355665615,212,26.9,5355665609,56,Right,5355665613,141,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746800765,493,1,1,44,7,8gxd9ry2580pu1b1dd5ny9ymy,1,60.8,4.1,2024-11-10T12:44:20.207Z,2024-11-10T12:44:22Z,bfvdr7ckiersz26ya2kq9f1g4,A. Iljazovski,,5355665911,56,Center,5355665919,213,1.95,5355665915,141,24.0,5355665917,212,14.6,5355665913,140,55.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746800801,494,1,1,44,10,8gxd9ry2580pu1b1dd5ny9ymy,1,55.7,24.1,2024-11-10T12:44:22.551Z,2024-11-10T12:44:24Z,4oxf446ya7jwulq6hxlp8r36d,J. Gemmer,,5355666081,212,10.6,5355666083,213,5.28,5355666079,141,10.9,5355666071,56,Right,5355666077,140,61.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746800861,495,1,1,44,12,8gxd9ry2580pu1b1dd5ny9ymy,1,61.1,10.9,2024-11-10T12:44:24.463Z,2024-11-10T12:44:28Z,bfvdr7ckiersz26ya2kq9f1g4,A. Iljazovski,,5355666375,213,0.00,5355666369,140,70.3,5355666371,141,10.9,5355666373,212,9.7,5355666367,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746800891,496,1,1,44,15,8gxd9ry2580pu1b1dd5ny9ymy,1,70.6,10.9,2024-11-10T12:44:27.911Z,2024-11-10T12:44:30Z,dm6xpphbyyooqriwaambi7njd,F. Krogstad,,5355666497,140,68.7,5355666503,213,1.95,5355666501,212,5.4,5355666499,141,18.3,5355666495,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746800905,497,1,1,44,17,8gxd9ry2580pu1b1dd5ny9ymy,1,68.7,18.3,2024-11-10T12:44:30.007Z,2024-11-10T12:44:31Z,bfvdr7ckiersz26ya2kq9f1g4,A. Iljazovski,,5355666579,212,8.0,5355666575,140,66.5,5355666581,213,4.42,5355666577,141,7.0,5355666573,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746800937,498,1,1,44,18,8gxd9ry2580pu1b1dd5ny9ymy,1,66.5,7.0,2024-11-10T12:44:31.239Z,2024-11-10T12:44:34Z,dm6xpphbyyooqriwaambi7njd,F. Krogstad,,5355666763,212,12.7,5355666759,140,56.4,5355666765,213,2.56,5355666761,141,17.3,5355666757,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746800987,499,1,1,44,21,8gxd9ry2580pu1b1dd5ny9ymy,1,56.4,17.3,2024-11-10T12:44:34.215Z,2024-11-10T12:44:38Z,dshwz1df0rbe0fztksawvd0wl,M. Olsen,,5355667059,213,2.43,5355667055,141,39.4,5355667051,56,Back,5355667057,212,23.1,5355667053,140,39.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746800997,500,1,1,44,24,8gxd9ry2580pu1b1dd5ny9ymy,1,39.7,39.4,2024-11-10T12:44:37.215Z,2024-11-10T12:44:38Z,a30gduuv9d1s4pkthgu2jhyol,D. Stenderup,,5355667121,140,59.9,5355667125,212,21.3,5355667119,56,Center,5355667127,213,6.17,5355667123,141,36.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746801015,501,1,1,44,26,8gxd9ry2580pu1b1dd5ny9ymy,1,59.9,36.0,2024-11-10T12:44:38.775Z,2024-11-10T12:44:42Z,dncrhma6gwcn6pxiu7hfc6qz8,A. Smed,,5355667243,212,4.7,5355667245,213,3.78,5355667241,141,31.9,5355667237,56,Center,5355667239,140,56.3,5355667263,156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746801053,502,3,1,44,27,8gxd9ry2580pu1b1dd5ny9ymy,0,58.8,29.9,2024-11-10T12:44:39.872Z,2024-11-10T14:07:49Z,9r07ooissj5mz15g87x5rmbx1,C. Jakobsen,,5355667513,233,279,5355667445,286,,5355667443,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746801019,279,7,1,44,27,8cfkisxf1fkxdqtt6tx1tup48,0,41.2,70.1,2024-11-10T12:44:39.873Z,2024-11-10T14:07:48Z,2pm5oqzyonn0dysa5nszgq3xm,H. Bonnesen,,5355667487,233,502,5355667261,285,,5355667259,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746801087,503,1,1,44,32,8gxd9ry2580pu1b1dd5ny9ymy,1,54.9,23.4,2024-11-10T12:44:44.631Z,2024-11-10T12:47:36Z,dm6xpphbyyooqriwaambi7njd,F. Krogstad,,5355667653,141,31.9,5355667657,213,2.68,5355667655,212,13.0,5355667651,140,43.8,5355667649,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746801139,504,1,1,44,35,8gxd9ry2580pu1b1dd5ny9ymy,1,43.8,31.9,2024-11-10T12:44:47.583Z,2024-11-10T12:44:49Z,dshwz1df0rbe0fztksawvd0wl,M. Olsen,,5355667947,141,68.2,5355667943,56,Back,5355667951,213,1.47,5355667949,212,24.8,5355667945,140,46.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746801173,505,1,1,44,36,8gxd9ry2580pu1b1dd5ny9ymy,1,46.1,68.2,2024-11-10T12:44:48.831Z,2024-11-10T12:44:51Z,a30gduuv9d1s4pkthgu2jhyol,D. Stenderup,,5355668181,141,85.9,5355668179,140,67.1,5355668185,213,0.50,5355668177,56,Left,5355668183,212,25.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746801205,506,1,1,44,39,8gxd9ry2580pu1b1dd5ny9ymy,1,68.4,87.1,2024-11-10T12:44:51.359Z,2024-11-10T12:44:53Z,6dzg820946z4848whaa6ny2nd,N. Clausen,,5355668363,212,11.3,5355668359,140,65.4,5355668365,213,4.43,5355668357,56,Center,5355668361,141,71.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746801235,507,1,1,44,41,8gxd9ry2580pu1b1dd5ny9ymy,1,65.4,71.2,2024-11-10T12:44:53.727Z,2024-11-10T12:44:56Z,a30gduuv9d1s4pkthgu2jhyol,D. Stenderup,,5355668567,141,88.3,5355668563,56,Left,5355668569,212,12.9,5355668571,213,1.12,5355668565,140,70.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746801249,508,1,1,44,43,8gxd9ry2580pu1b1dd5ny9ymy,1,72.8,89.0,2024-11-10T12:44:56.079Z,2024-11-10T12:50:50Z,6dzg820946z4848whaa6ny2nd,N. Clausen,,5355668641,213,0.06,5355668633,56,Left,5355668637,141,90.2,5355668635,140,85.2,5355668639,212,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746801279,509,1,1,44,47,8gxd9ry2580pu1b1dd5ny9ymy,0,85.3,89.6,2024-11-10T12:44:59.687Z,2024-11-10T12:45:02Z,9tt9eo9bsff7dp7aqjal1obo4,F. Høgh,,5355668873,286,,5355668867,236,,5355668813,56,Left,5355668817,141,83.6,5355668869,233,280,5355668815,140,85.0,5355668819,212,4.1,5355668821,213,4.64,,,,,,,,,,,,,,,,,,,,,,,,
