id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/10/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/14/value,qualifier/9/value,qualifier/12/value,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId
2714968825,380,1,1,37,27,bd4qakf7j0wwie8wke9km7uj8,1,41.8,45.2,2024-08-30T18:07:11.271Z,2024-08-30T18:07:16Z,4brcvdxviy9f03iwcavxll80l,H. Askham,,,5181757327,56,Back,5181757333,212,13.1,5181757335,213,4.53,5181757331,141,26.3,5181757329,140,39.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714968911,381,1,1,37,32,bd4qakf7j0wwie8wke9km7uj8,1,44.9,29.3,2024-08-30T18:07:15.902Z,2024-08-30T18:07:19Z,99tm7b6ux9s4qocz0y4pcahas,V. Montell,,,5181757833,141,46.9,5181757835,212,15.0,5181757829,56,Back,5181757831,140,36.3,5181757837,213,2.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714968999,382,1,1,37,35,bd4qakf7j0wwie8wke9km7uj8,1,35.3,46.9,2024-08-30T18:07:19.391Z,2024-08-30T18:07:22Z,4brcvdxviy9f03iwcavxll80l,H. Askham,,,5181758271,213,5.88,5181758261,140,55.5,5181758269,212,23.1,5181758265,141,33.5,5181758257,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714969051,383,1,1,37,38,bd4qakf7j0wwie8wke9km7uj8,1,58.7,37.6,2024-08-30T18:07:22.510Z,2024-08-30T18:07:24Z,bwozpgcm48s08t1glxfgjajmd,N. Halse,,,5181758555,212,20.2,5181758551,140,69.9,5181758553,141,61.7,5181758557,213,0.95,5181758549,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714969123,384,1,1,37,40,bd4qakf7j0wwie8wke9km7uj8,1,69.9,61.7,2024-08-30T18:07:24.391Z,2024-08-30T18:07:27Z,7pnxa8wzxx5qxevcckxdd62tx,E. Nielsen,,,5181758947,140,78.4,5181758951,212,23.0,5181758953,213,1.17,5181758949,141,92.9,5181758945,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714969231,385,1,1,37,43,bd4qakf7j0wwie8wke9km7uj8,1,78.7,92.9,2024-08-30T18:07:27.702Z,2024-08-30T18:07:32Z,aejgqvdw1jftxaa538kaa15w4,O. Juul,,,5181759493,212,20.9,5181759489,141,77.6,5181759485,140,96.0,5181759495,213,5.76,5181759481,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714969299,386,1,1,37,48,bd4qakf7j0wwie8wke9km7uj8,1,96.6,80.3,2024-08-30T18:07:31.864Z,2024-08-30T18:07:35Z,7pnxa8wzxx5qxevcckxdd62tx,E. Nielsen,,,5181759935,140,89.1,5181759939,212,9.5,5181759933,56,Center,5181759941,213,3.73,5181759937,141,72.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714969245,364,83,1,37,48,f1h34qp5zbfl489q8vnkhiq9s,0,5.7,27.1,2024-08-30T18:07:32.604Z,2024-08-30T18:07:37Z,839pm7rmjp6q1bt52f7ek9vys,J. Meyer,,,5181760271,399,aejgqvdw1jftxaa538kaa15w4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714969313,387,1,1,37,51,bd4qakf7j0wwie8wke9km7uj8,0,94.1,72.3,2024-08-30T18:07:34.894Z,2024-08-30T18:10:39Z,aejgqvdw1jftxaa538kaa15w4,O. Juul,,,5181760095,233,365,5181760099,286,,5181759991,141,70.4,5181759995,213,3.77,5181759987,56,Center,5181760093,236,,5181759993,212,2.2,5181759989,140,92.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714969321,365,74,1,37,51,f1h34qp5zbfl489q8vnkhiq9s,1,4.6,30.8,2024-08-30T18:07:34.895Z,2024-08-30T18:30:40Z,7wo1hk736v1xhovvu2t2trw89,Y. Bourhane,,,5181760021,285,,5181760019,56,Back,5181760141,233,387,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714969357,366,6,1,37,52,f1h34qp5zbfl489q8vnkhiq9s,0,0.0,30.2,2024-08-30T18:07:36.688Z,2024-08-30T18:31:15Z,7wo1hk736v1xhovvu2t2trw89,Y. Bourhane,,,5181760435,233,388,5181760357,73,,5181760355,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714969353,388,6,1,37,52,bd4qakf7j0wwie8wke9km7uj8,1,100.0,69.8,2024-08-30T18:07:36.688Z,2024-08-30T18:31:15Z,aejgqvdw1jftxaa538kaa15w4,O. Juul,,,5181760325,56,Center,5181760389,233,366,5181760327,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714970147,389,1,1,38,19,bd4qakf7j0wwie8wke9km7uj8,1,99.5,99.5,2024-08-30T18:08:03.430Z,2024-08-30T18:08:07Z,bwozpgcm48s08t1glxfgjajmd,N. Halse,,,5181764213,6,,5181764227,212,14.6,5181764219,140,93.2,5181764215,56,Left,5181764223,141,80.4,5181764231,213,4.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714970195,390,1,1,38,21,bd4qakf7j0wwie8wke9km7uj8,1,93.2,80.4,2024-08-30T18:08:04.798Z,2024-08-30T18:08:06Z,m031ocyfq011rual3olkegdm,A. Taranis,,,5181764403,212,8.4,5181764397,56,Left,5181764405,213,2.04,5181764399,140,89.6,5181764401,141,91.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714970263,391,1,1,38,22,bd4qakf7j0wwie8wke9km7uj8,0,89.6,91.8,2024-08-30T18:08:05.958Z,2024-08-30T18:08:09Z,bwozpgcm48s08t1glxfgjajmd,N. Halse,,,5181764767,213,5.05,5181764755,2,,5181764759,56,Center,5181764757,155,,5181764763,141,38.9,5181764761,140,100.0,5181764769,1,,5181764765,212,38.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714970601,367,5,1,38,25,f1h34qp5zbfl489q8vnkhiq9s,1,-1.4,60.6,2024-08-30T18:08:08.968Z,2024-08-30T18:31:10Z,auv81snxkpk2ybxzi8giy5azt,N. Strunck,,,5181766717,233,392,5181766621,56,Back,5181766625,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714970275,392,5,1,38,25,bd4qakf7j0wwie8wke9km7uj8,0,101.4,39.4,2024-08-30T18:08:08.968Z,2024-08-30T18:31:10Z,bwozpgcm48s08t1glxfgjajmd,N. Halse,,,5181764839,56,Center,5181766773,233,367,5181764841,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714970659,368,1,1,38,37,f1h34qp5zbfl489q8vnkhiq9s,1,4.1,57.3,2024-08-30T18:08:20.956Z,2024-08-30T18:08:24Z,c7buy99bjqmkmno8w5t0189d6,T. Stagaard,,,5181767055,237,,5181767039,56,Back,5181767047,212,15.3,5181767049,213,5.91,5181767037,124,,5181767041,140,17.7,5181767043,141,49.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714970737,369,1,1,38,40,f1h34qp5zbfl489q8vnkhiq9s,1,15.1,48.1,2024-08-30T18:08:24.342Z,2024-08-30T18:08:27Z,7wo1hk736v1xhovvu2t2trw89,Y. Bourhane,,,5181767489,213,2.26,5181767485,141,62.1,5181767481,56,Back,5181767483,140,7.7,5181767487,212,12.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714970883,370,1,1,38,44,f1h34qp5zbfl489q8vnkhiq9s,1,10.9,62.4,2024-08-30T18:08:28.756Z,2024-08-30T18:08:32Z,c7buy99bjqmkmno8w5t0189d6,T. Stagaard,,,5181768171,56,Back,5181768175,141,64.8,5181768179,212,29.0,5181768185,213,0.06,5181768173,140,38.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714970909,371,1,1,38,45,f1h34qp5zbfl489q8vnkhiq9s,0,38.5,64.8,2024-08-30T18:08:29.564Z,2024-08-30T18:08:40Z,ate1ymumg2iwzn8uyyf3ts222,A. Lausen,,,5181768303,56,Back,5181768311,213,2.20,5181768309,212,9.1,5181768305,140,33.4,5181768307,141,75.6,5181768371,156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714970827,393,8,1,38,47,bd4qakf7j0wwie8wke9km7uj8,1,72.4,21.5,2024-08-30T18:08:30.959Z,2024-08-30T18:08:31Z,duvhbifjh37mvlm46akiy431m,M. Juhl,,,5181767957,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714970905,395,1,1,38,48,bd4qakf7j0wwie8wke9km7uj8,0,77.3,19.4,2024-08-30T18:08:32.141Z,2024-08-30T18:08:33Z,duvhbifjh37mvlm46akiy431m,M. Juhl,,,5181768283,213,1.12,5181768275,56,Center,5181768279,141,47.6,5181768281,212,21.3,5181768277,140,86.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714971027,372,1,1,38,51,f1h34qp5zbfl489q8vnkhiq9s,0,21.4,47.6,2024-08-30T18:08:35.436Z,2024-08-30T18:08:37Z,839pm7rmjp6q1bt52f7ek9vys,J. Meyer,,,5181768927,213,0.25,5181768933,1,,5181768913,56,Center,5181768923,212,52.0,5181768909,157,,5181768915,140,69.4,5181768919,141,66.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714971149,396,1,1,38,57,bd4qakf7j0wwie8wke9km7uj8,1,14.8,8.5,2024-08-30T18:08:40.886Z,2024-08-30T18:08:43Z,99tm7b6ux9s4qocz0y4pcahas,V. Montell,,,5181769607,141,14.6,5181769609,212,13.6,5181769605,140,27.1,5181769611,213,0.31,5181769603,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714971189,397,1,1,38,59,bd4qakf7j0wwie8wke9km7uj8,1,27.1,14.6,2024-08-30T18:08:42.912Z,2024-08-30T18:08:44Z,4rhxehi019n7z1z1m7a39w1sk,K. Nyegaard,,,5181769757,212,10.6,5181769753,140,23.8,5181769751,56,Back,5181769755,141,29.3,5181769759,213,1.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714971317,398,1,1,39,0,bd4qakf7j0wwie8wke9km7uj8,1,24.5,34.1,2024-08-30T18:08:44.126Z,2024-08-30T18:08:49Z,4brcvdxviy9f03iwcavxll80l,H. Askham,,,5181770439,56,Back,5181770453,213,2.51,5181770441,140,7.0,5181770445,141,54.0,5181770449,212,22.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714971439,399,1,1,39,5,bd4qakf7j0wwie8wke9km7uj8,1,7.1,50.4,2024-08-30T18:08:49.222Z,2024-08-30T18:08:54Z,8r9iqig43yjty7l1oq6yg73mc,M. Brylov,,,5181771161,141,15.4,5181771165,213,4.98,5181771157,56,Back,5181771163,212,24.7,5181771159,140,13.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714971591,400,1,1,39,10,bd4qakf7j0wwie8wke9km7uj8,1,16.9,11.2,2024-08-30T18:08:53.981Z,2024-08-30T18:08:59Z,99tm7b6ux9s4qocz0y4pcahas,V. Montell,,,5181771907,140,7.8,5181771915,213,1.92,5181771911,212,27.6,5181771905,56,Back,5181771909,141,49.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714971671,401,1,1,39,15,bd4qakf7j0wwie8wke9km7uj8,0,8.1,41.2,2024-08-30T18:08:59.150Z,2024-08-30T18:09:04Z,8r9iqig43yjty7l1oq6yg73mc,M. Brylov,,,5181772281,56,Back,5181772289,212,35.4,5181772285,141,35.2,5181772299,1,,5181772293,213,6.17,5181772283,140,41.6,5181772279,157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714971681,373,44,1,39,18,f1h34qp5zbfl489q8vnkhiq9s,1,54.2,61.5,2024-08-30T18:09:02.677Z,2024-08-30T18:30:52Z,7wo1hk736v1xhovvu2t2trw89,Y. Bourhane,,,5181772531,286,,5181772341,56,Center,5181772527,233,402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714971693,402,44,1,39,18,bd4qakf7j0wwie8wke9km7uj8,0,45.8,38.5,2024-08-30T18:09:02.678Z,2024-08-30T18:30:52Z,cf6zq49y8v1ekw07e7yi3uac,A. Maarup,,,5181772395,285,,5181772573,233,373,5181772393,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714971697,374,1,1,39,19,f1h34qp5zbfl489q8vnkhiq9s,0,47.4,56.1,2024-08-30T18:09:03.069Z,2024-08-30T18:09:03Z,7wo1hk736v1xhovvu2t2trw89,Y. Bourhane,,,5181772413,3,,5181772419,141,43.6,5181772415,56,Back,5181772417,140,37.4,5181772423,213,3.82,5181772421,212,13.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714971733,403,1,1,39,21,bd4qakf7j0wwie8wke9km7uj8,0,55.4,49.6,2024-08-30T18:09:04.958Z,2024-08-30T18:09:10Z,m031ocyfq011rual3olkegdm,A. Taranis,,,5181773131,157,,5181772631,56,Center,5181772635,140,65.7,5181772639,141,31.7,5181773133,1,,5181772641,212,16.3,5181772643,213,5.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714971793,375,12,1,39,22,f1h34qp5zbfl489q8vnkhiq9s,1,30.9,76.1,2024-08-30T18:09:06.717Z,2024-08-30T18:25:28Z,1se7wkenvs4elrapvdw9mdnje,L. Montano,,,5181772967,140,51.4,5181772973,213,0.68,5181772971,212,27.6,5181773105,167,,5181772969,141,100.0,5181772965,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714971805,376,5,1,39,23,f1h34qp5zbfl489q8vnkhiq9s,0,53.0,101.3,2024-08-30T18:09:07.118Z,2024-08-30T18:31:11Z,1se7wkenvs4elrapvdw9mdnje,L. Montano,,,5181773039,347,,5181773037,56,Left,5181773201,233,404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714971815,404,5,1,39,23,bd4qakf7j0wwie8wke9km7uj8,1,47.0,-1.3,2024-08-30T18:09:07.118Z,2024-08-30T18:31:11Z,m031ocyfq011rual3olkegdm,A. Taranis,,,5181773129,347,,5181773185,233,376,5181773127,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714971961,405,1,1,39,31,bd4qakf7j0wwie8wke9km7uj8,1,49.6,0.0,2024-08-30T18:09:15.749Z,2024-08-30T18:09:17Z,duvhbifjh37mvlm46akiy431m,M. Juhl,,,5181773927,141,9.7,5181773933,1,,5181773923,56,Back,5181773921,107,,5181773925,140,29.9,5181773929,212,22.0,5181773931,213,2.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714972015,406,1,1,39,33,bd4qakf7j0wwie8wke9km7uj8,1,29.9,9.7,2024-08-30T18:09:17.094Z,2024-08-30T18:09:19Z,99tm7b6ux9s4qocz0y4pcahas,V. Montell,,,5181774201,213,1.64,5181774197,141,45.7,5181774193,56,Back,5181774199,212,24.5,5181774195,140,28.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714972041,407,1,1,39,35,bd4qakf7j0wwie8wke9km7uj8,1,27.0,38.3,2024-08-30T18:09:19.493Z,2024-08-30T18:09:21Z,4brcvdxviy9f03iwcavxll80l,H. Askham,,,5181774367,212,12.2,5181774363,140,37.5,5181774361,56,Back,5181774365,141,30.5,5181774369,213,5.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714972097,408,1,1,39,37,bd4qakf7j0wwie8wke9km7uj8,1,37.5,30.5,2024-08-30T18:09:21.111Z,2024-08-30T18:09:23Z,4rhxehi019n7z1z1m7a39w1sk,K. Nyegaard,,,5181774719,140,27.8,5181774721,141,38.5,5181774725,213,2.65,5181774717,56,Back,5181774723,212,11.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714972193,409,1,1,39,39,bd4qakf7j0wwie8wke9km7uj8,1,28.1,41.3,2024-08-30T18:09:23.446Z,2024-08-30T18:09:29Z,4brcvdxviy9f03iwcavxll80l,H. Askham,,,5181775367,141,12.1,5181775371,213,4.58,5181775363,56,Back,5181775369,212,20.0,5181775365,140,25.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714972243,410,1,1,39,45,bd4qakf7j0wwie8wke9km7uj8,1,35.3,7.4,2024-08-30T18:09:29.029Z,2024-08-30T18:09:31Z,99tm7b6ux9s4qocz0y4pcahas,V. Montell,,,5181775661,141,28.6,5181775665,213,1.08,5181775657,56,Back,5181775663,212,16.4,5181775659,140,42.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714972331,411,1,1,39,47,bd4qakf7j0wwie8wke9km7uj8,1,42.7,28.6,2024-08-30T18:09:31.542Z,2024-08-30T18:09:35Z,bwozpgcm48s08t1glxfgjajmd,N. Halse,,,5181776179,141,5.6,5181776183,213,5.53,5181776175,56,Right,5181776177,140,58.5,5181776181,212,22.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714972353,412,1,1,39,51,bd4qakf7j0wwie8wke9km7uj8,1,60.7,16.0,2024-08-30T18:09:35.061Z,2024-08-30T18:09:36Z,duvhbifjh37mvlm46akiy431m,M. Juhl,,,5181776323,212,10.7,5181776317,56,Center,5181776325,213,2.77,5181776321,141,21.7,5181776319,140,51.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714972415,413,1,1,39,52,bd4qakf7j0wwie8wke9km7uj8,1,51.2,21.7,2024-08-30T18:09:36.110Z,2024-08-30T18:09:38Z,bwozpgcm48s08t1glxfgjajmd,N. Halse,,,5181776631,56,Back,5181776647,213,3.28,5181776633,140,30.9,5181776637,141,17.2,5181776641,212,21.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714972467,414,1,1,39,54,bd4qakf7j0wwie8wke9km7uj8,1,30.9,17.2,2024-08-30T18:09:38.406Z,2024-08-30T18:09:40Z,99tm7b6ux9s4qocz0y4pcahas,V. Montell,,,5181776909,213,6.03,5181776905,141,11.6,5181776901,56,Back,5181776903,140,45.2,5181776907,212,15.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714972577,415,1,1,39,56,bd4qakf7j0wwie8wke9km7uj8,1,45.2,11.6,2024-08-30T18:09:40.181Z,2024-08-30T18:09:44Z,bwozpgcm48s08t1glxfgjajmd,N. Halse,,,5181777507,213,2.05,5181777499,56,Back,5181777501,140,32.0,5181777505,212,30.1,5181777503,141,50.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714972703,416,1,1,40,0,bd4qakf7j0wwie8wke9km7uj8,1,37.1,57.5,2024-08-30T18:09:43.877Z,2024-08-30T18:09:48Z,4brcvdxviy9f03iwcavxll80l,H. Askham,,,5181778071,140,42.6,5181778075,212,21.3,5181778079,213,1.30,5181778067,56,Back,5181778073,141,87.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714972853,417,1,1,40,4,bd4qakf7j0wwie8wke9km7uj8,1,42.2,87.0,2024-08-30T18:09:48.277Z,2024-08-30T18:09:53Z,g2cgdv428rmpmb0om40ldses,M. Lysholm,,,5181778865,213,4.81,5181778861,141,42.4,5181778863,212,30.5,5181778857,56,Back,5181778859,140,45.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714972929,418,1,1,40,9,bd4qakf7j0wwie8wke9km7uj8,1,48.2,44.5,2024-08-30T18:09:53.077Z,2024-08-30T18:09:57Z,bwozpgcm48s08t1glxfgjajmd,N. Halse,,,5181779369,140,48.9,5181779371,141,14.5,5181779375,213,4.75,5181779373,212,20.4,5181779367,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714972971,419,1,1,40,13,bd4qakf7j0wwie8wke9km7uj8,1,54.5,12.4,2024-08-30T18:09:56.997Z,2024-08-30T18:09:59Z,99tm7b6ux9s4qocz0y4pcahas,V. Montell,,,5181779583,141,3.1,5181779585,212,16.7,5181779581,140,69.2,5181779579,56,Right,5181779587,213,5.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714973047,420,1,1,40,15,bd4qakf7j0wwie8wke9km7uj8,1,73.2,4.9,2024-08-30T18:09:58.918Z,2024-08-30T18:10:02Z,duvhbifjh37mvlm46akiy431m,M. Juhl,,,5181779987,140,58.3,5181779993,213,3.12,5181779991,212,15.7,5181779985,56,Right,5181779989,141,5.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714973119,421,1,1,40,18,bd4qakf7j0wwie8wke9km7uj8,1,58.3,5.5,2024-08-30T18:10:02.133Z,2024-08-30T18:10:04Z,99tm7b6ux9s4qocz0y4pcahas,V. Montell,,,5181780317,141,37.6,5181780325,213,1.37,5181780321,212,22.3,5181780313,140,62.6,5181780311,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714973285,422,1,1,40,20,bd4qakf7j0wwie8wke9km7uj8,1,62.6,37.6,2024-08-30T18:10:04.350Z,2024-08-30T18:10:11Z,4rhxehi019n7z1z1m7a39w1sk,K. Nyegaard,,,5181781181,141,83.0,5181781177,140,43.9,5181781185,212,36.6,5181781189,1,,5181781187,213,2.14,5181781175,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714973321,423,1,1,40,27,bd4qakf7j0wwie8wke9km7uj8,1,55.3,75.9,2024-08-30T18:10:11.013Z,2024-08-30T18:10:12Z,g2cgdv428rmpmb0om40ldses,M. Lysholm,,,5181781359,56,Center,5181781367,213,5.78,5181781361,140,63.1,5181781365,212,9.3,5181781363,141,69.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714973391,424,1,1,40,28,bd4qakf7j0wwie8wke9km7uj8,1,63.1,69.3,2024-08-30T18:10:12.111Z,2024-08-30T18:10:15Z,4rhxehi019n7z1z1m7a39w1sk,K. Nyegaard,,,5181781797,213,2.57,5181781789,56,Back,5181781793,141,83.9,5181781791,140,48.4,5181781795,212,18.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714973493,425,1,1,40,31,bd4qakf7j0wwie8wke9km7uj8,1,48.4,83.9,2024-08-30T18:10:14.917Z,2024-08-30T18:10:19Z,g2cgdv428rmpmb0om40ldses,M. Lysholm,,,5181782385,141,47.3,5181782389,213,5.42,5181782381,56,Center,5181782391,1,,5181782383,140,68.8,5181782387,212,32.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714973555,426,1,1,40,35,bd4qakf7j0wwie8wke9km7uj8,1,77.9,60.9,2024-08-30T18:10:19.717Z,2024-08-30T18:10:22Z,cf6zq49y8v1ekw07e7yi3uac,A. Maarup,,,5181782669,140,86.1,5181782671,141,80.0,5181782675,213,0.99,5181782667,56,Left,5181782673,212,15.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714973505,377,83,1,40,36,f1h34qp5zbfl489q8vnkhiq9s,0,27.8,49.7,2024-08-30T18:10:20.211Z,2024-08-30T18:10:23Z,auv81snxkpk2ybxzi8giy5azt,N. Strunck,,,5181782879,399,aejgqvdw1jftxaa538kaa15w4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714973577,427,1,1,40,38,bd4qakf7j0wwie8wke9km7uj8,0,91.7,76.4,2024-08-30T18:10:22.117Z,2024-08-30T18:10:23Z,aejgqvdw1jftxaa538kaa15w4,O. Juul,,,5181782827,212,12.2,5181782823,140,91.0,5181782821,56,Center,5181782829,213,4.65,5181782825,141,58.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714973621,378,12,1,40,40,f1h34qp5zbfl489q8vnkhiq9s,1,12.9,44.2,2024-08-30T18:10:23.827Z,2024-08-30T18:10:25Z,839pm7rmjp6q1bt52f7ek9vys,J. Meyer,,,5181783083,213,0.69,5181783079,141,47.0,5181783075,56,Back,5181783077,140,15.1,5181783081,212,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714973759,379,12,1,40,41,f1h34qp5zbfl489q8vnkhiq9s,1,15.1,47.0,2024-08-30T18:10:25.507Z,2024-08-30T18:10:30Z,15yli690oxmbr4dl1ksti2p9m,M. Maden,,,5181783843,140,35.4,5181783847,212,21.3,5181783849,213,6.23,5181783845,141,45.4,5181783841,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714973687,428,50,1,40,44,bd4qakf7j0wwie8wke9km7uj8,1,66.6,61.0,2024-08-30T18:10:27.925Z,2024-08-30T18:10:37Z,g2cgdv428rmpmb0om40ldses,M. Lysholm,,,5181783433,56,Center,5181784185,233,380,5181783435,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714973807,380,7,1,40,44,f1h34qp5zbfl489q8vnkhiq9s,1,33.4,39.0,2024-08-30T18:10:27.926Z,2024-08-30T18:10:43Z,6hmsrr08cllpl4iumu92zskbt,L. From,,,5181784091,56,Back,5181784149,233,428,5181784093,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714973951,381,4,1,40,47,f1h34qp5zbfl489q8vnkhiq9s,1,31.2,38.8,2024-08-30T18:10:31.269Z,2024-08-30T18:10:42Z,6hmsrr08cllpl4iumu92zskbt,L. From,,,5181784997,285,,5181784993,233,429,5181784915,56,Back,5181784919,265,,5181784917,152,,5181784913,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
