id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/14/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/11/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/16/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/20/id,qualifier/20/qualifierId
2799133795,325,5,1,41,22,b2vft81kyjurzbmekvgrqwr64,1,34.4,101.1,2025-04-11T17:11:42.573Z,2025-04-11T17:21:36Z,cflwegqpzch8y30pb3dhigqnd,E. Søgaard,,5641138673,189,,5641186215,233,375,5641138039,56,Back,5641138041,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799133969,375,5,1,41,22,ajtb177oqwawkdwbqhldmq6mx,0,67.1,-1.2,2025-04-11T17:11:42.769Z,2025-04-11T17:21:38Z,8viazilbghyogmhd7w3lg2six,S. Koch,,5641139099,56,Right,5641139103,347,,5641186231,233,325,5641186401,189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799133819,326,1,1,41,25,b2vft81kyjurzbmekvgrqwr64,1,33.5,100.0,2025-04-11T17:11:45.731Z,2025-04-11T17:11:47Z,ea2x4o6ufsqoz2zz7tqcnvo16,L. Klitten,,5641138159,56,Back,5641138161,140,26.5,5641138165,212,12.2,5641138163,141,87.4,5641138157,107,,5641138167,213,4.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799145279,452,43,1,41,27,ajtb177oqwawkdwbqhldmq6mx,1,0.0,0.0,2025-04-11T17:11:46.865Z,2025-04-11T17:25:38Z,eyvv6b94feknnp1uew6n0ytat,N. Mouritsen,,5641203117,56,Right,5641203699,144,1,5641203123,212,20.1,5641203125,213,6.11,5641203121,141,0.0,5641203119,140,79.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799133835,327,1,1,41,27,b2vft81kyjurzbmekvgrqwr64,1,26.5,87.4,2025-04-11T17:11:47.515Z,2025-04-11T17:11:48Z,ebd3uvtt54wkdsahc2127j02c,F. Dietz,,5641138243,56,Back,5641138251,213,0.56,5641138245,140,34.0,5641138247,141,94.7,5641138249,212,9.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799133841,328,61,1,41,28,b2vft81kyjurzbmekvgrqwr64,0,34.0,94.7,2025-04-11T17:11:48.612Z,2025-04-11T17:25:21Z,ea2x4o6ufsqoz2zz7tqcnvo16,L. Klitten,,5641138279,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799133891,374,1,1,41,29,ajtb177oqwawkdwbqhldmq6mx,0,61.1,5.4,2025-04-11T17:11:49.417Z,2025-04-11T17:25:46Z,eyvv6b94feknnp1uew6n0ytat,N. Mouritsen,,5641204255,140,72.4,5641138535,56,Right,5641204261,213,6.06,5641204259,212,12.2,5641204257,141,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799133851,373,5,1,41,29,ajtb177oqwawkdwbqhldmq6mx,0,69.1,-1.8,2025-04-11T17:11:49.760Z,2025-04-11T17:11:54Z,8i0o1b8rjsab9se3v6vteqmfo,E. Nnamani,,5641138347,56,Right,5641138349,347,,5641138729,233,329,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799133901,329,5,1,41,31,b2vft81kyjurzbmekvgrqwr64,1,35.8,101.9,2025-04-11T17:11:50.908Z,2025-04-11T17:11:55Z,ea2x4o6ufsqoz2zz7tqcnvo16,L. Klitten,,5641138697,233,373,5641138657,347,,5641138655,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799141869,451,43,1,41,44,ajtb177oqwawkdwbqhldmq6mx,1,0.0,0.0,2025-04-11T17:12:03.865Z,2025-04-11T17:28:16Z,e8vt8711wb40afht2v13omket,M. Wohlgemuth,,5641183323,56,Center,5641214339,144,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799134119,330,1,1,41,47,b2vft81kyjurzbmekvgrqwr64,1,25.5,100.0,2025-04-11T17:12:07.196Z,2025-04-11T17:12:09Z,ea2x4o6ufsqoz2zz7tqcnvo16,L. Klitten,,5641139981,107,,5641139989,212,24.7,5641139985,140,44.1,5641139983,56,Back,5641139991,213,5.62,5641139987,141,79.4,5641140041,189,,5641139993,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799134175,331,1,1,41,50,b2vft81kyjurzbmekvgrqwr64,1,43.9,76.9,2025-04-11T17:12:10.213Z,2025-04-11T17:12:14Z,4qyfoq5fjiochtj89w426lm21,S. Andreasen,,5641140347,213,6.08,5641140339,56,Center,5641140343,141,69.0,5641140345,212,26.6,5641140341,140,68.7,5641140337,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799134179,332,3,1,41,54,b2vft81kyjurzbmekvgrqwr64,0,71.4,62.9,2025-04-11T17:12:14.172Z,2025-04-11T17:12:15Z,8gqvlydur0v4cpmz1ozqkejh0,M. Bruhn,,5641140369,56,Center,5641140381,211,,5641140371,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799134267,376,12,1,41,56,ajtb177oqwawkdwbqhldmq6mx,1,14.6,49.1,2025-04-11T17:12:16.218Z,2025-04-11T17:21:09Z,6dki65mdd3letfjjj51i0w3c9,A. Heimer,,5641140871,213,0.61,5641140863,56,Left,5641140865,140,59.1,5641140867,141,96.8,5641140869,212,56.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799134319,333,1,1,42,1,b2vft81kyjurzbmekvgrqwr64,1,39.1,8.2,2025-04-11T17:12:21.447Z,2025-04-11T17:12:25Z,cflwegqpzch8y30pb3dhigqnd,E. Søgaard,,5641141157,141,10.6,5641141161,213,0.07,5641141151,157,,5641141159,212,24.6,5641141163,1,,5641141155,140,62.5,5641141153,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799134337,334,1,1,42,5,b2vft81kyjurzbmekvgrqwr64,0,70.3,12.5,2025-04-11T17:12:25.501Z,2025-04-11T17:12:26Z,e19g5bz7s9wqcvj8mttztxi0a,O. Klitten,,5641141261,212,30.9,5641141251,56,Center,5641141263,213,0.85,5641141253,140,89.7,5641141257,141,46.6,5641141245,155,,5641141241,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799134353,377,12,1,42,7,ajtb177oqwawkdwbqhldmq6mx,1,11.6,49.3,2025-04-11T17:12:27.433Z,2025-04-11T17:12:29Z,8xe0fufxfgf5cuwgysz3r2j85,E. Christensen,,5641141427,212,22.1,5641141455,15,,5641141417,56,Back,5641141425,141,64.3,5641141421,140,30.3,5641141429,213,0.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799134389,379,1,1,42,9,ajtb177oqwawkdwbqhldmq6mx,1,31.4,60.3,2025-04-11T17:12:29.585Z,2025-04-11T17:12:30Z,e8vt8711wb40afht2v13omket,M. Wohlgemuth,,5641141613,141,49.7,5641141615,212,8.6,5641141611,140,35.9,5641141609,56,Back,5641141617,213,5.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799134415,380,1,1,42,10,ajtb177oqwawkdwbqhldmq6mx,1,35.9,49.7,2025-04-11T17:12:30.585Z,2025-04-11T17:12:31Z,8i0o1b8rjsab9se3v6vteqmfo,E. Nnamani,,5641141747,140,41.8,5641141753,213,1.00,5641141751,212,11.5,5641141749,141,63.9,5641141745,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799134491,381,1,1,42,11,ajtb177oqwawkdwbqhldmq6mx,1,41.8,63.9,2025-04-11T17:12:31.504Z,2025-04-11T17:12:36Z,e8vt8711wb40afht2v13omket,M. Wohlgemuth,,5641142175,213,0.78,5641142173,212,24.7,5641142167,56,Left,5641142171,141,89.4,5641142169,140,58.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799134517,382,1,1,42,16,ajtb177oqwawkdwbqhldmq6mx,1,66.1,90.2,2025-04-11T17:12:36.200Z,2025-04-11T17:12:38Z,kqj7nh6pqmqbt0abyyu0fcpg,O. Addo,,5641142355,56,Left,5641142363,213,4.25,5641142361,212,2.8,5641142359,141,86.5,5641142357,140,64.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799134541,383,1,1,42,18,ajtb177oqwawkdwbqhldmq6mx,1,64.9,86.5,2025-04-11T17:12:38.240Z,2025-04-11T17:12:39Z,e8vt8711wb40afht2v13omket,M. Wohlgemuth,,5641142473,140,75.3,5641142475,141,54.8,5641142479,213,5.18,5641142471,56,Center,5641142477,212,24.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799134577,384,1,1,42,19,ajtb177oqwawkdwbqhldmq6mx,1,76.5,52.8,2025-04-11T17:12:39.585Z,2025-04-11T17:12:43Z,8i0o1b8rjsab9se3v6vteqmfo,E. Nnamani,,5641142643,56,Center,5641142649,141,48.5,5641142651,212,7.8,5641142647,140,69.6,5641142653,213,3.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799134651,385,1,1,42,23,ajtb177oqwawkdwbqhldmq6mx,1,69.6,48.5,2025-04-11T17:12:43.664Z,2025-04-11T17:26:24Z,e3n8xatusmgu7ttqpfdjanp3p,V. Hammershøy-Mistrati,,5641143049,141,24.1,5641143045,56,Center,5641143047,140,68.3,5641143053,213,4.63,5641143051,212,16.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799134713,386,1,1,42,26,ajtb177oqwawkdwbqhldmq6mx,1,68.3,24.1,2025-04-11T17:12:46.417Z,2025-04-11T17:12:51Z,eyvv6b94feknnp1uew6n0ytat,N. Mouritsen,,5641143413,213,2.02,5641143405,140,65.3,5641143409,141,33.6,5641143401,56,Center,5641143411,212,7.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799134781,387,1,1,42,33,ajtb177oqwawkdwbqhldmq6mx,1,67.8,29.4,2025-04-11T17:12:53.680Z,2025-04-11T17:51:40Z,8xe0fufxfgf5cuwgysz3r2j85,E. Christensen,,5641143811,140,53.2,5641143815,212,15.3,5641143813,141,30.3,5641143817,213,3.10,5641143809,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799134799,388,1,1,42,35,ajtb177oqwawkdwbqhldmq6mx,1,53.2,30.3,2025-04-11T17:12:54.969Z,2025-04-11T17:51:42Z,6dki65mdd3letfjjj51i0w3c9,A. Heimer,,5641143873,141,52.4,5641143875,212,15.1,5641143871,140,52.2,5641143869,56,Center,5641143877,213,1.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799134807,389,1,1,42,35,ajtb177oqwawkdwbqhldmq6mx,1,52.2,52.4,2025-04-11T17:12:55.657Z,2025-04-11T18:59:46Z,8xe0fufxfgf5cuwgysz3r2j85,E. Christensen,,5641143929,140,52.8,5641143937,213,4.75,5641143927,56,Center,5641143931,141,30.3,5641143933,212,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799134813,390,1,1,42,36,ajtb177oqwawkdwbqhldmq6mx,1,52.8,30.3,2025-04-11T17:12:56.640Z,2025-04-11T17:51:54Z,6dki65mdd3letfjjj51i0w3c9,A. Heimer,,5641143981,141,55.4,5641143983,212,17.7,5641143985,213,1.83,5641143977,56,Back,5641143979,140,48.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799134853,393,1,1,42,39,ajtb177oqwawkdwbqhldmq6mx,1,48.5,55.4,2025-04-11T17:12:59.472Z,2025-04-11T17:52:04Z,8xe0fufxfgf5cuwgysz3r2j85,E. Christensen,,5641144229,56,Back,5641144237,213,4.62,5641144235,212,14.5,5641144233,141,34.2,5641144231,140,47.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799134895,394,43,1,42,43,ajtb177oqwawkdwbqhldmq6mx,1,0.0,0.0,2025-04-11T17:13:02.953Z,2025-04-11T17:52:17Z,8xe0fufxfgf5cuwgysz3r2j85,E. Christensen,,5641144453,213,5.38,5641144447,140,58.1,5641144451,212,20.4,5641340721,144,1,5641144449,141,7.4,5641144445,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799134965,395,1,1,42,44,ajtb177oqwawkdwbqhldmq6mx,1,58.1,7.4,2025-04-11T17:13:04.192Z,2025-04-11T17:13:08Z,eyvv6b94feknnp1uew6n0ytat,N. Mouritsen,,5641144823,141,33.0,5641144825,212,22.0,5641144819,56,Center,5641144821,140,70.9,5641144827,213,0.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799134981,396,1,1,42,48,ajtb177oqwawkdwbqhldmq6mx,0,67.8,23.1,2025-04-11T17:13:08.633Z,2025-04-11T17:13:09Z,e3n8xatusmgu7ttqpfdjanp3p,V. Hammershøy-Mistrati,,5641144899,141,25.0,5641144889,56,Center,5641144903,212,29.0,5641144895,140,95.4,5641144905,213,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799135005,337,43,1,42,50,b2vft81kyjurzbmekvgrqwr64,1,0.0,0.0,2025-04-11T17:13:10.821Z,2025-04-11T17:13:23Z,9yxhg70gpwi3e9s84c8qwg0yx,J. Dakir,,5641146011,144,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799135347,340,1,1,43,13,b2vft81kyjurzbmekvgrqwr64,0,13.3,37.9,2025-04-11T17:13:33.077Z,2025-04-11T17:13:35Z,9yxhg70gpwi3e9s84c8qwg0yx,J. Dakir,,5641146857,198,,5641146867,213,0.27,5641146865,212,50.3,5641146855,157,,5641146863,141,57.9,5641146859,56,Center,5641146869,1,,5641146861,140,59.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799135363,397,1,1,43,15,ajtb177oqwawkdwbqhldmq6mx,0,40.2,35.1,2025-04-11T17:13:35.512Z,2025-04-11T17:13:37Z,ezbixgm2km8iapnsl57bn4wkp,M. Mouritz,,5641146979,140,68.6,5641146975,157,,5641146987,1,,5641146983,212,29.9,5641146985,213,6.23,5641146977,56,Center,5641146981,141,32.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799135409,341,1,1,43,19,b2vft81kyjurzbmekvgrqwr64,0,33.5,64.0,2025-04-11T17:13:39.054Z,2025-04-11T17:13:39Z,ebd3uvtt54wkdsahc2127j02c,F. Dietz,,5641147227,212,14.2,5641147231,213,5.69,5641147219,140,44.7,5641147217,56,Back,5641147215,3,,5641147223,141,52.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799135433,398,1,1,43,19,ajtb177oqwawkdwbqhldmq6mx,1,54.7,44.6,2025-04-11T17:13:39.848Z,2025-04-11T17:13:41Z,e8vt8711wb40afht2v13omket,M. Wohlgemuth,,5641147365,213,5.09,5641147363,212,19.0,5641147359,140,61.3,5641147361,141,18.6,5641147357,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799135463,400,1,1,43,23,ajtb177oqwawkdwbqhldmq6mx,0,61.3,18.6,2025-04-11T17:13:43.193Z,2025-04-11T17:13:43Z,ezbixgm2km8iapnsl57bn4wkp,M. Mouritz,,5641147503,1,,5641147493,56,Center,5641147495,140,65.2,5641147501,213,1.16,5641147499,212,10.3,5641147491,157,,5641147497,141,32.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799135481,342,61,1,43,24,b2vft81kyjurzbmekvgrqwr64,1,33.8,60.0,2025-04-11T17:13:44.222Z,2025-04-11T17:13:58Z,b0yv1pcxifawqx6r1cfqq3otm,Z. Hyltoft,,5641147613,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799135509,401,1,1,43,25,ajtb177oqwawkdwbqhldmq6mx,0,30.4,33.3,2025-04-11T17:13:45.496Z,2025-04-11T17:13:48Z,8xe0fufxfgf5cuwgysz3r2j85,E. Christensen,,5641147773,1,,5641147761,3,,5641147769,212,44.6,5641147767,141,51.3,5641147763,56,Center,5641147765,140,71.2,5641147771,213,0.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799135513,343,44,1,43,27,b2vft81kyjurzbmekvgrqwr64,1,33.2,55.8,2025-04-11T17:13:47.583Z,2025-04-11T18:40:47Z,b0yv1pcxifawqx6r1cfqq3otm,Z. Hyltoft,,5641147833,233,402,5641147789,285,,5641147787,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799135511,402,44,1,43,27,ajtb177oqwawkdwbqhldmq6mx,0,66.8,44.2,2025-04-11T17:13:47.584Z,2025-04-11T18:40:47Z,e3n8xatusmgu7ttqpfdjanp3p,V. Hammershøy-Mistrati,,5641147875,233,343,5641147783,56,Center,5641147785,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799135537,344,1,1,43,28,b2vft81kyjurzbmekvgrqwr64,1,40.4,67.5,2025-04-11T17:13:48.006Z,2025-04-11T17:13:50Z,b0yv1pcxifawqx6r1cfqq3otm,Z. Hyltoft,,5641147935,213,4.32,5641147933,212,10.2,5641147927,140,36.7,5641147931,141,53.7,5641147923,3,,5641147925,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799135553,345,1,1,43,29,b2vft81kyjurzbmekvgrqwr64,1,36.7,53.7,2025-04-11T17:13:49.525Z,2025-04-11T17:13:51Z,9xub4z9b3bog8wqhn5yfihecp,M. Pedersen,,5641148015,140,49.5,5641148013,56,Back,5641148017,141,50.4,5641148019,212,13.6,5641148011,155,,5641148021,213,6.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799135567,346,1,1,43,31,b2vft81kyjurzbmekvgrqwr64,0,51.2,50.3,2025-04-11T17:13:50.877Z,2025-04-11T17:13:52Z,8gqvlydur0v4cpmz1ozqkejh0,M. Bruhn,,5641148115,213,5.77,5641148113,212,17.0,5641148103,3,,5641148105,168,,5641148109,140,65.3,5641148107,56,Center,5641148111,141,38.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799135609,403,1,1,43,33,ajtb177oqwawkdwbqhldmq6mx,1,26.4,73.8,2025-04-11T17:13:53.064Z,2025-04-11T17:13:54Z,ab3nxxoj7bxlnhot9htoex1xw,G. Højbjerg,,5641148309,56,Back,5641148317,213,3.68,5641148311,140,9.5,5641148315,212,20.7,5641148313,141,58.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799135639,404,1,1,43,34,ajtb177oqwawkdwbqhldmq6mx,1,9.6,58.1,2025-04-11T17:13:54.240Z,2025-04-11T17:13:57Z,9y3vs6l0mjj38z0kw062jlh3p,A. Vaporakis,,5641148489,140,19.5,5641148493,212,22.8,5641148495,213,5.19,5641148491,141,28.3,5641148487,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799135659,405,1,1,43,36,ajtb177oqwawkdwbqhldmq6mx,1,19.5,28.3,2025-04-11T17:13:56.777Z,2025-04-11T17:13:58Z,8xe0fufxfgf5cuwgysz3r2j85,E. Christensen,,5641148575,56,Back,5641148579,141,49.7,5641148581,212,18.8,5641148583,213,2.26,5641148577,140,8.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799135725,406,1,1,43,38,ajtb177oqwawkdwbqhldmq6mx,1,8.0,47.2,2025-04-11T17:13:58.399Z,2025-04-11T17:14:03Z,9y3vs6l0mjj38z0kw062jlh3p,A. Vaporakis,,5641149025,140,30.2,5641149023,56,Back,5641149021,157,,5641149029,212,32.0,5641149033,1,,5641149031,213,5.53,5641149027,141,14.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799135779,407,1,1,43,43,ajtb177oqwawkdwbqhldmq6mx,1,30.2,14.9,2025-04-11T17:14:02.904Z,2025-04-11T17:14:06Z,e3n8xatusmgu7ttqpfdjanp3p,V. Hammershøy-Mistrati,,5641149335,141,12.6,5641149339,212,11.1,5641149331,140,40.7,5641149327,56,Back,5641149323,168,,5641149341,213,6.14,5641149319,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799135789,408,4,1,43,46,ajtb177oqwawkdwbqhldmq6mx,1,45.3,18.6,2025-04-11T17:14:06.217Z,2025-04-11T18:40:00Z,8viazilbghyogmhd7w3lg2six,S. Koch,,5641149537,56,Back,5641149539,152,,5641149541,286,,5641149591,233,347,5641149533,13,,5641149535,294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799135787,347,4,1,43,46,b2vft81kyjurzbmekvgrqwr64,0,54.7,81.4,2025-04-11T17:14:06.218Z,2025-04-11T18:40:01Z,ebd3uvtt54wkdsahc2127j02c,F. Dietz,,5641149549,294,,5641149611,233,408,5641149547,13,,5641149555,152,,5641149551,56,Left,5641149559,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799135959,409,1,1,44,0,ajtb177oqwawkdwbqhldmq6mx,1,49.3,18.0,2025-04-11T17:14:19.928Z,2025-04-11T17:14:20Z,e8vt8711wb40afht2v13omket,M. Wohlgemuth,,5641150531,152,,5641150535,140,44.6,5641150533,56,Back,5641150541,212,7.6,5641150529,5,,5641150537,141,9.5,5641150545,213,4.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799136005,410,1,1,44,0,ajtb177oqwawkdwbqhldmq6mx,1,44.6,9.5,2025-04-11T17:14:20.688Z,2025-04-11T17:14:24Z,eyvv6b94feknnp1uew6n0ytat,N. Mouritsen,,5641150771,56,Back,5641150779,213,2.09,5641150775,141,38.2,5641150773,140,33.9,5641150777,212,22.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799136031,411,1,1,44,4,ajtb177oqwawkdwbqhldmq6mx,1,37.7,32.8,2025-04-11T17:14:24.216Z,2025-04-11T17:14:27Z,8xe0fufxfgf5cuwgysz3r2j85,E. Christensen,,5641150917,56,Back,5641150919,140,38.5,5641150921,141,22.8,5641150923,212,6.9,5641150925,213,4.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799136061,412,1,1,44,7,ajtb177oqwawkdwbqhldmq6mx,1,38.9,17.7,2025-04-11T17:14:27.065Z,2025-04-11T17:14:30Z,e8vt8711wb40afht2v13omket,M. Wohlgemuth,,5641151117,56,Right,5641151125,213,5.74,5641151123,212,14.8,5641151119,140,51.0,5641151121,141,6.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799136119,413,1,1,44,10,ajtb177oqwawkdwbqhldmq6mx,1,45.0,4.9,2025-04-11T17:14:30.384Z,2025-04-11T17:14:35Z,eyvv6b94feknnp1uew6n0ytat,N. Mouritsen,,5641151441,140,19.2,5641151449,1,,5641151445,212,33.1,5641151443,141,32.8,5641151439,56,Back,5641151447,213,2.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799136175,414,1,1,44,15,ajtb177oqwawkdwbqhldmq6mx,1,20.8,44.5,2025-04-11T17:14:35.393Z,2025-04-11T17:14:39Z,9y3vs6l0mjj38z0kw062jlh3p,A. Vaporakis,,5641151785,141,32.8,5641151783,140,22.5,5641151781,56,Back,5641151789,213,4.93,5641151787,212,8.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799136223,415,1,1,44,19,ajtb177oqwawkdwbqhldmq6mx,1,28.8,18.6,2025-04-11T17:14:39.144Z,2025-04-11T17:14:42Z,8xe0fufxfgf5cuwgysz3r2j85,E. Christensen,,5641152011,1,,5641152001,56,Center,5641152009,213,0.51,5641152007,212,34.2,5641152003,140,57.2,5641152005,141,43.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799136275,416,1,1,44,22,ajtb177oqwawkdwbqhldmq6mx,1,60.7,51.8,2025-04-11T17:14:42.584Z,2025-04-11T17:14:45Z,8i0o1b8rjsab9se3v6vteqmfo,E. Nnamani,,5641152283,56,Center,5641152289,141,75.1,5641152293,213,1.51,5641152291,212,15.9,5641152287,140,61.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799136313,417,1,1,44,25,ajtb177oqwawkdwbqhldmq6mx,1,61.6,75.1,2025-04-11T17:14:45.512Z,2025-04-11T17:14:48Z,e8vt8711wb40afht2v13omket,M. Wohlgemuth,,5641152433,140,72.8,5641152435,141,91.8,5641152439,213,0.77,5641152437,212,16.3,5641152431,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799136325,418,1,1,44,28,ajtb177oqwawkdwbqhldmq6mx,0,77.9,80.3,2025-04-11T17:14:48.216Z,2025-04-11T17:14:48Z,ab3nxxoj7bxlnhot9htoex1xw,G. Højbjerg,,5641152485,140,84.1,5641152483,56,Center,5641152491,213,5.38,5641152487,141,68.2,5641152489,212,10.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799136343,348,8,1,44,30,b2vft81kyjurzbmekvgrqwr64,1,19.1,29.5,2025-04-11T17:14:49.870Z,2025-04-11T17:14:50Z,cflwegqpzch8y30pb3dhigqnd,E. Søgaard,,5641152585,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
