id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,assist,keyPass,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/9/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/11/value,qualifier/15/value,qualifier/16/value
2812070355,516,61,2,51,11,8gxd9ry2580pu1b1dd5ny9ymy,1,82.5,39.1,2025-05-09T17:38:57.639Z,2025-05-09T18:38:02Z,aajgld24isoem1ycoysyxxp1w,Z. Aliji,,,5712456947,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812070385,517,61,2,51,12,8gxd9ry2580pu1b1dd5ny9ymy,0,79.6,35.3,2025-05-09T17:38:58.070Z,2025-05-09T18:38:25Z,3pk6hii2s8tbv2zux8mvbapec,N. Jungvig,,,5712457155,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812070425,513,12,2,51,12,6wwwud48qahpwrfxs20334qk5,1,7.5,53.0,2025-05-09T17:38:58.522Z,2025-05-09T17:39:05Z,3od63zrf6cay4d6ync9i2iuqc,F. Rieper,,,5712457349,56,Back,5712457353,141,63.0,5712457357,213,0.76,5712457355,212,9.9,5712457351,140,14.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812070431,518,1,2,51,18,8gxd9ry2580pu1b1dd5ny9ymy,1,78.5,41.5,2025-05-09T17:39:04.063Z,2025-05-09T18:38:52Z,1cumsropo1r0msfzxxteml1w,J. Adjei-Broni,,,5712752213,212,6.0,5712752215,213,0.64,5712752211,141,46.8,5712752209,140,83.1,5712457383,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812070447,519,50,2,51,19,8gxd9ry2580pu1b1dd5ny9ymy,1,83.2,43.7,2025-05-09T17:39:04.881Z,2025-05-09T18:39:16Z,5e5fuj7mbkpvf0bug32ixxc5x,S. Makienok,,,5712754089,233,514,5712457475,56,Center,5712753659,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812070437,514,7,2,51,19,6wwwud48qahpwrfxs20334qk5,1,16.8,56.3,2025-05-09T17:39:04.882Z,2025-05-09T18:39:15Z,4m3slt6iikaxklqd12i719rl5,M. Opondo,,,5712753691,233,519,5712457429,285,,5712457427,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812070543,516,1,2,51,21,6wwwud48qahpwrfxs20334qk5,1,32.2,50.9,2025-05-09T17:39:07.018Z,2025-05-09T17:39:13Z,4m3slt6iikaxklqd12i719rl5,M. Opondo,,,5712457947,141,4.3,5712457949,212,51.1,5712457941,157,,5712457945,140,70.4,5712457943,56,Right,5712457953,1,,5712457951,213,5.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812070575,517,1,2,51,27,6wwwud48qahpwrfxs20334qk5,1,64.9,4.6,2025-05-09T17:39:13.778Z,2025-05-09T17:39:15Z,9jqox80arzpytv1b136jobhpm,A. Bøndergaard,,,5712458067,141,19.8,5712458065,140,45.8,5712458069,212,22.6,5712458063,56,Back,5712458071,213,2.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812070605,518,1,2,51,29,6wwwud48qahpwrfxs20334qk5,1,45.8,19.8,2025-05-09T17:39:15.266Z,2025-05-09T17:39:18Z,1ai0gvdx68lxclbj6m255w72t,S. Crone,,,5712458221,212,9.4,5712458211,56,Back,5712458213,140,45.4,5712458223,213,1.62,5712458217,141,33.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812070697,519,1,2,51,31,6wwwud48qahpwrfxs20334qk5,1,58.2,32.7,2025-05-09T17:39:17.850Z,2025-05-09T17:39:24Z,7rt4wpc0qphwnvhn8jeazesfe,F. Winther,,,5712458739,56,Right,5712458745,212,18.0,5712458741,140,67.5,5712458743,141,10.4,5712458747,213,5.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812070717,520,1,2,51,38,6wwwud48qahpwrfxs20334qk5,1,71.2,12.2,2025-05-09T17:39:24.698Z,2025-05-09T17:39:26Z,1ai0gvdx68lxclbj6m255w72t,S. Crone,,,5712458841,213,2.11,5712458835,140,63.4,5712458837,141,32.2,5712458839,212,15.9,5712458833,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812070721,521,1,2,51,40,6wwwud48qahpwrfxs20334qk5,1,61.6,32.2,2025-05-09T17:39:25.898Z,2025-05-09T17:39:26Z,7ztdirfvd9d0x2yw1v051xzbo,W. Madsen,,,5712458897,140,64.9,5712458899,141,40.4,5712458905,213,1.01,5712458903,212,6.6,5712458895,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812070743,522,1,2,51,40,6wwwud48qahpwrfxs20334qk5,1,67.2,38.9,2025-05-09T17:39:26.730Z,2025-05-09T17:39:28Z,4m3slt6iikaxklqd12i719rl5,M. Opondo,,,5712459033,140,57.5,5712459039,213,2.92,5712459035,141,42.2,5712459037,212,10.4,5712459031,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812070799,523,1,2,51,42,6wwwud48qahpwrfxs20334qk5,1,63.3,46.0,2025-05-09T17:39:28.738Z,2025-05-09T17:39:33Z,7ztdirfvd9d0x2yw1v051xzbo,W. Madsen,,,5712459329,212,13.8,5712459327,141,61.7,5712459323,56,Center,5712459331,213,2.26,5712459325,140,55.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812070805,524,1,2,51,45,6wwwud48qahpwrfxs20334qk5,0,55.0,61.8,2025-05-09T17:39:30.914Z,2025-05-09T17:39:37Z,3od63zrf6cay4d6ync9i2iuqc,F. Rieper,,,5712459371,141,68.2,5712459375,213,0.27,5712459373,212,16.4,5712459369,140,70.1,5712459367,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812070819,520,8,2,51,47,8gxd9ry2580pu1b1dd5ny9ymy,1,28.7,31.9,2025-05-09T17:39:33.759Z,2025-05-09T17:39:33Z,630daj1ef34rczbhng0eoncvd,M. Kiilerich,,,5712459427,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812070863,522,1,2,51,51,8gxd9ry2580pu1b1dd5ny9ymy,1,45.5,27.5,2025-05-09T17:39:36.894Z,2025-05-09T17:39:38Z,630daj1ef34rczbhng0eoncvd,M. Kiilerich,,,5712459615,213,0.26,5712459611,141,34.4,5712459613,212,18.5,5712459609,140,62.5,5712459607,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812070875,523,3,2,51,52,8gxd9ry2580pu1b1dd5ny9ymy,0,64.5,37.2,2025-05-09T17:39:38.262Z,2025-05-09T18:39:17Z,5e5fuj7mbkpvf0bug32ixxc5x,S. Makienok,,,5712459675,286,,5712459673,56,Center,5712460047,233,525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812070933,525,7,2,51,52,6wwwud48qahpwrfxs20334qk5,1,35.5,62.8,2025-05-09T17:39:38.263Z,2025-05-09T18:39:16Z,b1kyjkhaaiw32cb4bubbpm7tg,J. Kudsk,,,5712459939,285,,5712459937,56,Back,5712460009,233,523,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812071057,527,1,2,51,56,6wwwud48qahpwrfxs20334qk5,1,37.1,65.2,2025-05-09T17:39:42.242Z,2025-05-09T17:39:52Z,4bojyjyvkdgm1lss6n37q2t5g,D. Kristjánsson,,,5712460625,56,Left,5712460631,212,30.0,5712460633,213,0.66,5712460627,140,59.6,5712460629,141,92.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812071061,528,50,2,52,5,6wwwud48qahpwrfxs20334qk5,1,95.0,80.4,2025-05-09T17:39:51.866Z,2025-05-09T17:39:58Z,ayxi2m0g0pm6rl1ba5pto66z9,G. Marcussen,,,5712460827,233,524,5712460655,56,Left,5712460657,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812071075,524,7,2,52,5,8gxd9ry2580pu1b1dd5ny9ymy,1,5.0,19.6,2025-05-09T17:39:51.867Z,2025-05-09T17:39:57Z,3pk6hii2s8tbv2zux8mvbapec,N. Jungvig,,,5712460727,56,Back,5712460725,167,,5712460729,285,,5712460797,233,528,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812071085,525,6,2,52,7,8gxd9ry2580pu1b1dd5ny9ymy,0,0.9,18.8,2025-05-09T17:39:53.306Z,2025-05-09T18:35:23Z,3pk6hii2s8tbv2zux8mvbapec,N. Jungvig,,,5712461129,233,529,5712461059,56,Back,5712461061,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812071073,529,6,2,52,7,6wwwud48qahpwrfxs20334qk5,1,99.1,81.2,2025-05-09T17:39:53.306Z,2025-05-09T18:35:23Z,ayxi2m0g0pm6rl1ba5pto66z9,G. Marcussen,,,5712460739,73,,5712461085,233,525,5712460737,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812071975,530,1,2,52,36,6wwwud48qahpwrfxs20334qk5,1,99.5,99.5,2025-05-09T17:40:21.899Z,2025-05-09T17:42:01Z,7ztdirfvd9d0x2yw1v051xzbo,W. Madsen,1.0,,5712465573,212,30.6,5712465563,155,,5712467403,25,,5712465567,56,Center,5712465569,140,94.6,5712465559,2,,5712465575,213,4.54,5712465571,141,55.1,5712467401,154,,5712465561,6,5712465565,223,,,5712467399,210,,,,,,,,,,,,,,,,16,,
2812072541,532,44,2,52,37,6wwwud48qahpwrfxs20334qk5,1,92.5,51.9,2025-05-09T17:40:23.758Z,2025-05-09T18:41:09Z,3od63zrf6cay4d6ync9i2iuqc,F. Rieper,,,5712468661,286,,5712469649,233,526,5712468659,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812071481,526,44,2,52,37,8gxd9ry2580pu1b1dd5ny9ymy,0,7.5,48.1,2025-05-09T17:40:23.759Z,2025-05-09T18:41:12Z,5e5fuj7mbkpvf0bug32ixxc5x,S. Makienok,,,5712463365,285,,5712469687,233,532,5712462871,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812071981,531,16,2,52,39,6wwwud48qahpwrfxs20334qk5,1,93.1,56.0,2025-05-09T17:40:25.227Z,2025-05-09T19:19:18Z,3od63zrf6cay4d6ync9i2iuqc,F. Rieper,,,5712467445,103,24.1,5712466495,15,,5712467439,55,530,5712467437,154,,5712466501,374,2025-05-09 18:40:24.728,5712467447,230,99.7,5712466505,375,52:38.857,5712466499,328,,5712467449,231,51.1,5712467435,29,5712466493,25,,,5712465611,56,5712467443,102,47.5,5712465609,17,,5712467433,81,,,,,,,,Center,,
2812072315,527,1,2,53,40,8gxd9ry2580pu1b1dd5ny9ymy,1,49.9,50.1,2025-05-09T17:41:26.289Z,2025-05-09T17:41:27Z,5e5fuj7mbkpvf0bug32ixxc5x,S. Makienok,,,5712467503,279,G,5712467501,213,3.64,5712467481,56,Back,5712467495,212,13.1,5712467491,141,40.9,5712467487,140,38.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812072369,528,1,2,53,41,8gxd9ry2580pu1b1dd5ny9ymy,1,38.9,40.9,2025-05-09T17:41:27.256Z,2025-05-09T17:41:32Z,dm6xpphbyyooqriwaambi7njd,F. Krogstad,,,5712467715,56,Back,5712467721,212,15.1,5712467723,213,4.42,5712467717,140,34.7,5712467719,141,19.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812072409,529,1,2,53,45,8gxd9ry2580pu1b1dd5ny9ymy,1,33.2,12.5,2025-05-09T17:41:31.807Z,2025-05-09T17:41:34Z,3pk6hii2s8tbv2zux8mvbapec,N. Jungvig,,,5712467973,141,4.4,5712467969,140,54.3,5712467981,213,6.04,5712467977,212,22.8,5712467963,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812072459,530,1,2,53,48,8gxd9ry2580pu1b1dd5ny9ymy,1,54.3,4.4,2025-05-09T17:41:34.200Z,2025-05-09T17:41:39Z,45dqseup0cmujyl4nprr29y0a,M. Fredslund,,,5712468309,213,3.06,5712468303,140,36.3,5712468305,141,6.7,5712468307,212,19.0,5712468301,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812072509,531,1,2,53,53,8gxd9ry2580pu1b1dd5ny9ymy,1,21.5,10.1,2025-05-09T17:41:39.328Z,2025-05-09T17:41:42Z,3pk6hii2s8tbv2zux8mvbapec,N. Jungvig,,,5712468537,212,19.8,5712468535,141,33.1,5712468531,56,Back,5712468539,213,2.23,5712468533,140,9.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812072517,532,1,2,53,56,8gxd9ry2580pu1b1dd5ny9ymy,0,9.8,33.2,2025-05-09T17:41:41.961Z,2025-05-09T17:41:42Z,bl9em2c9quspd4afzwqn81xxw,T. Sander,,,5712468571,212,28.5,5712468575,1,,5712468573,213,0.00,5712468569,141,33.4,5712468567,140,36.9,5712468563,157,,5712468565,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812072545,533,8,2,53,57,6wwwud48qahpwrfxs20334qk5,1,63.1,54.3,2025-05-09T17:41:43.796Z,2025-05-09T17:41:44Z,7rt4wpc0qphwnvhn8jeazesfe,F. Winther,,,5712468681,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812072583,534,1,2,53,58,6wwwud48qahpwrfxs20334qk5,1,65.2,46.9,2025-05-09T17:41:43.995Z,2025-05-09T17:51:56Z,23sc7wc7my7wes6cuaxw1v0no,J. Lindekilde,,,5712468907,213,3.12,5712468899,56,Center,5712468905,212,15.9,5712468901,140,50.1,5712468903,141,47.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812072593,536,1,2,54,0,6wwwud48qahpwrfxs20334qk5,0,49.5,46.7,2025-05-09T17:41:46.235Z,2025-05-09T17:51:58Z,7ztdirfvd9d0x2yw1v051xzbo,W. Madsen,,,5712468949,141,67.0,5712468947,140,56.9,5712468945,56,Center,5712468951,212,15.8,5712468953,213,1.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812072611,533,1,2,54,2,8gxd9ry2580pu1b1dd5ny9ymy,1,40.2,28.4,2025-05-09T17:41:48.824Z,2025-05-09T17:41:49Z,1cumsropo1r0msfzxxteml1w,J. Adjei-Broni,,,5712469061,213,2.41,5712469059,212,6.7,5712469053,56,Back,5712469055,140,35.4,5712469057,141,35.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812072661,535,1,2,54,3,8gxd9ry2580pu1b1dd5ny9ymy,1,35.4,35.0,2025-05-09T17:41:49.736Z,2025-05-09T17:41:52Z,dm6xpphbyyooqriwaambi7njd,F. Krogstad,,,5712469265,140,44.7,5712469267,141,49.4,5712469269,212,13.8,5712469263,56,Back,5712469271,213,0.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812072695,536,1,2,54,6,8gxd9ry2580pu1b1dd5ny9ymy,1,45.5,59.0,2025-05-09T17:41:52.344Z,2025-05-09T17:41:55Z,5e5fuj7mbkpvf0bug32ixxc5x,S. Makienok,,,5712469443,212,19.2,5712469441,141,76.7,5712469445,213,0.68,5712469437,56,Center,5712469439,140,59.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812072701,537,1,2,54,8,8gxd9ry2580pu1b1dd5ny9ymy,1,60.3,77.0,2025-05-09T17:41:54.809Z,2025-05-09T17:41:55Z,dncrhma6gwcn6pxiu7hfc6qz8,A. Smed,,,5712469493,212,15.7,5712469491,141,94.8,5712469495,213,2.26,5712469487,56,Left,5712469489,140,50.8,5712469517,156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812072765,538,1,2,54,10,8gxd9ry2580pu1b1dd5ny9ymy,1,54.7,92.7,2025-05-09T17:41:56.104Z,2025-05-09T17:42:00Z,6dzg820946z4848whaa6ny2nd,N. Clausen,,,5712469847,213,6.24,5712469843,141,91.5,5712469841,140,73.2,5712469845,212,19.4,5712469839,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812072805,539,1,2,54,14,8gxd9ry2580pu1b1dd5ny9ymy,0,93.4,91.5,2025-05-09T17:42:00.561Z,2025-05-09T17:42:03Z,dncrhma6gwcn6pxiu7hfc6qz8,A. Smed,,,5712470085,212,24.8,5712470081,140,100.0,5712470077,155,,5712470083,141,56.9,5712470079,56,Center,5712470087,213,5.04,5712470075,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812072899,537,5,2,54,17,6wwwud48qahpwrfxs20334qk5,1,-0.8,48.9,2025-05-09T17:42:03.631Z,2025-05-09T18:42:14Z,7ztdirfvd9d0x2yw1v051xzbo,W. Madsen,,,5712471047,233,540,5712470603,56,Back,5712470605,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812072947,540,5,2,54,17,8gxd9ry2580pu1b1dd5ny9ymy,0,100.8,51.1,2025-05-09T17:42:03.631Z,2025-05-09T18:42:14Z,dncrhma6gwcn6pxiu7hfc6qz8,A. Smed,,,5712471065,233,537,5712470833,56,Center,5712470835,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812073037,539,1,2,54,34,6wwwud48qahpwrfxs20334qk5,1,3.6,39.8,2025-05-09T17:42:20.548Z,2025-05-09T17:42:24Z,b1kyjkhaaiw32cb4bubbpm7tg,J. Kudsk,,,5712471363,237,,5712471351,56,Back,5712471355,141,53.9,5712471353,140,4.9,5712471349,124,,5712471357,212,9.7,5712471359,213,1.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812073075,540,1,2,54,38,6wwwud48qahpwrfxs20334qk5,0,9.3,49.4,2025-05-09T17:42:24.412Z,2025-05-09T17:42:28Z,eiy7fhqxdx3ypg4dq4454hpbe,V. Birksø,,,5712471593,213,0.00,5712471589,212,59.6,5712471599,1,,5712471579,157,,5712471583,140,66.1,5712471585,141,49.6,5712471581,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812073121,542,1,2,54,43,8gxd9ry2580pu1b1dd5ny9ymy,1,37.0,40.1,2025-05-09T17:42:29.057Z,2025-05-09T17:42:34Z,630daj1ef34rczbhng0eoncvd,M. Kiilerich,,,5712471835,141,28.9,5712471837,212,9.1,5712471839,213,4.14,5712471833,140,32.3,5712471829,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812073131,543,1,2,54,47,8gxd9ry2580pu1b1dd5ny9ymy,1,32.4,28.1,2025-05-09T17:42:33.840Z,2025-05-09T17:42:48Z,3pk6hii2s8tbv2zux8mvbapec,N. Jungvig,,,5712471873,140,32.3,5712471879,213,1.58,5712471871,56,Back,5712471877,212,22.6,5712471875,141,61.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812073169,544,1,2,54,49,8gxd9ry2580pu1b1dd5ny9ymy,1,32.7,63.2,2025-05-09T17:42:35.825Z,2025-05-09T17:42:38Z,630daj1ef34rczbhng0eoncvd,M. Kiilerich,,,5712472057,141,85.4,5712472051,56,Back,5712472053,140,49.5,5712472061,212,23.2,5712472065,213,0.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812073237,545,1,2,54,52,8gxd9ry2580pu1b1dd5ny9ymy,1,49.5,85.8,2025-05-09T17:42:37.961Z,2025-05-09T17:42:43Z,6dzg820946z4848whaa6ny2nd,N. Clausen,,,5712472419,212,4.5,5712472417,141,80.0,5712472413,56,Left,5712472423,213,5.22,5712472415,140,51.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812073243,546,4,2,54,57,8gxd9ry2580pu1b1dd5ny9ymy,1,54.2,69.3,2025-05-09T17:42:43.754Z,2025-05-09T18:35:17Z,aajgld24isoem1ycoysyxxp1w,Z. Aliji,,,5712472489,286,,5712472487,265,,5712472527,233,541,5712472483,56,Center,5712472481,13,,5712472485,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812073247,541,4,2,54,57,6wwwud48qahpwrfxs20334qk5,0,45.8,30.7,2025-05-09T17:42:43.755Z,2025-05-09T18:35:18Z,23sc7wc7my7wes6cuaxw1v0no,J. Lindekilde,,,5712472571,233,546,5712472501,265,,5712472499,152,,5712472503,285,,5712472497,56,Back,5712472495,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812073389,547,1,2,55,9,8gxd9ry2580pu1b1dd5ny9ymy,1,55.1,74.0,2025-05-09T17:42:55.001Z,2025-05-09T17:42:57Z,a30gduuv9d1s4pkthgu2jhyol,D. Stenderup,,,5712473219,212,17.5,5712473217,141,53.9,5712473213,56,Back,5712473215,140,44.7,5712473221,213,4.04,5712473211,152,,5712473209,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812073411,548,1,2,55,11,8gxd9ry2580pu1b1dd5ny9ymy,1,44.7,48.5,2025-05-09T17:42:57.297Z,2025-05-09T17:42:59Z,630daj1ef34rczbhng0eoncvd,M. Kiilerich,,,5712473331,140,43.9,5712473335,212,15.3,5712473333,141,26.0,5712473337,213,4.66,5712473329,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812073439,549,1,2,55,13,8gxd9ry2580pu1b1dd5ny9ymy,0,44.0,24.7,2025-05-09T17:42:59.482Z,2025-05-09T17:43:01Z,3pk6hii2s8tbv2zux8mvbapec,N. Jungvig,,,5712473485,141,19.3,5712473483,140,71.9,5712473479,56,Right,5712473487,212,29.5,5712473475,155,,5712473489,213,6.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812073477,542,1,2,55,16,6wwwud48qahpwrfxs20334qk5,1,23.8,67.8,2025-05-09T17:43:02.708Z,2025-05-09T17:43:03Z,3od63zrf6cay4d6ync9i2iuqc,F. Rieper,,,5712473627,56,Back,5712473629,140,26.3,5712473635,213,5.00,5712473631,141,54.6,5712473625,3,,5712473633,212,9.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812073583,544,1,2,55,19,6wwwud48qahpwrfxs20334qk5,1,26.0,53.3,2025-05-09T17:43:05.397Z,2025-05-09T17:52:48Z,23sc7wc7my7wes6cuaxw1v0no,J. Lindekilde,,,5712474125,212,12.9,5712474121,140,28.5,5712474123,141,34.8,5712474127,213,4.92,5712474119,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812073565,550,83,2,55,22,8gxd9ry2580pu1b1dd5ny9ymy,0,70.9,43.3,2025-05-09T17:43:08.642Z,2025-05-09T17:43:12Z,dm6xpphbyyooqriwaambi7njd,F. Krogstad,,,5712474287,399,7ztdirfvd9d0x2yw1v051xzbo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812073593,545,4,2,55,23,6wwwud48qahpwrfxs20334qk5,1,29.4,51.8,2025-05-09T17:43:09.669Z,2025-05-09T17:43:16Z,7ztdirfvd9d0x2yw1v051xzbo,W. Madsen,,,5712474219,265,,5712474213,13,,5712474217,152,,5712474221,285,,5712474215,56,Back,5712474251,233,551,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812073589,551,4,2,55,23,8gxd9ry2580pu1b1dd5ny9ymy,0,70.6,48.2,2025-05-09T17:43:09.670Z,2025-05-09T17:43:16Z,dm6xpphbyyooqriwaambi7njd,F. Krogstad,,,5712474185,13,,5712474191,265,,5712474193,286,,5712474189,152,,5712474285,233,545,5712474187,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812073753,546,1,2,55,34,6wwwud48qahpwrfxs20334qk5,1,30.2,67.5,2025-05-09T17:43:20.692Z,2025-05-09T17:43:21Z,3od63zrf6cay4d6ync9i2iuqc,F. Rieper,,,5712474919,140,35.4,5712474917,56,Back,5712474923,212,7.1,5712474913,5,,5712474915,152,,5712474925,213,5.60,5712474921,141,60.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812073785,547,1,2,55,35,6wwwud48qahpwrfxs20334qk5,1,37.2,60.2,2025-05-09T17:43:21.533Z,2025-05-09T17:43:23Z,7rt4wpc0qphwnvhn8jeazesfe,F. Winther,,,5712475057,213,1.15,5712475049,56,Back,5712475055,212,17.6,5712475051,140,44.1,5712475053,141,83.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812073791,548,1,2,55,37,6wwwud48qahpwrfxs20334qk5,1,43.4,77.9,2025-05-09T17:43:23.525Z,2025-05-09T17:43:24Z,4bojyjyvkdgm1lss6n37q2t5g,D. Kristjánsson,,,5712475089,140,35.4,5712475087,56,Back,5712475091,141,69.3,5712475095,213,3.75,5712475093,212,10.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812073851,549,1,2,55,38,6wwwud48qahpwrfxs20334qk5,1,35.4,69.3,2025-05-09T17:43:24.613Z,2025-05-09T17:43:28Z,7rt4wpc0qphwnvhn8jeazesfe,F. Winther,,,5712475353,212,26.4,5712475355,213,0.60,5712475351,141,91.1,5712475347,56,Left,5712475349,140,56.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812073871,550,1,2,55,42,6wwwud48qahpwrfxs20334qk5,1,56.5,94.1,2025-05-09T17:43:27.893Z,2025-05-09T17:43:29Z,4m3slt6iikaxklqd12i719rl5,M. Opondo,,,5712475449,141,87.7,5712475447,140,41.4,5712475445,56,Back,5712475451,212,16.4,5712475453,213,3.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812073907,551,1,2,55,43,6wwwud48qahpwrfxs20334qk5,1,40.5,83.9,2025-05-09T17:43:29.428Z,2025-05-09T17:43:33Z,7rt4wpc0qphwnvhn8jeazesfe,F. Winther,,,5712475677,213,4.11,5712475669,56,Back,5712475673,141,51.2,5712475671,140,26.0,5712475675,212,26.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
