id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/10/value,qualifier/11/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/16/value
2726972555,534,44,2,54,22,a9vw7ikerpr4cuweeeka5aneg,1,51.2,80.5,2024-09-28T14:11:37.585Z,2024-09-28T16:13:33Z,eso2tbbpnxu9qvx6zy07m5jx0,J. Madsen,,,5247446163,56,Left,5247446677,286,,5247446423,233,492,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726972529,492,44,2,54,22,b2vft81kyjurzbmekvgrqwr64,0,48.8,19.5,2024-09-28T14:11:37.586Z,2024-09-28T16:13:33Z,e19g5bz7s9wqcvj8mttztxi0a,O. Klitten,,,5247446027,56,Back,5248719745,285,,5247446553,233,534,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726972579,535,1,2,54,22,a9vw7ikerpr4cuweeeka5aneg,0,40.2,86.9,2024-09-28T14:11:38.348Z,2024-09-28T14:11:39Z,eso2tbbpnxu9qvx6zy07m5jx0,J. Madsen,,,5247446293,212,9.4,5247446287,140,48.8,5247446291,141,82.9,5247446283,56,Back,5247446295,213,5.99,5247446281,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726972549,493,61,2,54,23,b2vft81kyjurzbmekvgrqwr64,1,42.2,23.4,2024-09-28T14:11:39.315Z,2024-09-28T16:14:29Z,e19g5bz7s9wqcvj8mttztxi0a,O. Klitten,,,5247446141,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726972723,536,1,2,54,24,a9vw7ikerpr4cuweeeka5aneg,1,56.1,86.6,2024-09-28T14:11:40.299Z,2024-09-28T14:11:42Z,9dh7cnu4uzbraeck0t5iqlj4k,A. Herdonsson,,,5247446999,140,71.9,5247447003,141,76.0,5247447009,213,5.87,5247446995,157,,5247447011,1,,5247446997,56,Center,5247447007,212,18.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726972817,537,1,2,54,26,a9vw7ikerpr4cuweeeka5aneg,1,71.9,76.0,2024-09-28T14:11:41.835Z,2024-09-28T14:11:43Z,3epwf56ozg73hueacwmckk0r9,S. Pingel,,,5247447513,140,72.0,5247447519,213,1.56,5247447511,56,Left,5247447517,212,12.1,5247447509,3,,5247447515,141,93.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726972933,538,1,2,54,28,a9vw7ikerpr4cuweeeka5aneg,1,72.4,95.1,2024-09-28T14:11:43.610Z,2024-09-28T14:11:46Z,cqsc3mj8klukkgutdrpegybdg,K. Karikari,,,5247448061,140,84.6,5247448069,213,6.16,5247448063,141,92.7,5247448059,56,Left,5247448067,212,12.9,5247448057,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726973133,540,1,2,54,32,a9vw7ikerpr4cuweeeka5aneg,1,70.7,78.8,2024-09-28T14:11:48.292Z,2024-09-28T14:11:50Z,cl4xl80n4gew1ox03r3ooshrd,O. Kjærgaard,,,5247449033,56,Center,5247449039,212,15.7,5247449037,141,57.3,5247449041,213,4.34,5247449035,140,65.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726973181,541,1,2,54,34,a9vw7ikerpr4cuweeeka5aneg,1,65.2,50.6,2024-09-28T14:11:50.379Z,2024-09-28T14:11:52Z,dfxs5u8rdcxhzp33aks3acdn8,K. Lusavec,,,5247449263,140,65.7,5247449269,213,4.76,5247449267,212,10.8,5247449265,141,34.8,5247449261,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726973277,542,1,2,54,36,a9vw7ikerpr4cuweeeka5aneg,1,65.7,34.8,2024-09-28T14:11:51.850Z,2024-09-28T14:11:53Z,6k7khwtkxpem9z17bl5rrf2p6,E. Frederiksen,,,5247449739,140,66.3,5247449743,141,47.3,5247449747,213,1.50,5247449735,56,Center,5247449745,212,8.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726973303,543,1,2,54,38,a9vw7ikerpr4cuweeeka5aneg,0,67.7,53.0,2024-09-28T14:11:53.778Z,2024-09-28T14:11:57Z,dfxs5u8rdcxhzp33aks3acdn8,K. Lusavec,,,5247449855,212,3.1,5247450539,286,,5247449841,140,70.6,5247450531,233,494,5247449857,213,6.04,5247450527,236,,5247449837,56,Center,5247449851,141,51.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726973417,494,74,2,54,38,b2vft81kyjurzbmekvgrqwr64,1,27.4,41.9,2024-09-28T14:11:53.779Z,2024-09-28T15:17:10Z,b0yv1pcxifawqx6r1cfqq3otm,Z. Hyltoft,,,5247450453,56,Back,5247450457,285,,5247450645,233,543,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726973517,544,1,2,54,39,a9vw7ikerpr4cuweeeka5aneg,1,68.1,55.8,2024-09-28T14:11:55.475Z,2024-09-28T14:11:58Z,dfxs5u8rdcxhzp33aks3acdn8,K. Lusavec,,,5247450957,212,4.5,5247450955,141,62.3,5247450949,56,Center,5247450953,140,67.2,5247450961,213,1.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726973527,495,83,2,54,42,b2vft81kyjurzbmekvgrqwr64,0,26.0,34.5,2024-09-28T14:11:57.658Z,2024-09-28T21:24:33Z,8gqvlydur0v4cpmz1ozqkejh0,M. Bruhn,,,5247452325,399,9dh7cnu4uzbraeck0t5iqlj4k,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726973537,545,1,2,54,43,a9vw7ikerpr4cuweeeka5aneg,0,70.5,63.1,2024-09-28T14:11:58.652Z,2024-09-28T14:11:59Z,9dh7cnu4uzbraeck0t5iqlj4k,A. Herdonsson,,,5247451083,141,40.9,5247451087,212,18.9,5247451079,56,Center,5247451091,213,5.36,5247451081,140,81.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726973901,496,12,2,54,46,b2vft81kyjurzbmekvgrqwr64,1,12.9,50.4,2024-09-28T14:12:01.682Z,2024-09-28T14:12:09Z,ebd3uvtt54wkdsahc2127j02c,F. Dietz,,,5247453023,212,25.7,5247453017,141,23.3,5247453027,213,5.48,5247453007,56,Back,5247453011,140,29.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726973727,546,1,2,54,47,a9vw7ikerpr4cuweeeka5aneg,1,58.4,66.6,2024-09-28T14:12:02.666Z,2024-09-28T14:12:04Z,4lxxyqy78jkglhv2w6crzcnsa,O. Kolskogen,,,5247452179,213,3.70,5247452169,140,44.7,5247452167,56,Back,5247452171,141,53.3,5247452175,212,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726973741,547,1,2,54,48,a9vw7ikerpr4cuweeeka5aneg,1,44.7,53.3,2024-09-28T14:12:03.914Z,2024-09-28T14:12:08Z,5lu7bn7uec3zjqpoi1x81gbu1,S. Hausner,,,5247452843,1,,5247452257,56,Left,5247452263,141,92.7,5247452259,140,67.5,5247452269,213,0.84,5247452267,212,35.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726973887,548,1,2,54,52,a9vw7ikerpr4cuweeeka5aneg,0,67.5,92.7,2024-09-28T14:12:08.026Z,2024-09-28T14:12:09Z,eso2tbbpnxu9qvx6zy07m5jx0,J. Madsen,,,5247452927,140,71.1,5247453199,233,497,5247452935,212,4.2,5247453203,286,,5247452923,56,Left,5247453197,236,,5247452931,141,89.9,5247452941,213,5.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726973909,497,74,2,54,52,b2vft81kyjurzbmekvgrqwr64,1,28.0,7.9,2024-09-28T14:12:08.027Z,2024-09-28T15:17:10Z,e19g5bz7s9wqcvj8mttztxi0a,O. Klitten,,,5247453077,285,,5247453073,56,Back,5247453253,233,548,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726973975,498,5,2,54,53,b2vft81kyjurzbmekvgrqwr64,0,27.2,-1.6,2024-09-28T14:12:09.475Z,2024-09-28T15:13:16Z,e19g5bz7s9wqcvj8mttztxi0a,O. Klitten,,,5247453483,347,,5247453481,56,Back,5247453635,233,549,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726973981,549,5,2,54,53,a9vw7ikerpr4cuweeeka5aneg,1,72.8,101.6,2024-09-28T14:12:09.475Z,2024-09-28T14:12:13Z,eso2tbbpnxu9qvx6zy07m5jx0,J. Madsen,,,5247453493,56,Left,5247453495,347,,5247453579,233,498,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726974189,550,1,2,54,56,a9vw7ikerpr4cuweeeka5aneg,1,72.0,100.0,2024-09-28T14:12:11.594Z,2024-09-28T14:12:17Z,eso2tbbpnxu9qvx6zy07m5jx0,J. Madsen,,,5247454639,1,,5247454633,141,86.0,5247454629,56,Back,5247454631,140,39.0,5247454637,213,3.44,5247454627,107,,5247454635,212,36.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726974243,551,1,2,55,1,a9vw7ikerpr4cuweeeka5aneg,1,42.0,77.8,2024-09-28T14:12:17.394Z,2024-09-28T14:12:19Z,4lxxyqy78jkglhv2w6crzcnsa,O. Kolskogen,,,5247454897,140,49.9,5247454903,213,0.87,5247454895,56,Back,5247454901,212,12.9,5247454899,141,92.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726974335,552,1,2,55,3,a9vw7ikerpr4cuweeeka5aneg,1,54.5,92.4,2024-09-28T14:12:18.922Z,2024-09-28T14:12:21Z,eso2tbbpnxu9qvx6zy07m5jx0,J. Madsen,,,5247455413,141,79.7,5247455411,140,34.1,5247455417,213,3.52,5247455409,56,Back,5247455415,212,23.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726974469,553,1,2,55,5,a9vw7ikerpr4cuweeeka5aneg,1,30.6,80.0,2024-09-28T14:12:21.290Z,2024-09-28T14:12:25Z,4lxxyqy78jkglhv2w6crzcnsa,O. Kolskogen,,,5247456101,212,24.0,5247456073,56,Back,5247456111,213,4.56,5247456091,141,45.1,5247456081,140,27.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726974625,554,1,2,55,9,a9vw7ikerpr4cuweeeka5aneg,1,27.3,39.7,2024-09-28T14:12:24.650Z,2024-09-28T14:12:28Z,5lu7bn7uec3zjqpoi1x81gbu1,S. Hausner,,,5247456961,213,5.11,5247456959,212,13.2,5247456953,56,Back,5247456955,140,32.2,5247456957,141,21.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726974861,555,2,2,55,13,a9vw7ikerpr4cuweeeka5aneg,1,31.5,17.9,2024-09-28T14:12:28.748Z,2024-09-28T14:12:36Z,a6ymx4wkrn260rtpb360nsiqd,M. Kallesøe,,,5247458265,141,16.2,5247458261,140,73.3,5247458449,7,3epwf56ozg73hueacwmckk0r9,5247458451,1,,5247458453,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726975999,500,1,2,55,48,b2vft81kyjurzbmekvgrqwr64,0,21.5,71.8,2024-09-28T14:13:03.946Z,2024-09-28T14:13:08Z,9yxhg70gpwi3e9s84c8qwg0yx,J. Dakir,,,5247464509,157,,5247464525,213,5.65,5247464515,140,60.2,5247464517,141,28.3,5247464507,5,,5247464511,241,,5247464521,212,50.3,5247464513,56,Center,5247464529,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726975987,556,44,2,55,50,a9vw7ikerpr4cuweeeka5aneg,1,36.2,69.5,2024-09-28T14:13:06.322Z,2024-09-28T16:13:34Z,4lxxyqy78jkglhv2w6crzcnsa,O. Kolskogen,,,5247465203,233,501,5247464455,56,Back,5247464457,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726976029,501,44,2,55,50,b2vft81kyjurzbmekvgrqwr64,0,63.8,30.5,2024-09-28T14:13:06.323Z,2024-09-28T16:13:34Z,8gqvlydur0v4cpmz1ozqkejh0,M. Bruhn,,,5247464665,286,,5247464663,56,Center,5247465261,233,556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726976013,557,1,2,55,51,a9vw7ikerpr4cuweeeka5aneg,0,30.3,65.8,2024-09-28T14:13:06.682Z,2024-09-28T14:13:07Z,4lxxyqy78jkglhv2w6crzcnsa,O. Kolskogen,,,5247464585,56,Back,5247464591,212,4.1,5247464589,141,61.1,5247464587,140,32.7,5247464593,213,5.38,5247464583,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726976145,502,1,2,55,53,b2vft81kyjurzbmekvgrqwr64,1,58.3,32.2,2024-09-28T14:13:09.066Z,2024-09-28T16:01:07Z,8gqvlydur0v4cpmz1ozqkejh0,M. Bruhn,,,5247465305,141,35.7,5247465301,56,Center,5247465303,140,67.0,5247465307,212,9.4,5247465309,213,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726976205,503,1,2,55,54,b2vft81kyjurzbmekvgrqwr64,1,67.0,35.7,2024-09-28T14:13:09.746Z,2024-09-28T14:13:11Z,4qyfoq5fjiochtj89w426lm21,S. Andreasen,,,5247465603,213,1.86,5247465599,141,50.3,5247465593,56,Center,5247465601,212,10.4,5247465597,140,64.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726976215,504,1,2,55,55,b2vft81kyjurzbmekvgrqwr64,0,64.2,50.3,2024-09-28T14:13:10.642Z,2024-09-28T14:13:12Z,dwuxps3jv2852642q000wep6,V. Rasmussen,,,5247465673,56,Center,5247465755,233,558,5247465683,141,41.3,5247465677,140,67.7,5247465753,236,,5247465687,212,7.1,5247465759,286,,5247465693,213,5.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726976175,558,74,2,55,55,a9vw7ikerpr4cuweeeka5aneg,1,28.6,59.3,2024-09-28T14:13:10.643Z,2024-09-28T14:13:12Z,9dh7cnu4uzbraeck0t5iqlj4k,A. Herdonsson,,,5247465863,233,504,5247465509,285,,5247465507,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726976479,560,1,2,55,59,a9vw7ikerpr4cuweeeka5aneg,1,38.7,63.7,2024-09-28T14:13:14.970Z,2024-09-28T14:13:19Z,6k7khwtkxpem9z17bl5rrf2p6,E. Frederiksen,,,5247467187,140,66.1,5247467213,1,,5247467207,213,0.53,5247467201,212,33.4,5247467195,141,88.7,5247467179,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726976535,561,1,2,56,4,a9vw7ikerpr4cuweeeka5aneg,0,89.6,86.6,2024-09-28T14:13:20.482Z,2024-09-28T15:08:55Z,cqsc3mj8klukkgutdrpegybdg,K. Karikari,,,5247467605,213,4.93,5247467601,141,63.0,5247467599,140,92.9,5247467597,56,Center,5247467603,212,16.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726976869,506,5,2,56,5,b2vft81kyjurzbmekvgrqwr64,0,6.0,-0.9,2024-09-28T14:13:20.770Z,2024-09-28T15:13:17Z,e19g5bz7s9wqcvj8mttztxi0a,O. Klitten,,,5247469679,56,Back,5247471625,347,,5248111153,233,564,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726977125,564,5,2,56,5,a9vw7ikerpr4cuweeeka5aneg,1,94.0,100.9,2024-09-28T14:13:20.770Z,2024-09-28T15:13:17Z,cqsc3mj8klukkgutdrpegybdg,K. Karikari,,,5247470917,347,,5247470913,56,Left,5248111055,233,506,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726976695,562,43,2,56,11,a9vw7ikerpr4cuweeeka5aneg,1,0.0,0.0,2024-09-28T14:13:26.911Z,2024-09-28T14:13:32Z,eso2tbbpnxu9qvx6zy07m5jx0,J. Madsen,,,5247468463,56,Center,5247469507,144,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726976749,563,43,2,56,12,a9vw7ikerpr4cuweeeka5aneg,1,0.0,0.0,2024-09-28T14:13:27.866Z,2024-09-28T14:13:30Z,eso2tbbpnxu9qvx6zy07m5jx0,J. Madsen,,,5247468713,56,Center,5247469201,144,5,5247468715,346,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726977799,565,1,2,56,35,a9vw7ikerpr4cuweeeka5aneg,0,92.4,100.0,2024-09-28T14:13:51.210Z,2024-09-28T14:13:54Z,3epwf56ozg73hueacwmckk0r9,S. Pingel,,,5247474455,56,Center,5247474467,141,62.4,5247474451,107,,5247474471,213,4.68,5247474461,140,91.6,5247474469,212,26.9,5247474473,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726976861,505,12,2,56,36,b2vft81kyjurzbmekvgrqwr64,1,9.3,33.7,2024-09-28T14:13:52.242Z,2024-09-28T15:22:08Z,e19g5bz7s9wqcvj8mttztxi0a,O. Klitten,,,5247469319,56,Back,5247469327,213,3.94,5247469323,141,17.0,5247469325,212,15.9,5247469321,140,0.0,5247469431,167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726977873,566,15,2,56,40,a9vw7ikerpr4cuweeeka5aneg,1,88.5,62.4,2024-09-28T14:13:55.665Z,2024-09-28T21:54:54Z,a6ymx4wkrn260rtpb360nsiqd,M. Kallesøe,,,5247942161,146,94.2,5247942011,20,,5250522139,160,,5247474877,17,,5247942157,103,19,5247474879,56,Center,5247942159,458,,5247942169,230,99.0,5247942153,78,,5247942155,102,51.6,5247942175,231,5247942165,147,5247942015,82,,5250522149,215,,53.4,57.0,5247942231,233,508,,,,,,,,,
2726977969,508,10,2,56,40,b2vft81kyjurzbmekvgrqwr64,1,5.8,43.0,2024-09-28T14:13:55.765Z,2024-09-28T16:01:27Z,b0yv1pcxifawqx6r1cfqq3otm,Z. Hyltoft,,,5247475395,56,Back,5247475393,94,,5247942241,233,566,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726977897,507,12,2,56,40,b2vft81kyjurzbmekvgrqwr64,1,12.4,37.0,2024-09-28T14:13:56.130Z,2024-09-28T14:17:39Z,8gqvlydur0v4cpmz1ozqkejh0,M. Bruhn,,,5247475007,212,0.1,5247475005,141,37.0,5247475009,213,3.14,5247475003,140,12.3,5247475071,15,,5247475001,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726977945,567,1,2,56,40,a9vw7ikerpr4cuweeeka5aneg,1,88.5,62.4,2024-09-28T14:13:56.467Z,2024-09-28T15:10:13Z,a6ymx4wkrn260rtpb360nsiqd,M. Kallesøe,,,5247475259,56,Center,5247475263,141,49.6,5247475261,140,89.8,5247475267,213,4.87,5247475257,3,,5247475265,212,8.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726977957,568,1,2,56,42,a9vw7ikerpr4cuweeeka5aneg,0,89.8,49.6,2024-09-28T14:13:57.994Z,2024-09-28T15:10:11Z,9dh7cnu4uzbraeck0t5iqlj4k,A. Herdonsson,,,5247993591,236,,5247475325,213,3.35,5247475317,56,Center,5247993593,233,509,5247475321,141,49.4,5247475319,140,89.2,5247993597,286,,5247475323,212,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726978207,509,74,2,56,42,b2vft81kyjurzbmekvgrqwr64,1,6.9,46.1,2024-09-28T14:13:57.995Z,2024-09-28T15:17:11Z,bp232fgjrfyok2471ec7u1tcl,M. Kristensen,,,5247476649,285,,5247993625,233,568,5247476647,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726979029,512,12,2,56,43,b2vft81kyjurzbmekvgrqwr64,1,9.0,44.3,2024-09-28T14:13:59.251Z,2024-09-28T21:26:54Z,cflwegqpzch8y30pb3dhigqnd,E. Søgaard,,,5247481015,140,12.5,5247481019,212,4.5,5247481017,141,40.6,5247481013,56,Back,5247481023,213,5.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726978179,569,15,2,56,47,a9vw7ikerpr4cuweeeka5aneg,1,88.2,62.1,2024-09-28T14:14:02.602Z,2024-09-28T23:06:20Z,cl4xl80n4gew1ox03r3ooshrd,O. Kjærgaard,,,5247941859,233,510,5247941771,147,52.3,5247476499,17,,5247941757,78,,5247941767,458,,5250689793,160,,5247941473,20,,5247476501,56,Center,5247941759,102,50.3,5247941763,103,7.0,5247941769,146,,,,,,,,,96.5,,,,,,,,,,,,,
2726978289,510,10,2,56,47,b2vft81kyjurzbmekvgrqwr64,1,2.7,48.7,2024-09-28T14:14:02.702Z,2024-09-28T14:52:32Z,9yxhg70gpwi3e9s84c8qwg0yx,J. Dakir,,,5247477067,56,Back,5247477065,182,,5247477063,178,,5247941587,233,569,5247477061,173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726978345,511,6,2,56,48,b2vft81kyjurzbmekvgrqwr64,0,6.1,44.6,2024-09-28T14:14:03.851Z,2024-09-28T15:13:37Z,9yxhg70gpwi3e9s84c8qwg0yx,J. Dakir,,,5247477703,73,,5247477891,233,570,5247477701,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726978225,570,6,2,56,48,a9vw7ikerpr4cuweeeka5aneg,1,93.9,55.4,2024-09-28T14:14:03.851Z,2024-09-28T15:13:36Z,cl4xl80n4gew1ox03r3ooshrd,O. Kjærgaard,,,5247477813,233,511,5247476791,73,,5247476789,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726979579,571,1,2,57,20,a9vw7ikerpr4cuweeeka5aneg,1,99.5,99.5,2024-09-28T14:14:36.283Z,2024-09-28T14:14:41Z,6k7khwtkxpem9z17bl5rrf2p6,E. Frederiksen,,,5247483989,155,,5247483995,140,88.5,5247483999,212,32.9,5247483905,2,,5247483993,56,Center,5247484001,213,4.35,5247483997,141,54.2,5247483987,6,,5247484003,1,,5247483991,224,,,,,,,,,,,,,,,,,,,,,,,,,
2726979621,572,1,2,57,24,a9vw7ikerpr4cuweeeka5aneg,1,88.5,54.2,2024-09-28T14:14:40.106Z,2024-09-28T14:14:49Z,5lu7bn7uec3zjqpoi1x81gbu1,S. Hausner,1.0,,5247484115,56,Center,5247484125,212,4.5,5247484109,3,,5247486117,154,,5247484119,140,92.8,5247484123,141,54.2,5247486115,210,15,5247484131,213,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726979755,573,44,2,57,27,a9vw7ikerpr4cuweeeka5aneg,1,88.8,49.0,2024-09-28T14:14:43.034Z,2024-09-28T16:13:34Z,9dh7cnu4uzbraeck0t5iqlj4k,A. Herdonsson,,,5247484929,233,513,5247484819,286,,5247484817,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726979723,513,44,2,57,27,b2vft81kyjurzbmekvgrqwr64,0,11.2,51.0,2024-09-28T14:14:43.035Z,2024-09-28T16:13:35Z,8gqvlydur0v4cpmz1ozqkejh0,M. Bruhn,,,5247484661,56,Back,5247484665,285,,5247485047,233,573,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726979773,574,15,2,57,28,a9vw7ikerpr4cuweeeka5aneg,1,89.7,49.7,2024-09-28T14:14:43.626Z,2024-09-28T14:14:50Z,9dh7cnu4uzbraeck0t5iqlj4k,A. Herdonsson,,,5247486217,147,50,5247485517,15,,5247486203,29,,5247486205,154,,5247484885,17,,5247486341,233,514,5247486211,102,49.9,5247486201,78,,5247485515,25,,5247486215,146,96.7,5247486213,103,5247485521,328,5247484887,56,Center,5247486207,55,572,13.9,,,,,,,,,,,,,
2726979797,514,10,2,57,28,b2vft81kyjurzbmekvgrqwr64,1,2.7,49.5,2024-09-28T14:14:43.726Z,2024-09-28T15:22:44Z,9yxhg70gpwi3e9s84c8qwg0yx,J. Dakir,,,5247485021,56,Back,5247485015,173,,5247485829,233,574,5247485019,182,,5247485017,178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726980159,516,1,2,57,34,b2vft81kyjurzbmekvgrqwr64,1,12.9,46.9,2024-09-28T14:14:49.779Z,2024-09-28T14:14:53Z,9yxhg70gpwi3e9s84c8qwg0yx,J. Dakir,,,5247487123,141,83.2,5247487129,1,,5247487119,56,Back,5247487121,140,32.5,5247487127,213,0.88,5247487117,123,,5247487125,212,32.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726980181,517,1,2,57,37,b2vft81kyjurzbmekvgrqwr64,0,28.4,83.8,2024-09-28T14:14:53.467Z,2024-09-28T14:14:54Z,ebd3uvtt54wkdsahc2127j02c,F. Dietz,,,5247487253,141,83.9,5247487257,213,1.57,5247487249,56,Back,5247487251,140,28.4,5247487255,212,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726980199,575,61,2,57,38,a9vw7ikerpr4cuweeeka5aneg,1,60.2,22.5,2024-09-28T14:14:54.346Z,2024-09-28T14:14:54Z,6k7khwtkxpem9z17bl5rrf2p6,E. Frederiksen,,,5247487339,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726980449,577,1,2,57,40,a9vw7ikerpr4cuweeeka5aneg,1,40.7,26.2,2024-09-28T14:14:56.146Z,2024-09-28T14:15:00Z,5lu7bn7uec3zjqpoi1x81gbu1,S. Hausner,,,5247488753,141,13.5,5247488761,213,5.32,5247488751,140,46.4,5247488757,212,10.5,5247488749,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726980675,578,1,2,57,44,a9vw7ikerpr4cuweeeka5aneg,1,59.5,9.5,2024-09-28T14:15:00.401Z,2024-09-28T14:15:05Z,a6ymx4wkrn260rtpb360nsiqd,M. Kallesøe,,,5247490069,212,10.6,5247490063,56,Right,5247490071,213,0.53,5247490067,141,17.3,5247490065,140,68.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
