id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/14/value,qualifier/13/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId
2707240573,434,1,2,47,41,b8oqgvx1ijeyn6y1cn6929ix4,1,30.3,16.7,2024-08-10T13:07:20.842Z,2024-08-10T13:07:24Z,3xz0h3d6r2qgmv9egms8yaz56,C. Vestergaard,,,5139106603,213,5.83,5139106601,212,20.8,5139106599,141,3.2,5139106595,56,Back,5139106597,140,48.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707240581,435,43,2,47,45,b8oqgvx1ijeyn6y1cn6929ix4,1,0.0,0.0,2024-08-10T13:07:24.290Z,2024-08-10T13:07:44Z,3xz0h3d6r2qgmv9egms8yaz56,C. Vestergaard,,,5139106645,285,0,5139107817,144,7,5139106643,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707240613,436,1,2,47,48,b8oqgvx1ijeyn6y1cn6929ix4,1,45.7,6.5,2024-08-10T13:07:27.154Z,2024-08-10T13:11:10Z,ekx0wotp433tuaw4g93nybjmc,S. Jalal,,,5139106811,140,42.0,5139106815,212,9.1,5139106809,56,Back,5139106813,141,18.6,5139106817,213,2.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707240639,437,1,2,47,48,b8oqgvx1ijeyn6y1cn6929ix4,0,42.0,18.6,2024-08-10T13:07:27.778Z,2024-08-10T13:07:32Z,9fvf8z6p8ok0n5vu999ysfywa,C. Jørgensen,,,5139106953,56,Back,5139106959,212,7.6,5139106957,141,7.9,5139106955,140,44.1,5139106961,213,5.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707240669,438,1,2,47,49,b8oqgvx1ijeyn6y1cn6929ix4,0,44.1,7.9,2024-08-10T13:07:28.116Z,2024-08-10T13:07:59Z,ekx0wotp433tuaw4g93nybjmc,S. Jalal,,,5139107145,1,,5139107141,212,39.9,5139107133,155,,5139107143,213,0.37,5139107139,141,29.2,5139107135,56,Center,5139107137,140,79.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707240629,410,44,2,47,49,7gkglopz9cjsysn2u6sbhuvc5,1,23.4,68.2,2024-08-10T13:07:28.416Z,2024-08-10T14:20:40Z,ef7l91pb4w6yk7lijxjxlievp,M. Greve,,,5139106889,56,Back,5139106891,285,,5139107221,233,439,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707240679,439,44,2,47,49,b8oqgvx1ijeyn6y1cn6929ix4,0,76.6,31.8,2024-08-10T13:07:28.417Z,2024-08-10T14:20:41Z,9ircna8pbskreztmy1wiqwx9m,S. Yatéké,,,5139107165,286,,5139107247,233,410,5139107163,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707240657,411,1,2,47,49,7gkglopz9cjsysn2u6sbhuvc5,0,28.4,64.0,2024-08-10T13:07:28.648Z,2024-08-10T13:07:30Z,ef7l91pb4w6yk7lijxjxlievp,M. Greve,,,5139107057,141,79.0,5139107059,212,15.3,5139107055,140,17.5,5139107061,213,2.41,5139107051,3,,5139107053,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707240717,440,1,2,47,56,b8oqgvx1ijeyn6y1cn6929ix4,0,93.0,10.1,2024-08-10T13:07:35.563Z,2024-08-10T13:07:37Z,9618hk1lq7i6see347k7plkyy,M. Sarr,,,5139107527,236,,5139107529,233,412,5139107533,286,,5139107431,213,1.30,5139107425,140,94.1,5139107419,2,,5139107423,56,Right,5139107427,141,16.2,5139107429,212,4.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707240713,412,12,2,47,56,7gkglopz9cjsysn2u6sbhuvc5,1,7.7,85.0,2024-08-10T13:07:35.663Z,2024-08-10T13:07:38Z,18vvlxsaoloypja4fdddj687o,O. Jebali,,,5139107401,185,,5139107541,233,440,5139107403,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707240829,413,5,2,47,58,7gkglopz9cjsysn2u6sbhuvc5,0,11.8,101.8,2024-08-10T13:07:37.824Z,2024-08-10T14:24:41Z,18vvlxsaoloypja4fdddj687o,O. Jebali,,,5139152565,233,441,5139108073,347,,5139108071,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707240841,441,5,2,47,58,b8oqgvx1ijeyn6y1cn6929ix4,1,88.2,-1.8,2024-08-10T13:07:37.824Z,2024-08-10T14:24:40Z,9618hk1lq7i6see347k7plkyy,M. Sarr,,,5139108121,56,Right,5139152559,233,413,5139108123,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707240989,442,1,2,48,21,b8oqgvx1ijeyn6y1cn6929ix4,1,89.2,0.0,2024-08-10T13:08:00.689Z,2024-08-10T13:08:03Z,3xz0h3d6r2qgmv9egms8yaz56,C. Vestergaard,,,5139108945,56,Center,5139108953,212,26.2,5139108949,141,35.7,5139108947,140,94.5,5139108959,1,,5139108957,213,1.36,5139108943,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707240993,443,44,2,48,23,b8oqgvx1ijeyn6y1cn6929ix4,1,92.1,38.2,2024-08-10T13:08:02.407Z,2024-08-10T14:20:41Z,dqssvdpt2iwg8qn9wto3miind,A. Leifsson,,,5139152177,233,416,5139108975,286,,5139108973,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707241231,416,44,2,48,23,7gkglopz9cjsysn2u6sbhuvc5,0,7.9,61.8,2024-08-10T13:08:02.408Z,2024-08-10T14:20:41Z,9l89n30nejpn2u22ygvchwnze,L. Steffensen,,,5139152193,233,443,5139110429,56,Back,5139110431,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707241015,444,1,2,48,24,b8oqgvx1ijeyn6y1cn6929ix4,0,94.5,35.7,2024-08-10T13:08:03.338Z,2024-08-10T14:17:08Z,dqssvdpt2iwg8qn9wto3miind,A. Leifsson,,,5139109045,3,,5139109051,140,93.4,5139109055,212,12.0,5139109049,56,Center,5139109047,168,,5139109053,141,53.3,5139109057,213,1.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707241001,414,61,2,48,25,7gkglopz9cjsysn2u6sbhuvc5,0,15.4,46.7,2024-08-10T13:08:04.632Z,2024-08-10T13:08:04Z,7j35sfip0xb51mpa91wzikrh0,O. Øhlenschlæger,,,5139109015,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707241041,445,13,2,48,27,b8oqgvx1ijeyn6y1cn6929ix4,1,86.8,48.5,2024-08-10T13:08:06.410Z,2024-08-10T13:27:55Z,8h3cyhuw5049gcxrsld3rw1ec,V. Westh,,,5139110061,72,,5139109215,56,Center,5139186123,215,,5139109211,17,,5139110489,102,37.8,5139110497,230,99.4,5139110499,231,50.2,5139110059,160,,5139110485,75,,5139110495,458,,5139110491,103,19.4,5139110493,328,,,,,,,,,,,,,,,,,,,,,
2707241181,415,5,2,48,27,7gkglopz9cjsysn2u6sbhuvc5,1,-1.2,58.0,2024-08-10T13:08:06.824Z,2024-08-10T14:24:41Z,7j35sfip0xb51mpa91wzikrh0,O. Øhlenschlæger,,,5139110133,56,Back,5139110157,233,446,5139110135,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707241051,446,5,2,48,27,b8oqgvx1ijeyn6y1cn6929ix4,0,101.2,42.0,2024-08-10T13:08:06.824Z,2024-08-10T14:24:41Z,8h3cyhuw5049gcxrsld3rw1ec,V. Westh,,,5139110189,233,415,5139109293,56,Center,5139109295,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707241279,417,1,2,48,45,7gkglopz9cjsysn2u6sbhuvc5,1,3.9,49.7,2024-08-10T13:08:24.520Z,2024-08-10T13:10:18Z,64vlnkuqfh7rnymg8qku8amwa,L. Schulz,,,5139110703,141,16.2,5139110695,124,,5139110707,213,5.66,5139110713,74,,5139110709,1,,5139110697,155,,5139110699,56,Back,5139110705,212,39.3,5139110701,140,34.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707241295,418,1,2,48,48,7gkglopz9cjsysn2u6sbhuvc5,1,34.4,16.2,2024-08-10T13:08:27.240Z,2024-08-10T13:10:15Z,9l89n30nejpn2u22ygvchwnze,L. Steffensen,,,5139110841,212,9.3,5139110839,141,22.4,5139110835,56,Back,5139110837,140,42.3,5139110843,213,0.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707241335,419,1,2,48,49,7gkglopz9cjsysn2u6sbhuvc5,1,42.3,22.4,2024-08-10T13:08:28.544Z,2024-08-10T13:10:16Z,11cna826ls27ahux2w0ckapqt,K. Kusk,,,5139111061,141,30.1,5139111057,56,Center,5139111059,140,53.2,5139111065,213,0.43,5139111063,212,12.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707241381,447,43,2,48,52,b8oqgvx1ijeyn6y1cn6929ix4,1,0.0,0.0,2024-08-10T13:08:31.873Z,2024-08-10T13:08:41Z,8ewvm6ux4yvpwgrzjkc1chqwa,A. Nørager,,,5139111655,144,7,5139111299,56,Back,5139111301,285,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707241371,420,1,2,48,54,7gkglopz9cjsysn2u6sbhuvc5,1,53.8,30.3,2024-08-10T13:08:33.392Z,2024-08-10T13:10:17Z,139g7ilwvcpl519v3scnweg2d,L. Jensen,,,5139111251,213,5.78,5139111243,56,Right,5139111247,141,19.4,5139111249,212,15.3,5139111245,140,66.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707242097,426,50,2,48,55,7gkglopz9cjsysn2u6sbhuvc5,1,69.8,28.2,2024-08-10T13:08:34.087Z,2024-08-10T13:09:53Z,11cna826ls27ahux2w0ckapqt,K. Kusk,,,5139115937,56,Center,5139115939,286,,5139116353,233,452,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707242151,452,7,2,48,55,b8oqgvx1ijeyn6y1cn6929ix4,1,30.2,71.8,2024-08-10T13:08:34.088Z,2024-08-10T13:09:52Z,8ewvm6ux4yvpwgrzjkc1chqwa,A. Nørager,,,5139116303,56,Back,5139116331,233,426,5139116305,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707241377,421,4,2,48,56,7gkglopz9cjsysn2u6sbhuvc5,1,66.6,21.2,2024-08-10T13:08:35.847Z,2024-08-10T14:02:45Z,9l89n30nejpn2u22ygvchwnze,L. Steffensen,,,5139111333,152,,5139111329,13,,5139111337,286,,5139111335,265,,5139111331,56,Center,5139111491,233,448,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707241389,448,4,2,48,56,b8oqgvx1ijeyn6y1cn6929ix4,0,33.4,78.8,2024-08-10T13:08:35.848Z,2024-08-10T14:02:45Z,8ewvm6ux4yvpwgrzjkc1chqwa,A. Nørager,,,5139111465,13,,5139111471,265,,5139111473,285,,5139111469,152,,5139111467,56,Back,5139111557,233,421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707241741,422,1,2,49,27,7gkglopz9cjsysn2u6sbhuvc5,1,76.3,19.8,2024-08-10T13:09:06.064Z,2024-08-10T13:20:10Z,11cna826ls27ahux2w0ckapqt,K. Kusk,1.0,,5139113575,5,,5139113589,213,1.04,5139113587,212,26.0,5139113573,2,,5139113583,140,88.9,5139113577,155,,5139113579,152,,5139159699,210,13,5139113581,56,Center,5139159701,154,,5139113585,141,52.8,,,,,,,,,,,,,,,,,,,,,,,
2707241747,423,13,2,49,28,7gkglopz9cjsysn2u6sbhuvc5,1,88.9,52.8,2024-08-10T13:09:07.607Z,2024-08-10T13:20:11Z,a7eramyy1bd8msxmg84ctc8ut,A. Simon Okosun,,,5139159785,231,50.5,5139159755,24,,5139159763,85,,5139159777,328,,5139159765,29,,5139159783,230,98.8,5139159767,154,,5139159769,55,422,5139159773,102,51.1,5139159757,15,,5139159775,103,54.2,5139113627,17,,5139113629,56,Center,,,,,,,,,,,,,,,,,
2707241767,424,5,2,49,29,7gkglopz9cjsysn2u6sbhuvc5,0,101.4,59.2,2024-08-10T13:09:08.058Z,2024-08-10T14:24:42Z,18vvlxsaoloypja4fdddj687o,O. Jebali,,,5139113739,346,,5139113737,56,Center,5139114669,233,449,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707241893,449,5,2,49,29,b8oqgvx1ijeyn6y1cn6929ix4,1,-1.4,40.8,2024-08-10T13:09:08.058Z,2024-08-10T14:24:42Z,8ewvm6ux4yvpwgrzjkc1chqwa,A. Nørager,,,5139114579,346,,5139114577,56,Back,5139114649,233,424,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707241917,450,1,2,49,44,b8oqgvx1ijeyn6y1cn6929ix4,0,4.9,42.8,2024-08-10T13:09:23.393Z,2024-08-10T13:09:25Z,6sdv4s8oz558wfhx72vwlpvu2,L. Moser,,,5139114737,213,6.08,5139114739,1,,5139114729,56,Right,5139114733,141,12.0,5139114731,140,100.0,5139114735,212,103.1,5139114725,124,,5139114741,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707242089,425,5,2,49,46,7gkglopz9cjsysn2u6sbhuvc5,1,-1.2,79.9,2024-08-10T13:09:25.440Z,2024-08-10T14:24:42Z,18vvlxsaoloypja4fdddj687o,O. Jebali,,,5139115957,233,451,5139115905,346,,5139115903,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707241925,451,5,2,49,46,b8oqgvx1ijeyn6y1cn6929ix4,0,101.2,20.1,2024-08-10T13:09:25.440Z,2024-08-10T14:24:43Z,6sdv4s8oz558wfhx72vwlpvu2,L. Moser,,,5139114769,56,Right,5139115971,233,425,5139114773,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707242169,427,1,2,50,11,7gkglopz9cjsysn2u6sbhuvc5,1,4.8,57.0,2024-08-10T13:09:50.382Z,2024-08-10T13:09:52Z,64vlnkuqfh7rnymg8qku8amwa,L. Schulz,,,5139116407,56,Back,5139116413,212,5.8,5139116409,140,6.3,5139116419,237,,5139116405,124,,5139116415,213,4.99,5139116411,141,48.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707242201,428,1,2,50,12,7gkglopz9cjsysn2u6sbhuvc5,1,6.3,48.8,2024-08-10T13:09:51.919Z,2024-08-10T13:09:54Z,ef7l91pb4w6yk7lijxjxlievp,M. Greve,,,5139116531,140,39.6,5139116535,212,37.0,5139116533,141,31.0,5139116539,1,,5139116537,213,5.95,5139116529,56,Back,5139116527,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707242215,429,44,2,50,14,7gkglopz9cjsysn2u6sbhuvc5,1,43.8,39.2,2024-08-10T13:09:53.879Z,2024-08-10T13:09:58Z,9l89n30nejpn2u22ygvchwnze,L. Steffensen,,,5139116609,285,,5139116605,56,Back,5139116647,233,453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707242209,453,44,2,50,14,b8oqgvx1ijeyn6y1cn6929ix4,0,56.2,60.8,2024-08-10T13:09:53.880Z,2024-08-10T13:10:00Z,8h3cyhuw5049gcxrsld3rw1ec,V. Westh,,,5139116579,286,,5139116577,56,Center,5139116691,233,429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707242299,430,1,2,50,15,7gkglopz9cjsysn2u6sbhuvc5,0,39.6,31.0,2024-08-10T13:09:54.039Z,2024-08-10T13:13:02Z,9l89n30nejpn2u22ygvchwnze,L. Steffensen,,,5139117031,213,5.50,5139117021,141,27.9,5139117025,212,3.0,5139117013,3,,5139117017,56,Back,5139117019,140,41.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707278591,808,44,2,50,16,b8oqgvx1ijeyn6y1cn6929ix4,1,57.4,69.6,2024-08-10T13:09:54.955Z,2024-08-10T14:20:42Z,8h3cyhuw5049gcxrsld3rw1ec,V. Westh,,,5139311737,233,431,5139311717,56,Center,5139311719,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707242307,431,44,2,50,16,7gkglopz9cjsysn2u6sbhuvc5,0,42.6,30.4,2024-08-10T13:09:54.956Z,2024-08-10T14:20:42Z,9l89n30nejpn2u22ygvchwnze,L. Steffensen,,,5139117067,285,,5139117065,56,Back,5139311757,233,808,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707242249,454,1,2,50,16,b8oqgvx1ijeyn6y1cn6929ix4,0,56.3,63.7,2024-08-10T13:09:55.696Z,2024-08-10T13:09:56Z,8h3cyhuw5049gcxrsld3rw1ec,V. Westh,,,5139116803,56,Center,5139116799,3,,5139116809,141,66.7,5139116813,213,0.15,5139116807,140,69.4,5139116811,212,13.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707245373,473,1,2,50,18,7gkglopz9cjsysn2u6sbhuvc5,1,37.6,35.5,2024-08-10T13:09:57.349Z,2024-08-10T13:14:10Z,7j35sfip0xb51mpa91wzikrh0,O. Øhlenschlæger,,,5139134243,140,40.0,5139134239,3,,5139134249,213,1.02,5139134247,212,4.9,5139134245,141,41.6,5139134241,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707245455,474,1,2,50,19,7gkglopz9cjsysn2u6sbhuvc5,0,37.7,39.1,2024-08-10T13:09:57.997Z,2024-08-10T13:59:14Z,a7eramyy1bd8msxmg84ctc8ut,A. Simon Okosun,,,5139134641,56,Back,5139134645,141,33.3,5139134649,213,5.18,5139134647,212,4.4,5139134637,3,,5139134643,140,39.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707242311,455,1,2,50,19,b8oqgvx1ijeyn6y1cn6929ix4,1,64.2,68.8,2024-08-10T13:09:58.160Z,2024-08-10T13:10:00Z,f1ba9g771s0zeel0titcj3omi,A. Njai,,,5139117083,56,Center,5139117099,213,4.04,5139117087,140,54.0,5139117091,141,49.0,5139117095,212,17.2,5139117079,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707242339,432,45,2,50,23,7gkglopz9cjsysn2u6sbhuvc5,0,45.3,51.0,2024-08-10T13:10:02.176Z,2024-08-10T13:59:15Z,7j35sfip0xb51mpa91wzikrh0,O. Øhlenschlæger,,,5139117235,285,,5139117233,56,Back,5139117355,233,457,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707242359,457,3,2,50,23,b8oqgvx1ijeyn6y1cn6929ix4,1,54.7,49.0,2024-08-10T13:10:02.176Z,2024-08-10T13:10:05Z,9fvf8z6p8ok0n5vu999ysfywa,C. Jørgensen,,,5139117343,233,432,5139117317,56,Center,5139117319,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707242401,458,1,2,50,24,b8oqgvx1ijeyn6y1cn6929ix4,1,65.5,51.8,2024-08-10T13:10:03.208Z,2024-08-10T13:10:06Z,9fvf8z6p8ok0n5vu999ysfywa,C. Jørgensen,,,5139117573,1,,5139117567,141,11.7,5139117569,212,32.4,5139117565,140,82.1,5139117571,213,5.28,5139117563,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707242413,459,1,2,50,27,b8oqgvx1ijeyn6y1cn6929ix4,0,86.2,12.9,2024-08-10T13:10:06.801Z,2024-08-10T13:10:07Z,ekx0wotp433tuaw4g93nybjmc,S. Jalal,,,5139117643,213,1.41,5139117637,140,87.3,5139117639,141,23.6,5139117633,155,,5139117631,2,,5139117635,56,Center,5139117641,212,7.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707242415,433,61,2,50,28,7gkglopz9cjsysn2u6sbhuvc5,1,12.4,83.2,2024-08-10T13:10:07.447Z,2024-08-10T13:10:07Z,bvw5oc4c040ey5dt5wn0choiy,G. Mortensen,,,5139117649,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707242467,460,13,2,50,31,b8oqgvx1ijeyn6y1cn6929ix4,1,78.4,56.5,2024-08-10T13:10:10.296Z,2024-08-10T13:10:26Z,9fvf8z6p8ok0n5vu999ysfywa,C. Jørgensen,,,5139118909,230,98.9,5139118907,458,,5139117905,18,,5139117901,22,,5139117909,56,Center,5139118913,231,49.1,5139118903,103,44.4,5139118901,102,58.8,5139118905,215,,5139118393,72,,5139118899,86,,,,,,,,,,,,,,,,,,,,,,,,
2707242507,434,5,2,50,32,7gkglopz9cjsysn2u6sbhuvc5,1,-1.2,43.1,2024-08-10T13:10:11.670Z,2024-08-10T14:24:43Z,bvw5oc4c040ey5dt5wn0choiy,G. Mortensen,,,5139118195,233,461,5139118131,346,,5139118129,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707242483,461,5,2,50,32,b8oqgvx1ijeyn6y1cn6929ix4,0,101.2,56.9,2024-08-10T13:10:11.670Z,2024-08-10T14:24:44Z,9fvf8z6p8ok0n5vu999ysfywa,C. Jørgensen,,,5139117993,346,,5139117991,56,Center,5139118211,233,434,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707242687,435,1,2,50,50,7gkglopz9cjsysn2u6sbhuvc5,1,5.4,38.9,2024-08-10T13:10:28.990Z,2024-08-10T14:42:42Z,64vlnkuqfh7rnymg8qku8amwa,L. Schulz,,,5139119269,140,9.5,5139119267,56,Back,5139119273,212,21.6,5139119279,237,,5139119265,124,,5139461823,189,,5139119271,141,7.8,5139119275,213,4.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707252749,549,1,2,50,50,7gkglopz9cjsysn2u6sbhuvc5,1,4.4,30.5,2024-08-10T13:10:29.377Z,2024-08-10T14:42:47Z,ef7l91pb4w6yk7lijxjxlievp,M. Greve,,,5139462047,189,,5139173413,141,18.6,5139173409,56,Back,5139173411,140,6.3,5139173415,212,8.3,5139173417,213,4.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707242691,436,1,2,50,53,7gkglopz9cjsysn2u6sbhuvc5,1,14.0,12.5,2024-08-10T13:10:32.686Z,2024-08-10T14:00:10Z,6gi9kejni27hjp7b43djczz6d,P. Rejnhold,,,5139119311,212,15.0,5139119313,213,6.02,5139119309,141,6.8,5139119307,140,27.8,5139119305,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707266827,807,1,2,50,54,7gkglopz9cjsysn2u6sbhuvc5,0,26.1,10.1,2024-08-10T13:10:32.955Z,2024-08-10T14:00:06Z,7j35sfip0xb51mpa91wzikrh0,O. Øhlenschlæger,,,5139248493,212,11.9,5139248489,140,37.2,5139248487,56,Back,5139248495,213,6.08,5139248491,141,6.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707242709,462,1,2,50,55,b8oqgvx1ijeyn6y1cn6929ix4,0,37.2,81.5,2024-08-10T13:10:34.272Z,2024-08-10T13:10:40Z,8ewvm6ux4yvpwgrzjkc1chqwa,A. Nørager,,,5139119461,212,32.5,5139119459,141,74.4,5139119457,140,67.8,5139119465,1,,5139119453,157,,5139119455,56,Center,5139119779,189,,5139119463,213,6.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707242743,437,1,2,50,57,7gkglopz9cjsysn2u6sbhuvc5,1,27.2,34.3,2024-08-10T13:10:36.417Z,2024-08-10T14:00:19Z,a7eramyy1bd8msxmg84ctc8ut,A. Simon Okosun,,,5139119669,140,21.1,5139119667,56,Back,5139119673,212,16.3,5139119677,1,,5139119665,157,,5139119671,141,56.4,5139119675,213,1.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707242801,439,1,2,51,0,7gkglopz9cjsysn2u6sbhuvc5,1,21.1,56.4,2024-08-10T13:10:39.103Z,2024-08-10T13:10:43Z,18vvlxsaoloypja4fdddj687o,O. Jebali,,,5139119919,212,22.1,5139119917,141,87.5,5139119915,140,27.1,5139119921,213,1.28,5139119913,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707242845,440,1,2,51,3,7gkglopz9cjsysn2u6sbhuvc5,1,28.7,76.4,2024-08-10T13:10:42.863Z,2024-08-10T13:10:45Z,bvw5oc4c040ey5dt5wn0choiy,G. Mortensen,,,5139120151,141,61.7,5139120155,213,4.51,5139120153,212,10.2,5139120149,140,26.7,5139120147,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707242895,441,1,2,51,6,7gkglopz9cjsysn2u6sbhuvc5,1,26.5,58.8,2024-08-10T13:10:45.831Z,2024-08-10T13:10:49Z,a7eramyy1bd8msxmg84ctc8ut,A. Simon Okosun,,,5139120381,212,14.2,5139120377,140,25.7,5139120379,141,38.0,5139120375,56,Back,5139120383,213,4.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707242925,442,1,2,51,10,7gkglopz9cjsysn2u6sbhuvc5,1,28.5,27.7,2024-08-10T13:10:49.279Z,2024-08-10T13:10:51Z,ef7l91pb4w6yk7lijxjxlievp,M. Greve,,,5139120543,140,33.0,5139120541,56,Back,5139120549,213,5.06,5139120545,141,8.5,5139120547,212,13.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
