id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/10/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/14/value,qualifier/15/value,qualifier/16/value,qualifier/12/value,qualifier/17/id,qualifier/17/qualifierId
2734833769,409,4,2,45,18,b8oqgvx1ijeyn6y1cn6929ix4,0,37.6,10.2,2024-10-18T18:04:05.327Z,2024-10-18T19:09:45Z,4uuqid6t4nspn0wspyltz3bx0,J. Musbaudeen,,,5290459017,265,,5290459013,56,Back,5290459123,233,419,5290459015,152,,5290459019,285,,5290459011,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734833989,420,1,2,45,25,aqtkb4mgrz8c6iqfufj6qjbv9,1,57.4,88.1,2024-10-18T18:04:13.183Z,2024-10-18T18:06:06Z,5dlh0fa9yo6z283w9p58xmnoq,N. Schmidt,,,5290460007,140,40.1,5290460003,152,,5290460009,141,60.6,5290460001,5,,5290460005,56,Back,5290460013,213,3.94,5290460011,212,26.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734834137,421,1,2,45,29,aqtkb4mgrz8c6iqfufj6qjbv9,1,32.5,46.0,2024-10-18T18:04:16.302Z,2024-10-18T18:04:20Z,5z7y55t2o577r8ki3i5855as,J. Witt,,,5290460735,141,23.1,5290460731,56,Back,5290460739,213,5.03,5290460737,212,16.4,5290460733,140,37.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734834243,422,1,2,45,33,aqtkb4mgrz8c6iqfufj6qjbv9,1,50.8,8.8,2024-10-18T18:04:20.654Z,2024-10-18T18:04:24Z,81gka3mi69fh8gyehyy8xo9as,C. Allen,,,5290461243,141,22.8,5290461239,56,Center,5290461245,212,19.6,5290461249,213,0.51,5290461241,140,67.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734834257,423,1,2,45,36,aqtkb4mgrz8c6iqfufj6qjbv9,1,68.3,20.3,2024-10-18T18:04:23.902Z,2024-10-18T18:05:34Z,3avg1grraylzm6xjt5kt18is4,M. Veltz,,,5290461335,212,9.5,5290461339,213,5.40,5290461331,141,9.5,5290461327,140,74.0,5290461323,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734834279,424,1,2,45,37,aqtkb4mgrz8c6iqfufj6qjbv9,0,74.0,9.4,2024-10-18T18:04:24.807Z,2024-10-18T18:04:26Z,1n4eldqa7h9jvcx1693zqu06i,T. Arndal,,,5290461433,141,13.5,5290461501,286,,5290461435,212,2.9,5290461431,140,74.7,5290461439,213,1.31,5290461497,233,410,5290461429,56,Right,5290461495,236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734834273,410,74,2,45,37,b8oqgvx1ijeyn6y1cn6929ix4,1,24.1,85.7,2024-10-18T18:04:24.808Z,2024-10-18T18:04:27Z,ekx0wotp433tuaw4g93nybjmc,S. Jalal,,,5290461413,285,,5290461411,56,Back,5290461603,233,424,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734834365,412,1,2,45,40,b8oqgvx1ijeyn6y1cn6929ix4,0,18.5,87.8,2024-10-18T18:04:27.607Z,2024-10-18T18:04:28Z,8ewvm6ux4yvpwgrzjkc1chqwa,A. Nørager,,,5290461863,1,,5290461857,212,26.7,5290461861,213,6.26,5290461841,157,,5290461849,140,43.9,5290461845,56,Back,5290461853,141,86.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734834391,425,1,2,45,41,aqtkb4mgrz8c6iqfufj6qjbv9,0,60.2,15.2,2024-10-18T18:04:29.063Z,2024-10-18T18:04:29Z,81gka3mi69fh8gyehyy8xo9as,C. Allen,,,5290462029,56,Center,5290462027,3,,5290462033,140,73.5,5290462037,212,15.3,5290462035,141,24.4,5290462039,213,0.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734834505,413,1,2,45,42,b8oqgvx1ijeyn6y1cn6929ix4,1,32.6,80.2,2024-10-18T18:04:30.128Z,2024-10-18T18:04:33Z,f58yr2jmfp8kpgprfxbokt1t6,M. Vestergård,,,5290462655,157,,5290462667,213,5.43,5290462659,140,40.8,5290462663,212,13.1,5290462669,1,,5290462661,141,65.7,5290462657,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734834525,414,1,2,45,46,b8oqgvx1ijeyn6y1cn6929ix4,1,41.9,65.2,2024-10-18T18:04:33.704Z,2024-10-18T18:04:35Z,dyzzo6n83rg4fpvmqqa69moes,A. Beck,,,5290462783,140,34.3,5290462787,212,8.4,5290462781,56,Back,5290462789,213,2.82,5290462785,141,69.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734834565,415,1,2,45,47,b8oqgvx1ijeyn6y1cn6929ix4,0,34.3,69.1,2024-10-18T18:04:34.737Z,2024-10-18T18:04:37Z,f58yr2jmfp8kpgprfxbokt1t6,M. Vestergård,,,5290462989,1,,5290462985,212,42.2,5290462981,140,67.0,5290462987,213,5.66,5290462983,141,33.0,5290462977,157,,5290462979,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734834621,426,1,2,45,51,aqtkb4mgrz8c6iqfufj6qjbv9,0,36.3,61.5,2024-10-18T18:04:38.630Z,2024-10-18T18:04:39Z,5z7y55t2o577r8ki3i5855as,J. Witt,,,5290463271,213,0.39,5290463265,140,40.7,5290463269,212,5.0,5290463261,3,,5290463263,56,Back,5290463267,141,64.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734834763,416,1,2,45,51,b8oqgvx1ijeyn6y1cn6929ix4,1,62.8,31.0,2024-10-18T18:04:39.209Z,2024-10-18T18:04:44Z,9618hk1lq7i6see347k7plkyy,M. Sarr,,,5290463969,140,71.7,5290463961,3,,5290463965,56,Center,5290463975,212,9.4,5290463971,141,29.4,5290463977,213,6.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734834925,417,1,2,45,57,b8oqgvx1ijeyn6y1cn6929ix4,0,73.7,37.4,2024-10-18T18:04:44.400Z,2024-10-18T18:04:51Z,9ircna8pbskreztmy1wiqwx9m,S. Yatéké,,,5290464709,56,Right,5290464713,141,12.3,5290464717,213,5.75,5290464719,1,,5290464715,212,33.6,5290464711,140,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734834941,418,5,2,46,3,b8oqgvx1ijeyn6y1cn6929ix4,0,101.2,16.9,2024-10-18T18:04:50.843Z,2024-10-18T19:15:14Z,9ircna8pbskreztmy1wiqwx9m,S. Yatéké,,,5290464807,346,,5290464805,56,Right,5290943865,233,429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734835101,429,5,2,46,3,aqtkb4mgrz8c6iqfufj6qjbv9,1,-1.2,83.1,2024-10-18T18:04:50.843Z,2024-10-18T19:15:13Z,5dlh0fa9yo6z283w9p58xmnoq,N. Schmidt,,,5290943827,233,418,5290465609,346,,5290465607,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734835185,430,1,2,46,9,aqtkb4mgrz8c6iqfufj6qjbv9,1,4.4,55.1,2024-10-18T18:04:57.144Z,2024-10-18T18:04:59Z,8mswl5vzza12hylodrrsq3zvu,A. Kappenberger,,,5290466003,237,,5290465999,213,4.85,5290465995,141,17.4,5290465991,56,Back,5290465989,124,,5290465997,212,25.9,5290465993,140,7.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734835223,431,1,2,46,11,aqtkb4mgrz8c6iqfufj6qjbv9,1,7.2,12.6,2024-10-18T18:04:59.215Z,2024-10-18T18:05:00Z,81gka3mi69fh8gyehyy8xo9as,C. Allen,,,5290466189,56,Back,5290466195,212,28.4,5290466191,140,34.2,5290466193,141,15.8,5290466197,213,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734835241,432,1,2,46,13,aqtkb4mgrz8c6iqfufj6qjbv9,1,35.9,16.8,2024-10-18T18:05:00.630Z,2024-10-18T18:05:02Z,1n4eldqa7h9jvcx1693zqu06i,T. Arndal,,,5290466263,56,Back,5290466277,212,17.7,5290466271,141,11.3,5290466265,140,19.4,5290466281,213,3.35,5290466371,156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734835265,433,1,2,46,14,aqtkb4mgrz8c6iqfufj6qjbv9,0,22.9,11.3,2024-10-18T18:05:01.847Z,2024-10-18T18:05:08Z,9lsylzgf7e3i5zb0fshnxo6xg,S. Sharif,,,5290466445,213,0.04,5290466441,212,1.8,5290467309,233,419,5290466433,56,Back,5290467317,286,,5290466437,141,11.4,5290467227,1,,5290466435,140,24.6,5290467225,157,,5290467305,236,,,,,,,,,,,,,,,,,,,,,,,,
2734835295,419,74,2,46,14,b8oqgvx1ijeyn6y1cn6929ix4,1,68.6,91.2,2024-10-18T18:05:01.848Z,2024-10-18T19:09:53Z,ekx0wotp433tuaw4g93nybjmc,S. Jalal,,,5290466739,233,433,5290466559,285,,5290466555,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734835319,420,5,2,46,15,b8oqgvx1ijeyn6y1cn6929ix4,0,73.5,100.6,2024-10-18T18:05:03.096Z,2024-10-18T19:14:45Z,ekx0wotp433tuaw4g93nybjmc,S. Jalal,,,5290466697,347,,5290467451,233,434,5290466695,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734835405,434,5,2,46,15,aqtkb4mgrz8c6iqfufj6qjbv9,1,26.5,-0.6000000000000001,2024-10-18T18:05:03.096Z,2024-10-18T19:14:45Z,9lsylzgf7e3i5zb0fshnxo6xg,S. Sharif,,,5290467393,233,420,5290467141,56,Back,5290467145,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734835689,435,1,2,46,30,aqtkb4mgrz8c6iqfufj6qjbv9,0,21.4,0.0,2024-10-18T18:05:17.519Z,2024-10-18T18:05:19Z,9lsylzgf7e3i5zb0fshnxo6xg,S. Sharif,,,5290468713,107,,5290468717,140,49.1,5290468715,56,Back,5290468719,141,10.7,5290468723,213,0.29,5290468721,212,30.3,5290468725,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734835727,421,61,2,46,33,b8oqgvx1ijeyn6y1cn6929ix4,1,43.3,90.9,2024-10-18T18:05:21.068Z,2024-10-18T18:05:21Z,8ewvm6ux4yvpwgrzjkc1chqwa,A. Nørager,,,5290468905,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734835775,423,3,2,46,35,b8oqgvx1ijeyn6y1cn6929ix4,0,62.2,95.2,2024-10-18T18:05:23.265Z,2024-10-18T18:05:31Z,ekx0wotp433tuaw4g93nybjmc,S. Jalal,,,5290469483,233,436,5290469157,56,Left,5290469159,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734835821,436,7,2,46,35,aqtkb4mgrz8c6iqfufj6qjbv9,1,37.8,4.8,2024-10-18T18:05:23.266Z,2024-10-18T18:05:29Z,9lsylzgf7e3i5zb0fshnxo6xg,S. Sharif,,,5290469419,233,423,5290469379,56,Back,5290469381,285,,5290469377,167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734836037,424,5,2,46,37,b8oqgvx1ijeyn6y1cn6929ix4,1,63.7,100.8,2024-10-18T18:05:24.441Z,2024-10-18T19:14:46Z,ekx0wotp433tuaw4g93nybjmc,S. Jalal,,,5290470539,56,Left,5290470605,233,437,5290470541,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734835935,437,5,2,46,37,aqtkb4mgrz8c6iqfufj6qjbv9,0,36.3,-0.8,2024-10-18T18:05:24.441Z,2024-10-18T19:14:46Z,9lsylzgf7e3i5zb0fshnxo6xg,S. Sharif,,,5290470057,347,,5290470055,56,Back,5290470701,233,424,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734836115,425,1,2,46,47,b8oqgvx1ijeyn6y1cn6929ix4,1,65.1,100.0,2024-10-18T18:05:35.032Z,2024-10-18T18:05:38Z,8ewvm6ux4yvpwgrzjkc1chqwa,A. Nørager,,,5290470943,140,78.7,5290470939,107,,5290470947,212,17.5,5290470949,213,5.67,5290470941,56,Left,5290470945,141,86.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734836125,426,1,2,46,49,b8oqgvx1ijeyn6y1cn6929ix4,1,78.7,86.8,2024-10-18T18:05:36.521Z,2024-10-18T18:05:38Z,9ircna8pbskreztmy1wiqwx9m,S. Yatéké,,,5290470989,140,86.6,5290470985,56,Left,5290470995,212,9.0,5290470997,213,0.41,5290470993,141,92.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734836233,427,1,2,46,51,b8oqgvx1ijeyn6y1cn6929ix4,1,92.5,86.5,2024-10-18T18:05:38.497Z,2024-10-18T18:05:53Z,ekx0wotp433tuaw4g93nybjmc,S. Jalal,1.0,,5290472681,154,,5290471563,213,4.35,5290471551,2,,5290471559,141,35.1,5290471555,56,Center,5290471553,155,,5290471565,1,,5290471561,212,37.3,5290471557,140,80.0,5290472679,210,15,,,,,,,,,,,,,,,,,,,,,,,
2734836245,428,15,2,46,55,b8oqgvx1ijeyn6y1cn6929ix4,1,82.4,39.7,2024-10-18T18:05:42.439Z,2024-10-18T20:06:47Z,9618hk1lq7i6see347k7plkyy,M. Sarr,,,5290472501,82,,5290471633,56,Center,5290471631,18,,5290472761,29,,5290472777,146,85.9,5290472775,328,,5290472811,233,438,5290472767,55,427,5290472779,147,41.9,5290472765,154,,5290471629,22,5290472781,230,97.8,,5290472783,231,5291239651,108,,5290472773,103,5291239649,78,5290472771,102,19,,50.6,47.7,5290472497,20
2734836195,438,10,2,46,55,aqtkb4mgrz8c6iqfufj6qjbv9,1,9.4,56.1,2024-10-18T18:05:42.539Z,2024-10-18T18:05:55Z,85a9bmnu6fqvhlff28qm0e0a1,D. Johansen,,,5290471397,56,Back,5290472901,233,428,5290471395,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734836255,429,6,2,46,56,b8oqgvx1ijeyn6y1cn6929ix4,1,84.0,39.0,2024-10-18T18:05:43.368Z,2024-10-18T19:11:45Z,9618hk1lq7i6see347k7plkyy,M. Sarr,,,5290471861,233,439,5290471797,56,Center,5290471799,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734836223,439,6,2,46,56,aqtkb4mgrz8c6iqfufj6qjbv9,0,16.0,61.0,2024-10-18T18:05:43.368Z,2024-10-18T18:05:52Z,85a9bmnu6fqvhlff28qm0e0a1,D. Johansen,,,5290471931,233,429,5290471593,56,Back,5290471595,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734837145,430,1,2,47,36,b8oqgvx1ijeyn6y1cn6929ix4,1,99.5,0.5,2024-10-18T18:06:23.770Z,2024-10-18T18:06:31Z,dyzzo6n83rg4fpvmqqa69moes,A. Beck,,,5290476399,213,1.82,5290476385,6,,5290476387,155,,5290476383,2,,5290476401,1,,5290476395,141,52.7,5290476391,56,Center,5290476389,224,,5290476397,212,36.6,5290476393,140,91.0,,,,,,,,,,,,,,,,,,,,,,,
2734837167,431,44,2,47,38,b8oqgvx1ijeyn6y1cn6929ix4,1,92.2,55.2,2024-10-18T18:06:25.953Z,2024-10-18T18:06:30Z,4uuqid6t4nspn0wspyltz3bx0,J. Musbaudeen,,,5290476503,286,,5290476589,233,440,5290476499,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734837153,440,44,2,47,38,aqtkb4mgrz8c6iqfufj6qjbv9,0,7.8,44.8,2024-10-18T18:06:25.954Z,2024-10-18T18:06:32Z,81gka3mi69fh8gyehyy8xo9as,C. Allen,,,5290476443,56,Back,5290476653,233,431,5290476445,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734837269,432,1,2,47,39,b8oqgvx1ijeyn6y1cn6929ix4,1,91.0,52.7,2024-10-18T18:06:26.289Z,2024-10-18T18:06:31Z,4uuqid6t4nspn0wspyltz3bx0,J. Musbaudeen,,,5290477037,212,5.1,5290477033,140,89.7,5290477039,213,4.44,5290477031,56,Center,5290477035,141,45.5,5290477029,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734837285,433,1,2,47,40,b8oqgvx1ijeyn6y1cn6929ix4,0,89.7,45.5,2024-10-18T18:06:27.505Z,2024-10-18T18:06:31Z,9618hk1lq7i6see347k7plkyy,M. Sarr,,,5290477099,3,,5290477103,140,92.0,5290477107,212,6.8,5290477109,213,5.07,5290477105,141,36.1,5290477101,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734837297,441,12,2,47,41,aqtkb4mgrz8c6iqfufj6qjbv9,1,5.2,58.4,2024-10-18T18:06:28.671Z,2024-10-18T18:06:32Z,5z7y55t2o577r8ki3i5855as,J. Witt,,,5290477179,212,14.3,5290477175,140,10.9,5290477177,141,77.5,5290477181,213,1.14,5290477173,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734837315,434,1,2,47,43,b8oqgvx1ijeyn6y1cn6929ix4,0,92.0,32.7,2024-10-18T18:06:31.217Z,2024-10-18T18:06:32Z,dyzzo6n83rg4fpvmqqa69moes,A. Beck,,,5290477275,213,1.33,5290477271,141,47.3,5290477269,140,94.3,5290477267,56,Center,5290477273,212,10.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734837339,442,12,2,47,44,aqtkb4mgrz8c6iqfufj6qjbv9,1,5.1,61.4,2024-10-18T18:06:31.911Z,2024-10-18T18:06:34Z,uiyol728wan4mxco2foplknp,A. Justinussen,,,5290477393,140,15.9,5290477397,212,29.8,5290477535,167,,5290477399,213,1.18,5290477391,56,Back,5290477395,141,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734837715,435,5,2,47,46,b8oqgvx1ijeyn6y1cn6929ix4,1,85.2,-1.7000000000000002,2024-10-18T18:06:33.376Z,2024-10-18T19:14:47Z,dyzzo6n83rg4fpvmqqa69moes,A. Beck,,,5290479385,233,443,5290479327,347,,5290479325,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734837353,443,5,2,47,46,aqtkb4mgrz8c6iqfufj6qjbv9,0,14.8,101.7,2024-10-18T18:06:33.376Z,2024-10-18T19:14:47Z,uiyol728wan4mxco2foplknp,A. Justinussen,,,5290477453,347,,5290479423,233,435,5290477451,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734837787,436,1,2,48,4,b8oqgvx1ijeyn6y1cn6929ix4,1,84.8,0.0,2024-10-18T18:06:51.698Z,2024-10-18T18:06:55Z,3xz0h3d6r2qgmv9egms8yaz56,C. Vestergaard,,,5290479753,212,12.6,5290479745,107,,5290479749,140,74.9,5290479747,56,Right,5290479755,213,2.54,5290479751,141,8.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734837895,437,1,2,48,7,b8oqgvx1ijeyn6y1cn6929ix4,0,74.9,12.6,2024-10-18T18:06:55.194Z,2024-10-18T18:06:59Z,8ewvm6ux4yvpwgrzjkc1chqwa,A. Nørager,,,5290480367,155,,5290480373,140,98.9,5290480377,141,56.3,5290480365,2,,5290480369,56,Center,5290480379,212,39.0,5290480381,213,0.87,5290480383,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734838033,445,1,2,48,16,aqtkb4mgrz8c6iqfufj6qjbv9,1,10.0,31.2,2024-10-18T18:07:04.127Z,2024-10-18T18:07:05Z,8mswl5vzza12hylodrrsq3zvu,A. Kappenberger,,,5290481097,212,18.9,5290481093,140,21.8,5290481099,213,5.43,5290481091,56,Back,5290481095,141,10.3,5290481089,123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734838097,446,1,2,48,17,aqtkb4mgrz8c6iqfufj6qjbv9,1,21.8,10.3,2024-10-18T18:07:05.055Z,2024-10-18T18:07:07Z,81gka3mi69fh8gyehyy8xo9as,C. Allen,,,5290481379,56,Back,5290481381,140,27.2,5290481385,212,15.9,5290481383,141,32.2,5290481387,213,1.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734838147,447,1,2,48,19,aqtkb4mgrz8c6iqfufj6qjbv9,1,27.6,31.2,2024-10-18T18:07:07.248Z,2024-10-18T18:07:10Z,2tcdx5rp7vujnlid4oqqxdogk,M. Due Grandt,,,5290481651,140,15.3,5290481655,141,33.0,5290481659,213,3.05,5290481647,56,Back,5290481657,212,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734838207,448,1,2,48,22,aqtkb4mgrz8c6iqfufj6qjbv9,1,15.7,33.0,2024-10-18T18:07:10.047Z,2024-10-18T18:07:13Z,5z7y55t2o577r8ki3i5855as,J. Witt,,,5290481969,212,24.1,5290481957,56,Back,5290481965,141,66.9,5290481961,140,22.5,5290481971,213,1.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734838311,449,1,2,48,30,aqtkb4mgrz8c6iqfufj6qjbv9,1,25.2,65.4,2024-10-18T18:07:18.047Z,2024-10-18T18:07:18Z,5dlh0fa9yo6z283w9p58xmnoq,N. Schmidt,,,5290482547,213,0.78,5290482537,140,42.9,5290482545,212,26.1,5290482541,141,92.4,5290482533,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734838353,450,1,2,48,31,aqtkb4mgrz8c6iqfufj6qjbv9,1,42.9,92.4,2024-10-18T18:07:18.560Z,2024-10-18T18:07:20Z,5i6n6yne6fh410vk7p7kkokmi,G. Arndal-Lauritzen,,,5290482751,140,34.1,5290482755,212,21.5,5290482757,213,4.27,5290482749,56,Back,5290482753,141,63.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734838459,451,1,2,48,32,aqtkb4mgrz8c6iqfufj6qjbv9,1,40.4,58.5,2024-10-18T18:07:20.232Z,2024-10-18T18:07:25Z,2tcdx5rp7vujnlid4oqqxdogk,M. Due Grandt,,,5290483373,140,62.2,5290483359,56,Right,5290483357,155,,5290483405,212,40.3,5290483409,213,5.32,5290483397,141,9.7,5290483411,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734838505,452,1,2,48,38,aqtkb4mgrz8c6iqfufj6qjbv9,1,56.9,21.0,2024-10-18T18:07:25.303Z,2024-10-18T18:07:27Z,81gka3mi69fh8gyehyy8xo9as,C. Allen,,,5290483591,141,35.1,5290483595,213,1.89,5290483589,140,53.9,5290483593,212,10.1,5290483587,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734838569,453,1,2,48,39,aqtkb4mgrz8c6iqfufj6qjbv9,1,54.5,32.2,2024-10-18T18:07:26.767Z,2024-10-18T18:07:29Z,2tcdx5rp7vujnlid4oqqxdogk,M. Due Grandt,,,5290483925,140,46.2,5290483929,212,13.7,5290483927,141,16.7,5290483931,213,4.02,5290483923,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734838683,454,1,2,48,41,aqtkb4mgrz8c6iqfufj6qjbv9,1,46.3,17.1,2024-10-18T18:07:28.768Z,2024-10-18T18:07:32Z,81gka3mi69fh8gyehyy8xo9as,C. Allen,,,5290484457,140,35.4,5290484461,212,23.5,5290484463,213,2.08,5290484451,56,Back,5290484459,141,47.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734838757,455,1,2,48,45,aqtkb4mgrz8c6iqfufj6qjbv9,1,34.6,49.3,2024-10-18T18:07:32.568Z,2024-10-18T18:07:35Z,5z7y55t2o577r8ki3i5855as,J. Witt,,,5290484851,212,9.7,5290484847,140,41.0,5290484849,141,59.6,5290484845,56,Back,5290484853,213,0.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734838833,456,1,2,48,48,aqtkb4mgrz8c6iqfufj6qjbv9,1,39.8,63.9,2024-10-18T18:07:35.351Z,2024-10-18T18:07:38Z,5dlh0fa9yo6z283w9p58xmnoq,N. Schmidt,,,5290485245,212,18.2,5290485241,140,40.4,5290485239,56,Back,5290485243,141,90.6,5290485247,213,1.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734839007,457,2,2,48,51,aqtkb4mgrz8c6iqfufj6qjbv9,1,40.6,93.0,2024-10-18T18:07:38.320Z,2024-10-18T18:07:45Z,5i6n6yne6fh410vk7p7kkokmi,G. Arndal-Lauritzen,,,5290486161,1,,5290486067,141,90.9,5290486163,56,Left,5290486159,7,85a9bmnu6fqvhlff28qm0e0a1,5290486063,140,87.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734839001,438,55,2,48,51,b8oqgvx1ijeyn6y1cn6929ix4,1,14.7,15.3,2024-10-18T18:07:38.321Z,2024-10-18T19:11:48Z,3xz0h3d6r2qgmv9egms8yaz56,C. Vestergaard,,,5290487925,189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734839429,439,1,2,49,13,b8oqgvx1ijeyn6y1cn6929ix4,1,26.0,14.1,2024-10-18T18:08:00.562Z,2024-10-18T18:08:02Z,3xz0h3d6r2qgmv9egms8yaz56,C. Vestergaard,,,5290488247,213,2.18,5290488235,5,,5290488243,141,43.3,5290488239,56,Back,5290488241,140,12.7,5290488245,212,24.3,5290488237,241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734839559,440,1,2,49,14,b8oqgvx1ijeyn6y1cn6929ix4,1,12.1,43.9,2024-10-18T18:08:01.835Z,2024-10-18T18:08:08Z,52vwj2s29n7wngablotd7pboq,J. Ægidius,,,5290488993,141,73.3,5290488997,213,1.22,5290488995,212,21.3,5290488991,140,19.0,5290488989,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
