id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/8/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/11/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/10/value,qualifier/12/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/20/id,qualifier/20/qualifierId,qualifier/16/value
2711323843,493,1,2,49,14,a9vw7ikerpr4cuweeeka5aneg,1,42.8,68.4,2024-08-20T17:05:19.759Z,2024-08-20T17:05:26Z,61vr9xr91fr4g6ayzga5vn9w5,A. Ludwig,,,5161663063,140,55.4,5161663067,212,20.2,5161663069,213,0.86,5161663065,141,90.9,5161663061,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711323845,494,1,2,49,21,a9vw7ikerpr4cuweeeka5aneg,1,71.9,91.5,2024-08-20T17:05:26.808Z,2024-08-20T17:05:28Z,bdz03qovxerzrv12lgljae1p0,C. Tapé,,,5161663073,56,Left,5161663081,213,5.32,5161663079,212,5.5,5161663075,140,74.9,5161663077,141,84.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711323847,495,2,2,49,22,a9vw7ikerpr4cuweeeka5aneg,1,74.9,84.8,2024-08-20T17:05:27.830Z,2024-08-20T17:05:53Z,a48bpdpt0siemxqtr3rubwbu,M. Hyseni,,,5161663089,141,83.3,5161663087,140,88.5,5161663245,7,bdz03qovxerzrv12lgljae1p0,5161663247,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711323849,496,43,2,49,24,a9vw7ikerpr4cuweeeka5aneg,1,0.0,0.0,2024-08-20T17:05:29.838Z,2024-08-20T17:05:51Z,bdz03qovxerzrv12lgljae1p0,C. Tapé,,,5161663105,140,90.7,5161663109,212,5.7,5161663107,141,74.1,5161663099,2,0,5161663103,56,Center,5161663231,144,1,5161663111,213,4.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711323901,375,1,2,50,5,bd4qakf7j0wwie8wke9km7uj8,0,11.9,13.4,2024-08-20T17:06:11.081Z,2024-08-20T17:06:14Z,8r9iqig43yjty7l1oq6yg73mc,M. Brylov,,,5161663427,212,51.4,5161663431,1,,5161663415,5,,5161663419,241,,5161663429,213,0.24,5161663421,56,Center,5161663425,141,31.0,5161663423,140,59.5,5161663417,157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711323915,497,1,2,50,11,a9vw7ikerpr4cuweeeka5aneg,1,38.8,58.1,2024-08-20T17:06:16.277Z,2024-08-20T19:30:56Z,cl4xl80n4gew1ox03r3ooshrd,O. Kjærgaard,,,5161663497,213,5.84,5161663487,3,,5161663493,141,48.2,5161663495,212,15.6,5161663489,56,Center,5161663491,140,52.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711323917,498,1,2,50,12,a9vw7ikerpr4cuweeeka5aneg,0,52.2,48.2,2024-08-20T17:06:17.312Z,2024-08-20T17:06:17Z,3epwf56ozg73hueacwmckk0r9,S. Pingel,,,5161663509,140,60.6,5161663505,168,,5161663513,212,9.3,5161663515,213,0.32,5161663511,141,52.5,5161663503,3,,5161663507,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711323919,376,1,2,50,13,bd4qakf7j0wwie8wke9km7uj8,0,26.5,31.7,2024-08-20T17:06:18.393Z,2024-08-20T17:06:19Z,99tm7b6ux9s4qocz0y4pcahas,V. Montell,,,5161663527,140,53.5,5161663531,212,30.8,5161663535,1,,5161663533,213,0.40,5161663529,141,49.3,5161663525,56,Center,5161663523,157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711323935,500,1,2,50,15,a9vw7ikerpr4cuweeeka5aneg,0,47.4,49.7,2024-08-20T17:06:21.207Z,2024-08-20T17:06:25Z,9dh7cnu4uzbraeck0t5iqlj4k,A. Herdonsson,,,5161663613,1,,5161663607,141,100.0,5161663609,212,40.9,5161663605,140,68.0,5161663601,155,,5161663603,56,Left,5161663611,213,1.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711323955,377,5,2,50,19,bd4qakf7j0wwie8wke9km7uj8,1,29.4,-0.7000000000000001,2024-08-20T17:06:25.169Z,2024-08-20T18:03:46Z,duvhbifjh37mvlm46akiy431m,M. Juhl,,,5161663721,56,Back,5161663725,347,,5161663727,233,501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711323937,501,5,2,50,19,a9vw7ikerpr4cuweeeka5aneg,0,70.6,100.7,2024-08-20T17:06:25.169Z,2024-08-20T18:03:46Z,9dh7cnu4uzbraeck0t5iqlj4k,A. Herdonsson,,,5161663617,56,Left,5161663619,347,,5161663731,233,377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711323959,378,1,2,50,33,bd4qakf7j0wwie8wke9km7uj8,1,31.3,0.0,2024-08-20T17:06:38.888Z,2024-08-20T17:06:42Z,duvhbifjh37mvlm46akiy431m,M. Juhl,,,5161663757,213,1.03,5161663749,56,Back,5161663755,212,14.8,5161663751,140,38.5,5161663753,141,17.6,5161663747,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711323965,379,1,2,50,37,bd4qakf7j0wwie8wke9km7uj8,0,38.5,17.6,2024-08-20T17:06:42.425Z,2024-08-20T17:06:45Z,4rhxehi019n7z1z1m7a39w1sk,K. Nyegaard,,,5161663787,155,,5161663797,212,56.5,5161663791,56,Back,5161663789,196,,5161663795,141,100.0,5161663799,213,1.59,5161663801,1,,5161663793,140,37.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711323967,380,5,2,50,39,bd4qakf7j0wwie8wke9km7uj8,0,40.6,100.9,2024-08-20T17:06:44.631Z,2024-08-20T18:03:47Z,4rhxehi019n7z1z1m7a39w1sk,K. Nyegaard,,,5161663805,347,,5161665831,233,502,5161663803,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711323981,502,5,2,50,39,a9vw7ikerpr4cuweeeka5aneg,1,59.4,-0.9,2024-08-20T17:06:44.631Z,2024-08-20T18:03:47Z,9dh7cnu4uzbraeck0t5iqlj4k,A. Herdonsson,,,5161663883,56,Right,5161663885,347,,5161665827,233,380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711323993,503,1,2,50,47,a9vw7ikerpr4cuweeeka5aneg,1,54.6,0.0,2024-08-20T17:06:52.678Z,2024-08-20T17:06:56Z,a6ymx4wkrn260rtpb360nsiqd,M. Kallesøe,,,5161663947,213,1.55,5161663939,56,Right,5161663943,141,16.8,5161663941,140,54.9,5161663937,107,,5161663945,212,12.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711323999,504,1,2,50,51,a9vw7ikerpr4cuweeeka5aneg,1,55.8,31.5,2024-08-20T17:06:56.758Z,2024-08-20T17:07:02Z,cl4xl80n4gew1ox03r3ooshrd,O. Kjærgaard,,,5161664005,213,1.86,5161664001,141,65.7,5161664003,212,24.3,5161663999,140,49.1,5161663997,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711324003,505,1,2,50,56,a9vw7ikerpr4cuweeeka5aneg,1,60.4,72.1,2024-08-20T17:07:02.110Z,2024-08-20T17:07:05Z,61vr9xr91fr4g6ayzga5vn9w5,A. Ludwig,,,5161664027,140,71.0,5161664031,212,17.4,5161664033,213,0.88,5161664029,141,91.8,5161664025,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711324007,506,1,2,51,0,a9vw7ikerpr4cuweeeka5aneg,1,70.9,92.0,2024-08-20T17:07:05.534Z,2024-08-20T17:07:09Z,bdz03qovxerzrv12lgljae1p0,C. Tapé,,,5161664071,141,82.7,5161664075,213,4.42,5161664067,56,Left,5161664069,140,69.1,5161664073,212,6.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711324009,507,1,2,51,4,a9vw7ikerpr4cuweeeka5aneg,1,69.8,82.4,2024-08-20T17:07:09.630Z,2024-08-20T17:07:11Z,81w1fqi66z0ibawynhraybaxg,S. Ngabo,,,5161664085,212,6.5,5161664081,140,74.4,5161664079,56,Center,5161664083,141,76.1,5161664087,213,5.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711324013,508,1,2,51,5,a9vw7ikerpr4cuweeeka5aneg,1,74.4,76.1,2024-08-20T17:07:11.206Z,2024-08-20T17:07:12Z,eso2tbbpnxu9qvx6zy07m5jx0,J. Madsen,,,5161664105,140,74.0,5161664107,141,81.7,5161664109,212,3.8,5161664111,213,1.68,5161664103,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711324017,509,1,2,51,6,a9vw7ikerpr4cuweeeka5aneg,0,74.0,81.7,2024-08-20T17:07:11.926Z,2024-08-20T17:07:12Z,81w1fqi66z0ibawynhraybaxg,S. Ngabo,,,5161664133,212,8.2,5161664135,213,5.48,5161664131,141,73.0,5161664127,56,Center,5161664129,140,79.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711324023,381,12,2,51,7,bd4qakf7j0wwie8wke9km7uj8,1,11.3,35.3,2024-08-20T17:07:13.161Z,2024-08-20T17:07:16Z,99tm7b6ux9s4qocz0y4pcahas,V. Montell,,,5161664151,212,25.7,5161664145,56,Back,5161664147,140,32.9,5161664149,141,17.5,5161664153,213,5.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711324021,510,83,2,51,9,a9vw7ikerpr4cuweeeka5aneg,0,66.1,75.1,2024-08-20T17:07:14.767Z,2024-08-20T17:07:17Z,9dh7cnu4uzbraeck0t5iqlj4k,A. Herdonsson,,,5161664185,399,cf6zq49y8v1ekw07e7yi3uac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711324027,383,1,2,51,11,bd4qakf7j0wwie8wke9km7uj8,1,33.1,16.4,2024-08-20T17:07:16.257Z,2024-08-20T17:07:17Z,cf6zq49y8v1ekw07e7yi3uac,A. Maarup,,,5161664163,212,8.0,5161664161,141,11.0,5161664165,213,3.62,5161664159,140,26.3,5161664157,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711324033,384,1,2,51,11,bd4qakf7j0wwie8wke9km7uj8,1,26.3,11.0,2024-08-20T17:07:17.033Z,2024-08-20T17:07:18Z,7h02v4ymnko5fh01iylbh34es,R. Arabaci,,,5161664187,56,Back,5161664195,213,0.83,5161664191,141,26.2,5161664189,140,35.3,5161664193,212,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711324039,385,1,2,51,13,bd4qakf7j0wwie8wke9km7uj8,0,35.3,26.2,2024-08-20T17:07:18.593Z,2024-08-20T17:07:22Z,4rhxehi019n7z1z1m7a39w1sk,K. Nyegaard,,,5161664233,140,71.0,5161664231,56,Center,5161664235,141,60.8,5161664239,213,0.56,5161664241,1,,5161664229,155,,5161664237,212,44.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711324043,511,61,2,51,19,a9vw7ikerpr4cuweeeka5aneg,0,27.0,28.6,2024-08-20T17:07:24.565Z,2024-08-20T17:07:24Z,5lu7bn7uec3zjqpoi1x81gbu1,S. Hausner,,,5161664249,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711324057,386,1,2,51,21,bd4qakf7j0wwie8wke9km7uj8,1,68.2,86.0,2024-08-20T17:07:27.034Z,2024-08-20T17:07:29Z,m031ocyfq011rual3olkegdm,A. Taranis,,,5161664341,213,4.37,5161664337,141,72.8,5161664339,212,9.5,5161664335,140,65.2,5161664333,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711324061,387,1,2,51,24,bd4qakf7j0wwie8wke9km7uj8,1,71.3,67.2,2024-08-20T17:07:29.402Z,2024-08-20T17:07:32Z,aejgqvdw1jftxaa538kaa15w4,O. Juul,,,5161664371,213,2.08,5161664363,56,Left,5161664365,140,67.0,5161664367,141,79.2,5161664369,212,9.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711324071,388,1,2,51,26,bd4qakf7j0wwie8wke9km7uj8,1,65.1,85.5,2024-08-20T17:07:32.122Z,2024-08-20T17:07:38Z,m031ocyfq011rual3olkegdm,A. Taranis,,,5161664429,212,54.3,5161664421,196,,5161664425,140,82.1,5161664423,56,Right,5161664427,141,10.1,5161664431,213,5.05,5161664419,155,,5161664433,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711324073,389,1,2,51,33,bd4qakf7j0wwie8wke9km7uj8,0,88.6,14.2,2024-08-20T17:07:38.625Z,2024-08-20T19:08:32Z,7h02v4ymnko5fh01iylbh34es,R. Arabaci,,,5161672781,236,,5161672783,233,512,5161664439,155,,5161664447,212,2.6,5161672787,286,,5161664443,140,90.0,5161664441,56,Right,5161664445,141,17.3,5161664437,2,5161664449,213,0.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711324079,512,12,2,51,33,a9vw7ikerpr4cuweeeka5aneg,1,7.8,80.6,2024-08-20T17:07:38.725Z,2024-08-20T17:20:38Z,bdz03qovxerzrv12lgljae1p0,C. Tapé,,,5161672789,233,389,5161664479,56,Back,5161672775,185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711324081,390,6,2,51,35,bd4qakf7j0wwie8wke9km7uj8,1,100.0,33.7,2024-08-20T17:07:41.234Z,2024-08-20T18:02:45Z,7h02v4ymnko5fh01iylbh34es,R. Arabaci,,,5161664509,75,,5161664507,56,Center,5161664517,233,513,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711324085,513,6,2,51,35,a9vw7ikerpr4cuweeeka5aneg,0,0.0,66.3,2024-08-20T17:07:41.234Z,2024-08-20T18:02:46Z,bdz03qovxerzrv12lgljae1p0,C. Tapé,,,5161664515,73,,5161664521,233,390,5161664513,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711324131,391,1,2,52,7,bd4qakf7j0wwie8wke9km7uj8,1,99.5,0.5,2024-08-20T17:08:12.257Z,2024-08-20T17:08:17Z,bwozpgcm48s08t1glxfgjajmd,N. Halse,,,5161664831,213,1.97,5161664821,224,,5161664827,141,37.3,5161664815,2,,5161664819,155,,5161664829,212,27.1,5161664825,140,89.5,5161664817,6,,5161664823,56,,,,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711324139,392,1,2,52,10,bd4qakf7j0wwie8wke9km7uj8,0,89.5,37.3,2024-08-20T17:08:15.834Z,2024-08-20T17:23:10Z,99tm7b6ux9s4qocz0y4pcahas,V. Montell,,,5161664859,213,1.38,5161664855,141,57.0,5161664851,56,Center,5161664847,3,,5161664853,140,91.9,5161664857,212,13.6,5161664849,168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711324135,515,44,2,52,10,a9vw7ikerpr4cuweeeka5aneg,1,12.9,54.8,2024-08-20T17:08:16.190Z,2024-08-20T18:02:58Z,61vr9xr91fr4g6ayzga5vn9w5,A. Ludwig,,,5161674053,233,393,5161673133,285,,5161673131,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711324145,393,44,2,52,10,bd4qakf7j0wwie8wke9km7uj8,0,87.1,45.2,2024-08-20T17:08:16.191Z,2024-08-20T18:02:58Z,cf6zq49y8v1ekw07e7yi3uac,A. Maarup,,,5161674013,286,,5161674011,56,Center,5161674057,233,515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711324133,514,12,2,52,11,a9vw7ikerpr4cuweeeka5aneg,1,11.2,55.4,2024-08-20T17:08:16.864Z,2024-08-20T17:23:15Z,61vr9xr91fr4g6ayzga5vn9w5,A. Ludwig,,,5161673859,140,22.6,5161674083,15,,5161673865,213,0.24,5161673861,141,59.7,5161672503,56,Back,5161673863,212,12.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711324151,394,1,2,52,15,bd4qakf7j0wwie8wke9km7uj8,0,73.0,54.2,2024-08-20T17:08:20.362Z,2024-08-20T17:08:20Z,4rhxehi019n7z1z1m7a39w1sk,K. Nyegaard,,,5161664921,213,5.80,5161664913,56,Center,5161664917,141,37.4,5161664919,212,24.6,5161664911,155,,5161664915,140,93.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711324153,516,12,2,52,15,a9vw7ikerpr4cuweeeka5aneg,1,5.7,59.6,2024-08-20T17:08:20.486Z,2024-08-20T17:08:22Z,5lu7bn7uec3zjqpoi1x81gbu1,S. Hausner,,,5161664929,141,77.9,5161664937,213,0.76,5161664925,140,18.1,5161664933,212,18.0,5161664923,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711324163,395,1,2,52,17,bd4qakf7j0wwie8wke9km7uj8,1,77.2,28.0,2024-08-20T17:08:22.426Z,2024-08-20T17:08:23Z,7h02v4ymnko5fh01iylbh34es,R. Arabaci,,,5161664987,141,11.6,5161664983,56,Right,5161664985,140,78.7,5161664981,155,,5161664991,213,4.85,5161664989,212,11.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711324171,396,1,2,52,18,bd4qakf7j0wwie8wke9km7uj8,1,78.7,11.6,2024-08-20T17:08:23.425Z,2024-08-20T17:08:25Z,bwozpgcm48s08t1glxfgjajmd,N. Halse,,,5161665063,213,2.66,5161665057,140,73.2,5161665061,212,6.5,5161665059,141,16.0,5161665055,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711324177,397,1,2,52,20,bd4qakf7j0wwie8wke9km7uj8,1,73.7,15.4,2024-08-20T17:08:25.426Z,2024-08-20T17:23:49Z,7h02v4ymnko5fh01iylbh34es,R. Arabaci,1.0,,5161665079,2,,5161665083,56,Center,5161665089,212,16.7,5161665091,213,0.63,5161665081,155,,5161665085,140,86.5,5161674319,210,15,5161665087,141,29.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711324181,398,15,2,52,23,bd4qakf7j0wwie8wke9km7uj8,1,85.1,30.7,2024-08-20T17:08:28.474Z,2024-08-20T19:09:56Z,99tm7b6ux9s4qocz0y4pcahas,V. Montell,,,5161674355,146,86.9,5161674265,82,,5161674339,72,,5161674343,29,,5161674349,102,53.9,5161674337,25,,5161674361,231,47.7,5161674341,76,,5161674359,230,5161674353,215,,99.4,5161665101,63,5161674357,147,5161674345,55,5161674351,103,19,5161674415,233,517,5161665103,56,Center,,,33.6,,,,,397,,,,,,,,
2711324183,517,10,2,52,23,a9vw7ikerpr4cuweeeka5aneg,1,13.1,66.4,2024-08-20T17:08:28.574Z,2024-08-20T19:29:38Z,5lu7bn7uec3zjqpoi1x81gbu1,S. Hausner,,,5161674419,233,398,5161665125,56,Back,5161665123,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711324209,400,43,2,52,25,bd4qakf7j0wwie8wke9km7uj8,1,0.0,0.0,2024-08-20T17:08:30.507Z,2024-08-20T17:25:27Z,cf6zq49y8v1ekw07e7yi3uac,A. Maarup,,,5161675193,144,44,5161665261,286,0,5161665259,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711324191,399,5,2,52,26,bd4qakf7j0wwie8wke9km7uj8,1,69.8,-1.2,2024-08-20T17:08:31.894Z,2024-08-20T18:03:48Z,99tm7b6ux9s4qocz0y4pcahas,V. Montell,,,5161665169,347,,5161665167,56,Right,5161665187,233,518,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711324187,518,5,2,52,26,a9vw7ikerpr4cuweeeka5aneg,0,30.2,101.2,2024-08-20T17:08:31.894Z,2024-08-20T18:03:48Z,5lu7bn7uec3zjqpoi1x81gbu1,S. Hausner,,,5161665195,233,399,5161665149,347,,5161665147,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711324219,401,1,2,52,41,bd4qakf7j0wwie8wke9km7uj8,1,66.4,0.0,2024-08-20T17:08:46.386Z,2024-08-20T17:09:56Z,aejgqvdw1jftxaa538kaa15w4,O. Juul,,,5161665313,212,7.3,5161665309,140,68.6,5161665305,107,,5161665993,189,,5161665315,213,1.25,5161665311,141,9.1,5161665307,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711324223,402,1,2,52,44,bd4qakf7j0wwie8wke9km7uj8,1,68.6,9.1,2024-08-20T17:08:49.763Z,2024-08-20T19:30:58Z,bwozpgcm48s08t1glxfgjajmd,N. Halse,,1.0,5161665949,210,16,5161665337,212,45.7,5161665329,196,,5161665333,140,77.4,5161665339,213,1.37,5161665327,155,,5161665335,141,74.9,5161665341,1,,5161665951,22,5161665331,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711324295,403,16,2,52,52,bd4qakf7j0wwie8wke9km7uj8,1,76.7,61.2,2024-08-20T17:08:58.243Z,2024-08-20T18:43:52Z,m031ocyfq011rual3olkegdm,A. Taranis,,,5161665989,231,51.6,5161665973,80,,5161665985,215,,5161665903,374,2024-08-20 18:08:56.706,5161665983,103,14.6,5161665975,29,,5161665987,230,97.1,5161665755,56,Center,5161665907,375,5161665977,55,402,52:51.461,5161665753,18,5161665981,102,5161665751,22,5161665899,20,,,,,,,,,,45.7,,,,,,,,,,,,,
2711324321,519,1,2,53,51,a9vw7ikerpr4cuweeeka5aneg,1,49.7,50.1,2024-08-20T17:09:56.855Z,2024-08-20T17:09:59Z,3epwf56ozg73hueacwmckk0r9,S. Pingel,,,5161666019,279,G,5161666015,212,12.0,5161666011,140,38.8,5161666009,56,Back,5161666013,141,55.2,5161666017,213,2.85,5161666023,189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711324323,520,1,2,53,53,a9vw7ikerpr4cuweeeka5aneg,1,38.8,54.8,2024-08-20T17:09:59.069Z,2024-08-20T17:10:00Z,9dh7cnu4uzbraeck0t5iqlj4k,A. Herdonsson,,,5161666033,213,2.02,5161666027,140,35.0,5161666031,212,9.2,5161666029,141,67.0,5161666025,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711324329,521,1,2,53,55,a9vw7ikerpr4cuweeeka5aneg,1,35.0,67.0,2024-08-20T17:10:00.653Z,2024-08-20T17:10:05Z,61vr9xr91fr4g6ayzga5vn9w5,A. Ludwig,,,5161666077,213,4.59,5161666069,56,Back,5161666071,140,32.9,5161666075,212,17.6,5161666073,141,41.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711324333,522,1,2,53,59,a9vw7ikerpr4cuweeeka5aneg,1,38.8,36.9,2024-08-20T17:10:05.174Z,2024-08-20T17:10:07Z,5lu7bn7uec3zjqpoi1x81gbu1,S. Hausner,,,5161666097,140,38.7,5161666103,213,1.58,5161666099,141,65.4,5161666095,56,Back,5161666101,212,19.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711324341,523,1,2,54,1,a9vw7ikerpr4cuweeeka5aneg,1,39.6,65.2,2024-08-20T17:10:07.037Z,2024-08-20T17:10:11Z,61vr9xr91fr4g6ayzga5vn9w5,A. Ludwig,,,5161666159,141,83.0,5161666155,56,Back,5161666157,140,44.4,5161666161,212,13.1,5161666163,213,1.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711324343,404,45,2,54,6,bd4qakf7j0wwie8wke9km7uj8,0,40.6,16.2,2024-08-20T17:10:11.567Z,2024-08-20T17:10:17Z,7h02v4ymnko5fh01iylbh34es,R. Arabaci,,,5161666169,285,,5161666167,56,Back,5161666181,233,524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711324345,524,3,2,54,6,a9vw7ikerpr4cuweeeka5aneg,1,59.4,83.8,2024-08-20T17:10:11.567Z,2024-08-20T17:10:15Z,eso2tbbpnxu9qvx6zy07m5jx0,J. Madsen,,,5161666173,286,,5161666175,233,404,5161666171,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711324353,525,1,2,54,6,a9vw7ikerpr4cuweeeka5aneg,1,53.4,85.3,2024-08-20T17:10:12.041Z,2024-08-20T17:10:16Z,eso2tbbpnxu9qvx6zy07m5jx0,J. Madsen,,,5161666227,212,11.0,5161666223,140,60.5,5161666225,141,73.5,5161666221,56,Center,5161666229,213,5.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711324355,526,1,2,54,8,a9vw7ikerpr4cuweeeka5aneg,1,60.5,73.5,2024-08-20T17:10:13.885Z,2024-08-20T17:10:16Z,3epwf56ozg73hueacwmckk0r9,S. Pingel,,,5161666233,56,Left,5161666235,140,61.2,5161666241,213,1.46,5161666239,212,6.9,5161666237,141,83.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711324359,527,1,2,54,9,a9vw7ikerpr4cuweeeka5aneg,1,61.2,83.6,2024-08-20T17:10:14.629Z,2024-08-20T17:10:17Z,81w1fqi66z0ibawynhraybaxg,S. Ngabo,,,5161666259,56,Left,5161666267,213,0.24,5161666263,141,90.5,5161666265,212,20.1,5161666261,140,79.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
