id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/11/value,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/10/value,qualifier/16/value
2743709069,523,15,1,44,50,6wwwud48qahpwrfxs20334qk5,1,74.5,56.3,2024-11-03T14:45:15.815Z,2024-11-03T16:48:55Z,ayxi2m0g0pm6rl1ba5pto66z9,G. Marcussen,,,5338784949,215,,5338784429,29,,5338783915,82,,5338784427,80,,5338784443,230,97.7,5338781625,18,,5338781629,56,Center,5338784445,231,49.3,5338783887,20,,5338781623,22,,5338784435,102,5338784439,146,5338784441,147,54.0,5338784559,233,362,5338784437,103,81.6,19,5338784431,55,522,,,48.0,
2743709083,362,10,1,44,50,dbl7ir1qugqz8nvp1vzn8im50,1,18.4,46.0,2024-11-03T14:45:15.915Z,2024-11-03T14:47:24Z,wha77a8wm7jyn32743y0w79x,T. Trybull,,,5338781691,56,Back,5338781685,94,,5338784621,233,523,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743709167,524,15,1,44,54,6wwwud48qahpwrfxs20334qk5,1,88.6,36.7,2024-11-03T14:45:19.999Z,2024-11-03T14:45:26Z,9jqox80arzpytv1b136jobhpm,A. Bøndergaard,,,5338782975,147,48.4,5338782943,77,,5338783017,233,363,5338782963,458,,5338782949,108,,5338782175,22,,5338782969,146,98.1,5338782947,103,21.5,5338782595,20,,5338782177,63,,5338782179,56,5338782945,102,,,,,,,,,52.4,,,,,,,Center,
2743709157,363,10,1,44,55,dbl7ir1qugqz8nvp1vzn8im50,1,1.9,50.3,2024-11-03T14:45:20.099Z,2024-11-03T14:45:24Z,4clmd8g8jogdfvauhijd7n55h,V. Myhra,,,5338782751,233,524,5338782119,178,,5338782121,182,,5338782473,177,,5338782123,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743709643,366,70,1,45,13,dbl7ir1qugqz8nvp1vzn8im50,1,0.0,0.0,2024-11-03T14:45:38.292Z,2024-11-03T14:45:38Z,,,,,5338784839,277,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743709769,367,1,1,45,14,dbl7ir1qugqz8nvp1vzn8im50,0,18.3,25.6,2024-11-03T14:45:39.560Z,2024-11-03T14:45:44Z,4clmd8g8jogdfvauhijd7n55h,V. Myhra,,,5338785511,213,0.02,5338785501,198,,5338785507,141,27.0,5338785499,157,,5338785509,212,61.5,5338785505,140,76.9,5338785513,1,,5338785503,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743709767,525,44,1,45,17,6wwwud48qahpwrfxs20334qk5,1,26.3,72.2,2024-11-03T14:45:42.774Z,2024-11-03T15:00:45Z,3od63zrf6cay4d6ync9i2iuqc,F. Rieper,,,5338785491,285,,5338785489,56,Back,5338785709,233,368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743709777,368,44,1,45,17,dbl7ir1qugqz8nvp1vzn8im50,0,73.7,27.8,2024-11-03T14:45:42.775Z,2024-11-03T15:00:45Z,5wmik73cqursg7sv3w14ue5pm,L. Deedson,,,5338785539,286,,5338785753,233,525,5338785537,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743709843,526,1,1,45,18,6wwwud48qahpwrfxs20334qk5,1,30.8,69.9,2024-11-03T14:45:43.094Z,2024-11-03T14:45:46Z,3od63zrf6cay4d6ync9i2iuqc,F. Rieper,,,5338785905,141,81.1,5338785903,140,41.2,5338785899,3,,5338785901,56,Back,5338785907,212,13.3,5338785909,213,0.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743709871,527,44,1,45,19,6wwwud48qahpwrfxs20334qk5,1,34.8,79.0,2024-11-03T14:45:44.950Z,2024-11-03T14:45:51Z,23sc7wc7my7wes6cuaxw1v0no,J. Lindekilde,,,5338786035,285,,5338786145,233,369,5338786031,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743709815,369,44,1,45,19,dbl7ir1qugqz8nvp1vzn8im50,0,65.2,21.0,2024-11-03T14:45:44.951Z,2024-11-03T14:45:52Z,e9o7q10wnhex4e8eo47mobbvt,J. Bonde,,,5338785771,56,Right,5338785775,286,,5338786227,233,527,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743709885,528,1,1,45,20,6wwwud48qahpwrfxs20334qk5,0,41.2,81.1,2024-11-03T14:45:45.151Z,2024-11-03T14:45:47Z,23sc7wc7my7wes6cuaxw1v0no,J. Lindekilde,,,5338786099,56,Back,5338786113,213,0.00,5338786103,140,42.3,5338786105,141,81.1,5338786091,3,,5338786109,212,1.2,5338786095,168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743709855,370,61,1,45,21,dbl7ir1qugqz8nvp1vzn8im50,1,69.5,22.2,2024-11-03T14:45:46.318Z,2024-11-03T14:45:46Z,e9o7q10wnhex4e8eo47mobbvt,J. Bonde,,,5338785961,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743709913,371,1,1,45,22,dbl7ir1qugqz8nvp1vzn8im50,1,69.5,16.5,2024-11-03T14:45:47.104Z,2024-11-03T14:45:48Z,wha77a8wm7jyn32743y0w79x,T. Trybull,,,5338786253,213,5.65,5338786247,140,73.6,5338786249,141,11.9,5338786251,212,5.3,5338786243,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743710053,372,1,1,45,22,dbl7ir1qugqz8nvp1vzn8im50,1,73.6,11.9,2024-11-03T14:45:47.768Z,2024-11-03T14:45:53Z,e9o7q10wnhex4e8eo47mobbvt,J. Bonde,,,5338786945,212,11.1,5338786943,141,27.0,5338786941,140,69.7,5338786939,56,Center,5338786949,213,1.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743710027,529,83,1,45,24,6wwwud48qahpwrfxs20334qk5,0,34.3,72.3,2024-11-03T14:45:49.950Z,2024-11-03T14:45:55Z,7rt4wpc0qphwnvhn8jeazesfe,F. Winther,,,5338787267,399,2z8u8kyv91shp0la8alkn6kus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743710071,373,1,1,45,28,dbl7ir1qugqz8nvp1vzn8im50,1,73.9,41.2,2024-11-03T14:45:53.112Z,2024-11-03T14:45:54Z,2z8u8kyv91shp0la8alkn6kus,M. Ejdum,,,5338787079,213,0.17,5338787071,56,Center,5338787077,212,9.5,5338787073,140,82.8,5338787075,141,43.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743710095,374,1,1,45,28,dbl7ir1qugqz8nvp1vzn8im50,0,82.8,43.6,2024-11-03T14:45:53.913Z,2024-11-03T14:47:00Z,axyrfq1u8nwcj2ss5498u8qhg,L. Kjerrumgaard,,,5338787223,213,1.94,5338787219,141,62.1,5338787221,212,13.5,5338787215,56,Center,5338787217,140,78.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743710145,530,8,1,45,31,6wwwud48qahpwrfxs20334qk5,1,26.0,37.7,2024-11-03T14:45:56.455Z,2024-11-03T14:45:56Z,65g5cfsdr10378yvmkpm19444,A. Dahl,,,5338787493,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743710277,532,1,1,45,34,6wwwud48qahpwrfxs20334qk5,0,31.4,34.8,2024-11-03T14:45:59.327Z,2024-11-03T14:46:08Z,y4dl1rer075c9wz6zhx7skbt,O. Buch,,,5338788919,157,,5338788213,212,61.2,5338788209,140,81.1,5338788207,56,Left,5338788217,213,0.55,5338788211,141,81.8,5338788221,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743710303,375,12,1,45,37,dbl7ir1qugqz8nvp1vzn8im50,1,26.1,22.5,2024-11-03T14:46:03Z,2024-11-03T14:46:05Z,dqtarwrqvkopmzbt2ovp2dln9,B. Paulsen,,,5338788459,167,,5338788385,140,28.0,5338788391,213,4.83,5338788383,56,Back,5338788387,141,0.0,5338788389,212,16.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743710307,376,5,1,45,39,dbl7ir1qugqz8nvp1vzn8im50,0,25.6,-1.7000000000000002,2024-11-03T14:46:04.034Z,2024-11-03T16:07:11Z,dqtarwrqvkopmzbt2ovp2dln9,B. Paulsen,,,5338789017,233,533,5338788405,347,,5338788403,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743710407,533,5,1,45,39,6wwwud48qahpwrfxs20334qk5,1,74.4,101.7,2024-11-03T14:46:04.034Z,2024-11-03T16:07:10Z,y4dl1rer075c9wz6zhx7skbt,O. Buch,,,5338788869,347,,5338788865,56,Left,5338788993,233,376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743710501,534,1,1,45,44,6wwwud48qahpwrfxs20334qk5,1,81.9,100.0,2024-11-03T14:46:09.982Z,2024-11-03T14:46:12Z,ayxi2m0g0pm6rl1ba5pto66z9,G. Marcussen,,,5338789439,212,17.8,5338789441,213,3.84,5338789433,140,68.9,5338789429,107,,5338789435,141,85.0,5338789431,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743710541,535,1,1,45,47,6wwwud48qahpwrfxs20334qk5,0,70.4,76.3,2024-11-03T14:46:12.102Z,2024-11-03T14:46:14Z,23sc7wc7my7wes6cuaxw1v0no,J. Lindekilde,,,5338789621,140,71.7,5338789617,56,Center,5338789625,141,28.8,5338789635,213,4.75,5338789631,212,32.3,5338789639,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743710711,378,1,1,45,55,dbl7ir1qugqz8nvp1vzn8im50,1,72.7,71.2,2024-11-03T14:46:20.512Z,2024-11-03T14:46:23Z,2uw6m0yavlvkkiob73hoywb56,G. Grubbe,,,5338790563,56,Center,5338790565,140,88.0,5338790571,213,0.16,5338790569,212,16.3,5338790567,141,75.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743710729,379,1,1,45,58,dbl7ir1qugqz8nvp1vzn8im50,0,85.7,74.7,2024-11-03T14:46:23.224Z,2024-11-03T14:46:24Z,2z8u8kyv91shp0la8alkn6kus,M. Ejdum,,,5338790655,140,85.7,5338790653,56,Center,5338790713,236,,5338790717,233,536,5338790661,213,4.71,5338790657,141,71.5,5338790721,286,,5338790659,212,2.2,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743710725,536,74,1,45,58,6wwwud48qahpwrfxs20334qk5,1,15.0,36.1,2024-11-03T14:46:23.225Z,2024-11-03T14:46:25Z,b1kyjkhaaiw32cb4bubbpm7tg,J. Kudsk,,,5338790643,56,Back,5338790765,233,379,5338790645,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743710767,537,43,1,46,0,6wwwud48qahpwrfxs20334qk5,1,0.0,0.0,2024-11-03T14:46:25.367Z,2024-11-03T14:46:30Z,b1kyjkhaaiw32cb4bubbpm7tg,J. Kudsk,,,5338791495,144,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743710819,380,30,1,46,2,dbl7ir1qugqz8nvp1vzn8im50,1,0.0,0.0,2024-11-03T14:46:27.881Z,2024-11-03T14:46:28Z,,,,,5338791185,57,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743710933,538,30,1,46,2,6wwwud48qahpwrfxs20334qk5,1,0.0,0.0,2024-11-03T14:46:27.881Z,2024-11-03T14:46:32Z,,,,,5338791863,57,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743725103,542,18,2,45,0,6wwwud48qahpwrfxs20334qk5,1,0.0,0.0,2024-11-03T14:59:57.871Z,2024-11-03T14:59:58Z,23sc7wc7my7wes6cuaxw1v0no,J. Lindekilde,,,5338868509,44,Defender,5338868511,59,21,5338868561,55,543,5338868505,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743725109,543,19,2,45,0,6wwwud48qahpwrfxs20334qk5,1,0.0,0.0,2024-11-03T14:59:57.872Z,2024-11-03T16:11:30Z,289rctmvd5ppy9zqn98jbe4et,A. Muçolli,,,5339358641,292,5,5338868533,42,,5338868543,55,542,5338868539,59,98,5338868541,44,Midfielder,5339358645,293,1,5338868537,145,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743726721,385,32,2,45,0,dbl7ir1qugqz8nvp1vzn8im50,1,0.0,0.0,2024-11-03T15:02:01.320Z,2024-11-03T15:02:01Z,,,,,5338877189,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743726747,544,32,2,45,0,6wwwud48qahpwrfxs20334qk5,1,0.0,0.0,2024-11-03T15:02:01.320Z,2024-11-03T15:02:02Z,,,,,5338877327,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743726807,386,1,2,45,0,dbl7ir1qugqz8nvp1vzn8im50,1,49.9,50.0,2024-11-03T15:02:01.321Z,2024-11-03T15:02:05Z,e9o7q10wnhex4e8eo47mobbvt,J. Bonde,,,5338877665,213,3.48,5338877663,212,21.3,5338877667,279,S,5338877657,56,Back,5338877661,141,39.5,5338877659,140,30.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743726839,387,1,2,45,4,dbl7ir1qugqz8nvp1vzn8im50,0,31.0,40.1,2024-11-03T15:02:05.703Z,2024-11-03T15:02:07Z,dqtarwrqvkopmzbt2ovp2dln9,B. Paulsen,,,5338877835,141,63.6,5338877831,56,Center,5338877837,212,46.3,5338877839,213,0.35,5338877841,1,,5338877833,140,72.4,5338877829,157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743726847,545,1,2,45,6,6wwwud48qahpwrfxs20334qk5,0,28.1,28.3,2024-11-03T15:02:07.559Z,2024-11-03T15:02:09Z,b1kyjkhaaiw32cb4bubbpm7tg,J. Kudsk,,,5338877925,3,,5338877927,56,Back,5338877931,141,26.1,5338877935,213,6.21,5338877929,140,48.2,5338877933,212,21.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743726861,388,1,2,45,8,dbl7ir1qugqz8nvp1vzn8im50,1,59.9,69.4,2024-11-03T15:02:09.503Z,2024-11-03T15:02:10Z,wha77a8wm7jyn32743y0w79x,T. Trybull,,,5338878045,212,10.1,5338878043,141,63.7,5338878041,140,68.8,5338878047,213,5.89,5338878039,56,Center,5338878037,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743726865,389,61,2,45,9,dbl7ir1qugqz8nvp1vzn8im50,0,68.8,63.7,2024-11-03T15:02:10.462Z,2024-11-03T15:02:11Z,2z8u8kyv91shp0la8alkn6kus,M. Ejdum,,,5338878077,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743726883,547,1,2,45,9,6wwwud48qahpwrfxs20334qk5,1,34.4,31.5,2024-11-03T15:02:10.983Z,2024-11-03T15:02:13Z,7rt4wpc0qphwnvhn8jeazesfe,F. Winther,,,5338878151,213,1.63,5338878149,212,29.4,5338878147,141,74.7,5338878143,56,Back,5338878145,140,32.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743726921,548,1,2,45,12,6wwwud48qahpwrfxs20334qk5,1,35.8,73.6,2024-11-03T15:02:13.743Z,2024-11-03T15:02:15Z,289rctmvd5ppy9zqn98jbe4et,A. Muçolli,,,5338878325,212,8.4,5338878327,213,2.68,5338878321,140,28.6,5338878319,56,Back,5338878323,141,79.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743726975,549,1,2,45,14,6wwwud48qahpwrfxs20334qk5,1,28.6,80.0,2024-11-03T15:02:15.494Z,2024-11-03T15:02:19Z,4bojyjyvkdgm1lss6n37q2t5g,D. Kristjánsson,,,5338878729,140,27.5,5338878733,212,10.2,5338878739,213,4.60,5338878731,141,65.1,5338878727,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743727007,550,1,2,45,18,6wwwud48qahpwrfxs20334qk5,1,27.8,64.2,2024-11-03T15:02:19.726Z,2024-11-03T15:02:22Z,3od63zrf6cay4d6ync9i2iuqc,F. Rieper,,,5338878937,213,1.55,5338878931,140,28.1,5338878935,212,15.8,5338878929,56,Back,5338878933,141,87.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743727057,551,1,2,45,20,6wwwud48qahpwrfxs20334qk5,1,29.0,88.3,2024-11-03T15:02:21.974Z,2024-11-03T15:02:25Z,4bojyjyvkdgm1lss6n37q2t5g,D. Kristjánsson,,,5338879237,56,Back,5338879241,141,79.6,5338879247,213,4.36,5338879239,140,26.9,5338879243,212,6.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743727245,552,1,2,45,23,6wwwud48qahpwrfxs20334qk5,1,25.4,75.1,2024-11-03T15:02:25.142Z,2024-11-03T15:02:37Z,3od63zrf6cay4d6ync9i2iuqc,F. Rieper,,,5338880147,212,25.8,5338880141,56,Back,5338880149,213,4.09,5338880145,141,44.3,5338880143,140,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743727273,553,1,2,45,35,6wwwud48qahpwrfxs20334qk5,1,15.8,52.7,2024-11-03T15:02:36.950Z,2024-11-03T15:02:39Z,eiy7fhqxdx3ypg4dq4454hpbe,V. Birksø,,,5338880315,212,18.3,5338880303,56,Back,5338880311,141,25.9,5338880307,140,14.6,5338880319,213,4.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743727321,554,1,2,45,38,6wwwud48qahpwrfxs20334qk5,1,15.9,24.7,2024-11-03T15:02:39.486Z,2024-11-03T15:02:42Z,b1kyjkhaaiw32cb4bubbpm7tg,J. Kudsk,,,5338880621,213,2.01,5338880615,140,9.4,5338880617,141,46.1,5338880619,212,16.1,5338880613,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743727399,555,1,2,45,41,6wwwud48qahpwrfxs20334qk5,1,8.3,40.0,2024-11-03T15:02:42.776Z,2024-11-03T15:02:47Z,eiy7fhqxdx3ypg4dq4454hpbe,V. Birksø,,,5338881017,213,5.62,5338881021,1,,5338880999,155,,5338881009,141,8.6,5338881005,140,34.1,5338881003,56,Back,5338881013,212,34.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743727423,556,1,2,45,46,6wwwud48qahpwrfxs20334qk5,1,30.3,12.8,2024-11-03T15:02:47.566Z,2024-11-03T15:02:49Z,y4dl1rer075c9wz6zhx7skbt,O. Buch,,,5338881141,141,36.0,5338881137,140,37.2,5338881149,213,1.14,5338881145,212,17.4,5338881133,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743727437,557,1,2,45,48,6wwwud48qahpwrfxs20334qk5,1,39.3,32.7,2024-11-03T15:02:49.383Z,2024-11-03T15:02:50Z,ayxi2m0g0pm6rl1ba5pto66z9,G. Marcussen,,,5338881211,213,3.45,5338881207,141,30.1,5338881209,212,5.7,5338881205,140,34.1,5338881203,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743727467,558,1,2,45,48,6wwwud48qahpwrfxs20334qk5,1,34.1,30.1,2024-11-03T15:02:49.942Z,2024-11-03T15:02:51Z,7ztdirfvd9d0x2yw1v051xzbo,W. Madsen,,,5338881353,140,37.4,5338881355,141,66.9,5338881359,213,1.43,5338881357,212,25.3,5338881351,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743727615,559,1,2,45,50,6wwwud48qahpwrfxs20334qk5,1,37.4,66.9,2024-11-03T15:02:51.758Z,2024-11-03T15:02:58Z,4bojyjyvkdgm1lss6n37q2t5g,D. Kristjánsson,,,5338882177,140,60.8,5338882179,141,89.7,5338882183,213,0.56,5338882175,56,Left,5338882181,212,29.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743727635,560,1,2,45,56,6wwwud48qahpwrfxs20334qk5,0,63.3,75.7,2024-11-03T15:02:58.207Z,2024-11-03T15:02:59Z,289rctmvd5ppy9zqn98jbe4et,A. Muçolli,,,5338882271,155,,5338882277,141,46.7,5338882279,212,30.6,5338882283,213,5.58,5338882267,2,,5338882275,140,85.6,5338882273,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743727631,390,12,2,45,57,dbl7ir1qugqz8nvp1vzn8im50,1,11.2,44.9,2024-11-03T15:02:58.341Z,2024-11-03T15:04:41Z,eq15hjcxpdrl5vca2q7s4tr3e,M. Ivančević,,,5338882253,213,5.89,5338882245,56,Back,5338882247,140,31.6,5338882249,141,31.9,5338882251,212,23.2,5338882321,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743727725,391,1,2,45,59,dbl7ir1qugqz8nvp1vzn8im50,1,31.6,31.9,2024-11-03T15:03:00.485Z,2024-11-03T15:04:42Z,e9o7q10wnhex4e8eo47mobbvt,J. Bonde,,,5338882735,56,Back,5338882745,212,9.3,5338882737,140,25.5,5338882749,213,2.33,5338882741,141,41.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743727731,392,1,2,46,2,dbl7ir1qugqz8nvp1vzn8im50,0,25.5,41.8,2024-11-03T15:03:03.462Z,2024-11-03T15:03:04Z,wha77a8wm7jyn32743y0w79x,T. Trybull,,,5338882775,140,25.9,5338882777,141,44.0,5338882781,213,1.30,5338882773,56,Back,5338882779,212,1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743727767,561,13,2,46,2,6wwwud48qahpwrfxs20334qk5,1,81.1,46.0,2024-11-03T15:03:04.183Z,2024-11-03T16:50:18Z,289rctmvd5ppy9zqn98jbe4et,A. Muçolli,,,5338883005,56,Center,5338884201,231,49.8,5338884193,103,56.9,5338883529,20,,5338883001,22,,5338883003,18,,5338884199,230,98.5,5338884197,458,,5338884191,102,47.7,5338884195,215,,5338884189,85,,,,,,,,,,,,,,,,,,,
2743727783,393,5,2,46,3,dbl7ir1qugqz8nvp1vzn8im50,1,-1.0,52.8,2024-11-03T15:03:04.894Z,2024-11-03T16:07:11Z,wha77a8wm7jyn32743y0w79x,T. Trybull,,,5338883075,56,Back,5338883079,346,,5338883181,233,562,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743727801,562,5,2,46,3,6wwwud48qahpwrfxs20334qk5,0,101.0,47.2,2024-11-03T15:03:04.894Z,2024-11-03T16:07:12Z,289rctmvd5ppy9zqn98jbe4et,A. Muçolli,,,5338883215,233,393,5338883151,56,Center,5338883153,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743728021,394,1,2,46,16,dbl7ir1qugqz8nvp1vzn8im50,1,4.7,60.5,2024-11-03T15:03:18.133Z,2024-11-03T15:03:19Z,4clmd8g8jogdfvauhijd7n55h,V. Myhra,,,5338884427,140,7.5,5338884429,141,70.8,5338884433,213,1.17,5338884437,237,,5338884431,212,7.6,5338884425,56,Back,5338884423,124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743728077,395,1,2,46,17,dbl7ir1qugqz8nvp1vzn8im50,1,7.5,70.8,2024-11-03T15:03:18.894Z,2024-11-03T15:03:23Z,eq15hjcxpdrl5vca2q7s4tr3e,M. Ivančević,,,5338884669,141,93.6,5338884673,213,1.02,5338884667,140,16.5,5338884665,56,Back,5338884671,212,18.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743728119,396,1,2,46,21,dbl7ir1qugqz8nvp1vzn8im50,1,20.0,74.2,2024-11-03T15:03:23.206Z,2024-11-03T15:03:26Z,2uw6m0yavlvkkiob73hoywb56,G. Grubbe,,,5338884913,56,Back,5338884923,213,4.27,5338884915,140,8.8,5338884919,212,27.5,5338884917,141,37.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743728149,397,1,2,46,24,dbl7ir1qugqz8nvp1vzn8im50,1,8.0,22.8,2024-11-03T15:03:25.997Z,2024-11-03T15:03:28Z,dqtarwrqvkopmzbt2ovp2dln9,B. Paulsen,,,5338885097,212,20.2,5338885091,56,Back,5338885095,141,3.7,5338885093,140,22.7,5338885099,213,5.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743728199,398,1,2,46,27,dbl7ir1qugqz8nvp1vzn8im50,1,23.0,4.6,2024-11-03T15:03:28.614Z,2024-11-03T15:03:31Z,e42jh6bbwn4aybdnysonrvutx,L. Owusu,,,5338885355,213,2.96,5338885353,212,14.9,5338885351,141,8.5,5338885349,140,9.0,5338885347,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743728227,399,1,2,46,29,dbl7ir1qugqz8nvp1vzn8im50,1,8.3,13.8,2024-11-03T15:03:30.886Z,2024-11-03T15:03:33Z,eq15hjcxpdrl5vca2q7s4tr3e,M. Ivančević,,,5338885517,56,Back,5338885525,213,1.86,5338885521,141,39.5,5338885523,212,18.2,5338885519,140,3.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743728307,400,1,2,46,32,dbl7ir1qugqz8nvp1vzn8im50,1,3.3,39.5,2024-11-03T15:03:33.342Z,2024-11-03T15:03:40Z,4clmd8g8jogdfvauhijd7n55h,V. Myhra,,,5338885953,212,18.3,5338885955,213,1.55,5338885947,56,Back,5338885949,140,3.6,5338885951,141,66.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743728339,401,1,2,46,38,dbl7ir1qugqz8nvp1vzn8im50,1,10.8,81.5,2024-11-03T15:03:40.150Z,2024-11-03T15:03:42Z,eq15hjcxpdrl5vca2q7s4tr3e,M. Ivančević,,,5338886153,56,Back,5338886155,140,12.5,5338886159,212,10.4,5338886161,213,1.40,5338886157,141,96.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743728389,402,1,2,46,40,dbl7ir1qugqz8nvp1vzn8im50,1,9.7,96.0,2024-11-03T15:03:41.837Z,2024-11-03T15:03:44Z,2uw6m0yavlvkkiob73hoywb56,G. Grubbe,,,5338886463,141,67.8,5338886459,56,Back,5338886465,212,20.0,5338886461,140,4.3,5338886467,213,4.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
