id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,assist,keyPass,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/9/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value
2742662645,467,1,1,46,24,7gkglopz9cjsysn2u6sbhuvc5,1,43.0,76.9,2024-11-02T14:46:21.060Z,2024-11-02T14:46:25Z,oywgthoxa153nf48la1j8v10,M. Lauritsen,,,5333228677,212,15.7,5333228669,140,38.2,5333228673,141,55.1,5333228665,56,Back,5333228679,213,4.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742662749,468,1,1,46,29,7gkglopz9cjsysn2u6sbhuvc5,1,34.4,45.1,2024-11-02T14:46:25.709Z,2024-11-02T14:46:31Z,a7eramyy1bd8msxmg84ctc8ut,A. Simon Okosun,,,5333229181,1,,5333229179,213,5.70,5333229171,56,Right,5333229169,155,,5333229177,212,44.8,5333229173,140,69.9,5333229175,141,8.6,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742662713,362,83,1,46,32,8cfkisxf1fkxdqtt6tx1tup48,0,24.2,92.7,2024-11-02T14:46:29.624Z,2024-11-02T14:46:32Z,4ti8pdx03j8dh4mdb626ltmvo,N. Jakobsen,,,5333229333,399,139g7ilwvcpl519v3scnweg2d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742662765,469,1,1,46,34,7gkglopz9cjsysn2u6sbhuvc5,1,65.8,7.7,2024-11-02T14:46:30.973Z,2024-11-02T14:46:35Z,139g7ilwvcpl519v3scnweg2d,L. Jensen,,,5333229281,213,2.83,5333229277,141,16.4,5333229273,140,48.6,5333229279,212,19.0,5333229271,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742662901,470,1,1,46,38,7gkglopz9cjsysn2u6sbhuvc5,1,47.4,20.3,2024-11-02T14:46:34.837Z,2024-11-02T14:46:37Z,18vvlxsaoloypja4fdddj687o,O. Jebali,,,5333229965,140,58.5,5333229973,212,12.6,5333229977,213,0.39,5333229961,56,Center,5333229969,141,27.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742662989,471,1,1,46,40,7gkglopz9cjsysn2u6sbhuvc5,1,60.7,30.1,2024-11-02T14:46:37.645Z,2024-11-02T14:46:41Z,5hr1cb6e6xb3eyjnau7w4825l,R. Thellufsen,,,5333230417,155,,5333230419,56,Left,5333230429,1,,5333230421,140,84.8,5333230425,212,45.2,5333230427,213,0.98,5333230423,141,85.1,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742663089,472,1,1,46,44,7gkglopz9cjsysn2u6sbhuvc5,1,84.4,87.4,2024-11-02T14:46:41.100Z,2024-11-02T14:46:46Z,7ar33yy0wd5ah5o8om1l12pgq,M. Hannesbo,,,5333230937,140,71.7,5333230935,56,Center,5333230947,213,3.77,5333230943,212,16.5,5333230939,141,73.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742663133,473,1,1,46,49,7gkglopz9cjsysn2u6sbhuvc5,1,70.6,70.5,2024-11-02T14:46:46.285Z,2024-11-02T14:46:48Z,oywgthoxa153nf48la1j8v10,M. Lauritsen,,,5333231147,141,58.7,5333231143,56,Center,5333231151,213,3.64,5333231145,140,56.6,5333231149,212,16.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742663183,474,1,1,46,51,7gkglopz9cjsysn2u6sbhuvc5,1,56.5,56.7,2024-11-02T14:46:48.397Z,2024-11-02T14:46:51Z,a7eramyy1bd8msxmg84ctc8ut,A. Simon Okosun,,,5333231395,141,31.3,5333231393,140,56.6,5333231397,212,17.3,5333231391,56,Center,5333231399,213,4.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742663215,475,1,1,46,54,7gkglopz9cjsysn2u6sbhuvc5,1,56.5,30.1,2024-11-02T14:46:51.444Z,2024-11-02T14:46:53Z,18vvlxsaoloypja4fdddj687o,O. Jebali,,,5333231573,141,36.1,5333231569,56,Center,5333231577,213,0.55,5333231575,212,7.8,5333231571,140,62.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742663255,476,1,1,46,56,7gkglopz9cjsysn2u6sbhuvc5,1,62.8,36.1,2024-11-02T14:46:52.804Z,2024-11-02T14:46:55Z,5hr1cb6e6xb3eyjnau7w4825l,R. Thellufsen,,,5333231805,212,16.9,5333231795,140,48.9,5333231809,213,3.67,5333231801,141,23.6,5333231791,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742663509,477,1,1,46,58,7gkglopz9cjsysn2u6sbhuvc5,1,48.9,23.6,2024-11-02T14:46:55.092Z,2024-11-02T14:47:05Z,18vvlxsaoloypja4fdddj687o,O. Jebali,,,5333233059,212,8.6,5333233053,56,Back,5333233057,141,34.8,5333233055,140,45.1,5333233061,213,2.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742663419,363,30,1,47,5,8cfkisxf1fkxdqtt6tx1tup48,1,0.0,0.0,2024-11-02T14:47:01.882Z,2024-11-02T14:47:02Z,,,,,5333232559,57,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742663527,479,30,1,47,5,7gkglopz9cjsysn2u6sbhuvc5,1,0.0,0.0,2024-11-02T14:47:01.882Z,2024-11-02T14:47:06Z,,,,,5333233165,57,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742676479,486,18,2,45,0,7gkglopz9cjsysn2u6sbhuvc5,1,0.0,0.0,2024-11-02T15:00:56.158Z,2024-11-02T15:00:57Z,18vvlxsaoloypja4fdddj687o,O. Jebali,,,5333297169,42,,5333297307,55,487,5333297173,59,34,5333297171,44,Defender,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742676495,487,19,2,45,0,7gkglopz9cjsysn2u6sbhuvc5,1,0.0,0.0,2024-11-02T15:00:56.159Z,2024-11-02T16:55:16Z,8rn42gm9xm3yunk883yan9vdg,B. Clemmensen,,,5333297211,145,5,5334446231,293,3,5333297215,44,Forward,5333297213,59,19,5333297217,55,486,5334450091,292,9,5333297207,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742677771,368,32,2,45,0,8cfkisxf1fkxdqtt6tx1tup48,1,0.0,0.0,2024-11-02T15:01:37.646Z,2024-11-02T15:01:38Z,,,,,5333303271,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742677739,488,32,2,45,0,7gkglopz9cjsysn2u6sbhuvc5,1,0.0,0.0,2024-11-02T15:01:37.646Z,2024-11-02T15:01:37Z,,,,,5333303137,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742677839,369,1,2,45,0,8cfkisxf1fkxdqtt6tx1tup48,1,50.1,50.1,2024-11-02T15:01:37.647Z,2024-11-02T15:01:41Z,3mgrufy83uhzs9liw8pwxi784,G. Larsen,,,5333303569,212,27.0,5333303573,279,S,5333303563,56,Back,5333303567,141,41.6,5333303571,213,3.36,5333303565,140,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742677893,370,1,2,45,3,8cfkisxf1fkxdqtt6tx1tup48,0,25.4,41.8,2024-11-02T15:01:41.270Z,2024-11-02T15:01:43Z,am3509ake84cde1xhb9264i22,M. Gudmann,,,5333303835,212,60.7,5333303833,141,77.5,5333303839,213,0.41,5333303831,140,78.4,5333303829,56,Center,5333303827,155,,5333303841,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742678003,489,1,2,45,7,7gkglopz9cjsysn2u6sbhuvc5,0,30.9,39.7,2024-11-02T15:01:45.155Z,2024-11-02T15:01:47Z,8rn42gm9xm3yunk883yan9vdg,B. Clemmensen,,,5333304259,140,47.2,5333304261,141,20.1,5333304257,56,Back,5333304263,212,21.7,5333304255,3,,5333304265,213,5.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742678131,371,1,2,45,10,8cfkisxf1fkxdqtt6tx1tup48,1,61.5,90.8,2024-11-02T15:01:48.470Z,2024-11-02T15:01:51Z,2pm5oqzyonn0dysa5nszgq3xm,H. Bonnesen,,,5333304839,213,5.94,5333304819,3,,5333304833,212,18.9,5333304823,56,Left,5333304827,140,78.5,5333304829,141,81.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742678145,490,43,2,45,11,7gkglopz9cjsysn2u6sbhuvc5,1,0.0,0.0,2024-11-02T15:01:49.331Z,2024-11-02T15:02:17Z,139g7ilwvcpl519v3scnweg2d,L. Jensen,,,5333308919,144,83,5333305765,399,3mcj3wypzq3lno1ehc0vif1sl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742678163,372,4,2,45,13,8cfkisxf1fkxdqtt6tx1tup48,1,67.6,79.7,2024-11-02T15:01:51.095Z,2024-11-02T15:01:53Z,3mcj3wypzq3lno1ehc0vif1sl,J. Arias,,,5333305005,13,,5333305007,56,Left,5333305009,152,,5333305013,286,,5333305011,265,,5333305085,233,491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742678175,491,4,2,45,13,7gkglopz9cjsysn2u6sbhuvc5,0,28.7,19.7,2024-11-02T15:01:51.096Z,2024-11-02T15:01:53Z,139g7ilwvcpl519v3scnweg2d,L. Jensen,,,5333305159,233,372,5333305029,56,Back,5333305027,13,,5333305035,152,,5333305037,265,,5333305039,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742679157,373,1,2,45,40,8cfkisxf1fkxdqtt6tx1tup48,1,74.8,82.0,2024-11-02T15:02:18.366Z,2024-11-02T15:02:23Z,4ti8pdx03j8dh4mdb626ltmvo,N. Jakobsen,,,5333309781,213,5.38,5333309757,5,,5333309753,2,,5333309769,56,Center,5333309761,155,,5333309775,141,53.6,5333309765,152,,5333309779,212,24.5,5333309771,140,89.2,,,,,,,,,,,,,,,,,,,,,
2742679167,374,61,2,45,45,8cfkisxf1fkxdqtt6tx1tup48,1,89.3,53.6,2024-11-02T15:02:23.005Z,2024-11-02T15:02:23Z,67p0s4o54xcmiustgy8k5gljo,S. Hald,,,5333309809,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742679289,493,1,2,45,46,7gkglopz9cjsysn2u6sbhuvc5,1,14.5,62.4,2024-11-02T15:02:23.809Z,2024-11-02T15:02:27Z,7ar33yy0wd5ah5o8om1l12pgq,M. Hannesbo,,,5333310395,56,Back,5333310403,141,82.3,5333310407,212,17.2,5333310399,140,24.6,5333310411,213,0.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742679339,494,1,2,45,49,7gkglopz9cjsysn2u6sbhuvc5,1,32.0,86.3,2024-11-02T15:02:27.618Z,2024-11-02T15:02:29Z,9nafz0c0x2qvmo5ldm0djmcq1,M. Kaastrup,,,5333310607,141,79.3,5333310603,56,Back,5333310605,140,34.1,5333310609,212,5.2,5333310611,213,5.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742679315,375,83,2,45,51,8cfkisxf1fkxdqtt6tx1tup48,0,70.9,7.3,2024-11-02T15:02:28.694Z,2024-11-02T15:02:31Z,3mgrufy83uhzs9liw8pwxi784,G. Larsen,,,5333310857,399,11cna826ls27ahux2w0ckapqt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742679389,495,1,2,45,51,7gkglopz9cjsysn2u6sbhuvc5,1,34.1,79.3,2024-11-02T15:02:29.626Z,2024-11-02T15:02:31Z,11cna826ls27ahux2w0ckapqt,K. Kusk,,,5333310813,212,12.4,5333310807,56,Back,5333310815,213,2.66,5333310809,140,23.6,5333310811,141,87.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742679451,496,1,2,45,54,7gkglopz9cjsysn2u6sbhuvc5,1,24.2,87.1,2024-11-02T15:02:32.313Z,2024-11-02T15:02:34Z,7ar33yy0wd5ah5o8om1l12pgq,M. Hannesbo,,,5333311135,140,53.8,5333311133,56,Left,5333311137,141,94.7,5333311139,212,31.5,5333311141,213,0.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742679513,497,1,2,45,56,7gkglopz9cjsysn2u6sbhuvc5,0,54.7,91.2,2024-11-02T15:02:33.955Z,2024-11-02T15:02:35Z,9nafz0c0x2qvmo5ldm0djmcq1,M. Kaastrup,,,5333311425,141,76.0,5333311429,212,10.7,5333311433,213,4.99,5333311421,140,57.5,5333311417,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742679563,376,1,2,45,58,8cfkisxf1fkxdqtt6tx1tup48,0,31.5,35.5,2024-11-02T15:02:35.719Z,2024-11-02T15:02:36Z,am3509ake84cde1xhb9264i22,M. Gudmann,,,5333311649,140,51.2,5333311655,213,5.41,5333311657,1,,5333311653,212,32.2,5333311645,157,,5333311651,141,0.0,5333311647,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742679577,377,5,2,45,59,8cfkisxf1fkxdqtt6tx1tup48,0,49.7,-1.1,2024-11-02T15:02:36.725Z,2024-11-02T16:21:11Z,am3509ake84cde1xhb9264i22,M. Gudmann,,,5333312287,233,498,5333311711,56,Back,5333311713,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742679639,498,5,2,45,59,7gkglopz9cjsysn2u6sbhuvc5,1,50.3,101.1,2024-11-02T15:02:36.725Z,2024-11-02T16:21:11Z,9nafz0c0x2qvmo5ldm0djmcq1,M. Kaastrup,,,5333312031,56,Left,5333312033,347,,5333312239,233,377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742679853,499,1,2,46,0,7gkglopz9cjsysn2u6sbhuvc5,1,52.8,100.0,2024-11-02T15:02:38.609Z,2024-11-02T15:02:43Z,7ar33yy0wd5ah5o8om1l12pgq,M. Hannesbo,,,5333313019,56,Back,5333313017,107,,5333313023,141,94.1,5333313027,213,3.59,5333313025,212,11.7,5333313021,140,42.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742680047,500,1,2,46,5,7gkglopz9cjsysn2u6sbhuvc5,1,33.6,78.8,2024-11-02T15:02:43.451Z,2024-11-02T15:02:47Z,oywgthoxa153nf48la1j8v10,M. Lauritsen,,,5333313761,213,4.76,5333313755,140,34.2,5333313757,141,60.9,5333313753,56,Back,5333313759,212,12.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742680085,501,1,2,46,9,7gkglopz9cjsysn2u6sbhuvc5,1,34.2,59.3,2024-11-02T15:02:47.282Z,2024-11-02T15:02:48Z,a7eramyy1bd8msxmg84ctc8ut,A. Simon Okosun,,,5333313957,140,38.8,5333313963,213,0.84,5333313955,56,Back,5333313961,212,7.3,5333313959,141,67.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742680251,502,1,2,46,10,7gkglopz9cjsysn2u6sbhuvc5,1,38.8,67.3,2024-11-02T15:02:48.523Z,2024-11-02T15:02:52Z,5hr1cb6e6xb3eyjnau7w4825l,R. Thellufsen,,,5333314703,140,29.6,5333314707,141,89.4,5333314697,56,Back,5333314711,213,2.14,5333314709,212,17.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742680379,503,1,2,46,15,7gkglopz9cjsysn2u6sbhuvc5,1,33.9,85.7,2024-11-02T15:02:52.777Z,2024-11-02T15:02:56Z,oywgthoxa153nf48la1j8v10,M. Lauritsen,,,5333315319,212,8.9,5333315315,140,28.8,5333315321,213,4.06,5333315313,56,Back,5333315317,141,75.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742680489,504,1,2,46,18,7gkglopz9cjsysn2u6sbhuvc5,1,31.4,71.2,2024-11-02T15:02:56.434Z,2024-11-02T15:03:00Z,a7eramyy1bd8msxmg84ctc8ut,A. Simon Okosun,,,5333315811,56,Back,5333315819,213,4.63,5333315815,141,42.7,5333315817,212,19.4,5333315813,140,29.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742680527,505,1,2,46,22,7gkglopz9cjsysn2u6sbhuvc5,1,31.9,40.3,2024-11-02T15:02:59.985Z,2024-11-02T15:03:01Z,8rn42gm9xm3yunk883yan9vdg,B. Clemmensen,,,5333316059,213,5.45,5333316051,56,Back,5333316057,212,21.5,5333316053,140,45.7,5333316055,141,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742680615,506,1,2,46,23,7gkglopz9cjsysn2u6sbhuvc5,1,45.7,17.0,2024-11-02T15:03:01.354Z,2024-11-02T15:03:03Z,egwhlgopjtjkop7ozy7ltk1cl,F. Børsting,,,5333316473,213,2.34,5333316467,141,28.0,5333316471,212,10.4,5333316463,56,Back,5333316465,140,38.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742680671,507,1,2,46,26,7gkglopz9cjsysn2u6sbhuvc5,0,38.8,28.0,2024-11-02T15:03:03.802Z,2024-11-02T15:03:05Z,8rn42gm9xm3yunk883yan9vdg,B. Clemmensen,,,5333316725,155,,5333316739,213,0.03,5333316733,140,64.4,5333316729,56,Center,5333316737,212,26.9,5333316735,141,29.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742680761,378,1,2,46,27,8cfkisxf1fkxdqtt6tx1tup48,0,26.7,80.0,2024-11-02T15:03:05.581Z,2024-11-02T15:03:07Z,2pm5oqzyonn0dysa5nszgq3xm,H. Bonnesen,,,5333317185,213,0.17,5333317179,141,83.8,5333317171,3,,5333317183,212,15.2,5333317175,140,41.0,5333317173,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742680839,508,1,2,46,29,7gkglopz9cjsysn2u6sbhuvc5,0,61.4,21.6,2024-11-02T15:03:07.481Z,2024-11-02T15:03:09Z,139g7ilwvcpl519v3scnweg2d,L. Jensen,,,5333317561,141,29.5,5333317559,140,64.6,5333317565,213,1.01,5333317555,3,,5333317563,212,6.3,5333317557,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742680885,379,1,2,46,32,8cfkisxf1fkxdqtt6tx1tup48,1,30.6,76.4,2024-11-02T15:03:10.445Z,2024-11-02T15:03:11Z,2pm5oqzyonn0dysa5nszgq3xm,H. Bonnesen,,,5333317801,141,70.9,5333317799,140,34.7,5333317791,3,,5333317803,212,5.7,5333317807,213,5.57,5333317795,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742680945,380,1,2,46,33,8cfkisxf1fkxdqtt6tx1tup48,1,34.6,70.8,2024-11-02T15:03:11.413Z,2024-11-02T15:03:13Z,11ngumxajbizagbzpm5kompxx,M. Chacón,,,5333318069,212,9.3,5333318077,213,0.86,5333318079,1,,5333318065,141,81.1,5333318049,157,,5333318059,140,40.4,5333318053,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742680999,381,1,2,46,35,8cfkisxf1fkxdqtt6tx1tup48,0,40.4,81.1,2024-11-02T15:03:13.333Z,2024-11-02T15:03:15Z,1icurh5jrnw1e6jdgqxjnhdnu,G. Çulhacı,,,5333318291,140,61.2,5333318287,3,,5333318289,56,Center,5333318295,212,23.0,5333318297,213,5.96,5333318293,141,70.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742681047,509,1,2,46,37,7gkglopz9cjsysn2u6sbhuvc5,1,36.4,23.4,2024-11-02T15:03:15.225Z,2024-11-02T15:10:04Z,a7eramyy1bd8msxmg84ctc8ut,A. Simon Okosun,,,5333318573,141,15.2,5333318569,56,Back,5333318577,213,5.55,5333318575,212,8.3,5333318571,140,42.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742681127,510,1,2,46,39,7gkglopz9cjsysn2u6sbhuvc5,1,41.2,16.8,2024-11-02T15:03:16.971Z,2024-11-02T15:03:19Z,8rn42gm9xm3yunk883yan9vdg,B. Clemmensen,,,5333319001,212,9.8,5333318995,56,Back,5333318997,140,42.9,5333318999,141,31.0,5333319003,213,1.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742681157,511,1,2,46,41,7gkglopz9cjsysn2u6sbhuvc5,1,42.9,31.0,2024-11-02T15:03:19.441Z,2024-11-02T15:03:21Z,5hr1cb6e6xb3eyjnau7w4825l,R. Thellufsen,,,5333319169,212,24.6,5333319163,56,Right,5333319171,213,5.99,5333319167,141,20.6,5333319165,140,65.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742681241,512,1,2,46,43,7gkglopz9cjsysn2u6sbhuvc5,1,65.3,20.6,2024-11-02T15:03:20.905Z,2024-11-02T15:03:23Z,egwhlgopjtjkop7ozy7ltk1cl,F. Børsting,,,5333319593,141,32.5,5333319597,213,1.26,5333319595,212,8.5,5333319589,56,Center,5333319591,140,67.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742681333,513,1,2,46,47,7gkglopz9cjsysn2u6sbhuvc5,1,67.3,31.2,2024-11-02T15:03:24.674Z,2024-11-02T15:07:02Z,11cna826ls27ahux2w0ckapqt,K. Kusk,,,5333320071,156,,5333319993,213,3.52,5333319989,141,27.1,5333319987,140,60.6,5333319991,212,7.6,5333319985,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742681473,514,1,2,46,50,7gkglopz9cjsysn2u6sbhuvc5,0,59.3,23.9,2024-11-02T15:03:28.225Z,2024-11-02T15:06:55Z,5hr1cb6e6xb3eyjnau7w4825l,R. Thellufsen,,,5333320559,140,56.1,5333320561,141,11.1,5333320565,213,4.34,5333320563,212,9.3,5333320557,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742686307,539,83,2,46,51,7gkglopz9cjsysn2u6sbhuvc5,0,54.9,12.8,2024-11-02T15:03:28.792Z,2024-11-02T17:26:11Z,8rn42gm9xm3yunk883yan9vdg,B. Clemmensen,,,5334040339,399,3mcj3wypzq3lno1ehc0vif1sl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742681621,382,61,2,46,55,8cfkisxf1fkxdqtt6tx1tup48,0,43.6,96.6,2024-11-02T15:03:33.582Z,2024-11-02T15:04:10Z,3mcj3wypzq3lno1ehc0vif1sl,J. Arias,,,5333321241,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742681659,383,5,2,46,57,8cfkisxf1fkxdqtt6tx1tup48,0,43.4,101.8,2024-11-02T15:03:34.807Z,2024-11-02T16:15:38Z,3mcj3wypzq3lno1ehc0vif1sl,J. Arias,,,5333321403,347,,5333321809,233,515,5333321401,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742681689,515,5,2,46,57,7gkglopz9cjsysn2u6sbhuvc5,1,56.6,-1.8,2024-11-02T15:03:34.807Z,2024-11-02T16:21:12Z,5hr1cb6e6xb3eyjnau7w4825l,R. Thellufsen,,,5333321669,233,383,5333321559,56,Right,5333321561,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742681789,516,1,2,46,58,7gkglopz9cjsysn2u6sbhuvc5,0,59.8,0.0,2024-11-02T15:03:35.809Z,2024-11-02T15:03:37Z,egwhlgopjtjkop7ozy7ltk1cl,F. Børsting,,,5333321989,107,,5333321995,141,12.8,5333321997,212,14.5,5333321993,140,70.7,5333321991,56,Right,5333321999,213,0.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742681775,384,1,2,46,59,8cfkisxf1fkxdqtt6tx1tup48,0,26.9,89.6,2024-11-02T15:03:36.694Z,2024-11-02T15:03:37Z,4ti8pdx03j8dh4mdb626ltmvo,N. Jakobsen,,,5333321933,213,6.05,5333321935,1,,5333321931,212,12.4,5333321929,141,85.3,5333321925,56,Back,5333321927,140,38.4,5333321923,157,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742681859,517,1,2,47,0,7gkglopz9cjsysn2u6sbhuvc5,1,62.9,16.8,2024-11-02T15:03:37.817Z,2024-11-02T15:03:40Z,5hr1cb6e6xb3eyjnau7w4825l,R. Thellufsen,,,5333322291,140,68.8,5333322289,56,Right,5333322295,212,9.0,5333322297,213,5.47,5333322293,141,7.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742681925,518,1,2,47,2,7gkglopz9cjsysn2u6sbhuvc5,1,74.9,7.9,2024-11-02T15:03:39.817Z,2024-11-02T15:03:41Z,egwhlgopjtjkop7ozy7ltk1cl,F. Børsting,,,5333322607,140,74.3,5333322605,56,Right,5333322613,213,1.67,5333322611,212,6.6,5333322609,141,17.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742681961,519,1,2,47,4,7gkglopz9cjsysn2u6sbhuvc5,1,74.3,17.6,2024-11-02T15:03:41.665Z,2024-11-02T15:03:43Z,7j35sfip0xb51mpa91wzikrh0,O. Øhlenschlæger,,,5333322827,156,,5333322767,56,Right,5333322771,141,10.6,5333322769,140,73.1,5333322773,212,4.9,5333322775,213,4.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742682059,520,1,2,47,5,7gkglopz9cjsysn2u6sbhuvc5,1,73.4,10.9,2024-11-02T15:03:43.170Z,2024-11-02T15:03:45Z,egwhlgopjtjkop7ozy7ltk1cl,F. Børsting,,,5333323279,212,9.9,5333323271,56,Right,5333323277,141,12.0,5333323281,213,0.08,5333323275,140,82.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742682077,385,45,2,47,7,8cfkisxf1fkxdqtt6tx1tup48,0,15.4,89.4,2024-11-02T15:03:45.440Z,2024-11-02T15:03:49Z,4ti8pdx03j8dh4mdb626ltmvo,N. Jakobsen,,,5333323375,56,Back,5333323801,233,521,5333323377,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742682133,521,3,2,47,7,7gkglopz9cjsysn2u6sbhuvc5,1,83.1,10.5,2024-11-02T15:03:45.440Z,2024-11-02T15:03:49Z,139g7ilwvcpl519v3scnweg2d,L. Jensen,,,5333323631,56,Right,5333323767,233,385,5333323633,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742682215,522,1,2,47,10,7gkglopz9cjsysn2u6sbhuvc5,0,95.1,15.8,2024-11-02T15:03:48.075Z,2024-11-02T15:03:50Z,139g7ilwvcpl519v3scnweg2d,L. Jensen,,,5333324061,213,2.22,5333324059,212,29.2,5333324057,141,49.9,5333324053,56,Center,5333324055,140,78.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
