id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/13/value,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value
2726406549,433,1,2,50,42,b8oqgvx1ijeyn6y1cn6929ix4,0,73.7,43.4,2024-09-27T18:08:47.684Z,2024-09-27T18:25:25Z,3xz0h3d6r2qgmv9egms8yaz56,C. Vestergaard,,,5244394387,3,,5244394391,140,86.0,5244394395,212,15.8,5244394389,56,Center,5244394397,213,0.62,5244394393,141,56.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726406553,434,50,2,50,43,b8oqgvx1ijeyn6y1cn6929ix4,1,87.1,53.4,2024-09-27T18:08:48.195Z,2024-09-27T19:05:05Z,8h3cyhuw5049gcxrsld3rw1ec,V. Westh,,,5244394429,286,,5244394607,233,492,5244394427,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726406561,492,7,2,50,43,dbl7ir1qugqz8nvp1vzn8im50,1,12.9,46.6,2024-09-27T18:08:48.196Z,2024-09-27T19:05:04Z,97xbmht3t4t1p9iu6598oq7l5,A. Manneh,,,5244394483,285,,5244394551,233,434,5244394481,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726406685,494,1,2,50,45,dbl7ir1qugqz8nvp1vzn8im50,1,16.0,47.6,2024-09-27T18:08:50.092Z,2024-09-27T18:08:54Z,e9o7q10wnhex4e8eo47mobbvt,J. Bonde,,,5244395181,213,4.42,5244395179,212,15.2,5244395175,140,11.8,5244395173,56,Back,5244395177,141,26.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726406769,495,1,2,50,49,dbl7ir1qugqz8nvp1vzn8im50,0,9.2,18.2,2024-09-27T18:08:54.597Z,2024-09-27T18:08:57Z,e42jh6bbwn4aybdnysonrvutx,L. Owusu,,,5244395669,141,14.1,5244395665,56,Right,5244395679,1,,5244395677,213,6.24,5244395663,157,,5244395673,212,59.0,5244395667,140,65.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726406857,436,1,2,50,54,b8oqgvx1ijeyn6y1cn6929ix4,1,36.0,85.6,2024-09-27T18:08:59.091Z,2024-09-27T18:09:00Z,3ywgt5v070xudujs9f7cuqm7d,J. Vetter,,,5244396019,56,Back,5244396027,213,4.60,5244396023,141,56.6,5244396021,140,33.8,5244396025,212,19.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726406983,437,1,2,50,55,b8oqgvx1ijeyn6y1cn6929ix4,1,33.6,56.7,2024-09-27T18:09:00.516Z,2024-09-27T18:09:05Z,3xz0h3d6r2qgmv9egms8yaz56,C. Vestergaard,,,5244396687,212,18.6,5244396683,140,15.9,5244396689,213,3.09,5244396685,141,58.1,5244396681,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726407081,438,1,2,51,0,b8oqgvx1ijeyn6y1cn6929ix4,1,18.4,58.2,2024-09-27T18:09:05.555Z,2024-09-27T18:09:09Z,52vwj2s29n7wngablotd7pboq,J. Ægidius,,,5244397175,56,Back,5244397179,141,90.5,5244397181,212,25.2,5244397177,140,30.1,5244397183,213,1.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726407237,439,1,2,51,4,b8oqgvx1ijeyn6y1cn6929ix4,1,32.0,90.0,2024-09-27T18:09:09.204Z,2024-09-27T18:09:17Z,2qedb8t85t1ieeed9613c9crt,C. Enemark,,,5244398127,1,,5244398123,213,6.21,5244398109,155,,5244398113,140,87.0,5244398115,141,83.5,5244398111,56,Left,5244398119,212,57.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726407249,440,4,2,51,11,b8oqgvx1ijeyn6y1cn6929ix4,1,92.6,84.0,2024-09-27T18:09:16.586Z,2024-09-27T18:09:20Z,8h3cyhuw5049gcxrsld3rw1ec,V. Westh,,,5244398281,233,496,5244398203,56,Left,5244398211,265,,5244398215,286,,5244398197,13,,5244398207,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726407229,496,4,2,51,11,dbl7ir1qugqz8nvp1vzn8im50,0,7.4,16.0,2024-09-27T18:09:16.587Z,2024-09-27T18:09:21Z,dqtarwrqvkopmzbt2ovp2dln9,B. Paulsen,,,5244398167,152,,5244398163,13,,5244398353,233,440,5244398171,285,,5244398169,265,,5244398165,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726408759,442,43,2,52,10,b8oqgvx1ijeyn6y1cn6929ix4,1,0.0,0.0,2024-09-27T18:10:15.370Z,2024-09-27T18:10:30Z,dyzzo6n83rg4fpvmqqa69moes,A. Beck,,,5244407633,144,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726408851,443,1,2,52,13,b8oqgvx1ijeyn6y1cn6929ix4,1,92.6,85.7,2024-09-27T18:10:17.947Z,2024-09-27T19:19:16Z,dyzzo6n83rg4fpvmqqa69moes,A. Beck,,,5244406431,141,62.1,5244406435,213,4.71,5244406423,2,,5244406427,56,Center,5244406433,212,16.0,5244406429,140,92.6,5244406425,155,,5244407879,152,,5244407877,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726408867,444,1,2,52,15,b8oqgvx1ijeyn6y1cn6929ix4,0,92.6,62.1,2024-09-27T18:10:20.163Z,2024-09-27T18:10:21Z,3ywgt5v070xudujs9f7cuqm7d,J. Vetter,,,5244406531,141,59.7,5244406535,213,4.52,5244406527,56,Center,5244406529,140,92.3,5244406533,212,1.7,5244406525,168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726408919,497,61,2,52,18,dbl7ir1qugqz8nvp1vzn8im50,1,7.8,44.5,2024-09-27T18:10:23.037Z,2024-09-27T18:10:23Z,2z8u8kyv91shp0la8alkn6kus,M. Ejdum,,,5244406787,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726408909,445,6,2,52,19,b8oqgvx1ijeyn6y1cn6929ix4,1,92.2,57.1,2024-09-27T18:10:23.868Z,2024-09-27T19:04:49Z,3ywgt5v070xudujs9f7cuqm7d,J. Vetter,,,5244407069,233,498,5244406937,56,Center,5244406939,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726408951,498,6,2,52,19,dbl7ir1qugqz8nvp1vzn8im50,0,7.8,42.9,2024-09-27T18:10:23.868Z,2024-09-27T19:19:19Z,2z8u8kyv91shp0la8alkn6kus,M. Ejdum,,,5244407039,73,,5244407105,233,445,5244407037,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726409359,446,1,2,52,36,b8oqgvx1ijeyn6y1cn6929ix4,1,99.5,99.5,2024-09-27T18:10:40.875Z,2024-09-27T18:10:45Z,8h3cyhuw5049gcxrsld3rw1ec,V. Westh,,,5244409321,2,,5244409333,141,43.0,5244409329,56,Center,5244409325,155,,5244409337,213,4.50,5244409339,1,,5244409335,212,39.3,5244409331,140,91.6,5244409323,6,,5244409327,224,,,,,,,,,,,,,,,,,,,,,,,,,
2726409369,447,1,2,52,39,b8oqgvx1ijeyn6y1cn6929ix4,0,91.6,43.0,2024-09-27T18:10:44.499Z,2024-09-27T18:10:45Z,9618hk1lq7i6see347k7plkyy,M. Sarr,,,5244409383,56,Center,5244409385,140,94.9,5244409389,141,50.7,5244409379,3,,5244409397,213,0.99,5244409393,212,6.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726409399,499,12,2,52,40,dbl7ir1qugqz8nvp1vzn8im50,1,9.1,62.7,2024-09-27T18:10:45.379Z,2024-09-27T18:10:52Z,ev2s21ogvpjtata4fndi868ve,J. Gomez,,,5244409583,140,25.3,5244409587,212,18.4,5244409581,56,Back,5244409589,213,0.39,5244409585,141,72.9,5244409611,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726409573,448,1,2,52,46,b8oqgvx1ijeyn6y1cn6929ix4,0,82.8,36.3,2024-09-27T18:10:50.875Z,2024-09-27T18:10:52Z,dyzzo6n83rg4fpvmqqa69moes,A. Beck,,,5244410479,213,5.12,5244410475,141,15.8,5244410471,56,Right,5244410473,140,88.6,5244410477,212,15.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726409579,500,1,2,52,46,dbl7ir1qugqz8nvp1vzn8im50,0,10.9,83.5,2024-09-27T18:10:51.827Z,2024-09-27T18:10:53Z,5wmik73cqursg7sv3w14ue5pm,L. Deedson,,,5244410515,157,,5244410519,140,15.0,5244410517,56,Back,5244410727,233,449,5244410525,213,0.33,5244410521,141,85.7,5244410731,286,,5244410527,1,,5244410523,212,4.6,5244410725,236,,,,,,,,,,,,,,,,,,,,,,,,,
2726409607,449,74,2,52,46,b8oqgvx1ijeyn6y1cn6929ix4,1,87.3,16.7,2024-09-27T18:10:51.828Z,2024-09-27T19:05:23Z,9618hk1lq7i6see347k7plkyy,M. Sarr,,,5244410653,56,Right,5244410655,285,,5244410783,233,500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726409639,450,5,2,52,48,b8oqgvx1ijeyn6y1cn6929ix4,0,84.4,-1.6,2024-09-27T18:10:53.491Z,2024-09-27T19:20:05Z,9618hk1lq7i6see347k7plkyy,M. Sarr,,,5244410841,347,,5244410839,56,Right,5244415471,233,501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726410455,501,5,2,52,48,dbl7ir1qugqz8nvp1vzn8im50,1,15.6,101.6,2024-09-27T18:10:53.491Z,2024-09-27T18:11:34Z,5wmik73cqursg7sv3w14ue5pm,L. Deedson,,,5244415355,347,,5244415353,56,Back,5244415417,233,450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726409937,451,17,2,53,0,b8oqgvx1ijeyn6y1cn6929ix4,1,0.0,0.0,2024-09-27T18:11:05.115Z,2024-09-27T18:11:13Z,9618hk1lq7i6see347k7plkyy,M. Sarr,,,5244413023,184,,5244413021,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726410493,502,1,2,53,28,dbl7ir1qugqz8nvp1vzn8im50,0,15.9,100.0,2024-09-27T18:11:32.882Z,2024-09-27T18:11:35Z,1mml4inucvyomv1dcog3c1pt5,N. Mickelson,,,5244415543,56,Back,5244415551,213,6.14,5244415547,141,96.3,5244415541,107,,5244415549,212,28.0,5244415545,140,42.3,5244415553,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726410503,452,44,2,53,29,b8oqgvx1ijeyn6y1cn6929ix4,1,60.7,4.7,2024-09-27T18:11:34.513Z,2024-09-27T19:18:05Z,4uuqid6t4nspn0wspyltz3bx0,J. Musbaudeen,,,5244415725,233,503,5244415595,286,,5244415593,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726410499,503,44,2,53,29,dbl7ir1qugqz8nvp1vzn8im50,0,39.3,95.3,2024-09-27T18:11:34.514Z,2024-09-27T19:18:05Z,80s55a7uw8kypoikefwhtdm5m,M. Fenger,,,5244415579,56,Back,5244415583,285,,5244415733,233,452,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726410511,453,1,2,53,30,b8oqgvx1ijeyn6y1cn6929ix4,0,65.6,6.2,2024-09-27T18:11:35.298Z,2024-09-27T18:11:35Z,4uuqid6t4nspn0wspyltz3bx0,J. Musbaudeen,,,5244415643,141,0.0,5244415647,213,5.62,5244415637,3,,5244415641,140,72.4,5244415645,212,9.1,5244415639,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726410519,454,5,2,53,30,b8oqgvx1ijeyn6y1cn6929ix4,0,69.6,-2.0,2024-09-27T18:11:35.815Z,2024-09-27T19:20:06Z,4uuqid6t4nspn0wspyltz3bx0,J. Musbaudeen,,,5244415675,347,,5244415673,56,Right,5244416589,233,504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726410663,504,5,2,53,30,dbl7ir1qugqz8nvp1vzn8im50,1,30.4,102.0,2024-09-27T18:11:35.815Z,2024-09-27T19:20:06Z,80s55a7uw8kypoikefwhtdm5m,M. Fenger,,,5244416445,56,Back,5244416559,233,454,5244416447,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726410747,505,1,2,53,38,dbl7ir1qugqz8nvp1vzn8im50,1,32.8,100.0,2024-09-27T18:11:43.018Z,2024-09-27T18:11:47Z,1mml4inucvyomv1dcog3c1pt5,N. Mickelson,,,5244417013,107,,5244417019,56,Left,5244417027,141,86.6,5244417031,213,5.89,5244417023,140,57.1,5244417033,1,,5244417029,212,27.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726410799,506,1,2,53,42,dbl7ir1qugqz8nvp1vzn8im50,1,57.1,86.6,2024-09-27T18:11:47.123Z,2024-09-27T18:11:49Z,15jhbyn4wsbd865fd9djcwaok,W. Martin,,,5244417247,212,8.0,5244417243,140,62.9,5244417245,141,94.2,5244417241,56,Left,5244417249,213,0.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726410819,455,45,2,53,44,b8oqgvx1ijeyn6y1cn6929ix4,0,38.2,12.8,2024-09-27T18:11:49.128Z,2024-09-27T19:05:16Z,3ywgt5v070xudujs9f7cuqm7d,J. Vetter,,,5244417357,56,Back,5244417825,233,507,5244417361,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726410891,507,3,2,53,44,dbl7ir1qugqz8nvp1vzn8im50,1,61.8,87.2,2024-09-27T18:11:49.128Z,2024-09-27T19:05:16Z,80s55a7uw8kypoikefwhtdm5m,M. Fenger,,,5244417737,233,455,5244417657,286,,5244417655,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726410939,508,1,2,53,48,dbl7ir1qugqz8nvp1vzn8im50,0,85.0,83.8,2024-09-27T18:11:52.866Z,2024-09-27T18:11:54Z,80s55a7uw8kypoikefwhtdm5m,M. Fenger,,,5244417891,212,18.7,5244417887,140,95.0,5244417893,213,5.31,5244417889,141,61.1,5244417885,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726410979,456,12,2,53,50,b8oqgvx1ijeyn6y1cn6929ix4,1,9.7,41.0,2024-09-27T18:11:54.882Z,2024-09-27T19:19:22Z,2qedb8t85t1ieeed9613c9crt,C. Enemark,,,5244418103,213,4.09,5244418101,212,18.6,5244418097,140,0.0,5244418095,56,Back,5244418099,141,18.8,5244418153,167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726410987,457,6,2,53,50,b8oqgvx1ijeyn6y1cn6929ix4,0,1.5,26.3,2024-09-27T18:11:54.970Z,2024-09-27T19:04:50Z,2qedb8t85t1ieeed9613c9crt,C. Enemark,,,5244418367,73,,5244418425,233,509,5244418365,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726410953,509,6,2,53,50,dbl7ir1qugqz8nvp1vzn8im50,1,98.5,73.7,2024-09-27T18:11:54.970Z,2024-09-27T19:04:50Z,80s55a7uw8kypoikefwhtdm5m,M. Fenger,,,5244418111,56,Center,5244418415,233,457,5244418113,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726411567,510,1,2,54,17,dbl7ir1qugqz8nvp1vzn8im50,1,99.5,99.5,2024-09-27T18:12:21.978Z,2024-09-27T18:12:25Z,1mml4inucvyomv1dcog3c1pt5,N. Mickelson,,,5244421533,212,15.1,5244421525,6,,5244421529,140,87.3,5244421535,213,3.70,5244421531,141,87.7,5244421527,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726411575,511,1,2,54,18,dbl7ir1qugqz8nvp1vzn8im50,1,87.3,87.7,2024-09-27T18:12:23.266Z,2024-09-27T18:12:24Z,97xbmht3t4t1p9iu6598oq7l5,A. Manneh,,,5244421559,56,Left,5244421565,212,4.5,5244421561,140,85.0,5244421563,141,93.2,5244421567,213,2.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726411585,512,1,2,54,19,dbl7ir1qugqz8nvp1vzn8im50,0,85.0,93.2,2024-09-27T18:12:24.090Z,2024-09-27T18:12:30Z,1mml4inucvyomv1dcog3c1pt5,N. Mickelson,,,5244422209,345,,5244421623,212,45.5,5244421621,141,31.3,5244421625,213,5.10,5244421613,2,,5244422009,1,,5244421617,56,Center,5244421615,155,,5244421619,140,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726412291,458,5,2,54,23,b8oqgvx1ijeyn6y1cn6929ix4,1,-1.4,69.8,2024-09-27T18:12:28.404Z,2024-09-27T19:20:06Z,8h3cyhuw5049gcxrsld3rw1ec,V. Westh,,,5244425439,346,,5244425435,56,Back,5244425521,233,513,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726411659,513,5,2,54,23,dbl7ir1qugqz8nvp1vzn8im50,0,101.4,30.2,2024-09-27T18:12:28.404Z,2024-09-27T19:20:07Z,1mml4inucvyomv1dcog3c1pt5,N. Mickelson,,,5244422021,346,,5244425565,233,458,5244422017,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726412435,459,1,2,54,51,b8oqgvx1ijeyn6y1cn6929ix4,1,4.7,40.9,2024-09-27T18:12:56.466Z,2024-09-27T18:13:01Z,52vwj2s29n7wngablotd7pboq,J. Ægidius,,,5244426175,237,,5244426171,213,5.16,5244426159,56,Back,5244426169,212,14.9,5244426165,141,21.2,5244426157,124,,5244426163,140,10.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726412545,460,1,2,54,56,b8oqgvx1ijeyn6y1cn6929ix4,1,18.5,13.4,2024-09-27T18:13:01.650Z,2024-09-27T18:13:06Z,3ywgt5v070xudujs9f7cuqm7d,J. Vetter,,,5244426785,56,Right,5244426789,141,16.2,5244426793,213,0.04,5244426783,157,,5244426787,140,69.4,5244426791,212,53.5,5244426795,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726412555,461,50,2,55,1,b8oqgvx1ijeyn6y1cn6929ix4,1,72.8,14.6,2024-09-27T18:13:06.338Z,2024-09-27T18:13:13Z,9ircna8pbskreztmy1wiqwx9m,S. Yatéké,,,5244427125,233,514,5244426841,56,Right,5244426843,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726412593,514,7,2,55,1,dbl7ir1qugqz8nvp1vzn8im50,1,27.2,85.4,2024-09-27T18:13:06.339Z,2024-09-27T18:13:12Z,ev2s21ogvpjtata4fndi868ve,J. Gomez,,,5244427045,285,,5244427041,167,,5244427043,56,Back,5244427059,233,461,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726412885,462,5,2,55,3,b8oqgvx1ijeyn6y1cn6929ix4,1,69.6,-1.6,2024-09-27T18:13:08.074Z,2024-09-27T19:20:07Z,9ircna8pbskreztmy1wiqwx9m,S. Yatéké,,,5244428541,347,,5244428617,233,515,5244428539,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726412693,515,5,2,55,3,dbl7ir1qugqz8nvp1vzn8im50,0,30.4,101.6,2024-09-27T18:13:08.074Z,2024-09-27T19:20:07Z,ev2s21ogvpjtata4fndi868ve,J. Gomez,,,5244427587,347,,5244428667,233,462,5244427585,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726412947,463,1,2,55,15,b8oqgvx1ijeyn6y1cn6929ix4,0,64.3,0.0,2024-09-27T18:13:20.409Z,2024-09-27T18:13:23Z,3xz0h3d6r2qgmv9egms8yaz56,C. Vestergaard,,,5244428813,213,0.72,5244428801,56,Right,5244428919,189,,5244428811,212,14.1,5244428803,140,74.4,5244428799,107,,5244428807,141,11.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726412955,516,8,2,55,17,dbl7ir1qugqz8nvp1vzn8im50,1,16.0,75.2,2024-09-27T18:13:22.170Z,2024-09-27T20:23:13Z,ev2s21ogvpjtata4fndi868ve,J. Gomez,,,5244543939,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726434635,654,1,2,55,18,dbl7ir1qugqz8nvp1vzn8im50,0,20.1,88.1,2024-09-27T18:13:23.491Z,2024-09-27T20:23:17Z,1mml4inucvyomv1dcog3c1pt5,N. Mickelson,,,5244551183,213,0.13,5244551173,157,,5244551177,140,48.4,5244551181,212,30.0,5244551185,1,,5244551175,56,Back,5244551179,141,93.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726413025,464,1,2,55,20,b8oqgvx1ijeyn6y1cn6929ix4,0,50.5,11.0,2024-09-27T18:13:25.715Z,2024-09-27T18:13:26Z,3ywgt5v070xudujs9f7cuqm7d,J. Vetter,,,5244429293,212,18.1,5244429289,140,67.7,5244429285,155,,5244429295,213,0.00,5244429291,141,11.1,5244429287,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726413059,517,1,2,55,22,dbl7ir1qugqz8nvp1vzn8im50,0,27.3,87.7,2024-09-27T18:13:27.026Z,2024-09-27T18:13:27Z,2z8u8kyv91shp0la8alkn6kus,M. Ejdum,,,5244429443,140,49.2,5244429451,213,0.00,5244429447,141,87.7,5244429449,212,23.0,5244429435,3,,5244429439,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726413103,465,1,2,55,22,b8oqgvx1ijeyn6y1cn6929ix4,0,54.5,15.0,2024-09-27T18:13:27.330Z,2024-09-27T18:13:31Z,3ywgt5v070xudujs9f7cuqm7d,J. Vetter,,,5244429719,56,Center,5244429717,157,,5244429725,212,21.7,5244429729,1,,5244429721,140,71.3,5244429723,141,33.6,5244429727,213,0.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726413107,518,44,2,55,24,dbl7ir1qugqz8nvp1vzn8im50,1,31.8,69.4,2024-09-27T18:13:29.817Z,2024-09-27T19:18:05Z,e9o7q10wnhex4e8eo47mobbvt,J. Bonde,,,5244429747,285,,5244429745,56,Back,5244429923,233,466,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726413115,466,44,2,55,24,b8oqgvx1ijeyn6y1cn6929ix4,0,68.2,30.6,2024-09-27T18:13:29.818Z,2024-09-27T19:18:06Z,8h3cyhuw5049gcxrsld3rw1ec,V. Westh,,,5244429775,286,,5244429975,233,518,5244429773,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726413125,519,1,2,55,25,dbl7ir1qugqz8nvp1vzn8im50,0,35.8,74.2,2024-09-27T18:13:30.025Z,2024-09-27T18:13:30Z,e9o7q10wnhex4e8eo47mobbvt,J. Bonde,,,5244429807,3,,5244429815,212,3.2,5244429811,140,38.1,5244429817,213,5.57,5244429809,56,Back,5244429813,141,71.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726413147,467,61,2,55,26,b8oqgvx1ijeyn6y1cn6929ix4,1,70.5,33.6,2024-09-27T18:13:30.932Z,2024-09-27T18:13:31Z,8h3cyhuw5049gcxrsld3rw1ec,V. Westh,,,5244429909,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726413161,468,43,2,55,26,b8oqgvx1ijeyn6y1cn6929ix4,1,0.0,0.0,2024-09-27T18:13:31.138Z,2024-09-27T18:13:53Z,8h3cyhuw5049gcxrsld3rw1ec,V. Westh,,,5244432989,144,61,5244429947,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726413183,520,1,2,55,26,dbl7ir1qugqz8nvp1vzn8im50,0,38.2,70.9,2024-09-27T18:13:31.362Z,2024-09-27T18:13:32Z,e9o7q10wnhex4e8eo47mobbvt,J. Bonde,,,5244430053,212,7.0,5244430049,140,32.6,5244430051,141,76.4,5244430055,213,2.58,5244430047,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726413377,469,1,2,55,31,b8oqgvx1ijeyn6y1cn6929ix4,1,74.0,42.2,2024-09-27T18:13:36.154Z,2024-09-27T18:13:39Z,9ircna8pbskreztmy1wiqwx9m,S. Yatéké,,,5244431039,141,69.7,5244431035,56,Center,5244431041,212,20.0,5244431037,140,80.7,5244431043,213,1.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726413445,470,1,2,55,34,b8oqgvx1ijeyn6y1cn6929ix4,1,91.6,82.4,2024-09-27T18:13:39.753Z,2024-09-27T18:13:42Z,6bajck5osvj7trnwt2a5mc3dg,I. Tånnander,,,5244431391,212,12.3,5244431387,140,80.8,5244431385,56,Center,5244431389,141,75.4,5244431393,213,3.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726413471,471,1,2,55,37,b8oqgvx1ijeyn6y1cn6929ix4,0,80.8,75.4,2024-09-27T18:13:42.218Z,2024-09-27T18:13:43Z,8h3cyhuw5049gcxrsld3rw1ec,V. Westh,,,5244431555,212,27.6,5244431551,141,37.7,5244431549,140,90.6,5244431557,213,5.09,5244431545,56,Center,5244431541,155,,5244431539,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726413523,521,12,2,55,40,dbl7ir1qugqz8nvp1vzn8im50,1,7.4,64.5,2024-09-27T18:13:45.018Z,2024-09-27T19:20:44Z,dqtarwrqvkopmzbt2ovp2dln9,B. Paulsen,,,5244431821,140,24.8,5244431825,212,18.6,5244431823,141,69.7,5244431883,15,,5244431827,213,0.19,5244431819,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
