id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/9/value,qualifier/12/value,qualifier/10/value,qualifier/11/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/14/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value
2719409787,505,1,2,48,20,8gxd9ry2580pu1b1dd5ny9ymy,1,28.4,32.4,2024-09-13T18:06:47.753Z,2024-09-13T18:06:55Z,630daj1ef34rczbhng0eoncvd,M. Kiilerich,,,5206127779,140,28.0,5206127777,56,Back,5206127783,212,24.7,5206127781,141,68.7,5206127785,213,1.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2719409823,506,1,2,48,28,8gxd9ry2580pu1b1dd5ny9ymy,1,43.6,59.1,2024-09-13T18:06:55.289Z,2024-09-13T18:06:57Z,a30gduuv9d1s4pkthgu2jhyol,D. Stenderup,,,5206127929,56,Center,5206127935,212,18.8,5206127937,213,5.51,5206127933,141,39.8,5206127931,140,56.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2719409881,507,1,2,48,30,8gxd9ry2580pu1b1dd5ny9ymy,1,62.8,33.6,2024-09-13T18:06:57.697Z,2024-09-13T18:07:01Z,6uwvbagahvoavs630k8uksxjp,M. Kaalund,,,5206128243,140,82.7,5206128241,56,Right,5206128245,141,10.9,5206128249,213,5.65,5206128247,212,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2719409927,459,45,2,48,34,bd4qakf7j0wwie8wke9km7uj8,0,15.6,86.6,2024-09-13T18:07:01.369Z,2024-09-13T19:03:07Z,m031ocyfq011rual3olkegdm,A. Taranis,,,5206128463,285,,5206128461,56,Back,5206128611,233,508,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2719409911,508,3,2,48,34,8gxd9ry2580pu1b1dd5ny9ymy,1,84.4,13.4,2024-09-13T18:07:01.369Z,2024-09-13T19:03:06Z,bfvdr7ckiersz26ya2kq9f1g4,A. Iljazovski,,,5206128399,56,Right,5206128401,286,,5206128573,233,459,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2719409935,509,1,2,48,36,8gxd9ry2580pu1b1dd5ny9ymy,0,87.8,12.0,2024-09-13T18:07:03.298Z,2024-09-13T18:07:04Z,bfvdr7ckiersz26ya2kq9f1g4,A. Iljazovski,,,5206128499,2,,5206128507,140,88.8,5206128515,213,1.47,5206128501,155,,5206128503,56,Center,5206128513,212,10.1,5206128511,141,26.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2719409971,460,61,2,48,39,bd4qakf7j0wwie8wke9km7uj8,1,11.5,67.5,2024-09-13T18:07:06.432Z,2024-09-13T18:09:00Z,bwozpgcm48s08t1glxfgjajmd,N. Halse,,,5206129441,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2719410019,461,1,2,48,40,bd4qakf7j0wwie8wke9km7uj8,0,15.4,54.3,2024-09-13T18:07:08.136Z,2024-09-13T18:09:31Z,6zhj070huc77sl5o5bx6ey5g4,G. Fraulo,,,5206128987,213,0.88,5206128985,212,12.4,5206128979,56,Back,5206128981,140,22.9,5206128983,141,68.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2719410145,510,1,2,48,43,8gxd9ry2580pu1b1dd5ny9ymy,1,64.0,12.0,2024-09-13T18:07:10.569Z,2024-09-13T18:07:15Z,630daj1ef34rczbhng0eoncvd,M. Kiilerich,,,5206129623,56,Center,5206129631,213,1.06,5206129627,141,23.9,5206129629,212,9.3,5206129625,140,68.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2719410159,511,1,2,48,48,8gxd9ry2580pu1b1dd5ny9ymy,1,67.6,21.9,2024-09-13T18:07:15.737Z,2024-09-13T18:07:16Z,9r07ooissj5mz15g87x5rmbx1,C. Jakobsen,,,5206129727,140,64.3,5206129729,141,14.6,5206129725,56,Right,5206129731,212,6.1,5206129733,213,4.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2719410203,512,1,2,48,49,8gxd9ry2580pu1b1dd5ny9ymy,1,64.3,14.6,2024-09-13T18:07:16.569Z,2024-09-13T18:07:18Z,630daj1ef34rczbhng0eoncvd,M. Kiilerich,,,5206129955,56,Center,5206129959,141,37.6,5206129957,140,59.0,5206129963,213,1.91,5206129961,212,16.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2719410251,513,1,2,48,51,8gxd9ry2580pu1b1dd5ny9ymy,1,59.1,37.6,2024-09-13T18:07:18.561Z,2024-09-13T18:07:20Z,a30gduuv9d1s4pkthgu2jhyol,D. Stenderup,,,5206130227,56,Center,5206130229,140,77.5,5206130235,213,0.25,5206130231,141,44.8,5206130233,212,19.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2719410263,514,1,2,48,53,8gxd9ry2580pu1b1dd5ny9ymy,0,76.2,44.0,2024-09-13T18:07:20.681Z,2024-09-13T18:23:47Z,6uwvbagahvoavs630k8uksxjp,M. Kaalund,,,5206130339,212,16.9,5206130335,140,76.8,5206130337,141,19.2,5206130333,56,Right,5206130341,213,4.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2719410295,462,1,2,48,54,bd4qakf7j0wwie8wke9km7uj8,0,23.9,84.0,2024-09-13T18:07:21.792Z,2024-09-13T18:09:49Z,m031ocyfq011rual3olkegdm,A. Taranis,,,5206130521,141,48.8,5206130523,212,39.9,5206130525,213,5.64,5206130527,1,,5206130519,140,54.3,5206130515,157,,5206130517,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2719410357,515,1,2,48,57,8gxd9ry2580pu1b1dd5ny9ymy,0,44.2,49.6,2024-09-13T18:07:24.297Z,2024-09-13T18:07:26Z,6dzg820946z4848whaa6ny2nd,N. Clausen,,,5206130841,3,,5206130845,56,Center,5206130849,140,51.9,5206130853,141,24.0,5206130859,213,5.15,5206130857,212,19.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2719410425,464,1,2,49,1,bd4qakf7j0wwie8wke9km7uj8,1,57.4,87.8,2024-09-13T18:07:28.536Z,2024-09-13T18:07:30Z,m031ocyfq011rual3olkegdm,A. Taranis,,,5206131149,56,Center,5206131153,141,72.2,5206131151,140,61.3,5206131155,212,11.4,5206131157,213,5.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2719410505,465,1,2,49,2,bd4qakf7j0wwie8wke9km7uj8,1,59.1,72.3,2024-09-13T18:07:29.840Z,2024-09-13T18:07:33Z,7h02v4ymnko5fh01iylbh34es,R. Arabaci,,,5206131623,213,3.37,5206131621,212,36.1,5206131625,1,,5206131619,141,60.5,5206131615,56,Back,5206131617,140,25.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2719410561,466,1,2,49,6,bd4qakf7j0wwie8wke9km7uj8,1,25.6,60.5,2024-09-13T18:07:33.384Z,2024-09-13T18:07:35Z,81c40rn7lrb39qu0sam8kv6dw,O. Skolnik,,,5206131893,56,Back,5206131897,141,30.4,5206131899,212,20.5,5206131895,140,25.2,5206131901,213,4.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2719410653,467,1,2,49,8,bd4qakf7j0wwie8wke9km7uj8,1,26.8,25.4,2024-09-13T18:07:35.784Z,2024-09-13T18:07:40Z,4brcvdxviy9f03iwcavxll80l,H. Askham,,,5206132403,56,Back,5206132411,213,5.28,5206132409,212,15.0,5206132405,140,34.4,5206132407,141,6.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2719410703,468,1,2,49,13,bd4qakf7j0wwie8wke9km7uj8,1,32.1,6.5,2024-09-13T18:07:40.328Z,2024-09-13T18:07:43Z,duvhbifjh37mvlm46akiy431m,M. Juhl,,,5206132651,141,30.1,5206132653,212,29.2,5206132655,213,0.58,5206132649,140,55.3,5206132647,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2719410789,469,1,2,49,15,bd4qakf7j0wwie8wke9km7uj8,0,55.3,30.1,2024-09-13T18:07:43.080Z,2024-09-13T18:07:46Z,cf6zq49y8v1ekw07e7yi3uac,A. Maarup,,,5206133157,140,74.3,5206133155,56,Right,5206133159,141,0.0,5206133161,212,29.2,5206133163,213,5.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2719410799,470,5,2,49,19,bd4qakf7j0wwie8wke9km7uj8,0,76.8,-1.5,2024-09-13T18:07:46.466Z,2024-09-13T19:10:34Z,cf6zq49y8v1ekw07e7yi3uac,A. Maarup,,,5206137001,233,517,5206133207,56,Right,5206133209,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2719411467,517,5,2,49,19,8gxd9ry2580pu1b1dd5ny9ymy,1,23.2,101.5,2024-09-13T18:07:46.466Z,2024-09-13T19:10:34Z,2cup1vjw8n43kbzzxfflnmplg,J. Singh,,,5206136885,56,Back,5206136959,233,470,5206136887,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2719411499,518,1,2,49,50,8gxd9ry2580pu1b1dd5ny9ymy,1,25.4,100.0,2024-09-13T18:08:17.769Z,2024-09-13T18:08:19Z,6dzg820946z4848whaa6ny2nd,N. Clausen,,,5206137121,213,4.93,5206137113,56,Back,5206137111,107,,5206137119,212,13.2,5206137115,140,28.1,5206137117,141,83.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2719411505,519,1,2,49,51,8gxd9ry2580pu1b1dd5ny9ymy,1,28.7,81.2,2024-09-13T18:08:18.946Z,2024-09-13T18:08:20Z,a30gduuv9d1s4pkthgu2jhyol,D. Stenderup,,,5206137129,56,Back,5206137145,212,6.4,5206137149,213,1.37,5206137137,141,90.5,5206137133,140,29.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2719411535,520,1,2,49,52,8gxd9ry2580pu1b1dd5ny9ymy,1,29.9,90.5,2024-09-13T18:08:19.841Z,2024-09-13T18:08:21Z,6dzg820946z4848whaa6ny2nd,N. Clausen,,,5206137333,141,74.2,5206137331,140,29.1,5206137337,213,4.64,5206137329,56,Back,5206137335,212,11.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2719411615,521,1,2,49,53,8gxd9ry2580pu1b1dd5ny9ymy,1,30.3,74.2,2024-09-13T18:08:21.122Z,2024-09-13T18:08:25Z,a30gduuv9d1s4pkthgu2jhyol,D. Stenderup,,,5206137819,212,25.5,5206137815,140,33.6,5206137817,141,37.1,5206137813,56,Back,5206137821,213,4.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2719411735,522,1,2,49,57,8gxd9ry2580pu1b1dd5ny9ymy,0,41.1,32.2,2024-09-13T18:08:25.107Z,2024-09-13T18:08:30Z,630daj1ef34rczbhng0eoncvd,M. Kiilerich,,,5206138581,140,85.2,5206138577,56,Center,5206138573,155,,5206138589,212,55.1,5206138585,141,76.1,5206138593,213,0.57,5206138595,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2719412145,472,1,2,50,19,bd4qakf7j0wwie8wke9km7uj8,0,11.1,38.6,2024-09-13T18:08:46.257Z,2024-09-13T18:08:49Z,8r9iqig43yjty7l1oq6yg73mc,M. Brylov,,,5206140847,56,Right,5206140843,199,,5206140855,212,63.5,5206140859,1,,5206140857,213,5.85,5206140853,141,0.0,5206140851,140,65.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2719412155,473,5,2,50,21,bd4qakf7j0wwie8wke9km7uj8,0,65.7,-1.2,2024-09-13T18:08:49.041Z,2024-09-13T19:10:35Z,8r9iqig43yjty7l1oq6yg73mc,M. Brylov,,,5206140905,347,,5206141977,233,524,5206140903,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2719412329,524,5,2,50,21,8gxd9ry2580pu1b1dd5ny9ymy,1,34.3,101.2,2024-09-13T18:08:49.041Z,2024-09-13T19:10:35Z,9tt9eo9bsff7dp7aqjal1obo4,F. Høgh,,,5206141885,347,,5206141953,233,473,5206141883,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2719412367,525,1,2,50,30,8gxd9ry2580pu1b1dd5ny9ymy,1,34.3,100.0,2024-09-13T18:08:57.985Z,2024-09-13T18:09:00Z,6dzg820946z4848whaa6ny2nd,N. Clausen,,,5206142123,107,,5206142133,213,4.66,5206142131,212,11.0,5206142129,141,85.3,5206142125,56,Back,5206142127,140,33.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2719412493,526,1,2,50,33,8gxd9ry2580pu1b1dd5ny9ymy,1,32.8,86.2,2024-09-13T18:09:00.169Z,2024-09-13T18:09:06Z,2cup1vjw8n43kbzzxfflnmplg,J. Singh,,,5206142823,56,Back,5206142831,212,17.4,5206142827,141,64.3,5206142835,213,4.17,5206142825,140,24.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2719412545,527,1,2,50,38,8gxd9ry2580pu1b1dd5ny9ymy,1,34.9,46.6,2024-09-13T18:09:06.074Z,2024-09-13T18:09:09Z,630daj1ef34rczbhng0eoncvd,M. Kiilerich,,,5206143085,212,17.4,5206143087,213,1.90,5206143081,140,29.6,5206143083,141,70.9,5206143079,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2719412623,528,1,2,50,41,8gxd9ry2580pu1b1dd5ny9ymy,1,32.9,62.6,2024-09-13T18:09:09.066Z,2024-09-13T18:09:14Z,a30gduuv9d1s4pkthgu2jhyol,D. Stenderup,,,5206143569,213,4.86,5206143565,141,29.5,5206143567,212,22.8,5206143563,140,36.1,5206143561,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2719412779,529,1,2,50,47,8gxd9ry2580pu1b1dd5ny9ymy,1,47.9,14.3,2024-09-13T18:09:14.258Z,2024-09-13T18:09:21Z,9r07ooissj5mz15g87x5rmbx1,C. Jakobsen,,,5206144463,213,0.19,5206144461,212,44.1,5206144453,155,,5206144457,140,89.1,5206144467,1,,5206144455,56,Center,5206144459,141,26.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2719412795,474,83,2,50,54,bd4qakf7j0wwie8wke9km7uj8,0,7.1,71.4,2024-09-13T18:09:21.562Z,2024-09-13T18:11:21Z,aejgqvdw1jftxaa538kaa15w4,O. Juul,,,5206157983,399,dncrhma6gwcn6pxiu7hfc6qz8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2719412791,530,1,2,50,54,8gxd9ry2580pu1b1dd5ny9ymy,0,95.4,28.3,2024-09-13T18:09:21.746Z,2024-09-13T18:09:22Z,dncrhma6gwcn6pxiu7hfc6qz8,A. Smed,,,5206144547,56,Center,5206144549,140,96.9,5206144555,213,1.46,5206144551,141,49.0,5206144553,212,14.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2719412875,475,12,2,50,57,bd4qakf7j0wwie8wke9km7uj8,1,6.6,59.4,2024-09-13T18:09:24.378Z,2024-09-13T18:09:26Z,81c40rn7lrb39qu0sam8kv6dw,O. Skolnik,,,5206145061,167,,5206144923,140,0.0,5206144921,56,Back,5206144929,212,17.4,5206144935,213,2.07,5206144925,141,81.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2719412881,476,6,2,50,57,bd4qakf7j0wwie8wke9km7uj8,0,0.2,70.2,2024-09-13T18:09:25.123Z,2024-09-13T19:02:43Z,81c40rn7lrb39qu0sam8kv6dw,O. Skolnik,,,5206145091,56,Back,5206145093,73,,5206145171,233,531,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2719412823,531,6,2,50,57,8gxd9ry2580pu1b1dd5ny9ymy,1,99.8,29.8,2024-09-13T18:09:25.123Z,2024-09-13T19:02:43Z,dncrhma6gwcn6pxiu7hfc6qz8,A. Smed,,,5206145129,233,476,5206144871,56,Center,5206144873,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2719413643,532,1,2,51,31,8gxd9ry2580pu1b1dd5ny9ymy,1,99.5,0.5,2024-09-13T18:09:58.714Z,2024-09-13T19:23:12Z,6dzg820946z4848whaa6ny2nd,N. Clausen,,,5206149133,6,,5206149143,141,41.9,5206149141,140,94.8,5206149131,2,,5206149147,213,1.74,5206149137,223,,5206149135,155,,5206149145,212,28.6,5206149139,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2719434953,715,1,2,51,32,8gxd9ry2580pu1b1dd5ny9ymy,0,97.2,42.3,2024-09-13T18:09:59.383Z,2024-09-13T20:06:11Z,9r07ooissj5mz15g87x5rmbx1,C. Jakobsen,,,5206590055,140,97.2,5206590059,212,1.4,5206590057,141,44.4,5206268341,56,Center,5206590061,213,1.57,5206591237,168,,5206591699,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2719413653,477,61,2,51,32,bd4qakf7j0wwie8wke9km7uj8,1,2.4,56.3,2024-09-13T18:09:59.483Z,2024-09-13T19:25:22Z,d106tu53y5q02yu36iojbou8k,A. Jensen,,,5206272777,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2719413779,533,1,2,51,40,8gxd9ry2580pu1b1dd5ny9ymy,1,87.0,26.0,2024-09-13T18:10:08.130Z,2024-09-13T19:23:11Z,bfvdr7ckiersz26ya2kq9f1g4,A. Iljazovski,,,5206149879,141,11.9,5206288473,3,,5206149875,56,Right,5206149883,213,3.57,5206149877,140,67.0,5206149881,212,23.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2719413791,534,1,2,51,42,8gxd9ry2580pu1b1dd5ny9ymy,0,74.1,11.1,2024-09-13T18:10:09.987Z,2024-09-13T19:23:10Z,6uwvbagahvoavs630k8uksxjp,M. Kaalund,,,5206149945,212,14.5,5206149939,56,Right,5206149947,213,0.07,5206149943,141,12.5,5206149941,140,87.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2719413737,478,61,2,51,43,bd4qakf7j0wwie8wke9km7uj8,1,16.6,86.4,2024-09-13T18:10:10.396Z,2024-09-13T19:24:32Z,m031ocyfq011rual3olkegdm,A. Taranis,,,5206149645,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2719413803,479,1,2,51,43,bd4qakf7j0wwie8wke9km7uj8,0,16.6,86.4,2024-09-13T18:10:10.506Z,2024-09-13T19:23:09Z,bwozpgcm48s08t1glxfgjajmd,N. Halse,,,5206150003,157,,5206150011,212,32.8,5206150005,56,Back,5206150017,1,,5206150009,141,61.1,5206150007,140,43.2,5206150015,213,5.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2719413923,535,1,2,51,45,8gxd9ry2580pu1b1dd5ny9ymy,1,56.6,47.6,2024-09-13T18:10:12.907Z,2024-09-13T18:10:17Z,dncrhma6gwcn6pxiu7hfc6qz8,A. Smed,,,5206150639,140,55.7,5206150645,213,1.62,5206150637,56,Center,5206150643,212,17.5,5206150641,141,73.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2719413973,536,1,2,51,49,8gxd9ry2580pu1b1dd5ny9ymy,1,61.5,83.3,2024-09-13T18:10:16.841Z,2024-09-13T18:10:19Z,2cup1vjw8n43kbzzxfflnmplg,J. Singh,,,5206150887,212,13.7,5206150889,213,0.59,5206150885,141,94.5,5206150881,56,Left,5206150883,140,72.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2719414029,537,1,2,51,52,8gxd9ry2580pu1b1dd5ny9ymy,1,70.6,92.4,2024-09-13T18:10:19.322Z,2024-09-13T18:10:22Z,a30gduuv9d1s4pkthgu2jhyol,D. Stenderup,,,5206151181,141,75.9,5206151183,212,13.1,5206151177,56,Center,5206151179,140,64.2,5206151185,213,4.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2719414087,538,1,2,51,55,8gxd9ry2580pu1b1dd5ny9ymy,1,66.4,81.8,2024-09-13T18:10:22.170Z,2024-09-13T18:10:25Z,9r07ooissj5mz15g87x5rmbx1,C. Jakobsen,,,5206151527,213,0.88,5206151525,212,10.3,5206151519,56,Left,5206151521,140,72.7,5206151523,141,93.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2719414107,539,1,2,51,58,8gxd9ry2580pu1b1dd5ny9ymy,0,75.5,94.2,2024-09-13T18:10:25.185Z,2024-09-13T18:10:26Z,2cup1vjw8n43kbzzxfflnmplg,J. Singh,,,5206151629,212,7.2,5206151625,140,80.7,5206151627,141,87.2,5206151623,56,Left,5206151631,213,5.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2719414143,480,8,2,52,0,bd4qakf7j0wwie8wke9km7uj8,1,18.8,9.4,2024-09-13T18:10:27.963Z,2024-09-13T18:11:01Z,duvhbifjh37mvlm46akiy431m,M. Juhl,,,5206151821,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2719414207,481,1,2,52,1,bd4qakf7j0wwie8wke9km7uj8,0,20.1,4.7,2024-09-13T18:10:28.658Z,2024-09-13T18:10:32Z,duvhbifjh37mvlm46akiy431m,M. Juhl,,,5206152093,141,5.5,5206152091,140,21.9,5206152105,213,0.28,5206152099,212,2.0,5206152131,286,,5206152127,233,540,5206152089,56,Back,5206152125,236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2719414163,540,74,2,52,1,8gxd9ry2580pu1b1dd5ny9ymy,1,79.1,90.5,2024-09-13T18:10:28.659Z,2024-09-13T18:10:31Z,9tt9eo9bsff7dp7aqjal1obo4,F. Høgh,,,5206152179,233,481,5206151905,285,,5206151901,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2719414249,482,5,2,52,2,bd4qakf7j0wwie8wke9km7uj8,1,19.6,-1.4,2024-09-13T18:10:29.796Z,2024-09-13T19:10:35Z,duvhbifjh37mvlm46akiy431m,M. Juhl,,,5206152379,56,Back,5206152381,347,,5206152485,233,541,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2719414181,541,5,2,52,2,8gxd9ry2580pu1b1dd5ny9ymy,0,80.4,101.4,2024-09-13T18:10:29.796Z,2024-09-13T19:10:36Z,9tt9eo9bsff7dp7aqjal1obo4,F. Høgh,,,5206152015,347,,5206152503,233,482,5206152013,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2719414395,483,1,2,52,8,bd4qakf7j0wwie8wke9km7uj8,1,22.1,0.0,2024-09-13T18:10:35.955Z,2024-09-13T18:10:40Z,duvhbifjh37mvlm46akiy431m,M. Juhl,,,5206153243,56,Back,5206153241,107,,5206153247,141,24.7,5206153249,212,22.0,5206153245,140,34.6,5206153253,1,,5206153251,213,0.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2719414439,484,1,2,52,13,bd4qakf7j0wwie8wke9km7uj8,1,28.8,12.2,2024-09-13T18:10:40.475Z,2024-09-13T18:10:43Z,7h02v4ymnko5fh01iylbh34es,R. Arabaci,,,5206153507,56,Back,5206153515,213,3.50,5206153509,140,18.1,5206153511,141,6.1,5206153513,212,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2719414535,485,1,2,52,15,bd4qakf7j0wwie8wke9km7uj8,1,18.1,6.1,2024-09-13T18:10:43.043Z,2024-09-13T18:10:47Z,duvhbifjh37mvlm46akiy431m,M. Juhl,,,5206153999,141,4.7,5206153995,56,Back,5206153997,140,25.6,5206154001,212,7.9,5206154003,213,6.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2719414471,542,83,2,52,17,8gxd9ry2580pu1b1dd5ny9ymy,0,68.2,86.0,2024-09-13T18:10:45.002Z,2024-09-13T18:10:50Z,dshwz1df0rbe0fztksawvd0wl,M. Olsen,,,5206154413,399,7h02v4ymnko5fh01iylbh34es,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2719414561,486,1,2,52,20,bd4qakf7j0wwie8wke9km7uj8,0,23.6,12.5,2024-09-13T18:10:47.227Z,2024-09-13T18:10:48Z,7h02v4ymnko5fh01iylbh34es,R. Arabaci,,,5206154143,140,21.1,5206154141,56,Back,5206154147,212,3.7,5206154149,213,2.36,5206154145,141,16.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2719414715,544,1,2,52,22,8gxd9ry2580pu1b1dd5ny9ymy,1,71.4,78.5,2024-09-13T18:10:49.763Z,2024-09-13T18:10:54Z,9r07ooissj5mz15g87x5rmbx1,C. Jakobsen,,,5206154987,213,1.64,5206154985,212,7.4,5206154979,56,Left,5206154983,141,89.4,5206154981,140,70.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2719414721,545,4,2,52,26,8gxd9ry2580pu1b1dd5ny9ymy,1,76.8,92.6,2024-09-13T18:10:53.650Z,2024-09-13T19:02:36Z,2cup1vjw8n43kbzzxfflnmplg,J. Singh,,,5206159989,233,487,5206155053,152,,5206155057,286,,5206155055,265,,5206155047,13,,5206155049,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2719414683,487,4,2,52,26,bd4qakf7j0wwie8wke9km7uj8,0,23.2,7.4,2024-09-13T18:10:53.651Z,2024-09-13T19:02:37Z,duvhbifjh37mvlm46akiy431m,M. Juhl,,,5206154921,265,,5206160011,233,545,5206154925,285,,5206154915,152,,5206154905,13,,5206154909,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
