id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/10/value,qualifier/14/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value
2715016691,465,1,1,39,12,aqtkb4mgrz8c6iqfufj6qjbv9,0,54.3,33.7,2024-08-30T18:40:58.976Z,2024-08-30T18:41:00Z,khqldwfq14b7giakss24l9t5,K. Enghardt,,,5182015977,141,51.5,5182015973,56,Center,5182015975,140,73.0,5182015981,213,0.55,5182015971,155,,5182015979,212,23.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2715016735,315,1,1,39,15,b8oqgvx1ijeyn6y1cn6929ix4,0,27.5,37.4,2024-08-30T18:41:02.267Z,2024-08-30T18:41:02Z,3xz0h3d6r2qgmv9egms8yaz56,C. Vestergaard,,,5182016225,212,11.0,5182016223,141,49.3,5182016217,157,,5182016227,213,0.83,5182016229,1,,5182016219,56,Back,5182016221,140,34.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2715016749,466,1,1,39,16,aqtkb4mgrz8c6iqfufj6qjbv9,1,64.6,48.2,2024-08-30T18:41:02.584Z,2024-08-30T18:41:04Z,7l7f98nn8gohmdacsdb2labkk,A. Alicino,,,5182016299,141,49.3,5182016303,213,0.06,5182016301,212,12.3,5182016295,56,Center,5182016297,140,76.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2715016771,467,1,1,39,17,aqtkb4mgrz8c6iqfufj6qjbv9,0,76.4,49.7,2024-08-30T18:41:04.120Z,2024-08-30T18:41:06Z,3rok7i8nrt4yzx2melj4qiuqc,S. Opoku,,,5182016437,212,14.1,5182016435,141,49.9,5182016433,140,89.8,5182016529,4,,5182016431,56,Center,5182016439,213,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2715016799,316,54,1,39,20,b8oqgvx1ijeyn6y1cn6929ix4,1,11.9,52.1,2024-08-30T18:41:06.820Z,2024-08-30T18:41:09Z,52vwj2s29n7wngablotd7pboq,J. Ægidius,,,5182016811,232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2715017025,318,1,1,39,27,b8oqgvx1ijeyn6y1cn6929ix4,1,13.2,52.7,2024-08-30T18:41:13.434Z,2024-08-30T18:41:44Z,52vwj2s29n7wngablotd7pboq,J. Ægidius,,,5182017707,56,Back,5182017711,141,77.8,5182017705,123,,5182021483,189,,5182017713,212,20.7,5182017715,213,0.97,5182017709,140,24.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2715017065,319,1,1,39,31,b8oqgvx1ijeyn6y1cn6929ix4,1,24.4,77.8,2024-08-30T18:41:17.402Z,2024-08-30T18:41:19Z,8ewvm6ux4yvpwgrzjkc1chqwa,A. Nørager,,,5182017913,140,50.4,5182017923,212,27.3,5182017927,213,6.23,5182017911,56,Center,5182017917,141,75.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2715017085,320,1,1,39,32,b8oqgvx1ijeyn6y1cn6929ix4,1,49.0,76.9,2024-08-30T18:41:18.962Z,2024-08-30T18:41:20Z,1nn1wc14k9zd3wtu73loj7kes,P. Ngongo,,,5182018093,213,3.06,5182018087,140,34.7,5182018085,56,Back,5182018089,141,78.7,5182018091,212,15.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2715017113,321,1,1,39,33,b8oqgvx1ijeyn6y1cn6929ix4,1,34.7,78.7,2024-08-30T18:41:20.217Z,2024-08-30T18:41:21Z,8h3cyhuw5049gcxrsld3rw1ec,V. Westh,,,5182018227,56,Back,5182018231,141,93.8,5182018233,212,11.3,5182018229,140,30.3,5182018235,213,1.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2715017263,322,1,1,39,34,b8oqgvx1ijeyn6y1cn6929ix4,1,30.3,93.8,2024-08-30T18:41:21.001Z,2024-08-30T18:41:27Z,f1ba9g771s0zeel0titcj3omi,A. Njai,,,5182019103,56,Back,5182019105,140,24.6,5182019111,213,4.20,5182019107,141,78.1,5182019109,212,12.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2715017275,323,43,1,39,40,b8oqgvx1ijeyn6y1cn6929ix4,1,0.0,0.0,2024-08-30T18:41:27.306Z,2024-08-30T18:41:33Z,8ewvm6ux4yvpwgrzjkc1chqwa,A. Nørager,,,5182019165,56,Back,5182019169,140,40.9,5182019177,212,2.8,5182019181,213,0.62,5182019173,141,75.6,5182019875,144,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2715017355,324,4,1,39,44,b8oqgvx1ijeyn6y1cn6929ix4,1,37.4,72.6,2024-08-30T18:41:30.929Z,2024-08-30T18:41:38Z,8ewvm6ux4yvpwgrzjkc1chqwa,A. Nørager,,,5182019623,56,Back,5182019625,152,,5182020473,294,,5182019629,286,,5182020547,233,468,5182019621,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2715017365,468,4,1,39,44,aqtkb4mgrz8c6iqfufj6qjbv9,0,62.6,27.4,2024-08-30T18:41:30.930Z,2024-08-30T18:41:38Z,1fjkjzsei9slx2t4zhsqdkve1,M. Etim,,,5182020213,152,,5182020209,294,,5182020215,285,,5182020373,233,324,5182020211,56,Center,5182020207,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2715017653,325,1,1,39,54,b8oqgvx1ijeyn6y1cn6929ix4,0,36.6,72.3,2024-08-30T18:41:41.139Z,2024-08-30T18:41:41Z,8ewvm6ux4yvpwgrzjkc1chqwa,A. Nørager,,,5182021127,1,,5182021117,140,87.6,5182021109,155,,5182021125,213,5.87,5182021113,56,Center,5182021111,152,,5182021121,212,58.4,5182021107,5,,5182021119,141,38.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2715017787,470,1,1,39,57,aqtkb4mgrz8c6iqfufj6qjbv9,1,14.4,57.5,2024-08-30T18:41:44.281Z,2024-08-30T18:48:30Z,8mswl5vzza12hylodrrsq3zvu,A. Kappenberger,,,5182021793,123,,5182021799,141,33.7,5182021795,56,Back,5182021803,213,5.31,5182021801,212,19.5,5182021797,140,24.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2715017843,471,1,1,40,0,aqtkb4mgrz8c6iqfufj6qjbv9,1,23.9,35.8,2024-08-30T18:41:47.233Z,2024-08-30T18:41:50Z,khqldwfq14b7giakss24l9t5,K. Enghardt,,,5182022143,56,Right,5182022149,212,34.0,5182022145,140,53.3,5182022153,1,,5182022151,213,5.85,5182022147,141,14.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2715017925,472,1,1,40,3,aqtkb4mgrz8c6iqfufj6qjbv9,1,52.9,16.1,2024-08-30T18:41:50.074Z,2024-08-30T18:41:53Z,81gka3mi69fh8gyehyy8xo9as,C. Allen,,,5182022547,140,40.5,5182022551,212,18.4,5182022553,213,2.36,5182022545,56,Back,5182022549,141,35.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2715017993,473,1,1,40,6,aqtkb4mgrz8c6iqfufj6qjbv9,1,49.7,43.0,2024-08-30T18:41:53.313Z,2024-08-30T18:41:56Z,2tcdx5rp7vujnlid4oqqxdogk,M. Due Grandt,,,5182022845,213,1.68,5182022843,212,28.8,5182022837,56,Back,5182022841,141,85.1,5182022839,140,46.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2715018065,474,1,1,40,9,aqtkb4mgrz8c6iqfufj6qjbv9,1,51.4,84.2,2024-08-30T18:41:56.089Z,2024-08-30T18:41:58Z,9350utk4onh2hv5jznxqpkd7t,R. Møller,,,5182023217,141,94.8,5182023221,213,0.59,5182023215,140,61.7,5182023219,212,13.0,5182023213,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2715018217,475,1,1,40,12,aqtkb4mgrz8c6iqfufj6qjbv9,1,61.7,94.8,2024-08-30T18:41:58.665Z,2024-08-30T18:42:04Z,elsygne5tjybbxrqgehtovnro,L. Bøje-Larsen,,,5182023997,140,39.9,5182024003,213,3.25,5182023999,141,91.2,5182024001,212,23.0,5182023995,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2715018259,476,1,1,40,18,aqtkb4mgrz8c6iqfufj6qjbv9,1,38.1,81.1,2024-08-30T18:42:04.545Z,2024-08-30T18:42:06Z,9350utk4onh2hv5jznxqpkd7t,R. Møller,,,5182024273,56,Left,5182024285,212,19.9,5182024287,213,0.46,5182024277,140,55.1,5182024281,141,94.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2715018323,477,1,1,40,20,aqtkb4mgrz8c6iqfufj6qjbv9,1,54.5,92.4,2024-08-30T18:42:06.753Z,2024-08-30T18:42:10Z,elsygne5tjybbxrqgehtovnro,L. Bøje-Larsen,,,5182024583,212,16.5,5182024585,213,3.54,5182024579,140,40.0,5182024577,56,Back,5182024581,141,82.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2715018379,478,1,1,40,23,aqtkb4mgrz8c6iqfufj6qjbv9,1,40.8,79.0,2024-08-30T18:42:09.945Z,2024-08-30T18:42:12Z,9350utk4onh2hv5jznxqpkd7t,R. Møller,,,5182024871,212,23.1,5182024859,56,Back,5182024869,141,46.9,5182024865,140,33.5,5182024873,213,4.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2715018413,479,1,1,40,26,aqtkb4mgrz8c6iqfufj6qjbv9,1,34.4,41.3,2024-08-30T18:42:12.697Z,2024-08-30T18:42:15Z,khqldwfq14b7giakss24l9t5,K. Enghardt,,,5182025073,141,19.2,5182025067,56,Back,5182025079,213,5.17,5182025075,212,16.7,5182025071,140,41.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2715018493,480,1,1,40,28,aqtkb4mgrz8c6iqfufj6qjbv9,1,42.1,19.4,2024-08-30T18:42:14.906Z,2024-08-30T18:42:17Z,1n4eldqa7h9jvcx1693zqu06i,T. Arndal,,,5182025473,56,Back,5182025479,212,19.5,5182025475,140,35.7,5182025477,141,46.3,5182025481,213,1.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2715018543,481,1,1,40,31,aqtkb4mgrz8c6iqfufj6qjbv9,1,34.7,52.5,2024-08-30T18:42:17.513Z,2024-08-30T18:42:20Z,khqldwfq14b7giakss24l9t5,K. Enghardt,,,5182025757,141,55.8,5182025761,213,0.18,5182025755,140,46.3,5182025759,212,12.4,5182025753,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2715018585,482,1,1,40,33,aqtkb4mgrz8c6iqfufj6qjbv9,1,51.7,55.4,2024-08-30T18:42:19.873Z,2024-08-30T18:42:22Z,2tcdx5rp7vujnlid4oqqxdogk,M. Due Grandt,,,5182026007,141,42.1,5182026017,213,5.85,5182025999,56,Center,5182026011,212,21.4,5182026003,140,70.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2715018657,483,1,1,40,35,aqtkb4mgrz8c6iqfufj6qjbv9,1,70.5,41.5,2024-08-30T18:42:22.226Z,2024-08-30T18:42:25Z,1fjkjzsei9slx2t4zhsqdkve1,M. Etim,,,5182026371,141,10.3,5182026369,140,76.7,5182026375,213,5.01,5182026367,56,Right,5182026373,212,22.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2715018723,484,1,1,40,38,aqtkb4mgrz8c6iqfufj6qjbv9,1,74.7,13.1,2024-08-30T18:42:24.906Z,2024-08-30T18:42:27Z,81gka3mi69fh8gyehyy8xo9as,C. Allen,,,5182026691,213,2.04,5182026689,212,13.5,5182026683,56,Center,5182026685,140,68.9,5182026687,141,30.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2715018749,485,1,1,40,40,aqtkb4mgrz8c6iqfufj6qjbv9,1,68.9,30.9,2024-08-30T18:42:27.114Z,2024-08-30T18:42:28Z,7l7f98nn8gohmdacsdb2labkk,A. Alicino,,,5182026851,56,Center,5182026857,212,11.0,5182026853,140,75.5,5182026855,141,43.4,5182026859,213,0.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2715018799,486,1,1,40,41,aqtkb4mgrz8c6iqfufj6qjbv9,1,74.0,43.4,2024-08-30T18:42:28.225Z,2024-08-30T18:42:30Z,81gka3mi69fh8gyehyy8xo9as,C. Allen,,,5182027119,56,Center,5182027131,213,1.35,5182027127,212,7.2,5182027123,140,75.5,5182027125,141,53.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2715018809,487,61,1,40,43,aqtkb4mgrz8c6iqfufj6qjbv9,0,75.9,53.4,2024-08-30T18:42:29.722Z,2024-08-30T18:42:30Z,1fjkjzsei9slx2t4zhsqdkve1,M. Etim,,,5182027165,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2715019289,328,1,1,41,0,b8oqgvx1ijeyn6y1cn6929ix4,1,13.8,35.2,2024-08-30T18:42:46.987Z,2024-08-30T18:42:51Z,52vwj2s29n7wngablotd7pboq,J. Ægidius,,,5182029919,213,6.13,5182029903,198,,5182029911,140,64.0,5182029907,56,Center,5182029921,1,,5182029899,157,,5182029915,141,23.6,5182029917,212,53.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2715019305,329,44,1,41,5,b8oqgvx1ijeyn6y1cn6929ix4,1,62.0,32.4,2024-08-30T18:42:51.620Z,2024-08-30T18:42:56Z,9ircna8pbskreztmy1wiqwx9m,S. Yatéké,,,5182030043,233,488,5182030007,286,,5182030003,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2715019295,488,44,1,41,5,aqtkb4mgrz8c6iqfufj6qjbv9,0,38.0,67.6,2024-08-30T18:42:51.621Z,2024-08-30T18:43:02Z,9350utk4onh2hv5jznxqpkd7t,R. Møller,,,5182029951,285,,5182030089,233,329,5182029949,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2715019307,330,1,1,41,5,b8oqgvx1ijeyn6y1cn6929ix4,0,64.0,23.6,2024-08-30T18:42:51.683Z,2024-08-30T18:42:52Z,9ircna8pbskreztmy1wiqwx9m,S. Yatéké,,,5182030013,3,,5182030023,212,5.7,5182030019,140,69.4,5182030015,168,,5182030025,213,0.12,5182030021,141,24.6,5182030017,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2715019317,489,61,1,41,6,aqtkb4mgrz8c6iqfufj6qjbv9,1,40.5,62.7,2024-08-30T18:42:52.965Z,2024-08-30T18:42:53Z,9350utk4onh2hv5jznxqpkd7t,R. Møller,,,5182030065,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2715019421,331,44,1,41,7,b8oqgvx1ijeyn6y1cn6929ix4,1,63.0,34.0,2024-08-30T18:42:53.747Z,2024-08-30T18:57:28Z,9ircna8pbskreztmy1wiqwx9m,S. Yatéké,,,5182030717,233,490,5182030623,56,Center,5182030625,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2715019365,490,44,1,41,7,aqtkb4mgrz8c6iqfufj6qjbv9,0,37.0,66.0,2024-08-30T18:42:53.748Z,2024-08-30T18:43:00Z,2tcdx5rp7vujnlid4oqqxdogk,M. Due Grandt,,,5182030325,285,,5182030769,233,331,5182030321,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2715019433,332,61,1,41,7,b8oqgvx1ijeyn6y1cn6929ix4,1,68.2,29.4,2024-08-30T18:42:54.316Z,2024-08-30T18:42:57Z,9ircna8pbskreztmy1wiqwx9m,S. Yatéké,,,5182030651,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2715019533,333,1,1,41,9,b8oqgvx1ijeyn6y1cn6929ix4,0,67.7,34.6,2024-08-30T18:42:55.610Z,2024-08-30T18:57:52Z,8h3cyhuw5049gcxrsld3rw1ec,V. Westh,,,5182031193,141,41.8,5182031195,212,4.9,5182031189,56,Center,5182031197,213,1.66,5182031191,140,67.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2715019437,491,61,1,41,10,aqtkb4mgrz8c6iqfufj6qjbv9,1,41.2,55.7,2024-08-30T18:42:56.826Z,2024-08-30T19:03:29Z,1n4eldqa7h9jvcx1693zqu06i,T. Arndal,,,5182030657,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2715019555,334,1,1,41,11,b8oqgvx1ijeyn6y1cn6929ix4,1,70.1,38.0,2024-08-30T18:42:57.570Z,2024-08-30T18:43:02Z,1nn1wc14k9zd3wtu73loj7kes,P. Ngongo,,,5182031295,213,4.64,5182031293,212,14.9,5182031287,56,Right,5182031291,141,16.2,5182031289,140,69.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2715019561,335,3,1,41,13,b8oqgvx1ijeyn6y1cn6929ix4,0,66.6,20.0,2024-08-30T18:42:59.539Z,2024-08-30T20:05:34Z,9618hk1lq7i6see347k7plkyy,M. Sarr,,,5182031327,286,,5182031443,233,492,5182031325,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2715019545,492,7,1,41,13,aqtkb4mgrz8c6iqfufj6qjbv9,1,33.4,80.0,2024-08-30T18:42:59.540Z,2024-08-30T20:05:34Z,elsygne5tjybbxrqgehtovnro,L. Bøje-Larsen,,,5182031257,285,,5182031389,233,335,5182031255,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2715019595,494,1,1,41,16,aqtkb4mgrz8c6iqfufj6qjbv9,0,42.5,78.2,2024-08-30T18:43:02.506Z,2024-08-30T18:43:04Z,uiyol728wan4mxco2foplknp,A. Justinussen,,,5182031519,141,67.5,5182031515,56,Center,5182031523,213,5.61,5182031517,140,51.2,5182031521,212,11.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2715019631,336,1,1,41,19,b8oqgvx1ijeyn6y1cn6929ix4,1,41.7,27.8,2024-08-30T18:43:06.028Z,2024-08-30T18:56:57Z,f58yr2jmfp8kpgprfxbokt1t6,M. Vestergård,,,5182108335,213,6.01,5182108333,212,13.7,5182108329,140,54.3,5182031699,56,Center,5182108331,141,22.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2715019687,338,1,1,41,20,b8oqgvx1ijeyn6y1cn6929ix4,1,56.4,21.3,2024-08-30T18:43:07.179Z,2024-08-30T18:43:07Z,9fvf8z6p8ok0n5vu999ysfywa,C. Jørgensen,,,5182031945,56,Center,5182031949,140,53.5,5182031953,212,7.4,5182031955,213,2.00,5182031951,141,31.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2715019707,339,1,1,41,21,b8oqgvx1ijeyn6y1cn6929ix4,0,53.5,31.2,2024-08-30T18:43:07.787Z,2024-08-30T18:57:04Z,8h3cyhuw5049gcxrsld3rw1ec,V. Westh,,,5182032057,56,Center,5182032061,141,21.9,5182032063,212,8.6,5182032059,140,59.0,5182032065,213,5.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2715019823,498,1,1,41,25,aqtkb4mgrz8c6iqfufj6qjbv9,1,42.4,90.9,2024-08-30T18:43:11.610Z,2024-08-30T18:43:13Z,2tcdx5rp7vujnlid4oqqxdogk,M. Due Grandt,,,5182032609,213,3.66,5182032601,141,82.0,5182032599,140,32.4,5182032603,212,12.1,5182032597,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2715019885,499,1,1,41,26,aqtkb4mgrz8c6iqfufj6qjbv9,1,32.4,82.0,2024-08-30T18:43:13.043Z,2024-08-30T18:43:16Z,9350utk4onh2hv5jznxqpkd7t,R. Møller,,,5182032953,212,23.5,5182032949,140,33.0,5182032955,213,4.74,5182032947,56,Back,5182032951,141,47.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2715019957,500,1,1,41,30,aqtkb4mgrz8c6iqfufj6qjbv9,1,33.8,45.7,2024-08-30T18:43:16.595Z,2024-08-30T18:43:19Z,khqldwfq14b7giakss24l9t5,K. Enghardt,,,5182033365,213,0.51,5182033359,140,46.4,5182033363,212,15.2,5182033361,141,56.7,5182033357,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2715019987,501,1,1,41,33,aqtkb4mgrz8c6iqfufj6qjbv9,1,45.0,54.6,2024-08-30T18:43:19.564Z,2024-08-30T18:43:20Z,7l7f98nn8gohmdacsdb2labkk,A. Alicino,,,5182033529,212,14.6,5182033527,141,35.8,5182033531,213,4.20,5182033525,140,38.2,5182033523,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2715020017,502,1,1,41,34,aqtkb4mgrz8c6iqfufj6qjbv9,1,38.2,35.8,2024-08-30T18:43:20.634Z,2024-08-30T18:43:22Z,khqldwfq14b7giakss24l9t5,K. Enghardt,,,5182033673,56,Back,5182033685,213,0.44,5182033675,140,47.5,5182033681,212,10.8,5182033677,141,42.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2715020099,503,1,1,41,35,aqtkb4mgrz8c6iqfufj6qjbv9,1,47.5,42.5,2024-08-30T18:43:22.058Z,2024-08-30T18:43:25Z,7l7f98nn8gohmdacsdb2labkk,A. Alicino,,,5182034091,212,8.1,5182034083,56,Back,5182034085,140,40.9,5182034095,213,3.69,5182034087,141,36.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2715020215,504,1,1,41,38,aqtkb4mgrz8c6iqfufj6qjbv9,1,51.2,47.2,2024-08-30T18:43:25.091Z,2024-08-30T18:43:29Z,khqldwfq14b7giakss24l9t5,K. Enghardt,,,5182034815,141,85.4,5182034819,212,26.5,5182034811,140,46.2,5182034821,213,1.77,5182034807,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2715020325,505,1,1,41,42,aqtkb4mgrz8c6iqfufj6qjbv9,1,56.4,87.1,2024-08-30T18:43:29.051Z,2024-08-30T18:43:32Z,9350utk4onh2hv5jznxqpkd7t,R. Møller,,,5182035389,141,79.7,5182035385,56,Left,5182035391,212,10.6,5182035393,213,5.79,5182035387,140,65.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2715020463,506,1,1,41,46,aqtkb4mgrz8c6iqfufj6qjbv9,1,64.9,78.1,2024-08-30T18:43:32.699Z,2024-08-30T18:43:38Z,3rok7i8nrt4yzx2melj4qiuqc,S. Opoku,,,5182036169,56,Center,5182036171,140,91.8,5182036173,141,75.7,5182036179,213,6.23,5182036175,212,28.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2715020553,507,1,1,41,51,aqtkb4mgrz8c6iqfufj6qjbv9,1,91.6,76.4,2024-08-30T18:43:37.874Z,2024-08-30T18:43:41Z,1n4eldqa7h9jvcx1693zqu06i,T. Arndal,,,5182036601,141,90.6,5182036599,140,82.2,5182036597,56,Left,5182036605,213,2.37,5182036603,212,13.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2715020577,508,1,1,41,55,aqtkb4mgrz8c6iqfufj6qjbv9,0,81.9,88.1,2024-08-30T18:43:41.811Z,2024-08-30T18:49:43Z,uiyol728wan4mxco2foplknp,A. Justinussen,,,5182036749,213,4.95,5182036739,155,,5182036741,56,Center,5182036743,140,87.4,5182036745,141,52.7,5182036735,2,,5182036747,212,24.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2715020613,340,12,1,41,57,b8oqgvx1ijeyn6y1cn6929ix4,1,10.8,54.9,2024-08-30T18:43:43.836Z,2024-08-30T18:43:54Z,f1ba9g771s0zeel0titcj3omi,A. Njai,,,5182036945,212,24.1,5182036943,141,49.1,5182037013,15,,5182036941,140,33.4,5182036947,213,6.12,5182036939,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2715020711,509,1,1,42,0,aqtkb4mgrz8c6iqfufj6qjbv9,1,64.9,57.0,2024-08-30T18:43:46.779Z,2024-08-30T18:49:51Z,2tcdx5rp7vujnlid4oqqxdogk,M. Due Grandt,,,5182037437,212,12.9,5182037443,213,3.50,5182037433,141,50.4,5182037429,140,53.4,5182037417,3,,5182037423,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2715020763,510,1,1,42,1,aqtkb4mgrz8c6iqfufj6qjbv9,1,53.4,50.4,2024-08-30T18:43:47.875Z,2024-08-30T18:49:59Z,khqldwfq14b7giakss24l9t5,K. Enghardt,,,5182037773,212,12.4,5182037767,56,Center,5182037775,213,0.37,5182037769,140,64.4,5182037771,141,57.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2715020901,511,1,1,42,3,aqtkb4mgrz8c6iqfufj6qjbv9,1,63.9,56.4,2024-08-30T18:43:49.979Z,2024-08-30T18:50:09Z,2tcdx5rp7vujnlid4oqqxdogk,M. Due Grandt,,,5182038561,213,1.11,5182038557,141,93.9,5182038553,56,Left,5182038559,212,28.5,5182038555,140,76.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2715033379,378,83,1,42,8,b8oqgvx1ijeyn6y1cn6929ix4,0,22.7,18.3,2024-08-30T18:43:54.327Z,2024-08-30T18:56:23Z,9618hk1lq7i6see347k7plkyy,M. Sarr,,,5182106253,399,uiyol728wan4mxco2foplknp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2715020853,341,43,1,42,8,b8oqgvx1ijeyn6y1cn6929ix4,1,0.0,0.0,2024-08-30T18:43:54.332Z,2024-08-30T18:51:29Z,9618hk1lq7i6see347k7plkyy,M. Sarr,,,5182087895,144,45,5182038229,56,Back,5182038235,285,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
