id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/8/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/14/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/12/value,qualifier/13/value,qualifier/15/value,qualifier/17/id,qualifier/17/qualifierId
2709552479,412,1,1,42,27,8gxd9ry2580pu1b1dd5ny9ymy,1,56.4,76.9,2024-08-17T11:42:46.482Z,2024-08-17T11:42:50Z,a30gduuv9d1s4pkthgu2jhyol,D. Stenderup,,5151858853,141,92.3,5151858849,56,Left,5151858855,212,12.4,5151858857,213,1.00,5151858851,140,62.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709552505,413,1,1,42,30,8gxd9ry2580pu1b1dd5ny9ymy,1,64.6,89.0,2024-08-17T11:42:49.962Z,2024-08-17T11:42:52Z,6uwvbagahvoavs630k8uksxjp,M. Kaalund,,5151859007,141,81.5,5151859005,140,70.7,5151859011,213,5.61,5151859009,212,8.2,5151859003,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709552559,414,1,1,42,32,8gxd9ry2580pu1b1dd5ny9ymy,1,70.7,81.5,2024-08-17T11:42:51.834Z,2024-08-17T11:42:54Z,dncrhma6gwcn6pxiu7hfc6qz8,A. Smed,,5151859227,212,9.6,5151859215,56,Left,5151859229,213,2.55,5151859223,141,89.4,5151859219,140,63.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709552555,400,45,1,42,35,b2vft81kyjurzbmekvgrqwr64,0,33.8,21.3,2024-08-17T11:42:54.600Z,2024-08-17T13:14:48Z,bp232fgjrfyok2471ec7u1tcl,M. Kristensen,,5151859199,56,Back,5151859393,233,415,5151859201,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709552567,415,3,1,42,35,8gxd9ry2580pu1b1dd5ny9ymy,1,66.2,78.7,2024-08-17T11:42:54.600Z,2024-08-17T13:14:47Z,6uwvbagahvoavs630k8uksxjp,M. Kaalund,,5151859357,233,400,5151859255,56,Center,5151859257,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709552597,416,1,1,42,35,8gxd9ry2580pu1b1dd5ny9ymy,1,61.8,89.3,2024-08-17T11:42:55.089Z,2024-08-17T11:42:56Z,6uwvbagahvoavs630k8uksxjp,M. Kaalund,,5151859445,56,Left,5151859457,212,6.3,5151859453,141,85.6,5151859449,140,67.3,5151859459,213,5.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709552655,417,1,1,42,37,8gxd9ry2580pu1b1dd5ny9ymy,1,67.3,85.6,2024-08-17T11:42:56.323Z,2024-08-17T11:42:59Z,dncrhma6gwcn6pxiu7hfc6qz8,A. Smed,,5151859735,141,75.4,5151859731,56,Center,5151859737,212,13.6,5151859733,140,56.2,5151859739,213,3.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709552699,418,1,1,42,40,8gxd9ry2580pu1b1dd5ny9ymy,1,61.8,70.8,2024-08-17T11:42:59.481Z,2024-08-17T11:43:02Z,a30gduuv9d1s4pkthgu2jhyol,D. Stenderup,,5151859993,140,62.6,5151859999,213,4.75,5151859997,212,25.1,5151859995,141,33.9,5151859991,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709552737,419,1,1,42,42,8gxd9ry2580pu1b1dd5ny9ymy,1,67.3,31.5,2024-08-17T11:43:02.193Z,2024-08-17T11:43:04Z,4oxf446ya7jwulq6hxlp8r36d,J. Gemmer,,5151860195,56,Center,5151860197,140,76.1,5151860201,212,12.0,5151860203,213,0.69,5151860199,141,42.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709552757,420,1,1,42,44,8gxd9ry2580pu1b1dd5ny9ymy,1,77.0,45.5,2024-08-17T11:43:04.033Z,2024-08-17T11:43:06Z,9tt9eo9bsff7dp7aqjal1obo4,F. Høgh,,5151860353,141,35.7,5151860349,56,Center,5151860351,140,75.7,5151860357,213,4.51,5151860355,212,6.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709552771,421,1,1,42,46,8gxd9ry2580pu1b1dd5ny9ymy,1,77.0,36.0,2024-08-17T11:43:05.954Z,2024-08-17T11:43:06Z,bfvdr7ckiersz26ya2kq9f1g4,A. Iljazovski,,5151860423,141,49.1,5151860427,213,1.54,5151860421,140,77.3,5151860425,212,8.9,5151860417,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709552781,422,61,1,42,47,8gxd9ry2580pu1b1dd5ny9ymy,0,77.3,49.1,2024-08-17T11:43:06.617Z,2024-08-17T11:48:29Z,9tt9eo9bsff7dp7aqjal1obo4,F. Høgh,,5151860483,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709552975,402,1,1,42,51,b2vft81kyjurzbmekvgrqwr64,1,5.6,71.1,2024-08-17T11:43:10.751Z,2024-08-17T11:43:33Z,ea2x4o6ufsqoz2zz7tqcnvo16,L. Klitten,,5151861491,141,71.5,5151861495,213,0.02,5151861489,140,17.6,5151861493,212,12.6,5151861487,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709553005,404,1,1,42,52,b2vft81kyjurzbmekvgrqwr64,1,19.5,69.1,2024-08-17T11:43:11.676Z,2024-08-17T11:48:27Z,ebd3uvtt54wkdsahc2127j02c,F. Dietz,,5151890259,213,1.55,5151890249,56,Back,5151890253,141,94.6,5151890251,140,19.8,5151890255,212,17.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709552987,403,1,1,42,53,b2vft81kyjurzbmekvgrqwr64,1,29.6,74.2,2024-08-17T11:43:12.526Z,2024-08-17T11:49:17Z,b0yv1pcxifawqx6r1cfqq3otm,Z. Hyltoft,,5151894331,140,20.4,5151894337,213,2.22,5151894335,212,16.0,5151894329,56,Back,5151894333,141,93.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709559253,432,3,1,42,56,b2vft81kyjurzbmekvgrqwr64,0,27.6,90.8,2024-08-17T11:43:15.235Z,2024-08-17T13:31:25Z,dwuxps3jv2852642q000wep6,V. Rasmussen,,5151895521,285,,5151895519,56,Back,5151896511,233,423,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709552981,423,7,1,42,56,8gxd9ry2580pu1b1dd5ny9ymy,0,72.4,9.2,2024-08-17T11:43:15.236Z,2024-08-17T13:31:25Z,bfvdr7ckiersz26ya2kq9f1g4,A. Iljazovski,,5151861515,56,Right,5151896467,233,432,5151861519,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709559629,433,61,1,42,57,b2vft81kyjurzbmekvgrqwr64,1,31.7,95.0,2024-08-17T11:43:16.235Z,2024-08-17T11:49:31Z,dwuxps3jv2852642q000wep6,V. Rasmussen,,5151897433,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709553029,425,1,1,42,58,8gxd9ry2580pu1b1dd5ny9ymy,1,74.5,12.6,2024-08-17T11:43:18.218Z,2024-08-17T11:43:20Z,bfvdr7ckiersz26ya2kq9f1g4,A. Iljazovski,,5151861721,212,12.9,5151861719,141,31.3,5151861723,213,1.73,5151861715,56,Center,5151861717,140,72.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709553115,426,1,1,43,1,8gxd9ry2580pu1b1dd5ny9ymy,1,72.3,33.9,2024-08-17T11:43:20.290Z,2024-08-17T11:49:52Z,dncrhma6gwcn6pxiu7hfc6qz8,A. Smed,1.0,5151862167,140,87.1,5151862165,56,Center,5151862173,213,6.11,5151862169,141,29.8,5151899271,154,,5151862171,212,15.8,5151899269,210,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709553149,427,13,1,43,6,8gxd9ry2580pu1b1dd5ny9ymy,1,90.3,31.5,2024-08-17T11:43:25.273Z,2024-08-17T14:38:25Z,9tt9eo9bsff7dp7aqjal1obo4,F. Høgh,,5151899337,231,47.3,5151899331,103,6.9,5151899325,55,426,5151897267,20,,5151899323,154,,5151897113,63,,5151899329,102,60.8,5151899335,230,98.6,5151862333,56,5151899333,328,,Center,5151899319,29,,5151899313,73,,5151897111,22,,,,,,,,,,,,,,,
2709553197,405,5,1,43,7,b2vft81kyjurzbmekvgrqwr64,1,-0.7000000000000001,35.6,2024-08-17T11:43:26.774Z,2024-08-17T13:25:26Z,ebd3uvtt54wkdsahc2127j02c,F. Dietz,,5151862571,56,Back,5151862653,233,428,5151862573,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709553159,428,5,1,43,7,8gxd9ry2580pu1b1dd5ny9ymy,0,100.7,64.4,2024-08-17T11:43:26.774Z,2024-08-17T12:25:05Z,9tt9eo9bsff7dp7aqjal1obo4,F. Høgh,,5151862383,56,Center,5151862389,346,,5151862771,233,405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709553655,406,1,1,43,34,b2vft81kyjurzbmekvgrqwr64,0,3.6,50.1,2024-08-17T11:43:53.440Z,2024-08-17T11:43:57Z,dxv40hh07gxq4hn0i6dwb2l4a,A. Søndergaard,,5151865267,140,57.7,5151865265,56,Left,5151865263,124,,5151865277,74,,5151865275,1,,5151865271,212,66.4,5151865269,141,100.0,5151865273,213,0.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709553667,407,5,1,43,38,b2vft81kyjurzbmekvgrqwr64,0,55.0,100.8,2024-08-17T11:43:57.404Z,2024-08-17T13:25:27Z,dxv40hh07gxq4hn0i6dwb2l4a,A. Søndergaard,,5151865327,56,Left,5151866067,233,429,5151865329,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709553791,429,5,1,43,38,8gxd9ry2580pu1b1dd5ny9ymy,1,45.0,-0.8,2024-08-17T11:43:57.404Z,2024-08-17T13:25:26Z,9tt9eo9bsff7dp7aqjal1obo4,F. Høgh,,5151865969,347,,5151866037,233,407,5151865967,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709553835,430,1,1,43,45,8gxd9ry2580pu1b1dd5ny9ymy,1,50.7,0.0,2024-08-17T11:44:05.178Z,2024-08-17T11:44:07Z,bfvdr7ckiersz26ya2kq9f1g4,A. Iljazovski,,5151866169,213,2.83,5151866159,56,Back,5151866171,1,,5151866155,107,,5151866163,140,31.3,5151866167,212,21.4,5151866165,141,7.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709553869,431,1,1,43,47,8gxd9ry2580pu1b1dd5ny9ymy,1,25.2,13.7,2024-08-17T11:44:06.952Z,2024-08-17T11:44:08Z,dshwz1df0rbe0fztksawvd0wl,M. Olsen,,5151866357,213,2.36,5151866355,212,18.2,5151866351,140,12.9,5151866349,56,Back,5151866353,141,32.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709553949,432,1,1,43,49,8gxd9ry2580pu1b1dd5ny9ymy,0,12.5,32.2,2024-08-17T11:44:08.353Z,2024-08-17T11:44:15Z,d9hh01mit4geyadol3gmzco9,F. Đukić,,5151866811,213,0.10,5151866809,212,61.3,5151866813,1,,5151866803,56,Center,5151866807,141,41.6,5151866805,140,70.6,5151866801,157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709553947,408,44,1,43,55,b2vft81kyjurzbmekvgrqwr64,1,30.5,56.2,2024-08-17T11:44:14.271Z,2024-08-17T13:26:51Z,cflwegqpzch8y30pb3dhigqnd,E. Søgaard,,5151866785,56,Back,5151866979,233,433,5151866789,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709553965,433,44,1,43,55,8gxd9ry2580pu1b1dd5ny9ymy,0,69.5,43.8,2024-08-17T11:44:14.272Z,2024-08-17T13:26:52Z,dncrhma6gwcn6pxiu7hfc6qz8,A. Smed,,5151866991,233,408,5151866873,56,Center,5151866875,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709553957,409,1,1,43,55,b2vft81kyjurzbmekvgrqwr64,0,31.2,57.2,2024-08-17T11:44:14.758Z,2024-08-17T11:44:15Z,cflwegqpzch8y30pb3dhigqnd,E. Søgaard,,5151866843,3,,5151866845,56,Back,5151866847,140,31.9,5151866853,213,4.90,5151866849,141,51.6,5151866851,212,3.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709553995,410,45,1,43,57,b2vft81kyjurzbmekvgrqwr64,0,31.9,49.2,2024-08-17T11:44:16.679Z,2024-08-17T14:15:57Z,e19g5bz7s9wqcvj8mttztxi0a,O. Klitten,,5151867031,285,,5151867029,56,Back,5151881725,233,434,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709554049,434,3,1,43,57,8gxd9ry2580pu1b1dd5ny9ymy,1,68.1,50.8,2024-08-17T11:44:16.679Z,2024-08-17T13:14:48Z,dncrhma6gwcn6pxiu7hfc6qz8,A. Smed,,5151867287,286,,5151867285,56,Center,5151881677,233,410,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709554055,435,15,1,44,0,8gxd9ry2580pu1b1dd5ny9ymy,1,81.6,62.9,2024-08-17T11:44:20.145Z,2024-08-17T13:59:26Z,dncrhma6gwcn6pxiu7hfc6qz8,A. Smed,,5151882157,458,,5151882183,233,411,5151882151,102,51.6,5151867305,22,,5151867309,18,,5151882155,215,,5151882161,147,51.8,5151882153,103,10.1,5151882149,78,5151881837,72,,,5151867313,56,Center,5151882159,146,97.7,,,,,,,,,,,,,,,,,
2709554069,411,10,1,44,1,b2vft81kyjurzbmekvgrqwr64,1,1.7000000000000002,49.5,2024-08-17T11:44:20.245Z,2024-08-17T13:13:22Z,dxv40hh07gxq4hn0i6dwb2l4a,A. Søndergaard,,5151867385,182,,5151867387,56,Back,5151867381,173,,5151881911,233,435,5151867383,178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709554419,413,1,1,44,19,b2vft81kyjurzbmekvgrqwr64,1,12.1,49.6,2024-08-17T11:44:38.615Z,2024-08-17T11:44:48Z,dxv40hh07gxq4hn0i6dwb2l4a,A. Søndergaard,,5151869423,213,0.37,5151869419,141,83.6,5151869427,1,,5151869421,212,63.6,5151869957,123,,5151869413,140,68.5,5151869411,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709554433,414,1,1,44,21,b2vft81kyjurzbmekvgrqwr64,0,68.5,83.6,2024-08-17T11:44:40.942Z,2024-08-17T13:13:12Z,9b89pmcjk6re94bjp0ixeatjo,F. Christensen,,5151869493,3,,5151869497,56,Center,5151869495,168,,5151869499,140,74.7,5151869503,212,10.0,5151869505,213,5.42,5151869501,141,72.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709554441,436,1,1,44,22,8gxd9ry2580pu1b1dd5ny9ymy,1,26.7,23.6,2024-08-17T11:44:41.936Z,2024-08-17T11:44:44Z,dshwz1df0rbe0fztksawvd0wl,M. Olsen,,5151869559,141,39.5,5151869561,212,11.0,5151869553,3,,5151869563,213,1.76,5151869555,56,Back,5151869557,140,24.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709554503,438,1,1,44,24,8gxd9ry2580pu1b1dd5ny9ymy,1,25.6,40.1,2024-08-17T11:44:44.004Z,2024-08-17T11:44:48Z,a30gduuv9d1s4pkthgu2jhyol,D. Stenderup,,5151869905,141,45.2,5151869901,140,39.0,5151869913,213,0.24,5151869909,212,14.5,5151869897,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709554539,439,1,1,44,28,8gxd9ry2580pu1b1dd5ny9ymy,1,41.4,36.9,2024-08-17T11:44:48.008Z,2024-08-17T11:44:50Z,6uwvbagahvoavs630k8uksxjp,M. Kaalund,,5151870113,213,4.56,5151870111,212,8.8,5151870109,141,24.1,5151870105,56,Back,5151870107,140,40.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709554605,440,1,1,44,30,8gxd9ry2580pu1b1dd5ny9ymy,1,42.3,29.2,2024-08-17T11:44:49.944Z,2024-08-17T11:44:54Z,4oxf446ya7jwulq6hxlp8r36d,J. Gemmer,,5151870489,213,1.30,5151870483,140,52.6,5151870491,1,,5151870481,56,Left,5151870487,212,40.0,5151870485,141,85.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709554701,441,1,1,44,35,8gxd9ry2580pu1b1dd5ny9ymy,1,58.4,87.8,2024-08-17T11:44:54.656Z,2024-08-17T11:44:59Z,6dzg820946z4848whaa6ny2nd,N. Clausen,,5151871079,212,18.4,5151871073,56,Back,5151871081,213,3.99,5151871077,141,67.6,5151871075,140,46.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709554741,442,1,1,44,40,8gxd9ry2580pu1b1dd5ny9ymy,0,56.1,58.7,2024-08-17T11:44:59.464Z,2024-08-17T11:45:01Z,a30gduuv9d1s4pkthgu2jhyol,D. Stenderup,,5151871313,212,35.0,5151871317,1,,5151871311,141,18.2,5151871315,213,5.38,5151871309,140,76.7,5151871305,155,,5151871307,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709554765,415,8,1,44,43,b2vft81kyjurzbmekvgrqwr64,1,29.1,79.0,2024-08-17T11:45:03.102Z,2024-08-17T11:45:03Z,ea2x4o6ufsqoz2zz7tqcnvo16,L. Klitten,,5151871433,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709554879,443,1,1,44,45,8gxd9ry2580pu1b1dd5ny9ymy,1,67.4,11.1,2024-08-17T11:45:04.752Z,2024-08-17T11:45:08Z,4oxf446ya7jwulq6hxlp8r36d,J. Gemmer,,5151872037,140,81.8,5151872035,56,Right,5151872039,141,7.0,5151872045,213,6.10,5151872041,212,15.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709554991,444,1,1,44,49,8gxd9ry2580pu1b1dd5ny9ymy,1,86.6,6.1,2024-08-17T11:45:08.728Z,2024-08-17T11:45:21Z,bfvdr7ckiersz26ya2kq9f1g4,A. Iljazovski,1.0,5151872603,1,,5151872589,2,,5151873565,210,13,5151872593,56,Center,5151872595,140,95.6,5151872599,212,37.0,5151873567,154,,5151872601,213,1.31,5151872591,155,5151872597,141,58.7,,,,,,,,,,,,,,,,,,,,,,,,
2709555019,445,44,1,44,54,8gxd9ry2580pu1b1dd5ny9ymy,1,93.8,62.2,2024-08-17T11:45:13.664Z,2024-08-17T11:45:19Z,dncrhma6gwcn6pxiu7hfc6qz8,A. Smed,,5151872877,233,416,5151872763,56,Center,5151872765,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709555011,416,44,1,44,54,b2vft81kyjurzbmekvgrqwr64,0,6.2,37.8,2024-08-17T11:45:13.665Z,2024-08-17T11:45:20Z,cflwegqpzch8y30pb3dhigqnd,E. Søgaard,,5151872933,233,445,5151872717,285,,5151872715,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709555029,446,13,1,44,54,8gxd9ry2580pu1b1dd5ny9ymy,1,95.6,58.7,2024-08-17T11:45:14.225Z,2024-08-17T14:41:35Z,dncrhma6gwcn6pxiu7hfc6qz8,A. Smed,,5151872835,56,Center,5151873625,103,12.5,5151872833,61,,5151873623,102,62.2,5151873377,328,,5151873371,15,,5151873617,154,,5151873611,73,,5151873629,231,5151872831,22,,53.6,5151873627,230,98.9,5151873619,55,444,5151873613,29,,,,,,,,,,,,,,,
2709555537,417,5,1,44,56,b2vft81kyjurzbmekvgrqwr64,1,-1.0,39.2,2024-08-17T11:45:15.309Z,2024-08-17T13:25:27Z,cflwegqpzch8y30pb3dhigqnd,E. Søgaard,,5151875543,346,,5151875541,56,Back,5151875563,233,447,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709555119,447,5,1,44,56,8gxd9ry2580pu1b1dd5ny9ymy,0,101.0,60.8,2024-08-17T11:45:15.309Z,2024-08-17T13:25:28Z,dncrhma6gwcn6pxiu7hfc6qz8,A. Smed,,5151875589,233,417,5151873355,346,,5151873353,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709556405,429,70,1,44,59,b2vft81kyjurzbmekvgrqwr64,1,0.0,0.0,2024-08-17T11:45:18.235Z,2024-08-17T11:46:26Z,,,,5151879975,277,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709555625,418,1,1,45,23,b2vft81kyjurzbmekvgrqwr64,1,4.5,39.1,2024-08-17T11:45:42.533Z,2024-08-17T11:45:48Z,dxv40hh07gxq4hn0i6dwb2l4a,A. Søndergaard,,5151875999,56,Center,5151876013,74,,5151876009,1,,5151876001,140,70.6,5151876007,213,0.03,5151876005,212,69.4,5151875997,124,,5151876003,141,41.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709555629,419,44,1,45,27,b2vft81kyjurzbmekvgrqwr64,1,70.1,32.2,2024-08-17T11:45:46.863Z,2024-08-17T13:26:52Z,8gdfn7j6xac9p4jh94hk40jdg,J. Cornelius,,5151876037,286,,5151876035,56,Center,5151876043,233,449,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709555611,449,44,1,45,27,8gxd9ry2580pu1b1dd5ny9ymy,0,29.9,67.8,2024-08-17T11:45:46.864Z,2024-08-17T13:26:53Z,a30gduuv9d1s4pkthgu2jhyol,D. Stenderup,,5151875931,56,Back,5151876087,233,419,5151875933,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709555655,420,1,1,45,27,b2vft81kyjurzbmekvgrqwr64,1,70.6,41.9,2024-08-17T11:45:47.093Z,2024-08-17T13:28:34Z,8gdfn7j6xac9p4jh94hk40jdg,J. Cornelius,,5151876169,140,76.7,5151876173,212,6.4,5151876175,213,0.08,5151876171,141,42.7,5151876163,3,,5151876165,168,,5151876167,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709555671,421,61,1,45,28,b2vft81kyjurzbmekvgrqwr64,0,76.7,42.7,2024-08-17T11:45:47.421Z,2024-08-17T13:28:42Z,9b89pmcjk6re94bjp0ixeatjo,F. Christensen,,5151876217,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709555703,450,12,1,45,29,8gxd9ry2580pu1b1dd5ny9ymy,1,22.6,61.1,2024-08-17T11:45:49.120Z,2024-08-17T11:45:51Z,dshwz1df0rbe0fztksawvd0wl,M. Olsen,,5151876351,213,0.05,5151876347,141,62.7,5151876345,140,42.8,5151876343,56,Back,5151876349,212,21.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709555721,451,1,1,45,32,8gxd9ry2580pu1b1dd5ny9ymy,1,40.0,60.9,2024-08-17T11:45:51.415Z,2024-08-17T11:47:39Z,9r07ooissj5mz15g87x5rmbx1,C. Jakobsen,,5151876427,56,Center,5151876425,168,,5151876431,140,57.5,5151876437,213,0.32,5151876435,212,19.4,5151876433,141,69.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709555767,452,1,1,45,34,8gxd9ry2580pu1b1dd5ny9ymy,0,58.0,69.9,2024-08-17T11:45:54.023Z,2024-08-17T11:47:47Z,9tt9eo9bsff7dp7aqjal1obo4,F. Høgh,,5151876647,56,Center,5151876655,213,4.37,5151876651,141,60.3,5151876649,140,55.8,5151876653,212,6.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709555763,422,8,1,45,35,b2vft81kyjurzbmekvgrqwr64,1,50.5,46.6,2024-08-17T11:45:54.470Z,2024-08-17T11:45:54Z,b0yv1pcxifawqx6r1cfqq3otm,Z. Hyltoft,,5151876627,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709555989,423,1,1,45,41,b2vft81kyjurzbmekvgrqwr64,1,25.0,47.6,2024-08-17T11:46:00.646Z,2024-08-17T11:46:05Z,6bv0j0ezhh9u5u5hqz64p790q,M. Jacobsen,,5151877797,56,Center,5151877803,212,34.9,5151877801,141,31.0,5151877805,213,5.95,5151877807,1,,5151877799,140,56.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709556041,424,1,1,45,46,b2vft81kyjurzbmekvgrqwr64,1,72.8,21.2,2024-08-17T11:46:05.309Z,2024-08-17T11:46:08Z,e19g5bz7s9wqcvj8mttztxi0a,O. Klitten,,5151878053,56,Back,5151878059,212,44.2,5151878067,1,,5151878057,141,45.1,5151878055,140,33.7,5151878063,213,2.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709556113,425,1,1,45,49,b2vft81kyjurzbmekvgrqwr64,1,46.9,30.9,2024-08-17T11:46:08.317Z,2024-08-17T11:46:11Z,6bv0j0ezhh9u5u5hqz64p790q,M. Jacobsen,,5151878423,212,23.8,5151878419,140,51.2,5151878425,213,1.38,5151878421,141,65.2,5151878417,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709556179,426,1,1,45,52,b2vft81kyjurzbmekvgrqwr64,1,50.3,65.1,2024-08-17T11:46:11.382Z,2024-08-17T11:46:14Z,ebd3uvtt54wkdsahc2127j02c,F. Dietz,,5151878755,212,14.2,5151878757,213,4.48,5151878751,140,47.2,5151878749,56,Back,5151878753,141,44.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709556215,427,1,1,45,54,b2vft81kyjurzbmekvgrqwr64,1,47.2,44.8,2024-08-17T11:46:14.133Z,2024-08-17T11:46:15Z,6bv0j0ezhh9u5u5hqz64p790q,M. Jacobsen,,5151878953,56,Back,5151878959,212,17.6,5151878961,213,1.67,5151878957,141,70.5,5151878955,140,45.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
