id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/13/value,qualifier/15/value,qualifier/10/value,qualifier/14/value,qualifier/11/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/16/value
2799163465,328,1,1,43,18,f1h34qp5zbfl489q8vnkhiq9s,1,29.8,24.6,2025-04-11T17:44:47.266Z,2025-04-11T17:44:54Z,37mo55lynu3blqnb8k9ln8k16,P. Tjørnelund,,,5641304009,140,67.5,5641304013,212,41.6,5641304007,56,Right,5641304005,155,,5641304011,141,5.9,5641304017,1,,5641304015,213,5.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799163497,329,1,1,43,24,f1h34qp5zbfl489q8vnkhiq9s,1,67.4,17.0,2025-04-11T17:44:53.953Z,2025-04-11T17:44:56Z,4jve632xnmqujh4ioaxpaovai,T. Freriks,,,5641304161,56,Center,5641304165,141,41.3,5641304167,212,16.7,5641304163,140,65.0,5641304169,213,1.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799163539,330,1,1,43,26,f1h34qp5zbfl489q8vnkhiq9s,1,65.7,48.2,2025-04-11T17:44:56.105Z,2025-04-11T17:44:59Z,8k4wwchytdstpn0yhrxd5nbv9,L. Vigen,,,5641304413,213,1.25,5641304409,141,70.9,5641304405,56,Center,5641304407,140,70.6,5641304411,212,16.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799163605,331,1,1,43,29,f1h34qp5zbfl489q8vnkhiq9s,1,73.3,74.1,2025-04-11T17:44:58.945Z,2025-04-11T17:45:04Z,1se7wkenvs4elrapvdw9mdnje,L. Montano,,,5641304789,212,17.2,5641304783,140,89.7,5641304791,213,0.03,5641304785,141,74.8,5641304779,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799163613,332,1,1,43,35,f1h34qp5zbfl489q8vnkhiq9s,0,98.6,77.8,2025-04-11T17:45:04.665Z,2025-04-11T17:45:09Z,ate1ymumg2iwzn8uyyf3ts222,A. Lausen,,,5641304835,213,4.92,5641304829,140,100.0,5641304833,212,9.5,5641304827,56,Center,5641304831,141,64.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799163705,333,5,1,43,36,f1h34qp5zbfl489q8vnkhiq9s,0,100.6,62.7,2025-04-11T17:45:05.300Z,2025-04-11T19:05:43Z,ate1ymumg2iwzn8uyyf3ts222,A. Lausen,,,5641305307,346,,5641307579,233,426,5641305301,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799164083,426,5,1,43,36,dbl7ir1qugqz8nvp1vzn8im50,1,-0.6,37.3,2025-04-11T17:45:05.300Z,2025-04-11T19:05:43Z,dqtarwrqvkopmzbt2ovp2dln9,B. Paulsen,,,5641307445,56,Back,5641307529,233,333,5641307449,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799164163,427,1,1,44,4,dbl7ir1qugqz8nvp1vzn8im50,1,4.5,52.2,2025-04-11T17:45:33.440Z,2025-04-11T17:45:36Z,2g019dl7zougqjo7usig0rf11,M. Hansen,,,5641307885,212,58.8,5641307887,213,0.25,5641307881,140,58.8,5641307879,56,Center,5641307893,74,,5641307883,141,73.2,5641307889,1,,5641307877,124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799164175,428,1,1,44,7,dbl7ir1qugqz8nvp1vzn8im50,0,58.8,73.2,2025-04-11T17:45:36.783Z,2025-04-11T17:45:37Z,axyrfq1u8nwcj2ss5498u8qhg,L. Kjerrumgaard,,,5641307931,56,Center,5641307935,141,73.2,5641307929,168,,5641307937,212,4.6,5641307933,140,63.2,5641307939,213,0.00,5641307927,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799164219,334,1,1,44,9,f1h34qp5zbfl489q8vnkhiq9s,1,33.3,18.0,2025-04-11T17:45:38.717Z,2025-04-11T17:45:39Z,aqc0qritba195wf770gyd1149,A. Skipper,,,5641308141,140,37.6,5641308139,56,Back,5641308147,213,0.98,5641308145,212,8.2,5641308137,3,,5641308143,141,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799164291,335,1,1,44,10,f1h34qp5zbfl489q8vnkhiq9s,0,37.6,28.0,2025-04-11T17:45:39.641Z,2025-04-11T17:45:43Z,8k4wwchytdstpn0yhrxd5nbv9,L. Vigen,,,5641308537,157,,5641308549,1,,5641308543,141,36.0,5641308541,140,33.6,5641308539,56,Back,5641308547,213,2.23,5641308545,212,6.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799164285,429,1,1,44,12,dbl7ir1qugqz8nvp1vzn8im50,0,69.5,58.7,2025-04-11T17:45:41.872Z,2025-04-11T17:45:43Z,5vwzliaibdlhfm38g8v5z0r8p,J. Grot,,,5641308497,141,69.7,5641308495,140,77.6,5641308499,212,11.3,5641308493,56,Center,5641308491,3,,5641308501,213,0.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799164319,336,8,1,44,15,f1h34qp5zbfl489q8vnkhiq9s,1,32.3,34.8,2025-04-11T17:45:44.865Z,2025-04-11T17:45:45Z,aqc0qritba195wf770gyd1149,A. Skipper,,,5641308691,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799164361,337,12,1,44,16,f1h34qp5zbfl489q8vnkhiq9s,1,30.9,30.6,2025-04-11T17:45:45.881Z,2025-04-11T17:48:10Z,aqc0qritba195wf770gyd1149,A. Skipper,,,5641308891,213,5.60,5641308885,140,57.1,5641308889,212,35.3,5641308883,56,Right,5641308887,141,0.0,5641308979,167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799164373,338,5,1,44,17,f1h34qp5zbfl489q8vnkhiq9s,0,50.1,-1.7,2025-04-11T17:45:47.058Z,2025-04-11T19:05:44Z,aqc0qritba195wf770gyd1149,A. Skipper,,,5641310029,233,430,5641308933,56,Right,5641308937,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799164557,430,5,1,44,17,dbl7ir1qugqz8nvp1vzn8im50,1,49.9,101.7,2025-04-11T17:45:47.058Z,2025-04-11T19:05:43Z,5vwzliaibdlhfm38g8v5z0r8p,J. Grot,,,5641309917,56,Back,5641309983,233,338,5641309919,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799164637,431,1,1,44,29,dbl7ir1qugqz8nvp1vzn8im50,1,62.8,100.0,2025-04-11T17:45:58.254Z,2025-04-11T17:46:03Z,bxamae8lo647u6k3kruigir8q,A. Sørensen,,,5641310413,56,Left,5641310419,212,15.7,5641310415,140,76.8,5641310417,141,92.7,5641310421,213,5.92,5641310411,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799170177,459,50,1,44,32,dbl7ir1qugqz8nvp1vzn8im50,1,68.0,93.4,2025-04-11T17:46:02.128Z,2025-04-11T17:52:25Z,axyrfq1u8nwcj2ss5498u8qhg,L. Kjerrumgaard,,,5641340857,286,,5641340855,56,Left,5641341133,233,376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799170215,376,7,1,44,33,f1h34qp5zbfl489q8vnkhiq9s,0,32.0,6.6,2025-04-11T17:46:02.129Z,2025-04-11T17:52:25Z,37mo55lynu3blqnb8k9ln8k16,P. Tjørnelund,,,5641341085,285,,5641341083,56,Back,5641341117,233,459,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799164643,432,61,1,44,34,dbl7ir1qugqz8nvp1vzn8im50,0,76.8,92.7,2025-04-11T17:46:03.255Z,2025-04-11T17:46:03Z,axyrfq1u8nwcj2ss5498u8qhg,L. Kjerrumgaard,,,5641310459,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799164655,339,1,1,44,35,f1h34qp5zbfl489q8vnkhiq9s,0,28.9,6.5,2025-04-11T17:46:04.368Z,2025-04-11T17:46:06Z,4mxciw9jsj9l437fd7bv78p91,J. Ankersen,,,5641310709,236,,5641310719,286,,5641310529,213,0.87,5641310523,140,30.2,5641310711,233,433,5641310521,56,Back,5641310527,212,2.1,5641310525,141,8.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799164697,433,74,1,44,35,dbl7ir1qugqz8nvp1vzn8im50,1,75.1,94.2,2025-04-11T17:46:04.369Z,2025-04-11T19:04:33Z,2z8u8kyv91shp0la8alkn6kus,M. Ejdum,,,5641310683,56,Left,5641310685,285,,5641310775,233,339,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799164947,340,5,1,44,36,f1h34qp5zbfl489q8vnkhiq9s,1,29.3,-1.2,2025-04-11T17:46:05.945Z,2025-04-11T19:05:44Z,4mxciw9jsj9l437fd7bv78p91,J. Ankersen,,,5641312029,56,Back,5641312031,347,,5641312097,233,434,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799164713,434,5,1,44,36,dbl7ir1qugqz8nvp1vzn8im50,0,70.7,101.2,2025-04-11T17:46:05.945Z,2025-04-11T19:05:44Z,auk14ut8cwaqop549u2zmfgt1,N. Bürgy,,,5641312145,233,340,5641310825,56,Left,5641310827,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799165047,341,1,1,44,49,f1h34qp5zbfl489q8vnkhiq9s,1,29.8,0.0,2025-04-11T17:46:18.696Z,2025-04-11T17:46:24Z,37mo55lynu3blqnb8k9ln8k16,P. Tjørnelund,,,5641312635,107,,5641312637,56,Right,5641312643,212,26.9,5641312639,140,54.1,5641312645,213,0.32,5641312647,1,,5641312641,141,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799165055,342,61,1,44,55,f1h34qp5zbfl489q8vnkhiq9s,0,55.1,10.9,2025-04-11T17:46:24.168Z,2025-04-11T17:46:24Z,ate1ymumg2iwzn8uyyf3ts222,A. Lausen,,,5641312681,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799165081,343,5,1,44,56,f1h34qp5zbfl489q8vnkhiq9s,0,59.8,-1.9,2025-04-11T17:46:25.402Z,2025-04-11T19:05:46Z,ate1ymumg2iwzn8uyyf3ts222,A. Lausen,,,5641312839,56,Right,5641313379,233,435,5641312841,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799165165,435,5,1,44,56,dbl7ir1qugqz8nvp1vzn8im50,1,40.2,101.9,2025-04-11T17:46:25.402Z,2025-04-11T19:36:43Z,auk14ut8cwaqop549u2zmfgt1,N. Bürgy,,,5641313345,233,343,5641313303,56,Back,5641313305,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799167975,373,70,1,44,59,f1h34qp5zbfl489q8vnkhiq9s,1,0.0,0.0,2025-04-11T17:46:28.129Z,2025-04-11T17:49:47Z,,,,,5641328797,277,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799165221,436,1,1,45,2,dbl7ir1qugqz8nvp1vzn8im50,1,43.1,100.0,2025-04-11T17:46:31.415Z,2025-04-11T17:46:35Z,bxamae8lo647u6k3kruigir8q,A. Sørensen,,,5641313611,212,23.3,5641313607,140,62.3,5641313605,56,Left,5641313617,1,,5641313615,213,5.76,5641313603,107,,5641313609,141,84.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799165233,437,1,1,45,5,dbl7ir1qugqz8nvp1vzn8im50,0,67.5,90.5,2025-04-11T17:46:34.855Z,2025-04-11T17:46:36Z,5vwzliaibdlhfm38g8v5z0r8p,J. Grot,,,5641313735,236,,5641313677,140,64.6,5641313737,233,344,5641313675,56,Left,5641313683,213,3.40,5641313679,141,89.3,5641313681,212,3.2,5641313741,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799165237,344,74,1,45,5,f1h34qp5zbfl489q8vnkhiq9s,1,41.9,15.2,2025-04-11T17:46:34.856Z,2025-04-11T19:04:34Z,9n2nm6smh0txgv2482qbwhixg,J. Beck,,,5641313691,56,Back,5641313693,285,,5641313783,233,437,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799165263,345,5,1,45,7,f1h34qp5zbfl489q8vnkhiq9s,0,37.2,-1.6,2025-04-11T17:46:36.319Z,2025-04-11T19:05:46Z,9n2nm6smh0txgv2482qbwhixg,J. Beck,,,5641314093,233,438,5641313837,347,,5641313835,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799165295,438,5,1,45,7,dbl7ir1qugqz8nvp1vzn8im50,1,62.8,101.6,2025-04-11T17:46:36.319Z,2025-04-11T19:05:46Z,5vwzliaibdlhfm38g8v5z0r8p,J. Grot,,,5641314045,233,345,5641314013,347,,5641314011,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799165341,439,1,1,45,11,dbl7ir1qugqz8nvp1vzn8im50,1,68.8,100.0,2025-04-11T17:46:40.222Z,2025-04-11T17:46:43Z,bxamae8lo647u6k3kruigir8q,A. Sørensen,,,5641314249,56,Left,5641314243,107,,5641314259,212,13.0,5641314253,140,75.0,5641314263,213,5.24,5641314257,141,84.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799165351,440,61,1,45,12,dbl7ir1qugqz8nvp1vzn8im50,0,75.0,84.8,2025-04-11T17:46:41.407Z,2025-04-11T19:05:41Z,axyrfq1u8nwcj2ss5498u8qhg,L. Kjerrumgaard,,,5641314297,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799165371,346,1,1,45,14,f1h34qp5zbfl489q8vnkhiq9s,1,35.4,24.6,2025-04-11T17:46:43.368Z,2025-04-11T17:46:45Z,c7buy99bjqmkmno8w5t0189d6,T. Stagaard,,,5641314409,213,5.52,5641314405,212,6.5,5641314399,140,39.9,5641314397,56,Back,5641314401,141,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799165423,348,1,1,45,16,f1h34qp5zbfl489q8vnkhiq9s,1,34.9,11.0,2025-04-11T17:46:45.967Z,2025-04-11T17:46:48Z,8k4wwchytdstpn0yhrxd5nbv9,L. Vigen,,,5641314665,140,45.9,5641314667,141,2.9,5641314671,213,5.84,5641314669,212,12.8,5641314663,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799165429,349,3,1,45,19,f1h34qp5zbfl489q8vnkhiq9s,0,41.4,4.4,2025-04-11T17:46:48.215Z,2025-04-11T17:46:54Z,4mxciw9jsj9l437fd7bv78p91,J. Ankersen,,,5641314787,233,441,5641314707,56,Back,5641314709,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799165435,441,7,1,45,19,dbl7ir1qugqz8nvp1vzn8im50,1,58.6,95.6,2025-04-11T17:46:48.216Z,2025-04-11T17:46:53Z,bxamae8lo647u6k3kruigir8q,A. Sørensen,,,5641314751,233,349,5641314727,285,,5641314725,56,Left,5641314723,167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799165627,350,5,1,45,19,f1h34qp5zbfl489q8vnkhiq9s,1,56.4,-1.5,2025-04-11T17:46:49Z,2025-04-11T19:05:46Z,4mxciw9jsj9l437fd7bv78p91,J. Ankersen,,,5641315863,233,442,5641315823,56,Right,5641315825,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799165499,442,5,1,45,19,dbl7ir1qugqz8nvp1vzn8im50,0,43.6,101.5,2025-04-11T17:46:49Z,2025-04-11T19:05:47Z,bxamae8lo647u6k3kruigir8q,A. Sørensen,,,5641315935,233,350,5641315111,347,,5641315107,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799165667,351,1,1,45,31,f1h34qp5zbfl489q8vnkhiq9s,1,59.9,0.0,2025-04-11T17:47:00.688Z,2025-04-11T17:47:03Z,37mo55lynu3blqnb8k9ln8k16,P. Tjørnelund,,,5641316093,212,28.0,5641316085,107,,5641316087,56,Back,5641316097,1,,5641316095,213,2.60,5641316091,141,20.4,5641316089,140,37.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799165713,352,1,1,45,34,f1h34qp5zbfl489q8vnkhiq9s,1,35.7,27.1,2025-04-11T17:47:03.423Z,2025-04-11T17:47:06Z,aqc0qritba195wf770gyd1149,A. Skipper,,,5641316319,212,19.0,5641316315,140,34.1,5641316313,56,Back,5641316317,141,54.9,5641316321,213,1.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799165799,353,1,1,45,37,f1h34qp5zbfl489q8vnkhiq9s,1,35.2,54.3,2025-04-11T17:47:06.495Z,2025-04-11T17:47:12Z,c7buy99bjqmkmno8w5t0189d6,T. Stagaard,,,5641316811,140,74.9,5641316805,155,,5641316807,56,Center,5641316815,141,24.9,5641316817,212,46.2,5641316819,213,5.84,5641316823,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799165823,354,1,1,45,43,f1h34qp5zbfl489q8vnkhiq9s,1,88.4,10.4,2025-04-11T17:47:12.391Z,2025-04-11T17:47:14Z,4mxciw9jsj9l437fd7bv78p91,J. Ankersen,,,5641316949,56,Right,5641316951,140,78.8,5641316953,141,10.1,5641316959,213,3.16,5641316955,212,10.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799165871,355,1,1,45,45,f1h34qp5zbfl489q8vnkhiq9s,1,83.7,9.2,2025-04-11T17:47:14.135Z,2025-04-11T17:47:17Z,37mo55lynu3blqnb8k9ln8k16,P. Tjørnelund,,,5641317305,141,14.9,5641317301,140,86.8,5641317309,212,5.1,5641317299,56,Right,5641317313,213,0.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799165911,356,1,1,45,48,f1h34qp5zbfl489q8vnkhiq9s,1,92.7,14.9,2025-04-11T17:47:17.710Z,2025-04-11T17:47:19Z,9n2nm6smh0txgv2482qbwhixg,J. Beck,,,5641317473,141,7.9,5641317469,56,Right,5641317471,140,88.5,5641317475,212,6.5,5641317477,213,3.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799166005,357,1,1,45,50,f1h34qp5zbfl489q8vnkhiq9s,1,88.1,7.6,2025-04-11T17:47:19.399Z,2025-04-11T17:50:55Z,4mxciw9jsj9l437fd7bv78p91,J. Ankersen,1.0,,5641317985,213,1.61,5641317973,2,,5641317979,140,87.2,5641317981,141,46.0,5641334231,154,,5641317983,212,26.1,5641334229,210,15,5641317975,155,,5641317977,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799166007,358,15,1,45,53,f1h34qp5zbfl489q8vnkhiq9s,1,94.3,41.3,2025-04-11T17:47:23.026Z,2025-04-11T17:50:57Z,4jve632xnmqujh4ioaxpaovai,T. Freriks,,,5641334257,102,46.1,5641334259,103,19,5641334253,55,357,5641334301,233,443,5641334265,100,,5641334245,60,,5641334261,214,,5641334273,231,47.7,5641334251,154,,5641334267,146,96.7,5641333277,82,5641334247,80,5641334271,230,99.1,5641332967,22,5641333273,72,5641334269,147,5641334263,328,,43.3,,,,5641334249,29,5641317995,56,Center,
2799165999,443,10,1,45,53,dbl7ir1qugqz8nvp1vzn8im50,1,3.3,56.7,2025-04-11T17:47:23.126Z,2025-04-11T20:40:23Z,auk14ut8cwaqop549u2zmfgt1,N. Bürgy,,,5641317957,56,Back,5641332369,94,,5641334349,233,358,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799166053,444,12,1,45,56,dbl7ir1qugqz8nvp1vzn8im50,1,6.9,63.6,2025-04-11T17:47:25.270Z,2025-04-11T17:50:41Z,2uw6m0yavlvkkiob73hoywb56,G. Grubbe,,,5641318289,140,34.2,5641318285,56,Back,5641318291,141,76.3,5641318293,212,29.9,5641318295,213,0.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799166115,359,1,1,45,59,f1h34qp5zbfl489q8vnkhiq9s,1,72.5,37.6,2025-04-11T17:47:28.550Z,2025-04-11T17:47:31Z,bmkwmf5f2ssnw2cq7uga7yd5g,A. Troelsen,,,5641318719,56,Center,5641318723,141,28.2,5641318727,213,3.48,5641318725,212,19.4,5641318721,140,55.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799166129,360,1,1,46,2,f1h34qp5zbfl489q8vnkhiq9s,1,54.6,31.8,2025-04-11T17:47:31.350Z,2025-04-11T17:47:32Z,c7buy99bjqmkmno8w5t0189d6,T. Stagaard,,,5641318771,140,65.9,5641318775,212,19.4,5641318777,213,5.37,5641318773,141,9.2,5641318769,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799166145,361,1,1,46,3,f1h34qp5zbfl489q8vnkhiq9s,1,65.9,9.8,2025-04-11T17:47:32.518Z,2025-04-11T17:47:34Z,aqc0qritba195wf770gyd1149,A. Skipper,,,5641318903,212,9.0,5641318905,213,1.22,5641318897,56,Center,5641318899,140,68.8,5641318901,141,22.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799166197,362,1,1,46,5,f1h34qp5zbfl489q8vnkhiq9s,1,70.0,23.3,2025-04-11T17:47:34.310Z,2025-04-11T17:47:38Z,bmkwmf5f2ssnw2cq7uga7yd5g,A. Troelsen,,,5641319173,213,4.16,5641319169,141,9.8,5641319171,212,10.8,5641319167,140,64.6,5641319165,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799166209,363,1,1,46,8,f1h34qp5zbfl489q8vnkhiq9s,1,64.3,8.8,2025-04-11T17:47:37.351Z,2025-04-11T19:05:55Z,aqc0qritba195wf770gyd1149,A. Skipper,,,5641319249,140,66.6,5641319247,56,Right,5641319251,141,18.2,5641319253,212,6.8,5641319255,213,1.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799166223,364,1,1,46,9,f1h34qp5zbfl489q8vnkhiq9s,0,66.6,18.2,2025-04-11T17:47:38.334Z,2025-04-11T19:05:53Z,bmkwmf5f2ssnw2cq7uga7yd5g,A. Troelsen,,,5641319311,140,78.1,5641319309,56,Right,5641319313,141,9.1,5641319315,212,13.6,5641319317,213,5.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799167993,458,8,1,46,10,dbl7ir1qugqz8nvp1vzn8im50,1,18.8,92.1,2025-04-11T17:47:39.129Z,2025-04-11T17:49:52Z,bxamae8lo647u6k3kruigir8q,A. Sørensen,,,5641328855,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799166303,446,1,1,46,11,dbl7ir1qugqz8nvp1vzn8im50,1,28.8,86.8,2025-04-11T17:47:40.974Z,2025-04-11T17:47:45Z,bxamae8lo647u6k3kruigir8q,A. Sørensen,,,5641319763,213,5.72,5641319759,141,73.2,5641319757,140,42.8,5641319755,56,Back,5641319761,212,17.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799166337,447,1,1,46,16,dbl7ir1qugqz8nvp1vzn8im50,1,41.6,80.8,2025-04-11T17:47:45.582Z,2025-04-11T17:50:02Z,axyrfq1u8nwcj2ss5498u8qhg,L. Kjerrumgaard,,,5641319999,212,21.1,5641319995,140,60.6,5641319993,56,Left,5641319997,141,90.8,5641320001,213,0.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799166407,448,1,1,46,20,dbl7ir1qugqz8nvp1vzn8im50,1,67.9,87.4,2025-04-11T17:47:49.518Z,2025-04-11T17:47:53Z,5vwzliaibdlhfm38g8v5z0r8p,J. Grot,,,5641320407,213,0.28,5641320405,212,18.9,5641320401,140,85.2,5641320403,141,95.1,5641320399,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799166415,449,1,1,46,24,dbl7ir1qugqz8nvp1vzn8im50,1,93.1,89.1,2025-04-11T17:47:53.263Z,2025-04-11T19:36:37Z,bxamae8lo647u6k3kruigir8q,A. Sørensen,,1.0,5641324289,210,16,5641324291,154,,5641320441,2,,5641320451,212,24.1,5641320447,140,90.1,5641320445,56,Center,5641320453,213,4.58,5641992817,23,,5641320449,141,54.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799167007,450,16,1,46,27,dbl7ir1qugqz8nvp1vzn8im50,1,90.2,54.4,2025-04-11T17:47:56.254Z,2025-04-11T19:36:38Z,axyrfq1u8nwcj2ss5498u8qhg,L. Kjerrumgaard,,,5641324373,230,99.1,5641324363,55,449,5641324369,103,20.3,5641323607,56,Center,5641324371,328,,5641323605,17,,5641324375,231,50.5,5641324367,102,48.4,5641323791,72,,5641323795,374,2025-04-11 18:47:55.611,5641992901,79,5641992899,23,5641323799,375,46:26.482,5641324355,29,5641324357,154,,,,,,,,,,,,,,,
2799167357,365,1,1,47,28,f1h34qp5zbfl489q8vnkhiq9s,1,50.2,50.4,2025-04-11T17:48:57.301Z,2025-04-11T17:49:01Z,8k4wwchytdstpn0yhrxd5nbv9,L. Vigen,,,5641325681,56,Back,5641325691,279,G,5641325685,141,58.2,5641325689,213,2.89,5641325683,140,30.5,5641325687,212,21.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799167399,366,1,1,47,31,f1h34qp5zbfl489q8vnkhiq9s,0,30.2,57.8,2025-04-11T17:49:01.101Z,2025-04-11T17:49:04Z,c7buy99bjqmkmno8w5t0189d6,T. Stagaard,,,5641325853,141,31.6,5641325859,213,5.91,5641325857,212,48.6,5641325847,56,Center,5641325845,157,,5641325851,140,73.3,5641325861,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
