id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/11/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/10/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/14/value
2793575493,351,1,1,36,35,bd4qakf7j0wwie8wke9km7uj8,0,10.5,95.4,2025-03-30T12:39:14.319Z,2025-03-30T12:39:15Z,em0yawcqyqwf53hbj0zlz4duc,A. Halsgaard,,,5610367185,212,20.4,5610367183,141,87.1,5610367181,140,29.2,5610367187,213,6.00,5610367179,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793575551,361,1,1,36,39,b2vft81kyjurzbmekvgrqwr64,0,71.0,25.2,2025-03-30T12:39:18.008Z,2025-03-30T12:39:20Z,e0rgqk3gxzs005m9ok9hvp1ck,T. Hansen,,,5610367499,140,94.2,5610367503,212,27.1,5610367501,141,42.7,5610367497,56,Center,5610367505,213,0.45,5610367541,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793575861,353,1,1,36,54,bd4qakf7j0wwie8wke9km7uj8,0,7.9,66.3,2025-03-30T12:39:33.215Z,2025-03-30T12:39:44Z,c4esrbgbv6v715768v2cb676d,F. Schram,,,5610369191,141,69.3,5610369189,140,39.0,5610369193,212,32.7,5610369587,189,,5610369185,123,,5610369197,1,,5610369195,213,0.06,5610369187,56,Back,,,,,,,,,,,,,,,,,,,,,,,,
2793575897,363,1,1,36,59,b2vft81kyjurzbmekvgrqwr64,1,63.2,34.2,2025-03-30T12:39:38.072Z,2025-03-30T12:39:38Z,e0rgqk3gxzs005m9ok9hvp1ck,T. Hansen,,,5610369379,140,58.2,5610369377,56,Right,5610369385,213,4.36,5610369383,212,15.1,5610369381,141,13.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793575909,364,1,1,36,59,b2vft81kyjurzbmekvgrqwr64,1,58.2,13.4,2025-03-30T12:39:38.624Z,2025-03-30T12:39:39Z,e19g5bz7s9wqcvj8mttztxi0a,O. Klitten,,,5610369435,56,Back,5610369447,212,13.4,5610369441,141,27.6,5610369437,140,49.4,5610369451,213,2.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793575921,365,1,1,37,0,b2vft81kyjurzbmekvgrqwr64,1,49.4,27.6,2025-03-30T12:39:39.361Z,2025-03-30T12:39:41Z,cflwegqpzch8y30pb3dhigqnd,E. Søgaard,,,5610369517,56,Center,5610369521,141,34.2,5610369523,212,9.2,5610369525,213,0.51,5610369519,140,57.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793575941,366,1,1,37,2,b2vft81kyjurzbmekvgrqwr64,1,60.2,32.8,2025-03-30T12:39:41.072Z,2025-03-30T12:39:42Z,e0rgqk3gxzs005m9ok9hvp1ck,T. Hansen,,,5610369627,56,Center,5610369629,140,57.4,5610369631,141,42.8,5610369635,213,1.98,5610369633,212,7.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793575951,367,1,1,37,3,b2vft81kyjurzbmekvgrqwr64,1,57.4,42.8,2025-03-30T12:39:42.327Z,2025-03-30T12:39:43Z,9xub4z9b3bog8wqhn5yfihecp,M. Pedersen,,,5610369673,140,55.8,5610369675,141,19.7,5610369671,56,Right,5610369677,212,15.8,5610369679,213,4.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793575967,368,1,1,37,4,b2vft81kyjurzbmekvgrqwr64,1,55.8,19.7,2025-03-30T12:39:42.943Z,2025-03-30T12:39:43Z,cflwegqpzch8y30pb3dhigqnd,E. Søgaard,,,5610369775,212,15.4,5610369773,141,42.4,5610369771,140,56.2,5610369777,213,1.54,5610369769,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793576005,369,1,1,37,4,b2vft81kyjurzbmekvgrqwr64,1,56.2,42.4,2025-03-30T12:39:43.600Z,2025-03-30T12:39:45Z,9xub4z9b3bog8wqhn5yfihecp,M. Pedersen,,,5610369989,140,57.5,5610369991,141,12.6,5610369993,212,20.3,5610369995,213,4.78,5610369987,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793576087,370,1,1,37,6,b2vft81kyjurzbmekvgrqwr64,1,57.5,12.6,2025-03-30T12:39:45.264Z,2025-03-30T12:39:49Z,cflwegqpzch8y30pb3dhigqnd,E. Søgaard,,,5610370447,213,2.01,5610370441,140,46.9,5610370443,141,47.0,5610370445,212,25.9,5610370439,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793576133,371,1,1,37,10,b2vft81kyjurzbmekvgrqwr64,1,46.9,47.0,2025-03-30T12:39:49.031Z,2025-03-30T12:39:52Z,ayhdul772mr22qoly04psb3f8,O. Dorph,,,5610370675,56,Center,5610370679,141,71.7,5610370681,212,17.2,5610370683,213,1.36,5610370677,140,50.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793576171,372,1,1,37,12,b2vft81kyjurzbmekvgrqwr64,1,51.0,71.7,2025-03-30T12:39:51.808Z,2025-03-30T12:39:53Z,ebd3uvtt54wkdsahc2127j02c,F. Dietz,,,5610370857,56,Left,5610370861,141,86.3,5610370863,212,18.6,5610370859,140,66.0,5610370865,213,0.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793576249,373,1,1,37,14,b2vft81kyjurzbmekvgrqwr64,1,66.5,86.8,2025-03-30T12:39:53.664Z,2025-03-30T12:39:58Z,ea2x4o6ufsqoz2zz7tqcnvo16,L. Klitten,,,5610371281,141,70.8,5610371283,212,20.5,5610371285,213,3.70,5610371279,140,49.9,5610371277,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793576275,374,1,1,37,19,b2vft81kyjurzbmekvgrqwr64,1,46.6,69.6,2025-03-30T12:39:58.192Z,2025-03-30T12:39:59Z,ebd3uvtt54wkdsahc2127j02c,F. Dietz,,,5610371411,56,Center,5610371413,140,66.1,5610371415,141,69.1,5610371419,213,6.27,5610371417,212,20.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793576315,375,1,1,37,20,b2vft81kyjurzbmekvgrqwr64,1,66.1,69.1,2025-03-30T12:39:59.488Z,2025-03-30T12:40:01Z,dwuxps3jv2852642q000wep6,V. Rasmussen,,,5610371611,56,Left,5610371615,141,86.9,5610371613,140,50.1,5610371617,212,20.7,5610371619,213,2.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793576413,376,1,1,37,22,b2vft81kyjurzbmekvgrqwr64,1,50.1,86.9,2025-03-30T12:40:01.343Z,2025-03-30T12:40:06Z,ea2x4o6ufsqoz2zz7tqcnvo16,L. Klitten,,,5610372071,56,Back,5610372075,141,71.2,5610372073,140,40.0,5610372079,213,3.93,5610372077,212,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793576483,377,1,1,37,27,b2vft81kyjurzbmekvgrqwr64,1,41.9,69.9,2025-03-30T12:40:06.200Z,2025-03-30T12:40:09Z,ebd3uvtt54wkdsahc2127j02c,F. Dietz,,,5610372461,56,Back,5610372465,141,39.5,5610372463,140,36.5,5610372467,212,21.4,5610372469,213,4.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793576573,378,1,1,37,30,b2vft81kyjurzbmekvgrqwr64,1,43.8,47.5,2025-03-30T12:40:09.743Z,2025-03-30T12:40:14Z,ayhdul772mr22qoly04psb3f8,O. Dorph,,,5610372999,213,4.20,5610372995,212,14.1,5610372987,140,37.2,5610372985,56,Back,5610372991,141,29.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793576583,379,1,1,37,35,b2vft81kyjurzbmekvgrqwr64,0,35.0,31.8,2025-03-30T12:40:14.344Z,2025-03-30T12:40:14Z,cflwegqpzch8y30pb3dhigqnd,E. Søgaard,,,5610373047,140,51.6,5610373045,56,Center,5610373051,141,41.5,5610373055,213,0.36,5610373053,212,18.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793576603,354,8,1,37,36,bd4qakf7j0wwie8wke9km7uj8,1,35.3,57.8,2025-03-30T12:40:15.590Z,2025-03-30T12:40:15Z,em0yawcqyqwf53hbj0zlz4duc,A. Halsgaard,,,5610373135,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793576659,355,1,1,37,38,bd4qakf7j0wwie8wke9km7uj8,1,37.7,66.7,2025-03-30T12:40:17.125Z,2025-03-30T12:40:19Z,bwozpgcm48s08t1glxfgjajmd,N. Halse,,,5610373427,141,41.6,5610373429,212,17.1,5610373431,213,4.76,5610373423,56,Back,5610373425,140,38.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793576667,356,4,1,37,40,bd4qakf7j0wwie8wke9km7uj8,1,37.8,44.9,2025-03-30T12:40:19.135Z,2025-03-30T13:22:03Z,cf6zq49y8v1ekw07e7yi3uac,A. Maarup,,,5610373827,233,380,5610373585,152,,5610373589,286,,5610373583,56,Back,5610373581,13,,5610373587,265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793576705,380,4,1,37,40,b2vft81kyjurzbmekvgrqwr64,0,62.2,55.1,2025-03-30T12:40:19.136Z,2025-03-30T13:22:04Z,efubck8twu1elbhlomltnjjtg,R. Gyamfi,,,5610373795,265,,5610373787,13,,5610373799,285,,5610373873,233,356,5610373789,56,Center,5610373793,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793577159,357,1,1,37,57,bd4qakf7j0wwie8wke9km7uj8,1,31.9,44.6,2025-03-30T12:40:36.614Z,2025-03-30T12:40:45Z,4rhxehi019n7z1z1m7a39w1sk,K. Nyegaard,,,5610376039,141,56.0,5610376045,213,2.75,5610376035,140,13.9,5610376029,5,,5610376043,212,20.4,5610376031,152,,5610376033,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793577207,358,1,1,38,6,bd4qakf7j0wwie8wke9km7uj8,0,18.4,54.5,2025-03-30T12:40:45.463Z,2025-03-30T12:40:49Z,c4esrbgbv6v715768v2cb676d,F. Schram,,,5610376347,213,6.27,5610376349,1,,5610376339,56,Center,5610376345,212,56.9,5610376343,141,53.3,5610376341,140,72.6,5610376337,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793577243,381,1,1,38,10,b2vft81kyjurzbmekvgrqwr64,1,32.7,41.5,2025-03-30T12:40:49.471Z,2025-03-30T12:40:52Z,ayhdul772mr22qoly04psb3f8,O. Dorph,,,5610376505,212,8.6,5610376497,3,,5610376503,141,53.3,5610376501,140,35.7,5610376499,56,Back,5610376507,213,1.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793577253,382,1,1,38,13,b2vft81kyjurzbmekvgrqwr64,1,35.7,53.3,2025-03-30T12:40:51.911Z,2025-03-30T12:55:34Z,ebd3uvtt54wkdsahc2127j02c,F. Dietz,,,5610376563,157,,5610376575,1,,5610376567,140,50.5,5610376565,56,Center,5610376571,212,17.2,5610376573,213,5.84,5610376569,141,42.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793577287,383,1,1,38,15,b2vft81kyjurzbmekvgrqwr64,0,50.5,42.5,2025-03-30T12:40:54.167Z,2025-03-30T12:55:22Z,4qyfoq5fjiochtj89w426lm21,S. Andreasen,,,5610376817,213,2.93,5610376809,56,Back,5610376815,212,15.0,5610376813,141,47.2,5610376811,140,36.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793577311,359,1,1,38,15,bd4qakf7j0wwie8wke9km7uj8,1,63.9,34.8,2025-03-30T12:40:54.806Z,2025-03-30T12:40:56Z,cf6zq49y8v1ekw07e7yi3uac,A. Maarup,,,5610376949,212,19.4,5610376947,141,6.4,5610376945,140,62.5,5610376943,56,Right,5610376951,213,4.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793577339,360,1,1,38,17,bd4qakf7j0wwie8wke9km7uj8,1,62.5,6.4,2025-03-30T12:40:56.366Z,2025-03-30T12:40:58Z,g2cgdv428rmpmb0om40ldses,M. Lysholm,,,5610377079,212,15.4,5610377077,141,26.8,5610377075,140,56.1,5610377073,56,Center,5610377081,213,2.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793577371,361,1,1,38,19,bd4qakf7j0wwie8wke9km7uj8,1,56.2,28.2,2025-03-30T12:40:58.078Z,2025-03-30T12:41:00Z,bwozpgcm48s08t1glxfgjajmd,N. Halse,,,5610377205,213,5.14,5610377197,56,Right,5610377203,212,17.6,5610377201,141,4.6,5610377199,140,63.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793577509,362,1,1,38,21,bd4qakf7j0wwie8wke9km7uj8,1,63.2,4.6,2025-03-30T12:41:00.207Z,2025-03-30T12:41:09Z,g2cgdv428rmpmb0om40ldses,M. Lysholm,,,5610377983,56,Back,5610377985,140,41.2,5610377989,212,23.2,5610377991,213,3.05,5610377987,141,7.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793577579,363,1,1,38,30,bd4qakf7j0wwie8wke9km7uj8,0,40.4,10.1,2025-03-30T12:41:09.007Z,2025-03-30T12:41:14Z,em0yawcqyqwf53hbj0zlz4duc,A. Halsgaard,,,5610378427,213,0.37,5610378429,1,,5610378417,155,,5610378423,141,30.1,5610378425,212,37.9,5610378419,56,Center,5610378421,140,74.1,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793577843,388,4,1,38,34,b2vft81kyjurzbmekvgrqwr64,1,24.2,68.0,2025-03-30T12:41:12.878Z,2025-03-30T14:09:14Z,ayhdul772mr22qoly04psb3f8,O. Dorph,,,5610957571,294,,5610379945,56,Back,5610379955,285,,5610379943,13,,5610384367,233,364,5610379947,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793577585,364,4,1,38,34,bd4qakf7j0wwie8wke9km7uj8,0,75.8,32.0,2025-03-30T12:41:12.879Z,2025-03-30T13:22:04Z,m031ocyfq011rual3olkegdm,A. Taranis,,,5610380077,152,,5610378453,56,Center,5610378455,286,,5610380075,294,,5610380073,13,,5610384421,233,388,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793577613,384,43,1,38,34,b2vft81kyjurzbmekvgrqwr64,1,0.0,0.0,2025-03-30T12:41:13.302Z,2025-03-30T12:42:11Z,ayhdul772mr22qoly04psb3f8,O. Dorph,,,5610384141,144,44,5610378595,56,Back,5610378597,285,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793577645,385,43,1,38,36,b2vft81kyjurzbmekvgrqwr64,1,0.0,0.0,2025-03-30T12:41:14.871Z,2025-03-30T12:42:10Z,ayhdul772mr22qoly04psb3f8,O. Dorph,,,5610378745,212,8.2,5610378739,56,Back,5610378743,141,59.9,5610378741,140,23.9,5610378737,3,0,5610378747,213,4.89,5610383913,144,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793577663,386,43,1,38,37,b2vft81kyjurzbmekvgrqwr64,1,0.0,0.0,2025-03-30T12:41:16.087Z,2025-03-30T12:42:07Z,cflwegqpzch8y30pb3dhigqnd,E. Søgaard,,,5610378819,56,Left,5610378823,141,100.0,5610378821,140,65.9,5610383621,144,12,5610378827,213,0.71,5610378825,212,55.8,5610378925,167,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793577671,387,43,1,38,38,b2vft81kyjurzbmekvgrqwr64,1,0.0,0.0,2025-03-30T12:41:17.160Z,2025-03-30T12:42:05Z,cflwegqpzch8y30pb3dhigqnd,E. Søgaard,,,5610378863,347,0,5610383529,144,5,5610378859,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793577883,389,1,1,38,50,b2vft81kyjurzbmekvgrqwr64,1,24.8,53.0,2025-03-30T12:41:29.271Z,2025-03-30T12:41:31Z,ayhdul772mr22qoly04psb3f8,O. Dorph,,,5610380103,212,16.2,5610380101,141,73.9,5610380097,56,Back,5610380099,140,32.2,5610380107,213,1.07,5610380093,5,,5610380095,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793577893,390,1,1,38,52,b2vft81kyjurzbmekvgrqwr64,1,32.2,73.9,2025-03-30T12:41:31.055Z,2025-03-30T12:41:31Z,ebd3uvtt54wkdsahc2127j02c,F. Dietz,,,5610380167,213,4.49,5610380157,56,Back,5610380161,140,27.7,5610380163,141,43.6,5610380165,212,21.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793577943,391,1,1,38,52,b2vft81kyjurzbmekvgrqwr64,1,27.7,43.6,2025-03-30T12:41:31.591Z,2025-03-30T12:41:34Z,ayhdul772mr22qoly04psb3f8,O. Dorph,,,5610380461,140,56.1,5610380463,141,24.4,5610380465,212,32.6,5610380469,1,,5610380459,56,Center,5610380467,213,5.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793577995,392,1,1,38,55,b2vft81kyjurzbmekvgrqwr64,1,56.1,24.4,2025-03-30T12:41:34.383Z,2025-03-30T12:41:38Z,e0rgqk3gxzs005m9ok9hvp1ck,T. Hansen,,,5610380801,56,Right,5610380807,141,5.8,5610380805,140,74.4,5610380811,213,5.70,5610380809,212,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793578019,393,1,1,38,59,b2vft81kyjurzbmekvgrqwr64,1,63.2,15.9,2025-03-30T12:41:37.855Z,2025-03-30T12:41:40Z,e19g5bz7s9wqcvj8mttztxi0a,O. Klitten,,,5610380949,56,Center,5610380957,213,1.15,5610380955,212,17.5,5610380953,141,39.4,5610380951,140,70.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793578093,394,1,1,39,1,b2vft81kyjurzbmekvgrqwr64,1,69.4,30.6,2025-03-30T12:41:40.672Z,2025-03-30T12:41:46Z,efubck8twu1elbhlomltnjjtg,R. Gyamfi,,,5610381421,212,13.0,5610381425,213,6.19,5610381409,56,Center,5610381417,141,28.8,5610381413,140,81.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793578143,395,1,1,39,6,b2vft81kyjurzbmekvgrqwr64,1,91.8,25.5,2025-03-30T12:41:45.799Z,2025-03-30T12:41:49Z,dwuxps3jv2852642q000wep6,V. Rasmussen,,,5610381753,141,22.4,5610381755,212,20.4,5610381751,140,72.5,5610381757,213,3.25,5610381749,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793578149,396,1,1,39,10,b2vft81kyjurzbmekvgrqwr64,0,90.7,30.7,2025-03-30T12:41:48.952Z,2025-03-30T12:41:50Z,e19g5bz7s9wqcvj8mttztxi0a,O. Klitten,,,5610381777,140,89.6,5610381781,212,4.4,5610381881,233,365,5610381783,213,1.84,5610381879,236,,5610381779,141,36.9,5610381775,56,Center,5610381885,286,,,,,,,,,,,,,,,,,,,,,,,,,
2793578161,365,74,1,39,10,bd4qakf7j0wwie8wke9km7uj8,1,8.5,69.7,2025-03-30T12:41:48.953Z,2025-03-30T13:22:09Z,81c40rn7lrb39qu0sam8kv6dw,O. Skolnik,,,5610381821,285,,5610381819,56,Back,5610381935,233,396,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793578177,366,43,1,39,11,bd4qakf7j0wwie8wke9km7uj8,1,0.0,0.0,2025-03-30T12:41:50.582Z,2025-03-30T12:41:56Z,81c40rn7lrb39qu0sam8kv6dw,O. Skolnik,,,5610382527,144,6,5610381983,73,0,5610381981,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793578287,397,61,1,39,12,b2vft81kyjurzbmekvgrqwr64,1,91.5,28.2,2025-03-30T12:41:51.048Z,2025-03-30T12:42:01Z,e19g5bz7s9wqcvj8mttztxi0a,O. Klitten,,,5610382507,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793578545,367,5,1,39,18,bd4qakf7j0wwie8wke9km7uj8,1,-1.0,62.6,2025-03-30T12:41:57.334Z,2025-03-30T14:08:37Z,81c40rn7lrb39qu0sam8kv6dw,O. Skolnik,,,5610383861,346,,5610383897,233,398,5610383859,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793578375,398,5,1,39,18,b2vft81kyjurzbmekvgrqwr64,0,101.0,37.4,2025-03-30T12:41:57.334Z,2025-03-30T14:08:38Z,e19g5bz7s9wqcvj8mttztxi0a,O. Klitten,,,5610383985,233,367,5610382971,56,Center,5610382973,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793578699,368,1,1,39,30,bd4qakf7j0wwie8wke9km7uj8,1,3.1,52.7,2025-03-30T12:42:09.782Z,2025-03-30T12:42:15Z,c4esrbgbv6v715768v2cb676d,F. Schram,,,5610384703,237,,5610384693,140,14.5,5610384695,141,87.5,5610384691,56,Back,5610384689,124,,5610384697,212,26.5,5610384699,213,1.10,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793578755,369,1,1,39,36,bd4qakf7j0wwie8wke9km7uj8,1,21.1,88.7,2025-03-30T12:42:15.735Z,2025-03-30T12:42:18Z,81c40rn7lrb39qu0sam8kv6dw,O. Skolnik,,,5610384963,155,,5610384985,213,5.60,5610384989,1,,5610384967,56,Back,5610384981,212,34.2,5610384973,141,57.0,5610384969,140,46.4,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793578767,370,43,1,39,39,bd4qakf7j0wwie8wke9km7uj8,1,0.0,0.0,2025-03-30T12:42:18.383Z,2025-03-30T12:56:14Z,7pnxa8wzxx5qxevcckxdd62tx,E. Nielsen,,,5610385063,213,5.51,5610385055,141,56.1,5610385051,140,47.0,5610463343,144,1,5610385047,56,Back,5610385059,212,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793593675,440,3,1,39,40,bd4qakf7j0wwie8wke9km7uj8,0,41.9,52.2,2025-03-30T12:42:18.844Z,2025-03-30T14:14:40Z,7pnxa8wzxx5qxevcckxdd62tx,E. Nielsen,,,5610463119,56,Back,5610463121,286,,5610463153,233,399,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793578779,399,7,1,39,40,b2vft81kyjurzbmekvgrqwr64,1,58.1,47.8,2025-03-30T12:42:18.845Z,2025-03-30T14:14:40Z,ebd3uvtt54wkdsahc2127j02c,F. Dietz,,,5610385137,56,Center,5610458151,285,,5610463137,233,440,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793578813,400,3,1,39,41,b2vft81kyjurzbmekvgrqwr64,0,71.4,36.1,2025-03-30T12:42:20.253Z,2025-03-30T14:14:41Z,efubck8twu1elbhlomltnjjtg,R. Gyamfi,,,5610385299,286,,5610385297,56,Center,5610385423,233,371,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793578827,371,7,1,39,41,bd4qakf7j0wwie8wke9km7uj8,1,28.6,63.9,2025-03-30T12:42:20.254Z,2025-03-30T14:14:41Z,81c40rn7lrb39qu0sam8kv6dw,O. Skolnik,,,5610385363,56,Back,5610385365,285,,5610385393,233,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793578903,372,12,1,39,42,bd4qakf7j0wwie8wke9km7uj8,1,21.3,63.9,2025-03-30T12:42:21.455Z,2025-03-30T12:42:25Z,81c40rn7lrb39qu0sam8kv6dw,O. Skolnik,,,5610385809,140,44.2,5610385807,56,Back,5610385813,212,30.4,5610385815,213,5.63,5610385811,141,36.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793578921,373,3,1,39,46,bd4qakf7j0wwie8wke9km7uj8,1,54.9,39.7,2025-03-30T12:42:25.687Z,2025-03-30T14:09:05Z,7pnxa8wzxx5qxevcckxdd62tx,E. Nielsen,,,5610385921,56,Center,5610385923,286,,5610386105,233,401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793578957,401,45,1,39,46,b2vft81kyjurzbmekvgrqwr64,0,45.1,60.3,2025-03-30T12:42:25.687Z,2025-03-30T14:09:06Z,ea2x4o6ufsqoz2zz7tqcnvo16,L. Klitten,,,5610386071,285,,5610386183,233,373,5610386069,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793579019,374,1,1,39,47,bd4qakf7j0wwie8wke9km7uj8,1,54.9,28.6,2025-03-30T12:42:26.654Z,2025-03-30T12:42:31Z,7pnxa8wzxx5qxevcckxdd62tx,E. Nielsen,,,5610386481,140,85.3,5610386483,141,29.2,5610386485,212,31.9,5610386479,56,Center,5610386487,213,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793579039,375,1,1,39,51,bd4qakf7j0wwie8wke9km7uj8,0,92.2,24.1,2025-03-30T12:42:30.806Z,2025-03-30T12:55:39Z,m031ocyfq011rual3olkegdm,A. Taranis,,,5610386631,141,52.2,5610386633,212,19.3,5610386635,213,1.71,5610386629,140,89.7,5610386627,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793579071,402,12,1,39,53,b2vft81kyjurzbmekvgrqwr64,1,10.4,49.4,2025-03-30T12:42:32.351Z,2025-03-30T12:42:34Z,cflwegqpzch8y30pb3dhigqnd,E. Søgaard,,,5610386831,56,Back,5610386833,140,34.4,5610386837,212,43.6,5610386835,141,100.0,5610386887,167,,5610386839,213,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793583581,397,5,1,39,53,bd4qakf7j0wwie8wke9km7uj8,1,69.0,-1.8,2025-03-30T12:42:32.504Z,2025-03-30T12:46:12Z,7pnxa8wzxx5qxevcckxdd62tx,E. Nielsen,,,5610410673,233,403,5610410611,56,Right,5610410613,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793579077,403,5,1,39,53,b2vft81kyjurzbmekvgrqwr64,0,31.0,101.8,2025-03-30T12:42:32.504Z,2025-03-30T14:08:38Z,cflwegqpzch8y30pb3dhigqnd,E. Søgaard,,,5610410715,233,397,5610386853,56,Back,5610386855,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793584025,398,1,1,39,55,bd4qakf7j0wwie8wke9km7uj8,1,72.0,0.0,2025-03-30T12:42:34.415Z,2025-03-30T12:46:35Z,g2cgdv428rmpmb0om40ldses,M. Lysholm,,,5610412959,141,5.2,5610412955,140,76.3,5610413293,107,,5610412953,56,Right,5610412963,213,0.83,5610412961,212,6.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
