id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/8/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/10/value,qualifier/11/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/15/value,qualifier/14/value
2801946775,461,12,2,45,48,8gxd9ry2580pu1b1dd5ny9ymy,1,12.1,60.2,2025-04-16T17:32:33.896Z,2025-04-16T17:32:40Z,5e5fuj7mbkpvf0bug32ixxc5x,S. Makienok,,5656531825,56,Back,5656531833,213,0.84,5656531827,140,22.1,5656531831,212,15.8,5656531829,141,77.5,5656531837,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2801946779,446,1,2,45,51,6wwwud48qahpwrfxs20334qk5,1,84.3,15.6,2025-04-16T17:32:37.483Z,2025-04-17T17:00:44Z,65g5cfsdr10378yvmkpm19444,A. Dahl,1.0,5656531865,2,,5657992753,224,,5656531877,213,1.30,5656532015,210,15,5656531869,56,Center,5657992755,20,,5656531875,212,25.8,5656531871,140,90.8,5656531867,155,5656531873,141,52.2,5656532017,154,,,,,,,,,,,,,,,,,,,,,,
2801946781,447,44,2,45,53,6wwwud48qahpwrfxs20334qk5,1,90.4,55.0,2025-04-16T17:32:39.051Z,2025-04-16T18:29:04Z,3od63zrf6cay4d6ync9i2iuqc,F. Rieper,,5656531885,56,Center,5656531887,286,,5656531913,233,462,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2801946785,462,44,2,45,53,8gxd9ry2580pu1b1dd5ny9ymy,0,9.6,45.0,2025-04-16T17:32:39.052Z,2025-04-16T18:29:05Z,630daj1ef34rczbhng0eoncvd,M. Kiilerich,,5656531907,56,Back,5656531909,285,,5656531921,233,447,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2801946783,448,15,2,45,53,6wwwud48qahpwrfxs20334qk5,1,91.8,52.1,2025-04-16T17:32:39.331Z,2025-04-17T17:00:55Z,3od63zrf6cay4d6ync9i2iuqc,F. Rieper,,5656532023,29,,5656532031,102,49.7,5656532035,146,98.9,5656531899,56,Center,5656532033,103,31.0,5656532025,154,,5656532041,233,463,5656633923,79,,5656532037,147,5656532019,160,,5656633925,328,5656633921,15,5656532027,55,446,50.5,5656531897,17,,,,,,,,,,,,,,
2801946789,463,10,2,45,53,8gxd9ry2580pu1b1dd5ny9ymy,1,3.0,49.6,2025-04-16T17:32:39.431Z,2025-04-17T17:01:24Z,bl9em2c9quspd4afzwqn81xxw,T. Sander,,5656531945,182,,5656532057,233,448,5656531947,56,Back,5657993589,378,,5656531999,177,,5656532001,181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2801946795,464,52,2,45,56,8gxd9ry2580pu1b1dd5ny9ymy,1,3.0,49.6,2025-04-16T17:32:42.082Z,2025-04-17T17:01:27Z,bl9em2c9quspd4afzwqn81xxw,T. Sander,,5657993619,378,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2801946813,465,1,2,46,5,8gxd9ry2580pu1b1dd5ny9ymy,1,3.6,54.3,2025-04-16T17:32:51.160Z,2025-04-16T17:32:53Z,bl9em2c9quspd4afzwqn81xxw,T. Sander,,5656532149,123,,5656532157,212,26.0,5656532155,141,86.6,5656532151,56,Back,5656532159,213,1.00,5656532153,140,16.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2801946817,466,1,2,46,7,8gxd9ry2580pu1b1dd5ny9ymy,1,17.1,87.1,2025-04-16T17:32:53.352Z,2025-04-16T17:32:55Z,3pk6hii2s8tbv2zux8mvbapec,N. Jungvig,,5656532179,189,,5656532169,140,34.7,5656532173,212,19.4,5656532167,56,Back,5656532171,141,95.6,5656532175,213,0.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2801946821,467,1,2,46,9,8gxd9ry2580pu1b1dd5ny9ymy,1,34.7,95.6,2025-04-16T17:32:55.497Z,2025-04-16T17:32:57Z,615e0bjcd0tyge047sy43y5sl,M. Spelmann,,5656532217,140,29.3,5656532219,141,86.0,5656532223,213,4.00,5656532221,212,8.6,5656532215,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2801946833,468,1,2,46,12,8gxd9ry2580pu1b1dd5ny9ymy,1,27.3,81.4,2025-04-16T17:32:58.440Z,2025-04-16T17:33:00Z,3pk6hii2s8tbv2zux8mvbapec,N. Jungvig,,5656532267,213,4.48,5656532263,141,48.8,5656532261,140,22.2,5656532265,212,22.8,5656532259,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2801946835,469,1,2,46,15,8gxd9ry2580pu1b1dd5ny9ymy,1,22.4,48.7,2025-04-16T17:33:00.634Z,2025-04-16T17:33:03Z,bl9em2c9quspd4afzwqn81xxw,T. Sander,,5656532283,140,32.7,5656532289,213,1.05,5656532281,56,Back,5656532285,141,76.4,5656532287,212,21.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2801946837,470,1,2,46,17,8gxd9ry2580pu1b1dd5ny9ymy,1,34.9,81.7,2025-04-16T17:33:03.121Z,2025-04-16T17:33:05Z,3pk6hii2s8tbv2zux8mvbapec,N. Jungvig,,5656532305,140,36.6,5656532307,141,93.8,5656532303,56,Back,5656532309,212,8.4,5656532311,213,1.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2801946849,471,1,2,46,20,8gxd9ry2580pu1b1dd5ny9ymy,1,36.1,90.8,2025-04-16T17:33:05.553Z,2025-04-16T17:33:11Z,615e0bjcd0tyge047sy43y5sl,M. Spelmann,,5656532375,56,Back,5656532381,212,16.9,5656532383,213,4.03,5656532379,141,71.5,5656532377,140,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2801946851,472,1,2,46,26,8gxd9ry2580pu1b1dd5ny9ymy,1,27.5,76.6,2025-04-16T17:33:11.704Z,2025-04-16T17:33:13Z,3pk6hii2s8tbv2zux8mvbapec,N. Jungvig,,5656532411,213,0.57,5656532409,212,19.6,5656532403,56,Back,5656532407,141,92.3,5656532405,140,43.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2801946859,473,1,2,46,28,8gxd9ry2580pu1b1dd5ny9ymy,1,41.3,92.6,2025-04-16T17:33:13.713Z,2025-04-16T17:33:18Z,615e0bjcd0tyge047sy43y5sl,M. Spelmann,,5656532479,140,46.5,5656532483,212,5.6,5656532477,56,Back,5656532481,141,90.8,5656532485,213,6.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2801946861,474,50,2,46,32,8gxd9ry2580pu1b1dd5ny9ymy,1,35.9,85.4,2025-04-16T17:33:18.497Z,2025-04-16T18:28:45Z,9r07ooissj5mz15g87x5rmbx1,C. Jakobsen,,5656532489,56,Back,5656532545,233,449,5656532491,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2801946867,449,7,2,46,32,6wwwud48qahpwrfxs20334qk5,1,64.1,14.6,2025-04-16T17:33:18.498Z,2025-04-17T17:02:41Z,65g5cfsdr10378yvmkpm19444,A. Dahl,,5657994961,384,,5656532519,56,Right,5656532533,233,474,5657994963,178,,5656532537,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802203849,884,3,2,46,37,6wwwud48qahpwrfxs20334qk5,1,72.7,34.0,2025-04-16T17:33:23.163Z,2025-04-17T17:03:40Z,6lb4k3g75nzgi8bp1y1mzxkru,P. Egelund,,5657996179,286,,5657996175,56,Center,5657996181,465,,5657996183,233,892,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802203845,892,45,2,46,37,8gxd9ry2580pu1b1dd5ny9ymy,0,27.3,66.0,2025-04-16T17:33:23.163Z,2025-04-17T17:03:39Z,630daj1ef34rczbhng0eoncvd,M. Kiilerich,,5657996187,233,884,5657996173,285,,5657996171,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2801947195,491,83,2,46,39,8gxd9ry2580pu1b1dd5ny9ymy,0,14.2,63.7,2025-04-16T17:33:24.947Z,2025-04-16T17:36:16Z,9r07ooissj5mz15g87x5rmbx1,C. Jakobsen,,5656535005,399,6lb4k3g75nzgi8bp1y1mzxkru,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2801946877,451,61,2,46,39,6wwwud48qahpwrfxs20334qk5,0,85.3,41.5,2025-04-16T17:33:25.141Z,2025-04-16T19:09:42Z,6lb4k3g75nzgi8bp1y1mzxkru,P. Egelund,,5656532591,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2801946885,475,12,2,46,41,8gxd9ry2580pu1b1dd5ny9ymy,1,9.1,64.8,2025-04-16T17:33:27.161Z,2025-04-16T19:09:43Z,3pk6hii2s8tbv2zux8mvbapec,N. Jungvig,,5656532635,141,100.0,5656532631,56,Back,5656532633,140,9.2,5656532659,167,,5656532639,213,1.57,5656532637,212,24.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2801946891,452,5,2,46,42,6wwwud48qahpwrfxs20334qk5,1,88.7,-0.9,2025-04-16T17:33:28.018Z,2025-04-16T18:29:44Z,6lb4k3g75nzgi8bp1y1mzxkru,P. Egelund,,5656532673,56,Right,5656532675,347,,5656532685,233,476,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2801946887,476,5,2,46,42,8gxd9ry2580pu1b1dd5ny9ymy,0,11.3,100.9,2025-04-16T17:33:28.018Z,2025-04-16T17:38:35Z,3pk6hii2s8tbv2zux8mvbapec,N. Jungvig,,5656532643,56,Back,5656532645,347,,5656532689,233,452,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2801946939,453,1,2,47,9,6wwwud48qahpwrfxs20334qk5,0,84.7,0.0,2025-04-16T17:33:55.083Z,2025-04-16T17:33:57Z,65g5cfsdr10378yvmkpm19444,A. Dahl,,5656533059,56,Center,5656533065,212,27.2,5656533057,107,,5656533061,140,90.6,5656533063,141,36.9,5656533067,213,1.34,5656533069,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2801946943,477,12,2,47,12,8gxd9ry2580pu1b1dd5ny9ymy,1,11.0,62.9,2025-04-16T17:33:57.857Z,2025-04-16T17:34:16Z,5e5fuj7mbkpvf0bug32ixxc5x,S. Makienok,,5656533093,213,0.43,5656533089,141,79.3,5656533085,56,Back,5656533095,15,,5656533091,212,26.5,5656533087,140,33.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2801946953,454,1,2,47,17,6wwwud48qahpwrfxs20334qk5,1,61.4,17.1,2025-04-16T17:34:02.972Z,2025-04-16T17:34:06Z,4bojyjyvkdgm1lss6n37q2t5g,D. Kristjánsson,,5656533177,213,2.25,5656533169,56,Center,5656533175,212,13.7,5656533171,140,53.2,5656533173,141,32.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2801946955,455,1,2,47,20,6wwwud48qahpwrfxs20334qk5,1,50.9,47.3,2025-04-16T17:34:06.524Z,2025-04-16T17:34:08Z,1ai0gvdx68lxclbj6m255w72t,S. Crone,,5656533183,140,43.5,5656533185,141,67.5,5656533191,213,2.09,5656533181,56,Back,5656533187,212,15.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2801946961,456,1,2,47,22,6wwwud48qahpwrfxs20334qk5,1,44.5,67.5,2025-04-16T17:34:08.324Z,2025-04-16T17:34:13Z,b1kyjkhaaiw32cb4bubbpm7tg,J. Kudsk,,5656533261,213,3.77,5656533259,212,31.1,5656533253,56,Back,5656533257,141,40.6,5656533255,140,20.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2801946965,457,1,2,47,27,6wwwud48qahpwrfxs20334qk5,0,23.5,42.7,2025-04-16T17:34:13.493Z,2025-04-16T17:34:14Z,eiy7fhqxdx3ypg4dq4454hpbe,V. Birksø,,5656533277,212,51.7,5656533269,155,,5656533279,213,5.82,5656533281,1,,5656533275,141,8.8,5656533273,140,67.6,5656533271,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2801946969,478,8,2,47,30,8gxd9ry2580pu1b1dd5ny9ymy,1,39.3,97.1,2025-04-16T17:34:16.354Z,2025-04-17T17:05:00Z,615e0bjcd0tyge047sy43y5sl,M. Spelmann,,5656533319,56,Back,5656533327,15,,5657997685,385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2801946991,458,5,2,47,31,6wwwud48qahpwrfxs20334qk5,1,55.0,-1.8,2025-04-16T17:34:16.669Z,2025-04-16T18:29:45Z,eiy7fhqxdx3ypg4dq4454hpbe,V. Birksø,,5656533501,56,Right,5656533503,347,,5656533513,233,479,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2801946973,479,5,2,47,31,8gxd9ry2580pu1b1dd5ny9ymy,0,45.0,101.8,2025-04-16T17:34:16.669Z,2025-04-16T18:29:45Z,615e0bjcd0tyge047sy43y5sl,M. Spelmann,,5656533537,233,458,5656533343,347,,5656533341,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2801947003,459,1,2,47,44,6wwwud48qahpwrfxs20334qk5,1,47.8,0.0,2025-04-16T17:34:30.340Z,2025-04-16T17:34:34Z,65g5cfsdr10378yvmkpm19444,A. Dahl,,5656533589,212,11.9,5656533583,56,Back,5656533587,141,5.8,5656533585,140,37.7,5656533581,107,,5656533591,213,2.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2801947009,460,1,2,47,48,6wwwud48qahpwrfxs20334qk5,1,33.9,13.2,2025-04-16T17:34:34.244Z,2025-04-16T17:34:37Z,4bojyjyvkdgm1lss6n37q2t5g,D. Kristjánsson,,5656533627,212,27.9,5656533621,56,Back,5656533625,141,41.5,5656533629,213,2.38,5656533623,140,14.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2801947017,461,1,2,47,51,6wwwud48qahpwrfxs20334qk5,1,14.7,42.1,2025-04-16T17:34:37.228Z,2025-04-16T17:34:40Z,eiy7fhqxdx3ypg4dq4454hpbe,V. Birksø,,5656533689,213,0.81,5656533683,140,21.8,5656533687,212,10.9,5656533681,56,Back,5656533685,141,53.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2801947025,462,1,2,47,55,6wwwud48qahpwrfxs20334qk5,1,27.6,66.9,2025-04-16T17:34:40.733Z,2025-04-16T17:34:42Z,3od63zrf6cay4d6ync9i2iuqc,F. Rieper,,5656533715,56,Back,5656533721,212,15.5,5656533723,213,1.02,5656533719,141,86.3,5656533717,140,35.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2801947031,463,1,2,47,56,6wwwud48qahpwrfxs20334qk5,0,35.4,86.3,2025-04-16T17:34:42.308Z,2025-04-16T17:34:44Z,ayxi2m0g0pm6rl1ba5pto66z9,G. Marcussen,,5656533749,140,56.9,5656533747,56,Left,5656533755,213,6.24,5656533751,141,84.8,5656533753,212,22.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2801947043,480,1,2,47,59,8gxd9ry2580pu1b1dd5ny9ymy,1,42.2,19.2,2025-04-16T17:34:44.730Z,2025-04-16T17:34:46Z,45dqseup0cmujyl4nprr29y0a,M. Fredslund,,5656533829,56,Center,5656533837,213,0.56,5656533835,212,15.4,5656533831,140,54.6,5656533833,141,31.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2801947051,482,1,2,48,1,8gxd9ry2580pu1b1dd5ny9ymy,1,54.6,31.3,2025-04-16T17:34:46.762Z,2025-04-16T17:34:48Z,dm6xpphbyyooqriwaambi7njd,F. Krogstad,,5656533869,140,61.2,5656533873,212,12.8,5656533867,56,Center,5656533871,141,47.2,5656533875,213,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2801947057,483,1,2,48,2,8gxd9ry2580pu1b1dd5ny9ymy,1,61.2,47.2,2025-04-16T17:34:48.203Z,2025-04-16T17:34:49Z,aajgld24isoem1ycoysyxxp1w,Z. Aliji,,5656533897,56,Center,5656533899,140,57.6,5656533905,213,4.41,5656533901,141,29.2,5656533903,212,12.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2801947063,484,1,2,48,3,8gxd9ry2580pu1b1dd5ny9ymy,1,57.6,29.2,2025-04-16T17:34:49.162Z,2025-04-16T17:34:51Z,dm6xpphbyyooqriwaambi7njd,F. Krogstad,,5656533947,140,61.8,5656533953,213,5.33,5656533945,56,Right,5656533949,141,20.1,5656533951,212,7.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2801947065,485,1,2,48,5,8gxd9ry2580pu1b1dd5ny9ymy,0,62.4,19.5,2025-04-16T17:34:51.267Z,2025-04-16T17:34:55Z,45dqseup0cmujyl4nprr29y0a,M. Fredslund,,5656533961,140,69.9,5656533963,141,29.2,5656533965,212,10.3,5656533959,56,Center,5656533967,213,0.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2801947071,464,1,2,48,7,6wwwud48qahpwrfxs20334qk5,1,24.9,69.7,2025-04-16T17:34:53.276Z,2025-04-16T17:34:54Z,3od63zrf6cay4d6ync9i2iuqc,F. Rieper,,5656534001,56,Back,5656534005,141,80.9,5656534007,212,15.0,5656534003,140,37.2,5656534009,213,0.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2801947079,466,1,2,48,8,6wwwud48qahpwrfxs20334qk5,1,37.2,80.9,2025-04-16T17:34:54.328Z,2025-04-16T17:34:57Z,7rt4wpc0qphwnvhn8jeazesfe,F. Winther,,5656534057,212,7.0,5656534059,213,2.59,5656534055,141,86.3,5656534051,56,Back,5656534053,140,31.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2801947081,467,1,2,48,11,6wwwud48qahpwrfxs20334qk5,1,31.5,86.3,2025-04-16T17:34:57.365Z,2025-04-16T17:34:58Z,1ai0gvdx68lxclbj6m255w72t,S. Crone,,5656534069,212,13.2,5656534063,56,Back,5656534067,141,73.0,5656534065,140,40.7,5656534071,213,5.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2801947089,468,1,2,48,12,6wwwud48qahpwrfxs20334qk5,1,40.7,73.0,2025-04-16T17:34:57.837Z,2025-04-16T19:10:29Z,7rt4wpc0qphwnvhn8jeazesfe,F. Winther,,5656534107,141,60.2,5656534105,140,50.6,5656534111,213,5.59,5656534109,212,13.6,5656534103,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2801947101,469,1,2,48,15,6wwwud48qahpwrfxs20334qk5,0,61.5,49.4,2025-04-16T17:35:01.516Z,2025-04-16T17:35:03Z,4bojyjyvkdgm1lss6n37q2t5g,D. Kristjánsson,,5656534165,56,Right,5656534173,213,5.21,5656534171,212,26.2,5656534169,141,15.5,5656534167,140,73.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2801947111,486,1,2,48,18,8gxd9ry2580pu1b1dd5ny9ymy,1,36.7,84.7,2025-04-16T17:35:04.378Z,2025-04-17T17:06:14Z,615e0bjcd0tyge047sy43y5sl,M. Spelmann,,5656534275,140,58.3,5656534273,56,Left,5656534281,213,0.10,5656534279,212,22.8,5656534277,141,88.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2801947119,488,1,2,48,21,8gxd9ry2580pu1b1dd5ny9ymy,1,57.8,88.1,2025-04-16T17:35:06.682Z,2025-04-16T17:35:07Z,9r07ooissj5mz15g87x5rmbx1,C. Jakobsen,,5656534317,140,49.1,5656534319,141,81.4,5656534321,212,10.2,5656534323,213,3.60,5656534315,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2801947129,489,1,2,48,24,8gxd9ry2580pu1b1dd5ny9ymy,0,47.0,51.0,2025-04-16T17:35:10.482Z,2025-04-17T17:06:29Z,aajgld24isoem1ycoysyxxp1w,Z. Aliji,,5656534415,212,44.1,5656534413,141,41.5,5656534411,140,88.5,5656534409,56,Center,5656534419,1,,5656534417,213,6.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2801947139,470,52,2,48,30,6wwwud48qahpwrfxs20334qk5,1,13.3,63.3,2025-04-16T17:35:15.549Z,2025-04-17T17:06:31Z,eiy7fhqxdx3ypg4dq4454hpbe,V. Birksø,,5657999865,376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2801947145,471,1,2,48,30,6wwwud48qahpwrfxs20334qk5,1,13.3,63.3,2025-04-16T17:35:15.638Z,2025-04-16T17:35:19Z,eiy7fhqxdx3ypg4dq4454hpbe,V. Birksø,,5656534517,213,0.99,5656534509,56,Back,5656534507,123,,5656534513,141,89.9,5656534511,140,24.6,5656534515,212,21.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2801947151,472,1,2,48,33,6wwwud48qahpwrfxs20334qk5,1,32.8,91.5,2025-04-16T17:35:19.252Z,2025-04-16T17:35:21Z,1ai0gvdx68lxclbj6m255w72t,S. Crone,,5656534587,212,18.7,5656534581,56,Back,5656534585,141,81.4,5656534589,213,5.91,5656534583,140,49.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2801947153,473,1,2,48,35,6wwwud48qahpwrfxs20334qk5,1,49.4,81.4,2025-04-16T17:35:21.284Z,2025-04-16T19:10:49Z,ayxi2m0g0pm6rl1ba5pto66z9,G. Marcussen,,5656534619,213,1.68,5656534617,212,4.9,5656534615,141,88.6,5656534611,56,Back,5656534613,140,48.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2801947155,474,4,2,48,38,6wwwud48qahpwrfxs20334qk5,1,54.8,80.3,2025-04-16T17:35:23.812Z,2025-04-16T18:29:17Z,1ai0gvdx68lxclbj6m255w72t,S. Crone,,5656534675,233,490,5656534641,152,,5656534643,265,,5656534637,13,,5656534645,286,,5656534639,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2801947157,490,4,2,48,38,8gxd9ry2580pu1b1dd5ny9ymy,0,45.2,19.7,2025-04-16T17:35:23.813Z,2025-04-16T18:29:17Z,dm6xpphbyyooqriwaambi7njd,F. Krogstad,,5656534661,265,,5656534659,152,,5656534703,233,474,5656534663,285,,5656534657,56,Back,5656534655,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2801947193,475,1,2,48,49,6wwwud48qahpwrfxs20334qk5,1,57.6,91.5,2025-04-16T17:35:34.965Z,2025-04-16T17:35:36Z,1ai0gvdx68lxclbj6m255w72t,S. Crone,,5656534885,56,Back,5656534891,212,16.6,5656534881,5,,5656534897,189,,5656534887,140,44.4,5656534893,213,3.72,5656534883,152,,5656534889,141,78.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2801947203,476,1,2,48,52,6wwwud48qahpwrfxs20334qk5,1,53.9,60.5,2025-04-16T17:35:38.364Z,2025-04-16T17:35:40Z,7rt4wpc0qphwnvhn8jeazesfe,F. Winther,,5656534973,56,Center,5656534979,212,19.1,5656534975,140,64.3,5656534981,213,5.32,5656534977,141,37.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2801947205,477,1,2,48,54,6wwwud48qahpwrfxs20334qk5,1,64.3,37.4,2025-04-16T17:35:40.508Z,2025-04-16T17:35:43Z,6lb4k3g75nzgi8bp1y1mzxkru,P. Egelund,,5656535021,156,,5656534989,56,Right,5656534993,141,6.4,5656534997,213,4.43,5656534995,212,22.0,5656534991,140,58.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2801947221,478,1,2,49,2,6wwwud48qahpwrfxs20334qk5,1,68.9,13.8,2025-04-16T17:35:47.997Z,2025-04-16T17:35:50Z,4bojyjyvkdgm1lss6n37q2t5g,D. Kristjánsson,,5656535107,213,0.31,5656535099,56,Center,5656535105,212,21.0,5656535103,141,23.3,5656535101,140,87.9,5656535097,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2801947227,479,1,2,49,4,6wwwud48qahpwrfxs20334qk5,1,87.9,23.3,2025-04-16T17:35:49.812Z,2025-04-16T17:35:51Z,6lb4k3g75nzgi8bp1y1mzxkru,P. Egelund,,5656535127,213,1.74,5656535119,56,Center,5656535125,212,6.1,5656535123,141,32.2,5656535121,140,86.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2801947229,480,1,2,49,5,6wwwud48qahpwrfxs20334qk5,0,87.0,29.7,2025-04-16T17:35:51.276Z,2025-04-16T18:30:22Z,6wfu6s6xo5zjeke21fgbouql0,J. Jessen,,5656535143,213,3.98,5656535137,140,85.2,5656535179,233,492,5656535183,286,,5656535135,56,Center,5656535177,236,,5656535139,141,26.6,5656535141,212,2.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2801947233,492,74,2,49,5,8gxd9ry2580pu1b1dd5ny9ymy,1,12.8,67.9,2025-04-16T17:35:51.277Z,2025-04-16T18:32:52Z,4oxf446ya7jwulq6hxlp8r36d,J. Gemmer,,5656535157,56,Back,5656535185,233,480,5656535159,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2801947231,481,61,2,49,7,6wwwud48qahpwrfxs20334qk5,1,86.9,32.2,2025-04-16T17:35:53.279Z,2025-04-16T19:09:41Z,6wfu6s6xo5zjeke21fgbouql0,J. Jessen,,5656535155,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2801947247,482,1,2,49,8,6wwwud48qahpwrfxs20334qk5,1,82.1,37.1,2025-04-16T17:35:53.645Z,2025-04-16T17:35:55Z,6lb4k3g75nzgi8bp1y1mzxkru,P. Egelund,,5656535245,213,1.76,5656535243,212,6.2,5656535241,141,46.0,5656535237,56,Center,5656535239,140,81.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
