id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/10/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/14/value,qualifier/15/value
2786091913,375,1,1,43,13,7gkglopz9cjsysn2u6sbhuvc5,1,43.8,18.5,2025-03-09T13:43:27.656Z,2025-03-09T13:43:29Z,egwhlgopjtjkop7ozy7ltk1cl,F. Børsting,,,5569343595,141,27.9,5569343599,213,1.83,5569343597,212,6.6,5569343591,56,Back,5569343593,140,42.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786091925,376,1,1,43,15,7gkglopz9cjsysn2u6sbhuvc5,0,39.4,32.2,2025-03-09T13:43:29.329Z,2025-03-09T13:43:30Z,a7eramyy1bd8msxmg84ctc8ut,A. Simon Okosun,,,5569343673,141,40.0,5569343669,56,Back,5569343671,140,35.6,5569343675,212,6.6,5569343677,213,2.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786091979,313,1,1,43,17,bd4qakf7j0wwie8wke9km7uj8,1,68.4,72.9,2025-03-09T13:43:31.426Z,2025-03-09T13:43:32Z,7pnxa8wzxx5qxevcckxdd62tx,E. Nielsen,,,5569343933,212,8.8,5569343923,56,Center,5569343925,140,60.2,5569343935,213,3.37,5569343929,141,70.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786092009,314,1,1,43,18,bd4qakf7j0wwie8wke9km7uj8,1,60.2,70.0,2025-03-09T13:43:32.507Z,2025-03-09T13:43:33Z,d106tu53y5q02yu36iojbou8k,A. Jensen,,,5569344069,141,76.3,5569344073,213,2.62,5569344065,56,Center,5569344071,212,8.6,5569344067,140,53.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786092055,315,1,1,43,20,bd4qakf7j0wwie8wke9km7uj8,1,46.7,73.9,2025-03-09T13:43:33.786Z,2025-03-09T13:43:36Z,bwozpgcm48s08t1glxfgjajmd,N. Halse,,,5569344289,212,25.2,5569344283,56,Back,5569344291,213,4.43,5569344285,140,39.9,5569344287,141,38.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786092119,316,1,1,43,22,bd4qakf7j0wwie8wke9km7uj8,1,39.9,38.3,2025-03-09T13:43:36.266Z,2025-03-09T13:43:39Z,g2cgdv428rmpmb0om40ldses,M. Lysholm,,,5569344645,213,5.02,5569344641,141,15.5,5569344637,56,Back,5569344639,140,44.6,5569344643,212,16.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786092165,317,1,1,43,25,bd4qakf7j0wwie8wke9km7uj8,1,42.5,16.8,2025-03-09T13:43:39.050Z,2025-03-09T13:43:41Z,duvhbifjh37mvlm46akiy431m,M. Juhl,,,5569344925,213,1.97,5569344919,141,37.4,5569344915,140,36.8,5569344921,212,15.2,5569344911,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786092249,318,1,1,43,27,bd4qakf7j0wwie8wke9km7uj8,1,32.4,37.3,2025-03-09T13:43:41.698Z,2025-03-09T13:43:46Z,4rhxehi019n7z1z1m7a39w1sk,K. Nyegaard,,,5569345367,140,14.4,5569345371,141,45.2,5569345363,56,Back,5569345375,212,19.6,5569345381,213,2.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786092317,319,1,1,43,32,bd4qakf7j0wwie8wke9km7uj8,0,13.0,42.5,2025-03-09T13:43:45.883Z,2025-03-09T13:43:50Z,c4esrbgbv6v715768v2cb676d,F. Schram,,,5569345763,1,,5569345753,56,Right,5569345757,141,12.8,5569345751,157,,5569345761,213,5.96,5569345759,212,63.1,5569345755,140,69.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786092337,377,1,1,43,37,7gkglopz9cjsysn2u6sbhuvc5,0,36.9,86.2,2025-03-09T13:43:50.960Z,2025-03-09T13:43:51Z,bvw5oc4c040ey5dt5wn0choiy,G. Mortensen,,,5569345865,212,2.7,5569345859,56,Back,5569345861,140,39.5,5569345867,213,0.02,5569345857,3,,5569345863,141,86.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786092415,320,1,1,43,39,bd4qakf7j0wwie8wke9km7uj8,1,63.9,11.7,2025-03-09T13:43:53.595Z,2025-03-09T13:43:56Z,duvhbifjh37mvlm46akiy431m,M. Juhl,,,5569346243,212,23.4,5569346239,140,54.7,5569346237,56,Center,5569346241,141,43.1,5569346245,213,2.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786092431,321,1,1,43,42,bd4qakf7j0wwie8wke9km7uj8,1,54.7,43.1,2025-03-09T13:43:55.794Z,2025-03-09T13:43:56Z,cf6zq49y8v1ekw07e7yi3uac,A. Maarup,,,5569346327,212,6.8,5569346321,56,Center,5569346323,140,54.1,5569346325,141,33.1,5569346329,213,4.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786092517,322,1,1,43,43,bd4qakf7j0wwie8wke9km7uj8,1,54.1,33.1,2025-03-09T13:43:56.802Z,2025-03-09T13:44:01Z,bwozpgcm48s08t1glxfgjajmd,N. Halse,,,5569346747,213,1.86,5569346745,212,21.9,5569346741,140,48.1,5569346739,56,Back,5569346743,141,63.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786092533,323,4,1,43,47,bd4qakf7j0wwie8wke9km7uj8,1,57.2,72.6,2025-03-09T13:44:01.498Z,2025-03-09T13:44:05Z,81c40rn7lrb39qu0sam8kv6dw,O. Skolnik,,,5569346899,13,,5569346905,152,,5569346901,295,,5569346907,286,,5569346903,56,Center,5569347001,233,378,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786092525,378,4,1,43,47,7gkglopz9cjsysn2u6sbhuvc5,0,43.8,29.0,2025-03-09T13:44:01.499Z,2025-03-09T13:44:04Z,ju24rgwcctj5yizl54o91gfe,S. Borgelin,,,5569346949,56,Back,5569346945,13,,5569346951,152,,5569346953,285,,5569347009,233,323,5569346947,295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786092751,324,1,1,44,1,bd4qakf7j0wwie8wke9km7uj8,1,56.8,72.7,2025-03-09T13:44:14.890Z,2025-03-09T13:44:16Z,81c40rn7lrb39qu0sam8kv6dw,O. Skolnik,,,5569348017,140,56.7,5569348023,213,4.69,5569348011,5,,5569348021,212,4.6,5569348013,152,,5569348015,56,Center,5569348019,141,66.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786092777,325,1,1,44,2,bd4qakf7j0wwie8wke9km7uj8,1,56.7,66.0,2025-03-09T13:44:16.313Z,2025-03-09T13:44:18Z,bwozpgcm48s08t1glxfgjajmd,N. Halse,,,5569348183,140,56.9,5569348189,213,1.54,5569348181,56,Center,5569348187,212,8.1,5569348185,141,77.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786092847,326,1,1,44,4,bd4qakf7j0wwie8wke9km7uj8,1,56.9,77.9,2025-03-09T13:44:18.058Z,2025-03-09T13:44:22Z,81c40rn7lrb39qu0sam8kv6dw,O. Skolnik,,,5569348573,141,64.6,5569348569,56,Back,5569348571,140,42.2,5569348575,212,17.9,5569348577,213,3.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786092945,327,1,1,44,8,bd4qakf7j0wwie8wke9km7uj8,1,42.2,64.6,2025-03-09T13:44:22.482Z,2025-03-09T13:44:28Z,4rhxehi019n7z1z1m7a39w1sk,K. Nyegaard,,,5569349059,212,32.4,5569349055,140,15.0,5569349053,56,Back,5569349063,1,,5569349061,213,3.63,5569349057,141,42.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786093003,328,1,1,44,14,bd4qakf7j0wwie8wke9km7uj8,0,15.1,33.1,2025-03-09T13:44:28.474Z,2025-03-09T13:44:31Z,c4esrbgbv6v715768v2cb676d,F. Schram,,,5569349373,157,,5569349377,140,73.6,5569349385,1,,5569349383,213,5.92,5569349379,141,0.0,5569349381,212,65.8,5569349375,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786093017,329,5,1,44,17,bd4qakf7j0wwie8wke9km7uj8,0,70.3,-1.6,2025-03-09T13:44:31.520Z,2025-03-09T15:02:55Z,c4esrbgbv6v715768v2cb676d,F. Schram,,,5569349433,56,Right,5569349879,233,379,5569349435,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786093079,379,5,1,44,17,7gkglopz9cjsysn2u6sbhuvc5,1,29.7,101.6,2025-03-09T13:44:31.520Z,2025-03-09T15:02:54Z,ju24rgwcctj5yizl54o91gfe,S. Borgelin,,,5569349819,233,329,5569349781,347,,5569349779,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786093141,380,1,1,44,22,7gkglopz9cjsysn2u6sbhuvc5,1,35.2,100.0,2025-03-09T13:44:36.176Z,2025-03-09T13:44:39Z,bvw5oc4c040ey5dt5wn0choiy,G. Mortensen,,,5569350063,140,25.7,5569350067,212,14.2,5569350061,56,Back,5569350069,213,3.93,5569350059,107,,5569350065,141,85.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786093221,381,1,1,44,25,7gkglopz9cjsysn2u6sbhuvc5,1,27.5,82.3,2025-03-09T13:44:38.951Z,2025-03-09T13:44:43Z,oywgthoxa153nf48la1j8v10,M. Lauritsen,,,5569350553,140,29.4,5569350557,212,21.6,5569350551,56,Back,5569350559,213,4.80,5569350555,141,50.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786093247,382,1,1,44,30,7gkglopz9cjsysn2u6sbhuvc5,0,30.1,48.8,2025-03-09T13:44:43.751Z,2025-03-09T13:44:46Z,abrdu87vmuqj50ebgalr3c7op,H. Ndam,,,5569350683,56,Center,5569350691,213,6.10,5569350689,212,53.4,5569350693,1,,5569350681,155,,5569350685,140,80.1,5569350687,141,34.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786093263,330,12,1,44,32,bd4qakf7j0wwie8wke9km7uj8,1,18.2,69.4,2025-03-09T13:44:46.537Z,2025-03-09T13:44:51Z,81c40rn7lrb39qu0sam8kv6dw,O. Skolnik,,,5569350751,212,21.0,5569351225,167,,5569350753,213,2.96,5569350747,140,0.0,5569350775,15,,5569350749,141,75.1,5569350745,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786093341,331,6,1,44,37,bd4qakf7j0wwie8wke9km7uj8,0,0.0,73.3,2025-03-09T13:44:50.912Z,2025-03-09T15:03:19Z,81c40rn7lrb39qu0sam8kv6dw,O. Skolnik,,,5569351287,73,,5569351281,56,Back,5569351373,233,383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786093327,383,6,1,44,37,7gkglopz9cjsysn2u6sbhuvc5,1,100.0,26.7,2025-03-09T13:44:50.912Z,2025-03-09T15:03:19Z,abrdu87vmuqj50ebgalr3c7op,H. Ndam,,,5569351265,56,Center,5569351267,75,,5569351331,233,331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786094687,333,70,1,45,0,bd4qakf7j0wwie8wke9km7uj8,1,0.0,0.0,2025-03-09T13:45:13.891Z,2025-03-09T13:46:08Z,,,,,5569358251,277,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786094001,385,1,1,45,8,7gkglopz9cjsysn2u6sbhuvc5,1,99.7,0.5,2025-03-09T13:45:22.615Z,2025-03-09T13:45:30Z,9gr9rdahnavv0irjauh5xim8k,M. Munck,,,5569354765,224,,5569354781,213,1.92,5569354771,141,85.9,5569354775,212,61.9,5569354769,140,79.4,5569354759,2,,5569354767,56,Left,5569354785,1,,5569354761,6,,5569354763,155,,,,,,,,,,,,,,,,,,,,,,,,,
2786094013,386,1,1,45,15,7gkglopz9cjsysn2u6sbhuvc5,1,79.2,86.3,2025-03-09T13:45:29.207Z,2025-03-09T13:45:52Z,9nafz0c0x2qvmo5ldm0djmcq1,M. Kaastrup,,,5569354813,141,68.1,5569354809,56,Center,5569354811,140,73.1,5569354815,212,13.9,5569354817,213,4.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786094133,387,1,1,45,17,7gkglopz9cjsysn2u6sbhuvc5,1,69.2,67.3,2025-03-09T13:45:31.639Z,2025-03-09T13:45:36Z,bvw5oc4c040ey5dt5wn0choiy,G. Mortensen,,,5569355435,212,17.5,5569355437,213,1.08,5569355429,56,Left,5569355431,140,77.1,5569355433,141,89.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786094217,388,1,1,45,23,7gkglopz9cjsysn2u6sbhuvc5,1,78.9,87.5,2025-03-09T13:45:37.406Z,2025-03-09T13:45:40Z,9nafz0c0x2qvmo5ldm0djmcq1,M. Kaastrup,,,5569355873,56,Center,5569355879,212,15.7,5569355881,213,4.37,5569355875,140,73.9,5569355877,141,65.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786094293,389,2,1,45,26,7gkglopz9cjsysn2u6sbhuvc5,1,73.9,65.7,2025-03-09T13:45:40.046Z,2025-03-09T13:45:45Z,11cna826ls27ahux2w0ckapqt,K. Kusk,,,5569356345,7,a7eramyy1bd8msxmg84ctc8ut,5569356347,56,Center,5569356193,141,40.9,5569356191,140,92.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786095267,334,1,1,46,24,bd4qakf7j0wwie8wke9km7uj8,0,16.9,60.2,2025-03-09T13:46:38.577Z,2025-03-09T13:46:42Z,c4esrbgbv6v715768v2cb676d,F. Schram,,,5569361411,157,,5569361417,140,67.7,5569361423,213,0.29,5569361409,5,,5569361413,241,,5569361421,212,55.7,5569361415,56,Left,5569361425,1,,5569361419,141,83.6,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786095339,390,1,1,46,30,7gkglopz9cjsysn2u6sbhuvc5,1,41.9,30.3,2025-03-09T13:46:43.853Z,2025-03-09T13:46:45Z,egwhlgopjtjkop7ozy7ltk1cl,F. Børsting,,,5569361793,3,,5569361803,213,4.60,5569361801,212,4.5,5569361797,140,41.4,5569361799,141,23.7,5569361795,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786095349,391,44,1,46,31,7gkglopz9cjsysn2u6sbhuvc5,1,35.4,22.6,2025-03-09T13:46:44.887Z,2025-03-09T15:03:46Z,abrdu87vmuqj50ebgalr3c7op,H. Ndam,,,5569361871,56,Back,5569361935,233,335,5569361873,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786095335,335,44,1,46,31,bd4qakf7j0wwie8wke9km7uj8,0,64.6,77.4,2025-03-09T13:46:44.888Z,2025-03-09T15:03:46Z,d106tu53y5q02yu36iojbou8k,A. Jensen,,,5569361951,233,391,5569361773,56,Center,5569361775,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786095375,392,1,1,46,31,7gkglopz9cjsysn2u6sbhuvc5,1,41.4,23.7,2025-03-09T13:46:45.645Z,2025-03-09T13:46:47Z,abrdu87vmuqj50ebgalr3c7op,H. Ndam,,,5569362019,141,17.3,5569362015,56,Back,5569362013,3,,5569362021,212,7.0,5569362017,140,46.6,5569362023,213,5.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786095387,393,1,1,46,33,7gkglopz9cjsysn2u6sbhuvc5,1,46.6,17.3,2025-03-09T13:46:46.877Z,2025-03-09T13:46:47Z,a7eramyy1bd8msxmg84ctc8ut,A. Simon Okosun,,,5569362073,141,24.9,5569362069,56,Back,5569362075,212,6.7,5569362077,213,2.27,5569362067,3,,5569362071,140,42.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786095399,394,1,1,46,33,7gkglopz9cjsysn2u6sbhuvc5,0,42.4,25.2,2025-03-09T13:46:47.589Z,2025-03-09T13:46:48Z,egwhlgopjtjkop7ozy7ltk1cl,F. Børsting,,,5569362143,213,1.28,5569362139,141,39.1,5569362133,3,,5569362137,140,45.1,5569362141,212,9.9,5569362135,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786095457,336,1,1,46,35,bd4qakf7j0wwie8wke9km7uj8,1,65.7,70.0,2025-03-09T13:46:48.856Z,2025-03-09T13:46:52Z,cf6zq49y8v1ekw07e7yi3uac,A. Maarup,,,5569362447,56,Center,5569362453,212,33.1,5569362457,1,,5569362451,141,21.5,5569362455,213,4.64,5569362449,140,63.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786095497,337,1,1,46,38,bd4qakf7j0wwie8wke9km7uj8,0,63.4,21.5,2025-03-09T13:46:52.337Z,2025-03-09T13:46:54Z,duvhbifjh37mvlm46akiy431m,M. Juhl,,,5569362655,212,16.4,5569362649,141,39.1,5569362657,213,0.82,5569362639,56,Center,5569362645,140,74.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786095539,395,1,1,46,42,7gkglopz9cjsysn2u6sbhuvc5,0,25.6,60.8,2025-03-09T13:46:56.198Z,2025-03-09T13:46:56Z,oywgthoxa153nf48la1j8v10,M. Lauritsen,,,5569362853,157,,5569362857,56,Center,5569362877,1,,5569362861,140,60.9,5569362869,212,37.8,5569362865,141,72.0,5569362875,213,0.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786095671,338,1,1,46,44,bd4qakf7j0wwie8wke9km7uj8,1,43.5,24.6,2025-03-09T13:46:58.232Z,2025-03-09T13:47:05Z,g2cgdv428rmpmb0om40ldses,M. Lysholm,,,5569363557,140,17.0,5569363561,212,31.1,5569363563,213,2.68,5569363555,56,Back,5569363559,141,45.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786095701,339,1,1,46,51,bd4qakf7j0wwie8wke9km7uj8,0,18.4,46.7,2025-03-09T13:47:05.489Z,2025-03-09T13:47:07Z,c4esrbgbv6v715768v2cb676d,F. Schram,,,5569363721,157,,5569363737,213,0.67,5569363731,141,100.0,5569363739,1,,5569363725,56,Left,5569363735,212,59.5,5569363729,140,62.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786095707,340,5,1,46,53,bd4qakf7j0wwie8wke9km7uj8,0,61.4,101.3,2025-03-09T13:47:07.539Z,2025-03-09T15:02:55Z,c4esrbgbv6v715768v2cb676d,F. Schram,,,5569363759,56,Left,5569364515,233,396,5569363761,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786095831,396,5,1,46,53,7gkglopz9cjsysn2u6sbhuvc5,1,38.6,-1.3,2025-03-09T13:47:07.539Z,2025-03-09T15:02:55Z,oywgthoxa153nf48la1j8v10,M. Lauritsen,,,5569364423,56,Back,5569364471,233,340,5569364425,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786095911,397,1,1,47,3,7gkglopz9cjsysn2u6sbhuvc5,1,46.3,0.0,2025-03-09T13:47:17.229Z,2025-03-09T13:47:21Z,duahzgqspyuy2gu31u3s8ky96,M. Lassen,,,5569364803,1,,5569364793,56,Right,5569364797,141,7.0,5569364791,107,,5569364801,213,0.28,5569364799,212,21.9,5569364795,140,66.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786095939,398,1,1,47,7,7gkglopz9cjsysn2u6sbhuvc5,1,66.3,7.0,2025-03-09T13:47:21.525Z,2025-03-09T13:47:23Z,ju24rgwcctj5yizl54o91gfe,S. Borgelin,,,5569364909,212,6.3,5569364911,213,0.97,5569364905,140,69.7,5569364903,56,Right,5569364901,3,,5569364907,141,14.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786095949,399,1,1,47,9,7gkglopz9cjsysn2u6sbhuvc5,0,69.7,14.7,2025-03-09T13:47:22.876Z,2025-03-09T13:47:23Z,a7eramyy1bd8msxmg84ctc8ut,A. Simon Okosun,,,5569364995,213,5.74,5569364989,140,73.7,5569364991,141,11.0,5569364987,56,Right,5569364993,212,4.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786095995,341,1,1,47,10,bd4qakf7j0wwie8wke9km7uj8,0,29.8,77.9,2025-03-09T13:47:24.034Z,2025-03-09T13:47:26Z,81c40rn7lrb39qu0sam8kv6dw,O. Skolnik,,,5569365229,140,38.3,5569365231,141,64.2,5569365237,1,,5569365235,213,5.48,5569365225,157,,5569365227,56,Back,5569365233,212,12.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786096049,400,1,1,47,12,7gkglopz9cjsysn2u6sbhuvc5,1,55.1,43.7,2025-03-09T13:47:26.221Z,2025-03-09T13:47:28Z,11cna826ls27ahux2w0ckapqt,K. Kusk,,,5569365515,141,38.0,5569365519,213,3.85,5569365511,56,Center,5569365517,212,6.0,5569365513,140,50.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786096067,401,1,1,47,15,7gkglopz9cjsysn2u6sbhuvc5,1,54.5,29.2,2025-03-09T13:47:28.741Z,2025-03-09T13:47:29Z,9gr9rdahnavv0irjauh5xim8k,M. Munck,,,5569365633,56,Back,5569365639,212,18.9,5569365637,141,52.7,5569365635,140,44.8,5569365641,213,2.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786096127,402,1,1,47,16,7gkglopz9cjsysn2u6sbhuvc5,1,44.8,52.7,2025-03-09T13:47:29.781Z,2025-03-09T13:47:33Z,oywgthoxa153nf48la1j8v10,M. Lauritsen,,,5569365939,140,43.6,5569365943,212,15.2,5569365941,141,30.4,5569365935,56,Back,5569365945,213,4.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786096145,403,1,1,47,19,7gkglopz9cjsysn2u6sbhuvc5,1,44.5,27.6,2025-03-09T13:47:33.197Z,2025-03-09T13:47:34Z,abrdu87vmuqj50ebgalr3c7op,H. Ndam,,,5569366045,213,5.91,5569366041,141,20.1,5569366037,56,Right,5569366039,140,56.9,5569366043,212,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786096177,404,1,1,47,21,7gkglopz9cjsysn2u6sbhuvc5,1,56.9,20.1,2025-03-09T13:47:34.749Z,2025-03-09T13:47:37Z,9nafz0c0x2qvmo5ldm0djmcq1,M. Kaastrup,,,5569366201,141,17.6,5569366205,213,6.04,5569366197,56,Right,5569366203,212,6.9,5569366199,140,63.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786096189,405,1,1,47,22,7gkglopz9cjsysn2u6sbhuvc5,1,63.3,17.6,2025-03-09T13:47:36.693Z,2025-03-09T13:47:50Z,ju24rgwcctj5yizl54o91gfe,S. Borgelin,,,5569366291,141,12.8,5569366293,212,10.2,5569366287,56,Right,5569366295,213,5.96,5569366289,140,72.5,5569366285,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786097471,353,83,1,47,26,bd4qakf7j0wwie8wke9km7uj8,0,15.7,87.7,2025-03-09T13:47:39.705Z,2025-03-09T13:49:35Z,81c40rn7lrb39qu0sam8kv6dw,O. Skolnik,,,5569373115,399,9nafz0c0x2qvmo5ldm0djmcq1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786096291,406,43,1,47,29,7gkglopz9cjsysn2u6sbhuvc5,1,0.0,0.0,2025-03-09T13:47:43.341Z,2025-03-09T13:47:48Z,9nafz0c0x2qvmo5ldm0djmcq1,M. Kaastrup,,,5569367125,144,56,5569366793,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786096337,407,50,1,47,32,7gkglopz9cjsysn2u6sbhuvc5,1,73.8,6.6,2025-03-09T13:47:46.077Z,2025-03-09T13:47:53Z,9nafz0c0x2qvmo5ldm0djmcq1,M. Kaastrup,,,5569367029,286,,5569367173,233,342,5569367025,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786096355,342,7,1,47,32,bd4qakf7j0wwie8wke9km7uj8,1,26.2,93.4,2025-03-09T13:47:46.078Z,2025-03-09T13:49:34Z,aejgqvdw1jftxaa538kaa15w4,O. Juul,,,5569367161,233,407,5569367127,167,,5569367131,285,,5569367129,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786096419,343,5,1,47,33,bd4qakf7j0wwie8wke9km7uj8,0,27.1,101.8,2025-03-09T13:47:46.805Z,2025-03-09T15:02:56Z,aejgqvdw1jftxaa538kaa15w4,O. Juul,,,5569367481,233,408,5569367409,347,,5569367405,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786096373,408,5,1,47,33,7gkglopz9cjsysn2u6sbhuvc5,1,72.9,-1.8,2025-03-09T13:47:46.805Z,2025-03-09T15:02:56Z,9nafz0c0x2qvmo5ldm0djmcq1,M. Kaastrup,,,5569367189,56,Right,5569367477,233,343,5569367191,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786096439,409,1,1,47,37,7gkglopz9cjsysn2u6sbhuvc5,1,69.6,0.0,2025-03-09T13:47:51.012Z,2025-03-09T13:47:55Z,duahzgqspyuy2gu31u3s8ky96,M. Lassen,,,5569367505,140,85.7,5569367511,213,0.50,5569367509,212,19.3,5569367507,141,11.6,5569367499,107,,5569367503,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786096443,410,1,1,47,40,7gkglopz9cjsysn2u6sbhuvc5,0,85.7,11.6,2025-03-09T13:47:53.923Z,2025-03-09T13:47:56Z,egwhlgopjtjkop7ozy7ltk1cl,F. Børsting,,,5569367649,233,344,5569367539,141,16.7,5569367537,140,86.7,5569367541,212,3.6,5569367531,2,,5569367543,213,1.28,5569367647,236,,5569367533,155,,5569367535,56,Right,5569367653,286,,,,,,,,,,,,,,,,,,,,,,,,,
