id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/11/value,qualifier/13/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId
2792132489,323,1,2,49,13,7gkglopz9cjsysn2u6sbhuvc5,1,44.0,84.2,2025-03-28T19:04:30.575Z,2025-03-28T19:04:33Z,oywgthoxa153nf48la1j8v10,M. Lauritsen,,5602622363,212,7.9,5602622359,140,43.6,5602622361,141,72.6,5602622365,213,4.66,5602622357,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792132539,580,83,2,49,15,aqtkb4mgrz8c6iqfufj6qjbv9,0,58.5,41.3,2025-03-28T19:04:32.480Z,2025-03-28T19:56:34Z,2tcdx5rp7vujnlid4oqqxdogk,M. Due Grandt,,5602623217,399,5hr1cb6e6xb3eyjnau7w4825l,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792132557,324,1,2,49,16,7gkglopz9cjsysn2u6sbhuvc5,1,43.6,72.6,2025-03-28T19:04:33.295Z,2025-03-28T19:04:38Z,5hr1cb6e6xb3eyjnau7w4825l,R. Thellufsen,,5602622695,56,Back,5602622699,141,62.0,5602622703,213,3.61,5602622697,140,30.1,5602622701,212,15.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792132587,325,1,2,49,21,7gkglopz9cjsysn2u6sbhuvc5,1,21.3,47.6,2025-03-28T19:04:37.918Z,2025-03-28T19:04:43Z,a7eramyy1bd8msxmg84ctc8ut,A. Simon Okosun,,5602622925,141,28.2,5602622921,56,Back,5602622923,140,19.2,5602622927,212,13.4,5602622929,213,4.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792132705,326,1,2,49,26,7gkglopz9cjsysn2u6sbhuvc5,0,17.8,16.8,2025-03-28T19:04:42.847Z,2025-03-28T19:04:46Z,64vlnkuqfh7rnymg8qku8amwa,L. Schulz,,5602623647,213,0.03,5602623643,141,18.9,5602623641,140,67.6,5602623639,56,Right,5602623649,1,,5602623645,212,52.3,5602623637,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792132709,581,8,2,49,29,aqtkb4mgrz8c6iqfufj6qjbv9,1,33.2,87.4,2025-03-28T19:04:46.031Z,2025-03-28T19:04:46Z,5i6n6yne6fh410vk7p7kkokmi,G. Arndal-Lauritzen,,5602623677,15,,5602623663,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792132783,582,61,2,49,33,aqtkb4mgrz8c6iqfufj6qjbv9,0,61.1,80.9,2025-03-28T19:04:49.879Z,2025-03-28T19:04:50Z,2tcdx5rp7vujnlid4oqqxdogk,M. Due Grandt,,5602624021,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792132817,327,1,2,49,33,7gkglopz9cjsysn2u6sbhuvc5,1,43.4,23.1,2025-03-28T19:04:50.207Z,2025-03-28T19:04:51Z,5hr1cb6e6xb3eyjnau7w4825l,R. Thellufsen,,5602624173,140,30.3,5602624177,212,13.8,5602624179,213,3.21,5602624175,141,21.8,5602624171,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792132847,328,1,2,49,34,7gkglopz9cjsysn2u6sbhuvc5,1,30.3,21.8,2025-03-28T19:04:51.065Z,2025-03-28T19:04:53Z,9l89n30nejpn2u22ygvchwnze,L. Steffensen,,5602624371,213,5.49,5602624365,212,10.6,5602624353,56,Back,5602624361,141,10.7,5602624357,140,37.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792132915,329,1,2,49,36,7gkglopz9cjsysn2u6sbhuvc5,1,37.0,10.3,2025-03-28T19:04:52.935Z,2025-03-28T19:04:56Z,duahzgqspyuy2gu31u3s8ky96,M. Lassen,,5602624667,212,23.6,5602624663,140,59.5,5602624669,213,6.26,5602624665,141,9.5,5602624661,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792132935,330,1,2,49,39,7gkglopz9cjsysn2u6sbhuvc5,1,65.8,10.9,2025-03-28T19:04:56.103Z,2025-03-28T19:04:57Z,egwhlgopjtjkop7ozy7ltk1cl,F. Børsting,,5602624801,213,2.22,5602624799,212,12.9,5602624797,141,26.1,5602624791,56,Center,5602624795,140,58.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792132981,331,1,2,49,40,7gkglopz9cjsysn2u6sbhuvc5,1,57.7,27.0,2025-03-28T19:04:57.632Z,2025-03-28T19:05:00Z,5hr1cb6e6xb3eyjnau7w4825l,R. Thellufsen,,5602625011,213,5.58,5602625009,212,18.7,5602625003,56,Right,5602625007,141,9.2,5602625005,140,71.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792133041,332,1,2,49,43,7gkglopz9cjsysn2u6sbhuvc5,1,73.9,11.3,2025-03-28T19:05:00.446Z,2025-03-28T19:05:03Z,duahzgqspyuy2gu31u3s8ky96,M. Lassen,,5602625347,213,6.17,5602625343,141,9.1,5602625345,212,13.2,5602625339,56,Right,5602625341,140,86.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792133109,333,1,2,49,46,7gkglopz9cjsysn2u6sbhuvc5,1,85.0,8.8,2025-03-28T19:05:03.295Z,2025-03-28T19:05:08Z,egwhlgopjtjkop7ozy7ltk1cl,F. Børsting,,5602625703,140,94.3,5602625707,212,10.5,5602625701,56,Right,5602625709,213,0.38,5602625705,141,14.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792133093,583,83,2,49,50,aqtkb4mgrz8c6iqfufj6qjbv9,0,6.7,82.9,2025-03-28T19:05:07.263Z,2025-03-28T19:05:11Z,akiwokthm1z7rbifshqhs24t1,P. Larsen,,5602626009,399,duahzgqspyuy2gu31u3s8ky96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792133151,334,1,2,49,51,7gkglopz9cjsysn2u6sbhuvc5,1,96.3,26.7,2025-03-28T19:05:08.351Z,2025-03-28T19:05:10Z,duahzgqspyuy2gu31u3s8ky96,M. Lassen,,5602625935,141,27.0,5602625939,213,3.11,5602625931,56,Center,5602625933,140,89.2,5602625937,212,7.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792133159,335,61,2,49,53,7gkglopz9cjsysn2u6sbhuvc5,1,89.2,27.0,2025-03-28T19:05:10.256Z,2025-03-28T19:05:10Z,egwhlgopjtjkop7ozy7ltk1cl,F. Børsting,,5602625981,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792133189,336,1,2,49,54,7gkglopz9cjsysn2u6sbhuvc5,0,89.2,27.0,2025-03-28T19:05:11.278Z,2025-03-28T19:13:13Z,bh06w40pwo6dy3cjrw3r2i0ru,I. Nikolov,,5602626151,140,91.6,5602626147,155,,5602626157,213,1.41,5602626153,141,50.3,5602626149,56,Center,5602626155,212,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792133177,584,8,2,49,54,aqtkb4mgrz8c6iqfufj6qjbv9,1,12.0,56.3,2025-03-28T19:05:11.408Z,2025-03-28T19:05:11Z,5z7y55t2o577r8ki3i5855as,J. Witt,,5602626059,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792133663,585,12,2,49,55,aqtkb4mgrz8c6iqfufj6qjbv9,1,14.4,57.2,2025-03-28T19:05:12.247Z,2025-03-28T19:05:32Z,5z7y55t2o577r8ki3i5855as,J. Witt,,5602628733,213,0.29,5602628725,56,Back,5602628729,141,69.0,5602628727,140,39.8,5602628731,212,27.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792133289,337,1,2,49,57,7gkglopz9cjsysn2u6sbhuvc5,1,63.4,36.1,2025-03-28T19:05:14.662Z,2025-03-28T19:05:16Z,9l89n30nejpn2u22ygvchwnze,L. Steffensen,,5602626663,213,0.43,5602626655,56,Center,5602626661,212,8.8,5602626659,141,41.5,5602626657,140,71.0,5602626653,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792133377,338,1,2,49,59,7gkglopz9cjsysn2u6sbhuvc5,1,69.9,39.7,2025-03-28T19:05:16.382Z,2025-03-28T19:05:20Z,5hr1cb6e6xb3eyjnau7w4825l,R. Thellufsen,,5602627167,140,55.6,5602627173,213,2.49,5602627171,212,18.9,5602627169,141,56.6,5602627165,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792133449,339,1,2,50,3,7gkglopz9cjsysn2u6sbhuvc5,1,53.9,60.6,2025-03-28T19:05:20.304Z,2025-03-28T19:05:23Z,oywgthoxa153nf48la1j8v10,M. Lauritsen,,5602627569,141,88.7,5602627565,56,Left,5602627573,213,0.76,5602627563,155,,5602627567,140,73.2,5602627571,212,27.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792133493,340,1,2,50,6,7gkglopz9cjsysn2u6sbhuvc5,1,74.8,90.2,2025-03-28T19:05:23.431Z,2025-03-28T19:05:25Z,bvw5oc4c040ey5dt5wn0choiy,G. Mortensen,,5602627823,140,67.6,5602627827,212,7.6,5602627829,213,3.25,5602627821,56,Left,5602627825,141,89.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792133553,341,1,2,50,8,7gkglopz9cjsysn2u6sbhuvc5,0,66.1,88.0,2025-03-28T19:05:25.200Z,2025-03-28T19:05:27Z,9nafz0c0x2qvmo5ldm0djmcq1,M. Kaastrup,,5602628101,56,Center,5602628105,141,75.1,5602628109,213,5.89,5602628103,140,86.5,5602628107,212,23.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792133669,586,50,2,50,15,aqtkb4mgrz8c6iqfufj6qjbv9,1,14.4,25.8,2025-03-28T19:05:31.846Z,2025-03-28T19:54:23Z,559w0q3q2smb3aeotyi724s9g,W. Glindtvad,,5602692585,233,342,5602692465,285,,5602628757,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792133643,342,7,2,50,15,7gkglopz9cjsysn2u6sbhuvc5,0,85.6,74.2,2025-03-28T19:05:31.847Z,2025-03-28T19:54:22Z,bvw5oc4c040ey5dt5wn0choiy,G. Mortensen,,5602689835,56,Center,5602692511,233,586,5602689837,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792133695,587,1,2,50,16,aqtkb4mgrz8c6iqfufj6qjbv9,1,14.8,27.0,2025-03-28T19:05:33.520Z,2025-03-28T19:05:34Z,5z7y55t2o577r8ki3i5855as,J. Witt,,5602628919,141,9.7,5602628915,56,Back,5602628917,140,21.6,5602628921,212,13.8,5602628923,213,5.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792133745,589,1,2,50,18,aqtkb4mgrz8c6iqfufj6qjbv9,1,20.8,8.8,2025-03-28T19:05:35.384Z,2025-03-28T19:05:36Z,81gka3mi69fh8gyehyy8xo9as,C. Allen,,5602629175,141,31.5,5602629171,56,Back,5602629173,140,41.9,5602629177,212,27.0,5602629179,213,0.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792133835,590,1,2,50,19,aqtkb4mgrz8c6iqfufj6qjbv9,1,42.3,31.6,2025-03-28T19:05:36.311Z,2025-03-28T19:05:41Z,1fjkjzsei9slx2t4zhsqdkve1,M. Etim,,5602629689,212,19.1,5602629685,140,45.9,5602629691,213,4.91,5602629683,56,Back,5602629687,141,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792133889,591,1,2,50,24,aqtkb4mgrz8c6iqfufj6qjbv9,1,36.8,16.5,2025-03-28T19:05:40.872Z,2025-03-28T19:05:43Z,1n4eldqa7h9jvcx1693zqu06i,T. Arndal,,5602629985,213,4.50,5602629979,140,35.8,5602629983,212,4.9,5602629977,56,Back,5602629981,141,9.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792133841,343,83,2,50,24,7gkglopz9cjsysn2u6sbhuvc5,0,65.4,90.0,2025-03-28T19:05:41.029Z,2025-03-28T19:05:45Z,5hr1cb6e6xb3eyjnau7w4825l,R. Thellufsen,,5602630221,399,81gka3mi69fh8gyehyy8xo9as,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792133927,592,1,2,50,26,aqtkb4mgrz8c6iqfufj6qjbv9,1,37.0,8.0,2025-03-28T19:05:43.671Z,2025-03-28T19:05:46Z,81gka3mi69fh8gyehyy8xo9as,C. Allen,,5602630175,56,Back,5602630187,213,1.85,5602630183,212,18.2,5602630177,140,32.3,5602630179,141,33.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792134053,593,1,2,50,30,aqtkb4mgrz8c6iqfufj6qjbv9,0,34.2,36.9,2025-03-28T19:05:47.327Z,2025-03-28T19:05:50Z,5z7y55t2o577r8ki3i5855as,J. Witt,,5602630771,56,Left,5602630775,141,82.4,5602630779,213,0.66,5602630781,1,,5602630769,155,,5602630777,212,50.3,5602630773,140,72.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792134087,344,8,2,50,34,7gkglopz9cjsysn2u6sbhuvc5,1,26.0,6.8,2025-03-28T19:05:51.175Z,2025-03-28T19:05:51Z,duahzgqspyuy2gu31u3s8ky96,M. Lassen,,5602630951,56,Back,5602630985,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792134325,346,1,2,50,40,7gkglopz9cjsysn2u6sbhuvc5,1,61.5,27.6,2025-03-28T19:05:57.167Z,2025-03-28T19:06:03Z,egwhlgopjtjkop7ozy7ltk1cl,F. Børsting,,5602632321,1,,5602632313,140,92.9,5602632317,212,54.5,5602632309,196,,5602632311,56,Left,5602632319,213,0.92,5602632307,155,,5602632315,141,91.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792134367,347,1,2,50,46,7gkglopz9cjsysn2u6sbhuvc5,1,95.8,83.2,2025-03-28T19:06:02.870Z,2025-03-28T19:06:04Z,9nafz0c0x2qvmo5ldm0djmcq1,M. Kaastrup,,5602632545,140,84.1,5602632551,213,3.09,5602632547,141,84.2,5602632543,56,Left,5602632549,212,12.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792134431,348,1,2,50,48,7gkglopz9cjsysn2u6sbhuvc5,0,81.8,83.6,2025-03-28T19:06:04.722Z,2025-03-28T21:01:12Z,bvw5oc4c040ey5dt5wn0choiy,G. Mortensen,,5602632853,213,5.09,5602632845,140,89.2,5602632839,2,,5602632841,155,,5602632849,212,21.3,5602632843,56,Center,5602632847,141,54.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792134449,594,12,2,50,49,aqtkb4mgrz8c6iqfufj6qjbv9,1,9.2,54.8,2025-03-28T19:06:06.359Z,2025-03-28T19:06:08Z,5i6n6yne6fh410vk7p7kkokmi,G. Arndal-Lauritzen,,5602632987,213,5.74,5602632983,141,46.3,5602632979,56,Back,5602632981,140,18.4,5602632985,212,11.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792134461,595,12,2,50,51,aqtkb4mgrz8c6iqfufj6qjbv9,1,16.0,48.5,2025-03-28T19:06:08.487Z,2025-03-28T19:06:24Z,2tcdx5rp7vujnlid4oqqxdogk,M. Due Grandt,,5602633089,15,,5602633053,212,17.0,5602633051,141,36.6,5602633055,213,5.79,5602633047,56,Back,5602633049,140,30.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792134629,349,1,2,50,54,7gkglopz9cjsysn2u6sbhuvc5,1,68.4,65.5,2025-03-28T19:06:10.854Z,2025-03-28T19:06:16Z,oywgthoxa153nf48la1j8v10,M. Lauritsen,,5602633963,213,1.27,5602633961,212,20.0,5602633951,56,Left,5602633957,141,93.6,5602633953,140,74.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792134661,350,1,2,50,59,7gkglopz9cjsysn2u6sbhuvc5,1,69.7,85.7,2025-03-28T19:06:16.670Z,2025-03-28T19:06:19Z,9nafz0c0x2qvmo5ldm0djmcq1,M. Kaastrup,,5602634151,56,Left,5602634153,140,78.9,5602634157,212,11.6,5602634155,141,95.1,5602634159,213,0.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792134683,351,1,2,51,2,7gkglopz9cjsysn2u6sbhuvc5,1,79.1,95.1,2025-03-28T19:06:18.958Z,2025-03-28T19:06:20Z,bvw5oc4c040ey5dt5wn0choiy,G. Mortensen,,5602634285,140,77.8,5602634293,212,3.6,5602634289,141,90.2,5602634295,213,4.32,5602634283,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792134729,352,1,2,51,4,7gkglopz9cjsysn2u6sbhuvc5,0,79.1,91.4,2025-03-28T19:06:20.823Z,2025-03-28T19:06:23Z,9nafz0c0x2qvmo5ldm0djmcq1,M. Kaastrup,,5602634523,212,6.9,5602634517,56,Left,5602634525,213,2.98,5602634521,141,93.0,5602634519,140,72.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792134755,596,61,2,51,7,aqtkb4mgrz8c6iqfufj6qjbv9,1,25.2,10.0,2025-03-28T19:06:24.008Z,2025-03-28T19:06:24Z,1n4eldqa7h9jvcx1693zqu06i,T. Arndal,,5602634651,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792134817,353,5,2,51,7,7gkglopz9cjsysn2u6sbhuvc5,1,69.7,101.4,2025-03-28T19:06:24.704Z,2025-03-28T19:53:59Z,9nafz0c0x2qvmo5ldm0djmcq1,M. Kaastrup,,5602634959,56,Left,5602635003,233,597,5602634961,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792134761,597,5,2,51,7,aqtkb4mgrz8c6iqfufj6qjbv9,0,30.3,-1.4,2025-03-28T19:06:24.704Z,2025-03-28T19:54:00Z,1n4eldqa7h9jvcx1693zqu06i,T. Arndal,,5602635031,233,353,5602634685,56,Back,5602634687,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792134881,354,1,2,51,10,7gkglopz9cjsysn2u6sbhuvc5,1,65.0,100.0,2025-03-28T19:06:26.925Z,2025-03-28T19:06:31Z,5hr1cb6e6xb3eyjnau7w4825l,R. Thellufsen,,5602635333,56,Left,5602635329,107,,5602635347,212,13.4,5602635335,140,55.0,5602635341,141,89.0,5602635353,213,3.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792134965,355,1,2,51,14,7gkglopz9cjsysn2u6sbhuvc5,1,59.3,88.0,2025-03-28T19:06:31.446Z,2025-03-28T19:06:34Z,oywgthoxa153nf48la1j8v10,M. Lauritsen,,5602635809,56,Left,5602635823,212,12.1,5602635813,140,70.3,5602635829,213,0.30,5602635819,141,93.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792134975,356,1,2,51,18,7gkglopz9cjsysn2u6sbhuvc5,0,68.9,92.6,2025-03-28T19:06:34.806Z,2025-03-28T19:07:13Z,9nafz0c0x2qvmo5ldm0djmcq1,M. Kaastrup,,5602635887,212,3.2,5602635883,140,71.9,5602635881,56,Left,5602635889,213,0.15,5602640123,233,598,5602640127,286,,5602640121,236,,5602635885,141,93.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792135065,598,74,2,51,18,aqtkb4mgrz8c6iqfufj6qjbv9,1,27.8,6.7,2025-03-28T19:06:34.807Z,2025-03-28T19:55:53Z,7l7f98nn8gohmdacsdb2labkk,A. Alicino,,5602640157,233,356,5602636337,56,Back,5602640075,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792135005,357,61,2,51,19,7gkglopz9cjsysn2u6sbhuvc5,1,71.3,93.5,2025-03-28T19:06:36.702Z,2025-03-28T19:06:36Z,9nafz0c0x2qvmo5ldm0djmcq1,M. Kaastrup,,5602636049,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792135075,599,1,2,51,23,aqtkb4mgrz8c6iqfufj6qjbv9,1,31.3,5.2,2025-03-28T19:06:39.855Z,2025-03-28T19:07:20Z,7l7f98nn8gohmdacsdb2labkk,A. Alicino,,5602640691,141,9.4,5602640693,212,5.3,5602640689,140,27.1,5602640695,213,2.57,5602636389,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792135087,600,1,2,51,23,aqtkb4mgrz8c6iqfufj6qjbv9,0,26.5,21.7,2025-03-28T19:06:40.150Z,2025-03-28T19:55:51Z,81gka3mi69fh8gyehyy8xo9as,C. Allen,,5602642703,140,40.3,5602642707,212,19.8,5602642701,157,,5602636455,56,Back,5602642711,1,,5602642709,213,0.75,5602642705,141,41.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792135093,601,43,2,51,23,aqtkb4mgrz8c6iqfufj6qjbv9,1,0.0,0.0,2025-03-28T19:06:40.639Z,2025-03-28T19:07:23Z,1n4eldqa7h9jvcx1693zqu06i,T. Arndal,,5602636505,56,Back,5602641027,144,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792135139,358,1,2,51,24,7gkglopz9cjsysn2u6sbhuvc5,0,53.6,50.6,2025-03-28T19:06:41.702Z,2025-03-28T19:06:42Z,9l89n30nejpn2u22ygvchwnze,L. Steffensen,,5602636733,141,50.9,5602636737,213,0.01,5602636727,157,,5602636731,140,81.0,5602636739,1,,5602636729,56,Center,5602636735,212,28.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792135147,602,12,2,51,26,aqtkb4mgrz8c6iqfufj6qjbv9,1,17.4,51.0,2025-03-28T19:06:42.903Z,2025-03-28T19:06:47Z,5i6n6yne6fh410vk7p7kkokmi,G. Arndal-Lauritzen,,5602636785,141,55.4,5602636781,56,Back,5602636789,213,0.16,5602636819,15,,5602636783,140,34.6,5602636787,212,18.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792135237,603,43,2,51,30,aqtkb4mgrz8c6iqfufj6qjbv9,1,0.0,0.0,2025-03-28T19:06:47.598Z,2025-03-28T19:17:31Z,1fjkjzsei9slx2t4zhsqdkve1,M. Etim,,5602711299,144,61,5602637273,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792135287,359,4,2,51,31,7gkglopz9cjsysn2u6sbhuvc5,1,68.2,49.6,2025-03-28T19:06:48.246Z,2025-03-28T21:01:25Z,,,,5602637645,286,,5602637641,152,,5602637639,56,Center,5602637687,233,604,5602708791,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792135253,604,4,2,51,31,aqtkb4mgrz8c6iqfufj6qjbv9,0,31.8,50.4,2025-03-28T19:06:48.247Z,2025-03-28T19:17:28Z,1fjkjzsei9slx2t4zhsqdkve1,M. Etim,,5602637375,56,Back,5602711019,10,,5602637381,285,,5602637731,233,359,5602637377,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792135425,360,1,2,51,39,7gkglopz9cjsysn2u6sbhuvc5,1,62.6,54.5,2025-03-28T19:06:56.269Z,2025-03-28T19:18:02Z,5hr1cb6e6xb3eyjnau7w4825l,R. Thellufsen,,5602638181,152,,5602638183,56,Center,5602638187,141,72.4,5602638179,5,,5602638185,140,65.4,5602638191,213,1.33,5602638189,212,12.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792135495,361,1,2,51,40,7gkglopz9cjsysn2u6sbhuvc5,1,64.9,74.4,2025-03-28T19:06:57.392Z,2025-03-28T19:07:01Z,bvw5oc4c040ey5dt5wn0choiy,G. Mortensen,,5602638565,141,69.0,5602638561,56,Back,5602638563,140,46.8,5602638567,212,19.4,5602638569,213,3.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792135605,362,1,2,51,44,7gkglopz9cjsysn2u6sbhuvc5,1,46.8,69.7,2025-03-28T19:07:00.822Z,2025-03-28T19:07:05Z,oywgthoxa153nf48la1j8v10,M. Lauritsen,,5602639183,56,Left,5602639187,141,93.2,5602639191,213,1.06,5602639185,140,55.3,5602639189,212,18.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792135699,363,1,2,51,48,7gkglopz9cjsysn2u6sbhuvc5,1,60.8,94.7,2025-03-28T19:07:05.286Z,2025-03-28T19:07:10Z,bvw5oc4c040ey5dt5wn0choiy,G. Mortensen,,5602639695,140,44.2,5602639701,213,3.60,5602639697,141,82.0,5602639693,56,Back,5602639699,212,19.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792135783,364,1,2,51,53,7gkglopz9cjsysn2u6sbhuvc5,1,44.6,75.9,2025-03-28T19:07:10.110Z,2025-03-28T19:07:14Z,oywgthoxa153nf48la1j8v10,M. Lauritsen,,5602640199,141,32.7,5602640203,212,29.4,5602640195,140,43.5,5602640191,56,Back,5602640209,213,4.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792135821,365,2,2,51,57,7gkglopz9cjsysn2u6sbhuvc5,1,52.1,30.6,2025-03-28T19:07:14.182Z,2025-03-28T19:07:17Z,5hr1cb6e6xb3eyjnau7w4825l,R. Thellufsen,,5602640465,56,Center,5602640421,140,81.9,5602640423,141,27.9,5602640463,7,egwhlgopjtjkop7ozy7ltk1cl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
