id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/8/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/11/value,qualifier/10/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/14/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/15/value,qualifier/16/value
2817996689,500,4,2,51,13,8gxd9ry2580pu1b1dd5ny9ymy,1,36.1,49.5,2025-05-23T18:09:08.243Z,2025-05-23T19:01:40Z,3pk6hii2s8tbv2zux8mvbapec,N. Jungvig,,5745136463,233,540,5745136357,152,,5745136353,13,,5745136467,286,,5745136359,265,,5745136355,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817996615,540,4,2,51,13,a9vw7ikerpr4cuweeeka5aneg,0,63.9,50.5,2025-05-23T18:09:08.244Z,2025-05-23T19:01:40Z,5w0giylttgiapseaw6qky0mxg,F. Christensen,,5745135953,285,,5745135949,152,,5745135945,13,,5745136271,55,541,5745135947,56,Center,5745136469,233,500,5745135951,265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817996645,541,17,2,51,16,a9vw7ikerpr4cuweeeka5aneg,1,0.0,0.0,2025-05-23T18:09:11.448Z,2025-05-23T19:28:49Z,5w0giylttgiapseaw6qky0mxg,F. Christensen,,5745395319,392,,5745136147,31,,5745136263,55,540,5745136151,13,243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817996735,501,1,2,51,35,8gxd9ry2580pu1b1dd5ny9ymy,0,31.4,37.6,2025-05-23T18:09:30.402Z,2025-05-23T19:09:37Z,a30gduuv9d1s4pkthgu2jhyol,D. Stenderup,,5745136633,212,56.9,5745136627,56,Center,5745136637,1,,5745136623,157,,5745136629,140,85.3,5745136635,213,6.18,5745136621,5,,5745136625,152,,5745136631,141,,,,28.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817996757,542,61,2,51,36,a9vw7ikerpr4cuweeeka5aneg,0,21.4,72.4,2025-05-23T18:09:31.496Z,2025-05-23T18:15:17Z,bdz03qovxerzrv12lgljae1p0,C. Tapé,,5745140679,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817996767,502,1,2,51,42,8gxd9ry2580pu1b1dd5ny9ymy,1,89.7,28.7,2025-05-23T18:09:37.458Z,2025-05-23T18:10:01Z,dncrhma6gwcn6pxiu7hfc6qz8,A. Smed,1.0,5745136779,212,21.0,5745136775,140,90.5,5745136777,141,59.6,5745137441,154,,5745136781,213,1.53,5745136773,56,Center,5745137439,210,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817996773,503,15,2,51,44,8gxd9ry2580pu1b1dd5ny9ymy,1,90.1,59.9,2025-05-23T18:09:39.515Z,2025-05-23T19:27:21Z,7ymn0ytcqi6l43nqraxt9s1zo,A. Johansen,,5745137467,55,502,5745136815,17,,5745137483,147,53.2,5745136813,22,,5745137481,146,98.8,5745390325,328,,5745137477,100,,5745137485,230,98.9,5745137473,103,5745136817,56,Center,19,5745137465,154,5745137461,76,5745137479,101,,5745137463,29,,,,5745137487,231,5745137475,214,43.0,5745137165,82,5745137161,20,5745137471,102,52.3,5745137493,233,544,,
2817996777,544,10,2,51,44,a9vw7ikerpr4cuweeeka5aneg,1,0.3,46.0,2025-05-23T18:09:39.615Z,2025-05-23T18:16:52Z,7353ysa16qgg30b9z5qiagys4,A. Saine,,5745137119,14,,5745137023,94,,5745137511,233,503,5745136831,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817999011,601,61,2,51,45,a9vw7ikerpr4cuweeeka5aneg,1,3.4,45.4,2025-05-23T18:09:40.165Z,2025-05-23T18:16:29Z,61vr9xr91fr4g6ayzga5vn9w5,A. Ludwig,,5745149459,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817999115,602,12,2,51,45,a9vw7ikerpr4cuweeeka5aneg,1,6.0,45.0,2025-05-23T18:09:40.423Z,2025-05-23T18:16:47Z,5w0giylttgiapseaw6qky0mxg,F. Christensen,,5745150065,141,0.0,5745150063,140,18.7,5745150317,167,,5745150067,212,33.5,5745150061,56,Back,5745150069,213,5.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817996801,504,5,2,51,47,8gxd9ry2580pu1b1dd5ny9ymy,1,87.6,102.0,2025-05-23T18:09:42.108Z,2025-05-23T19:09:50Z,7ymn0ytcqi6l43nqraxt9s1zo,A. Johansen,,5745136967,56,Left,5745136971,347,,5745147223,233,545,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817996799,545,5,2,51,47,a9vw7ikerpr4cuweeeka5aneg,0,12.4,-2.0,2025-05-23T18:09:42.108Z,2025-05-23T19:09:51Z,7353ysa16qgg30b9z5qiagys4,A. Saine,,5745136957,347,,5745147303,233,504,5745136955,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817996811,505,1,2,51,52,8gxd9ry2580pu1b1dd5ny9ymy,1,80.8,100.0,2025-05-23T18:09:46.802Z,2025-05-23T18:09:48Z,dm6xpphbyyooqriwaambi7njd,F. Krogstad,,5745137009,140,77.8,5745137011,141,93.2,5745137015,213,4.18,5745137005,107,,5745137007,56,Left,5745137013,212,6.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817996815,506,1,2,51,53,8gxd9ry2580pu1b1dd5ny9ymy,1,77.8,93.2,2025-05-23T18:09:47.787Z,2025-05-23T18:09:48Z,6dzg820946z4848whaa6ny2nd,N. Clausen,,5745137033,56,Left,5745137037,141,94.1,5745137041,213,0.11,5745137035,140,83.0,5745137039,212,5.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817996833,507,1,2,51,53,8gxd9ry2580pu1b1dd5ny9ymy,1,83.0,94.1,2025-05-23T18:09:48.467Z,2025-05-23T18:09:51Z,dm6xpphbyyooqriwaambi7njd,F. Krogstad,,5745137125,56,Left,5745137131,212,14.7,5745137129,141,80.4,5745137127,140,72.2,5745137133,213,3.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817996835,508,4,2,51,56,8gxd9ry2580pu1b1dd5ny9ymy,1,77.1,82.6,2025-05-23T18:09:50.891Z,2025-05-23T19:01:41Z,aajgld24isoem1ycoysyxxp1w,Z. Aliji,,5745137141,152,,5745137145,286,,5745137139,56,Left,5745137345,233,546,5745137137,13,,5745137143,265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817996839,546,4,2,51,56,a9vw7ikerpr4cuweeeka5aneg,0,22.9,17.4,2025-05-23T18:09:50.892Z,2025-05-23T19:01:41Z,5w0giylttgiapseaw6qky0mxg,F. Christensen,,5745137231,56,Back,5745137229,13,,5745137349,233,508,5745137235,265,,5745137237,285,,5745137233,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817996965,509,1,2,52,31,8gxd9ry2580pu1b1dd5ny9ymy,0,77.1,83.0,2025-05-23T18:10:26.234Z,2025-05-23T18:10:30Z,45dqseup0cmujyl4nprr29y0a,M. Fredslund,,5745137913,155,,5745137921,141,46.1,5745137917,56,Center,5745137915,152,,5745137923,212,31.7,5745137927,213,5.37,5745137919,140,95.5,5745137909,2,,5745137911,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817996969,547,44,2,52,34,a9vw7ikerpr4cuweeeka5aneg,1,3.1,52.6,2025-05-23T18:10:29.656Z,2025-05-23T19:02:22Z,61vr9xr91fr4g6ayzga5vn9w5,A. Ludwig,,5745137945,285,,5745137943,56,Back,5745138017,233,510,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817996971,510,44,2,52,34,8gxd9ry2580pu1b1dd5ny9ymy,0,96.9,47.4,2025-05-23T18:10:29.657Z,2025-05-23T19:02:23Z,9tt9eo9bsff7dp7aqjal1obo4,F. Høgh,,5745137949,286,,5745137947,56,Center,5745138035,233,547,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817996975,548,12,2,52,35,a9vw7ikerpr4cuweeeka5aneg,1,0.7,50.3,2025-05-23T18:10:30.087Z,2025-05-23T18:10:31Z,61vr9xr91fr4g6ayzga5vn9w5,A. Ludwig,,5745137969,212,16.2,5745137967,141,63.4,5745137971,213,0.58,5745137965,140,13.6,5745137963,56,Back,5745137987,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817997011,511,3,2,52,37,8gxd9ry2580pu1b1dd5ny9ymy,1,88.4,25.2,2025-05-23T18:10:32.210Z,2025-05-23T18:10:38Z,dncrhma6gwcn6pxiu7hfc6qz8,A. Smed,,5745138195,233,549,5745138179,56,Center,5745138181,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817996987,549,45,2,52,37,a9vw7ikerpr4cuweeeka5aneg,0,11.6,74.8,2025-05-23T18:10:32.210Z,2025-05-23T18:10:39Z,eso2tbbpnxu9qvx6zy07m5jx0,J. Madsen,,5745138201,233,511,5745138043,56,Back,5745138045,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817997007,550,83,2,52,40,a9vw7ikerpr4cuweeeka5aneg,0,5.4,86.9,2025-05-23T18:10:35.551Z,2025-05-23T18:10:42Z,bdz03qovxerzrv12lgljae1p0,C. Tapé,,5745138333,399,dncrhma6gwcn6pxiu7hfc6qz8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817997027,512,1,2,52,41,8gxd9ry2580pu1b1dd5ny9ymy,0,98.0,5.6,2025-05-23T18:10:36.042Z,2025-05-23T18:10:39Z,dncrhma6gwcn6pxiu7hfc6qz8,A. Smed,,5745138263,212,14.0,5745138259,140,95.9,5745138255,155,,5745138257,56,Center,5745138265,213,1.73,5745138261,141,26.0,5745138253,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817997043,551,12,2,52,43,a9vw7ikerpr4cuweeeka5aneg,1,6.4,73.9,2025-05-23T18:10:38.016Z,2025-05-23T18:10:43Z,eso2tbbpnxu9qvx6zy07m5jx0,J. Madsen,,5745138359,141,61.8,5745138363,213,6.03,5745138357,140,36.1,5745138361,212,32.3,5745138355,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817997037,513,1,2,52,46,8gxd9ry2580pu1b1dd5ny9ymy,0,67.7,29.2,2025-05-23T18:10:41.257Z,2025-05-23T18:15:34Z,3pk6hii2s8tbv2zux8mvbapec,N. Jungvig,,5745138325,141,29.6,5745138323,140,90.3,5745138321,56,Center,5745138319,3,,5745138327,212,23.7,5745138329,213,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817997065,552,12,2,52,48,a9vw7ikerpr4cuweeeka5aneg,1,9.0,55.4,2025-05-23T18:10:43.535Z,2025-05-23T18:10:47Z,61vr9xr91fr4g6ayzga5vn9w5,A. Ludwig,,5745138417,56,Back,5745138419,140,27.6,5745138421,141,55.1,5745138423,212,19.5,5745138425,213,6.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817997061,514,44,2,52,50,8gxd9ry2580pu1b1dd5ny9ymy,1,69.2,39.3,2025-05-23T18:10:45.490Z,2025-05-23T19:02:23Z,aajgld24isoem1ycoysyxxp1w,Z. Aliji,,5745138411,56,Center,5745138457,233,553,5745138413,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817997069,553,44,2,52,50,a9vw7ikerpr4cuweeeka5aneg,0,30.8,60.7,2025-05-23T18:10:45.491Z,2025-05-23T19:02:24Z,c2x3pewqx6d9q3c5dup0udxw,G. Guðmundsson,,5745138461,233,514,5745138435,285,,5745138433,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817997063,515,61,2,52,51,8gxd9ry2580pu1b1dd5ny9ymy,1,66.3,35.9,2025-05-23T18:10:46.280Z,2025-05-23T18:10:46Z,aajgld24isoem1ycoysyxxp1w,Z. Aliji,,5745138415,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817997079,554,1,2,52,54,a9vw7ikerpr4cuweeeka5aneg,1,31.9,58.4,2025-05-23T18:10:48.991Z,2025-05-23T18:10:49Z,7hso2bszmf4qal560jhrg2904,Y. Ouorou,,5745138495,212,9.9,5745138489,140,29.7,5745138491,141,44.3,5745138487,56,Back,5745138499,213,4.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817997083,555,1,2,52,54,a9vw7ikerpr4cuweeeka5aneg,0,29.7,44.3,2025-05-23T18:10:49.543Z,2025-05-23T18:10:50Z,51ymbnikkta369rn3exb1g7bo,A. Moro,,5745138521,140,35.4,5745138519,56,Back,5745138527,213,0.80,5745138525,212,8.6,5745138523,141,53.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817997581,531,61,2,52,55,8gxd9ry2580pu1b1dd5ny9ymy,1,64.1,54.5,2025-05-23T18:10:49.918Z,2025-05-23T18:37:47Z,45dqseup0cmujyl4nprr29y0a,M. Fredslund,,5745141405,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817997099,517,1,2,52,58,8gxd9ry2580pu1b1dd5ny9ymy,1,62.2,41.2,2025-05-23T18:10:52.890Z,2025-05-23T19:36:44Z,630daj1ef34rczbhng0eoncvd,M. Kiilerich,,5745138607,140,74.0,5745138603,155,,5745138613,213,1.07,5745138609,141,74.4,5745138611,212,25.8,5745138605,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817997123,518,3,2,53,3,8gxd9ry2580pu1b1dd5ny9ymy,0,85.6,66.6,2025-05-23T18:10:57.759Z,2025-05-23T18:11:01Z,7ymn0ytcqi6l43nqraxt9s1zo,A. Johansen,,5745138751,211,,5745138743,286,,5745138741,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817997177,556,12,2,53,7,a9vw7ikerpr4cuweeeka5aneg,1,8.7,42.4,2025-05-23T18:11:02.015Z,2025-05-23T18:11:43Z,61vr9xr91fr4g6ayzga5vn9w5,A. Ludwig,,5745138987,212,20.7,5745138981,56,Back,5745138989,213,5.78,5745138983,140,26.0,5745138985,141,27.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817997153,519,1,2,53,8,8gxd9ry2580pu1b1dd5ny9ymy,0,80.9,65.4,2025-05-23T18:11:03.385Z,2025-05-23T20:04:48Z,aajgld24isoem1ycoysyxxp1w,Z. Aliji,,5745138859,140,95.8,5745138863,212,17.9,5745138865,213,5.78,5745138857,56,Center,5745138861,141,52.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817997193,558,1,2,53,12,a9vw7ikerpr4cuweeeka5aneg,1,3.3,52.7,2025-05-23T18:11:07.583Z,2025-05-23T18:11:11Z,8uhv14rin2znrr0wqgvcc2f2t,M. Delač,,5745139061,141,66.3,5745139065,213,0.56,5745139057,56,Back,5745139055,123,,5745139063,212,17.5,5745139059,140,17.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817997207,559,1,2,53,18,a9vw7ikerpr4cuweeeka5aneg,1,18.8,81.7,2025-05-23T18:11:13.175Z,2025-05-23T18:11:15Z,bdz03qovxerzrv12lgljae1p0,C. Tapé,,5745139221,212,9.2,5745139217,140,26.9,5745139219,141,86.9,5745139215,56,Back,5745139223,213,0.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817997209,560,3,2,53,20,a9vw7ikerpr4cuweeeka5aneg,0,27.9,86.6,2025-05-23T18:11:15.366Z,2025-05-23T18:11:16Z,eso2tbbpnxu9qvx6zy07m5jx0,J. Madsen,,5745139235,56,Back,5745139243,211,,5745139237,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817997215,520,1,2,53,22,8gxd9ry2580pu1b1dd5ny9ymy,0,41.3,4.0,2025-05-23T18:11:17.311Z,2025-05-23T18:11:19Z,3pk6hii2s8tbv2zux8mvbapec,N. Jungvig,,5745139325,1,,5745139313,157,,5745139321,212,3.5,5745139349,286,,5745139343,236,,5745139319,141,5.0,5745139345,233,561,5745139317,140,44.6,5745139323,213,5745139315,56,Back,0.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817997213,561,74,2,53,22,a9vw7ikerpr4cuweeeka5aneg,1,61.4,88.9,2025-05-23T18:11:17.312Z,2025-05-23T18:11:18Z,eso2tbbpnxu9qvx6zy07m5jx0,J. Madsen,,5745139281,56,Left,5745139373,233,520,5745139283,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817997253,521,5,2,53,23,8gxd9ry2580pu1b1dd5ny9ymy,1,47.2,-1.2,2025-05-23T18:11:18.575Z,2025-05-23T19:09:51Z,3pk6hii2s8tbv2zux8mvbapec,N. Jungvig,,5745139649,347,,5745139647,56,Back,5745139651,233,562,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817997221,562,5,2,53,23,a9vw7ikerpr4cuweeeka5aneg,0,52.8,101.2,2025-05-23T18:11:18.575Z,2025-05-23T18:11:30Z,eso2tbbpnxu9qvx6zy07m5jx0,J. Madsen,,5745139381,347,,5745139659,233,521,5745139379,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817997351,526,1,2,53,41,8gxd9ry2580pu1b1dd5ny9ymy,1,44.6,0.0,2025-05-23T18:11:36.386Z,2025-05-23T19:36:57Z,45dqseup0cmujyl4nprr29y0a,M. Fredslund,,5745140105,213,2.87,5745140103,212,15.3,5745141067,107,,5745140097,56,Back,5745140099,140,30.6,5745140101,141,4.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817997417,527,1,2,53,50,8gxd9ry2580pu1b1dd5ny9ymy,1,23.7,11.8,2025-05-23T18:11:45.481Z,2025-05-23T19:36:46Z,3pk6hii2s8tbv2zux8mvbapec,N. Jungvig,,5745140517,140,7.1,5745140521,212,29.6,5745140519,141,47.0,5745140523,213,2.20,5745140515,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817997435,528,1,2,53,53,8gxd9ry2580pu1b1dd5ny9ymy,1,6.2,47.0,2025-05-23T18:11:48.217Z,2025-05-23T19:36:52Z,4qz1pnlx3d0m5wkhpocl0euj8,A. Ravn,,5745140627,213,0.72,5745140619,56,Back,5745140621,140,25.9,5745140623,141,73.5,5745140625,212,27.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817997467,529,1,2,53,57,8gxd9ry2580pu1b1dd5ny9ymy,1,29.5,88.5,2025-05-23T18:11:51.841Z,2025-05-23T18:11:55Z,aajgld24isoem1ycoysyxxp1w,Z. Aliji,,5745140779,56,Back,5745140785,212,12.8,5745140783,141,74.9,5745140781,140,37.9,5745140787,213,5.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817997481,530,1,2,54,0,8gxd9ry2580pu1b1dd5ny9ymy,0,42.5,72.2,2025-05-23T18:11:55.210Z,2025-05-23T18:11:59Z,6dzg820946z4848whaa6ny2nd,N. Clausen,,5745140867,141,29.3,5745140873,1,,5745140863,56,Center,5745140869,212,49.2,5745140871,213,5.65,5745140861,155,,5745140865,140,80.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817997511,563,1,2,54,5,a9vw7ikerpr4cuweeeka5aneg,1,15.6,69.7,2025-05-23T18:12:00.023Z,2025-05-23T18:12:02Z,eso2tbbpnxu9qvx6zy07m5jx0,J. Madsen,,5745141033,212,9.5,5745141027,56,Back,5745141031,141,72.0,5745141025,3,,5745141035,213,2.98,5745141029,140,6.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817997637,565,1,2,54,28,a9vw7ikerpr4cuweeeka5aneg,0,12.7,48.2,2025-05-23T18:12:23.112Z,2025-05-23T18:12:26Z,8uhv14rin2znrr0wqgvcc2f2t,M. Delač,,5745141645,140,63.7,5745141643,56,Right,5745141651,213,5.93,5745141649,212,57.0,5745141653,1,,5745141647,141,19.5,5745141641,199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817997633,532,44,2,54,29,8gxd9ry2580pu1b1dd5ny9ymy,1,34.6,81.5,2025-05-23T18:12:23.857Z,2025-05-23T19:02:24Z,6dzg820946z4848whaa6ny2nd,N. Clausen,,5745141729,233,566,5745141631,56,Back,5745141633,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817997643,566,44,2,54,29,a9vw7ikerpr4cuweeeka5aneg,0,65.4,18.5,2025-05-23T18:12:23.858Z,2025-05-23T19:02:24Z,7hso2bszmf4qal560jhrg2904,Y. Ouorou,,5745141681,56,Right,5745141737,233,532,5745141683,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817997639,533,1,2,54,29,8gxd9ry2580pu1b1dd5ny9ymy,0,31.7,83.0,2025-05-23T18:12:24.081Z,2025-05-23T18:41:20Z,6dzg820946z4848whaa6ny2nd,N. Clausen,,5745141669,212,24.3,5745141661,3,,5745141671,213,6.25,5745141665,140,54.8,5745141667,141,81.8,5745141663,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817997675,567,1,2,54,32,a9vw7ikerpr4cuweeeka5aneg,1,34.6,17.0,2025-05-23T18:12:26.911Z,2025-05-23T18:12:29Z,51ymbnikkta369rn3exb1g7bo,A. Moro,,5745141847,212,13.4,5745141841,56,Back,5745141849,213,6.08,5745141843,140,47.1,5745141845,141,13.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817997711,568,1,2,54,34,a9vw7ikerpr4cuweeeka5aneg,1,53.4,12.0,2025-05-23T18:12:29.160Z,2025-05-23T18:12:34Z,cl4xl80n4gew1ox03r3ooshrd,O. Kjærgaard,,5745142023,56,Right,5745142033,1,,5745142027,141,16.5,5745142025,140,91.6,5745142031,213,0.08,5745142021,155,,5745142029,212,40.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817997715,569,1,2,54,39,a9vw7ikerpr4cuweeeka5aneg,0,95.4,30.1,2025-05-23T18:12:34.302Z,2025-05-23T18:12:37Z,7hso2bszmf4qal560jhrg2904,Y. Ouorou,,5745142153,233,534,5745142063,213,2.61,5745142059,141,34.5,5745142157,286,,5745142055,56,Center,5745142057,140,90.5,5745142061,212,6.0,5745142151,236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817997733,534,74,2,54,39,8gxd9ry2580pu1b1dd5ny9ymy,1,2.3,68.4,2025-05-23T18:12:34.303Z,2025-05-23T19:01:52Z,a30gduuv9d1s4pkthgu2jhyol,D. Stenderup,,5745142145,56,Back,5745142147,285,,5745142171,233,569,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817997725,570,43,2,54,41,a9vw7ikerpr4cuweeeka5aneg,1,0.0,0.0,2025-05-23T18:12:35.950Z,2025-05-23T18:12:42Z,7hso2bszmf4qal560jhrg2904,Y. Ouorou,,5745142103,56,Center,5745142381,144,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817997749,535,6,2,54,43,8gxd9ry2580pu1b1dd5ny9ymy,0,2.6,66.4,2025-05-23T18:12:38.303Z,2025-05-23T19:02:31Z,a30gduuv9d1s4pkthgu2jhyol,D. Stenderup,,5745142323,233,571,5745142287,73,,5745142285,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817997737,571,6,2,54,43,a9vw7ikerpr4cuweeeka5aneg,1,97.4,33.6,2025-05-23T18:12:38.303Z,2025-05-23T19:02:31Z,7hso2bszmf4qal560jhrg2904,Y. Ouorou,,5745142289,233,535,5745142229,75,,5745142227,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817997961,572,1,2,55,19,a9vw7ikerpr4cuweeeka5aneg,1,99.5,0.5,2025-05-23T18:13:14.424Z,2025-05-23T18:41:59Z,eso2tbbpnxu9qvx6zy07m5jx0,J. Madsen,1.0,5745143449,6,,5745143457,140,89.1,5745219871,210,15,5745143455,56,Center,5745143451,155,,5745143463,213,1.94,5745219875,154,,5745143461,212,30.3,5745143453,223,5745143447,2,,,5745143459,141,,,,,,,,,,42.1,,,,,,,,,,,,,,,,,
2817997965,573,15,2,55,22,a9vw7ikerpr4cuweeeka5aneg,1,91.1,43.0,2025-05-23T18:13:17.287Z,2025-05-23T19:56:07Z,3epwf56ozg73hueacwmckk0r9,S. Pingel,,5745219917,102,48.4,5745335767,25,,5745219909,29,,5745335777,230,98.9,5745143477,56,Center,5745219905,15,,5745143473,17,,5745335773,100,,5745219911,154,5745335779,231,50.7,,5745219923,146,5745219921,328,5745219913,55,572,5745219925,147,47.7,,99.1,5745458479,314,5745219919,103,,5745335775,82,5745335771,139,5745335769,78,,,,,19,
2817998007,574,2,2,55,29,a9vw7ikerpr4cuweeeka5aneg,1,91.7,41.8,2025-05-23T18:13:24.623Z,2025-05-23T18:13:34Z,3epwf56ozg73hueacwmckk0r9,S. Pingel,,5745143775,141,50.6,5745143773,140,97.0,5745144093,7,7353ysa16qgg30b9z5qiagys4,5745144095,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
