id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/11/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId
2754039543,388,7,1,37,6,f1h34qp5zbfl489q8vnkhiq9s,1,43.6,66.2,2024-12-01T13:38:42.102Z,2024-12-01T15:11:49Z,1se7wkenvs4elrapvdw9mdnje,L. Montano,,5395141501,285,,5395141497,56,Back,5395141597,233,292,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754039581,390,1,1,37,9,f1h34qp5zbfl489q8vnkhiq9s,1,27.4,64.7,2024-12-01T13:38:44.716Z,2024-12-01T13:38:46Z,839pm7rmjp6q1bt52f7ek9vys,J. Meyer,,5395141689,140,31.1,5395141687,56,Back,5395141695,213,1.19,5395141691,141,78.8,5395141693,212,10.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754039619,391,1,1,37,10,f1h34qp5zbfl489q8vnkhiq9s,1,31.1,78.8,2024-12-01T13:38:46.099Z,2024-12-01T13:38:49Z,1se7wkenvs4elrapvdw9mdnje,L. Montano,,5395141945,213,3.74,5395141937,56,Back,5395141943,212,11.8,5395141941,141,69.0,5395141939,140,21.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754039713,392,1,1,37,13,f1h34qp5zbfl489q8vnkhiq9s,1,23.9,63.3,2024-12-01T13:38:48.924Z,2024-12-01T13:38:53Z,839pm7rmjp6q1bt52f7ek9vys,J. Meyer,,5395142469,212,16.9,5395142467,141,68.0,5395142457,56,Back,5395142463,140,39.7,5395142471,213,0.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754039823,393,1,1,37,17,f1h34qp5zbfl489q8vnkhiq9s,1,40.0,67.1,2024-12-01T13:38:53.131Z,2024-12-01T13:38:58Z,ate1ymumg2iwzn8uyyf3ts222,A. Lausen,,5395142983,213,4.76,5395142981,212,23.7,5395142977,140,41.1,5395142975,56,Back,5395142979,141,32.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754039915,394,1,1,37,22,f1h34qp5zbfl489q8vnkhiq9s,1,45.3,31.7,2024-12-01T13:38:58.084Z,2024-12-01T13:39:02Z,aqc0qritba195wf770gyd1149,A. Skipper,,5395143387,140,47.9,5395143385,56,Back,5395143393,213,1.29,5395143391,212,9.8,5395143389,141,45.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754039937,395,1,1,37,27,f1h34qp5zbfl489q8vnkhiq9s,1,56.0,28.6,2024-12-01T13:39:02.436Z,2024-12-01T13:39:03Z,7wo1hk736v1xhovvu2t2trw89,Y. Bourhane,,5395143525,56,Right,5395143533,213,5.29,5395143527,140,64.7,5395143531,212,16.6,5395143529,141,8.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754039999,396,1,1,37,28,f1h34qp5zbfl489q8vnkhiq9s,1,64.7,8.2,2024-12-01T13:39:03.500Z,2024-12-01T13:39:06Z,eas91my7qw7etoha5plxfk9yi,J. Mortensen,,5395143891,213,2.80,5395143889,212,20.1,5395143883,56,Back,5395143885,140,46.7,5395143887,141,18.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754040107,397,1,1,37,31,f1h34qp5zbfl489q8vnkhiq9s,1,47.2,18.2,2024-12-01T13:39:06.748Z,2024-12-01T13:39:13Z,aqc0qritba195wf770gyd1149,A. Skipper,,5395144479,140,42.4,5395144477,56,Back,5395144485,213,1.80,5395144481,141,50.7,5395144483,212,22.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754040151,398,1,1,37,38,f1h34qp5zbfl489q8vnkhiq9s,1,48.9,50.1,2024-12-01T13:39:13.324Z,2024-12-01T13:39:16Z,839pm7rmjp6q1bt52f7ek9vys,J. Meyer,,5395144703,56,Back,5395144711,213,4.67,5395144707,141,21.4,5395144705,140,48.1,5395144709,212,19.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754040187,399,1,1,37,40,f1h34qp5zbfl489q8vnkhiq9s,1,48.1,21.4,2024-12-01T13:39:15.804Z,2024-12-01T13:39:18Z,aqc0qritba195wf770gyd1149,A. Skipper,,5395144869,213,0.32,5395144851,56,Center,5395144861,141,28.7,5395144865,212,16.0,5395144855,140,62.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754040203,400,1,1,37,42,f1h34qp5zbfl489q8vnkhiq9s,1,62.6,28.7,2024-12-01T13:39:17.916Z,2024-12-01T13:39:19Z,9n2nm6smh0txgv2482qbwhixg,J. Beck,,5395144937,140,52.9,5395144943,213,3.70,5395144935,56,Right,5395144939,141,19.3,5395144941,212,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754040225,401,1,1,37,43,f1h34qp5zbfl489q8vnkhiq9s,1,56.1,18.1,2024-12-01T13:39:19.052Z,2024-12-01T13:39:20Z,7wo1hk736v1xhovvu2t2trw89,Y. Bourhane,,5395145027,213,1.20,5395145023,212,9.6,5395145007,56,Center,5395145013,140,59.4,5395145019,141,31.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754040293,402,1,1,37,44,f1h34qp5zbfl489q8vnkhiq9s,1,59.4,31.3,2024-12-01T13:39:19.844Z,2024-12-01T13:39:23Z,9n2nm6smh0txgv2482qbwhixg,J. Beck,,5395145327,140,51.8,5395145333,212,9.2,5395145329,141,24.7,5395145335,213,3.65,5395145323,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754040359,403,1,1,37,47,f1h34qp5zbfl489q8vnkhiq9s,1,52.9,25.0,2024-12-01T13:39:22.868Z,2024-12-01T13:39:26Z,7wo1hk736v1xhovvu2t2trw89,Y. Bourhane,,5395145601,140,57.1,5395145599,56,Right,5395145603,141,10.4,5395145607,213,5.13,5395145605,212,10.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754040439,404,1,1,37,50,f1h34qp5zbfl489q8vnkhiq9s,1,53.1,14.5,2024-12-01T13:39:25.852Z,2024-12-01T13:39:30Z,9n2nm6smh0txgv2482qbwhixg,J. Beck,,5395146009,212,37.7,5395146007,141,41.5,5395146005,140,21.7,5395146011,213,2.63,5395146013,1,,5395146003,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754040527,405,1,1,37,54,f1h34qp5zbfl489q8vnkhiq9s,1,20.8,37.6,2024-12-01T13:39:29.804Z,2024-12-01T13:39:34Z,45bcgucg627rhrdgt8tn9hd9m,K. Kristensen,,5395146453,213,1.21,5395146449,141,62.7,5395146445,56,Back,5395146447,140,27.0,5395146451,212,18.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754040587,406,1,1,37,59,f1h34qp5zbfl489q8vnkhiq9s,1,28.2,64.4,2024-12-01T13:39:34.604Z,2024-12-01T13:39:37Z,839pm7rmjp6q1bt52f7ek9vys,J. Meyer,,5395146767,141,25.3,5395146765,140,22.2,5395146773,212,27.3,5395146763,56,Back,5395146775,213,4.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754040631,407,1,1,38,2,f1h34qp5zbfl489q8vnkhiq9s,1,21.6,22.7,2024-12-01T13:39:37.556Z,2024-12-01T13:39:40Z,aqc0qritba195wf770gyd1149,A. Skipper,,5395147001,212,10.6,5395146993,140,28.1,5395146997,141,10.7,5395146991,56,Back,5395147005,213,5.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754040673,408,1,1,38,4,f1h34qp5zbfl489q8vnkhiq9s,1,28.0,10.7,2024-12-01T13:39:40.020Z,2024-12-01T13:39:42Z,9n2nm6smh0txgv2482qbwhixg,J. Beck,,5395147225,213,1.72,5395147217,56,Back,5395147223,212,21.2,5395147219,140,24.9,5395147221,141,41.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754040733,409,1,1,38,6,f1h34qp5zbfl489q8vnkhiq9s,1,23.3,37.4,2024-12-01T13:39:42.044Z,2024-12-01T13:39:45Z,7wo1hk736v1xhovvu2t2trw89,Y. Bourhane,,5395147531,212,15.3,5395147529,141,45.7,5395147525,56,Back,5395147533,213,2.76,5395147527,140,9.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754040801,410,1,1,38,10,f1h34qp5zbfl489q8vnkhiq9s,0,9.7,45.7,2024-12-01T13:39:45.453Z,2024-12-01T13:39:50Z,45bcgucg627rhrdgt8tn9hd9m,K. Kristensen,,5395147883,141,71.3,5395147881,140,40.4,5395147887,213,0.50,5395147885,212,36.6,5395147877,155,,5395147889,1,,5395147879,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754040815,294,44,1,38,13,7gkglopz9cjsysn2u6sbhuvc5,1,57.6,29.0,2024-12-01T13:39:49.123Z,2024-12-01T15:12:13Z,8rn42gm9xm3yunk883yan9vdg,B. Clemmensen,,5395147945,286,,5395147943,56,Center,5395148033,233,411,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754040809,411,44,1,38,13,f1h34qp5zbfl489q8vnkhiq9s,0,42.4,71.0,2024-12-01T13:39:49.124Z,2024-12-01T15:12:13Z,bmkwmf5f2ssnw2cq7uga7yd5g,A. Troelsen,,5395147933,285,,5395148055,233,294,5395147931,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754040853,295,1,1,38,14,7gkglopz9cjsysn2u6sbhuvc5,1,54.3,29.4,2024-12-01T13:39:49.701Z,2024-12-01T13:39:51Z,8rn42gm9xm3yunk883yan9vdg,B. Clemmensen,,5395148139,56,Center,5395148153,213,6.08,5395148143,140,64.2,5395148151,212,10.6,5395148133,3,,5395148147,141,26.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754040947,297,1,1,38,16,7gkglopz9cjsysn2u6sbhuvc5,1,64.8,31.8,2024-12-01T13:39:51.421Z,2024-12-01T13:53:32Z,11cna826ls27ahux2w0ckapqt,K. Kusk,1.0,5395148595,56,Center,5395228257,210,15,5395148597,140,88.4,5395148603,213,6.27,5395148601,212,24.8,5395148599,141,31.5,5395228259,154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754040955,298,15,1,38,19,7gkglopz9cjsysn2u6sbhuvc5,1,91.4,35.9,2024-12-01T13:39:54.581Z,2024-12-01T15:56:59Z,7j35sfip0xb51mpa91wzikrh0,O. Øhlenschlæger,,5395227541,20,,5395228289,146,98.6,5395228287,103,9.5,5395228285,102,48.5,5395228309,233,412,5395148643,63,,5395148641,22,,5395228279,55,297,5395148645,56,Center,5395228277,154,,5395228275,29,,5395228291,147,5395937333,78,,47.8,,,,,,,,,,,,,,
2754040985,412,10,1,38,19,f1h34qp5zbfl489q8vnkhiq9s,1,0.7000000000000001,52.7,2024-12-01T13:39:54.681Z,2024-12-01T15:16:51Z,45bcgucg627rhrdgt8tn9hd9m,K. Kristensen,,5395148813,182,,5395148811,178,,5395148817,56,Back,5395228333,233,298,5395148809,173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754041113,299,1,1,38,24,7gkglopz9cjsysn2u6sbhuvc5,1,87.8,8.2,2024-12-01T13:39:59.997Z,2024-12-01T13:40:02Z,139g7ilwvcpl519v3scnweg2d,L. Jensen,,5395149483,212,8.9,5395149481,141,14.9,5395149477,56,Right,5395149485,213,2.61,5395149479,140,80.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754041181,300,1,1,38,27,7gkglopz9cjsysn2u6sbhuvc5,1,78.6,14.9,2024-12-01T13:40:02.653Z,2024-12-01T13:53:44Z,11cna826ls27ahux2w0ckapqt,K. Kusk,,5395149799,141,8.0,5395149803,212,9.2,5395149795,56,Right,5395149797,140,86.1,5395149807,213,5.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754041169,413,43,1,38,30,f1h34qp5zbfl489q8vnkhiq9s,1,0.0,0.0,2024-12-01T13:40:05.221Z,2024-12-01T13:44:36Z,1se7wkenvs4elrapvdw9mdnje,L. Montano,,5395178995,144,8,5395149747,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754041209,301,1,1,38,31,7gkglopz9cjsysn2u6sbhuvc5,1,88.3,9.5,2024-12-01T13:40:06.597Z,2024-12-01T13:40:08Z,139g7ilwvcpl519v3scnweg2d,L. Jensen,,5395149985,140,87.9,5395149995,212,6.0,5395149989,141,18.3,5395149983,56,Right,5395150001,213,1.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754041225,302,1,1,38,32,7gkglopz9cjsysn2u6sbhuvc5,0,87.9,18.3,2024-12-01T13:40:07.862Z,2024-12-01T13:53:51Z,7j35sfip0xb51mpa91wzikrh0,O. Øhlenschlæger,,5395150063,140,87.9,5395150065,141,30.3,5395150067,212,8.2,5395150069,213,1.57,5395150061,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754041297,415,1,1,38,34,f1h34qp5zbfl489q8vnkhiq9s,1,10.6,65.9,2024-12-01T13:40:10.164Z,2024-12-01T13:40:11Z,eas91my7qw7etoha5plxfk9yi,J. Mortensen,,5395150393,212,15.0,5395150391,141,74.0,5395150387,56,Back,5395150395,213,0.38,5395150389,140,23.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754041321,416,1,1,38,36,f1h34qp5zbfl489q8vnkhiq9s,1,23.8,74.0,2024-12-01T13:40:11.620Z,2024-12-01T13:40:27Z,ate1ymumg2iwzn8uyyf3ts222,A. Lausen,1.0,5395150509,212,12.6,5395152251,210,13,5395150507,141,55.7,5395150505,140,25.6,5395150511,213,4.86,5395150503,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754041347,303,45,1,38,37,7gkglopz9cjsysn2u6sbhuvc5,0,64.8,35.5,2024-12-01T13:40:12.669Z,2024-12-01T15:11:59Z,9l89n30nejpn2u22ygvchwnze,L. Steffensen,,5395150735,233,417,5395150615,56,Center,5395150903,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754041329,417,3,1,38,37,f1h34qp5zbfl489q8vnkhiq9s,1,35.2,64.5,2024-12-01T13:40:12.669Z,2024-12-01T15:11:59Z,6hmsrr08cllpl4iumu92zskbt,L. From,,5395150777,286,,5395150645,233,303,5395150541,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754041511,418,13,1,38,44,f1h34qp5zbfl489q8vnkhiq9s,1,84.3,37.4,2024-12-01T13:40:20.124Z,2024-12-01T13:47:27Z,6hmsrr08cllpl4iumu92zskbt,L. From,,5395151931,20,,5395152309,102,42.5,5395197377,23,,5395152305,55,416,5395152315,230,98.5,5395152317,231,49.5,5395152311,103,20.8,5395152301,84,,5395152313,215,,5395152303,29,,5395151497,17,,5395151499,56,,,,Center,,,,,,,,,,,,,,
2754041549,304,5,1,38,46,7gkglopz9cjsysn2u6sbhuvc5,1,-0.6000000000000001,58.2,2024-12-01T13:40:21.366Z,2024-12-01T13:40:24Z,5hr1cb6e6xb3eyjnau7w4825l,R. Thellufsen,,5395151673,346,,5395151669,56,Back,5395151763,233,419,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754041535,419,5,1,38,46,f1h34qp5zbfl489q8vnkhiq9s,0,100.6,41.8,2024-12-01T13:40:21.366Z,2024-12-01T15:14:35Z,6hmsrr08cllpl4iumu92zskbt,L. From,,5395151621,346,,5395151795,233,304,5395151617,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754042403,305,1,1,39,25,7gkglopz9cjsysn2u6sbhuvc5,0,4.1,53.6,2024-12-01T13:41:00.694Z,2024-12-01T13:41:04Z,64vlnkuqfh7rnymg8qku8amwa,L. Schulz,,5395156177,1,,5395156175,213,0.17,5395156165,124,,5395156167,56,Center,5395156171,141,68.2,5395156181,74,,5395156169,140,58.6,5395156173,212,58.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754042429,420,44,1,39,27,f1h34qp5zbfl489q8vnkhiq9s,1,42.0,31.8,2024-12-01T13:41:03.093Z,2024-12-01T15:12:14Z,7wo1hk736v1xhovvu2t2trw89,Y. Bourhane,,5395156363,233,306,5395156293,56,Back,5395156295,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754042421,306,44,1,39,27,7gkglopz9cjsysn2u6sbhuvc5,0,58.0,68.2,2024-12-01T13:41:03.094Z,2024-12-01T15:12:14Z,ju24rgwcctj5yizl54o91gfe,S. Borgelin,,5395156257,286,,5395156255,56,Center,5395156429,233,420,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754042471,421,1,1,39,28,f1h34qp5zbfl489q8vnkhiq9s,1,42.9,31.6,2024-12-01T13:41:03.821Z,2024-12-01T13:47:18Z,7wo1hk736v1xhovvu2t2trw89,Y. Bourhane,,5395156513,56,Back,5395156515,140,31.0,5395156517,141,50.7,5395156519,212,18.0,5395156521,213,2.34,5395156509,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754042487,422,1,1,39,30,f1h34qp5zbfl489q8vnkhiq9s,0,31.0,50.7,2024-12-01T13:41:05.733Z,2024-12-01T13:41:06Z,839pm7rmjp6q1bt52f7ek9vys,J. Meyer,,5395156609,56,Center,5395156617,213,0.41,5395156615,212,28.7,5395156607,3,,5395156611,140,56.0,5395156613,141,67.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754042551,307,50,1,39,33,7gkglopz9cjsysn2u6sbhuvc5,1,57.2,29.1,2024-12-01T13:41:08.324Z,2024-12-01T15:11:50Z,139g7ilwvcpl519v3scnweg2d,L. Jensen,,5395157209,233,423,5395156943,286,,5395156941,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754042581,423,7,1,39,33,f1h34qp5zbfl489q8vnkhiq9s,1,42.8,70.9,2024-12-01T13:41:08.325Z,2024-12-01T15:11:49Z,ate1ymumg2iwzn8uyyf3ts222,A. Lausen,,5395157085,56,Back,5395157087,285,,5395157193,233,307,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754042791,425,1,1,39,42,f1h34qp5zbfl489q8vnkhiq9s,1,34.4,83.4,2024-12-01T13:41:17.414Z,2024-12-01T13:41:20Z,1se7wkenvs4elrapvdw9mdnje,L. Montano,,5395158083,213,3.89,5395158081,212,16.5,5395158077,140,22.9,5395158075,56,Back,5395158079,141,66.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754042871,426,1,1,39,45,f1h34qp5zbfl489q8vnkhiq9s,1,23.0,62.4,2024-12-01T13:41:20.253Z,2024-12-01T13:41:24Z,839pm7rmjp6q1bt52f7ek9vys,J. Meyer,,5395158521,140,38.8,5395158537,213,6.18,5395158515,56,Back,5395158527,141,59.9,5395158533,212,16.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754042947,427,1,1,39,49,f1h34qp5zbfl489q8vnkhiq9s,1,33.0,48.2,2024-12-01T13:41:24.789Z,2024-12-01T13:41:28Z,7wo1hk736v1xhovvu2t2trw89,Y. Bourhane,,5395158915,56,Back,5395158917,140,38.3,5395158923,213,4.98,5395158919,141,18.8,5395158921,212,20.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754043013,428,1,1,39,53,f1h34qp5zbfl489q8vnkhiq9s,0,45.2,18.5,2024-12-01T13:41:28.798Z,2024-12-01T13:41:32Z,aqc0qritba195wf770gyd1149,A. Skipper,,5395159233,141,46.9,5395159227,56,Center,5395159231,140,79.1,5395159237,213,0.50,5395159235,212,40.5,5395159223,155,,5395159239,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754043023,308,8,1,39,57,7gkglopz9cjsysn2u6sbhuvc5,1,21.3,56.9,2024-12-01T13:41:32.447Z,2024-12-01T13:41:33Z,9l89n30nejpn2u22ygvchwnze,L. Steffensen,,5395159285,15,,5395159273,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754043077,309,1,1,39,58,7gkglopz9cjsysn2u6sbhuvc5,1,24.3,62.0,2024-12-01T13:41:34.030Z,2024-12-01T13:41:36Z,5hr1cb6e6xb3eyjnau7w4825l,R. Thellufsen,,5395159555,213,2.97,5395159549,140,11.9,5395159553,212,13.2,5395159551,141,65.4,5395159547,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754043093,311,1,1,40,1,7gkglopz9cjsysn2u6sbhuvc5,1,11.9,65.4,2024-12-01T13:41:36.278Z,2024-12-01T13:41:37Z,oywgthoxa153nf48la1j8v10,M. Lauritsen,,5395159635,212,13.9,5395159637,213,1.30,5395159633,141,85.1,5395159631,140,15.5,5395159629,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754043119,312,1,1,40,2,7gkglopz9cjsysn2u6sbhuvc5,1,15.5,85.1,2024-12-01T13:41:37.438Z,2024-12-01T13:41:40Z,bvw5oc4c040ey5dt5wn0choiy,G. Mortensen,,5395159821,155,,5395159823,56,Back,5395159831,213,5.49,5395159829,212,17.3,5395159827,141,67.0,5395159825,140,27.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754043167,313,1,1,40,4,7gkglopz9cjsysn2u6sbhuvc5,1,30.2,68.7,2024-12-01T13:41:39.863Z,2024-12-01T13:41:42Z,7j35sfip0xb51mpa91wzikrh0,O. Øhlenschlæger,,5395160047,140,33.6,5395160045,56,Back,5395160051,212,10.7,5395160049,141,83.6,5395160053,213,1.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754043323,314,1,1,40,7,7gkglopz9cjsysn2u6sbhuvc5,1,55.9,88.3,2024-12-01T13:41:42.463Z,2024-12-01T13:41:53Z,egwhlgopjtjkop7ozy7ltk1cl,F. Børsting,,5395160889,56,Center,5395160891,140,68.8,5395160897,213,5.55,5395160895,212,18.3,5395160893,141,70.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754043841,317,3,1,40,13,7gkglopz9cjsysn2u6sbhuvc5,0,88.2,70.1,2024-12-01T13:41:48.581Z,2024-12-01T15:11:50Z,ju24rgwcctj5yizl54o91gfe,S. Borgelin,,5395163385,56,Center,5395163387,286,,5395177885,233,429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754043247,429,7,1,40,13,f1h34qp5zbfl489q8vnkhiq9s,0,11.8,29.9,2024-12-01T13:41:48.582Z,2024-12-01T15:11:50Z,eas91my7qw7etoha5plxfk9yi,J. Mortensen,,5395177813,285,,5395177811,56,Back,5395177853,233,317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754043333,315,61,1,40,17,7gkglopz9cjsysn2u6sbhuvc5,1,91.7,69.3,2024-12-01T13:41:52.942Z,2024-12-01T13:43:52Z,ju24rgwcctj5yizl54o91gfe,S. Borgelin,,5395160951,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754043355,316,5,1,40,18,7gkglopz9cjsysn2u6sbhuvc5,0,100.4,61.8,2024-12-01T13:41:53.806Z,2024-12-01T15:14:36Z,ju24rgwcctj5yizl54o91gfe,S. Borgelin,,5395161061,346,,5395164505,233,430,5395161055,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754044043,430,5,1,40,18,f1h34qp5zbfl489q8vnkhiq9s,1,-0.4,38.2,2024-12-01T13:41:53.806Z,2024-12-01T15:14:36Z,eas91my7qw7etoha5plxfk9yi,J. Mortensen,,5395164441,233,316,5395164383,346,,5395164381,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754044165,431,1,1,40,50,f1h34qp5zbfl489q8vnkhiq9s,1,4.2,46.1,2024-12-01T13:42:25.214Z,2024-12-01T13:42:28Z,45bcgucg627rhrdgt8tn9hd9m,K. Kristensen,,5395165009,213,6.20,5395165005,141,38.6,5395165007,212,58.3,5395165015,74,,5395165011,1,,5395165001,56,Center,5395164997,124,,5395165003,140,59.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754044177,432,44,1,40,53,f1h34qp5zbfl489q8vnkhiq9s,1,61.6,35.3,2024-12-01T13:42:28.350Z,2024-12-01T13:42:32Z,4jve632xnmqujh4ioaxpaovai,T. Freriks,,5395165037,286,,5395165035,56,Center,5395165097,233,318,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754044175,318,44,1,40,53,7gkglopz9cjsysn2u6sbhuvc5,0,38.4,64.7,2024-12-01T13:42:28.351Z,2024-12-01T13:42:33Z,9l89n30nejpn2u22ygvchwnze,L. Steffensen,,5395165033,285,,5395165115,233,432,5395165031,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754044251,433,1,1,40,53,f1h34qp5zbfl489q8vnkhiq9s,0,59.5,38.6,2024-12-01T13:42:28.847Z,2024-12-01T13:42:33Z,4jve632xnmqujh4ioaxpaovai,T. Freriks,,5395165525,213,0.04,5395165523,212,14.4,5395165513,3,,5395165517,56,Center,5395165515,168,,5395165519,140,73.2,5395165521,141,39.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754044247,319,1,1,40,56,7gkglopz9cjsysn2u6sbhuvc5,0,34.1,70.3,2024-12-01T13:42:31.543Z,2024-12-01T13:42:51Z,oywgthoxa153nf48la1j8v10,M. Lauritsen,,5395165483,141,77.3,5395165481,140,20.9,5395165485,212,14.7,5395165487,213,2.81,5395165477,157,,5395165479,56,Back,5395165489,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
