id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/8/value,qualifier/13/value,qualifier/14/value,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value
2812056577,453,1,1,42,2,dbl7ir1qugqz8nvp1vzn8im50,1,62.8,45.4,2025-05-09T17:13:44.636Z,2025-05-09T17:13:49Z,2uw6m0yavlvkkiob73hoywb56,G. Grubbe,,,5712380841,212,12.6,5712380839,141,37.3,5712380837,140,52.0,5712380835,56,Center,5712380843,213,3.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812056615,454,1,1,42,6,dbl7ir1qugqz8nvp1vzn8im50,1,52.0,37.3,2025-05-09T17:13:49.427Z,2025-05-09T17:13:52Z,auk14ut8cwaqop549u2zmfgt1,N. Bürgy,,,5712381007,56,Back,5712381011,141,68.8,5712381015,213,1.75,5712381013,212,21.8,5712381009,140,48.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812056631,455,1,1,42,10,dbl7ir1qugqz8nvp1vzn8im50,1,48.2,68.8,2025-05-09T17:13:52.755Z,2025-05-09T17:13:53Z,ev2s21ogvpjtata4fndi868ve,J. Gomez,,,5712381077,213,6.28,5712381069,56,Center,5712381073,141,68.7,5712381071,140,60.4,5712381075,212,12.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812056649,456,1,1,42,11,dbl7ir1qugqz8nvp1vzn8im50,1,60.4,68.7,2025-05-09T17:13:53.795Z,2025-05-09T17:13:55Z,15jhbyn4wsbd865fd9djcwaok,W. Martin,,,5712381159,140,51.9,5712381165,213,3.57,5712381163,212,9.8,5712381157,56,Center,5712381161,141,62.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812056661,457,1,1,42,12,dbl7ir1qugqz8nvp1vzn8im50,1,51.9,62.7,2025-05-09T17:13:54.843Z,2025-05-09T17:13:57Z,wha77a8wm7jyn32743y0w79x,T. Trybull,,,5712381221,141,73.6,5712381217,56,Center,5712381225,213,0.83,5712381219,140,58.3,5712381223,212,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812056681,458,1,1,42,14,dbl7ir1qugqz8nvp1vzn8im50,1,58.3,73.6,2025-05-09T17:13:57.395Z,2025-05-09T17:13:59Z,15jhbyn4wsbd865fd9djcwaok,W. Martin,,,5712381319,140,62.2,5712381325,213,1.27,5712381317,56,Left,5712381321,141,92.7,5712381323,212,13.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812056709,459,1,1,42,16,dbl7ir1qugqz8nvp1vzn8im50,1,62.2,92.7,2025-05-09T17:13:59.171Z,2025-05-09T17:14:03Z,bxamae8lo647u6k3kruigir8q,A. Sørensen,,,5712381533,141,76.0,5712381537,213,4.16,5712381529,56,Center,5712381535,212,13.4,5712381531,140,55.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812056723,460,1,1,42,20,dbl7ir1qugqz8nvp1vzn8im50,0,55.6,75.9,2025-05-09T17:14:02.828Z,2025-05-09T17:14:05Z,wha77a8wm7jyn32743y0w79x,T. Trybull,,,5712381591,56,Center,5712381589,155,,5712381595,141,51.5,5712381597,212,40.2,5712381601,1,,5712381593,140,90.5,5712381599,213,5.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812056823,341,1,1,42,25,a9vw7ikerpr4cuweeeka5aneg,1,3.3,50.9,2025-05-09T17:14:07.678Z,2025-05-09T17:14:17Z,2h94np282g0qtzal1czznequi,A. Hoff,,,5712382189,141,77.6,5712382183,123,,5712382191,212,22.7,5712382187,140,16.3,5712382185,56,Back,5712382193,213,0.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812056855,342,1,1,42,34,a9vw7ikerpr4cuweeeka5aneg,1,31.8,90.6,2025-05-09T17:14:17.134Z,2025-05-09T17:14:20Z,eso2tbbpnxu9qvx6zy07m5jx0,J. Madsen,,,5712382391,56,Back,5712382403,213,4.43,5712382397,140,26.0,5712382401,212,21.7,5712382399,141,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812056879,343,1,1,42,37,a9vw7ikerpr4cuweeeka5aneg,1,26.0,60.0,2025-05-09T17:14:19.943Z,2025-05-09T17:14:21Z,4i0jiisff5k1efcgf27skpqfo,F. Roslyng,,,5712382493,141,31.3,5712382497,213,4.63,5712382495,212,19.6,5712382487,56,Back,5712382491,140,24.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812056909,344,1,1,42,38,a9vw7ikerpr4cuweeeka5aneg,1,24.4,31.3,2025-05-09T17:14:21.030Z,2025-05-09T17:14:23Z,4lxxyqy78jkglhv2w6crzcnsa,O. Kolskogen,,,5712382685,213,5.36,5712382673,140,35.0,5712382669,56,Back,5712382677,141,9.8,5712382681,212,18.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812056925,345,1,1,42,40,a9vw7ikerpr4cuweeeka5aneg,1,35.0,9.8,2025-05-09T17:14:23.430Z,2025-05-09T17:14:25Z,6qko3f8w2ap9ynbuq2g55i5n8,S. Doua,,,5712382757,213,0.90,5712382753,141,20.4,5712382751,140,40.5,5712382755,212,9.2,5712382749,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812056935,346,1,1,42,42,a9vw7ikerpr4cuweeeka5aneg,1,40.5,20.4,2025-05-09T17:14:24.918Z,2025-05-09T17:14:26Z,6k7khwtkxpem9z17bl5rrf2p6,E. Frederiksen,,,5712382791,56,Back,5712382795,141,14.9,5712382797,212,17.6,5712382827,156,,5712382799,213,3.36,5712382793,140,24.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812056999,347,1,1,42,44,a9vw7ikerpr4cuweeeka5aneg,1,28.7,16.8,2025-05-09T17:14:27.462Z,2025-05-09T17:14:31Z,4lxxyqy78jkglhv2w6crzcnsa,O. Kolskogen,,,5712383109,141,40.4,5712383103,56,Back,5712383115,213,2.47,5712383113,212,25.9,5712383107,140,9.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812057011,348,1,1,42,49,a9vw7ikerpr4cuweeeka5aneg,1,9.3,40.4,2025-05-09T17:14:31.550Z,2025-05-09T17:14:33Z,2h94np282g0qtzal1czznequi,A. Hoff,,,5712383163,213,1.22,5712383159,141,54.5,5712383157,140,12.6,5712383155,56,Back,5712383161,212,10.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812057043,349,1,1,42,50,a9vw7ikerpr4cuweeeka5aneg,1,12.6,54.5,2025-05-09T17:14:33.166Z,2025-05-09T17:14:35Z,4i0jiisff5k1efcgf27skpqfo,F. Roslyng,,,5712383321,140,23.8,5712383325,212,16.8,5712383319,56,Back,5712383327,213,5.49,5712383323,141,36.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812057049,350,1,1,42,52,a9vw7ikerpr4cuweeeka5aneg,1,23.8,36.9,2025-05-09T17:14:35.189Z,2025-05-09T17:14:36Z,9dh7cnu4uzbraeck0t5iqlj4k,A. Herdonsson,,,5712383341,140,11.0,5712383339,56,Back,5712383345,212,13.5,5712383347,213,3.06,5712383371,156,,5712383343,141,38.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812057127,351,1,1,42,54,a9vw7ikerpr4cuweeeka5aneg,1,11.0,38.6,2025-05-09T17:14:37.350Z,2025-05-09T17:14:42Z,2h94np282g0qtzal1czznequi,A. Hoff,,,5712383821,140,39.6,5712383817,157,,5712383825,212,30.3,5712383819,56,Back,5712383827,213,6.15,5712383829,1,,5712383823,141,32.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812057187,352,1,1,42,59,a9vw7ikerpr4cuweeeka5aneg,1,43.2,41.2,2025-05-09T17:14:42.286Z,2025-05-09T17:14:47Z,3epwf56ozg73hueacwmckk0r9,S. Pingel,,,5712384111,56,Back,5712384119,212,26.6,5712384123,213,1.52,5712384113,140,44.6,5712384115,141,80.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812057225,353,1,1,43,4,a9vw7ikerpr4cuweeeka5aneg,1,67.7,89.7,2025-05-09T17:14:47.327Z,2025-05-09T17:14:49Z,eso2tbbpnxu9qvx6zy07m5jx0,J. Madsen,,,5712384311,213,4.04,5712384307,141,71.4,5712384309,212,15.9,5712384305,140,58.2,5712384303,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812057241,354,1,1,43,7,a9vw7ikerpr4cuweeeka5aneg,1,58.2,71.4,2025-05-09T17:14:49.683Z,2025-05-09T17:14:50Z,dfxs5u8rdcxhzp33aks3acdn8,K. Lusavec,,,5712384375,141,56.4,5712384379,213,5.43,5712384373,140,66.7,5712384371,56,Center,5712384377,212,13.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812057255,355,1,1,43,8,a9vw7ikerpr4cuweeeka5aneg,1,66.7,56.4,2025-05-09T17:14:50.782Z,2025-05-09T17:14:51Z,6k7khwtkxpem9z17bl5rrf2p6,E. Frederiksen,,,5712384415,56,Center,5712384423,213,4.24,5712384427,156,,5712384419,141,45.1,5712384421,212,8.6,5712384417,140,63.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812057287,356,1,1,43,9,a9vw7ikerpr4cuweeeka5aneg,0,63.0,45.1,2025-05-09T17:14:52.222Z,2025-05-09T17:14:54Z,9dh7cnu4uzbraeck0t5iqlj4k,A. Herdonsson,,,5712384571,140,92.3,5712384577,213,0.24,5712384569,56,Center,5712384573,141,56.4,5712384575,212,31.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812057413,462,1,1,43,21,dbl7ir1qugqz8nvp1vzn8im50,0,12.0,45.7,2025-05-09T17:15:03.636Z,2025-05-09T17:15:09Z,2g019dl7zougqjo7usig0rf11,M. Hansen,,,5712385197,213,6.10,5712385193,141,27.7,5712385199,1,,5712385191,140,73.8,5712385187,199,,5712385195,212,66.0,5712385189,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812057471,357,1,1,43,26,a9vw7ikerpr4cuweeeka5aneg,0,29.5,73.6,2025-05-09T17:15:08.918Z,2025-05-09T17:18:00Z,bdz03qovxerzrv12lgljae1p0,C. Tapé,,,5712385585,3,,5712385593,212,26.3,5712385589,140,28.9,5712385595,213,4.69,5712385587,56,Back,5712385591,141,34.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812057455,463,1,1,43,29,dbl7ir1qugqz8nvp1vzn8im50,0,67.5,55.8,2025-05-09T17:15:12.036Z,2025-05-09T17:17:07Z,axyrfq1u8nwcj2ss5498u8qhg,L. Kjerrumgaard,,,5712385481,212,6.5,5712385485,213,1.36,5712385479,141,65.2,5712385473,56,Center,5712385475,140,68.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812057481,358,8,1,43,32,a9vw7ikerpr4cuweeeka5aneg,1,31.3,16.2,2025-05-09T17:15:15.047Z,2025-05-09T17:15:15Z,9dh7cnu4uzbraeck0t5iqlj4k,A. Herdonsson,,,5712385625,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812057591,360,1,1,43,35,a9vw7ikerpr4cuweeeka5aneg,1,32.3,16.2,2025-05-09T17:15:17.502Z,2025-05-09T17:15:25Z,6qko3f8w2ap9ynbuq2g55i5n8,S. Doua,,,5712386179,212,27.8,5712386175,140,9.5,5712386173,56,Back,5712386181,213,2.61,5712386177,141,37.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812057617,361,1,1,43,42,a9vw7ikerpr4cuweeeka5aneg,1,14.5,39.2,2025-05-09T17:15:24.903Z,2025-05-09T17:15:28Z,2h94np282g0qtzal1czznequi,A. Hoff,,,5712386311,155,,5712386315,140,32.4,5712386317,141,8.5,5712386321,213,5.45,5712386313,56,Back,5712386319,212,28.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812057663,362,1,1,43,45,a9vw7ikerpr4cuweeeka5aneg,1,34.5,8.6,2025-05-09T17:15:27.775Z,2025-05-09T17:15:31Z,6qko3f8w2ap9ynbuq2g55i5n8,S. Doua,,,5712386535,56,Back,5712386543,213,2.42,5712386533,3,,5712386539,141,19.7,5712386541,212,11.4,5712386537,140,26.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812057691,363,1,1,43,48,a9vw7ikerpr4cuweeeka5aneg,0,26.7,19.5,2025-05-09T17:15:31.070Z,2025-05-09T17:15:33Z,4lxxyqy78jkglhv2w6crzcnsa,O. Kolskogen,,,5712386675,140,35.1,5712386679,212,12.0,5712386673,56,Back,5712386671,155,,5712386681,213,0.75,5712386677,141,31.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812057745,464,1,1,43,53,dbl7ir1qugqz8nvp1vzn8im50,1,56.0,58.7,2025-05-09T17:15:35.996Z,2025-05-09T17:17:47Z,2uw6m0yavlvkkiob73hoywb56,G. Grubbe,,,5712386935,141,49.4,5712386929,3,,5712386931,56,Center,5712386933,140,53.4,5712386939,213,4.30,5712386937,212,6.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812057765,465,1,1,43,54,dbl7ir1qugqz8nvp1vzn8im50,1,53.4,49.4,2025-05-09T17:15:37.292Z,2025-05-09T17:17:37Z,wha77a8wm7jyn32743y0w79x,T. Trybull,,,5712393261,155,,5712387045,141,46.0,5712387041,56,Center,5712387049,213,5.34,5712387043,140,55.0,5712387047,212,2.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812057773,466,61,1,43,55,dbl7ir1qugqz8nvp1vzn8im50,0,55.0,46.0,2025-05-09T17:15:38.036Z,2025-05-09T17:17:59Z,2uw6m0yavlvkkiob73hoywb56,G. Grubbe,,,5712387077,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812057819,467,83,1,44,0,dbl7ir1qugqz8nvp1vzn8im50,0,33.7,25.3,2025-05-09T17:15:42.517Z,2025-05-09T17:18:11Z,2uw6m0yavlvkkiob73hoywb56,G. Grubbe,,,5712388847,399,81w1fqi66z0ibawynhraybaxg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812057821,468,43,1,44,0,dbl7ir1qugqz8nvp1vzn8im50,1,0.0,0.0,2025-05-09T17:15:42.544Z,2025-05-09T17:16:04Z,2uw6m0yavlvkkiob73hoywb56,G. Grubbe,,,5712387311,56,Back,5712388611,144,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812057829,364,1,1,44,0,a9vw7ikerpr4cuweeeka5aneg,0,63.5,52.4,2025-05-09T17:15:42.791Z,2025-05-09T17:15:43Z,81w1fqi66z0ibawynhraybaxg,S. Ngabo,,,5712387371,141,36.0,5712387367,56,Center,5712387375,213,5.03,5712387373,212,11.7,5712387369,140,67.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812057925,470,1,1,44,4,dbl7ir1qugqz8nvp1vzn8im50,1,46.2,69.4,2025-05-09T17:15:46.932Z,2025-05-09T17:15:53Z,bxamae8lo647u6k3kruigir8q,A. Sørensen,,,5712387887,141,90.6,5712387891,213,0.67,5712387889,212,23.1,5712387883,56,Left,5712387885,140,63.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812057991,471,1,1,44,13,dbl7ir1qugqz8nvp1vzn8im50,1,67.3,87.5,2025-05-09T17:15:55.724Z,2025-05-09T17:15:59Z,1mml4inucvyomv1dcog3c1pt5,N. Mickelson,,,5712388201,140,65.5,5712388205,212,6.0,5712388199,56,Left,5712388207,213,4.39,5712388203,141,79.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812057999,472,3,1,44,16,dbl7ir1qugqz8nvp1vzn8im50,0,69.2,78.7,2025-05-09T17:15:58.885Z,2025-05-09T18:42:49Z,15jhbyn4wsbd865fd9djcwaok,W. Martin,,,5712388509,233,365,5712388243,56,Center,5712388245,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812058031,365,7,1,44,16,a9vw7ikerpr4cuweeeka5aneg,1,30.8,21.3,2025-05-09T17:15:58.886Z,2025-05-09T18:42:49Z,6qko3f8w2ap9ynbuq2g55i5n8,S. Doua,,,5712388397,56,Back,5712388495,233,472,5712388399,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812058097,367,1,1,44,19,a9vw7ikerpr4cuweeeka5aneg,1,25.6,24.0,2025-05-09T17:16:02.152Z,2025-05-09T17:16:07Z,6k7khwtkxpem9z17bl5rrf2p6,E. Frederiksen,,,5712388755,141,36.3,5712388747,56,Back,5712388751,140,37.1,5712388763,213,0.61,5712388759,212,14.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812058109,368,1,1,44,25,a9vw7ikerpr4cuweeeka5aneg,1,41.1,33.3,2025-05-09T17:16:07.584Z,2025-05-09T17:16:14Z,81w1fqi66z0ibawynhraybaxg,S. Ngabo,,,5712388829,213,5.03,5712388825,141,19.7,5712388823,140,44.0,5712388821,56,Back,5712388827,212,9.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812058205,369,1,1,44,32,a9vw7ikerpr4cuweeeka5aneg,1,39.8,8.5,2025-05-09T17:16:14.607Z,2025-05-09T17:16:17Z,6k7khwtkxpem9z17bl5rrf2p6,E. Frederiksen,,,5712389269,140,30.9,5712389275,213,2.37,5712389273,212,13.0,5712389267,56,Back,5712389271,141,21.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812058223,370,1,1,44,34,a9vw7ikerpr4cuweeeka5aneg,1,30.9,21.8,2025-05-09T17:16:16.863Z,2025-05-09T17:16:18Z,4lxxyqy78jkglhv2w6crzcnsa,O. Kolskogen,,,5712389329,140,31.4,5712389333,212,20.3,5712389335,213,1.54,5712389327,56,Back,5712389331,141,51.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812058263,371,1,1,44,36,a9vw7ikerpr4cuweeeka5aneg,1,31.4,56.9,2025-05-09T17:16:18.760Z,2025-05-09T17:16:22Z,4i0jiisff5k1efcgf27skpqfo,F. Roslyng,,,5712389557,56,Back,5712389561,141,90.6,5712389559,140,35.3,5712389563,212,23.3,5712389565,213,1.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812058285,372,1,1,44,39,a9vw7ikerpr4cuweeeka5aneg,1,36.2,78.7,2025-05-09T17:16:22.429Z,2025-05-09T17:16:24Z,eso2tbbpnxu9qvx6zy07m5jx0,J. Madsen,,,5712389657,212,12.7,5712389647,140,31.7,5712389651,141,61.4,5712389661,213,4.33,5712389643,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812058345,373,1,1,44,41,a9vw7ikerpr4cuweeeka5aneg,1,31.7,61.4,2025-05-09T17:16:24.055Z,2025-05-09T17:16:29Z,dfxs5u8rdcxhzp33aks3acdn8,K. Lusavec,,,5712389993,140,43.7,5712389999,213,6.00,5712389997,212,13.1,5712389995,141,56.0,5712389991,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812058321,473,83,1,44,44,dbl7ir1qugqz8nvp1vzn8im50,0,62.6,40.1,2025-05-09T17:16:27.109Z,2025-05-09T17:16:30Z,wha77a8wm7jyn32743y0w79x,T. Trybull,,,5712390065,399,eso2tbbpnxu9qvx6zy07m5jx0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812058351,374,1,1,44,46,a9vw7ikerpr4cuweeeka5aneg,1,38.2,40.7,2025-05-09T17:16:28.919Z,2025-05-09T17:16:31Z,eso2tbbpnxu9qvx6zy07m5jx0,J. Madsen,,,5712390027,141,26.7,5712390031,213,5.90,5712390029,212,25.5,5712390025,140,60.7,5712390023,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812058377,375,1,1,44,48,a9vw7ikerpr4cuweeeka5aneg,1,61.9,26.5,2025-05-09T17:16:30.904Z,2025-05-09T17:16:33Z,6k7khwtkxpem9z17bl5rrf2p6,E. Frederiksen,,,5712390189,140,61.1,5712390193,212,14.4,5712390195,213,1.63,5712390191,141,47.6,5712390187,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812058381,376,50,1,44,50,a9vw7ikerpr4cuweeeka5aneg,1,60.5,43.0,2025-05-09T17:16:33.280Z,2025-05-09T18:42:50Z,9dh7cnu4uzbraeck0t5iqlj4k,A. Herdonsson,,,5712390211,56,Center,5712390339,233,474,5712390213,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812058391,474,7,1,44,50,dbl7ir1qugqz8nvp1vzn8im50,1,39.5,57.0,2025-05-09T17:16:33.281Z,2025-05-09T18:42:50Z,wha77a8wm7jyn32743y0w79x,T. Trybull,,,5712390271,285,,5712390299,233,376,5712390269,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812058415,476,1,1,44,52,dbl7ir1qugqz8nvp1vzn8im50,1,42.0,66.6,2025-05-09T17:16:34.623Z,2025-05-09T17:16:36Z,15jhbyn4wsbd865fd9djcwaok,W. Martin,,,5712390379,141,36.1,5712390381,212,23.6,5712390377,140,31.2,5712390383,213,4.21,5712390375,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812058469,477,1,1,44,53,dbl7ir1qugqz8nvp1vzn8im50,1,31.2,36.1,2025-05-09T17:16:36.197Z,2025-05-09T17:16:40Z,2uw6m0yavlvkkiob73hoywb56,G. Grubbe,,,5712390687,141,15.3,5712390691,213,5.56,5712390683,56,Back,5712390689,212,21.3,5712390685,140,46.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812058475,478,4,1,44,57,dbl7ir1qugqz8nvp1vzn8im50,1,46.3,21.4,2025-05-09T17:16:40.422Z,2025-05-09T17:16:46Z,5wmik73cqursg7sv3w14ue5pm,L. Deedson,,,5712390843,152,,5712390847,286,,5712390853,233,377,5712390845,265,,5712390839,13,,5712390841,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812058465,377,4,1,44,57,a9vw7ikerpr4cuweeeka5aneg,0,53.7,78.6,2025-05-09T17:16:40.423Z,2025-05-09T20:27:47Z,bdz03qovxerzrv12lgljae1p0,C. Tapé,,,5712390905,233,478,5712390827,285,,5712390823,152,,5713401013,55,789,5712390817,13,,5712390825,265,,5712390819,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812058829,378,70,1,44,59,a9vw7ikerpr4cuweeeka5aneg,1,0.0,0.0,2025-05-09T17:16:41.474Z,2025-05-09T17:17:26Z,,,,,5712392681,277,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812242143,789,17,1,45,6,a9vw7ikerpr4cuweeeka5aneg,1,0.0,0.0,2025-05-09T17:16:48.474Z,2025-05-09T20:27:47Z,bdz03qovxerzrv12lgljae1p0,C. Tapé,,,5713400961,393,,5713400963,13,243,5713400965,55,377,5713400959,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812058787,479,1,1,45,35,dbl7ir1qugqz8nvp1vzn8im50,1,59.9,12.9,2025-05-09T17:17:17.981Z,2025-05-09T17:17:21Z,e42jh6bbwn4aybdnysonrvutx,L. Owusu,,,5712392455,141,17.1,5712392443,152,,5712392447,56,Back,5712392451,140,41.9,5712392459,212,19.1,5712392463,213,2.99,5712392439,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812058837,379,30,1,45,38,a9vw7ikerpr4cuweeeka5aneg,1,0.0,0.0,2025-05-09T17:17:21.110Z,2025-05-09T17:17:26Z,,,,,5712392707,57,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812058793,480,30,1,45,38,dbl7ir1qugqz8nvp1vzn8im50,1,0.0,0.0,2025-05-09T17:17:21.110Z,2025-05-09T17:17:21Z,,,,,5712392499,57,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812066237,383,32,2,45,0,a9vw7ikerpr4cuweeeka5aneg,1,0.0,0.0,2025-05-09T17:33:20.770Z,2025-05-09T17:33:22Z,,,,,5712434395,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812066227,484,32,2,45,0,dbl7ir1qugqz8nvp1vzn8im50,1,0.0,0.0,2025-05-09T17:33:20.770Z,2025-05-09T17:33:21Z,,,,,5712434377,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812066255,485,1,2,45,0,dbl7ir1qugqz8nvp1vzn8im50,1,49.7,50.1,2025-05-09T17:33:20.771Z,2025-05-09T17:33:24Z,2uw6m0yavlvkkiob73hoywb56,G. Grubbe,,,5712434567,212,19.5,5712434563,140,33.2,5712434569,213,3.62,5712434561,56,Back,5712434571,279,S,5712434565,141,36.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812066293,486,1,2,45,3,dbl7ir1qugqz8nvp1vzn8im50,1,32.2,37.3,2025-05-09T17:33:23.888Z,2025-05-09T17:33:28Z,auk14ut8cwaqop549u2zmfgt1,N. Bürgy,,,5712434807,212,18.0,5712434801,56,Back,5712434805,141,62.9,5712434809,213,1.31,5712434803,140,36.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
