id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,assist,keyPass,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/9/value,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value
2707223809,413,1,1,41,20,bd4qakf7j0wwie8wke9km7uj8,1,99.5,99.5,2024-08-10T12:41:25.647Z,2024-08-10T12:50:16Z,7h02v4ymnko5fh01iylbh34es,R. Arabaci,,,5139013611,213,3.85,5139013603,56,Left,5139049849,189,,5139013609,212,11.3,5139013605,140,91.3,5139013601,6,,5139013607,141,88.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707223829,414,1,1,41,25,bd4qakf7j0wwie8wke9km7uj8,1,91.3,88.7,2024-08-10T12:41:30.798Z,2024-08-10T12:41:32Z,1el3mu4rgcx8tebrawgfvynf8,S. Baskaya,,,5139013719,213,2.87,5139013715,141,94.1,5139013711,56,Left,5139013717,212,13.9,5139013713,140,78.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707223873,415,1,1,41,29,bd4qakf7j0wwie8wke9km7uj8,0,80.2,93.6,2024-08-10T12:41:35.079Z,2024-08-10T12:50:27Z,7h02v4ymnko5fh01iylbh34es,R. Arabaci,,,5139013943,56,Center,5139013947,141,60.5,5139013945,140,91.4,5139013939,2,,5139013949,212,25.4,5139013951,213,5.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707224249,358,12,1,41,32,b2vft81kyjurzbmekvgrqwr64,1,12.4,37.1,2024-08-10T12:41:38.306Z,2024-08-10T12:41:59Z,cflwegqpzch8y30pb3dhigqnd,E. Søgaard,,,5139015969,141,16.5,5139015965,140,60.7,5139015975,212,52.6,5139015961,56,Right,5139015981,213,6.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707224001,416,1,1,41,36,bd4qakf7j0wwie8wke9km7uj8,1,45.1,85.7,2024-08-10T12:41:41.583Z,2024-08-10T12:41:45Z,bwozpgcm48s08t1glxfgjajmd,N. Halse,,,5139014691,140,20.4,5139014697,213,3.65,5139014689,56,Back,5139014693,141,64.6,5139014695,212,29.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707224121,417,1,1,41,39,bd4qakf7j0wwie8wke9km7uj8,1,20.4,64.6,2024-08-10T12:41:45.158Z,2024-08-10T12:41:52Z,8r9iqig43yjty7l1oq6yg73mc,M. Brylov,,,5139015273,212,20.2,5139015269,140,31.4,5139015267,56,Back,5139015275,213,5.32,5139015271,141,40.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707224191,418,1,1,41,46,bd4qakf7j0wwie8wke9km7uj8,1,35.3,61.8,2024-08-10T12:41:51.958Z,2024-08-10T12:41:56Z,aejgqvdw1jftxaa538kaa15w4,O. Juul,,,5139015661,141,96.2,5139015657,56,Back,5139015665,213,1.31,5139015659,140,41.2,5139015663,212,24.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707224217,419,1,1,41,50,bd4qakf7j0wwie8wke9km7uj8,1,42.5,96.8,2024-08-10T12:41:56.126Z,2024-08-10T12:41:57Z,bwozpgcm48s08t1glxfgjajmd,N. Halse,,,5139015797,213,0.05,5139015791,140,56.8,5139015789,56,Left,5139015795,212,15.0,5139015793,141,98.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707224265,420,1,1,41,52,bd4qakf7j0wwie8wke9km7uj8,1,56.8,98.0,2024-08-10T12:41:57.630Z,2024-08-10T12:42:00Z,7h02v4ymnko5fh01iylbh34es,R. Arabaci,,,5139016059,212,19.7,5139016053,140,38.3,5139016061,213,3.29,5139016051,56,Back,5139016057,141,93.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707224343,421,1,1,41,54,bd4qakf7j0wwie8wke9km7uj8,1,38.3,91.5,2024-08-10T12:42:00.070Z,2024-08-10T12:42:07Z,bwozpgcm48s08t1glxfgjajmd,N. Halse,,,5139016539,213,4.64,5139016535,141,27.1,5139016541,1,,5139016531,56,Back,5139016537,212,43.9,5139016533,140,35.1,5139016529,196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707224395,422,2,1,42,1,bd4qakf7j0wwie8wke9km7uj8,1,45.1,29.2,2024-08-10T12:42:07.087Z,2024-08-10T12:42:12Z,99tm7b6ux9s4qocz0y4pcahas,V. Montell,,,5139016875,56,Center,5139016831,140,83.7,5139016873,1,,5139016871,7,m031ocyfq011rual3olkegdm,5139016833,141,39.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707224877,360,1,1,42,35,b2vft81kyjurzbmekvgrqwr64,0,12.9,62.4,2024-08-10T12:42:40.482Z,2024-08-10T12:42:44Z,dxv40hh07gxq4hn0i6dwb2l4a,A. Søndergaard,,,5139019109,56,Left,5139019105,157,,5139019113,141,100.0,5139019107,241,,5139019117,213,0.37,5139019111,140,79.6,5139019103,5,,5139019115,212,75.0,5139019119,1,,,,,,,,,,,,,,,,,,,,,,,,,
2707224885,361,5,1,42,39,b2vft81kyjurzbmekvgrqwr64,0,76.3,102.0,2024-08-10T12:42:44.751Z,2024-08-10T14:07:19Z,dxv40hh07gxq4hn0i6dwb2l4a,A. Søndergaard,,,5139019155,56,Left,5139019157,347,,5139019857,233,423,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707224999,423,5,1,42,39,bd4qakf7j0wwie8wke9km7uj8,1,23.7,-2.0,2024-08-10T12:42:44.751Z,2024-08-10T14:07:18Z,duvhbifjh37mvlm46akiy431m,M. Juhl,,,5139019753,56,Back,5139019823,233,361,5139019755,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707225033,424,1,1,42,47,bd4qakf7j0wwie8wke9km7uj8,1,28.8,0.0,2024-08-10T12:42:52.476Z,2024-08-10T12:43:00Z,duvhbifjh37mvlm46akiy431m,M. Juhl,,,5139020451,189,,5139019923,212,13.5,5139019919,140,31.4,5139019921,141,17.4,5139019915,107,,5139019925,213,1.37,5139019917,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707225045,425,1,1,42,48,bd4qakf7j0wwie8wke9km7uj8,1,31.4,17.4,2024-08-10T12:42:53.477Z,2024-08-10T12:42:59Z,4rhxehi019n7z1z1m7a39w1sk,K. Nyegaard,,,5139019999,212,8.5,5139019993,56,Back,5139019995,140,28.0,5139020377,189,,5139019997,141,6.1,5139020001,213,4.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707225049,426,1,1,42,49,bd4qakf7j0wwie8wke9km7uj8,1,28.0,6.1,2024-08-10T12:42:54.413Z,2024-08-10T12:42:55Z,duvhbifjh37mvlm46akiy431m,M. Juhl,,,5139020031,212,6.5,5139020033,213,1.39,5139020027,140,29.1,5139020025,56,Back,5139020029,141,15.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707225067,427,1,1,42,49,bd4qakf7j0wwie8wke9km7uj8,1,29.1,15.5,2024-08-10T12:42:55.020Z,2024-08-10T12:42:55Z,4rhxehi019n7z1z1m7a39w1sk,K. Nyegaard,,,5139020111,141,10.4,5139020115,213,5.64,5139020109,140,33.5,5139020107,56,Back,5139020113,212,5.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707225103,428,1,1,42,50,bd4qakf7j0wwie8wke9km7uj8,1,33.5,10.4,2024-08-10T12:42:55.709Z,2024-08-10T12:42:59Z,duvhbifjh37mvlm46akiy431m,M. Juhl,,,5139020325,56,Back,5139020327,140,24.4,5139020331,141,34.6,5139020335,212,19.0,5139020339,213,2.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707225195,429,1,1,42,55,bd4qakf7j0wwie8wke9km7uj8,1,24.4,34.6,2024-08-10T12:43:00.565Z,2024-08-10T12:43:05Z,bwozpgcm48s08t1glxfgjajmd,N. Halse,,,5139020907,212,35.9,5139020901,56,Back,5139020911,1,,5139020909,213,1.19,5139020905,141,83.6,5139020903,140,37.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707225215,430,1,1,43,0,bd4qakf7j0wwie8wke9km7uj8,1,39.8,83.0,2024-08-10T12:43:05.605Z,2024-08-10T12:43:06Z,81c40rn7lrb39qu0sam8kv6dw,O. Skolnik,,,5139021025,213,5.08,5139021017,56,Back,5139021021,141,65.4,5139021019,140,44.2,5139021023,212,12.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707225227,431,1,1,43,1,bd4qakf7j0wwie8wke9km7uj8,1,44.2,65.4,2024-08-10T12:43:06.581Z,2024-08-10T12:43:07Z,4rhxehi019n7z1z1m7a39w1sk,K. Nyegaard,,,5139021061,56,Back,5139021067,212,12.7,5139021069,213,1.73,5139021065,141,83.9,5139021063,140,42.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707225239,432,1,1,43,1,bd4qakf7j0wwie8wke9km7uj8,1,42.3,83.9,2024-08-10T12:43:07.309Z,2024-08-10T12:43:08Z,81c40rn7lrb39qu0sam8kv6dw,O. Skolnik,,,5139021135,212,13.0,5139021133,141,66.7,5139021131,140,36.8,5139021137,213,4.25,5139021129,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707225285,433,1,1,43,3,bd4qakf7j0wwie8wke9km7uj8,0,39.9,66.6,2024-08-10T12:43:08.765Z,2024-08-10T12:43:12Z,bwozpgcm48s08t1glxfgjajmd,N. Halse,,,5139021403,212,42.9,5139021405,213,0.15,5139021397,56,Center,5139021407,1,,5139021399,140,80.3,5139021401,141,76.3,5139021395,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707225287,362,12,1,43,6,b2vft81kyjurzbmekvgrqwr64,1,29.2,28.3,2024-08-10T12:43:12.146Z,2024-08-10T12:43:16Z,cflwegqpzch8y30pb3dhigqnd,E. Søgaard,,,5139021451,15,,5139021423,141,27.1,5139021419,56,Back,5139021427,213,6.22,5139021421,140,42.3,5139021425,212,13.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707225339,434,1,1,43,10,bd4qakf7j0wwie8wke9km7uj8,0,80.2,79.3,2024-08-10T12:43:15.949Z,2024-08-10T12:48:33Z,aejgqvdw1jftxaa538kaa15w4,O. Juul,,,5139021681,56,Center,5139021687,212,16.0,5139021689,213,5.19,5139021683,140,87.2,5139021685,141,58.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707225347,363,8,1,43,11,b2vft81kyjurzbmekvgrqwr64,1,36.7,34.5,2024-08-10T12:43:16.650Z,2024-08-10T12:47:34Z,lu9bber07etravimh00k745x,J. Bøge,,,5139021717,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707225389,364,1,1,43,14,b2vft81kyjurzbmekvgrqwr64,0,34.8,44.3,2024-08-10T12:43:20.193Z,2024-08-10T12:47:33Z,bp232fgjrfyok2471ec7u1tcl,M. Kristensen,,,5139021929,212,39.7,5139021925,140,66.8,5139021933,1,,5139021927,141,13.2,5139021923,56,Right,5139021931,213,5.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707225429,435,1,1,43,17,bd4qakf7j0wwie8wke9km7uj8,1,55.4,76.9,2024-08-10T12:43:22.564Z,2024-08-10T12:43:23Z,81c40rn7lrb39qu0sam8kv6dw,O. Skolnik,,,5139022153,212,7.6,5139022155,213,5.14,5139022147,56,Center,5139022149,140,58.4,5139022151,141,66.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707225467,436,1,1,43,18,bd4qakf7j0wwie8wke9km7uj8,1,58.4,66.7,2024-08-10T12:43:23.493Z,2024-08-10T12:43:26Z,bwozpgcm48s08t1glxfgjajmd,N. Halse,,,5139022383,213,1.61,5139022373,56,Left,5139022375,140,58.0,5139022381,212,10.3,5139022377,141,81.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707225521,437,1,1,43,21,bd4qakf7j0wwie8wke9km7uj8,1,60.0,87.4,2024-08-10T12:43:26.580Z,2024-08-10T12:43:30Z,81c40rn7lrb39qu0sam8kv6dw,O. Skolnik,,,5139022663,141,95.9,5139022665,212,16.3,5139022659,56,Left,5139022667,213,0.36,5139022661,140,74.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707225567,438,1,1,43,25,bd4qakf7j0wwie8wke9km7uj8,1,69.0,77.6,2024-08-10T12:43:30.724Z,2024-08-10T12:43:34Z,aejgqvdw1jftxaa538kaa15w4,O. Juul,,,5139022899,213,4.75,5139022895,141,39.8,5139022893,140,70.0,5139022897,212,25.7,5139022889,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707225597,439,1,1,43,29,bd4qakf7j0wwie8wke9km7uj8,1,71.9,32.8,2024-08-10T12:43:34.685Z,2024-08-10T12:43:36Z,1el3mu4rgcx8tebrawgfvynf8,S. Baskaya,,,5139023043,212,20.3,5139023039,140,81.7,5139023045,213,5.24,5139023037,56,Right,5139023041,141,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707225615,440,1,1,43,31,bd4qakf7j0wwie8wke9km7uj8,1,79.8,15.6,2024-08-10T12:43:36.724Z,2024-08-10T12:43:38Z,duvhbifjh37mvlm46akiy431m,M. Juhl,,,5139023151,141,34.9,5139023149,140,78.4,5139023159,213,1.68,5139023147,56,Center,5139023153,212,13.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707225699,441,1,1,43,33,bd4qakf7j0wwie8wke9km7uj8,0,78.4,34.9,2024-08-10T12:43:38.582Z,2024-08-10T12:49:03Z,4rhxehi019n7z1z1m7a39w1sk,K. Nyegaard,,,5139023587,56,Center,5139023595,213,5.79,5139023593,212,15.6,5139023589,140,91.5,5139023591,141,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707229851,384,61,1,43,36,b2vft81kyjurzbmekvgrqwr64,0,11.9,88.0,2024-08-10T12:43:41.326Z,2024-08-10T12:49:03Z,ea2x4o6ufsqoz2zz7tqcnvo16,L. Klitten,,,5139045377,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707225701,442,61,1,43,37,bd4qakf7j0wwie8wke9km7uj8,0,91.5,24.0,2024-08-10T12:43:42.716Z,2024-08-10T12:49:04Z,m031ocyfq011rual3olkegdm,A. Taranis,,,5139023611,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707225717,366,1,1,43,37,b2vft81kyjurzbmekvgrqwr64,1,14.0,82.7,2024-08-10T12:43:43.274Z,2024-08-10T12:43:46Z,ea2x4o6ufsqoz2zz7tqcnvo16,L. Klitten,,,5139023671,212,7.7,5139023661,56,Back,5139023669,141,71.4,5139023665,140,13.1,5139023673,213,4.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707225731,367,1,1,43,40,b2vft81kyjurzbmekvgrqwr64,0,13.1,71.4,2024-08-10T12:43:45.955Z,2024-08-10T12:43:55Z,ebd3uvtt54wkdsahc2127j02c,F. Dietz,,,5139023701,157,,5139023707,141,78.4,5139023713,1,,5139023709,212,21.0,5139023703,56,Back,5139023705,140,32.6,5139023711,213,0.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707225743,443,8,1,43,41,bd4qakf7j0wwie8wke9km7uj8,1,71.0,5.3,2024-08-10T12:43:47.293Z,2024-08-10T12:43:47Z,99tm7b6ux9s4qocz0y4pcahas,V. Montell,,,5139023789,56,Right,5139023829,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707230351,474,1,1,43,42,bd4qakf7j0wwie8wke9km7uj8,1,80.6,4.4,2024-08-10T12:43:47.326Z,2024-08-10T12:49:43Z,duvhbifjh37mvlm46akiy431m,M. Juhl,,,5139048001,140,70.6,5139048007,213,2.62,5139048003,141,13.2,5139048005,212,12.1,5139047999,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707225811,444,1,1,43,47,bd4qakf7j0wwie8wke9km7uj8,1,67.2,16.8,2024-08-10T12:43:52.428Z,2024-08-10T12:49:43Z,1el3mu4rgcx8tebrawgfvynf8,S. Baskaya,,,5139024167,3,,5139024169,56,Center,5139024173,141,24.4,5139024177,213,0.66,5139024171,140,73.6,5139024175,212,8.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707225831,446,1,1,43,48,bd4qakf7j0wwie8wke9km7uj8,1,73.6,24.4,2024-08-10T12:43:53.524Z,2024-08-10T12:43:54Z,4rhxehi019n7z1z1m7a39w1sk,K. Nyegaard,,,5139024265,141,8.0,5139024263,140,66.0,5139024269,213,4.09,5139024267,212,13.7,5139024261,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707225853,447,1,1,43,49,bd4qakf7j0wwie8wke9km7uj8,1,66.0,8.0,2024-08-10T12:43:54.332Z,2024-08-10T12:43:56Z,99tm7b6ux9s4qocz0y4pcahas,V. Montell,,,5139024375,56,Right,5139024379,141,17.9,5139024377,140,60.7,5139024381,212,8.7,5139024383,213,2.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707225889,448,1,1,43,51,bd4qakf7j0wwie8wke9km7uj8,1,60.7,17.9,2024-08-10T12:43:56.724Z,2024-08-10T12:43:59Z,bwozpgcm48s08t1glxfgjajmd,N. Halse,,,5139024589,212,11.9,5139024583,56,Right,5139024585,140,68.6,5139024591,213,5.48,5139024587,141,5.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707225925,449,1,1,43,53,bd4qakf7j0wwie8wke9km7uj8,0,71.5,7.3,2024-08-10T12:43:59.324Z,2024-08-10T12:44:02Z,99tm7b6ux9s4qocz0y4pcahas,V. Montell,,,5139024813,56,Center,5139024809,155,,5139024829,213,0.74,5139024825,212,24.7,5139024823,141,31.8,5139024817,140,88.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707225983,368,12,1,43,59,b2vft81kyjurzbmekvgrqwr64,1,16.3,67.9,2024-08-10T12:44:04.802Z,2024-08-10T12:44:07Z,lu9bber07etravimh00k745x,J. Bøge,,,5139025237,15,,5139025109,141,100.0,5139025105,56,Back,5139025113,213,1.65,5139025239,167,,5139025107,140,14.7,5139025111,212,22.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707225989,369,5,1,44,0,b2vft81kyjurzbmekvgrqwr64,0,15.7,101.0,2024-08-10T12:44:05.880Z,2024-08-10T14:07:19Z,lu9bber07etravimh00k745x,J. Bøge,,,5139025141,347,,5139025139,56,Back,5139025433,233,450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707226045,450,5,1,44,0,bd4qakf7j0wwie8wke9km7uj8,1,84.3,-1.0,2024-08-10T12:44:05.880Z,2024-08-10T14:07:19Z,99tm7b6ux9s4qocz0y4pcahas,V. Montell,,,5139025379,347,,5139025425,233,369,5139025377,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707226109,451,1,1,44,5,bd4qakf7j0wwie8wke9km7uj8,1,83.0,0.0,2024-08-10T12:44:10.508Z,2024-08-10T12:44:16Z,duvhbifjh37mvlm46akiy431m,M. Juhl,,,5139025777,212,20.1,5139025771,56,Right,5139025773,140,64.9,5139025775,141,8.5,5139025779,213,2.80,5139025769,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707226125,452,1,1,44,10,bd4qakf7j0wwie8wke9km7uj8,1,63.0,11.1,2024-08-10T12:44:15.852Z,2024-08-10T12:44:17Z,99tm7b6ux9s4qocz0y4pcahas,V. Montell,,,5139025869,140,55.0,5139025873,212,23.1,5139025867,56,Center,5139025875,213,1.94,5139025871,141,42.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707226215,453,1,1,44,12,bd4qakf7j0wwie8wke9km7uj8,1,54.1,56.7,2024-08-10T12:44:17.443Z,2024-08-10T12:44:22Z,81c40rn7lrb39qu0sam8kv6dw,O. Skolnik,,,5139026339,213,0.99,5139026335,141,93.8,5139026333,140,69.8,5139026331,56,Left,5139026337,212,30.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707226235,454,1,1,44,16,bd4qakf7j0wwie8wke9km7uj8,0,76.7,93.8,2024-08-10T12:44:21.915Z,2024-08-10T12:44:23Z,aejgqvdw1jftxaa538kaa15w4,O. Juul,,,5139026423,141,59.4,5139026425,212,26.7,5139026417,155,,5139026419,56,Center,5139026427,213,5.22,5139026415,2,,5139026421,140,89.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707226271,370,12,1,44,19,b2vft81kyjurzbmekvgrqwr64,1,13.0,41.8,2024-08-10T12:44:24.906Z,2024-08-10T12:44:27Z,lu9bber07etravimh00k745x,J. Bøge,,,5139026603,15,,5139026597,212,32.7,5139026591,56,Back,5139026599,213,0.19,5139026593,140,43.6,5139026595,141,50.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707226305,371,61,1,44,21,b2vft81kyjurzbmekvgrqwr64,0,43.6,50.9,2024-08-10T12:44:27.218Z,2024-08-10T12:44:27Z,bp232fgjrfyok2471ec7u1tcl,M. Kristensen,,,5139026755,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707226439,455,1,1,44,24,bd4qakf7j0wwie8wke9km7uj8,1,56.2,55.5,2024-08-10T12:44:29.475Z,2024-08-10T12:44:36Z,bwozpgcm48s08t1glxfgjajmd,N. Halse,,,5139027425,213,5.35,5139027417,56,Center,5139027421,141,31.3,5139027419,140,67.8,5139027423,212,20.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707226461,456,1,1,44,31,bd4qakf7j0wwie8wke9km7uj8,1,68.1,18.5,2024-08-10T12:44:36.787Z,2024-08-10T12:44:39Z,1el3mu4rgcx8tebrawgfvynf8,S. Baskaya,,,5139027519,141,34.9,5139027521,212,14.2,5139027527,213,2.23,5139027513,56,Center,5139027515,140,59.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707226505,457,1,1,44,33,bd4qakf7j0wwie8wke9km7uj8,1,58.1,35.5,2024-08-10T12:44:39.067Z,2024-08-10T12:44:42Z,99tm7b6ux9s4qocz0y4pcahas,V. Montell,,,5139027771,212,24.5,5139027767,140,71.9,5139027773,213,5.34,5139027769,141,6.4,5139027765,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707226579,458,1,1,44,36,bd4qakf7j0wwie8wke9km7uj8,1,71.2,12.6,2024-08-10T12:44:42.211Z,2024-08-10T12:44:46Z,duvhbifjh37mvlm46akiy431m,M. Juhl,,,5139028143,213,1.66,5139028133,140,70.1,5139028141,212,13.0,5139028131,56,Center,5139028137,141,31.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707226589,459,1,1,44,38,bd4qakf7j0wwie8wke9km7uj8,0,70.1,31.6,2024-08-10T12:44:44.147Z,2024-08-10T12:44:51Z,bwozpgcm48s08t1glxfgjajmd,N. Halse,,,5139028195,155,,5139028199,140,93.9,5139028201,141,43.6,5139028197,56,Center,5139028359,4,,5139028205,213,0.32,5139028203,212,26.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707226905,374,1,1,45,0,b2vft81kyjurzbmekvgrqwr64,0,14.6,37.0,2024-08-10T12:45:06.098Z,2024-08-10T12:45:10Z,dxv40hh07gxq4hn0i6dwb2l4a,A. Søndergaard,,,5139029767,141,20.0,5139029761,198,,5139029771,213,6.07,5139029765,140,65.8,5139029763,56,Right,5139029769,212,55.0,5139029759,157,,5139029773,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707226927,460,44,1,45,3,bd4qakf7j0wwie8wke9km7uj8,1,34.0,84.5,2024-08-10T12:45:09.227Z,2024-08-10T14:02:32Z,aejgqvdw1jftxaa538kaa15w4,O. Juul,,,5139029861,56,Back,5139029927,233,375,5139029863,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707226911,375,44,1,45,3,b2vft81kyjurzbmekvgrqwr64,0,66.0,15.5,2024-08-10T12:45:09.228Z,2024-08-10T14:02:33Z,9b89pmcjk6re94bjp0ixeatjo,F. Christensen,,,5139029797,286,,5139029943,233,460,5139029795,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707226945,461,1,1,45,5,bd4qakf7j0wwie8wke9km7uj8,1,34.3,93.8,2024-08-10T12:45:10.395Z,2024-08-10T12:45:12Z,aejgqvdw1jftxaa538kaa15w4,O. Juul,,,5139030003,141,86.0,5139029999,56,Back,5139029997,157,,5139030009,1,,5139030005,212,8.2,5139030007,213,5.58,5139030001,140,40.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707227039,463,1,1,45,6,bd4qakf7j0wwie8wke9km7uj8,1,39.8,86.9,2024-08-10T12:45:11.867Z,2024-08-10T12:45:18Z,1el3mu4rgcx8tebrawgfvynf8,S. Baskaya,,,5139030549,213,0.15,5139030523,155,,5139030537,141,95.9,5139030533,140,77.7,5139030527,56,Left,5139030543,212,40.3,5139030553,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707227017,376,83,1,45,11,b2vft81kyjurzbmekvgrqwr64,0,31.8,31.6,2024-08-10T12:45:16.346Z,2024-08-10T12:45:20Z,cflwegqpzch8y30pb3dhigqnd,E. Søgaard,,,5139030659,399,7h02v4ymnko5fh01iylbh34es,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707227061,377,45,1,45,12,b2vft81kyjurzbmekvgrqwr64,0,28.8,22.4,2024-08-10T12:45:17.922Z,2024-08-10T14:19:30Z,e19g5bz7s9wqcvj8mttztxi0a,O. Klitten,,,5139030627,56,Back,5139030629,285,,5139030673,233,464,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707227057,464,3,1,45,12,bd4qakf7j0wwie8wke9km7uj8,1,71.2,77.6,2024-08-10T12:45:17.922Z,2024-08-10T14:19:30Z,7h02v4ymnko5fh01iylbh34es,R. Arabaci,,,5139030637,233,377,5139030619,56,Center,5139030621,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
