id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/9/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/10/value,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/13/value
2717047085,401,1,1,44,17,b2vft81kyjurzbmekvgrqwr64,1,60.6,19.7,2024-09-02T17:44:49.032Z,2024-09-02T17:44:53Z,cflwegqpzch8y30pb3dhigqnd,E. Søgaard,,,5193027967,213,1.98,5193027965,212,10.3,5193027963,141,33.6,5193027959,56,Center,5193027961,140,56.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2717047097,402,1,1,44,20,b2vft81kyjurzbmekvgrqwr64,1,54.3,34.2,2024-09-02T17:44:52.983Z,2024-09-02T17:44:54Z,6bv0j0ezhh9u5u5hqz64p790q,M. Jacobsen,,,5193028029,140,56.2,5193028031,141,70.3,5193028033,212,24.6,5193028027,56,Center,5193028035,213,1.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2717047121,403,1,1,44,22,b2vft81kyjurzbmekvgrqwr64,1,52.2,71.7,2024-09-02T17:44:54.798Z,2024-09-02T17:45:04Z,ebd3uvtt54wkdsahc2127j02c,F. Dietz,,,5193028203,56,Center,5193028211,213,6.18,5193028207,141,68.8,5193028205,140,69.5,5193028209,212,18.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2717047133,404,1,1,44,32,b2vft81kyjurzbmekvgrqwr64,1,75.6,69.4,2024-09-02T17:45:04.487Z,2024-09-02T17:45:06Z,dwuxps3jv2852642q000wep6,V. Rasmussen,,,5193028267,212,19.6,5193028265,141,75.6,5193028269,213,0.22,5193028263,140,93.8,5193028259,155,,5193028261,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2717047135,405,1,1,44,34,b2vft81kyjurzbmekvgrqwr64,0,93.8,75.6,2024-09-02T17:45:06.718Z,2024-09-02T17:45:35Z,ea2x4o6ufsqoz2zz7tqcnvo16,L. Klitten,,,5193029055,2,,5193028277,140,88.5,5193028283,213,4.09,5193028275,56,Center,5193028281,212,9.5,5193028279,141,64.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2717047179,425,12,1,44,36,ajtb177oqwawkdwbqhldmq6mx,1,11.8,45.2,2024-09-02T17:45:08.258Z,2024-09-02T17:45:17Z,2uellcocrvapu7o70g5zdcmad,J. Egeris,,,5193028535,212,18.1,5193028537,213,5.38,5193028529,56,Back,5193028533,141,24.3,5193028531,140,22.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2717047187,406,1,1,44,40,b2vft81kyjurzbmekvgrqwr64,0,80.1,82.2,2024-09-02T17:45:12.719Z,2024-09-02T19:11:33Z,ebd3uvtt54wkdsahc2127j02c,F. Dietz,,,5193028559,140,95.2,5193028567,1,,5193028565,213,5.05,5193028553,2,,5193028563,212,48.2,5193028555,155,,5193028561,141,15.2,5193028557,56,Right,,,,,,,,,,,,,,,,,,,,,,,,
2717047191,407,5,1,44,45,b2vft81kyjurzbmekvgrqwr64,0,87.4,-1.7000000000000002,2024-09-02T17:45:17.755Z,2024-09-02T19:13:13Z,ebd3uvtt54wkdsahc2127j02c,F. Dietz,,,5193028569,56,Right,5193028571,347,,5193029095,233,426,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2717047273,426,5,1,44,45,ajtb177oqwawkdwbqhldmq6mx,1,12.6,101.7,2024-09-02T17:45:17.755Z,2024-09-02T19:13:13Z,2uellcocrvapu7o70g5zdcmad,J. Egeris,,,5193029085,233,407,5193029083,347,,5193029081,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2717047573,416,70,1,44,59,b2vft81kyjurzbmekvgrqwr64,1,0.0,0.0,2024-09-02T17:45:31.007Z,2024-09-02T17:46:46Z,,,,,5193030979,277,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2717047301,427,1,1,45,4,ajtb177oqwawkdwbqhldmq6mx,1,22.1,100.0,2024-09-02T17:45:36.266Z,2024-09-02T17:45:40Z,eyvv6b94feknnp1uew6n0ytat,N. Mouritsen,,,5193029205,107,,5193029207,56,Back,5193029217,1,,5193029215,213,5.99,5193029213,212,21.6,5193029211,141,92.0,5193029209,140,41.8,,,,,,,,,,,,,,,,,,,,,,,,,,,
2717047305,428,61,1,45,5,ajtb177oqwawkdwbqhldmq6mx,0,41.8,92.0,2024-09-02T17:45:37.955Z,2024-09-02T19:10:50Z,8i0o1b8rjsab9se3v6vteqmfo,E. Nnamani,,,5193029239,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2717047799,418,61,1,45,7,b2vft81kyjurzbmekvgrqwr64,1,64.1,15.6,2024-09-02T17:45:39.007Z,2024-09-02T17:47:42Z,6bv0j0ezhh9u5u5hqz64p790q,M. Jacobsen,,,5193032227,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2717047315,408,1,1,45,10,b2vft81kyjurzbmekvgrqwr64,0,59.9,17.0,2024-09-02T17:45:42.198Z,2024-09-02T17:45:43Z,b0yv1pcxifawqx6r1cfqq3otm,Z. Hyltoft,,,5193029319,233,429,5193029295,56,Right,5193029297,140,69.0,5193029301,212,9.7,5193029303,213,0.15,5193029317,236,,5193029323,286,,5193029299,141,19.1,,,,,,,,,,,,,,,,,,,,,,,,
2717047313,429,74,1,45,10,ajtb177oqwawkdwbqhldmq6mx,1,37.7,93.8,2024-09-02T17:45:42.199Z,2024-09-02T17:49:19Z,4a0jmv6qmwn01iuqp1mhnyzth,N. Thomsen,,,5193029289,285,,5193029285,56,Back,5193029353,233,408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2717047331,409,1,1,45,11,b2vft81kyjurzbmekvgrqwr64,0,67.0,17.9,2024-09-02T17:45:43.590Z,2024-09-02T17:47:53Z,6bv0j0ezhh9u5u5hqz64p790q,M. Jacobsen,,,5193029389,56,Center,5193029395,212,6.7,5193029397,213,0.68,5193029391,140,72.0,5193029393,141,24.1,5193029387,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2717047349,410,1,1,45,15,b2vft81kyjurzbmekvgrqwr64,1,72.9,17.7,2024-09-02T17:45:47.174Z,2024-09-02T17:48:03Z,e19g5bz7s9wqcvj8mttztxi0a,O. Klitten,,,5193029495,213,1.46,5193029489,140,73.9,5193032667,155,,5193029491,141,32.2,5193029487,56,Center,5193029493,212,9.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2717047351,411,61,1,45,17,b2vft81kyjurzbmekvgrqwr64,0,73.9,32.2,2024-09-02T17:45:49.102Z,2024-09-02T17:48:17Z,8gdfn7j6xac9p4jh94hk40jdg,J. Cornelius,,,5193029501,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2717047365,430,12,1,45,19,ajtb177oqwawkdwbqhldmq6mx,1,16.5,79.1,2024-09-02T17:45:51.163Z,2024-09-02T17:49:29Z,8xe0fufxfgf5cuwgysz3r2j85,E. Christensen,,,5193029603,56,Back,5193029611,213,5.14,5193029607,141,10.9,5193029605,140,36.5,5193029609,212,50.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2717047371,431,4,1,45,22,ajtb177oqwawkdwbqhldmq6mx,1,34.4,11.0,2024-09-02T17:45:54.561Z,2024-09-02T19:05:32Z,dja68kdmhtsm9x5zqzgtpqas4,T. Blidegn,,,5193029627,286,,5193029619,13,,5193029625,265,,5193029691,233,412,5193029623,152,,5193029621,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2717047377,412,4,1,45,22,b2vft81kyjurzbmekvgrqwr64,0,65.6,89.0,2024-09-02T17:45:54.562Z,2024-09-02T19:05:32Z,ebd3uvtt54wkdsahc2127j02c,F. Dietz,,,5193029709,233,431,5193029681,265,,5193029679,152,,5193029683,285,,5193029677,56,Left,5193029675,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2717047473,432,1,1,45,23,ajtb177oqwawkdwbqhldmq6mx,0,33.8,17.7,2024-09-02T17:45:55.970Z,2024-09-02T19:10:42Z,2uellcocrvapu7o70g5zdcmad,J. Egeris,,,5193030267,141,18.5,5193030265,140,76.4,5193030259,155,,5193030269,212,44.7,5193030271,213,0.01,5193030273,1,,5193030257,5,,5193030261,152,,5193030263,56,Right,,,,,,,,,,,,,,,,,,,,,
2717047537,415,1,1,45,44,b2vft81kyjurzbmekvgrqwr64,0,32.6,82.9,2024-09-02T17:46:16.901Z,2024-09-02T17:46:42Z,b0yv1pcxifawqx6r1cfqq3otm,Z. Hyltoft,,,5193030705,1,,5193030697,140,35.6,5193030695,56,Back,5193030693,157,,5193030699,141,82.7,5193030703,213,6.24,5193030701,212,3.2,,,,,,,,,,,,,,,,,,,,,,,,,,,
2717047487,413,1,1,45,52,b2vft81kyjurzbmekvgrqwr64,0,11.0,84.1,2024-09-02T17:46:24.662Z,2024-09-02T17:46:27Z,ebd3uvtt54wkdsahc2127j02c,F. Dietz,,,5193030375,213,6.28,5193030369,140,39.7,5193030367,56,Back,5193030365,3,,5193030371,141,83.8,5193030373,212,30.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2717047499,433,44,1,45,54,ajtb177oqwawkdwbqhldmq6mx,1,58.2,15.0,2024-09-02T17:46:26.253Z,2024-09-02T17:46:31Z,e8vt8711wb40afht2v13omket,M. Wohlgemuth,,,5193030411,286,,5193030435,233,414,5193030409,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2717047493,414,44,1,45,54,b2vft81kyjurzbmekvgrqwr64,0,41.8,85.0,2024-09-02T17:46:26.254Z,2024-09-02T17:46:32Z,dwuxps3jv2852642q000wep6,V. Rasmussen,,,5193030385,56,Back,5193030387,285,,5193030471,233,433,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2717047527,434,1,1,45,54,ajtb177oqwawkdwbqhldmq6mx,0,55.4,13.1,2024-09-02T17:46:26.746Z,2024-09-02T19:19:09Z,e8vt8711wb40afht2v13omket,M. Wohlgemuth,,,5193030641,213,6.13,5193030633,56,Right,5193030631,3,,5193030635,140,56.7,5193030637,141,12.8,5193030639,212,1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2717047535,435,1,1,45,57,ajtb177oqwawkdwbqhldmq6mx,1,56.1,15.3,2024-09-02T17:46:29.714Z,2024-09-02T17:46:33Z,e8vt8711wb40afht2v13omket,M. Wohlgemuth,,,5193030675,140,67.6,5193030677,141,9.4,5193030681,213,5.96,5193030679,212,12.7,5193030673,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2717047551,436,1,1,45,58,ajtb177oqwawkdwbqhldmq6mx,1,67.8,9.4,2024-09-02T17:46:30.881Z,2024-09-02T17:48:14Z,6g671k5lvgoo2bgub2516q1w4,L. Henriksen,,,5193030855,140,68.9,5193030861,213,1.38,5193030857,141,18.3,5193030859,212,6.2,5193030853,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2717047575,417,30,1,46,0,b2vft81kyjurzbmekvgrqwr64,1,0.0,0.0,2024-09-02T17:46:32.874Z,2024-09-02T17:46:50Z,,,,,5193030985,57,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2717047555,437,30,1,46,0,ajtb177oqwawkdwbqhldmq6mx,1,0.0,0.0,2024-09-02T17:46:32.874Z,2024-09-02T17:46:51Z,,,,,5193030885,57,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2717050649,429,32,2,45,0,b2vft81kyjurzbmekvgrqwr64,1,0.0,0.0,2024-09-02T18:01:38.422Z,2024-09-02T18:01:38Z,,,,,5193049179,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2717050669,442,32,2,45,0,ajtb177oqwawkdwbqhldmq6mx,1,0.0,0.0,2024-09-02T18:01:38.422Z,2024-09-02T18:02:06Z,,,,,5193049325,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2717050661,430,1,2,45,0,b2vft81kyjurzbmekvgrqwr64,1,49.9,49.6,2024-09-02T18:01:38.423Z,2024-09-02T18:01:43Z,8gdfn7j6xac9p4jh94hk40jdg,J. Cornelius,,,5193049277,213,0.64,5193049275,212,5.6,5193049281,278,,5193049279,279,S,5193049269,56,Center,5193049273,141,54.5,5193049271,140,54.2,,,,,,,,,,,,,,,,,,,,,,,,,,,
2717050663,431,1,2,45,0,b2vft81kyjurzbmekvgrqwr64,0,54.2,54.5,2024-09-02T18:01:38.522Z,2024-09-02T19:07:33Z,bp232fgjrfyok2471ec7u1tcl,M. Kristensen,,,5193049291,212,6.2,5193049289,141,60.5,5193049293,213,0.72,5193049285,56,Center,5193049287,140,58.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2717050715,443,61,2,45,1,ajtb177oqwawkdwbqhldmq6mx,1,38.9,37.6,2024-09-02T18:01:39.445Z,2024-09-02T19:31:27Z,dja68kdmhtsm9x5zqzgtpqas4,T. Blidegn,,,5193052911,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2717050717,444,1,2,45,3,ajtb177oqwawkdwbqhldmq6mx,0,34.3,65.0,2024-09-02T18:01:41.605Z,2024-09-02T19:31:48Z,kqj7nh6pqmqbt0abyyu0fcpg,O. Addo,,,5193053101,56,Back,5193053103,140,47.3,5193053099,155,,5193053109,213,5.55,5193053105,141,46.8,5193053107,212,18.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2717050697,432,1,2,45,10,b2vft81kyjurzbmekvgrqwr64,1,57.0,59.7,2024-09-02T18:01:48.685Z,2024-09-02T18:01:50Z,b0yv1pcxifawqx6r1cfqq3otm,Z. Hyltoft,,,5193049489,140,69.2,5193049495,213,5.96,5193049491,141,53.4,5193049493,212,13.5,5193049485,155,,5193049487,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2717050703,433,1,2,45,12,b2vft81kyjurzbmekvgrqwr64,1,67.1,67.6,2024-09-02T18:01:50.716Z,2024-09-02T18:01:53Z,dwuxps3jv2852642q000wep6,V. Rasmussen,,,5193049535,213,3.68,5193049527,56,Center,5193049529,140,58.5,5193049533,212,10.5,5193049531,141,59.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2717050727,434,1,2,45,15,b2vft81kyjurzbmekvgrqwr64,1,63.5,61.2,2024-09-02T18:01:53.436Z,2024-09-02T18:01:56Z,bp232fgjrfyok2471ec7u1tcl,M. Kristensen,,,5193049643,212,6.5,5193049641,141,70.3,5193049637,56,Center,5193049639,140,65.4,5193049645,213,1.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2717050733,435,1,2,45,17,b2vft81kyjurzbmekvgrqwr64,1,70.9,66.7,2024-09-02T18:01:56.060Z,2024-09-02T18:01:57Z,dwuxps3jv2852642q000wep6,V. Rasmussen,,,5193049687,213,1.43,5193049685,212,12.6,5193049683,141,85.1,5193049681,140,72.6,5193049679,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2717050739,436,1,2,45,18,b2vft81kyjurzbmekvgrqwr64,1,76.2,86.0,2024-09-02T18:01:57.308Z,2024-09-02T18:01:59Z,e19g5bz7s9wqcvj8mttztxi0a,O. Klitten,,,5193049711,141,67.3,5193049713,212,25.4,5193049709,140,55.3,5193049715,213,3.67,5193049707,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2717050763,437,1,2,45,21,b2vft81kyjurzbmekvgrqwr64,0,55.3,67.3,2024-09-02T18:01:59.580Z,2024-09-02T18:05:33Z,ebd3uvtt54wkdsahc2127j02c,F. Dietz,,,5193049835,140,75.2,5193049837,141,72.4,5193049839,212,21.2,5193049841,213,0.16,5193049833,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2717050767,438,1,2,45,28,b2vft81kyjurzbmekvgrqwr64,0,81.5,80.9,2024-09-02T18:02:06.589Z,2024-09-02T18:05:31Z,bp232fgjrfyok2471ec7u1tcl,M. Kristensen,,,5193049859,56,Center,5193049863,141,70.6,5193049861,140,100.0,5193049867,213,5.95,5193049865,212,21.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2717050773,439,5,2,45,28,b2vft81kyjurzbmekvgrqwr64,0,100.8,67.0,2024-09-02T18:02:07.419Z,2024-09-02T19:13:14Z,bp232fgjrfyok2471ec7u1tcl,M. Kristensen,,,5193049875,56,Center,5193049877,346,,5193050219,233,445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2717050823,445,5,2,45,28,ajtb177oqwawkdwbqhldmq6mx,1,-0.8,33.0,2024-09-02T18:02:07.419Z,2024-09-02T19:13:14Z,dja68kdmhtsm9x5zqzgtpqas4,T. Blidegn,,,5193050161,346,,5193050159,56,Back,5193050195,233,439,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2717050845,446,1,2,45,42,ajtb177oqwawkdwbqhldmq6mx,1,5.3,40.7,2024-09-02T18:02:21.420Z,2024-09-02T18:02:23Z,2uellcocrvapu7o70g5zdcmad,J. Egeris,,,5193050289,213,1.82,5193050281,56,Back,5193050283,140,3.3,5193050287,212,8.5,5193050293,237,,5193050285,141,52.8,5193050277,124,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2717050871,447,1,2,45,45,ajtb177oqwawkdwbqhldmq6mx,1,8.6,49.0,2024-09-02T18:02:23.493Z,2024-09-02T18:02:28Z,b2gkyjq8emj9pywryc3rycogl,M. Falkesgaard,,,5193050375,141,48.2,5193050377,212,43.8,5193050371,56,Center,5193050373,140,50.3,5193050369,155,,5193050379,213,6.27,5193050381,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2717050875,448,1,2,45,49,ajtb177oqwawkdwbqhldmq6mx,1,51.6,45.4,2024-09-02T18:02:28.180Z,2024-09-02T18:02:29Z,8i0o1b8rjsab9se3v6vteqmfo,E. Nnamani,,,5193050419,141,50.1,5193050423,213,0.92,5193050421,212,4.0,5193050415,56,Center,5193050417,140,53.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2717050877,449,1,2,45,50,ajtb177oqwawkdwbqhldmq6mx,1,53.9,50.1,2024-09-02T18:02:29.381Z,2024-09-02T18:02:30Z,kqj7nh6pqmqbt0abyyu0fcpg,O. Addo,,,5193050439,140,52.3,5193050445,213,3.80,5193050443,212,2.1,5193050441,141,48.2,5193050437,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2717050887,450,1,2,45,51,ajtb177oqwawkdwbqhldmq6mx,1,52.3,48.2,2024-09-02T18:02:30.276Z,2024-09-02T18:02:32Z,8i0o1b8rjsab9se3v6vteqmfo,E. Nnamani,,,5193050493,213,0.22,5193050487,140,61.3,5193050485,56,Center,5193050491,212,9.7,5193050489,141,51.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2717050889,451,50,2,45,52,ajtb177oqwawkdwbqhldmq6mx,1,58.8,52.2,2024-09-02T18:02:30.940Z,2024-09-02T18:02:34Z,kqj7nh6pqmqbt0abyyu0fcpg,O. Addo,,,5193050497,56,Center,5193050499,286,,5193050567,233,440,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2717050895,440,7,2,45,52,b2vft81kyjurzbmekvgrqwr64,1,40.0,48.4,2024-09-02T18:02:30.941Z,2024-09-02T18:02:35Z,b0yv1pcxifawqx6r1cfqq3otm,Z. Hyltoft,,,5193050559,233,451,5193050527,285,,5193050525,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2717050899,452,44,2,45,54,ajtb177oqwawkdwbqhldmq6mx,1,67.0,65.4,2024-09-02T18:02:33.243Z,2024-09-02T18:02:37Z,4a0jmv6qmwn01iuqp1mhnyzth,N. Thomsen,,,5193050563,233,441,5193050555,56,Center,5193050557,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2717050897,441,44,2,45,54,b2vft81kyjurzbmekvgrqwr64,0,33.0,34.6,2024-09-02T18:02:33.244Z,2024-09-02T18:02:36Z,cflwegqpzch8y30pb3dhigqnd,E. Søgaard,,,5193050553,285,,5193050551,56,Back,5193050573,233,452,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2717050915,453,1,2,45,55,ajtb177oqwawkdwbqhldmq6mx,0,67.9,62.3,2024-09-02T18:02:33.796Z,2024-09-02T18:02:37Z,4a0jmv6qmwn01iuqp1mhnyzth,N. Thomsen,,,5193050659,141,52.8,5193050653,3,,5193050663,213,4.84,5193050661,212,6.5,5193050655,56,Center,5193050657,140,68.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2717050903,442,1,2,45,56,b2vft81kyjurzbmekvgrqwr64,1,33.4,32.5,2024-09-02T18:02:34.628Z,2024-09-02T18:02:35Z,b0yv1pcxifawqx6r1cfqq3otm,Z. Hyltoft,,,5193050589,141,31.6,5193050583,3,,5193050585,56,Back,5193050593,213,6.08,5193050587,140,36.3,5193050591,212,3.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2717050917,443,1,2,45,57,b2vft81kyjurzbmekvgrqwr64,1,36.3,31.6,2024-09-02T18:02:35.452Z,2024-09-02T18:02:38Z,e0rgqk3gxzs005m9ok9hvp1ck,T. Hansen,,,5193050673,212,21.8,5193050671,141,48.2,5193050669,140,54.1,5193050675,213,0.54,5193050665,3,,5193050667,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2717050923,444,1,2,46,0,b2vft81kyjurzbmekvgrqwr64,1,54.1,48.2,2024-09-02T18:02:38.644Z,2024-09-02T18:02:39Z,bp232fgjrfyok2471ec7u1tcl,M. Kristensen,,,5193050727,140,45.6,5193050725,56,Back,5193050729,141,62.9,5193050731,212,13.4,5193050733,213,2.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2717050947,446,1,2,46,10,b2vft81kyjurzbmekvgrqwr64,1,55.9,70.9,2024-09-02T18:02:48.980Z,2024-09-02T18:02:49Z,dwuxps3jv2852642q000wep6,V. Rasmussen,,,5193050883,140,62.3,5193050881,56,Center,5193050889,213,5.44,5193050885,141,59.9,5193050887,212,10.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2717050973,447,1,2,46,11,b2vft81kyjurzbmekvgrqwr64,1,62.3,59.9,2024-09-02T18:02:49.780Z,2024-09-02T18:02:56Z,bp232fgjrfyok2471ec7u1tcl,M. Kristensen,,,5193050987,140,62.0,5193050993,213,1.59,5193050985,56,Left,5193050991,212,14.6,5193050989,141,81.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2717050975,448,3,2,46,17,b2vft81kyjurzbmekvgrqwr64,0,74.0,61.0,2024-09-02T18:02:56.141Z,2024-09-02T18:03:03Z,dwuxps3jv2852642q000wep6,V. Rasmussen,,,5193051011,286,,5193051039,233,454,5193051009,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2717050979,454,7,2,46,17,ajtb177oqwawkdwbqhldmq6mx,0,26.0,39.0,2024-09-02T18:02:56.142Z,2024-09-02T18:03:02Z,8xe0fufxfgf5cuwgysz3r2j85,E. Christensen,,,5193051033,233,448,5193051025,56,Back,5193051027,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2717050987,449,1,2,46,19,b2vft81kyjurzbmekvgrqwr64,1,76.8,66.1,2024-09-02T18:02:58.396Z,2024-09-02T18:03:09Z,8gdfn7j6xac9p4jh94hk40jdg,J. Cornelius,1.0,,5193051255,210,13,5193051123,140,73.1,5193051121,56,Center,5193051125,141,56.1,5193051127,212,7.8,5193051129,213,4.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2717050991,450,13,2,46,21,b2vft81kyjurzbmekvgrqwr64,1,78.0,61.3,2024-09-02T18:02:59.787Z,2024-09-02T18:03:10Z,bp232fgjrfyok2471ec7u1tcl,M. Kristensen,,,5193051271,230,97.7,5193051149,56,Center,5193051269,103,6.9,5193051261,29,,5193051145,22,,5193051273,231,52.3,5193051193,20,,5193051263,55,449,5193051147,18,,5193051267,102,5193051259,73,,,,59.5,,,,,,,,,,,,,
2717050995,451,5,2,46,22,b2vft81kyjurzbmekvgrqwr64,0,100.8,65.4,2024-09-02T18:03:01.388Z,2024-09-02T19:13:15Z,bp232fgjrfyok2471ec7u1tcl,M. Kristensen,,,5193051539,233,455,5193051171,56,Center,5193051173,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2717051057,455,5,2,46,22,ajtb177oqwawkdwbqhldmq6mx,1,-0.8,34.6,2024-09-02T18:03:01.388Z,2024-09-02T19:13:14Z,8xe0fufxfgf5cuwgysz3r2j85,E. Christensen,,,5193051535,233,451,5193051529,56,Back,5193051531,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2717051063,456,1,2,46,51,ajtb177oqwawkdwbqhldmq6mx,1,4.9,58.5,2024-09-02T18:03:29.972Z,2024-09-02T18:03:32Z,8xe0fufxfgf5cuwgysz3r2j85,E. Christensen,,,5193051569,56,Back,5193051571,140,8.2,5193051573,141,45.7,5193051581,237,,5193051567,124,,5193051577,213,5.09,5193051575,212,9.4,,,,,,,,,,,,,,,,,,,,,,,,,,,
2717051071,457,1,2,46,53,ajtb177oqwawkdwbqhldmq6mx,0,8.2,45.7,2024-09-02T18:03:32.325Z,2024-09-02T18:03:34Z,b2gkyjq8emj9pywryc3rycogl,M. Falkesgaard,,,5193051633,1,,5193051631,213,0.15,5193051621,155,,5193051623,56,Center,5193051629,212,44.5,5193051625,140,50.1,5193051627,141,55.4,,,,,,,,,,,,,,,,,,,,,,,,,,,
2717051089,453,1,2,46,57,b2vft81kyjurzbmekvgrqwr64,1,54.5,47.9,2024-09-02T18:03:35.963Z,2024-09-02T18:03:38Z,6bv0j0ezhh9u5u5hqz64p790q,M. Jacobsen,,,5193051721,56,Back,5193051723,140,38.4,5193051729,213,4.02,5193051727,212,26.4,5193051725,141,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
