id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,assist,keyPass,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/10/value,qualifier/9/value,qualifier/13/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/14/value,qualifier/17/value
2730079631,492,1,2,45,4,aqtkb4mgrz8c6iqfufj6qjbv9,1,27.8,43.1,2024-10-04T18:03:31.884Z,2024-10-04T18:03:33Z,5z7y55t2o577r8ki3i5855as,J. Witt,,,5264475515,56,Back,5264475519,141,17.3,5264475523,213,4.86,5264475517,140,30.3,5264475521,212,17.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730079655,493,1,2,45,6,aqtkb4mgrz8c6iqfufj6qjbv9,1,30.3,17.3,2024-10-04T18:03:33.789Z,2024-10-04T18:03:34Z,khqldwfq14b7giakss24l9t5,K. Enghardt,,,5264475601,212,7.8,5264475599,141,7.9,5264475603,213,5.33,5264475595,56,Back,5264475597,140,34.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730079701,494,1,2,45,7,aqtkb4mgrz8c6iqfufj6qjbv9,1,34.6,7.9,2024-10-04T18:03:34.644Z,2024-10-04T18:03:37Z,81gka3mi69fh8gyehyy8xo9as,C. Allen,,,5264475853,212,19.0,5264475845,56,Right,5264475857,213,0.39,5264475849,141,18.6,5264475847,140,51.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730079713,495,61,2,45,9,aqtkb4mgrz8c6iqfufj6qjbv9,0,57.2,24.8,2024-10-04T18:03:37.155Z,2024-10-04T18:06:28Z,bop31qof3lon7u6rvmb68ktzp,M. Bay,,,5264475939,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730079749,423,1,2,45,11,7gkglopz9cjsysn2u6sbhuvc5,1,39.6,82.2,2024-10-04T18:03:38.864Z,2024-10-04T18:07:10Z,8rn42gm9xm3yunk883yan9vdg,B. Clemmensen,,,5264499015,140,36.8,5264499019,212,10.3,5264499017,141,67.7,5264499021,213,4.42,5264499013,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730079811,424,1,2,45,13,7gkglopz9cjsysn2u6sbhuvc5,1,47.0,69.3,2024-10-04T18:03:40.370Z,2024-10-04T18:03:41Z,78iynnu6cnznv6fxpo4br4mlm,V. Mpindi,,,5264476477,141,77.2,5264476473,56,Back,5264476475,140,37.6,5264476479,212,11.2,5264476481,213,2.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730079845,425,1,2,45,14,7gkglopz9cjsysn2u6sbhuvc5,1,37.6,77.2,2024-10-04T18:03:41.753Z,2024-10-04T18:03:43Z,8rn42gm9xm3yunk883yan9vdg,B. Clemmensen,,,5264476653,212,24.5,5264476645,140,29.6,5264476655,213,4.36,5264476643,56,Back,5264476649,141,43.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730080015,426,1,2,45,16,7gkglopz9cjsysn2u6sbhuvc5,1,29.2,43.7,2024-10-04T18:03:43.714Z,2024-10-04T18:03:52Z,duahzgqspyuy2gu31u3s8ky96,M. Lassen,,,5264477497,141,51.5,5264477495,140,8.8,5264477493,56,Back,5264477499,212,22.1,5264477501,213,2.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730080101,427,1,2,45,24,7gkglopz9cjsysn2u6sbhuvc5,1,15.8,47.8,2024-10-04T18:03:52.059Z,2024-10-04T18:03:55Z,64vlnkuqfh7rnymg8qku8amwa,L. Schulz,,,5264477929,56,Center,5264477937,213,0.25,5264477933,141,65.5,5264477935,212,48.8,5264477931,140,60.8,5264477927,157,,5264477939,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730080109,428,44,2,45,28,7gkglopz9cjsysn2u6sbhuvc5,1,60.6,68.2,2024-10-04T18:03:55.761Z,2024-10-04T18:04:00Z,ju24rgwcctj5yizl54o91gfe,S. Borgelin,,,5264477973,56,Center,5264478053,233,496,5264477975,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730080105,496,44,2,45,28,aqtkb4mgrz8c6iqfufj6qjbv9,0,39.4,31.8,2024-10-04T18:03:55.762Z,2024-10-04T18:03:59Z,5z7y55t2o577r8ki3i5855as,J. Witt,,,5264478091,233,428,5264477951,285,,5264477949,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730080119,429,1,2,45,28,7gkglopz9cjsysn2u6sbhuvc5,0,60.7,65.7,2024-10-04T18:03:55.873Z,2024-10-04T18:03:56Z,ju24rgwcctj5yizl54o91gfe,S. Borgelin,,,5264478011,56,Center,5264478015,141,73.8,5264478019,213,0.66,5264478009,168,,5264478017,212,8.9,5264478007,3,,5264478013,140,67.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730080193,497,1,2,45,31,aqtkb4mgrz8c6iqfufj6qjbv9,1,33.0,27.7,2024-10-04T18:03:58.206Z,2024-10-04T18:04:00Z,5dlh0fa9yo6z283w9p58xmnoq,N. Schmidt,,,5264478355,56,Back,5264478367,212,13.7,5264478369,213,4.76,5264478361,140,33.6,5264478365,141,7.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730080255,499,1,2,45,32,aqtkb4mgrz8c6iqfufj6qjbv9,0,33.6,7.4,2024-10-04T18:03:59.952Z,2024-10-04T18:04:02Z,81gka3mi69fh8gyehyy8xo9as,C. Allen,,,5264478669,155,,5264478673,140,73.7,5264478677,212,42.1,5264478679,213,0.03,5264478681,1,,5264478675,141,9.2,5264478671,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730080505,433,1,2,45,39,7gkglopz9cjsysn2u6sbhuvc5,1,19.9,95.7,2024-10-04T18:04:06.298Z,2024-10-04T18:04:15Z,8rn42gm9xm3yunk883yan9vdg,B. Clemmensen,,,5264479929,56,Back,5264479937,213,4.14,5264479931,140,4.8,5264479935,212,29.1,5264479933,141,59.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730080585,434,1,2,45,47,7gkglopz9cjsysn2u6sbhuvc5,1,14.8,58.1,2024-10-04T18:04:15.106Z,2024-10-04T18:04:19Z,64vlnkuqfh7rnymg8qku8amwa,L. Schulz,,,5264480439,141,35.5,5264480443,213,6.02,5264480435,56,Center,5264480433,157,,5264480437,140,69.0,5264480441,212,58.9,5264480445,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730080599,435,44,2,45,52,7gkglopz9cjsysn2u6sbhuvc5,1,65.8,34.0,2024-10-04T18:04:19.771Z,2024-10-04T18:04:24Z,ju24rgwcctj5yizl54o91gfe,S. Borgelin,,,5264480643,233,500,5264480527,56,Center,5264480529,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730080591,500,44,2,45,52,aqtkb4mgrz8c6iqfufj6qjbv9,0,34.2,66.0,2024-10-04T18:04:19.772Z,2024-10-04T18:04:24Z,5i6n6yne6fh410vk7p7kkokmi,G. Arndal-Lauritzen,,,5264480475,285,,5264480665,233,435,5264480473,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730080609,436,61,2,45,53,7gkglopz9cjsysn2u6sbhuvc5,0,69.0,35.5,2024-10-04T18:04:20.369Z,2024-10-04T18:04:20Z,ju24rgwcctj5yizl54o91gfe,S. Borgelin,,,5264480579,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730080661,502,1,2,45,55,aqtkb4mgrz8c6iqfufj6qjbv9,1,32.2,54.9,2024-10-04T18:04:22.268Z,2024-10-04T18:04:23Z,5z7y55t2o577r8ki3i5855as,J. Witt,,,5264480877,213,0.84,5264480873,141,64.6,5264480869,56,Back,5264480871,140,37.8,5264480875,212,8.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730080731,503,1,2,45,56,aqtkb4mgrz8c6iqfufj6qjbv9,0,37.8,64.6,2024-10-04T18:04:23.787Z,2024-10-04T19:01:14Z,2tcdx5rp7vujnlid4oqqxdogk,M. Due Grandt,,,5264481257,141,87.8,5264481255,140,27.0,5264481261,213,2.19,5264481253,56,Back,5264481259,212,19.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730080747,504,1,2,46,1,aqtkb4mgrz8c6iqfufj6qjbv9,0,25.5,89.3,2024-10-04T18:04:28.958Z,2024-10-04T18:04:29Z,5i6n6yne6fh410vk7p7kkokmi,G. Arndal-Lauritzen,,,5264481365,155,,5264481377,1,,5264481369,140,65.2,5264481373,212,43.0,5264481375,213,6.03,5264481367,56,Center,5264481371,141,73.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730080767,437,8,2,46,3,7gkglopz9cjsysn2u6sbhuvc5,1,35.2,29.2,2024-10-04T18:04:30.306Z,2024-10-04T18:04:30Z,ef7l91pb4w6yk7lijxjxlievp,M. Greve,,,5264481489,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730080881,439,1,2,46,6,7gkglopz9cjsysn2u6sbhuvc5,1,39.9,35.7,2024-10-04T18:04:33.803Z,2024-10-04T18:04:35Z,78iynnu6cnznv6fxpo4br4mlm,V. Mpindi,,,5264482095,213,6.23,5264482075,56,Center,5264482091,212,28.6,5264482081,140,67.1,5264482087,141,33.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730080957,440,1,2,46,7,7gkglopz9cjsysn2u6sbhuvc5,1,66.4,32.7,2024-10-04T18:04:35.074Z,2024-10-04T18:04:38Z,11cna826ls27ahux2w0ckapqt,K. Kusk,,,5264482425,212,27.3,5264482417,56,Right,5264482419,140,84.8,5264482423,141,4.4,5264482427,213,5.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730081005,441,1,2,46,11,7gkglopz9cjsysn2u6sbhuvc5,1,85.1,4.6,2024-10-04T18:04:38.610Z,2024-10-04T18:04:40Z,ju24rgwcctj5yizl54o91gfe,S. Borgelin,,,5264482713,213,3.23,5264482709,141,3.2,5264482711,212,10.2,5264482705,56,Right,5264482707,140,75.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730081037,442,1,2,46,13,7gkglopz9cjsysn2u6sbhuvc5,1,75.4,3.7,2024-10-04T18:04:40.489Z,2024-10-04T18:04:42Z,duahzgqspyuy2gu31u3s8ky96,M. Lassen,,,5264482847,141,16.4,5264482845,140,73.2,5264482851,213,1.83,5264482843,56,Right,5264482849,212,8.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730081057,443,1,2,46,14,7gkglopz9cjsysn2u6sbhuvc5,1,73.1,16.4,2024-10-04T18:04:42.073Z,2024-10-04T18:04:43Z,11cna826ls27ahux2w0ckapqt,K. Kusk,,,5264482953,141,3.5,5264482951,140,79.3,5264482957,213,5.35,5264482955,212,10.9,5264482949,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730081141,444,1,2,46,16,7gkglopz9cjsysn2u6sbhuvc5,1,80.5,3.5,2024-10-04T18:04:43.289Z,2024-10-04T18:04:46Z,duahzgqspyuy2gu31u3s8ky96,M. Lassen,,,5264483363,213,2.18,5264483349,56,Right,5264483357,141,19.7,5264483361,212,13.4,5264483353,140,73.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730081257,445,1,2,46,19,7gkglopz9cjsysn2u6sbhuvc5,1,72.1,20.0,2024-10-04T18:04:46.305Z,2024-10-04T18:04:51Z,11cna826ls27ahux2w0ckapqt,K. Kusk,,,5264483955,212,47.9,5264483951,140,59.1,5264483959,1,,5264483947,196,,5264483957,213,1.86,5264483949,56,Left,5264483953,141,87.5,5264483945,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730081337,446,1,2,46,23,7gkglopz9cjsysn2u6sbhuvc5,1,59.9,87.5,2024-10-04T18:04:51.129Z,2024-10-04T18:04:56Z,bvw5oc4c040ey5dt5wn0choiy,G. Mortensen,,,5264484433,56,Center,5264484439,212,10.8,5264484441,213,5.04,5264484437,141,72.4,5264484435,140,63.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730081365,447,1,2,46,29,7gkglopz9cjsysn2u6sbhuvc5,1,60.6,82.4,2024-10-04T18:04:56.337Z,2024-10-04T18:04:58Z,9nafz0c0x2qvmo5ldm0djmcq1,M. Kaastrup,,,5264484587,56,Back,5264484595,213,3.10,5264484591,141,83.5,5264484593,212,18.1,5264484589,140,43.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730081559,448,1,2,46,30,7gkglopz9cjsysn2u6sbhuvc5,1,45.8,82.9,2024-10-04T18:04:58.153Z,2024-10-04T18:05:09Z,8rn42gm9xm3yunk883yan9vdg,B. Clemmensen,,,5264485699,212,29.9,5264485695,140,23.5,5264485693,56,Back,5264485701,213,3.81,5264485697,141,55.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730081679,449,1,2,46,42,7gkglopz9cjsysn2u6sbhuvc5,1,28.7,46.0,2024-10-04T18:05:09.330Z,2024-10-04T18:05:16Z,64vlnkuqfh7rnymg8qku8amwa,L. Schulz,,,5264486297,56,Right,5264486301,141,11.3,5264486305,213,5.77,5264486307,1,,5264486295,155,,5264486303,212,47.9,5264486299,140,68.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730081711,450,44,2,46,46,7gkglopz9cjsysn2u6sbhuvc5,1,70.6,17.0,2024-10-04T18:05:13.362Z,2024-10-04T18:06:43Z,duahzgqspyuy2gu31u3s8ky96,M. Lassen,,,5264486467,286,,5264486511,233,505,5264486463,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730081631,505,44,2,46,46,aqtkb4mgrz8c6iqfufj6qjbv9,0,29.4,83.0,2024-10-04T18:05:13.363Z,2024-10-04T18:08:21Z,5i6n6yne6fh410vk7p7kkokmi,G. Arndal-Lauritzen,,,5264486827,233,450,5264486069,56,Back,5264486071,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730081717,451,61,2,46,46,7gkglopz9cjsysn2u6sbhuvc5,1,68.1,11.6,2024-10-04T18:05:13.683Z,2024-10-04T18:05:24Z,duahzgqspyuy2gu31u3s8ky96,M. Lassen,,,5264486495,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730085529,536,61,2,46,47,aqtkb4mgrz8c6iqfufj6qjbv9,1,37.2,94.2,2024-10-04T18:05:15.142Z,2024-10-04T18:08:19Z,5i6n6yne6fh410vk7p7kkokmi,G. Arndal-Lauritzen,,,5264507131,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730081749,507,1,2,46,49,aqtkb4mgrz8c6iqfufj6qjbv9,1,24.1,91.7,2024-10-04T18:05:16.548Z,2024-10-04T18:06:47Z,elsygne5tjybbxrqgehtovnro,L. Bøje-Larsen,,,5264486641,212,12.7,5264486635,56,Back,5264486637,140,30.2,5264486643,213,5.24,5264486639,141,75.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730081755,452,83,2,46,50,7gkglopz9cjsysn2u6sbhuvc5,0,67.1,16.2,2024-10-04T18:05:17.953Z,2024-10-04T18:05:26Z,11cna826ls27ahux2w0ckapqt,K. Kusk,,,5264486927,399,5dlh0fa9yo6z283w9p58xmnoq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730081781,508,1,2,46,52,aqtkb4mgrz8c6iqfufj6qjbv9,1,31.9,80.9,2024-10-04T18:05:20.132Z,2024-10-04T18:05:20Z,5dlh0fa9yo6z283w9p58xmnoq,N. Schmidt,,,5264486859,141,67.5,5264486861,212,9.5,5264486857,140,29.4,5264486855,56,Back,5264486863,213,4.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730081789,509,1,2,46,53,aqtkb4mgrz8c6iqfufj6qjbv9,1,29.4,67.5,2024-10-04T18:05:20.580Z,2024-10-04T18:05:21Z,5z7y55t2o577r8ki3i5855as,J. Witt,,,5264486911,213,1.84,5264486907,141,78.7,5264486905,140,27.4,5264486903,56,Back,5264486909,212,7.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730081897,510,1,2,46,53,aqtkb4mgrz8c6iqfufj6qjbv9,1,27.4,78.7,2024-10-04T18:05:20.947Z,2024-10-04T18:05:26Z,5i6n6yne6fh410vk7p7kkokmi,G. Arndal-Lauritzen,,,5264487513,212,22.1,5264487507,56,Back,5264487509,140,9.7,5264487511,141,61.1,5264487515,213,3.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730081911,511,1,2,46,58,aqtkb4mgrz8c6iqfufj6qjbv9,0,9.7,61.1,2024-10-04T18:05:26.068Z,2024-10-04T18:05:27Z,8mswl5vzza12hylodrrsq3zvu,A. Kappenberger,,,5264487607,56,Back,5264487617,1,,5264487613,212,44.9,5264487605,155,,5264487615,213,5.90,5264487611,141,36.4,5264487609,140,49.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730081943,453,8,2,47,1,7gkglopz9cjsysn2u6sbhuvc5,1,54.4,62.9,2024-10-04T18:05:28.610Z,2024-10-04T18:05:28Z,8rn42gm9xm3yunk883yan9vdg,B. Clemmensen,,,5264487779,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730082011,512,43,2,47,4,aqtkb4mgrz8c6iqfufj6qjbv9,1,0.0,0.0,2024-10-04T18:05:31.690Z,2024-10-04T18:05:36Z,5dlh0fa9yo6z283w9p58xmnoq,N. Schmidt,,,5264488159,212,11.6,5264488147,155,0,5264488155,141,38.3,5264488151,140,49.6,5264488541,144,1,5264488161,213,0.68,5264488149,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730082067,454,4,2,47,7,7gkglopz9cjsysn2u6sbhuvc5,1,56.9,65.9,2024-10-04T18:05:35.186Z,2024-10-04T19:01:39Z,7j35sfip0xb51mpa91wzikrh0,O. Øhlenschlæger,,,5264488579,286,,5264488573,295,,5264491821,233,513,5264488575,56,Center,5264488577,152,,5264488571,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730082115,513,4,2,47,7,aqtkb4mgrz8c6iqfufj6qjbv9,0,43.1,34.1,2024-10-04T18:05:35.187Z,2024-10-04T19:01:39Z,5dlh0fa9yo6z283w9p58xmnoq,N. Schmidt,,,5264488877,152,,5264488871,13,,5264488875,56,Back,5264491765,285,,5264491901,233,454,5264488873,295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730082213,455,1,2,47,11,7gkglopz9cjsysn2u6sbhuvc5,1,59.6,67.6,2024-10-04T18:05:39.105Z,2024-10-04T18:05:41Z,7j35sfip0xb51mpa91wzikrh0,O. Øhlenschlæger,,,5264489197,213,1.64,5264489189,56,Left,5264489193,141,96.3,5264489183,5,,5264489191,140,58.3,5264489195,212,19.6,5264489187,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730082295,456,1,2,47,14,7gkglopz9cjsysn2u6sbhuvc5,1,58.1,96.9,2024-10-04T18:05:41.209Z,2024-10-04T18:05:45Z,bvw5oc4c040ey5dt5wn0choiy,G. Mortensen,,,5264489675,212,12.6,5264489671,140,70.1,5264489669,56,Left,5264489673,141,97.5,5264489677,213,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730082331,457,1,2,47,18,7gkglopz9cjsysn2u6sbhuvc5,1,63.8,90.6,2024-10-04T18:05:45.769Z,2024-10-04T18:05:47Z,9nafz0c0x2qvmo5ldm0djmcq1,M. Kaastrup,,,5264489889,141,88.6,5264489893,213,3.26,5264489885,56,Left,5264489891,212,11.8,5264489887,140,52.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730082409,458,1,2,47,20,7gkglopz9cjsysn2u6sbhuvc5,1,57.1,88.3,2024-10-04T18:05:47.826Z,2024-10-04T18:05:51Z,8rn42gm9xm3yunk883yan9vdg,B. Clemmensen,,,5264490299,140,75.5,5264490313,213,6.25,5264490297,56,Left,5264490307,212,19.3,5264490301,141,87.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730082459,459,1,2,47,23,7gkglopz9cjsysn2u6sbhuvc5,1,75.2,87.2,2024-10-04T18:05:51.098Z,2024-10-04T18:05:53Z,ju24rgwcctj5yizl54o91gfe,S. Borgelin,,,5264490537,56,Center,5264490545,213,4.38,5264490541,141,70.5,5264490539,140,71.5,5264490543,212,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730082503,460,1,2,47,26,7gkglopz9cjsysn2u6sbhuvc5,1,71.5,71.1,2024-10-04T18:05:53.281Z,2024-10-04T18:05:55Z,9nafz0c0x2qvmo5ldm0djmcq1,M. Kaastrup,,,5264490807,212,8.9,5264490801,56,Center,5264490805,141,61.5,5264490867,189,,5264490803,140,65.8,5264490809,213,3.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730082511,514,83,2,47,28,aqtkb4mgrz8c6iqfufj6qjbv9,0,37.1,29.5,2024-10-04T18:05:55.363Z,2024-10-04T18:05:59Z,1n4eldqa7h9jvcx1693zqu06i,T. Arndal,,,5264491285,399,11cna826ls27ahux2w0ckapqt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730082539,461,1,2,47,28,7gkglopz9cjsysn2u6sbhuvc5,1,65.6,62.6,2024-10-04T18:05:55.538Z,2024-10-04T18:05:57Z,11cna826ls27ahux2w0ckapqt,K. Kusk,,,5264490979,140,60.0,5264490985,213,2.54,5264490981,141,68.5,5264490977,56,Center,5264490983,212,7.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730082583,462,1,2,47,29,7gkglopz9cjsysn2u6sbhuvc5,1,60.3,69.3,2024-10-04T18:05:57.089Z,2024-10-04T18:05:58Z,78iynnu6cnznv6fxpo4br4mlm,V. Mpindi,,,5264491227,213,0.55,5264491219,56,Left,5264491223,141,82.7,5264491225,212,17.3,5264491221,140,74.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730082697,463,1,2,47,33,7gkglopz9cjsysn2u6sbhuvc5,1,67.7,94.7,2024-10-04T18:06:00.369Z,2024-10-04T18:06:03Z,ju24rgwcctj5yizl54o91gfe,S. Borgelin,,,5264491805,140,59.9,5264491807,141,77.5,5264491811,213,4.10,5264491809,212,14.3,5264491803,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730082807,464,1,2,47,36,7gkglopz9cjsysn2u6sbhuvc5,1,59.4,72.6,2024-10-04T18:06:03.459Z,2024-10-04T18:06:08Z,78iynnu6cnznv6fxpo4br4mlm,V. Mpindi,,,5264492457,141,12.6,5264492451,155,,5264492455,140,66.6,5264492463,1,,5264492453,56,Right,5264492459,212,41.5,5264492461,213,4.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730082857,465,1,2,47,41,7gkglopz9cjsysn2u6sbhuvc5,0,75.9,12.3,2024-10-04T18:06:08.449Z,2024-10-04T18:06:10Z,duahzgqspyuy2gu31u3s8ky96,M. Lassen,,,5264492729,140,87.3,5264492737,212,16.5,5264492727,56,Center,5264492733,141,29.1,5264492739,213,0.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730082939,516,1,2,47,44,aqtkb4mgrz8c6iqfufj6qjbv9,1,12.2,73.3,2024-10-04T18:06:11.211Z,2024-10-04T18:06:13Z,5i6n6yne6fh410vk7p7kkokmi,G. Arndal-Lauritzen,,,5264493157,140,11.9,5264493155,56,Back,5264493163,213,1.59,5264493159,141,93.3,5264493161,212,13.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730082959,517,1,2,47,46,aqtkb4mgrz8c6iqfufj6qjbv9,0,11.5,96.8,2024-10-04T18:06:13.259Z,2024-10-04T18:06:14Z,elsygne5tjybbxrqgehtovnro,L. Bøje-Larsen,,,5264493241,141,100.0,5264493245,213,0.24,5264493235,56,Back,5264493243,212,13.8,5264493239,140,24.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730083225,466,5,2,47,46,7gkglopz9cjsysn2u6sbhuvc5,1,80.0,-1.3,2024-10-04T18:06:13.890Z,2024-10-04T19:01:17Z,duahzgqspyuy2gu31u3s8ky96,M. Lassen,,,5264494661,347,,5264494659,56,Right,5264494717,233,518,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730082973,518,5,2,47,46,aqtkb4mgrz8c6iqfufj6qjbv9,0,20.0,101.3,2024-10-04T18:06:13.890Z,2024-10-04T19:01:17Z,elsygne5tjybbxrqgehtovnro,L. Bøje-Larsen,,,5264494771,233,466,5264493301,56,Back,5264493303,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730083385,467,1,2,47,59,7gkglopz9cjsysn2u6sbhuvc5,1,79.7,0.0,2024-10-04T18:06:26.321Z,2024-10-04T18:06:32Z,duahzgqspyuy2gu31u3s8ky96,M. Lassen,,,5264495459,107,,5264495471,213,2.96,5264495467,141,5.8,5264495475,1,,5264495461,56,Right,5264495465,140,53.4,5264495469,212,28.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
