id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/10/value,qualifier/13/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value
2779169055,550,61,2,53,18,b8oqgvx1ijeyn6y1cn6929ix4,0,40.0,16.2,2025-02-22T13:12:15.196Z,2025-02-22T13:12:15Z,ekx0wotp433tuaw4g93nybjmc,S. Jalal,,,5531591469,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2779169073,537,1,2,53,19,f1h34qp5zbfl489q8vnkhiq9s,0,57.5,82.6,2025-02-22T13:12:16.276Z,2025-02-22T13:14:12Z,1se7wkenvs4elrapvdw9mdnje,L. Montano,,,5531591555,141,81.8,5531591551,56,Left,5531591553,140,62.5,5531591557,212,5.3,5531591559,213,6.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2779169083,551,1,2,53,19,b8oqgvx1ijeyn6y1cn6929ix4,1,26.6,13.2,2025-02-22T13:12:16.651Z,2025-02-22T13:12:17Z,3xz0h3d6r2qgmv9egms8yaz56,C. Vestergaard,,,5531591639,141,19.4,5531591641,212,12.5,5531591637,140,37.8,5531591643,213,0.34,5531591635,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2779169097,552,1,2,53,20,b8oqgvx1ijeyn6y1cn6929ix4,0,37.8,19.4,2025-02-22T13:12:17.564Z,2025-02-22T13:12:18Z,5u9zrgsm6wycfcbk04m64wd1w,N. Morberg,,,5531591723,212,7.8,5531591725,213,5.50,5531591721,141,11.3,5531591717,56,Back,5531591719,140,43.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2779169151,538,4,2,53,23,f1h34qp5zbfl489q8vnkhiq9s,1,59.0,84.0,2025-02-22T13:12:20.714Z,2025-02-22T14:14:30Z,1se7wkenvs4elrapvdw9mdnje,L. Montano,,,5531592035,265,,5531592031,56,Left,5531592037,286,,5531592033,152,,5531592029,13,,5531592087,233,553,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2779169153,553,4,2,53,23,b8oqgvx1ijeyn6y1cn6929ix4,0,41.0,16.0,2025-02-22T13:12:20.715Z,2025-02-22T14:14:30Z,9fvf8z6p8ok0n5vu999ysfywa,C. Jørgensen,,,5531592125,233,538,5531592069,152,,5531592071,265,,5531592067,56,Back,5531592065,13,,5531592073,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2779169595,539,1,2,53,50,f1h34qp5zbfl489q8vnkhiq9s,1,59.3,77.8,2025-02-22T13:12:47.412Z,2025-02-22T13:15:01Z,ate1ymumg2iwzn8uyyf3ts222,A. Lausen,,,5531594437,56,Back,5531594443,140,39.3,5531594451,141,72.1,5531594431,152,,5531594457,212,21.4,5531594427,5,,5531594463,213,3.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2779169637,540,1,2,53,52,f1h34qp5zbfl489q8vnkhiq9s,1,36.6,70.5,2025-02-22T13:12:49.139Z,2025-02-22T13:12:50Z,bmkwmf5f2ssnw2cq7uga7yd5g,A. Troelsen,,,5531594659,56,Back,5531594669,212,23.5,5531594673,213,4.69,5531594665,141,36.0,5531594661,140,36.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2779169663,541,1,2,53,53,f1h34qp5zbfl489q8vnkhiq9s,1,36.2,36.0,2025-02-22T13:12:50.046Z,2025-02-22T13:12:51Z,aqc0qritba195wf770gyd1149,A. Skipper,,,5531594817,213,5.42,5531594809,56,Back,5531594815,212,16.6,5531594811,140,46.4,5531594813,141,17.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2779169717,542,1,2,53,54,f1h34qp5zbfl489q8vnkhiq9s,0,50.8,5.5,2025-02-22T13:12:51.573Z,2025-02-22T13:12:54Z,s8c0oxnoqt6zi7pi88rwawvd,J. Buus,,,5531595103,213,0.13,5531595101,212,31.3,5531595093,155,,5531595095,56,Right,5531595099,141,11.4,5531595097,140,80.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2779169755,554,12,2,53,58,b8oqgvx1ijeyn6y1cn6929ix4,1,17.0,93.3,2025-02-22T13:12:55.803Z,2025-02-22T13:12:57Z,423hv4unq5vvnp7kecv6wp3is,M. Saaby,,,5531595263,140,17.3,5531595275,213,1.51,5531595271,212,5.4,5531595261,56,Back,5531595371,167,,5531595267,141,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2779169959,543,5,2,53,59,f1h34qp5zbfl489q8vnkhiq9s,1,83.2,-1.4,2025-02-22T13:12:56.180Z,2025-02-22T14:17:00Z,s8c0oxnoqt6zi7pi88rwawvd,J. Buus,,,5531596325,347,,5531596353,233,555,5531596323,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2779169767,555,5,2,53,59,b8oqgvx1ijeyn6y1cn6929ix4,0,16.8,101.4,2025-02-22T13:12:56.180Z,2025-02-22T14:17:00Z,423hv4unq5vvnp7kecv6wp3is,M. Saaby,,,5531596383,233,543,5531595325,56,Back,5531595327,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2779169997,544,1,2,54,9,f1h34qp5zbfl489q8vnkhiq9s,1,84.1,0.0,2025-02-22T13:13:06.531Z,2025-02-22T13:13:08Z,s8c0oxnoqt6zi7pi88rwawvd,J. Buus,,,5531596519,140,82.0,5531596521,141,10.3,5531596525,213,1.84,5531596517,56,Right,5531596515,107,,5531596523,212,8.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2779170009,545,1,2,54,11,f1h34qp5zbfl489q8vnkhiq9s,1,82.0,10.3,2025-02-22T13:13:08.436Z,2025-02-22T13:13:09Z,9n2nm6smh0txgv2482qbwhixg,J. Beck,,,5531596569,140,79.4,5531596599,156,,5531596571,141,5.2,5531596575,213,4.05,5531596567,56,Right,5531596573,212,4.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2779170087,546,1,2,54,12,f1h34qp5zbfl489q8vnkhiq9s,1,79.4,5.2,2025-02-22T13:13:09.626Z,2025-02-22T13:13:12Z,s8c0oxnoqt6zi7pi88rwawvd,J. Buus,,,5531596923,56,Right,5531596925,140,80.9,5531596931,213,0.17,5531596929,212,1.6,5531596927,141,5.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2779170159,547,1,2,54,15,f1h34qp5zbfl489q8vnkhiq9s,1,75.8,10.0,2025-02-22T13:13:12.580Z,2025-02-22T13:13:17Z,9n2nm6smh0txgv2482qbwhixg,J. Beck,,,5531597257,213,2.46,5531597249,56,Right,5531597255,212,11.6,5531597251,140,67.2,5531597253,141,20.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2779170165,548,1,2,54,20,f1h34qp5zbfl489q8vnkhiq9s,0,67.1,20.9,2025-02-22T13:13:16.939Z,2025-02-22T13:13:17Z,bmkwmf5f2ssnw2cq7uga7yd5g,A. Troelsen,,,5531597279,56,Right,5531597287,141,17.7,5531597291,212,7.5,5531597295,213,5.99,5531597283,140,73.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2779170227,549,1,2,54,22,f1h34qp5zbfl489q8vnkhiq9s,1,68.3,22.8,2025-02-22T13:13:19.243Z,2025-02-22T13:13:20Z,bmkwmf5f2ssnw2cq7uga7yd5g,A. Troelsen,,,5531597657,140,63.4,5531597655,56,Right,5531597661,212,6.6,5531597659,141,16.7,5531597663,213,3.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2779170315,550,1,2,54,23,f1h34qp5zbfl489q8vnkhiq9s,1,63.4,16.7,2025-02-22T13:13:19.963Z,2025-02-22T13:13:23Z,aqc0qritba195wf770gyd1149,A. Skipper,,,5531598117,212,8.2,5531598119,213,5.67,5531598115,141,9.7,5531598111,56,Right,5531598113,140,69.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2779170365,551,1,2,54,26,f1h34qp5zbfl489q8vnkhiq9s,1,64.9,12.9,2025-02-22T13:13:23.491Z,2025-02-22T13:13:27Z,7wo1hk736v1xhovvu2t2trw89,Y. Bourhane,,,5531598339,213,2.11,5531598337,212,20.0,5531598331,56,Center,5531598335,141,38.2,5531598333,140,55.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2779170397,552,1,2,54,29,f1h34qp5zbfl489q8vnkhiq9s,1,57.5,45.2,2025-02-22T13:13:26.892Z,2025-02-22T13:13:28Z,bmkwmf5f2ssnw2cq7uga7yd5g,A. Troelsen,,,5531598537,213,0.34,5531598527,56,Center,5531598533,141,55.8,5531598535,212,21.4,5531598531,140,76.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2779170409,553,1,2,54,31,f1h34qp5zbfl489q8vnkhiq9s,0,76.8,55.7,2025-02-22T13:13:28.627Z,2025-02-22T13:15:47Z,4jve632xnmqujh4ioaxpaovai,T. Freriks,,,5531598605,140,78.1,5531598603,56,Center,5531598609,212,2.6,5531598611,213,5.27,5531598607,141,52.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2779170467,557,12,2,54,33,b8oqgvx1ijeyn6y1cn6929ix4,1,20.7,35.1,2025-02-22T13:13:30.762Z,2025-02-22T13:41:06Z,b55jtl3ixolidn6cvc4t90efo,J. Vadstrup,,,5531598913,140,27.3,5531598909,56,Back,5531598915,141,34.8,5531598921,212,6.9,5531598925,213,6.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2779170481,558,3,2,54,34,b8oqgvx1ijeyn6y1cn6929ix4,0,27.6,39.0,2025-02-22T13:13:31.394Z,2025-02-22T14:14:55Z,9fvf8z6p8ok0n5vu999ysfywa,C. Jørgensen,,,5531599241,233,554,5531598999,56,Back,5531599003,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2779170473,554,7,2,54,34,f1h34qp5zbfl489q8vnkhiq9s,0,72.4,61.0,2025-02-22T13:13:31.395Z,2025-02-22T14:14:55Z,7wo1hk736v1xhovvu2t2trw89,Y. Bourhane,,,5531599107,233,558,5531598963,286,,5531598961,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2779170507,559,1,2,54,35,b8oqgvx1ijeyn6y1cn6929ix4,0,22.2,30.6,2025-02-22T13:13:32.051Z,2025-02-22T13:41:29Z,3xz0h3d6r2qgmv9egms8yaz56,C. Vestergaard,,,5531599265,233,555,5531599147,56,Back,5531599153,212,7.0,5531599145,157,,5531599263,236,,5531599149,140,28.6,5531599157,1,,5531599151,141,33.7,5531599155,213,0.30,5531599269,286,,,,,,,,,,,,,,,,,,,,,,,,,
2779170491,555,74,2,54,35,f1h34qp5zbfl489q8vnkhiq9s,1,71.9,54.2,2025-02-22T13:13:32.052Z,2025-02-22T13:13:35Z,7wo1hk736v1xhovvu2t2trw89,Y. Bourhane,,,5531599045,285,,5531599043,56,Center,5531599289,233,559,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2779170561,560,4,2,54,39,b8oqgvx1ijeyn6y1cn6929ix4,1,26.6,11.6,2025-02-22T13:13:36.315Z,2025-02-22T13:13:43Z,ekx0wotp433tuaw4g93nybjmc,S. Jalal,,,5531599729,233,556,5531599693,294,,5531599699,285,,5531599691,13,,5531599695,56,Back,5531599697,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2779170547,556,4,2,54,39,f1h34qp5zbfl489q8vnkhiq9s,0,73.4,88.4,2025-02-22T13:13:36.316Z,2025-02-22T13:41:32Z,1se7wkenvs4elrapvdw9mdnje,L. Montano,,,5531599517,56,Left,5531599515,13,,5531599523,286,,5531735747,294,,5531599823,233,560,5531599519,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2779171159,561,1,2,55,0,b8oqgvx1ijeyn6y1cn6929ix4,1,28.3,11.3,2025-02-22T13:13:57.538Z,2025-02-22T13:14:07Z,3xz0h3d6r2qgmv9egms8yaz56,C. Vestergaard,,,5531602867,56,Back,5531602873,212,25.2,5531602865,152,,5531602869,140,14.0,5531602863,5,,5531602875,213,2.21,5531602871,141,41.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2779171199,562,1,2,55,10,b8oqgvx1ijeyn6y1cn6929ix4,1,23.8,43.6,2025-02-22T13:14:07.650Z,2025-02-22T13:14:09Z,6sdv4s8oz558wfhx72vwlpvu2,L. Moser,,,5531603079,56,Back,5531603087,213,4.28,5531603083,141,34.6,5531603081,140,21.1,5531603085,212,6.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2779171319,563,1,2,55,11,b8oqgvx1ijeyn6y1cn6929ix4,1,21.1,34.6,2025-02-22T13:14:08.882Z,2025-02-22T13:14:16Z,3xz0h3d6r2qgmv9egms8yaz56,C. Vestergaard,,,5531603771,140,22.7,5531603775,212,18.0,5531603777,213,4.81,5531603769,56,Back,5531603773,141,8.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2779171477,564,1,2,55,19,b8oqgvx1ijeyn6y1cn6929ix4,1,28.1,28.9,2025-02-22T13:14:16.194Z,2025-02-22T13:14:23Z,9fvf8z6p8ok0n5vu999ysfywa,C. Jørgensen,,,5531604519,140,14.2,5531604525,213,2.25,5531604521,141,55.4,5531604517,56,Back,5531604523,212,23.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2779171577,565,1,2,55,26,b8oqgvx1ijeyn6y1cn6929ix4,1,30.4,64.0,2025-02-22T13:14:23.730Z,2025-02-22T13:14:28Z,b55jtl3ixolidn6cvc4t90efo,J. Vadstrup,,,5531605017,213,4.53,5531605013,141,41.8,5531605015,212,15.4,5531605011,140,27.7,5531605009,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2779171647,566,1,2,55,31,b8oqgvx1ijeyn6y1cn6929ix4,1,32.5,37.6,2025-02-22T13:14:28.193Z,2025-02-22T13:14:31Z,3xz0h3d6r2qgmv9egms8yaz56,C. Vestergaard,,,5531605363,213,4.98,5531605355,140,37.0,5531605353,56,Back,5531605357,141,12.3,5531605359,212,17.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2779171665,567,1,2,55,34,b8oqgvx1ijeyn6y1cn6929ix4,0,40.9,10.0,2025-02-22T13:14:31.265Z,2025-02-22T13:14:32Z,5u9zrgsm6wycfcbk04m64wd1w,N. Morberg,,,5531605447,212,17.8,5531605449,213,0.03,5531605443,140,57.8,5531605441,56,Right,5531605445,141,10.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2779171679,557,8,2,55,36,f1h34qp5zbfl489q8vnkhiq9s,1,41.2,79.9,2025-02-22T13:14:33.147Z,2025-02-22T13:14:33Z,1se7wkenvs4elrapvdw9mdnje,L. Montano,,,5531605511,56,Back,5531605557,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2779171753,558,1,2,55,38,f1h34qp5zbfl489q8vnkhiq9s,1,34.8,66.7,2025-02-22T13:14:35.898Z,2025-02-22T13:14:37Z,aqc0qritba195wf770gyd1149,A. Skipper,,,5531605883,56,Back,5531605889,141,84.1,5531605897,213,1.52,5531605879,3,,5531605893,212,11.8,5531605885,140,35.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2779171839,560,1,2,55,40,f1h34qp5zbfl489q8vnkhiq9s,0,35.4,84.1,2025-02-22T13:14:37.748Z,2025-02-22T13:14:42Z,1se7wkenvs4elrapvdw9mdnje,L. Montano,,,5531606337,141,53.1,5531606343,213,5.69,5531606335,140,65.1,5531606331,157,,5531606345,1,,5531606339,212,37.6,5531606333,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2779199131,818,44,2,55,44,b8oqgvx1ijeyn6y1cn6929ix4,1,36.3,45.2,2025-02-22T13:14:41.353Z,2025-02-22T14:19:56Z,3xz0h3d6r2qgmv9egms8yaz56,C. Vestergaard,,,5531750567,56,Back,5531750579,233,561,5531750569,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2779171847,561,44,2,55,44,f1h34qp5zbfl489q8vnkhiq9s,0,63.7,54.8,2025-02-22T13:14:41.354Z,2025-02-22T14:19:57Z,4jve632xnmqujh4ioaxpaovai,T. Freriks,,,5531606393,56,Center,5531750609,233,818,5531606395,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2779171891,568,1,2,55,44,b8oqgvx1ijeyn6y1cn6929ix4,1,30.4,34.5,2025-02-22T13:14:41.618Z,2025-02-22T15:04:55Z,3xz0h3d6r2qgmv9egms8yaz56,C. Vestergaard,,,5531606647,140,37.0,5531606653,213,1.14,5531606645,56,Back,5531606649,141,56.9,5531606635,3,,5531606651,212,16.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2779171907,569,1,2,55,48,b8oqgvx1ijeyn6y1cn6929ix4,1,39.3,58.5,2025-02-22T13:14:45.066Z,2025-02-22T13:14:45Z,4zpmxlmdfa5wx79cr0q14pfx1,M. Olsen,,,5531606779,213,4.43,5531606773,140,38.2,5531606777,212,4.1,5531606769,3,,5531606771,56,Back,5531606775,141,52.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2779171967,570,1,2,55,48,b8oqgvx1ijeyn6y1cn6929ix4,1,38.2,52.7,2025-02-22T13:14:45.674Z,2025-02-22T13:14:49Z,423hv4unq5vvnp7kecv6wp3is,M. Saaby,,,5531607065,141,47.3,5531607061,56,Back,5531607067,212,9.9,5531607063,140,47.0,5531607069,213,5.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2779204169,857,44,2,55,51,b8oqgvx1ijeyn6y1cn6929ix4,1,50.7,45.6,2025-02-22T13:14:48.938Z,2025-02-22T14:19:57Z,b6l4m6bmqgil9bjjov4tnuivo,C. Palm,,,5531972231,233,885,5531775919,286,,5531775917,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2779240255,885,44,2,55,52,f1h34qp5zbfl489q8vnkhiq9s,0,49.3,54.4,2025-02-22T13:14:48.939Z,2025-02-22T14:19:57Z,1se7wkenvs4elrapvdw9mdnje,L. Montano,,,5531972159,56,Back,5531972263,285,,5531972259,233,857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2779171975,571,1,2,55,52,b8oqgvx1ijeyn6y1cn6929ix4,1,47.0,47.3,2025-02-22T13:14:49.281Z,2025-02-22T13:14:51Z,b6l4m6bmqgil9bjjov4tnuivo,C. Palm,,,5531607103,56,Back,5531607101,3,,5531607105,140,35.4,5531607113,213,3.65,5531607109,212,13.9,5531607175,156,,5531607107,141,37.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2779172047,573,1,2,55,54,b8oqgvx1ijeyn6y1cn6929ix4,1,35.4,37.4,2025-02-22T13:14:51.680Z,2025-02-22T13:47:59Z,ekx0wotp433tuaw4g93nybjmc,S. Jalal,,,5531607469,213,2.87,5531607457,140,15.4,5531607455,56,Back,5531607465,212,21.8,5531607461,141,46.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2779172159,574,1,2,56,0,b8oqgvx1ijeyn6y1cn6929ix4,1,16.9,45.1,2025-02-22T13:14:57.521Z,2025-02-22T13:14:59Z,6sdv4s8oz558wfhx72vwlpvu2,L. Moser,,,5531608025,140,25.5,5531608023,56,Back,5531608029,212,9.7,5531608031,213,5.90,5531608027,141,39.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2779172291,575,1,2,56,1,b8oqgvx1ijeyn6y1cn6929ix4,1,25.5,39.7,2025-02-22T13:14:58.810Z,2025-02-22T13:15:08Z,5u9zrgsm6wycfcbk04m64wd1w,N. Morberg,,,5531608713,141,33.1,5531608709,56,Back,5531608715,212,8.7,5531608711,140,18.4,5531608717,213,3.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2779172353,576,1,2,56,11,b8oqgvx1ijeyn6y1cn6929ix4,1,30.1,32.4,2025-02-22T13:15:08.248Z,2025-02-22T13:15:11Z,3xz0h3d6r2qgmv9egms8yaz56,C. Vestergaard,,,5531609057,212,16.0,5531609047,56,Back,5531609059,213,1.39,5531609049,140,32.9,5531609055,141,55.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2779172467,577,1,2,56,14,b8oqgvx1ijeyn6y1cn6929ix4,0,35.8,62.7,2025-02-22T13:15:11.329Z,2025-02-22T13:15:17Z,b55jtl3ixolidn6cvc4t90efo,J. Vadstrup,,,5531609643,140,85.2,5531609651,1,,5531609649,213,5.73,5531609639,157,,5531609645,141,15.8,5531609641,56,Right,5531609647,212,60.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2779172513,578,83,2,56,24,b8oqgvx1ijeyn6y1cn6929ix4,0,85.2,15.8,2025-02-22T13:15:21.328Z,2025-02-22T13:15:24Z,ekx0wotp433tuaw4g93nybjmc,S. Jalal,,,5531610037,399,1se7wkenvs4elrapvdw9mdnje,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2779172535,562,61,2,56,25,f1h34qp5zbfl489q8vnkhiq9s,0,17.4,82.7,2025-02-22T13:15:22.819Z,2025-02-22T13:15:23Z,1se7wkenvs4elrapvdw9mdnje,L. Montano,,,5531609969,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2779172581,563,6,2,56,26,f1h34qp5zbfl489q8vnkhiq9s,0,5.3,85.5,2025-02-22T13:15:23.224Z,2025-02-22T14:14:39Z,1se7wkenvs4elrapvdw9mdnje,L. Montano,,,5531610317,56,Back,5531610319,73,,5531610391,233,579,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2779172543,579,6,2,56,26,b8oqgvx1ijeyn6y1cn6929ix4,1,94.7,14.5,2025-02-22T13:15:23.224Z,2025-02-22T14:14:38Z,b55jtl3ixolidn6cvc4t90efo,J. Vadstrup,,,5531610363,233,563,5531610109,75,,5531610107,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2779173179,580,1,2,56,58,b8oqgvx1ijeyn6y1cn6929ix4,0,99.5,0.5,2025-02-22T13:15:55.440Z,2025-02-22T13:15:58Z,9fvf8z6p8ok0n5vu999ysfywa,C. Jørgensen,,,5531613225,6,,5531613237,212,44.1,5531613227,155,,5531613235,141,64.8,5531613231,56,Center,5531613241,1,,5531613223,2,,5531613239,213,1.70,5531613233,140,94.2,5531613229,223,,,,,,,,,,,,,,,,,,,,,,,,,
2779173203,564,12,2,57,2,f1h34qp5zbfl489q8vnkhiq9s,1,9.0,33.1,2025-02-22T13:15:59.618Z,2025-02-22T13:16:01Z,ate1ymumg2iwzn8uyyf3ts222,A. Lausen,,,5531613347,141,0.0,5531613467,167,,5531613349,212,23.7,5531613345,140,12.5,5531613343,56,Back,5531613351,213,4.87,5531613395,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2779173221,565,6,2,57,3,f1h34qp5zbfl489q8vnkhiq9s,0,2.0,21.9,2025-02-22T13:16:00.855Z,2025-02-22T14:14:40Z,ate1ymumg2iwzn8uyyf3ts222,A. Lausen,,,5531615293,233,581,5531613431,56,Back,5531615235,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2779173217,581,6,2,57,3,b8oqgvx1ijeyn6y1cn6929ix4,1,98.0,78.1,2025-02-22T13:16:00.855Z,2025-02-22T14:14:40Z,9fvf8z6p8ok0n5vu999ysfywa,C. Jørgensen,,,5531615257,233,565,5531613485,56,Center,5531613487,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2779174279,582,1,2,57,50,b8oqgvx1ijeyn6y1cn6929ix4,1,99.5,99.5,2025-02-22T13:16:47.744Z,2025-02-22T20:23:33Z,9fvf8z6p8ok0n5vu999ysfywa,C. Jørgensen,1.0,,5534347925,154,,5531618581,212,37.0,5531618585,1,,5531618571,155,,5531618575,56,Center,5531618579,141,46.1,5531618567,2,,5531618573,224,,5534347923,210,15,5531618583,213,4.52,5531618569,6,5531618577,140,92.6,,,,,,,,,,,,,,,,,,,
2779174285,583,44,2,57,51,b8oqgvx1ijeyn6y1cn6929ix4,1,91.6,50.1,2025-02-22T13:16:47.975Z,2025-02-22T14:19:58Z,4zpmxlmdfa5wx79cr0q14pfx1,M. Olsen,,,5531618625,56,Center,5531618627,286,,5531781893,233,566,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2779174175,566,44,2,57,51,f1h34qp5zbfl489q8vnkhiq9s,0,8.4,49.9,2025-02-22T13:16:47.976Z,2025-02-22T20:22:37Z,1se7wkenvs4elrapvdw9mdnje,L. Montano,,,5531618045,56,Back,5531618047,285,,5531781903,233,583,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2779174299,584,15,2,57,51,b8oqgvx1ijeyn6y1cn6929ix4,1,90.7,43.8,2025-02-22T13:16:48.303Z,2025-02-22T21:45:40Z,4zpmxlmdfa5wx79cr0q14pfx1,M. Olsen,,,5534347971,103,19,5534347975,147,45.1,5531618669,56,Center,5534347959,78,,5534347965,55,582,5534347961,29,,5534347575,25,,5534347581,328,,5534347583,82,,5534347963,154,,5534347177,17,5534347977,230,98.1,5534547691,233,890,5534347969,102,5534347973,146,92.8,,49.7,5534347577,15,,5534347979,231,47.8,,,
2779684159,890,10,2,57,51,f1h34qp5zbfl489q8vnkhiq9s,1,7.2,54.9,2025-02-22T13:16:48.403Z,2025-02-22T21:18:22Z,1se7wkenvs4elrapvdw9mdnje,L. Montano,,,5534547719,233,584,5534343303,94,,5534343305,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
