id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,assist,keyPass,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/8/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/9/value,qualifier/12/value,qualifier/15/value,qualifier/11/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value
2798860441,468,16,2,49,45,6wwwud48qahpwrfxs20334qk5,1,81.5,47.4,2025-04-10T17:39:45.636Z,2025-04-11T15:34:10Z,6lb4k3g75nzgi8bp1y1mzxkru,P. Egelund,,,5640824791,396,48.6,5639585549,56,Center,5639587567,154,,5639587579,230,95.6,5639587573,102,46.1,5639587085,374,2025-04-10 18:39:44.466,5639587081,72,,5639587793,23,,5639587559,80,5640824789,395,5639587581,231,50.9,5639587569,55,5639587089,375,5639587575,103,2.5,5639585545,18,,5639587563,29,,,,,,,,95.8,49:43.889,,467,,,,,,
2798860897,443,1,2,50,45,a9vw7ikerpr4cuweeeka5aneg,1,50.2,50.3,2025-04-10T17:40:46.309Z,2025-04-11T15:50:25Z,81w1fqi66z0ibawynhraybaxg,S. Ngabo,,,5639588045,212,16.7,5639588047,213,3.36,5640864263,189,,5639588043,141,45.1,5639588039,56,Back,5639588041,140,34.7,5639588049,279,G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799084611,902,1,2,50,46,a9vw7ikerpr4cuweeeka5aneg,1,32.3,39.2,2025-04-10T17:40:47.547Z,2025-04-11T15:50:51Z,5w0giylttgiapseaw6qky0mxg,F. Christensen,,,5640864713,140,49.0,5640864719,213,0.41,5640864711,56,Back,5640864709,189,,5640864715,141,50.4,5640864717,212,19.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799084685,903,1,2,50,48,a9vw7ikerpr4cuweeeka5aneg,1,44.4,48.7,2025-04-10T17:40:48.797Z,2025-04-11T15:50:50Z,81w1fqi66z0ibawynhraybaxg,S. Ngabo,,,5640865135,56,Back,5640865203,189,,5640865137,140,32.3,5640865141,212,14.6,5640865143,213,3.66,5640865139,141,38.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2798860903,444,1,2,50,51,a9vw7ikerpr4cuweeeka5aneg,1,34.7,45.1,2025-04-10T17:40:52.487Z,2025-04-10T17:40:54Z,5w0giylttgiapseaw6qky0mxg,F. Christensen,,,5639588109,213,4.73,5639588101,56,Back,5639588107,212,16.4,5639588103,140,35.0,5639588105,141,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2798860923,445,1,2,50,53,a9vw7ikerpr4cuweeeka5aneg,1,35.3,20.7,2025-04-10T17:40:53.957Z,2025-04-10T17:40:57Z,6qko3f8w2ap9ynbuq2g55i5n8,S. Doua,,,5639588187,141,33.3,5639588185,140,28.7,5639588189,212,11.0,5639588183,56,Back,5639588191,213,2.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2798860941,446,1,2,50,56,a9vw7ikerpr4cuweeeka5aneg,1,28.7,33.3,2025-04-10T17:40:56.837Z,2025-04-10T17:41:00Z,5lu7bn7uec3zjqpoi1x81gbu1,S. Hausner,,,5639588291,212,18.1,5639588285,56,Back,5639588289,141,57.2,5639588287,140,21.2,5639588293,213,2.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2798860947,447,1,2,51,0,a9vw7ikerpr4cuweeeka5aneg,1,18.5,65.8,2025-04-10T17:41:00.582Z,2025-04-10T17:41:03Z,4i0jiisff5k1efcgf27skpqfo,F. Roslyng,,,5639588333,140,31.5,5639588335,141,65.4,5639588337,212,13.7,5639588339,213,6.26,5639588331,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2798860955,448,1,2,51,2,a9vw7ikerpr4cuweeeka5aneg,0,35.1,67.8,2025-04-10T17:41:03.157Z,2025-04-10T17:41:14Z,eso2tbbpnxu9qvx6zy07m5jx0,J. Madsen,,,5639588383,140,29.8,5639588381,56,Back,5639588633,156,,5639588389,213,2.56,5639588385,141,73.2,5639588387,212,6.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2798860983,469,8,2,51,6,6wwwud48qahpwrfxs20334qk5,1,72.3,19.8,2025-04-10T17:41:06.668Z,2025-04-11T15:52:03Z,ayxi2m0g0pm6rl1ba5pto66z9,G. Marcussen,,,5640867617,385,,5639588543,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2798860985,449,5,2,51,7,a9vw7ikerpr4cuweeeka5aneg,1,26.5,100.8,2025-04-10T17:41:08.199Z,2025-04-10T18:40:32Z,5w0giylttgiapseaw6qky0mxg,F. Christensen,,,5639588545,56,Back,5639706747,233,470,5639588547,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2798861013,470,5,2,51,7,6wwwud48qahpwrfxs20334qk5,0,73.5,-0.8,2025-04-10T17:41:08.199Z,2025-04-10T18:40:33Z,ayxi2m0g0pm6rl1ba5pto66z9,G. Marcussen,,,5639588685,56,Right,5639588687,347,,5639706761,233,449,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2798861039,450,1,2,51,16,a9vw7ikerpr4cuweeeka5aneg,1,22.2,100.0,2025-04-10T17:41:17.045Z,2025-04-10T17:41:57Z,bdz03qovxerzrv12lgljae1p0,C. Tapé,,,5639588795,107,,5639588801,141,72.9,5639588807,1,,5639588797,56,Back,5639588803,212,22.1,5639588799,140,33.3,5639588805,213,5.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2798861049,451,1,2,51,18,a9vw7ikerpr4cuweeeka5aneg,1,33.4,72.9,2025-04-10T17:41:19.229Z,2025-04-10T17:41:20Z,6k7khwtkxpem9z17bl5rrf2p6,E. Frederiksen,,,5639588853,212,11.2,5639588851,141,68.5,5639588849,140,43.7,5639588855,213,6.01,5639588847,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2798861067,452,1,2,51,19,a9vw7ikerpr4cuweeeka5aneg,1,46.0,63.8,2025-04-10T17:41:20.533Z,2025-04-11T15:52:19Z,5w0giylttgiapseaw6qky0mxg,F. Christensen,,,5639588953,212,33.4,5639588949,140,58.4,5639588951,141,18.6,5639588955,213,5.11,5640868015,1,,5639588947,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2798861085,453,1,2,51,23,a9vw7ikerpr4cuweeeka5aneg,1,63.1,22.4,2025-04-10T17:41:24.054Z,2025-04-10T17:41:27Z,6qko3f8w2ap9ynbuq2g55i5n8,S. Doua,,,5639589075,140,71.0,5639589073,56,Center,5639589079,212,13.3,5639589077,141,37.6,5639589081,213,0.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2798861087,454,61,2,51,26,a9vw7ikerpr4cuweeeka5aneg,0,71.0,37.6,2025-04-10T17:41:26.957Z,2025-04-10T17:41:27Z,cqsc3mj8klukkgutdrpegybdg,K. Karikari,,,5639589095,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2798861099,471,1,2,51,26,6wwwud48qahpwrfxs20334qk5,1,26.8,58.5,2025-04-10T17:41:27.035Z,2025-04-10T18:41:09Z,4bojyjyvkdgm1lss6n37q2t5g,D. Kristjánsson,,,5639589181,213,4.57,5639589177,141,53.0,5639589179,212,3.8,5639589173,56,Back,5639589175,140,26.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2798861105,472,1,2,51,27,6wwwud48qahpwrfxs20334qk5,0,26.3,53.0,2025-04-10T17:41:28.429Z,2025-04-10T18:41:12Z,7ztdirfvd9d0x2yw1v051xzbo,W. Madsen,,,5639589231,1,,5639589223,140,33.2,5639589221,56,Back,5639589229,213,1.00,5639589219,157,,5639589225,141,69.6,5639589227,212,13.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2798861113,455,1,2,51,28,a9vw7ikerpr4cuweeeka5aneg,1,70.9,48.1,2025-04-10T17:41:29.422Z,2025-04-10T17:41:31Z,eso2tbbpnxu9qvx6zy07m5jx0,J. Madsen,,,5639589263,56,Center,5639589257,155,,5639589275,212,12.6,5639589267,140,68.8,5639589271,141,29.8,5639589281,213,4.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2798861121,456,1,2,51,30,a9vw7ikerpr4cuweeeka5aneg,1,68.8,29.8,2025-04-10T17:41:31.445Z,2025-04-11T15:52:43Z,6qko3f8w2ap9ynbuq2g55i5n8,S. Doua,,,5639589341,212,3.0,5639589339,141,34.2,5639589343,213,1.57,5639589335,56,Center,5640868795,3,,5639589337,140,68.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2798861147,457,1,2,51,33,a9vw7ikerpr4cuweeeka5aneg,1,68.8,34.2,2025-04-10T17:41:33.701Z,2025-04-10T17:41:37Z,5w0giylttgiapseaw6qky0mxg,F. Christensen,,,5639589537,213,4.92,5639589531,140,70.9,5639589535,212,10.6,5639589533,141,18.9,5639589529,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2798861161,458,1,2,51,36,a9vw7ikerpr4cuweeeka5aneg,1,68.2,26.7,2025-04-10T17:41:37.351Z,2025-04-10T17:41:39Z,6k7khwtkxpem9z17bl5rrf2p6,E. Frederiksen,,,5639589603,140,64.0,5639589605,141,36.0,5639589609,213,2.18,5639589601,56,Center,5639589607,212,7.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2798861203,459,1,2,51,38,a9vw7ikerpr4cuweeeka5aneg,1,64.8,30.3,2025-04-10T17:41:39.045Z,2025-04-10T17:41:44Z,5w0giylttgiapseaw6qky0mxg,F. Christensen,,,5639589823,213,5.02,5639589819,141,12.6,5639589821,212,12.6,5639589815,56,Right,5639589817,140,68.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2798861229,460,1,2,51,43,a9vw7ikerpr4cuweeeka5aneg,0,74.2,19.9,2025-04-10T17:41:44.541Z,2025-04-11T15:53:29Z,6qko3f8w2ap9ynbuq2g55i5n8,S. Doua,,,5639589979,213,0.31,5639589971,56,Center,5639589977,212,20.2,5639589973,140,92.5,5639589975,141,29.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2798861233,461,43,2,51,47,a9vw7ikerpr4cuweeeka5aneg,1,0.0,0.0,2025-04-10T17:41:47.773Z,2025-04-11T15:53:20Z,dfxs5u8rdcxhzp33aks3acdn8,K. Lusavec,,,5640869923,144,61,5639589995,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2798861237,473,12,2,51,48,6wwwud48qahpwrfxs20334qk5,1,5.7,71.5,2025-04-10T17:41:48.618Z,2025-04-10T17:41:50Z,3od63zrf6cay4d6ync9i2iuqc,F. Rieper,,,5639590037,213,2.26,5639590055,167,,5639590035,212,10.9,5639590031,140,0.0,5639590029,56,Back,5639590033,141,83.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2798861239,462,6,2,51,48,a9vw7ikerpr4cuweeeka5aneg,1,95.6,21.0,2025-04-10T17:41:49.251Z,2025-04-11T15:54:08Z,6qko3f8w2ap9ynbuq2g55i5n8,S. Doua,,,5639590079,233,474,5639590077,75,,5639590075,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2798861241,474,6,2,51,48,6wwwud48qahpwrfxs20334qk5,0,4.4,79.0,2025-04-10T17:41:49.251Z,2025-04-11T15:53:55Z,3od63zrf6cay4d6ync9i2iuqc,F. Rieper,,,5639590105,233,462,5639590073,73,,5639590071,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2798861333,463,1,2,52,11,a9vw7ikerpr4cuweeeka5aneg,0,99.5,0.5,2025-04-10T17:42:11.870Z,2025-04-11T15:53:57Z,eso2tbbpnxu9qvx6zy07m5jx0,J. Madsen,,,5639590665,141,48.1,5639590667,212,32.9,5639590659,223,,5639590653,2,,5639590661,56,Center,5640871095,72,,5639590657,155,,5639590671,1,,5639590655,6,5639590663,140,5639590669,213,1.76,,,,,,,,,,,,,,,,,,,,93.7,,,,,,,,,
2798861335,475,12,2,52,14,6wwwud48qahpwrfxs20334qk5,1,5.3,53.6,2025-04-10T17:42:15.002Z,2025-04-10T17:42:28Z,3od63zrf6cay4d6ync9i2iuqc,F. Rieper,,,5639590675,140,30.6,5639590673,56,Back,5639590701,15,,5639590681,213,6.16,5639590677,141,48.7,5639590679,212,26.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2798861355,464,43,2,52,16,a9vw7ikerpr4cuweeeka5aneg,1,0.0,0.0,2025-04-10T17:42:16.869Z,2025-04-11T15:54:29Z,6k7khwtkxpem9z17bl5rrf2p6,E. Frederiksen,,,5639590847,213,2.30,5639590845,212,4.9,5640872239,144,1,5639590841,140,72.0,5639590843,141,46.1,5639590839,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2798861401,465,1,2,52,18,a9vw7ikerpr4cuweeeka5aneg,1,72.0,46.1,2025-04-10T17:42:18.670Z,2025-04-10T17:42:27Z,6qko3f8w2ap9ynbuq2g55i5n8,S. Doua,,,5639591123,56,Right,5639591131,213,5.34,5639591133,1,,5639591129,212,32.4,5639591121,155,,5639591125,140,90.2,5639591127,141,7.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2798861411,466,1,2,52,26,a9vw7ikerpr4cuweeeka5aneg,0,78.5,21.3,2025-04-10T17:42:26.798Z,2025-04-11T15:54:56Z,eso2tbbpnxu9qvx6zy07m5jx0,J. Madsen,,,5639591189,140,86.8,5639591193,212,21.6,5639591191,141,50.3,5640872625,72,,5639591183,2,,5639591187,56,Center,5639591195,213,1.15,5639591185,155,,5640872623,223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2798861421,476,12,2,52,27,6wwwud48qahpwrfxs20334qk5,1,12.1,51.6,2025-04-10T17:42:28.114Z,2025-04-10T17:42:33Z,4m3slt6iikaxklqd12i719rl5,M. Opondo,,,5639591249,213,5.09,5639591241,56,Back,5639591243,140,18.7,5639591247,212,19.0,5639591255,15,,5639591245,141,25.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2798861445,467,13,2,52,30,a9vw7ikerpr4cuweeeka5aneg,1,79.9,70.5,2025-04-10T17:42:31.101Z,2025-04-11T15:55:13Z,6k7khwtkxpem9z17bl5rrf2p6,E. Frederiksen,,,5639592531,153,,5639594801,215,,5639595143,458,,5639594807,230,98.9,5639594789,75,,5639591391,18,,5639594799,103,18.1,5639594805,147,50.9,5639727801,328,5639594809,231,5639594787,72,,5639594803,146,5639594785,25,5639594797,102,32.4,5639591393,56,Center,,,,,,,,,,52.3,,,91.6,,,,,,
2798861461,477,12,2,52,32,6wwwud48qahpwrfxs20334qk5,1,7.8,49.1,2025-04-10T17:42:33.227Z,2025-04-10T17:42:35Z,b1kyjkhaaiw32cb4bubbpm7tg,J. Kudsk,,,5639591491,212,34.5,5639591493,213,4.80,5639591489,141,0.0,5639591543,167,,5639591485,56,Back,5639591521,15,,5639591487,140,10.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2798861487,468,5,2,52,34,a9vw7ikerpr4cuweeeka5aneg,1,90.4,101.1,2025-04-10T17:42:34.924Z,2025-04-10T18:40:33Z,6k7khwtkxpem9z17bl5rrf2p6,E. Frederiksen,,,5639591593,347,,5639591599,233,478,5639591591,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2798861473,478,5,2,52,34,6wwwud48qahpwrfxs20334qk5,0,9.6,-1.1,2025-04-10T17:42:34.924Z,2025-04-10T18:40:34Z,b1kyjkhaaiw32cb4bubbpm7tg,J. Kudsk,,,5639591531,347,,5639591603,233,468,5639591529,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2798861493,469,1,2,52,36,a9vw7ikerpr4cuweeeka5aneg,1,92.3,100.0,2025-04-10T17:42:37.038Z,2025-04-10T17:42:38Z,81w1fqi66z0ibawynhraybaxg,S. Ngabo,,,5639591613,141,91.7,5639591609,56,Left,5639591611,140,90.3,5639591615,212,6.3,5639591617,213,4.37,5639591607,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2798861523,470,1,2,52,37,a9vw7ikerpr4cuweeeka5aneg,1,90.3,91.7,2025-04-10T17:42:38.285Z,2025-04-11T15:55:53Z,5w0giylttgiapseaw6qky0mxg,F. Christensen,,,5639591787,56,Left,5639591795,213,1.39,5639591789,140,90.8,5639591793,212,3.0,5640875355,156,,5639591791,141,96.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2798861539,471,1,2,52,42,a9vw7ikerpr4cuweeeka5aneg,1,89.1,91.2,2025-04-10T17:42:42.877Z,2025-04-10T17:42:45Z,81w1fqi66z0ibawynhraybaxg,S. Ngabo,,,5639591927,140,88.3,5639591933,213,4.58,5639591929,141,81.7,5639591925,56,Left,5639591931,212,6.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2798861543,472,1,2,52,45,a9vw7ikerpr4cuweeeka5aneg,0,95.9,77.8,2025-04-10T17:42:45.766Z,2025-04-10T17:42:46Z,6k7khwtkxpem9z17bl5rrf2p6,E. Frederiksen,,,5639591959,212,6.1,5639591957,141,70.9,5639591955,140,92.2,5639591961,213,4.02,5639591953,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2798861603,479,12,2,52,47,6wwwud48qahpwrfxs20334qk5,1,10.9,43.1,2025-04-10T17:42:48.410Z,2025-04-10T17:42:57Z,7ztdirfvd9d0x2yw1v051xzbo,W. Madsen,,,5639592283,56,Back,5639592285,140,28.8,5639592291,213,1.02,5639592287,141,88.0,5639592289,212,35.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2798861599,473,1,2,52,53,a9vw7ikerpr4cuweeeka5aneg,0,73.0,17.4,2025-04-10T17:42:54.214Z,2025-04-11T15:56:08Z,5lu7bn7uec3zjqpoi1x81gbu1,S. Hausner,,,5639592267,155,,5640875909,20,,5639592271,140,90.8,5639592265,2,,5639592273,141,46.6,5640875907,224,,5639592269,56,Center,5639592277,213,0.82,5639592275,212,,,,,,,,,,,,,,,,,,27.3,,,,,,,,,,,,,,,,
2798861607,480,12,2,52,56,6wwwud48qahpwrfxs20334qk5,1,6.6,55.2,2025-04-10T17:42:56.994Z,2025-04-10T17:42:59Z,b1kyjkhaaiw32cb4bubbpm7tg,J. Kudsk,,,5639592301,141,0.0,5639592297,56,Back,5639592309,213,4.60,5639592299,140,2.5,5639592441,167,,5639592325,15,,5639592303,212,38.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2798861643,474,5,2,52,58,a9vw7ikerpr4cuweeeka5aneg,1,96.4,101.4,2025-04-10T17:42:58.859Z,2025-04-10T18:40:34Z,5lu7bn7uec3zjqpoi1x81gbu1,S. Hausner,,,5639592533,233,481,5639592511,56,Left,5639592513,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2798861621,481,5,2,52,58,6wwwud48qahpwrfxs20334qk5,0,3.6,-1.4,2025-04-10T17:42:58.859Z,2025-04-10T18:40:34Z,b1kyjkhaaiw32cb4bubbpm7tg,J. Kudsk,,,5639592537,233,474,5639592423,56,Back,5639592425,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2798861783,475,1,2,53,22,a9vw7ikerpr4cuweeeka5aneg,0,97.3,100.0,2025-04-10T17:43:23.469Z,2025-04-10T17:43:26Z,4i0jiisff5k1efcgf27skpqfo,F. Roslyng,,,5639593323,56,Center,5639593331,213,4.61,5639593333,1,,5639593329,212,30.8,5639593321,107,,5639593325,140,94.3,5639593327,141,56.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2798861795,482,12,2,53,26,6wwwud48qahpwrfxs20334qk5,1,9.0,33.6,2025-04-10T17:43:26.626Z,2025-04-10T17:43:40Z,7ztdirfvd9d0x2yw1v051xzbo,W. Madsen,,,5639593433,15,,5639593411,213,0.37,5639593401,140,28.5,5639593409,212,22.0,5639593405,141,45.4,5639593397,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2798861875,476,1,2,53,28,a9vw7ikerpr4cuweeeka5aneg,1,71.1,51.2,2025-04-10T17:43:28.861Z,2025-04-10T17:43:46Z,6qko3f8w2ap9ynbuq2g55i5n8,S. Doua,,1.0,5639593885,141,22.2,5639593887,212,19.9,5639593883,140,68.7,5639593889,213,4.59,5639593881,56,Center,5639594245,210,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2798861879,477,15,2,53,36,a9vw7ikerpr4cuweeeka5aneg,1,75.7,41.7,2025-04-10T17:43:36.886Z,2025-04-11T15:58:43Z,81w1fqi66z0ibawynhraybaxg,S. Ngabo,,,5639594295,103,13.3,5639594287,29,,5639593901,22,,5639594297,215,,5639594285,76,,5639593905,56,Center,5639594301,147,49.3,5639594325,233,483,5639594129,72,5639593903,18,5639594293,102,53.5,5639594289,55,5639594299,146,,,,,,,,,,,,,,,,,98.0,,476,,,,,,
2798861889,483,10,2,53,36,6wwwud48qahpwrfxs20334qk5,1,1.0,50.1,2025-04-10T17:43:36.986Z,2025-04-11T15:58:48Z,eiy7fhqxdx3ypg4dq4454hpbe,V. Birksø,,,5639593981,56,Back,5639594355,233,477,5640881869,376,,5639594049,177,,5639593979,182,,5639594051,180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2798861913,484,52,2,53,39,6wwwud48qahpwrfxs20334qk5,1,1.0,50.1,2025-04-10T17:43:39.884Z,2025-04-11T15:58:56Z,eiy7fhqxdx3ypg4dq4454hpbe,V. Birksø,,,5640882143,376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2798862029,486,1,2,53,49,6wwwud48qahpwrfxs20334qk5,1,8.1,46.4,2025-04-10T17:43:49.666Z,2025-04-10T17:43:56Z,eiy7fhqxdx3ypg4dq4454hpbe,V. Birksø,,,5639594757,141,21.3,5639594755,140,9.1,5639594759,212,17.1,5639594761,213,4.77,5639594753,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2798862043,487,1,2,53,55,6wwwud48qahpwrfxs20334qk5,0,22.7,10.6,2025-04-10T17:43:56.460Z,2025-04-10T17:43:57Z,b1kyjkhaaiw32cb4bubbpm7tg,J. Kudsk,,,5639594867,1,,5639594865,213,6.14,5639594847,155,,5639594857,140,75.9,5639594861,141,0.0,5639594863,212,56.4,5639594851,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2798862083,478,5,2,53,57,a9vw7ikerpr4cuweeeka5aneg,1,20.0,101.5,2025-04-10T17:43:57.750Z,2025-04-10T18:40:35Z,81w1fqi66z0ibawynhraybaxg,S. Ngabo,,,5639595037,347,,5639595059,233,488,5639595035,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2798862047,488,5,2,53,57,6wwwud48qahpwrfxs20334qk5,0,80.0,-1.5,2025-04-10T17:43:57.750Z,2025-04-10T18:40:35Z,b1kyjkhaaiw32cb4bubbpm7tg,J. Kudsk,,,5639595063,233,478,5639594875,347,,5639594873,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2798862133,479,1,2,54,6,a9vw7ikerpr4cuweeeka5aneg,0,19.4,100.0,2025-04-10T17:44:06.837Z,2025-04-11T15:59:17Z,bdz03qovxerzrv12lgljae1p0,C. Tapé,,,5639595267,140,63.2,5639595271,212,46.8,5639595269,141,88.9,5639595265,56,Left,5639595263,107,,5639595273,213,6.10,5639595275,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799087621,846,8,2,54,7,6wwwud48qahpwrfxs20334qk5,1,32.7,4.3,2025-04-10T17:44:08.180Z,2025-04-11T15:59:21Z,b1kyjkhaaiw32cb4bubbpm7tg,J. Kudsk,,,5640882855,56,Back,5640882987,384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2798862131,489,43,2,54,10,6wwwud48qahpwrfxs20334qk5,1,0.0,0.0,2025-04-10T17:44:10.635Z,2025-04-10T18:07:47Z,b1kyjkhaaiw32cb4bubbpm7tg,J. Kudsk,,,5639595261,56,Back,5639643113,144,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2798862137,480,43,2,54,10,a9vw7ikerpr4cuweeeka5aneg,1,0.0,0.0,2025-04-10T17:44:10.709Z,2025-04-10T18:32:24Z,81w1fqi66z0ibawynhraybaxg,S. Ngabo,,,5639692441,144,61,5639595293,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799087699,904,83,2,54,10,a9vw7ikerpr4cuweeeka5aneg,0,67.3,95.7,2025-04-10T17:44:11.048Z,2025-04-11T15:59:37Z,81w1fqi66z0ibawynhraybaxg,S. Ngabo,,,5640883763,399,65g5cfsdr10378yvmkpm19444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
