id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/9/value,qualifier/10/value,qualifier/15/value,qualifier/14/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/16/value,qualifier/17/value
2723149287,425,1,1,41,19,a9vw7ikerpr4cuweeeka5aneg,1,72.1,90.2,2024-09-21T11:43:02.625Z,2024-09-21T11:43:04Z,cl4xl80n4gew1ox03r3ooshrd,O. Kjærgaard,,,5226512107,140,71.3,5226512115,213,4.64,5226512113,212,11.5,5226512111,141,73.3,5226512103,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2723149359,426,1,1,41,20,a9vw7ikerpr4cuweeeka5aneg,1,71.3,73.3,2024-09-21T11:43:04.305Z,2024-09-21T11:52:10Z,dfxs5u8rdcxhzp33aks3acdn8,K. Lusavec,,,5226512513,212,9.8,5226512511,141,69.9,5226512507,56,Center,5226512515,213,6.05,5226512509,140,80.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2723149369,427,50,1,41,23,a9vw7ikerpr4cuweeeka5aneg,1,83.2,57.0,2024-09-21T11:43:07.450Z,2024-09-21T11:43:13Z,cl4xl80n4gew1ox03r3ooshrd,O. Kjærgaard,,,5226512563,286,,5226512559,56,Center,5226512853,233,329,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2723149395,329,7,1,41,23,ajtb177oqwawkdwbqhldmq6mx,0,16.8,43.0,2024-09-21T11:43:07.451Z,2024-09-21T11:43:12Z,15nwvne76hmc6vgtju60bl7md,J. Okore,,,5226512745,285,,5226512811,233,427,5226512743,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2723149497,428,13,1,41,24,a9vw7ikerpr4cuweeeka5aneg,1,79.1,38.9,2024-09-21T11:43:07.930Z,2024-09-21T13:35:59Z,6k7khwtkxpem9z17bl5rrf2p6,E. Frederiksen,,,5227142935,113,,5226514681,103,55.6,5226514677,102,63.9,5226514675,77,,5226514689,231,49.5,5226514685,458,,5226514687,230,97.7,5226513745,72,,5226513185,22,,5226513191,18,5226514683,328,5226513195,56,Center,,,,,,,,,,,,,,,,,,,,
2723149957,330,5,1,41,27,ajtb177oqwawkdwbqhldmq6mx,1,-0.9,45.6,2024-09-21T11:43:10.695Z,2024-09-21T13:16:20Z,15nwvne76hmc6vgtju60bl7md,J. Okore,,,5226515605,346,,5226515637,233,429,5226515601,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2723149545,429,5,1,41,27,a9vw7ikerpr4cuweeeka5aneg,0,100.9,54.4,2024-09-21T11:43:10.695Z,2024-09-21T13:16:21Z,6k7khwtkxpem9z17bl5rrf2p6,E. Frederiksen,,,5226515693,233,330,5226513405,56,Center,5226513409,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2723150141,331,1,1,41,48,ajtb177oqwawkdwbqhldmq6mx,1,4.7,60.8,2024-09-21T11:43:32.502Z,2024-09-21T11:43:41Z,8xe0fufxfgf5cuwgysz3r2j85,E. Christensen,,,5226516629,212,7.1,5226516635,237,,5226516625,140,3.2,5226516627,141,50.6,5226516623,56,Back,5226516621,124,,5226516631,213,4.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2723150161,332,1,1,41,57,ajtb177oqwawkdwbqhldmq6mx,0,7.1,50.6,2024-09-21T11:43:41.567Z,2024-09-21T11:43:43Z,9y3vs6l0mjj38z0kw062jlh3p,A. Vaporakis,,,5226516733,157,,5226516741,212,41.0,5226516743,213,5.83,5226516737,140,42.3,5226516739,141,24.4,5226516735,56,Back,5226516745,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2723150251,430,8,1,42,3,a9vw7ikerpr4cuweeeka5aneg,1,58.0,74.4,2024-09-21T11:43:46.769Z,2024-09-21T11:43:46Z,dfxs5u8rdcxhzp33aks3acdn8,K. Lusavec,,,5226517117,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2723150287,432,1,1,42,4,a9vw7ikerpr4cuweeeka5aneg,1,58.0,74.4,2024-09-21T11:43:47.723Z,2024-09-21T11:43:48Z,dfxs5u8rdcxhzp33aks3acdn8,K. Lusavec,,,5226517341,141,81.4,5226517343,212,8.0,5226517339,140,64.1,5226517345,213,0.64,5226517337,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2723150313,433,1,1,42,5,a9vw7ikerpr4cuweeeka5aneg,1,64.1,81.4,2024-09-21T11:43:48.681Z,2024-09-21T11:43:49Z,cl4xl80n4gew1ox03r3ooshrd,O. Kjærgaard,,,5226517477,212,14.4,5226517475,141,82.9,5226517479,213,0.07,5226517473,140,77.8,5226517471,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2723150323,434,1,1,42,6,a9vw7ikerpr4cuweeeka5aneg,1,77.8,82.9,2024-09-21T11:43:49.737Z,2024-09-21T11:43:50Z,81w1fqi66z0ibawynhraybaxg,S. Ngabo,,,5226517537,141,79.6,5226517539,212,7.0,5226517535,140,71.5,5226517533,56,Left,5226517543,213,3.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2723150369,435,1,1,42,7,a9vw7ikerpr4cuweeeka5aneg,1,71.5,79.6,2024-09-21T11:43:50.625Z,2024-09-21T11:43:53Z,cl4xl80n4gew1ox03r3ooshrd,O. Kjærgaard,,,5226517839,141,43.9,5226517845,212,24.6,5226517835,56,Center,5226517847,213,4.87,5226517837,140,75.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2723150391,436,1,1,42,9,a9vw7ikerpr4cuweeeka5aneg,1,75.2,43.9,2024-09-21T11:43:52.985Z,2024-09-21T11:43:54Z,6k7khwtkxpem9z17bl5rrf2p6,E. Frederiksen,,,5226518003,141,45.1,5226518001,140,90.2,5226518005,212,15.8,5226517999,56,Center,5226518007,213,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2723150401,437,61,1,42,11,a9vw7ikerpr4cuweeeka5aneg,0,90.2,45.1,2024-09-21T11:43:54.745Z,2024-09-21T11:43:55Z,cqsc3mj8klukkgutdrpegybdg,K. Karikari,,,5226518051,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2723150483,333,12,1,42,12,ajtb177oqwawkdwbqhldmq6mx,1,8.3,54.0,2024-09-21T11:43:56.151Z,2024-09-21T12:13:03Z,8xe0fufxfgf5cuwgysz3r2j85,E. Christensen,,,5226518461,56,Back,5226518463,140,14.8,5226518467,212,6.8,5226518465,141,54.5,5226518469,213,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2723150473,438,61,1,42,14,a9vw7ikerpr4cuweeeka5aneg,1,90.2,45.1,2024-09-21T11:43:58.095Z,2024-09-21T11:43:58Z,6k7khwtkxpem9z17bl5rrf2p6,E. Frederiksen,,,5226518417,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2723150545,334,12,1,42,14,ajtb177oqwawkdwbqhldmq6mx,1,11.6,53.4,2024-09-21T11:43:58.502Z,2024-09-21T12:13:01Z,e8vt8711wb40afht2v13omket,M. Wohlgemuth,,,5226518805,141,51.3,5226518809,213,6.12,5226518807,212,8.6,5226518801,56,Back,5226518803,140,19.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2723150505,439,15,1,42,15,a9vw7ikerpr4cuweeeka5aneg,1,81.8,48.3,2024-09-21T11:43:59.370Z,2024-09-21T13:37:21Z,9dh7cnu4uzbraeck0t5iqlj4k,A. Herdonsson,,,5226572661,20,,5226518639,56,Center,5226518635,22,,5226573185,102,49.5,5226572667,82,,5226573187,103,19,5226573191,458,,5226573197,230,98.9,5226573199,231,49.8,5226573195,147,5226573183,78,5226572663,18,,5226573223,233,335,5226573193,146,85.6,,,,,48.6,,,,,,,,,
2723150549,335,10,1,42,15,ajtb177oqwawkdwbqhldmq6mx,1,14.4,51.4,2024-09-21T11:43:59.470Z,2024-09-21T14:02:51Z,8xe0fufxfgf5cuwgysz3r2j85,E. Christensen,,,5226573245,233,439,5226518829,94,,5226518831,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2723150605,440,1,1,42,18,a9vw7ikerpr4cuweeeka5aneg,1,71.5,84.4,2024-09-21T11:44:02.218Z,2024-09-21T11:44:04Z,bdz03qovxerzrv12lgljae1p0,C. Tapé,,,5226519071,140,72.2,5226519073,141,72.7,5226519075,212,8.0,5226519069,56,Center,5226519077,213,4.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2723150659,441,1,1,42,20,a9vw7ikerpr4cuweeeka5aneg,1,72.8,72.3,2024-09-21T11:44:03.897Z,2024-09-21T11:44:06Z,cl4xl80n4gew1ox03r3ooshrd,O. Kjærgaard,,,5226519379,141,88.6,5226519369,56,Left,5226519381,212,13.1,5226519373,140,79.5,5226519385,213,1.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2723150775,442,1,1,42,22,a9vw7ikerpr4cuweeeka5aneg,1,80.6,88.7,2024-09-21T11:44:06.362Z,2024-09-21T11:44:11Z,bdz03qovxerzrv12lgljae1p0,C. Tapé,,,5226519971,212,54.4,5226519973,213,5.04,5226519975,1,,5226519979,345,,5226519963,155,,5226519961,2,,5226519967,140,97.4,5226519969,141,13.1,5226519965,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,
2723150873,443,1,1,42,29,a9vw7ikerpr4cuweeeka5aneg,1,94.4,7.1,2024-09-21T11:44:12.969Z,2024-09-21T11:44:15Z,4lxxyqy78jkglhv2w6crzcnsa,O. Kolskogen,,,5226520481,213,2.86,5226520477,141,14.0,5226520475,140,79.1,5226520479,212,16.7,5226520473,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2723150927,444,1,1,42,31,a9vw7ikerpr4cuweeeka5aneg,1,79.1,14.0,2024-09-21T11:44:15.153Z,2024-09-21T11:44:17Z,5lu7bn7uec3zjqpoi1x81gbu1,S. Hausner,,,5226520809,213,1.56,5226520805,141,32.2,5226520807,212,12.4,5226520803,140,79.2,5226520801,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2723151009,445,1,1,42,33,a9vw7ikerpr4cuweeeka5aneg,1,80.9,23.3,2024-09-21T11:44:17.241Z,2024-09-21T11:44:20Z,9dh7cnu4uzbraeck0t5iqlj4k,A. Herdonsson,,,5226521279,213,5.34,5226521275,212,14.7,5226521263,56,Right,5226521265,140,89.1,5226521269,141,5.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2723151019,446,1,1,42,36,a9vw7ikerpr4cuweeeka5aneg,0,89.1,5.8,2024-09-21T11:44:20.321Z,2024-09-21T11:44:21Z,4lxxyqy78jkglhv2w6crzcnsa,O. Kolskogen,,,5226521333,56,Right,5226521341,212,9.4,5226521335,140,84.2,5226521347,213,2.15,5226521337,141,17.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2723151051,336,8,1,42,38,ajtb177oqwawkdwbqhldmq6mx,1,9.4,86.5,2024-09-21T11:44:22.014Z,2024-09-21T11:44:33Z,ct7z1lwc3kc5oblzcewgipzl6,A. Bredahl,,,5226521495,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2723151235,447,1,1,42,39,a9vw7ikerpr4cuweeeka5aneg,1,72.9,19.2,2024-09-21T11:44:23.585Z,2024-09-21T11:44:28Z,9dh7cnu4uzbraeck0t5iqlj4k,A. Herdonsson,,,5226522317,140,68.1,5226522319,141,11.0,5226522315,56,Right,5226522321,212,7.5,5226522323,213,3.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2723151249,337,45,1,42,44,ajtb177oqwawkdwbqhldmq6mx,0,26.0,94.8,2024-09-21T11:44:28.298Z,2024-09-21T13:20:41Z,4a0jmv6qmwn01iuqp1mhnyzth,N. Thomsen,,,5226522413,56,Back,5226522525,233,448,5226522415,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2723151243,448,3,1,42,44,a9vw7ikerpr4cuweeeka5aneg,1,74.0,5.2,2024-09-21T11:44:28.298Z,2024-09-21T13:20:41Z,5lu7bn7uec3zjqpoi1x81gbu1,S. Hausner,,,5226522469,233,337,5226522367,286,,5226522365,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2723151309,449,1,1,42,45,a9vw7ikerpr4cuweeeka5aneg,1,74.1,6.1,2024-09-21T11:44:28.641Z,2024-09-21T11:44:31Z,5lu7bn7uec3zjqpoi1x81gbu1,S. Hausner,,,5226522727,140,72.1,5226522725,56,Center,5226522729,141,23.7,5226522733,213,1.74,5226522731,212,12.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2723151397,450,1,1,42,47,a9vw7ikerpr4cuweeeka5aneg,1,72.3,28.6,2024-09-21T11:44:31.258Z,2024-09-21T11:44:34Z,9dh7cnu4uzbraeck0t5iqlj4k,A. Herdonsson,,,5226523105,56,Center,5226523109,141,75.3,5226523107,140,65.8,5226523115,1,,5226523113,213,1.78,5226523111,212,32.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2723151449,451,1,1,42,50,a9vw7ikerpr4cuweeeka5aneg,1,65.8,75.3,2024-09-21T11:44:34.329Z,2024-09-21T11:44:36Z,dfxs5u8rdcxhzp33aks3acdn8,K. Lusavec,,,5226523369,140,74.3,5226523367,56,Left,5226523373,212,13.2,5226523371,141,89.6,5226523375,213,0.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2723151611,452,1,1,42,52,a9vw7ikerpr4cuweeeka5aneg,1,75.0,91.8,2024-09-21T11:44:36.490Z,2024-09-21T11:44:42Z,bdz03qovxerzrv12lgljae1p0,C. Tapé,,,5226524161,56,Center,5226524165,140,92.4,5226524169,212,20.7,5226524167,141,77.6,5226524171,213,5.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2723151617,453,50,1,42,58,a9vw7ikerpr4cuweeeka5aneg,1,75.6,79.0,2024-09-21T11:44:42.243Z,2024-09-21T11:44:47Z,cl4xl80n4gew1ox03r3ooshrd,O. Kjærgaard,,,5226524191,286,,5226524189,56,Left,5226524381,233,338,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2723151637,338,7,1,42,58,ajtb177oqwawkdwbqhldmq6mx,0,24.4,21.0,2024-09-21T11:44:42.244Z,2024-09-21T11:44:46Z,egnjbmbxkceiygmp2jty4b47o,O. Jakobsen,,,5226524331,233,453,5226524301,56,Back,5226524303,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2723151735,454,1,1,43,1,a9vw7ikerpr4cuweeeka5aneg,1,68.4,79.3,2024-09-21T11:44:45.210Z,2024-09-21T11:44:48Z,dfxs5u8rdcxhzp33aks3acdn8,K. Lusavec,,,5226524755,56,Center,5226524759,141,46.6,5226524757,140,85.9,5226524761,212,28.8,5226524763,213,5.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2723151769,455,1,1,43,4,a9vw7ikerpr4cuweeeka5aneg,1,85.9,46.6,2024-09-21T11:44:48.241Z,2024-09-21T11:45:18Z,6k7khwtkxpem9z17bl5rrf2p6,E. Frederiksen,1.0,,5226528479,210,15,5226528481,154,,5226524937,141,43.9,5226524935,140,88.6,5226524939,212,3.4,5226524941,213,5.71,5226524933,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2723151781,456,15,1,43,5,a9vw7ikerpr4cuweeeka5aneg,1,88.6,43.9,2024-09-21T11:44:49.210Z,2024-09-21T13:38:03Z,cqsc3mj8klukkgutdrpegybdg,K. Karikari,,,5226527823,20,,5226525001,22,,5226528551,146,98.8,5226525005,56,Center,5226528549,328,,5226528539,154,,5226528545,102,50.8,5226528535,79,,5226528547,103,23.4,5226528537,29,5226528541,55,5226528573,233,339,5226525003,17,,5226528553,147,48.9,,,,,,455,,,,,,,,
2723151813,339,10,1,43,5,ajtb177oqwawkdwbqhldmq6mx,1,2.0,53.9,2024-09-21T11:44:49.310Z,2024-09-21T11:45:13Z,9y3vs6l0mjj38z0kw062jlh3p,A. Vaporakis,,,5226525183,182,,5226526191,180,,5226525187,56,Back,5226527883,233,456,5226526189,174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2723151861,457,13,1,43,8,a9vw7ikerpr4cuweeeka5aneg,1,94.8,31.9,2024-09-21T11:44:51.834Z,2024-09-21T13:38:19Z,4lxxyqy78jkglhv2w6crzcnsa,O. Kolskogen,,,5226526507,20,,5226525465,62,,5226525469,56,Center,5226527597,103,65.3,5226527601,230,98.8,5226527595,102,56.8,5226527599,458,,5226525461,22,,5226527593,77,,5226527603,231,5227155045,108,5227155047,328,,,,,,,,,,,,45.5,,,,,,,,,
2723152005,340,5,1,43,9,ajtb177oqwawkdwbqhldmq6mx,1,-0.9,44.0,2024-09-21T11:44:53.006Z,2024-09-21T13:16:22Z,9y3vs6l0mjj38z0kw062jlh3p,A. Vaporakis,,,5226526169,56,Back,5226526219,233,458,5226526173,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2723151915,458,5,1,43,9,a9vw7ikerpr4cuweeeka5aneg,0,100.9,56.0,2024-09-21T11:44:53.006Z,2024-09-21T13:16:22Z,4lxxyqy78jkglhv2w6crzcnsa,O. Kolskogen,,,5226526293,233,340,5226525727,346,,5226525725,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2723152675,341,1,1,43,43,ajtb177oqwawkdwbqhldmq6mx,0,4.9,40.4,2024-09-21T11:45:26.917Z,2024-09-21T11:45:31Z,9y3vs6l0mjj38z0kw062jlh3p,A. Vaporakis,,,5226529673,1,,5226529671,213,6.15,5226529677,74,,5226529661,124,,5226529663,56,Center,5226529669,212,58.4,5226529665,140,60.0,5226529667,141,28.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2723152679,459,44,1,43,46,a9vw7ikerpr4cuweeeka5aneg,1,39.6,70.1,2024-09-21T11:45:30.578Z,2024-09-21T13:20:56Z,9dh7cnu4uzbraeck0t5iqlj4k,A. Herdonsson,,,5226529705,56,Back,5226529707,285,,5226529821,233,342,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2723152683,342,44,1,43,46,ajtb177oqwawkdwbqhldmq6mx,0,60.4,29.9,2024-09-21T11:45:30.579Z,2024-09-21T13:20:56Z,4a0jmv6qmwn01iuqp1mhnyzth,N. Thomsen,,,5226529855,233,459,5226529725,56,Center,5226529727,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2723152719,460,1,1,43,47,a9vw7ikerpr4cuweeeka5aneg,0,38.9,68.5,2024-09-21T11:45:30.906Z,2024-09-21T11:45:34Z,9dh7cnu4uzbraeck0t5iqlj4k,A. Herdonsson,,,5226529917,56,Center,5226529919,140,55.4,5226529915,3,,5226529925,213,6.22,5226529923,212,17.4,5226529921,141,66.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2723152727,343,44,1,43,49,ajtb177oqwawkdwbqhldmq6mx,1,45.4,34.5,2024-09-21T11:45:32.941Z,2024-09-21T13:20:57Z,e8vt8711wb40afht2v13omket,M. Wohlgemuth,,,5226530141,233,461,5226529963,285,,5226529961,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2723152733,461,44,1,43,49,a9vw7ikerpr4cuweeeka5aneg,0,54.6,65.5,2024-09-21T11:45:32.942Z,2024-09-21T13:20:57Z,81w1fqi66z0ibawynhraybaxg,S. Ngabo,,,5226530165,233,343,5226529971,286,,5226529969,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2723152737,344,61,1,43,50,ajtb177oqwawkdwbqhldmq6mx,0,46.8,36.9,2024-09-21T11:45:33.716Z,2024-09-21T11:45:34Z,e8vt8711wb40afht2v13omket,M. Wohlgemuth,,,5226529985,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2723152757,462,1,1,43,50,a9vw7ikerpr4cuweeeka5aneg,0,55.4,66.9,2024-09-21T11:45:33.793Z,2024-09-21T11:45:35Z,81w1fqi66z0ibawynhraybaxg,S. Ngabo,,,5226530091,140,46.9,5226530093,141,66.4,5226530095,212,8.9,5226530097,213,3.18,5226530089,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2723152787,345,50,1,43,51,ajtb177oqwawkdwbqhldmq6mx,1,56.2,38.3,2024-09-21T11:45:35.622Z,2024-09-21T13:20:26Z,4a0jmv6qmwn01iuqp1mhnyzth,N. Thomsen,,,5226530235,56,Center,5226766593,286,,5226766663,233,499,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2723162213,499,7,1,43,52,a9vw7ikerpr4cuweeeka5aneg,1,43.8,61.7,2024-09-21T11:45:35.623Z,2024-09-21T13:20:26Z,9dh7cnu4uzbraeck0t5iqlj4k,A. Herdonsson,,,5226580503,56,Back,5226766637,233,345,5226580505,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2723152835,463,1,1,43,53,a9vw7ikerpr4cuweeeka5aneg,1,45.6,66.1,2024-09-21T11:45:36.777Z,2024-09-21T11:45:38Z,9dh7cnu4uzbraeck0t5iqlj4k,A. Herdonsson,,,5226530517,212,14.6,5226530519,213,3.01,5226530515,141,69.0,5226530511,56,Back,5226530513,140,31.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2723152899,464,1,1,43,54,a9vw7ikerpr4cuweeeka5aneg,1,31.8,69.0,2024-09-21T11:45:37.929Z,2024-09-21T11:45:40Z,61vr9xr91fr4g6ayzga5vn9w5,A. Ludwig,,,5226530871,56,Back,5226530873,140,40.9,5226530877,212,18.9,5226530879,213,1.04,5226530875,141,93.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2723152967,466,2,1,43,57,a9vw7ikerpr4cuweeeka5aneg,1,61.9,89.4,2024-09-21T11:45:41.441Z,2024-09-21T11:55:10Z,bdz03qovxerzrv12lgljae1p0,C. Tapé,,,5226531263,7,cl4xl80n4gew1ox03r3ooshrd,5226531223,140,81.1,5226531225,141,87.4,5226531265,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2723153405,347,1,1,44,20,ajtb177oqwawkdwbqhldmq6mx,0,25.3,28.2,2024-09-21T11:46:03.669Z,2024-09-21T11:46:06Z,2uellcocrvapu7o70g5zdcmad,J. Egeris,,,5226533399,140,70.7,5226533395,241,,5226533397,56,Right,5226533393,157,,5226533405,213,6.11,5226533389,5,,5226533407,1,,5226533401,141,15.9,5226533403,212,48.4,,,,,,,,,,,,,,,,,,,,,,,,,,,
2723153509,467,1,1,44,22,a9vw7ikerpr4cuweeeka5aneg,1,22.5,76.3,2024-09-21T11:46:05.969Z,2024-09-21T11:46:11Z,61vr9xr91fr4g6ayzga5vn9w5,A. Ludwig,,,5226533833,140,29.4,5226533831,56,Back,5226533839,213,1.05,5226533829,3,,5226533835,141,94.7,5226533837,212,14.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2723153517,468,50,1,44,27,a9vw7ikerpr4cuweeeka5aneg,1,17.0,94.8,2024-09-21T11:46:11.594Z,2024-09-21T11:46:18Z,bdz03qovxerzrv12lgljae1p0,C. Tapé,,,5226533867,56,Back,5226534161,233,348,5226533869,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2723153555,348,7,1,44,27,ajtb177oqwawkdwbqhldmq6mx,0,83.0,5.2,2024-09-21T11:46:11.595Z,2024-09-21T11:46:17Z,egnjbmbxkceiygmp2jty4b47o,O. Jakobsen,,,5226534055,286,,5226534053,56,Right,5226534107,233,468,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2723153621,470,1,1,44,29,a9vw7ikerpr4cuweeeka5aneg,1,5.8,85.3,2024-09-21T11:46:13.179Z,2024-09-21T11:46:17Z,61vr9xr91fr4g6ayzga5vn9w5,A. Ludwig,,,5226534399,56,Back,5226534397,157,,5226534409,212,31.5,5226534417,1,,5226534405,141,90.8,5226534403,140,35.6,5226534413,213,0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2723153747,471,1,1,44,34,a9vw7ikerpr4cuweeeka5aneg,1,38.8,90.2,2024-09-21T11:46:17.681Z,2024-09-21T11:56:08Z,cl4xl80n4gew1ox03r3ooshrd,O. Kjærgaard,1.0,,5226535059,213,0.01,5226535055,212,34.5,5226535051,141,90.6,5226535063,1,,5226586689,154,,5226535047,140,71.7,5226586687,210,15,5226535045,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2723153757,472,15,1,44,39,a9vw7ikerpr4cuweeeka5aneg,1,87.9,65.6,2024-09-21T11:46:23.570Z,2024-09-21T13:40:19Z,cqsc3mj8klukkgutdrpegybdg,K. Karikari,,,5226586743,146,90.1,5226683041,233,349,5226586733,154,,5226535105,56,Center,5226586351,82,,5226586235,22,,5226586237,64,,5226586747,230,98.5,5226586749,231,52.0,5226586739,102,5226586745,147,5226586729,78,,5226586735,55,471,5226586347,20,,5226586741,103,5226586731,29,50.0,62.8,,19,,,,,,
2723153819,349,10,1,44,40,ajtb177oqwawkdwbqhldmq6mx,1,9.9,37.2,2024-09-21T11:46:23.670Z,2024-09-21T12:31:12Z,8xe0fufxfgf5cuwgysz3r2j85,E. Christensen,,,5226683063,233,472,5226535347,56,Back,5226683015,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
