id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/8/value,qualifier/9/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/11/value,qualifier/14/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value
2742232855,545,1,2,51,51,8gxd9ry2580pu1b1dd5ny9ymy,1,45.8,100.0,2024-11-01T19:07:39.575Z,2024-11-01T19:07:41Z,6dzg820946z4848whaa6ny2nd,N. Clausen,,5330921041,56,Back,5330921045,141,84.7,5330921039,107,,5330921047,212,11.8,5330921043,140,44.5,5330921051,213,4.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742232921,546,1,2,51,53,8gxd9ry2580pu1b1dd5ny9ymy,1,44.4,85.0,2024-11-01T19:07:41.559Z,2024-11-01T19:07:45Z,4oxf446ya7jwulq6hxlp8r36d,J. Gemmer,,5330921337,155,,5330921341,56,Back,5330921345,141,39.2,5330921347,212,31.2,5330921343,140,42.8,5330921349,213,4.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742232969,547,1,2,51,57,8gxd9ry2580pu1b1dd5ny9ymy,1,42.1,42.8,2024-11-01T19:07:45.014Z,2024-11-01T19:07:47Z,bfvdr7ckiersz26ya2kq9f1g4,A. Iljazovski,,5330921639,140,56.4,5330921643,212,16.5,5330921641,141,53.0,5330921637,56,Center,5330921645,213,0.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742232985,548,1,2,51,59,8gxd9ry2580pu1b1dd5ny9ymy,1,53.5,50.0,2024-11-01T19:07:47.510Z,2024-11-01T19:07:48Z,dm6xpphbyyooqriwaambi7njd,F. Krogstad,,5330921733,140,57.4,5330921737,141,63.1,5330921741,213,1.14,5330921739,212,9.8,5330921729,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742233013,549,1,2,52,0,8gxd9ry2580pu1b1dd5ny9ymy,1,57.4,63.1,2024-11-01T19:07:48.422Z,2024-11-01T19:07:50Z,4oxf446ya7jwulq6hxlp8r36d,J. Gemmer,,5330921921,140,69.9,5330921925,141,40.6,5330921933,213,5.42,5330921929,212,20.2,5330921917,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742233057,550,1,2,52,2,8gxd9ry2580pu1b1dd5ny9ymy,1,69.9,40.6,2024-11-01T19:07:50.086Z,2024-11-01T19:07:52Z,9r07ooissj5mz15g87x5rmbx1,C. Jakobsen,,5330922127,141,42.4,5330922123,56,Center,5330922131,213,2.93,5330922129,212,5.9,5330922125,140,64.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742233139,551,1,2,52,4,8gxd9ry2580pu1b1dd5ny9ymy,1,61.9,42.4,2024-11-01T19:07:52.078Z,2024-11-01T19:13:22Z,dm6xpphbyyooqriwaambi7njd,F. Krogstad,,5330922515,213,5.97,5330922511,141,26.8,5330922507,56,Center,5330922513,212,34.2,5330922517,1,,5330923573,4,,5330922509,140,92.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742233155,552,1,2,52,7,8gxd9ry2580pu1b1dd5ny9ymy,0,93.0,24.2,2024-11-01T19:07:55.478Z,2024-11-01T19:29:38Z,dncrhma6gwcn6pxiu7hfc6qz8,A. Smed,,5330922611,2,,5330922621,212,18.5,5330922615,56,Center,5330922619,141,51.1,5330922617,140,95.7,5330922623,213,1.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742233183,476,12,2,52,9,aqtkb4mgrz8c6iqfufj6qjbv9,1,9.7,57.0,2024-11-01T19:07:56.961Z,2024-11-01T19:08:00Z,5z7y55t2o577r8ki3i5855as,J. Witt,,5330922773,213,1.52,5330922771,212,17.9,5330922769,141,83.3,5330922765,56,Back,5330922767,140,10.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742233179,553,43,2,52,9,8gxd9ry2580pu1b1dd5ny9ymy,1,0.0,0.0,2024-11-01T19:07:57.187Z,2024-11-01T19:08:01Z,dncrhma6gwcn6pxiu7hfc6qz8,A. Smed,,5330923199,144,8,5330922751,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742233315,478,1,2,52,15,aqtkb4mgrz8c6iqfufj6qjbv9,1,1.8,90.6,2024-11-01T19:08:02.841Z,2024-11-01T19:08:04Z,85a9bmnu6fqvhlff28qm0e0a1,D. Johansen,,5330923475,56,Back,5330923483,213,5.69,5330923481,212,21.1,5330923477,140,18.4,5330923479,141,73.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742233373,479,1,2,52,17,aqtkb4mgrz8c6iqfufj6qjbv9,1,17.7,71.1,2024-11-01T19:08:05.666Z,2024-11-01T19:08:07Z,bpldj4qdzfdm1n739atcadbmc,B. Kücükylidiz,,5330923827,141,83.9,5330923823,56,Back,5330923835,213,1.42,5330923831,212,8.8,5330923825,140,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742233399,480,1,2,52,19,aqtkb4mgrz8c6iqfufj6qjbv9,1,21.9,76.0,2024-11-01T19:08:07.441Z,2024-11-01T19:08:08Z,2tcdx5rp7vujnlid4oqqxdogk,M. Due Grandt,,5330923985,213,5.16,5330923977,140,31.0,5330923981,212,22.0,5330923973,56,Back,5330923979,141,46.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742233429,481,1,2,52,21,aqtkb4mgrz8c6iqfufj6qjbv9,1,31.0,46.9,2024-11-01T19:08:08.809Z,2024-11-01T19:08:10Z,khqldwfq14b7giakss24l9t5,K. Enghardt,,5330924119,56,Back,5330924123,141,38.9,5330924127,213,5.81,5330924125,212,11.9,5330924121,140,41.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742233521,482,1,2,52,22,aqtkb4mgrz8c6iqfufj6qjbv9,1,41.1,38.9,2024-11-01T19:08:10.225Z,2024-11-01T19:08:14Z,1fjkjzsei9slx2t4zhsqdkve1,M. Etim,,5330924587,56,Back,5330924599,213,4.78,5330924591,140,42.4,5330924595,141,9.8,5330924597,212,19.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742233573,483,1,2,52,26,aqtkb4mgrz8c6iqfufj6qjbv9,1,47.9,8.9,2024-11-01T19:08:14.601Z,2024-11-01T19:08:18Z,81gka3mi69fh8gyehyy8xo9as,C. Allen,,5330924887,140,64.0,5330924885,56,Right,5330924893,213,0.24,5330924889,141,14.9,5330924891,212,17.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742233597,484,1,2,52,30,aqtkb4mgrz8c6iqfufj6qjbv9,1,64.2,4.9,2024-11-01T19:08:18.137Z,2024-11-01T19:08:20Z,1fjkjzsei9slx2t4zhsqdkve1,M. Etim,,5330925039,140,45.9,5330925043,212,19.5,5330925045,213,2.97,5330925037,56,Back,5330925041,141,9.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742233681,485,1,2,52,32,aqtkb4mgrz8c6iqfufj6qjbv9,1,44.9,11.1,2024-11-01T19:08:20.010Z,2024-11-01T19:08:23Z,khqldwfq14b7giakss24l9t5,K. Enghardt,,5330925453,141,26.2,5330925457,213,1.33,5330925447,56,Back,5330925455,212,10.6,5330925451,140,47.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742233689,486,4,2,52,35,aqtkb4mgrz8c6iqfufj6qjbv9,1,47.2,33.7,2024-11-01T19:08:23.569Z,2024-11-01T19:57:36Z,bpldj4qdzfdm1n739atcadbmc,B. Kücükylidiz,,5330925509,152,,5330925513,286,,5330925593,233,554,5330925507,56,Back,5330925511,265,,5330925505,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742233693,554,4,2,52,35,8gxd9ry2580pu1b1dd5ny9ymy,0,52.8,66.3,2024-11-01T19:08:23.570Z,2024-11-01T19:57:36Z,4oxf446ya7jwulq6hxlp8r36d,J. Gemmer,,5330925543,13,,5330925547,152,,5330925551,285,,5330925549,265,,5330925647,233,486,5330925545,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742233947,487,1,2,52,48,aqtkb4mgrz8c6iqfufj6qjbv9,0,62.3,25.6,2024-11-01T19:08:36.129Z,2024-11-01T19:08:38Z,khqldwfq14b7giakss24l9t5,K. Enghardt,,5330926785,152,,5330926793,212,14.4,5330926783,5,,5330926787,56,Center,5330926789,140,75.6,5330926813,189,,5330926795,213,0.25,5330926791,141,30.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742234013,488,1,2,52,49,aqtkb4mgrz8c6iqfufj6qjbv9,1,77.4,30.4,2024-11-01T19:08:36.938Z,2024-11-01T19:29:50Z,1n4eldqa7h9jvcx1693zqu06i,T. Arndal,1.0,5330928753,210,13,5330927097,213,1.20,5330927093,141,32.4,5330927091,140,77.9,5330927095,212,1.5,5330927089,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742234053,489,13,2,52,50,aqtkb4mgrz8c6iqfufj6qjbv9,1,80.0,48.5,2024-11-01T19:08:37.817Z,2024-11-01T20:13:59Z,uiyol728wan4mxco2foplknp,A. Justinussen,,5330927761,102,57.1,5330928775,29,,5330927369,18,,5330927367,22,,5330928781,215,,5330927767,103,12.5,5330927371,56,Center,5331282085,83,,5330927783,230,5330927787,231,5330928777,55,488,5330927615,20,99.1,51.1,,,,,,,,,,,,,,,,,,,,,,
2742234071,490,5,2,52,51,aqtkb4mgrz8c6iqfufj6qjbv9,0,101.6,61.1,2024-11-01T19:08:39.376Z,2024-11-01T19:58:46Z,uiyol728wan4mxco2foplknp,A. Justinussen,,5330927463,56,Center,5330927531,233,555,5330927465,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742234061,555,5,2,52,51,8gxd9ry2580pu1b1dd5ny9ymy,1,-1.6,38.9,2024-11-01T19:08:39.376Z,2024-11-01T19:58:45Z,4oxf446ya7jwulq6hxlp8r36d,J. Gemmer,,5330927491,233,490,5330927425,346,,5330927423,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742234473,557,1,2,53,16,8gxd9ry2580pu1b1dd5ny9ymy,1,2.6,51.3,2024-11-01T19:09:04.654Z,2024-11-01T19:09:06Z,d9hh01mit4geyadol3gmzco9,F. Đukić,,5330929719,56,Back,5330929717,124,,5330929723,141,43.3,5330929727,213,5.82,5330929731,237,,5330929725,212,12.1,5330929721,140,12.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742234553,558,1,2,53,18,8gxd9ry2580pu1b1dd5ny9ymy,1,12.9,43.3,2024-11-01T19:09:05.880Z,2024-11-01T19:09:09Z,a30gduuv9d1s4pkthgu2jhyol,D. Stenderup,,5330930097,212,53.6,5330930093,140,60.3,5330930101,1,,5330930099,213,0.38,5330930085,157,,5330930089,56,Center,5330930095,141,72.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742234567,559,1,2,53,22,8gxd9ry2580pu1b1dd5ny9ymy,0,60.3,72.6,2024-11-01T19:09:09.742Z,2024-11-01T19:09:10Z,5e5fuj7mbkpvf0bug32ixxc5x,S. Makienok,,5330930165,3,,5330930179,213,4.24,5330930177,212,28.4,5330930173,140,48.1,5330930169,56,Back,5330930175,141,35.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742234623,491,1,2,53,23,aqtkb4mgrz8c6iqfufj6qjbv9,1,32.1,56.3,2024-11-01T19:09:11.377Z,2024-11-01T19:09:12Z,9350utk4onh2hv5jznxqpkd7t,R. Møller,,5330930459,56,Back,5330930457,3,,5330930465,141,49.4,5330930461,140,38.9,5330930469,213,5.70,5330930467,212,8.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742234633,492,1,2,53,24,aqtkb4mgrz8c6iqfufj6qjbv9,0,38.9,49.4,2024-11-01T19:09:12.290Z,2024-11-01T19:09:13Z,2tcdx5rp7vujnlid4oqqxdogk,M. Due Grandt,,5330930505,140,41.2,5330930511,213,0.42,5330930507,141,51.0,5330930503,56,Back,5330930577,233,560,5330930581,286,,5330930573,236,,5330930509,212,2.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742234643,560,74,2,53,24,8gxd9ry2580pu1b1dd5ny9ymy,1,32.9,33.6,2024-11-01T19:09:12.291Z,2024-11-01T19:57:42Z,9r07ooissj5mz15g87x5rmbx1,C. Jakobsen,,5330930583,233,492,5330930561,285,,5330930557,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742234663,493,61,2,53,26,aqtkb4mgrz8c6iqfufj6qjbv9,0,41.2,50.9,2024-11-01T19:09:14.162Z,2024-11-01T19:09:14Z,bpldj4qdzfdm1n739atcadbmc,B. Kücükylidiz,,5330930671,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742234705,494,83,2,53,28,aqtkb4mgrz8c6iqfufj6qjbv9,0,52.1,35.1,2024-11-01T19:09:16.323Z,2024-11-01T19:09:17Z,2tcdx5rp7vujnlid4oqqxdogk,M. Due Grandt,,5330931055,399,5e5fuj7mbkpvf0bug32ixxc5x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742234711,561,43,2,53,28,8gxd9ry2580pu1b1dd5ny9ymy,1,0.0,0.0,2024-11-01T19:09:16.454Z,2024-11-01T19:09:43Z,5e5fuj7mbkpvf0bug32ixxc5x,S. Makienok,,5330934165,144,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742234731,562,1,2,53,28,8gxd9ry2580pu1b1dd5ny9ymy,1,46.2,79.4,2024-11-01T19:09:16.598Z,2024-11-01T19:09:17Z,5e5fuj7mbkpvf0bug32ixxc5x,S. Makienok,,5330931087,140,32.8,5330931085,56,Back,5330931089,141,85.7,5330931093,213,2.85,5330931091,212,14.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742234795,563,1,2,53,29,8gxd9ry2580pu1b1dd5ny9ymy,1,32.8,85.7,2024-11-01T19:09:17.542Z,2024-11-01T19:09:20Z,6dzg820946z4848whaa6ny2nd,N. Clausen,,5330931463,141,73.5,5330931467,213,4.97,5330931465,212,8.6,5330931461,140,34.9,5330931459,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742234921,564,1,2,53,32,8gxd9ry2580pu1b1dd5ny9ymy,1,35.4,72.4,2024-11-01T19:09:19.870Z,2024-11-01T19:09:25Z,4oxf446ya7jwulq6hxlp8r36d,J. Gemmer,,5330932109,212,38.9,5330932113,213,5.61,5330932103,140,64.3,5330932115,1,,5330932099,155,,5330932105,141,36.7,5330932101,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742234929,565,44,2,53,37,8gxd9ry2580pu1b1dd5ny9ymy,1,73.9,29.3,2024-11-01T19:09:25.375Z,2024-11-01T19:58:18Z,dncrhma6gwcn6pxiu7hfc6qz8,A. Smed,,5330932145,286,,5330932143,56,Center,5330932227,233,495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742234935,495,44,2,53,37,aqtkb4mgrz8c6iqfufj6qjbv9,0,26.1,70.7,2024-11-01T19:09:25.376Z,2024-11-01T19:58:19Z,9350utk4onh2hv5jznxqpkd7t,R. Møller,,5330932175,285,,5330932173,56,Back,5330932237,233,565,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742234967,566,1,2,53,37,8gxd9ry2580pu1b1dd5ny9ymy,1,64.3,36.7,2024-11-01T19:09:25.702Z,2024-11-01T19:09:27Z,dncrhma6gwcn6pxiu7hfc6qz8,A. Smed,,5330932325,140,61.8,5330932321,3,,5330932329,212,10.4,5330932323,56,Center,5330932327,141,21.9,5330932331,213,4.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742234973,567,1,2,53,39,8gxd9ry2580pu1b1dd5ny9ymy,1,61.8,21.9,2024-11-01T19:09:27.015Z,2024-11-01T19:09:28Z,dm6xpphbyyooqriwaambi7njd,F. Krogstad,,5330932359,56,Right,5330932371,213,3.40,5330932361,140,53.3,5330932365,141,18.5,5330932367,212,9.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742235005,568,1,2,53,40,8gxd9ry2580pu1b1dd5ny9ymy,1,53.3,18.5,2024-11-01T19:09:28.382Z,2024-11-01T19:09:30Z,bfvdr7ckiersz26ya2kq9f1g4,A. Iljazovski,,5330932565,140,60.6,5330932567,141,37.4,5330932563,56,Center,5330932569,212,15.0,5330932571,213,1.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742235125,569,1,2,53,42,8gxd9ry2580pu1b1dd5ny9ymy,1,61.7,35.2,2024-11-01T19:09:29.910Z,2024-11-01T19:09:35Z,dncrhma6gwcn6pxiu7hfc6qz8,A. Smed,,5330933207,212,3.9,5330933203,140,58.0,5330933209,213,3.09,5330933201,56,Center,5330933205,141,35.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742235207,570,1,2,53,47,8gxd9ry2580pu1b1dd5ny9ymy,0,62.2,36.3,2024-11-01T19:09:35.711Z,2024-11-01T19:09:39Z,9r07ooissj5mz15g87x5rmbx1,C. Jakobsen,,5330933619,141,39.8,5330933615,56,Center,5330933621,212,4.2,5330933617,140,65.5,5330933623,213,0.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742235191,496,8,2,53,51,aqtkb4mgrz8c6iqfufj6qjbv9,1,27.9,54.3,2024-11-01T19:09:38.891Z,2024-11-01T19:09:39Z,1n4eldqa7h9jvcx1693zqu06i,T. Arndal,,5330933551,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742235233,498,1,2,53,52,aqtkb4mgrz8c6iqfufj6qjbv9,1,28.3,54.9,2024-11-01T19:09:39.738Z,2024-11-01T19:09:40Z,1n4eldqa7h9jvcx1693zqu06i,T. Arndal,,5330933729,141,64.6,5330933727,140,35.2,5330933733,213,0.74,5330933725,56,Back,5330933731,212,9.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742235249,499,1,2,53,52,aqtkb4mgrz8c6iqfufj6qjbv9,1,35.2,64.6,2024-11-01T19:09:40.250Z,2024-11-01T19:09:40Z,bpldj4qdzfdm1n739atcadbmc,B. Kücükylidiz,,5330933833,140,36.0,5330933837,212,15.7,5330933839,213,4.77,5330933835,141,41.5,5330933831,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742235291,500,1,2,53,53,aqtkb4mgrz8c6iqfufj6qjbv9,1,36.0,41.5,2024-11-01T19:09:40.826Z,2024-11-01T19:09:42Z,2tcdx5rp7vujnlid4oqqxdogk,M. Due Grandt,,5330934071,212,17.5,5330934075,213,4.19,5330934059,56,Back,5330934063,140,27.7,5330934067,141,19.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742235455,501,1,2,53,54,aqtkb4mgrz8c6iqfufj6qjbv9,1,27.7,19.2,2024-11-01T19:09:42.442Z,2024-11-01T19:09:50Z,81gka3mi69fh8gyehyy8xo9as,C. Allen,,5330934927,140,64.0,5330934923,155,,5330934935,1,,5330934931,212,38.5,5330934929,141,26.8,5330934933,213,0.13,5330934925,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742235413,571,83,2,54,0,8gxd9ry2580pu1b1dd5ny9ymy,0,40.6,74.2,2024-11-01T19:09:48.135Z,2024-11-01T19:09:54Z,a30gduuv9d1s4pkthgu2jhyol,D. Stenderup,,5330935403,399,1fjkjzsei9slx2t4zhsqdkve1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742235491,502,4,2,54,4,aqtkb4mgrz8c6iqfufj6qjbv9,1,62.2,19.4,2024-11-01T19:09:51.874Z,2024-11-01T19:57:36Z,1fjkjzsei9slx2t4zhsqdkve1,M. Etim,,5330935175,56,Right,5330935279,233,572,5330935179,265,,5330935177,152,,5330935173,13,,5330935181,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742235495,572,4,2,54,4,8gxd9ry2580pu1b1dd5ny9ymy,0,37.8,80.6,2024-11-01T19:09:51.875Z,2024-11-01T19:57:37Z,4oxf446ya7jwulq6hxlp8r36d,J. Gemmer,,5330935229,152,,5330935323,233,502,5330935227,56,Back,5330935231,265,,5330935233,285,,5330935225,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742236129,503,1,2,54,33,aqtkb4mgrz8c6iqfufj6qjbv9,1,61.6,8.8,2024-11-01T19:10:20.787Z,2024-11-01T19:10:22Z,khqldwfq14b7giakss24l9t5,K. Enghardt,,5330938305,5,,5330938307,152,,5330938313,141,16.5,5330938317,213,2.13,5330938315,212,6.2,5330938309,56,Right,5330938311,140,58.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742236175,504,1,2,54,35,aqtkb4mgrz8c6iqfufj6qjbv9,1,58.5,16.5,2024-11-01T19:10:22.804Z,2024-11-01T19:10:24Z,5z7y55t2o577r8ki3i5855as,J. Witt,,5330938551,212,29.7,5330938549,141,59.1,5330938553,213,1.80,5330938545,56,Center,5330938543,155,,5330938547,140,52.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742236213,505,1,2,54,36,aqtkb4mgrz8c6iqfufj6qjbv9,1,52.1,59.1,2024-11-01T19:10:24.683Z,2024-11-01T19:10:27Z,9350utk4onh2hv5jznxqpkd7t,R. Møller,,5330938739,56,Left,5330938747,213,1.09,5330938743,141,90.8,5330938741,140,62.9,5330938745,212,24.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742236263,506,1,2,54,40,aqtkb4mgrz8c6iqfufj6qjbv9,1,62.8,89.4,2024-11-01T19:10:28.435Z,2024-11-01T19:10:29Z,85a9bmnu6fqvhlff28qm0e0a1,D. Johansen,,5330938985,212,20.5,5330938981,140,54.6,5330938979,56,Center,5330938983,141,62.1,5330938989,213,4.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742236373,507,1,2,54,41,aqtkb4mgrz8c6iqfufj6qjbv9,1,54.6,62.1,2024-11-01T19:10:29.163Z,2024-11-01T19:10:33Z,2tcdx5rp7vujnlid4oqqxdogk,M. Due Grandt,,5330939519,212,35.3,5330939513,56,Back,5330939517,141,48.4,5330939523,1,,5330939521,213,3.41,5330939515,140,22.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742236443,508,1,2,54,45,aqtkb4mgrz8c6iqfufj6qjbv9,1,23.9,41.0,2024-11-01T19:10:33.555Z,2024-11-01T19:10:37Z,8mswl5vzza12hylodrrsq3zvu,A. Kappenberger,,5330939875,56,Back,5330939883,213,5.05,5330939881,212,28.6,5330939877,140,32.9,5330939879,141,1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742236459,509,1,2,54,49,aqtkb4mgrz8c6iqfufj6qjbv9,0,32.9,1.3,2024-11-01T19:10:37.331Z,2024-11-01T19:10:39Z,khqldwfq14b7giakss24l9t5,K. Enghardt,,5330940131,236,,5330939955,140,35.7,5330940137,286,,5330940133,233,573,5330939959,212,4.1,5330939961,213,0.78,5330939957,141,5.6,5330939953,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742236479,573,74,2,54,49,8gxd9ry2580pu1b1dd5ny9ymy,1,64.7,95.7,2024-11-01T19:10:37.332Z,2024-11-01T19:57:42Z,9tt9eo9bsff7dp7aqjal1obo4,F. Høgh,,5330940069,285,,5330940067,56,Left,5330940167,233,509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742236901,510,5,2,54,53,aqtkb4mgrz8c6iqfufj6qjbv9,1,31.2,-2.0,2024-11-01T19:10:40.998Z,2024-11-01T19:58:46Z,khqldwfq14b7giakss24l9t5,K. Enghardt,,5330942361,56,Back,5330942427,233,574,5330942363,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742236525,574,5,2,54,53,8gxd9ry2580pu1b1dd5ny9ymy,0,68.8,102.0,2024-11-01T19:10:40.998Z,2024-11-01T19:58:47Z,9tt9eo9bsff7dp7aqjal1obo4,F. Høgh,,5330942461,233,510,5330940277,56,Left,5330940279,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742236933,511,1,2,55,13,aqtkb4mgrz8c6iqfufj6qjbv9,1,26.9,0.0,2024-11-01T19:11:00.963Z,2024-11-01T19:11:02Z,81gka3mi69fh8gyehyy8xo9as,C. Allen,,5330942539,213,0.49,5330942537,212,10.0,5330942533,140,35.3,5330942529,107,,5330942531,56,Back,5330942535,141,4.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742236949,512,1,2,55,14,aqtkb4mgrz8c6iqfufj6qjbv9,1,35.3,4.9,2024-11-01T19:11:01.852Z,2024-11-01T19:11:03Z,1fjkjzsei9slx2t4zhsqdkve1,M. Etim,,5330942629,140,30.5,5330942627,56,Back,5330942635,213,3.14,5330942631,141,4.9,5330942633,212,5.0,5330942687,156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
