id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/8/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/10/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/12/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value
2715008587,450,1,2,47,25,a9vw7ikerpr4cuweeeka5aneg,0,94.4,83.5,2024-08-30T18:35:30.660Z,2024-08-30T18:35:33Z,bdz03qovxerzrv12lgljae1p0,C. Tapé,,,5181972721,2,,5181972731,212,14.9,5181972729,141,62.0,5181972735,213,4.51,5181972725,56,Center,5181972727,140,91.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2715008635,461,12,2,47,27,8gxd9ry2580pu1b1dd5ny9ymy,1,10.0,37.9,2024-08-30T18:35:32.514Z,2024-08-30T18:35:34Z,dshwz1df0rbe0fztksawvd0wl,M. Olsen,,,5181973037,141,25.3,5181973039,212,9.9,5181973035,140,5.2,5181973041,213,4.18,5181973031,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2715008837,462,12,2,47,29,8gxd9ry2580pu1b1dd5ny9ymy,1,5.2,25.3,2024-08-30T18:35:34.201Z,2024-08-30T18:35:42Z,1basznqpux0hkrrd06eaxodsl,M. Knudsen,,,5181974127,140,42.6,5181974137,213,0.39,5181974133,212,42.5,5181974125,56,Back,5181974131,141,49.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2715008739,451,1,2,47,32,a9vw7ikerpr4cuweeeka5aneg,0,53.4,44.5,2024-08-30T18:35:37.643Z,2024-08-30T18:35:38Z,5lu7bn7uec3zjqpoi1x81gbu1,S. Hausner,,,5181973629,56,Center,5181973627,3,,5181973637,213,5.73,5181973635,212,13.1,5181973633,141,34.3,5181973631,140,64.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2715008933,463,1,2,47,37,8gxd9ry2580pu1b1dd5ny9ymy,0,43.6,67.0,2024-08-30T18:35:42.289Z,2024-08-30T18:42:55Z,2cup1vjw8n43kbzzxfflnmplg,J. Singh,,,5181974601,56,Left,5181974605,141,86.9,5181974603,140,72.9,5181974609,213,0.41,5181974607,212,33.6,5181974613,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2715009035,452,1,2,47,42,a9vw7ikerpr4cuweeeka5aneg,1,26.4,11.1,2024-08-30T18:35:47.436Z,2024-08-30T18:35:51Z,5lu7bn7uec3zjqpoi1x81gbu1,S. Hausner,,,5181975151,141,33.6,5181975149,140,25.6,5181975155,213,1.63,5181975153,212,15.3,5181975147,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2715009091,453,1,2,47,46,a9vw7ikerpr4cuweeeka5aneg,1,24.6,36.1,2024-08-30T18:35:51.132Z,2024-08-30T18:35:53Z,4lxxyqy78jkglhv2w6crzcnsa,O. Kolskogen,,,5181975465,56,Back,5181975473,213,0.30,5181975471,212,11.4,5181975467,140,35.0,5181975469,141,41.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2715009155,454,1,2,47,48,a9vw7ikerpr4cuweeeka5aneg,1,35.0,41.0,2024-08-30T18:35:53.516Z,2024-08-30T18:35:56Z,9dh7cnu4uzbraeck0t5iqlj4k,A. Herdonsson,,,5181975819,56,Back,5181975827,213,4.71,5181975825,212,15.5,5181975823,141,18.2,5181975821,140,35.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2715009215,455,1,2,47,51,a9vw7ikerpr4cuweeeka5aneg,1,35.0,18.2,2024-08-30T18:35:56.524Z,2024-08-30T18:35:59Z,5lu7bn7uec3zjqpoi1x81gbu1,S. Hausner,,,5181976169,56,Back,5181976171,140,44.5,5181976175,212,14.0,5181976173,141,3.8,5181976177,213,5.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2715009279,456,1,2,47,54,a9vw7ikerpr4cuweeeka5aneg,1,44.4,4.0,2024-08-30T18:35:59.076Z,2024-08-30T18:36:01Z,a6ymx4wkrn260rtpb360nsiqd,M. Kallesøe,,,5181976461,140,63.5,5181976463,141,3.8,5181976465,212,20.1,5181976459,56,Right,5181976467,213,6.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2715009291,457,1,2,47,56,a9vw7ikerpr4cuweeeka5aneg,0,63.5,3.8,2024-08-30T18:36:01.452Z,2024-08-30T18:36:06Z,cl4xl80n4gew1ox03r3ooshrd,O. Kjærgaard,,,5181977109,236,,5181976559,140,64.7,5181977111,233,464,5181976567,213,0.00,5181976563,212,1.3,5181976561,141,3.8,5181977115,286,,5181976557,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2715009375,464,74,2,47,56,8gxd9ry2580pu1b1dd5ny9ymy,1,38.6,87.5,2024-08-30T18:36:01.453Z,2024-08-30T20:01:23Z,6dzg820946z4848whaa6ny2nd,N. Clausen,,,5181977047,285,,5181977045,56,Back,5181977173,233,457,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2715009465,458,5,2,47,58,a9vw7ikerpr4cuweeeka5aneg,1,54.8,-1.4,2024-08-30T18:36:03.406Z,2024-08-30T20:00:53Z,cl4xl80n4gew1ox03r3ooshrd,O. Kjærgaard,,,5181977515,347,,5181977513,56,Right,5181977585,233,465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2715009419,465,5,2,47,58,8gxd9ry2580pu1b1dd5ny9ymy,0,45.2,101.4,2024-08-30T18:36:03.406Z,2024-08-30T20:00:54Z,6dzg820946z4848whaa6ny2nd,N. Clausen,,,5181977303,347,,5181977301,56,Back,5181977619,233,458,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2715009525,459,1,2,48,4,a9vw7ikerpr4cuweeeka5aneg,1,57.0,0.0,2024-08-30T18:36:09.804Z,2024-08-30T18:36:12Z,a6ymx4wkrn260rtpb360nsiqd,M. Kallesøe,,,5181977881,213,1.00,5181977871,107,,5181977873,56,Center,5181977875,140,66.5,5181977877,141,21.2,5181977879,212,18.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2715009567,460,1,2,48,7,a9vw7ikerpr4cuweeeka5aneg,1,66.5,21.2,2024-08-30T18:36:12.156Z,2024-08-30T18:36:14Z,81w1fqi66z0ibawynhraybaxg,S. Ngabo,,,5181978099,212,11.4,5181978097,141,8.0,5181978095,140,73.2,5181978093,56,Right,5181978101,213,5.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2715009691,461,1,2,48,9,a9vw7ikerpr4cuweeeka5aneg,1,72.7,10.1,2024-08-30T18:36:14.116Z,2024-08-30T18:36:29Z,3epwf56ozg73hueacwmckk0r9,S. Pingel,1.0,,5181980197,210,13,5181978715,141,29.4,5181978717,212,13.6,5181978711,56,Center,5181978713,140,76.0,5181978719,213,1.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2715009695,462,13,2,48,12,a9vw7ikerpr4cuweeeka5aneg,1,75.5,34.6,2024-08-30T18:36:17.941Z,2024-08-30T18:36:30Z,81w1fqi66z0ibawynhraybaxg,S. Ngabo,,,5181978745,22,,5181978747,18,,5181980251,102,59.7,5181979325,72,,5181980259,231,48.4,5181980255,215,,5181980257,230,98.4,5181980243,73,,5181980247,55,5181980253,103,25,461,5181978749,56,5181980245,29,,,,,,,Center,,,,,,,,,,,,,,,,
2715009729,463,5,2,48,13,a9vw7ikerpr4cuweeeka5aneg,0,101.1,62.1,2024-08-30T18:36:18.627Z,2024-08-30T20:00:54Z,81w1fqi66z0ibawynhraybaxg,S. Ngabo,,,5181978949,346,,5181980881,233,466,5181978947,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2715010067,466,5,2,48,13,8gxd9ry2580pu1b1dd5ny9ymy,1,-1.1,37.9,2024-08-30T18:36:18.627Z,2024-08-30T20:00:54Z,6dzg820946z4848whaa6ny2nd,N. Clausen,,,5181980769,56,Back,5181980771,346,,5181980845,233,463,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2715010103,467,1,2,48,29,8gxd9ry2580pu1b1dd5ny9ymy,1,3.6,46.6,2024-08-30T18:36:34.210Z,2024-08-30T18:36:35Z,d9hh01mit4geyadol3gmzco9,F. Đukić,,,5181980965,140,19.6,5181980967,141,44.2,5181980971,213,6.19,5181980961,124,,5181980963,56,Back,5181980975,237,,5181980969,212,16.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2715010135,468,1,2,48,30,8gxd9ry2580pu1b1dd5ny9ymy,1,19.6,44.2,2024-08-30T18:36:35.170Z,2024-08-30T18:36:37Z,a30gduuv9d1s4pkthgu2jhyol,D. Stenderup,,,5181981135,56,Back,5181981137,140,9.6,5181981143,213,4.22,5181981141,212,22.3,5181981139,141,15.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2715010235,469,1,2,48,32,8gxd9ry2580pu1b1dd5ny9ymy,1,9.6,15.3,2024-08-30T18:36:37.490Z,2024-08-30T18:36:42Z,dshwz1df0rbe0fztksawvd0wl,M. Olsen,,,5181981751,56,Back,5181981761,212,17.4,5181981755,140,23.0,5181981763,213,0.63,5181981757,141,30.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2715010259,470,1,2,48,37,8gxd9ry2580pu1b1dd5ny9ymy,0,35.3,30.0,2024-08-30T18:36:42.346Z,2024-08-30T18:36:43Z,6uwvbagahvoavs630k8uksxjp,M. Kaalund,,,5181981875,141,44.0,5181981871,140,41.3,5181981867,56,Back,5181981879,213,0.99,5181981877,212,11.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2715010291,464,8,2,48,38,a9vw7ikerpr4cuweeeka5aneg,1,52.3,54.5,2024-08-30T18:36:43.854Z,2024-08-30T18:36:44Z,5lu7bn7uec3zjqpoi1x81gbu1,S. Hausner,,,5181981997,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2715010399,471,1,2,48,40,8gxd9ry2580pu1b1dd5ny9ymy,1,39.3,41.2,2024-08-30T18:36:45.450Z,2024-08-30T18:36:47Z,6uwvbagahvoavs630k8uksxjp,M. Kaalund,,,5181982467,213,2.04,5181982451,56,Back,5181982461,140,32.9,5181982463,141,60.5,5181982465,212,14.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2715010351,465,83,2,48,41,a9vw7ikerpr4cuweeeka5aneg,0,58.2,58.4,2024-08-30T18:36:46.109Z,2024-08-30T18:36:48Z,81w1fqi66z0ibawynhraybaxg,S. Ngabo,,,5181982603,399,1basznqpux0hkrrd06eaxodsl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2715010409,472,1,2,48,42,8gxd9ry2580pu1b1dd5ny9ymy,1,32.9,60.5,2024-08-30T18:36:47.346Z,2024-08-30T18:36:48Z,1basznqpux0hkrrd06eaxodsl,M. Knudsen,,,5181982521,141,75.4,5181982525,213,1.58,5181982523,212,10.1,5181982517,56,Back,5181982519,140,32.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2715010579,473,1,2,48,44,8gxd9ry2580pu1b1dd5ny9ymy,1,38.1,74.8,2024-08-30T18:36:49.570Z,2024-08-30T18:36:55Z,a30gduuv9d1s4pkthgu2jhyol,D. Stenderup,,,5181983459,141,56.7,5181983457,140,43.0,5181983455,56,Back,5181983463,213,5.11,5181983461,212,13.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2715010663,474,1,2,48,49,8gxd9ry2580pu1b1dd5ny9ymy,1,62.2,71.8,2024-08-30T18:36:54.962Z,2024-08-30T18:36:59Z,9r07ooissj5mz15g87x5rmbx1,C. Jakobsen,,,5181983941,141,92.7,5181983933,140,63.4,5181983929,56,Left,5181983949,213,1.48,5181983947,212,14.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2715010765,475,1,2,48,54,8gxd9ry2580pu1b1dd5ny9ymy,1,63.4,92.7,2024-08-30T18:36:59.691Z,2024-08-30T18:37:03Z,6dzg820946z4848whaa6ny2nd,N. Clausen,,,5181984481,1,,5181984477,212,43.3,5181984449,155,,5181984459,56,Center,5181984471,141,30.3,5181984453,196,,5181984465,140,71.4,5181984479,213,4.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2715010813,476,44,2,48,58,8gxd9ry2580pu1b1dd5ny9ymy,1,67.6,23.5,2024-08-30T18:37:03.218Z,2024-08-30T20:00:20Z,dncrhma6gwcn6pxiu7hfc6qz8,A. Smed,,,5182090105,233,466,5182090065,286,,5181984681,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2715010785,466,44,2,48,58,a9vw7ikerpr4cuweeeka5aneg,0,32.4,76.5,2024-08-30T18:37:03.219Z,2024-08-30T20:00:20Z,bdz03qovxerzrv12lgljae1p0,C. Tapé,,,5181984569,56,Back,5181984573,285,,5182090131,233,476,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2715011245,477,1,2,48,58,8gxd9ry2580pu1b1dd5ny9ymy,0,73.1,27.6,2024-08-30T18:37:03.962Z,2024-08-30T19:46:47Z,dncrhma6gwcn6pxiu7hfc6qz8,A. Smed,,,5181987137,140,77.9,5181987139,141,25.8,5181987143,213,6.04,5181987135,56,Center,5181987141,212,5.2,5181987133,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2715010919,468,1,2,49,1,a9vw7ikerpr4cuweeeka5aneg,1,16.9,79.4,2024-08-30T18:37:06.421Z,2024-08-30T18:37:08Z,9dh7cnu4uzbraeck0t5iqlj4k,A. Herdonsson,,,5181985243,212,16.8,5181985245,213,3.74,5181985241,141,65.5,5181985239,140,3.7,5181985237,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2715010985,469,1,2,49,3,a9vw7ikerpr4cuweeeka5aneg,1,3.7,65.5,2024-08-30T18:37:08.109Z,2024-08-30T18:37:10Z,8uhv14rin2znrr0wqgvcc2f2t,M. Delač,,,5181985605,141,64.3,5181985603,140,14.8,5181985601,56,Back,5181985607,212,11.7,5181985609,213,6.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2715011077,470,1,2,49,5,a9vw7ikerpr4cuweeeka5aneg,1,20.9,62.0,2024-08-30T18:37:10.525Z,2024-08-30T18:37:14Z,4lxxyqy78jkglhv2w6crzcnsa,O. Kolskogen,,,5181986211,141,19.1,5181986207,56,Back,5181986213,212,30.0,5181986215,213,4.48,5181986209,140,14.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2715011161,471,1,2,49,9,a9vw7ikerpr4cuweeeka5aneg,0,14.3,19.1,2024-08-30T18:37:14.414Z,2024-08-30T18:37:17Z,5lu7bn7uec3zjqpoi1x81gbu1,S. Hausner,,,5181986665,1,,5181986653,141,10.1,5181986647,56,Right,5181986645,157,,5181986663,213,6.16,5181986649,140,62.8,5181986657,212,51.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2715011285,472,1,2,49,13,a9vw7ikerpr4cuweeeka5aneg,1,43.7,10.7,2024-08-30T18:37:18.733Z,2024-08-30T18:37:22Z,a6ymx4wkrn260rtpb360nsiqd,M. Kallesøe,,,5181987357,56,Right,5181987361,141,6.1,5181987355,3,,5181987363,212,28.7,5181987359,140,70.9,5181987365,213,6.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2715011429,473,1,2,49,17,a9vw7ikerpr4cuweeeka5aneg,1,70.9,6.1,2024-08-30T18:37:22.661Z,2024-08-30T18:37:29Z,cqsc3mj8klukkgutdrpegybdg,K. Karikari,,,5181988109,212,8.1,5181988107,141,13.1,5181988111,213,2.51,5181988103,56,Right,5181988105,140,64.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2715011489,474,1,2,49,24,a9vw7ikerpr4cuweeeka5aneg,1,76.3,22.5,2024-08-30T18:37:29.462Z,2024-08-30T18:37:31Z,cl4xl80n4gew1ox03r3ooshrd,O. Kjærgaard,,,5181988421,212,11.5,5181988423,213,5.17,5181988419,141,7.3,5181988415,56,Right,5181988417,140,81.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2715011501,475,3,2,49,26,a9vw7ikerpr4cuweeeka5aneg,0,76.3,9.2,2024-08-30T18:37:31.325Z,2024-08-30T19:59:54Z,cqsc3mj8klukkgutdrpegybdg,K. Karikari,,,5181988777,233,478,5181988513,56,Right,5181988515,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2715011529,478,7,2,49,26,8gxd9ry2580pu1b1dd5ny9ymy,1,23.7,90.8,2024-08-30T18:37:31.326Z,2024-08-30T19:59:54Z,a30gduuv9d1s4pkthgu2jhyol,D. Stenderup,,,5181988691,56,Back,5181988693,285,,5181988755,233,475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2715011615,480,1,2,49,27,8gxd9ry2580pu1b1dd5ny9ymy,1,33.3,87.4,2024-08-30T18:37:32.866Z,2024-08-30T18:37:35Z,a30gduuv9d1s4pkthgu2jhyol,D. Stenderup,,,5181989127,213,5.37,5181989119,56,Back,5181989121,140,33.6,5181989125,212,0.5,5181989123,141,86.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2715011683,481,1,2,49,30,8gxd9ry2580pu1b1dd5ny9ymy,1,37.6,90.6,2024-08-30T18:37:35.787Z,2024-08-30T18:37:38Z,2cup1vjw8n43kbzzxfflnmplg,J. Singh,,,5181989479,56,Back,5181989487,213,5.69,5181989485,212,3.0,5181989483,141,88.1,5181989481,140,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2715011737,482,1,2,49,32,8gxd9ry2580pu1b1dd5ny9ymy,1,38.1,85.0,2024-08-30T18:37:37.858Z,2024-08-30T18:37:40Z,9r07ooissj5mz15g87x5rmbx1,C. Jakobsen,,,5181989817,213,4.57,5181989809,56,Back,5181989811,140,36.1,5181989815,212,14.5,5181989813,141,63.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2715011865,483,1,2,49,35,8gxd9ry2580pu1b1dd5ny9ymy,1,36.1,63.9,2024-08-30T18:37:40.218Z,2024-08-30T18:37:45Z,dncrhma6gwcn6pxiu7hfc6qz8,A. Smed,,,5181990547,141,27.1,5181990549,212,27.0,5181990551,213,4.33,5181990545,140,26.4,5181990543,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2715011965,484,1,2,49,40,8gxd9ry2580pu1b1dd5ny9ymy,1,35.1,17.7,2024-08-30T18:37:45.771Z,2024-08-30T18:37:48Z,bfvdr7ckiersz26ya2kq9f1g4,A. Iljazovski,,,5181990987,213,2.17,5181990979,141,34.8,5181990971,56,Back,5181990975,140,27.6,5181990983,212,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2715012061,485,1,2,49,43,8gxd9ry2580pu1b1dd5ny9ymy,1,27.6,34.8,2024-08-30T18:37:48.691Z,2024-08-30T18:37:52Z,dshwz1df0rbe0fztksawvd0wl,M. Olsen,,,5181991535,141,53.1,5181991539,212,14.5,5181991531,56,Back,5181991541,213,1.04,5181991533,140,34.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2715012139,486,1,2,49,47,8gxd9ry2580pu1b1dd5ny9ymy,1,36.6,49.9,2024-08-30T18:37:52.130Z,2024-08-30T18:37:55Z,1basznqpux0hkrrd06eaxodsl,M. Knudsen,,,5181991979,140,36.4,5181991977,56,Back,5181991981,141,72.1,5181991985,213,1.58,5181991983,212,15.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2715012175,487,1,2,49,50,8gxd9ry2580pu1b1dd5ny9ymy,1,37.6,72.9,2024-08-30T18:37:55.123Z,2024-08-30T18:37:57Z,a30gduuv9d1s4pkthgu2jhyol,D. Stenderup,,,5181992215,140,47.2,5181992213,56,Back,5181992221,213,0.72,5181992219,212,13.5,5181992217,141,86.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2715012279,488,1,2,49,52,8gxd9ry2580pu1b1dd5ny9ymy,1,47.2,86.0,2024-08-30T18:37:57.003Z,2024-08-30T18:38:02Z,6dzg820946z4848whaa6ny2nd,N. Clausen,,,5181992733,140,59.0,5181992731,56,Center,5181992739,213,5.69,5181992735,141,73.8,5181992737,212,14.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2715012319,489,3,2,49,55,8gxd9ry2580pu1b1dd5ny9ymy,0,57.0,66.8,2024-08-30T18:38:00.717Z,2024-08-30T19:59:55Z,2cup1vjw8n43kbzzxfflnmplg,J. Singh,,,5181992897,286,,5181993041,233,476,5181992891,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2715012271,476,7,2,49,55,a9vw7ikerpr4cuweeeka5aneg,1,43.0,33.2,2024-08-30T18:38:00.718Z,2024-08-30T19:59:54Z,81w1fqi66z0ibawynhraybaxg,S. Ngabo,,,5181992703,285,,5181992701,56,Back,5181992997,233,489,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2715012357,478,1,2,49,57,a9vw7ikerpr4cuweeeka5aneg,1,49.5,38.9,2024-08-30T18:38:02.286Z,2024-08-30T18:38:05Z,81w1fqi66z0ibawynhraybaxg,S. Ngabo,,,5181993113,140,60.2,5181993115,141,39.1,5181993111,56,Center,5181993119,213,0.01,5181993117,212,11.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2715012587,479,1,2,49,59,a9vw7ikerpr4cuweeeka5aneg,1,62.3,37.7,2024-08-30T18:38:04.958Z,2024-08-30T18:39:05Z,3epwf56ozg73hueacwmckk0r9,S. Pingel,,1.0,5182000707,23,,5182000705,154,,5181994389,141,30.7,5181994393,213,6.09,5181994391,212,24.5,5181994385,56,Center,5182001243,4,,5182000703,210,16,5181994387,140,,,,85.2,,,,,,,,,,,,,,,,,,,,,,,,,,,
2715012607,480,16,2,50,6,a9vw7ikerpr4cuweeeka5aneg,1,89.9,37.0,2024-08-30T18:38:11.318Z,2024-08-30T18:39:08Z,cqsc3mj8klukkgutdrpegybdg,K. Karikari,,,5182000795,154,,5182000807,230,93.8,5182000793,29,,5182000789,114,,5181997639,374,2024-08-30 19:38:10.490,5182000791,76,,5182000809,231,41.5,5181997643,375,50:05.518,5182000797,55,5182000805,214,,479,5181994497,56,5181997631,23,,5182000803,103,5181997635,17,,Center,5181997633,20,,5182000801,102,52.6,9.5,,,,,,,,,
2715014095,490,1,2,51,7,8gxd9ry2580pu1b1dd5ny9ymy,1,50.2,50.3,2024-08-30T18:39:12.308Z,2024-08-30T18:39:13Z,9tt9eo9bsff7dp7aqjal1obo4,F. Høgh,,,5182002207,141,62.3,5182002205,140,35.2,5182002209,212,17.7,5182002213,279,G,5182002211,213,2.66,5182002203,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2715014117,491,1,2,51,8,8gxd9ry2580pu1b1dd5ny9ymy,1,35.2,62.3,2024-08-30T18:39:13.195Z,2024-08-30T18:39:14Z,9r07ooissj5mz15g87x5rmbx1,C. Jakobsen,,,5182002345,212,14.3,5182002343,141,80.6,5182002341,140,42.0,5182002347,213,1.05,5182002339,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2715014137,492,1,2,51,9,8gxd9ry2580pu1b1dd5ny9ymy,1,42.0,80.6,2024-08-30T18:39:14.620Z,2024-08-30T18:39:15Z,6dzg820946z4848whaa6ny2nd,N. Clausen,,,5182002445,213,4.52,5182002443,212,5.5,5182002441,141,72.7,5182002437,56,Back,5182002439,140,41.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2715014151,493,1,2,51,10,8gxd9ry2580pu1b1dd5ny9ymy,1,41.0,72.7,2024-08-30T18:39:15.228Z,2024-08-30T18:39:16Z,9r07ooissj5mz15g87x5rmbx1,C. Jakobsen,,,5182002543,213,4.06,5182002541,212,11.2,5182002535,56,Back,5182002539,141,59.6,5182002537,140,34.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2715014263,494,1,2,51,11,8gxd9ry2580pu1b1dd5ny9ymy,1,34.5,59.6,2024-08-30T18:39:16.244Z,2024-08-30T18:39:19Z,a30gduuv9d1s4pkthgu2jhyol,D. Stenderup,,,5182003083,213,0.92,5182003081,212,14.6,5182003075,56,Back,5182003077,140,42.9,5182003079,141,76.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2715014479,495,1,2,51,14,8gxd9ry2580pu1b1dd5ny9ymy,1,45.8,77.5,2024-08-30T18:39:19.756Z,2024-08-30T18:39:27Z,9r07ooissj5mz15g87x5rmbx1,C. Jakobsen,,,5182004333,213,0.18,5182004331,212,46.3,5182004323,155,,5182004329,141,89.4,5182004325,56,Left,5182004327,140,89.2,5182004337,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2715014511,496,3,2,51,22,8gxd9ry2580pu1b1dd5ny9ymy,0,85.2,89.8,2024-08-30T18:39:27.406Z,2024-08-30T19:59:55Z,2cup1vjw8n43kbzzxfflnmplg,J. Singh,,,5182013701,233,481,5182004473,56,Left,5182013661,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
