id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/8/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/10/value,qualifier/14/value,qualifier/13/value
2802171177,504,18,2,54,1,aqtkb4mgrz8c6iqfufj6qjbv9,1,0.0,0.0,2025-04-17T14:09:29.488Z,2025-04-18T12:24:57Z,7l7f98nn8gohmdacsdb2labkk,A. Alicino,,5657802895,42,,5657802897,44,Midfielder,5657802899,59,34,5657802931,55,505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802171179,505,19,2,54,1,aqtkb4mgrz8c6iqfufj6qjbv9,1,0.0,0.0,2025-04-17T14:09:29.489Z,2025-04-18T12:24:57Z,5dlh0fa9yo6z283w9p58xmnoq,N. Schmidt,,5657802911,145,8,5657802917,293,5,5657802915,292,5,5657802907,42,,5657802913,59,12,5657802921,55,504,5657802919,44,Midfielder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802171211,506,18,2,54,9,aqtkb4mgrz8c6iqfufj6qjbv9,1,0.0,0.0,2025-04-17T14:09:37.038Z,2025-04-17T14:09:38Z,559w0q3q2smb3aeotyi724s9g,W. Glindtvad,,5657803119,59,25,5657803139,55,507,5657803117,44,Defender,5657803115,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802171213,507,19,2,54,9,aqtkb4mgrz8c6iqfufj6qjbv9,1,0.0,0.0,2025-04-17T14:09:37.039Z,2025-04-17T14:09:38Z,akiwokthm1z7rbifshqhs24t1,P. Larsen,,5657803121,42,,5657803127,59,11,5657803125,145,6,5657803133,44,Defender,5657803131,293,2,5657803135,55,506,5657803129,292,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802171273,508,1,2,54,20,aqtkb4mgrz8c6iqfufj6qjbv9,1,44.4,42.7,2025-04-17T14:09:48.859Z,2025-04-17T14:09:53Z,5z7y55t2o577r8ki3i5855as,J. Witt,,5657803519,140,96.6,5657803525,213,6.05,5657803527,1,,5657803521,141,23.7,5657803523,212,56.3,5657803517,56,Center,5657803511,5,,5657803515,152,,5657803513,155,,,,,,,,,,,,,,,,,,,,,,,,
2802171287,509,1,2,54,25,aqtkb4mgrz8c6iqfufj6qjbv9,0,96.6,23.7,2025-04-17T14:09:53.299Z,2025-04-18T13:47:47Z,1fjkjzsei9slx2t4zhsqdkve1,M. Etim,,5657803595,213,2.21,5657803591,141,26.2,5658987959,233,451,5658881435,236,,5658881437,286,,5657803593,212,2.1,5657803587,56,Center,5657803589,140,95.4,,,,,,,,,,,,,,,,,,,,,,,,,,
2802171291,451,74,2,54,25,ajtb177oqwawkdwbqhldmq6mx,1,10.0,68.5,2025-04-17T14:09:53.300Z,2025-04-18T13:47:48Z,6dki65mdd3letfjjj51i0w3c9,A. Heimer,,5658881385,285,,5657803601,56,Back,5658987965,233,509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802171297,510,1,2,54,27,aqtkb4mgrz8c6iqfufj6qjbv9,0,91.7,5.3,2025-04-17T14:09:55.244Z,2025-04-18T12:27:15Z,akiwokthm1z7rbifshqhs24t1,P. Larsen,,5657803641,141,45.1,5657803645,213,1.56,5657803643,212,27.1,5658881583,224,,5658881585,20,,5657803639,140,91.9,5657803633,2,,5657803637,56,Center,5657803635,155,,,,,,,,,,,,,,,,,,,,,,,,
2802357923,818,12,2,54,27,ajtb177oqwawkdwbqhldmq6mx,1,6.6,56.2,2025-04-17T14:09:55.831Z,2025-04-18T12:27:35Z,e8vt8711wb40afht2v13omket,M. Wohlgemuth,,5658881967,15,,5658881973,141,44.4,5658881975,212,9.3,5658881977,213,4.19,5658881971,140,2.2,5658881969,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802171301,452,52,2,54,28,ajtb177oqwawkdwbqhldmq6mx,1,2.0,47.9,2025-04-17T14:09:56.818Z,2025-04-18T12:27:40Z,9y3vs6l0mjj38z0kw062jlh3p,A. Vaporakis,,5658882111,378,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802171337,453,1,2,54,32,ajtb177oqwawkdwbqhldmq6mx,0,12.3,53.3,2025-04-17T14:10:00.530Z,2025-04-17T14:10:05Z,9y3vs6l0mjj38z0kw062jlh3p,A. Vaporakis,,5657803867,199,,5657803879,1,,5657803873,141,23.1,5657803877,213,5.98,5657803871,140,74.4,5657803875,212,68.4,5657803869,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802171343,511,44,2,54,37,aqtkb4mgrz8c6iqfufj6qjbv9,1,25.1,80.2,2025-04-17T14:10:04.953Z,2025-04-17T15:14:20Z,5i6n6yne6fh410vk7p7kkokmi,G. Arndal-Lauritzen,,5657803899,56,Back,5657803901,285,,5657803939,233,454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802171341,454,44,2,54,37,ajtb177oqwawkdwbqhldmq6mx,0,74.9,19.8,2025-04-17T14:10:04.954Z,2025-04-17T15:14:20Z,6otr0cifkk9jbmxc2ew2spka,Ahmed Daghim,,5657803897,286,,5657803895,56,Right,5657803943,233,511,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802171347,512,12,2,54,37,aqtkb4mgrz8c6iqfufj6qjbv9,1,24.5,85.4,2025-04-17T14:10:05.603Z,2025-04-17T14:10:06Z,5i6n6yne6fh410vk7p7kkokmi,G. Arndal-Lauritzen,,5657803931,15,,5657803929,213,1.17,5657803923,140,25.0,5657803921,56,Back,5657803927,212,1.3,5657803925,141,87.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802171375,514,1,2,54,40,aqtkb4mgrz8c6iqfufj6qjbv9,1,26.7,90.5,2025-04-17T14:10:07.995Z,2025-04-17T14:10:12Z,5i6n6yne6fh410vk7p7kkokmi,G. Arndal-Lauritzen,,5657804013,140,27.4,5657804017,212,8.5,5657804015,141,78.1,5657804011,56,Back,5657804019,213,4.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802171365,455,83,2,54,42,ajtb177oqwawkdwbqhldmq6mx,1,69.5,23.1,2025-04-17T14:10:10.586Z,2025-04-17T14:10:15Z,6otr0cifkk9jbmxc2ew2spka,Ahmed Daghim,,5657804105,399,2tcdx5rp7vujnlid4oqqxdogk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802358051,840,50,2,54,42,aqtkb4mgrz8c6iqfufj6qjbv9,1,33.2,73.8,2025-04-17T14:10:10.689Z,2025-04-18T13:47:52Z,2tcdx5rp7vujnlid4oqqxdogk,M. Due Grandt,,5658882713,56,Back,5658988077,285,,5658988073,233,456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802171369,456,7,2,54,42,ajtb177oqwawkdwbqhldmq6mx,0,66.8,26.2,2025-04-17T14:10:10.690Z,2025-04-18T13:47:52Z,6otr0cifkk9jbmxc2ew2spka,Ahmed Daghim,,5658882737,286,,5658882733,56,Center,5658882763,383,,5658988069,233,840,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802171377,515,1,2,54,44,aqtkb4mgrz8c6iqfufj6qjbv9,1,31.0,77.6,2025-04-17T14:10:12.268Z,2025-04-17T14:10:14Z,2tcdx5rp7vujnlid4oqqxdogk,M. Due Grandt,,5657804025,56,Back,5657804027,140,24.6,5657804033,213,2.22,5657804029,141,90.5,5657804031,212,11.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802171395,516,1,2,54,46,aqtkb4mgrz8c6iqfufj6qjbv9,1,24.6,90.5,2025-04-17T14:10:14.010Z,2025-04-17T14:10:18Z,5i6n6yne6fh410vk7p7kkokmi,G. Arndal-Lauritzen,,5657804159,141,51.9,5657804155,56,Back,5657804157,140,4.1,5657804163,213,4.03,5657804161,212,33.9,5657804165,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802171415,517,1,2,54,49,aqtkb4mgrz8c6iqfufj6qjbv9,1,4.9,47.9,2025-04-17T14:10:17.843Z,2025-04-17T14:10:22Z,8mswl5vzza12hylodrrsq3zvu,A. Kappenberger,,5657804259,140,6.4,5657804261,141,26.1,5657804265,213,4.82,5657804263,212,14.9,5657804257,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802171433,518,1,2,54,54,aqtkb4mgrz8c6iqfufj6qjbv9,1,8.3,4.0,2025-04-17T14:10:22.236Z,2025-04-17T14:10:26Z,81gka3mi69fh8gyehyy8xo9as,C. Allen,,5657804373,1,,5657804371,213,0.38,5657804369,212,49.6,5657804367,141,31.0,5657804365,140,52.2,5657804361,155,,5657804363,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802171465,519,1,2,54,58,aqtkb4mgrz8c6iqfufj6qjbv9,1,48.6,34.5,2025-04-17T14:10:26.067Z,2025-04-17T14:10:33Z,e0u730to91qqtvvx16uhajz10,S. Jalaei,,5657804569,212,4.8,5657804571,213,2.97,5657804563,56,Back,5657804565,140,44.1,5657804567,141,35.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802171439,457,83,2,55,0,ajtb177oqwawkdwbqhldmq6mx,0,56.0,62.1,2025-04-17T14:10:28.370Z,2025-04-17T14:13:21Z,dja68kdmhtsm9x5zqzgtpqas4,T. Blidegn,,5657804607,399,5dlh0fa9yo6z283w9p58xmnoq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802171469,520,1,2,55,5,aqtkb4mgrz8c6iqfufj6qjbv9,1,44.1,34.2,2025-04-17T14:10:33.428Z,2025-04-17T14:13:20Z,5dlh0fa9yo6z283w9p58xmnoq,N. Schmidt,,5657804591,213,5.52,5657804583,56,Right,5657804587,141,15.5,5657804585,140,56.7,5657804589,212,18.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802171487,521,1,2,55,6,aqtkb4mgrz8c6iqfufj6qjbv9,1,56.7,15.5,2025-04-17T14:10:34.867Z,2025-04-17T14:10:38Z,akiwokthm1z7rbifshqhs24t1,P. Larsen,,5657804697,196,,5657804695,155,,5657804709,1,,5657804703,141,88.3,5657804707,213,1.22,5657804705,212,52.7,5657804701,140,74.0,5657804699,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,
2802171501,522,1,2,55,7,aqtkb4mgrz8c6iqfufj6qjbv9,1,75.5,75.8,2025-04-17T14:10:35.731Z,2025-04-18T12:28:54Z,85a9bmnu6fqvhlff28qm0e0a1,D. Johansen,1.0,5657804763,141,64.8,5657804765,212,16.5,5657867459,154,,5657804767,213,5.81,5657804761,140,89.5,5657804759,56,Center,5657867457,210,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802171503,523,13,2,55,8,aqtkb4mgrz8c6iqfufj6qjbv9,1,95.4,67.7,2025-04-17T14:10:35.923Z,2025-04-18T12:29:15Z,e0u730to91qqtvvx16uhajz10,S. Jalaei,,5657805041,103,6.9,5657867465,55,522,5657867461,29,,5658883689,65,,5657805037,83,,5657805049,231,60.5,5657805047,230,97.7,5657805043,328,,5657804881,72,5657804771,22,,,5657804775,56,5657867463,154,,5657805039,102,57.3,,,,,,,,,,Center,,
2802171523,458,5,2,55,10,ajtb177oqwawkdwbqhldmq6mx,1,-1.2,41.9,2025-04-17T14:10:38.883Z,2025-04-17T15:15:13Z,6g671k5lvgoo2bgub2516q1w4,L. Henriksen,,5657804877,56,Back,5657804887,233,524,5657804879,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802171513,524,5,2,55,10,aqtkb4mgrz8c6iqfufj6qjbv9,0,101.2,58.1,2025-04-17T14:10:38.883Z,2025-04-17T15:15:14Z,e0u730to91qqtvvx16uhajz10,S. Jalaei,,5657804825,346,,5657804823,56,Center,5657804891,233,458,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802171605,459,1,2,55,38,ajtb177oqwawkdwbqhldmq6mx,1,4.9,58.4,2025-04-17T14:11:06.882Z,2025-04-17T14:11:16Z,6dki65mdd3letfjjj51i0w3c9,A. Heimer,,5657805349,140,4.6,5657805353,212,5.1,5657805351,141,50.9,5657805355,213,4.65,5657805345,124,,5657805347,56,Back,5657805359,237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802171611,460,1,2,55,48,ajtb177oqwawkdwbqhldmq6mx,1,3.6,52.5,2025-04-17T14:11:15.914Z,2025-04-17T14:11:17Z,9y3vs6l0mjj38z0kw062jlh3p,A. Vaporakis,,5657805393,140,8.7,5657805395,141,27.4,5657805397,212,17.9,5657805391,56,Back,5657805399,213,5.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802171623,461,1,2,55,49,ajtb177oqwawkdwbqhldmq6mx,1,10.0,27.9,2025-04-17T14:11:17.259Z,2025-04-17T14:11:21Z,8xe0fufxfgf5cuwgysz3r2j85,E. Christensen,,5657805463,141,43.1,5657805467,213,2.10,5657805465,212,12.0,5657805461,140,4.2,5657805459,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802171637,462,1,2,55,53,ajtb177oqwawkdwbqhldmq6mx,1,7.5,45.8,2025-04-17T14:11:21.107Z,2025-04-17T14:11:23Z,9y3vs6l0mjj38z0kw062jlh3p,A. Vaporakis,,5657805557,213,6.27,5657805551,140,34.9,5657805555,212,28.8,5657805553,141,45.1,5657805549,56,Back,5657805547,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802171643,463,61,2,55,55,ajtb177oqwawkdwbqhldmq6mx,0,37.2,47.5,2025-04-17T14:11:23.770Z,2025-04-17T14:11:24Z,6otr0cifkk9jbmxc2ew2spka,Ahmed Daghim,,5657805591,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802171649,525,1,2,55,57,aqtkb4mgrz8c6iqfufj6qjbv9,0,61.2,45.4,2025-04-17T14:11:24.939Z,2025-04-17T14:11:25Z,5z7y55t2o577r8ki3i5855as,J. Witt,,5657805609,56,Center,5657805611,140,74.0,5657805615,212,15.9,5657805617,213,0.56,5657805613,141,57.9,5657805607,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802171667,464,1,2,55,58,ajtb177oqwawkdwbqhldmq6mx,0,27.0,41.0,2025-04-17T14:11:26.514Z,2025-04-17T14:11:27Z,e8vt8711wb40afht2v13omket,M. Wohlgemuth,,5657805723,3,,5657805725,56,Back,5657805727,140,24.8,5657805733,213,4.47,5657805731,212,9.7,5657805729,141,27.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802171687,527,1,2,56,2,aqtkb4mgrz8c6iqfufj6qjbv9,0,74.4,70.5,2025-04-17T14:11:30.099Z,2025-04-18T12:29:53Z,2tcdx5rp7vujnlid4oqqxdogk,M. Due Grandt,,5657805839,56,Center,5658884221,4,,5657805843,141,54.9,5657805841,140,95.6,5657805847,213,5.84,5657805845,212,24.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802171693,465,52,2,56,4,ajtb177oqwawkdwbqhldmq6mx,1,3.4,39.5,2025-04-17T14:11:32.675Z,2025-04-18T12:29:57Z,9y3vs6l0mjj38z0kw062jlh3p,A. Vaporakis,,5658884303,376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802171709,466,1,2,56,5,ajtb177oqwawkdwbqhldmq6mx,1,5.3,37.7,2025-04-17T14:11:33.315Z,2025-04-17T14:11:35Z,9y3vs6l0mjj38z0kw062jlh3p,A. Vaporakis,,5657805929,212,14.5,5657805931,213,0.11,5657805921,123,,5657805925,140,19.0,5657805927,141,40.1,5657805923,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802171735,467,1,2,56,7,ajtb177oqwawkdwbqhldmq6mx,1,17.6,40.4,2025-04-17T14:11:35.042Z,2025-04-17T14:11:41Z,e8vt8711wb40afht2v13omket,M. Wohlgemuth,,5657806089,213,2.41,5657806083,140,8.8,5657806085,141,52.7,5657806087,212,12.5,5657806081,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802171749,468,1,2,56,13,ajtb177oqwawkdwbqhldmq6mx,1,14.2,65.8,2025-04-17T14:11:41.346Z,2025-04-17T14:11:47Z,6dki65mdd3letfjjj51i0w3c9,A. Heimer,,5657806159,56,Back,5657806163,141,58.7,5657806167,213,3.70,5657806161,140,6.8,5657806165,212,9.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802171757,469,1,2,56,19,ajtb177oqwawkdwbqhldmq6mx,1,6.0,54.3,2025-04-17T14:11:47.066Z,2025-04-17T14:11:49Z,9y3vs6l0mjj38z0kw062jlh3p,A. Vaporakis,,5657806233,56,Back,5657806241,213,1.30,5657806235,140,10.3,5657806237,141,78.2,5657806239,212,16.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802171779,470,1,2,56,21,ajtb177oqwawkdwbqhldmq6mx,1,10.5,78.7,2025-04-17T14:11:49.130Z,2025-04-17T14:11:55Z,6dki65mdd3letfjjj51i0w3c9,A. Heimer,,5657806403,213,4.32,5657806401,212,12.5,5657806397,140,6.0,5657806395,56,Back,5657806399,141,61.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802171787,471,1,2,56,27,ajtb177oqwawkdwbqhldmq6mx,0,10.9,54.9,2025-04-17T14:11:54.923Z,2025-04-17T14:11:55Z,9y3vs6l0mjj38z0kw062jlh3p,A. Vaporakis,,5657806433,157,,5657806453,213,6.09,5657806457,1,,5657806451,212,53.3,5657806445,141,39.8,5657806443,140,60.7,5657806439,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802171809,528,1,2,56,30,aqtkb4mgrz8c6iqfufj6qjbv9,1,43.5,58.2,2025-04-17T14:11:58.532Z,2025-04-17T14:12:13Z,5z7y55t2o577r8ki3i5855as,J. Witt,,5657806533,56,Back,5657806535,140,46.8,5657806539,141,66.6,5657806545,213,1.03,5657806543,212,6.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802171813,529,1,2,56,31,aqtkb4mgrz8c6iqfufj6qjbv9,1,50.0,67.1,2025-04-17T14:11:59.516Z,2025-04-17T14:17:55Z,2tcdx5rp7vujnlid4oqqxdogk,M. Due Grandt,,5657807351,213,1.13,5657806563,56,Left,5657807349,212,9.2,5657807345,140,53.7,5657807347,141,79.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802171837,531,1,2,56,32,aqtkb4mgrz8c6iqfufj6qjbv9,1,46.8,66.6,2025-04-17T14:11:59.979Z,2025-04-17T14:12:03Z,5z7y55t2o577r8ki3i5855as,J. Witt,,5657806659,56,Left,5657806667,213,0.99,5657806661,140,55.2,5657806665,212,16.2,5657806663,141,86.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802171855,532,1,2,56,35,aqtkb4mgrz8c6iqfufj6qjbv9,1,66.8,96.0,2025-04-17T14:12:03.195Z,2025-04-17T14:12:05Z,85a9bmnu6fqvhlff28qm0e0a1,D. Johansen,,5657806749,56,Left,5657806753,141,82.6,5657806751,140,74.1,5657806757,213,5.41,5657806755,212,11.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802171867,533,1,2,56,37,aqtkb4mgrz8c6iqfufj6qjbv9,1,74.1,82.6,2025-04-17T14:12:04.978Z,2025-04-17T14:12:06Z,e0u730to91qqtvvx16uhajz10,S. Jalaei,,5657806803,56,Center,5657806811,213,3.73,5657806807,141,72.6,5657806805,140,64.3,5657806809,212,12.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802171873,534,1,2,56,38,aqtkb4mgrz8c6iqfufj6qjbv9,0,64.3,72.6,2025-04-17T14:12:06.259Z,2025-04-17T14:12:07Z,5dlh0fa9yo6z283w9p58xmnoq,N. Schmidt,,5657806855,213,5.95,5657806851,141,58.4,5657806853,212,29.2,5657806849,140,90.5,5657806845,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802171913,473,1,2,56,44,ajtb177oqwawkdwbqhldmq6mx,1,10.8,36.4,2025-04-17T14:12:12.442Z,2025-04-17T14:12:15Z,9y3vs6l0mjj38z0kw062jlh3p,A. Vaporakis,,5657807057,213,6.00,5657807051,140,33.4,5657807055,212,24.7,5657807053,141,26.2,5657807049,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802171941,474,1,2,56,47,ajtb177oqwawkdwbqhldmq6mx,1,33.0,25.0,2025-04-17T14:12:15.065Z,2025-04-17T14:12:21Z,e8vt8711wb40afht2v13omket,M. Wohlgemuth,,5657807203,140,55.2,5657807201,56,Right,5657807207,212,23.5,5657807205,141,20.1,5657807209,213,6.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802171945,475,1,2,56,53,ajtb177oqwawkdwbqhldmq6mx,1,68.9,10.7,2025-04-17T14:12:21.754Z,2025-04-17T14:12:23Z,e3n8xatusmgu7ttqpfdjanp3p,V. Hammershøy-Mistrati,,5657807231,212,11.5,5657807229,141,14.9,5657807233,213,2.89,5657807227,140,58.3,5657807225,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802171955,476,1,2,56,55,ajtb177oqwawkdwbqhldmq6mx,1,58.3,14.7,2025-04-17T14:12:23.274Z,2025-04-17T14:12:25Z,6g671k5lvgoo2bgub2516q1w4,L. Henriksen,,5657807291,212,9.9,5657807293,213,2.53,5657807287,140,50.6,5657807285,56,Center,5657807289,141,23.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802171961,477,1,2,56,57,ajtb177oqwawkdwbqhldmq6mx,1,47.8,22.8,2025-04-17T14:12:24.954Z,2025-04-17T14:12:29Z,e8vt8711wb40afht2v13omket,M. Wohlgemuth,,5657807359,56,Center,5657807369,1,,5657807363,141,78.4,5657807357,155,,5657807361,140,82.8,5657807365,212,52.7,5657807367,213,0.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802171973,478,1,2,57,1,ajtb177oqwawkdwbqhldmq6mx,1,82.1,80.6,2025-04-17T14:12:29.154Z,2025-04-17T14:12:31Z,eyvv6b94feknnp1uew6n0ytat,N. Mouritsen,,5657807443,212,13.9,5657807445,213,4.04,5657807441,141,64.6,5657807439,140,73.9,5657807437,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802171977,479,1,2,57,3,ajtb177oqwawkdwbqhldmq6mx,1,75.6,68.2,2025-04-17T14:12:31.729Z,2025-04-17T14:12:33Z,86mx27krl6c613x6e3t9g3cic,F. Isaki,,5657807459,212,17.0,5657807457,141,80.9,5657807455,140,89.6,5657807461,213,0.53,5657807453,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802171985,480,1,2,57,5,ajtb177oqwawkdwbqhldmq6mx,0,91.9,76.1,2025-04-17T14:12:33.506Z,2025-04-18T12:31:06Z,eyvv6b94feknnp1uew6n0ytat,N. Mouritsen,,5658885609,386,,5657807609,1,,5657807477,2,,5657807489,212,32.8,5657807483,56,Center,5657807491,213,4.99,5657807487,141,29.7,5657807485,140,100.0,5658885613,72,5658885605,225,,,,,,,,,,,,,,,,,,,,,,
2802171987,535,43,2,57,6,aqtkb4mgrz8c6iqfufj6qjbv9,1,0.0,0.0,2025-04-17T14:12:34.338Z,2025-04-17T14:12:47Z,akiwokthm1z7rbifshqhs24t1,P. Larsen,,5657807499,140,21.1,5657807497,56,Back,5657807503,212,8.5,5657807779,144,1,5657807505,213,0.55,5657807501,141,26.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802172001,481,5,2,57,8,ajtb177oqwawkdwbqhldmq6mx,0,101.3,34.4,2025-04-17T14:12:36.116Z,2025-04-17T15:15:14Z,eyvv6b94feknnp1uew6n0ytat,N. Mouritsen,,5657807829,233,536,5657807595,346,,5657807593,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802172041,536,5,2,57,8,aqtkb4mgrz8c6iqfufj6qjbv9,1,-1.3,65.6,2025-04-17T14:12:36.116Z,2025-04-17T15:15:14Z,akiwokthm1z7rbifshqhs24t1,P. Larsen,,5657807803,346,,5657807801,56,Back,5657807813,233,481,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802172097,482,18,2,57,36,ajtb177oqwawkdwbqhldmq6mx,1,0.0,0.0,2025-04-17T14:13:04.496Z,2025-04-17T14:13:05Z,e3n8xatusmgu7ttqpfdjanp3p,V. Hammershøy-Mistrati,,5657808083,42,,5657808141,55,483,5657808087,59,30,5657808085,44,Midfielder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802172103,483,19,2,57,36,ajtb177oqwawkdwbqhldmq6mx,1,0.0,0.0,2025-04-17T14:13:04.497Z,2025-04-17T14:13:06Z,8i0o1b8rjsab9se3v6vteqmfo,E. Nnamani,,5657808121,42,,5657808127,59,11,5657808125,145,10,5657808135,55,482,5657808129,292,6,5657808131,293,3,5657808133,44,Midfielder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802172119,484,18,2,57,50,ajtb177oqwawkdwbqhldmq6mx,1,0.0,0.0,2025-04-17T14:13:18.213Z,2025-04-17T14:13:23Z,6otr0cifkk9jbmxc2ew2spka,Ahmed Daghim,,5657808277,55,485,5657808239,42,,5657808243,59,7,5657808241,44,Midfielder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802172125,485,19,2,57,50,ajtb177oqwawkdwbqhldmq6mx,1,0.0,0.0,2025-04-17T14:13:18.214Z,2025-04-17T14:13:23Z,kqj7nh6pqmqbt0abyyu0fcpg,O. Addo,,5657808271,44,Midfielder,5657808273,55,484,5657808259,42,,5657808269,293,2,5657808263,145,7,5657808265,59,10,5657808267,292,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802172209,537,1,2,57,58,aqtkb4mgrz8c6iqfufj6qjbv9,1,5.3,47.2,2025-04-17T14:13:26.106Z,2025-04-17T14:13:33Z,8mswl5vzza12hylodrrsq3zvu,A. Kappenberger,,5657808783,124,,5657808797,237,,5657808791,212,18.4,5657808787,140,12.4,5657808785,56,Back,5657808793,213,1.15,5657808789,141,72.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
