id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,assist,keyPass,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/8/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/14/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/16/value
2743654373,522,1,2,49,53,b2vft81kyjurzbmekvgrqwr64,0,24.8,65.4,2024-11-03T14:10:17.993Z,2024-11-03T14:10:18Z,ebd3uvtt54wkdsahc2127j02c,F. Dietz,,,5338488605,141,56.3,5338488607,212,6.2,5338488599,3,,5338488609,213,4.85,5338488601,56,Back,5338488603,140,25.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743654385,518,43,2,49,53,f1h34qp5zbfl489q8vnkhiq9s,1,0.0,0.0,2024-11-03T14:10:18.127Z,2024-11-03T14:10:40Z,6hmsrr08cllpl4iumu92zskbt,L. From,,,5338491943,144,44,5338488641,286,0,5338488639,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743654507,520,1,2,49,56,f1h34qp5zbfl489q8vnkhiq9s,1,62.3,29.7,2024-11-03T14:10:21.087Z,2024-11-03T14:17:39Z,37mo55lynu3blqnb8k9ln8k16,P. Tjørnelund,,,5338489323,56,Center,5338489329,212,8.5,5338489325,140,70.0,5338489327,141,33.6,5338489331,213,0.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743654623,521,1,2,49,59,f1h34qp5zbfl489q8vnkhiq9s,1,69.4,33.2,2024-11-03T14:10:23.703Z,2024-11-03T14:10:28Z,4jve632xnmqujh4ioaxpaovai,T. Freriks,,,5338489947,140,75.5,5338489945,56,Right,5338489949,141,14.1,5338489951,212,14.5,5338489953,213,5.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743654683,522,1,2,50,3,f1h34qp5zbfl489q8vnkhiq9s,1,79.1,15.7,2024-11-03T14:10:27.782Z,2024-11-03T14:10:29Z,6hmsrr08cllpl4iumu92zskbt,L. From,,,5338490241,56,Center,5338490247,141,35.3,5338490245,140,81.3,5338490249,212,13.5,5338490251,213,1.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743654759,523,1,2,50,5,f1h34qp5zbfl489q8vnkhiq9s,1,78.1,28.2,2024-11-03T14:10:29.535Z,2024-11-03T14:10:32Z,37mo55lynu3blqnb8k9ln8k16,P. Tjørnelund,,,5338490667,140,79.1,5338490673,213,4.85,5338490669,141,16.9,5338490671,212,7.8,5338490665,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743654939,524,1,2,50,7,f1h34qp5zbfl489q8vnkhiq9s,1,77.0,17.4,2024-11-03T14:10:32.175Z,2024-11-03T14:10:37Z,6hmsrr08cllpl4iumu92zskbt,L. From,,,5338491477,213,3.35,5338491473,141,12.3,5338491469,56,Right,5338491471,140,61.2,5338491475,212,16.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743655071,525,1,2,50,12,f1h34qp5zbfl489q8vnkhiq9s,1,65.8,26.0,2024-11-03T14:10:37.039Z,2024-11-03T14:10:42Z,7wo1hk736v1xhovvu2t2trw89,Y. Bourhane,,,5338492235,140,50.5,5338492241,213,2.25,5338492233,56,Center,5338492239,212,25.5,5338492237,141,55.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743655113,526,1,2,50,17,f1h34qp5zbfl489q8vnkhiq9s,1,54.5,71.9,2024-11-03T14:10:42.159Z,2024-11-03T14:10:44Z,c7buy99bjqmkmno8w5t0189d6,T. Stagaard,,,5338492501,213,0.14,5338492499,212,16.6,5338492495,140,70.1,5338492497,141,75.4,5338492493,56,Center,5338492491,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743655123,527,1,2,50,20,f1h34qp5zbfl489q8vnkhiq9s,0,69.9,75.8,2024-11-03T14:10:44.343Z,2024-11-03T14:10:54Z,9n2nm6smh0txgv2482qbwhixg,J. Beck,,,5338494075,3,,5338493789,212,20.8,5338493787,141,65.2,5338493783,168,,5338492533,56,Center,5338493791,213,5.93,5338493785,140,88.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743655477,524,1,2,50,26,b2vft81kyjurzbmekvgrqwr64,1,10.4,33.7,2024-11-03T14:10:51.153Z,2024-11-03T14:10:56Z,9yxhg70gpwi3e9s84c8qwg0yx,J. Dakir,,,5338494443,140,18.9,5338494441,56,Back,5338494449,213,1.15,5338494447,212,21.8,5338494437,123,,5338494445,141,62.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743655529,525,1,2,50,32,b2vft81kyjurzbmekvgrqwr64,1,19.7,65.1,2024-11-03T14:10:56.585Z,2024-11-03T14:10:59Z,ebd3uvtt54wkdsahc2127j02c,F. Dietz,,,5338494735,140,20.0,5338494741,213,4.73,5338494739,212,20.7,5338494737,141,34.6,5338494733,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743655589,526,1,2,50,34,b2vft81kyjurzbmekvgrqwr64,1,20.0,34.6,2024-11-03T14:10:59.185Z,2024-11-03T14:11:01Z,6bv0j0ezhh9u5u5hqz64p790q,M. Jacobsen,,,5338495001,56,Back,5338495003,140,31.0,5338495007,212,20.9,5338495009,213,5.30,5338495005,141,8.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743655675,527,1,2,50,37,b2vft81kyjurzbmekvgrqwr64,1,31.0,8.9,2024-11-03T14:11:01.769Z,2024-11-03T14:11:05Z,cflwegqpzch8y30pb3dhigqnd,E. Søgaard,,,5338495451,140,23.2,5338495453,141,29.5,5338495457,213,2.10,5338495449,56,Back,5338495455,212,16.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743655787,528,3,2,50,40,b2vft81kyjurzbmekvgrqwr64,1,27.2,30.4,2024-11-03T14:11:04.897Z,2024-11-03T15:32:52Z,6bv0j0ezhh9u5u5hqz64p790q,M. Jacobsen,,,5338496095,233,528,5338496035,285,,5338496033,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743655713,528,45,2,50,40,f1h34qp5zbfl489q8vnkhiq9s,0,72.8,69.6,2024-11-03T14:11:04.897Z,2024-11-03T15:32:52Z,4jve632xnmqujh4ioaxpaovai,T. Freriks,,,5338496159,233,528,5338495641,286,,5338495639,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743655959,529,1,2,50,44,b2vft81kyjurzbmekvgrqwr64,1,25.6,31.0,2024-11-03T14:11:09.049Z,2024-11-03T14:11:15Z,6bv0j0ezhh9u5u5hqz64p790q,M. Jacobsen,,,5338496981,213,5.68,5338496973,140,47.0,5338496969,56,Back,5338496975,141,8.3,5338496977,212,27.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743656029,530,1,2,50,50,b2vft81kyjurzbmekvgrqwr64,1,57.9,11.6,2024-11-03T14:11:15.048Z,2024-11-03T14:11:17Z,ea2x4o6ufsqoz2zz7tqcnvo16,L. Klitten,,,5338497307,56,Back,5338497315,213,2.38,5338497309,140,48.4,5338497311,141,25.5,5338497313,212,13.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743656163,531,1,2,50,52,b2vft81kyjurzbmekvgrqwr64,1,50.2,25.5,2024-11-03T14:11:17.005Z,2024-11-03T14:11:22Z,cflwegqpzch8y30pb3dhigqnd,E. Søgaard,,,5338498065,212,10.9,5338498059,56,Center,5338498061,140,51.2,5338498063,141,41.5,5338498067,213,1.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743656195,532,1,2,50,57,b2vft81kyjurzbmekvgrqwr64,1,51.2,41.5,2024-11-03T14:11:21.944Z,2024-11-03T14:11:23Z,9xub4z9b3bog8wqhn5yfihecp,M. Pedersen,,,5338498309,56,Back,5338498315,212,13.2,5338498313,141,57.9,5338498311,140,44.5,5338498317,213,2.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743656281,533,1,2,50,58,b2vft81kyjurzbmekvgrqwr64,1,44.5,57.9,2024-11-03T14:11:23.224Z,2024-11-03T14:11:26Z,ebd3uvtt54wkdsahc2127j02c,F. Dietz,,,5338498797,140,50.9,5338498795,56,Center,5338498799,141,41.2,5338498803,213,5.25,5338498801,212,13.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743656419,534,1,2,51,1,b2vft81kyjurzbmekvgrqwr64,1,50.9,41.2,2024-11-03T14:11:26.017Z,2024-11-03T14:11:30Z,9xub4z9b3bog8wqhn5yfihecp,M. Pedersen,,,5338499449,56,Right,5338499447,155,,5338499453,141,10.4,5338499451,140,80.3,5338499459,213,5.69,5338499463,1,,5338499455,212,37.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743656447,535,1,2,51,6,b2vft81kyjurzbmekvgrqwr64,0,84.0,12.6,2024-11-03T14:11:30.632Z,2024-11-03T14:11:31Z,ea2x4o6ufsqoz2zz7tqcnvo16,L. Klitten,,,5338499659,212,14.6,5338499653,141,33.4,5338499649,140,87.3,5338499663,213,1.33,5338499643,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743656537,529,12,2,51,8,f1h34qp5zbfl489q8vnkhiq9s,1,15.5,67.4,2024-11-03T14:11:32.599Z,2024-11-03T14:11:34Z,c7buy99bjqmkmno8w5t0189d6,T. Stagaard,,,5338500173,212,6.1,5338500167,56,Back,5338500169,140,20.9,5338500171,141,70.7,5338500175,213,0.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743656551,530,43,2,51,9,f1h34qp5zbfl489q8vnkhiq9s,1,0.0,0.0,2024-11-03T14:11:33.973Z,2024-11-03T14:13:30Z,7wo1hk736v1xhovvu2t2trw89,Y. Bourhane,,,5338519019,144,61,5338500239,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743656611,532,1,2,51,10,f1h34qp5zbfl489q8vnkhiq9s,1,21.5,71.0,2024-11-03T14:11:35.126Z,2024-11-03T14:13:32Z,9n2nm6smh0txgv2482qbwhixg,J. Beck,,,5338500629,213,5.45,5338500623,212,35.2,5338500611,56,Back,5338500633,1,,5338500619,141,32.6,5338500615,140,44.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743656885,533,3,2,51,20,f1h34qp5zbfl489q8vnkhiq9s,0,77.8,38.6,2024-11-03T14:11:44.607Z,2024-11-03T15:06:47Z,6hmsrr08cllpl4iumu92zskbt,L. From,,,5338501959,286,,5338501955,56,Center,5338502525,233,536,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743656959,536,7,2,51,20,b2vft81kyjurzbmekvgrqwr64,1,22.2,61.4,2024-11-03T14:11:44.608Z,2024-11-03T15:06:47Z,9xub4z9b3bog8wqhn5yfihecp,M. Pedersen,,,5338502425,233,533,5338502333,56,Back,5338502335,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743657019,537,1,2,51,23,b2vft81kyjurzbmekvgrqwr64,1,17.7,62.4,2024-11-03T14:11:47.697Z,2024-11-03T14:11:49Z,ebd3uvtt54wkdsahc2127j02c,F. Dietz,,,5338502685,140,19.0,5338502691,212,7.3,5338502689,141,51.9,5338502683,56,Back,5338502697,213,4.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743657053,539,1,2,51,24,b2vft81kyjurzbmekvgrqwr64,1,19.0,51.9,2024-11-03T14:11:48.712Z,2024-11-03T14:11:50Z,ea2x4o6ufsqoz2zz7tqcnvo16,L. Klitten,,,5338502839,56,Back,5338502845,212,8.5,5338502843,141,54.0,5338502841,140,11.0,5338502847,213,2.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743657083,540,1,2,51,25,b2vft81kyjurzbmekvgrqwr64,1,11.0,54.0,2024-11-03T14:11:49.496Z,2024-11-03T14:11:50Z,6bv0j0ezhh9u5u5hqz64p790q,M. Jacobsen,,,5338502987,140,5.9,5338502985,56,Back,5338502991,141,50.6,5338502995,212,5.8,5338502999,213,3.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743657189,541,1,2,51,26,b2vft81kyjurzbmekvgrqwr64,0,5.9,50.6,2024-11-03T14:11:50.746Z,2024-11-03T14:11:53Z,9yxhg70gpwi3e9s84c8qwg0yx,J. Dakir,,,5338503509,212,53.4,5338503507,141,24.4,5338503503,56,Center,5338503501,157,,5338503505,140,53.8,5338503513,1,,5338503511,213,5.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743657323,535,1,2,51,31,f1h34qp5zbfl489q8vnkhiq9s,1,37.7,78.4,2024-11-03T14:11:56.080Z,2024-11-03T14:11:59Z,c7buy99bjqmkmno8w5t0189d6,T. Stagaard,,,5338504261,212,24.4,5338504259,141,86.7,5338504257,140,60.3,5338504253,56,Left,5338504265,213,0.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743657391,536,1,2,51,34,f1h34qp5zbfl489q8vnkhiq9s,1,55.9,75.1,2024-11-03T14:11:59.255Z,2024-11-03T14:12:01Z,1se7wkenvs4elrapvdw9mdnje,L. Montano,,,5338504623,212,27.1,5338504621,141,50.5,5338504625,213,3.81,5338504619,140,35.6,5338504617,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743657485,537,1,2,51,37,f1h34qp5zbfl489q8vnkhiq9s,1,35.6,50.5,2024-11-03T14:12:01.422Z,2024-11-03T14:12:04Z,839pm7rmjp6q1bt52f7ek9vys,J. Meyer,,,5338505135,141,76.3,5338505139,213,1.63,5338505137,212,17.6,5338505133,140,34.6,5338505131,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743657541,538,1,2,51,40,f1h34qp5zbfl489q8vnkhiq9s,1,37.5,78.0,2024-11-03T14:12:04.719Z,2024-11-03T14:12:06Z,c7buy99bjqmkmno8w5t0189d6,T. Stagaard,,,5338505421,56,Center,5338505423,140,59.2,5338505427,212,23.8,5338505429,213,5.99,5338505425,141,67.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743657765,539,1,2,51,42,f1h34qp5zbfl489q8vnkhiq9s,1,59.4,68.0,2024-11-03T14:12:06.542Z,2024-11-03T14:12:13Z,1se7wkenvs4elrapvdw9mdnje,L. Montano,,,5338506549,141,72.4,5338506545,56,Back,5338506547,140,32.1,5338506553,213,3.04,5338506551,212,28.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743657803,540,1,2,51,49,f1h34qp5zbfl489q8vnkhiq9s,1,24.9,72.5,2024-11-03T14:12:13.391Z,2024-11-03T14:12:14Z,7fkc01xxyl1trj3uav134ehyi,D. Gadegaard,,,5338506765,212,13.6,5338506713,140,32.6,5338506767,213,0.93,5338506711,56,Back,5338506763,141,88.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743657939,541,1,2,51,50,f1h34qp5zbfl489q8vnkhiq9s,1,32.7,88.3,2024-11-03T14:12:14.406Z,2024-11-03T14:12:18Z,c7buy99bjqmkmno8w5t0189d6,T. Stagaard,,,5338507441,213,0.43,5338507435,140,43.8,5338507427,56,Back,5338507437,141,96.1,5338507439,212,12.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743658011,542,1,2,51,54,f1h34qp5zbfl489q8vnkhiq9s,1,52.0,78.7,2024-11-03T14:12:18.398Z,2024-11-03T14:12:21Z,7wo1hk736v1xhovvu2t2trw89,Y. Bourhane,,,5338507797,141,74.2,5338507793,140,71.1,5338507791,56,Center,5338507801,212,20.3,5338507805,213,6.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743658043,543,1,2,51,56,f1h34qp5zbfl489q8vnkhiq9s,0,71.1,74.2,2024-11-03T14:12:20.934Z,2024-11-03T15:20:27Z,9n2nm6smh0txgv2482qbwhixg,J. Beck,,,5338507957,168,,5338507959,56,Center,5338507961,140,83.9,5338507963,141,75.2,5338507967,213,0.05,5338507965,212,13.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743658157,542,1,2,51,58,b2vft81kyjurzbmekvgrqwr64,1,16.6,19.4,2024-11-03T14:12:23.048Z,2024-11-03T14:12:25Z,cflwegqpzch8y30pb3dhigqnd,E. Søgaard,,,5338508611,56,Back,5338508625,212,10.8,5338508615,140,22.5,5338508629,213,0.96,5338508621,141,32.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743658235,543,1,2,52,1,b2vft81kyjurzbmekvgrqwr64,1,22.5,32.4,2024-11-03T14:12:25.537Z,2024-11-03T14:12:28Z,6bv0j0ezhh9u5u5hqz64p790q,M. Jacobsen,,,5338508991,141,57.6,5338508993,212,29.3,5338508997,1,,5338508989,140,45.1,5338508987,56,Back,5338508983,157,,5338508995,213,0.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743658527,545,1,2,52,3,b2vft81kyjurzbmekvgrqwr64,1,45.1,57.6,2024-11-03T14:12:27.921Z,2024-11-03T14:12:37Z,8gqvlydur0v4cpmz1ozqkejh0,M. Bruhn,,,5338510429,140,41.2,5338510427,56,Back,5338510437,213,1.86,5338510431,141,78.2,5338510433,212,14.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743658591,546,1,2,52,12,b2vft81kyjurzbmekvgrqwr64,1,65.3,82.3,2024-11-03T14:12:36.865Z,2024-11-03T14:12:39Z,e19g5bz7s9wqcvj8mttztxi0a,O. Klitten,,,5338510845,212,12.2,5338510839,56,Center,5338510847,213,4.02,5338510843,141,68.4,5338510841,140,57.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743658609,547,1,2,52,14,b2vft81kyjurzbmekvgrqwr64,1,57.9,68.4,2024-11-03T14:12:38.960Z,2024-11-03T14:12:40Z,dwuxps3jv2852642q000wep6,V. Rasmussen,,,5338510929,56,Left,5338510997,156,,5338510943,213,0.79,5338510935,141,83.6,5338510939,212,14.6,5338510933,140,67.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743658663,548,1,2,52,16,b2vft81kyjurzbmekvgrqwr64,1,73.0,84.5,2024-11-03T14:12:41.281Z,2024-11-03T14:12:42Z,e19g5bz7s9wqcvj8mttztxi0a,O. Klitten,,,5338511251,213,3.57,5338511247,141,70.0,5338511245,140,52.6,5338511249,212,23.6,5338511243,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743658713,549,1,2,52,17,b2vft81kyjurzbmekvgrqwr64,1,52.6,70.0,2024-11-03T14:12:42.072Z,2024-11-03T14:12:44Z,ebd3uvtt54wkdsahc2127j02c,F. Dietz,,,5338511563,56,Center,5338511573,213,5.00,5338511567,141,57.9,5338511565,140,54.9,5338511569,212,8.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743658821,550,1,2,52,19,b2vft81kyjurzbmekvgrqwr64,1,54.9,57.9,2024-11-03T14:12:44.248Z,2024-11-03T14:12:48Z,9xub4z9b3bog8wqhn5yfihecp,M. Pedersen,,,5338512173,56,Right,5338512171,155,,5338512179,212,35.7,5338512175,140,75.7,5338512177,141,16.4,5338512181,213,5.37,5338512183,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743658983,551,1,2,52,23,b2vft81kyjurzbmekvgrqwr64,1,75.7,16.4,2024-11-03T14:12:47.969Z,2024-11-03T14:12:53Z,ea2x4o6ufsqoz2zz7tqcnvo16,L. Klitten,,,5338513013,56,Center,5338513031,213,0.57,5338513017,140,86.4,5338513027,212,13.4,5338513023,141,27.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743659039,552,1,2,52,29,b2vft81kyjurzbmekvgrqwr64,1,88.2,27.7,2024-11-03T14:12:53.664Z,2024-11-03T14:12:55Z,9xub4z9b3bog8wqhn5yfihecp,M. Pedersen,,,5338513311,213,4.03,5338513305,140,77.8,5338513303,56,Right,5338513309,212,17.3,5338513307,141,7.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743659053,544,45,2,52,30,f1h34qp5zbfl489q8vnkhiq9s,0,17.4,88.4,2024-11-03T14:12:55.264Z,2024-11-03T14:13:02Z,1se7wkenvs4elrapvdw9mdnje,L. Montano,,,5338513865,233,553,5338513383,285,,5338513381,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743659111,553,3,2,52,30,b2vft81kyjurzbmekvgrqwr64,1,82.6,11.6,2024-11-03T14:12:55.264Z,2024-11-03T14:13:01Z,ea2x4o6ufsqoz2zz7tqcnvo16,L. Klitten,,,5338513645,286,,5338513809,233,544,5338513643,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743659125,554,3,2,52,33,b2vft81kyjurzbmekvgrqwr64,0,86.8,13.8,2024-11-03T14:12:57.337Z,2024-11-03T15:06:48Z,ea2x4o6ufsqoz2zz7tqcnvo16,L. Klitten,,,5338514137,233,545,5338513753,286,,5338513751,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743659151,545,7,2,52,33,f1h34qp5zbfl489q8vnkhiq9s,1,13.2,86.2,2024-11-03T14:12:57.338Z,2024-11-03T15:06:48Z,c7buy99bjqmkmno8w5t0189d6,T. Stagaard,,,5338513919,285,,5338513917,56,Back,5338514053,233,554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743659251,547,1,2,52,37,f1h34qp5zbfl489q8vnkhiq9s,0,11.7,87.4,2024-11-03T14:13:02.031Z,2024-11-03T14:13:02Z,1se7wkenvs4elrapvdw9mdnje,L. Montano,,,5338514423,141,74.9,5338514421,140,64.8,5338514429,213,6.13,5338514409,157,,5338514425,212,56.4,5338514419,56,Center,5338514433,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743659433,556,1,2,52,42,b2vft81kyjurzbmekvgrqwr64,1,36.4,15.6,2024-11-03T14:13:06.576Z,2024-11-03T14:13:08Z,6bv0j0ezhh9u5u5hqz64p790q,M. Jacobsen,,,5338515295,141,31.3,5338515291,56,Back,5338515293,140,17.9,5338515297,212,22.2,5338515299,213,2.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743659473,557,1,2,52,43,b2vft81kyjurzbmekvgrqwr64,1,17.9,31.3,2024-11-03T14:13:08.016Z,2024-11-03T14:13:10Z,9yxhg70gpwi3e9s84c8qwg0yx,J. Dakir,,,5338515473,56,Back,5338515477,141,25.0,5338515479,212,24.5,5338515475,140,40.9,5338515481,213,6.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743659607,558,1,2,52,45,b2vft81kyjurzbmekvgrqwr64,1,40.9,25.0,2024-11-03T14:13:09.952Z,2024-11-03T14:13:13Z,9xub4z9b3bog8wqhn5yfihecp,M. Pedersen,,,5338516165,140,49.1,5338516163,56,Back,5338516169,212,30.6,5338516171,213,1.29,5338516167,141,68.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743659779,559,1,2,52,49,b2vft81kyjurzbmekvgrqwr64,1,49.1,68.2,2024-11-03T14:13:13.752Z,2024-11-03T14:13:18Z,ebd3uvtt54wkdsahc2127j02c,F. Dietz,,,5338517135,141,46.3,5338517139,212,15.2,5338517131,56,Center,5338517145,213,4.92,5338517133,140,52.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743659915,560,1,2,52,54,b2vft81kyjurzbmekvgrqwr64,1,52.1,46.3,2024-11-03T14:13:18.576Z,2024-11-03T14:13:22Z,9xub4z9b3bog8wqhn5yfihecp,M. Pedersen,,,5338517877,56,Center,5338517879,140,54.7,5338517883,212,15.1,5338517881,141,68.2,5338517885,213,1.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743660133,561,1,2,52,58,b2vft81kyjurzbmekvgrqwr64,1,54.5,66.1,2024-11-03T14:13:22.545Z,2024-11-03T14:13:29Z,ebd3uvtt54wkdsahc2127j02c,F. Dietz,,,5338518855,212,43.7,5338518849,56,Right,5338518847,155,,5338518859,1,,5338518857,213,5.18,5338518853,141,8.8,5338518851,140,73.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743660165,562,1,2,53,4,b2vft81kyjurzbmekvgrqwr64,1,73.4,8.8,2024-11-03T14:13:29.136Z,2024-11-03T14:13:30Z,ea2x4o6ufsqoz2zz7tqcnvo16,L. Klitten,,,5338519085,56,Right,5338519091,212,16.2,5338519093,213,2.96,5338519089,141,13.1,5338519087,140,58.2,5338519083,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743660199,563,1,2,53,6,b2vft81kyjurzbmekvgrqwr64,1,58.2,13.1,2024-11-03T14:13:30.616Z,2024-11-03T14:13:31Z,cflwegqpzch8y30pb3dhigqnd,E. Søgaard,,,5338519321,213,5.93,5338519317,141,3.5,5338519315,140,75.0,5338519319,212,18.8,5338519313,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743660259,564,1,2,53,7,b2vft81kyjurzbmekvgrqwr64,1,75.0,3.5,2024-11-03T14:13:31.744Z,2024-11-03T14:13:34Z,ea2x4o6ufsqoz2zz7tqcnvo16,L. Klitten,,,5338519691,56,Right,5338519699,212,14.3,5338519695,140,62.7,5338519697,141,12.5,5338519701,213,2.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743660355,565,1,2,53,9,b2vft81kyjurzbmekvgrqwr64,1,60.6,13.5,2024-11-03T14:13:34.128Z,2024-11-03T14:13:38Z,cflwegqpzch8y30pb3dhigqnd,E. Søgaard,,,5338520239,213,0.03,5338520237,212,13.7,5338520233,140,73.6,5338520231,56,Right,5338520235,141,14.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
