id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,assist,keyPass,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/12/value,qualifier/13/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId
2702485455,302,12,1,37,10,b2vft81kyjurzbmekvgrqwr64,1,9.0,85.3,2024-07-21T14:40:06.628Z,2024-07-21T14:40:08Z,ebd3uvtt54wkdsahc2127j02c,F. Dietz,,,5112735411,185,,5112735451,233,417,5112735413,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702485507,418,1,1,37,16,aqtkb4mgrz8c6iqfufj6qjbv9,1,55.9,34.9,2024-07-21T14:40:12.855Z,2024-07-21T14:40:15Z,5dlh0fa9yo6z283w9p58xmnoq,N. Schmidt,,,5112735749,213,1.69,5112735745,141,58.7,5112735743,140,54.1,5112735741,56,Center,5112735747,212,16.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702485563,419,1,1,37,18,aqtkb4mgrz8c6iqfufj6qjbv9,1,54.7,65.8,2024-07-21T14:40:15.182Z,2024-07-21T14:40:20Z,elsygne5tjybbxrqgehtovnro,L. Bøje-Larsen,,,5112736019,141,93.3,5112736021,212,23.3,5112736025,213,0.93,5112736015,56,Left,5112736017,140,67.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702485585,420,1,1,37,23,aqtkb4mgrz8c6iqfufj6qjbv9,1,66.4,79.7,2024-07-21T14:40:20.057Z,2024-07-23T15:31:50Z,1n4eldqa7h9jvcx1693zqu06i,T. Arndal,,,5112736165,141,77.9,5112736169,213,3.33,5112736163,140,60.2,5112736161,56,Center,5112736167,212,6.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702485611,421,1,1,37,26,aqtkb4mgrz8c6iqfufj6qjbv9,1,60.8,74.8,2024-07-21T14:40:22.744Z,2024-07-21T14:40:27Z,5z7y55t2o577r8ki3i5855as,J. Witt,,,5112736373,56,Right,5112736371,196,,5112736377,141,14.1,5112736375,140,92.4,5112736383,1,,5112736381,213,5.39,5112736369,155,,5112736379,212,53.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702485617,422,50,1,37,30,aqtkb4mgrz8c6iqfufj6qjbv9,1,92.0,13.6,2024-07-21T14:40:27.321Z,2024-07-21T14:40:32Z,uiyol728wan4mxco2foplknp,A. Justinussen,,,5112736607,233,303,5112736403,56,Right,5112736405,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702485645,303,7,1,37,30,b2vft81kyjurzbmekvgrqwr64,1,8.0,86.4,2024-07-21T14:40:27.322Z,2024-07-23T15:32:02Z,ea2x4o6ufsqoz2zz7tqcnvo16,L. Klitten,,,5112736565,167,,5112736567,56,Back,5112736569,285,,5115360219,385,,5112736595,233,422,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702485649,304,5,1,37,31,b2vft81kyjurzbmekvgrqwr64,0,7.5,101.1,2024-07-21T14:40:28.368Z,2024-07-21T14:42:50Z,ea2x4o6ufsqoz2zz7tqcnvo16,L. Klitten,,,5112736641,233,423,5112736591,56,Back,5112736593,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702485653,423,5,1,37,31,aqtkb4mgrz8c6iqfufj6qjbv9,1,92.5,-1.1,2024-07-21T14:40:28.368Z,2024-07-21T14:40:33Z,uiyol728wan4mxco2foplknp,A. Justinussen,,,5112736633,347,,5112736631,56,Right,5112736637,233,304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702485713,424,1,1,37,41,aqtkb4mgrz8c6iqfufj6qjbv9,1,93.2,0.0,2024-07-21T14:40:38.459Z,2024-07-21T14:43:38Z,9lsylzgf7e3i5zb0fshnxo6xg,S. Sharif,,,5112736991,213,2.07,5112736985,140,89.5,5112736983,56,Right,5112736981,107,,5112736987,141,9.1,5112736989,212,8.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702485723,425,1,1,37,42,aqtkb4mgrz8c6iqfufj6qjbv9,1,89.5,9.1,2024-07-21T14:40:39.068Z,2024-07-21T14:40:45Z,5dlh0fa9yo6z283w9p58xmnoq,N. Schmidt,,,5112737053,213,4.92,5112737051,212,4.5,5112737049,141,2.6,5112737047,140,90.4,5112737045,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702485729,426,1,1,37,43,aqtkb4mgrz8c6iqfufj6qjbv9,0,90.4,2.2,2024-07-21T14:40:39.735Z,2024-07-21T14:40:41Z,9lsylzgf7e3i5zb0fshnxo6xg,S. Sharif,,,5112737073,213,0.99,5112737071,212,1.5,5112737101,233,305,5112737099,236,,5112737065,56,Right,5112737105,286,,5112737067,140,91.2,5112737069,141,4.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702485711,305,74,1,37,43,b2vft81kyjurzbmekvgrqwr64,1,11.7,91.5,2024-07-21T14:40:39.736Z,2024-07-21T14:40:42Z,bp232fgjrfyok2471ec7u1tcl,M. Kristensen,,,5112736979,285,,5112737137,233,426,5112736977,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702485755,307,1,1,37,44,b2vft81kyjurzbmekvgrqwr64,1,9.9,92.1,2024-07-21T14:40:41.064Z,2024-07-21T14:40:42Z,bp232fgjrfyok2471ec7u1tcl,M. Kristensen,,,5112737249,56,Back,5112737255,212,20.0,5112737253,141,86.9,5112737251,140,28.6,5112737257,213,6.11,5112737259,1,,5112737247,157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702485865,428,43,1,37,45,aqtkb4mgrz8c6iqfufj6qjbv9,1,0.0,0.0,2024-07-21T14:40:41.912Z,2024-07-23T15:32:54Z,bop31qof3lon7u6rvmb68ktzp,M. Bay,,,5112750609,399,8gdfn7j6xac9p4jh94hk40jdg,5115360453,144,83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702485773,308,1,1,37,46,b2vft81kyjurzbmekvgrqwr64,0,28.6,86.9,2024-07-21T14:40:43.311Z,2024-07-21T14:44:54Z,8gdfn7j6xac9p4jh94hk40jdg,J. Cornelius,,,5112737383,213,6.17,5112737373,168,,5112737371,3,,5112737377,140,52.5,5112737381,212,25.3,5112737379,141,82.7,5112737375,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702485863,427,1,1,37,50,aqtkb4mgrz8c6iqfufj6qjbv9,1,44.7,10.7,2024-07-21T14:40:47.117Z,2024-07-23T15:33:11Z,5z7y55t2o577r8ki3i5855as,J. Witt,,,5112737877,56,Center,5112737879,140,57.1,5112737885,213,0.65,5112737881,141,25.2,5112737883,212,16.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702485843,309,83,1,37,52,b2vft81kyjurzbmekvgrqwr64,0,30.2,67.9,2024-07-21T14:40:49.536Z,2024-07-23T15:33:57Z,bp232fgjrfyok2471ec7u1tcl,M. Kristensen,,,5112745805,399,bop31qof3lon7u6rvmb68ktzp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702485893,430,43,1,37,57,aqtkb4mgrz8c6iqfufj6qjbv9,1,0.0,0.0,2024-07-21T14:40:53.677Z,2024-07-23T15:33:54Z,5z7y55t2o577r8ki3i5855as,J. Witt,,,5112738037,141,24.7,5112738033,56,Center,5115360621,144,1,5112738041,213,0.78,5112738035,140,55.5,5112738039,212,4.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702485929,431,1,1,37,58,aqtkb4mgrz8c6iqfufj6qjbv9,1,58.1,25.4,2024-07-21T14:40:54.693Z,2024-07-23T15:34:01Z,bop31qof3lon7u6rvmb68ktzp,M. Bay,,,5112738277,140,58.4,5112738281,212,5.9,5112738283,213,4.77,5112738275,56,Right,5112738279,141,16.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702952515,956,1,1,37,59,aqtkb4mgrz8c6iqfufj6qjbv9,1,59.6,14.4,2024-07-21T14:40:56.185Z,2024-07-23T15:34:28Z,2tcdx5rp7vujnlid4oqqxdogk,M. Due Grandt,,,5115360753,140,60.6,5115360751,56,Right,5115360757,212,5.5,5115360759,213,4.90,5115360755,141,6.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702485937,432,1,1,38,0,aqtkb4mgrz8c6iqfufj6qjbv9,1,56.6,6.8,2024-07-21T14:40:57.099Z,2024-07-21T14:41:06Z,khqldwfq14b7giakss24l9t5,K. Enghardt,,,5112738339,213,1.63,5112738335,141,23.7,5112738333,140,55.9,5112738331,56,Center,5112738337,212,11.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702485953,433,1,1,38,1,aqtkb4mgrz8c6iqfufj6qjbv9,1,55.9,23.7,2024-07-21T14:40:58.192Z,2024-07-21T14:41:07Z,bop31qof3lon7u6rvmb68ktzp,M. Bay,,,5112738409,56,Center,5112738419,213,0.68,5112738417,212,8.1,5112738411,140,61.9,5112738413,141,31.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702485959,434,50,1,38,2,aqtkb4mgrz8c6iqfufj6qjbv9,1,63.1,33.4,2024-07-21T14:40:59.536Z,2024-07-23T15:34:38Z,2tcdx5rp7vujnlid4oqqxdogk,M. Due Grandt,,,5112738455,286,,5112738453,56,Center,5112738487,233,310,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702485943,310,7,1,38,2,b2vft81kyjurzbmekvgrqwr64,1,36.9,66.6,2024-07-21T14:40:59.537Z,2024-07-23T15:34:44Z,bp232fgjrfyok2471ec7u1tcl,M. Kristensen,,,5112738375,56,Back,5115360859,384,,5112738377,285,,5112738479,233,434,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702485967,312,1,1,38,5,b2vft81kyjurzbmekvgrqwr64,1,50.4,49.0,2024-07-21T14:41:02.488Z,2024-07-21T14:41:04Z,9b89pmcjk6re94bjp0ixeatjo,F. Christensen,,,5112738535,212,9.5,5112738529,56,Center,5112738533,141,35.0,5112738531,140,50.8,5112738537,213,4.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702485977,313,1,1,38,7,b2vft81kyjurzbmekvgrqwr64,1,51.4,32.4,2024-07-21T14:41:03.879Z,2024-07-21T14:41:06Z,1f510mbuc4i1mmshqlgim5u6s,O. Overgaard,,,5112738585,140,57.7,5112738591,213,5.13,5112738589,212,16.2,5112738587,141,10.6,5112738583,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702485997,314,1,1,38,9,b2vft81kyjurzbmekvgrqwr64,0,59.9,11.6,2024-07-21T14:41:06.200Z,2024-07-21T14:41:07Z,e19g5bz7s9wqcvj8mttztxi0a,O. Klitten,,,5112738703,140,73.3,5112738707,212,15.6,5112738699,56,Center,5112738709,213,0.44,5112738705,141,21.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702486003,435,8,1,38,13,aqtkb4mgrz8c6iqfufj6qjbv9,1,27.8,82.3,2024-07-21T14:41:09.673Z,2024-07-23T15:35:16Z,elsygne5tjybbxrqgehtovnro,L. Bøje-Larsen,,,5115361011,385,,5112738747,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702486063,437,1,1,38,17,aqtkb4mgrz8c6iqfufj6qjbv9,1,28.5,84.8,2024-07-21T14:41:13.672Z,2024-07-21T14:41:28Z,2tcdx5rp7vujnlid4oqqxdogk,M. Due Grandt,,,5112739083,213,0.82,5112739079,212,8.6,5112739071,140,34.1,5112739065,56,Back,5112739075,141,94.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702486065,438,50,1,38,18,aqtkb4mgrz8c6iqfufj6qjbv9,1,34.8,95.4,2024-07-21T14:41:14.823Z,2024-07-21T14:41:49Z,1n4eldqa7h9jvcx1693zqu06i,T. Arndal,,,5112739173,233,315,5112739091,286,,5112739089,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702486051,315,7,1,38,18,b2vft81kyjurzbmekvgrqwr64,1,65.2,4.6,2024-07-21T14:41:14.824Z,2024-07-23T15:35:41Z,e19g5bz7s9wqcvj8mttztxi0a,O. Klitten,,,5112739009,56,Right,5115361173,383,,5112739137,233,438,5112739011,285,,5112739007,167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702486057,316,5,1,38,19,b2vft81kyjurzbmekvgrqwr64,0,63.4,-1.5,2024-07-21T14:41:15.704Z,2024-07-21T14:41:20Z,e19g5bz7s9wqcvj8mttztxi0a,O. Klitten,,,5112739043,56,Right,5112739365,233,439,5112739045,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702486101,439,5,1,38,19,aqtkb4mgrz8c6iqfufj6qjbv9,1,36.6,101.5,2024-07-21T14:41:15.704Z,2024-07-21T14:42:50Z,uiyol728wan4mxco2foplknp,A. Justinussen,,,5112739347,347,,5112739361,233,316,5112739345,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702486185,440,1,1,38,35,aqtkb4mgrz8c6iqfufj6qjbv9,0,36.0,100.0,2024-07-21T14:41:31.901Z,2024-07-21T14:41:34Z,elsygne5tjybbxrqgehtovnro,L. Bøje-Larsen,,,5112739955,141,95.4,5112739949,107,,5112739953,140,55.0,5112739951,56,Left,5112739957,212,20.4,5112739959,213,6.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702486217,317,1,1,38,40,b2vft81kyjurzbmekvgrqwr64,0,49.9,12.2,2024-07-21T14:41:37.080Z,2024-07-21T14:41:47Z,e19g5bz7s9wqcvj8mttztxi0a,O. Klitten,,,5112740199,212,7.1,5112740201,213,0.04,5112740195,140,56.7,5112740193,56,Right,5112740197,141,12.6,5112740191,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702486249,441,1,1,38,40,aqtkb4mgrz8c6iqfufj6qjbv9,1,38.8,96.5,2024-07-21T14:41:37.493Z,2024-07-21T14:41:41Z,elsygne5tjybbxrqgehtovnro,L. Bøje-Larsen,,,5112740403,1,,5112740399,212,36.2,5112740395,140,71.4,5112740401,213,5.95,5112740393,56,Left,5112740391,155,,5112740397,141,79.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702486271,442,1,1,38,44,aqtkb4mgrz8c6iqfufj6qjbv9,1,74.5,85.9,2024-07-21T14:41:40.867Z,2024-07-21T14:41:43Z,uiyol728wan4mxco2foplknp,A. Justinussen,,,5112740553,141,86.2,5112740557,213,0.03,5112740551,140,82.0,5112740549,56,Left,5112740555,212,7.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702486315,443,1,1,38,46,aqtkb4mgrz8c6iqfufj6qjbv9,1,82.0,87.7,2024-07-21T14:41:43.523Z,2024-07-23T15:36:59Z,8gqvlydur0v4cpmz1ozqkejh0,M. Bruhn,,,5112740813,140,86.7,5112740811,56,Left,5112740817,141,94.2,5112740823,213,0.73,5112740821,212,6.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702486325,444,1,1,38,53,aqtkb4mgrz8c6iqfufj6qjbv9,1,78.5,97.4,2024-07-21T14:41:49.881Z,2024-07-21T14:41:50Z,uiyol728wan4mxco2foplknp,A. Justinussen,,,5112740919,140,72.3,5112740935,213,4.29,5112740925,141,75.9,5112740929,212,16.0,5112740913,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702486329,445,1,1,38,54,aqtkb4mgrz8c6iqfufj6qjbv9,0,70.9,76.9,2024-07-21T14:41:50.803Z,2024-07-21T14:41:51Z,elsygne5tjybbxrqgehtovnro,L. Bøje-Larsen,,,5112740979,212,3.5,5112740975,140,72.9,5112740981,213,5.35,5112740977,141,72.7,5112740973,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702486399,319,1,1,38,57,b2vft81kyjurzbmekvgrqwr64,1,43.1,14.4,2024-07-21T14:41:54.056Z,2024-07-21T14:42:08Z,bp232fgjrfyok2471ec7u1tcl,M. Kristensen,,1.0,5112741941,4,,5112741827,210,15,5112741421,141,35.0,5112741419,140,70.4,5112741427,213,0.45,5112741423,212,31.9,5112741417,56,Center,5112741829,154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702486405,320,15,1,39,3,b2vft81kyjurzbmekvgrqwr64,1,88.7,31.7,2024-07-21T14:42:00.423Z,2024-07-23T15:37:25Z,8gdfn7j6xac9p4jh94hk40jdg,J. Cornelius,,,5112741593,23,,5112741839,55,319,5112741849,147,46.4,5112741453,56,Center,5112741451,63,,5112741835,29,,5112741845,103,12.7,5112741857,233,446,5112741595,20,,5112741847,146,97.6,5112741843,102,47.4,5112741837,154,,5112741833,80,,,,,,,,,,,,,,,,,,,,,,,,
2702486397,446,10,1,39,3,aqtkb4mgrz8c6iqfufj6qjbv9,1,3.1,55.4,2024-07-21T14:42:00.523Z,2024-07-23T15:37:29Z,8mswl5vzza12hylodrrsq3zvu,A. Kappenberger,,,5112741409,182,,5112741525,177,,5115361699,377,,5112741411,56,Back,5112741407,178,,5112741685,233,320,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702486413,447,52,1,39,4,aqtkb4mgrz8c6iqfufj6qjbv9,1,3.1,55.4,2024-07-21T14:42:00.952Z,2024-07-23T15:37:32Z,8mswl5vzza12hylodrrsq3zvu,A. Kappenberger,,,5115361723,376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702486485,448,1,1,39,7,aqtkb4mgrz8c6iqfufj6qjbv9,1,7.1,53.0,2024-07-21T14:42:04.128Z,2024-07-21T14:42:10Z,8mswl5vzza12hylodrrsq3zvu,A. Kappenberger,,,5112742049,213,5.90,5112742039,123,,5112742045,141,38.0,5112742043,140,31.1,5112742041,56,Back,5112742047,212,27.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702486529,449,1,1,39,13,aqtkb4mgrz8c6iqfufj6qjbv9,1,44.3,34.2,2024-07-21T14:42:10.331Z,2024-07-21T14:42:14Z,2tcdx5rp7vujnlid4oqqxdogk,M. Due Grandt,,,5112742293,140,45.5,5112742297,212,6.2,5112742291,56,Back,5112742295,141,25.2,5112742299,213,4.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702486567,450,1,1,39,17,aqtkb4mgrz8c6iqfufj6qjbv9,1,53.6,22.1,2024-07-21T14:42:14.159Z,2024-07-21T14:42:17Z,5dlh0fa9yo6z283w9p58xmnoq,N. Schmidt,,,5112742497,56,Back,5112742499,140,49.4,5112742505,213,1.91,5112742503,212,13.1,5112742501,141,40.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702486605,451,1,1,39,20,aqtkb4mgrz8c6iqfufj6qjbv9,1,54.2,52.4,2024-07-21T14:42:17.549Z,2024-07-21T14:42:21Z,2tcdx5rp7vujnlid4oqqxdogk,M. Due Grandt,,,5112742751,213,1.23,5112742749,212,19.4,5112742743,56,Left,5112742747,141,79.3,5112742745,140,60.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702486643,452,1,1,39,25,aqtkb4mgrz8c6iqfufj6qjbv9,1,63.1,92.0,2024-07-21T14:42:21.611Z,2024-07-21T14:42:27Z,elsygne5tjybbxrqgehtovnro,L. Bøje-Larsen,,,5112742937,56,Left,5112742945,213,0.79,5112742943,212,3.7,5112742941,141,95.9,5112742939,140,65.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702486655,453,1,1,39,30,aqtkb4mgrz8c6iqfufj6qjbv9,1,62.9,87.5,2024-07-21T14:42:27.173Z,2024-07-21T14:42:30Z,uiyol728wan4mxco2foplknp,A. Justinussen,,,5112743051,212,12.1,5112743053,213,4.07,5112743049,141,73.2,5112743047,140,56.0,5112743045,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702486667,454,1,1,39,33,aqtkb4mgrz8c6iqfufj6qjbv9,1,56.0,73.2,2024-07-21T14:42:29.954Z,2024-07-21T14:42:31Z,2tcdx5rp7vujnlid4oqqxdogk,M. Due Grandt,,,5112743119,213,5.51,5112743117,212,6.6,5112743111,56,Center,5112743113,140,60.5,5112743115,141,66.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702486677,455,1,1,39,35,aqtkb4mgrz8c6iqfufj6qjbv9,0,61.1,66.6,2024-07-21T14:42:31.657Z,2024-07-21T14:42:43Z,5dlh0fa9yo6z283w9p58xmnoq,N. Schmidt,,,5112743163,140,80.0,5112743167,212,19.9,5112743161,56,Center,5112743159,155,,5112743165,141,68.1,5112743771,4,,5112743169,213,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702486711,321,1,1,39,36,b2vft81kyjurzbmekvgrqwr64,1,23.3,32.3,2024-07-21T14:42:33.207Z,2024-07-21T14:42:35Z,cflwegqpzch8y30pb3dhigqnd,E. Søgaard,,,5112743331,213,0.81,5112743329,212,10.1,5112743321,3,,5112743327,141,43.1,5112743323,56,Back,5112743325,140,29.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702486715,322,43,1,39,38,b2vft81kyjurzbmekvgrqwr64,1,0.0,0.0,2024-07-21T14:42:35.512Z,2024-07-23T15:38:33Z,8gdfn7j6xac9p4jh94hk40jdg,J. Cornelius,,,5115361931,144,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702486767,323,1,1,39,38,b2vft81kyjurzbmekvgrqwr64,1,29.9,43.1,2024-07-21T14:42:35.607Z,2024-07-21T14:42:40Z,8gdfn7j6xac9p4jh94hk40jdg,J. Cornelius,,,5112743629,213,4.71,5112743625,141,36.5,5112743623,140,29.9,5112743621,56,Back,5112743627,212,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702486747,456,43,1,39,41,aqtkb4mgrz8c6iqfufj6qjbv9,1,0.0,0.0,2024-07-21T14:42:37.889Z,2024-07-21T14:42:42Z,5dlh0fa9yo6z283w9p58xmnoq,N. Schmidt,,,5112743705,144,83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702486771,324,4,1,39,42,b2vft81kyjurzbmekvgrqwr64,1,26.4,33.8,2024-07-21T14:42:39.591Z,2024-07-21T14:42:41Z,bp232fgjrfyok2471ec7u1tcl,M. Kristensen,,,5112743657,285,,5112743651,56,Back,5112743665,233,457,5112743653,152,,5112743649,13,,5112743655,265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702486759,457,4,1,39,42,aqtkb4mgrz8c6iqfufj6qjbv9,0,73.6,66.2,2024-07-21T14:42:39.592Z,2024-07-21T14:42:41Z,5dlh0fa9yo6z283w9p58xmnoq,N. Schmidt,,,5112743619,286,,5112743615,152,,5112743673,233,324,5112743609,56,Center,5112743605,13,,5112743617,265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702486957,325,1,1,40,4,b2vft81kyjurzbmekvgrqwr64,1,25.5,40.8,2024-07-21T14:43:00.855Z,2024-07-21T14:43:02Z,lu9bber07etravimh00k745x,J. Bøge,,,5112744813,152,,5112744817,140,15.3,5112744811,5,,5112744815,56,Back,5112744823,213,2.21,5112744821,212,18.0,5112744819,141,62.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702486967,326,1,1,40,6,b2vft81kyjurzbmekvgrqwr64,1,15.2,62.0,2024-07-21T14:43:02.806Z,2024-07-21T14:43:03Z,dxv40hh07gxq4hn0i6dwb2l4a,A. Søndergaard,,,5112744895,213,1.24,5112744887,56,Back,5112744893,212,15.1,5112744891,141,83.0,5112744889,140,19.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702486985,327,1,1,40,7,b2vft81kyjurzbmekvgrqwr64,1,19.8,83.0,2024-07-21T14:43:03.831Z,2024-07-21T14:43:05Z,ebd3uvtt54wkdsahc2127j02c,F. Dietz,,,5112745013,213,1.29,5112745005,140,22.3,5112745011,212,9.5,5112745001,56,Back,5112745007,141,96.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702487023,328,1,1,40,9,b2vft81kyjurzbmekvgrqwr64,1,23.9,93.9,2024-07-21T14:43:05.703Z,2024-07-21T14:43:10Z,ea2x4o6ufsqoz2zz7tqcnvo16,L. Klitten,,,5112745207,140,26.9,5112745213,213,5.02,5112745209,141,79.3,5112745205,56,Back,5112745211,212,10.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
