id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/9/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/10/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/14/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/16/value
2711524713,439,1,2,45,22,6wwwud48qahpwrfxs20334qk5,0,21.4,18.6,2024-08-21T17:34:18.822Z,2024-08-21T17:34:19Z,3od63zrf6cay4d6ync9i2iuqc,F. Rieper,,,5162798143,213,1.32,5162798141,212,16.1,5162798137,140,25.2,5162798139,141,41.6,5162798135,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711524721,436,50,2,45,25,dbl7ir1qugqz8nvp1vzn8im50,1,76.2,47.4,2024-08-21T17:34:21.133Z,2024-08-21T18:30:35Z,5wmik73cqursg7sv3w14ue5pm,L. Deedson,,,5162798199,233,440,5162798167,286,,5162798165,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711524723,440,7,2,45,25,6wwwud48qahpwrfxs20334qk5,1,23.8,52.6,2024-08-21T17:34:21.134Z,2024-08-21T18:30:34Z,6wfu6s6xo5zjeke21fgbouql0,J. Jessen,,,5162798189,56,Back,5162798195,233,436,5162798191,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711524727,441,1,2,45,26,6wwwud48qahpwrfxs20334qk5,1,26.5,41.8,2024-08-21T17:34:22.831Z,2024-08-21T17:34:25Z,7ztdirfvd9d0x2yw1v051xzbo,W. Madsen,,,5162798213,140,30.4,5162798215,141,69.9,5162798211,56,Back,5162798219,213,1.36,5162798217,212,19.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711524729,442,1,2,45,29,6wwwud48qahpwrfxs20334qk5,1,32.2,74.5,2024-08-21T17:34:25.614Z,2024-08-21T19:40:23Z,bvc80w5ai425plu54nhgx5fxl,D. Thøgersen,,,5162798241,213,0.30,5162798239,212,24.2,5162798237,141,85.1,5162798235,140,54.2,5162798233,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711524749,443,1,2,45,37,6wwwud48qahpwrfxs20334qk5,1,43.8,86.5,2024-08-21T17:34:33.790Z,2024-08-21T17:34:37Z,289rctmvd5ppy9zqn98jbe4et,A. Muçolli,,,5162798423,212,30.6,5162798419,140,70.4,5162798417,56,Center,5162798421,141,68.1,5162798425,213,5.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711524755,444,1,2,45,40,6wwwud48qahpwrfxs20334qk5,1,67.4,71.1,2024-08-21T17:34:36.910Z,2024-08-21T17:34:41Z,23sc7wc7my7wes6cuaxw1v0no,J. Lindekilde,,,5162798461,56,Left,5162798465,141,83.3,5162798467,212,15.3,5162798469,213,0.57,5162798473,156,,5162798463,140,79.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711524849,449,1,2,45,42,6wwwud48qahpwrfxs20334qk5,0,83.2,84.0,2024-08-21T17:34:38.512Z,2024-08-21T17:39:40Z,bvc80w5ai425plu54nhgx5fxl,D. Thøgersen,,,5162802847,212,24.3,5162802849,213,4.88,5162802837,2,,5162802845,141,48.7,5162802841,56,Center,5162802843,140,87.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711524813,441,12,2,45,44,dbl7ir1qugqz8nvp1vzn8im50,1,9.9,45.2,2024-08-21T17:34:40.777Z,2024-08-21T17:35:10Z,ev2s21ogvpjtata4fndi868ve,J. Gomez,,,5162798793,212,16.2,5162798789,140,18.7,5162798795,213,0.96,5162798791,141,64.8,5162798787,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711524769,445,13,2,45,48,6wwwud48qahpwrfxs20334qk5,1,85.3,39.5,2024-08-21T17:34:44.775Z,2024-08-21T19:27:30Z,65g5cfsdr10378yvmkpm19444,A. Dahl,,,5162803805,147,54.2,5162803809,231,47.7,5162803793,102,63.2,5162929865,153,,5162798545,22,,5162929863,391,,5162798549,56,Center,5162803795,103,8.3,5162803719,20,,5162803799,458,5162803803,146,5162803807,230,97.8,,5162798547,17,,5162803797,215,,96.3,5162929861,73,,,,,,,,,,,,
2711524765,437,12,2,45,48,dbl7ir1qugqz8nvp1vzn8im50,1,3.8,45.8,2024-08-21T17:34:44.875Z,2024-08-21T19:28:01Z,dqtarwrqvkopmzbt2ovp2dln9,B. Paulsen,,,5162798531,56,Back,5162934323,140,10.0,5162934327,212,6.5,5162934329,213,6.20,5162934325,141,45.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711524775,446,15,2,45,51,6wwwud48qahpwrfxs20334qk5,1,88.9,54.3,2024-08-21T17:34:47.088Z,2024-08-21T19:29:15Z,9jqox80arzpytv1b136jobhpm,A. Bøndergaard,,,5162805229,102,49.3,5162805237,146,96.8,5162805233,215,,5162798583,56,Center,5162798579,22,,5162805227,78,,5162805239,147,50,5162805235,458,,5162805261,233,438,5162798581,17,5162805141,20,5162805231,103,18.4,,,,,,,,,,,,,,,,,,,,,,
2711524773,438,10,2,45,51,dbl7ir1qugqz8nvp1vzn8im50,1,1.8,50.0,2024-08-21T17:34:47.188Z,2024-08-21T17:42:02Z,4clmd8g8jogdfvauhijd7n55h,V. Myhra,,,5162798577,56,Back,5162798575,182,,5162798571,173,,5162805155,233,446,5162798573,178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711524787,439,12,2,45,52,dbl7ir1qugqz8nvp1vzn8im50,1,4.5,56.0,2024-08-21T17:34:48.705Z,2024-08-21T17:34:54Z,1mml4inucvyomv1dcog3c1pt5,N. Mickelson,,,5162798653,141,100.0,5162798663,167,,5162798649,56,Back,5162798651,140,28.5,5162798655,212,39.8,5162798657,213,0.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711524789,440,5,2,45,57,dbl7ir1qugqz8nvp1vzn8im50,0,24.7,101.4,2024-08-21T17:34:53.442Z,2024-08-21T18:31:10Z,1mml4inucvyomv1dcog3c1pt5,N. Mickelson,,,5162805533,233,447,5162798661,347,,5162798659,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711524837,447,5,2,45,57,6wwwud48qahpwrfxs20334qk5,1,75.3,-1.4,2024-08-21T17:34:53.442Z,2024-08-21T18:31:09Z,65g5cfsdr10378yvmkpm19444,A. Dahl,,,5162798913,56,Right,5162805529,233,440,5162798915,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711524847,448,1,2,46,22,6wwwud48qahpwrfxs20334qk5,0,81.6,0.0,2024-08-21T17:35:18.758Z,2024-08-21T17:44:25Z,65g5cfsdr10378yvmkpm19444,A. Dahl,,,5162798947,107,,5162798953,141,26.2,5162798955,212,21.8,5162798951,140,92.0,5162798959,1,,5162798949,56,Center,5162798957,213,1.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711524843,442,44,2,46,24,dbl7ir1qugqz8nvp1vzn8im50,1,10.8,57.6,2024-08-21T17:35:20.242Z,2024-08-21T19:40:22Z,axyrfq1u8nwcj2ss5498u8qhg,L. Kjerrumgaard,,,5162798931,56,Back,5162808447,233,450,5162798933,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711524851,450,44,2,46,24,6wwwud48qahpwrfxs20334qk5,0,89.2,42.4,2024-08-21T17:35:20.243Z,2024-08-21T18:30:44Z,23sc7wc7my7wes6cuaxw1v0no,J. Lindekilde,,,5162807095,56,Center,5162807097,286,,5162808457,233,442,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711526487,560,12,2,46,24,dbl7ir1qugqz8nvp1vzn8im50,1,7.8,56.2,2024-08-21T17:35:20.502Z,2024-08-21T17:51:10Z,axyrfq1u8nwcj2ss5498u8qhg,L. Kjerrumgaard,,,5162808821,141,47.4,5162808825,213,5.28,5162808843,15,,5162808823,212,7.1,5162808817,56,Back,5162808819,140,11.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711526623,570,61,2,46,25,dbl7ir1qugqz8nvp1vzn8im50,1,11.8,45.0,2024-08-21T17:35:21.518Z,2024-08-21T17:48:31Z,2z8u8kyv91shp0la8alkn6kus,M. Ejdum,,,5162810459,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711526469,534,13,2,46,26,6wwwud48qahpwrfxs20334qk5,1,89.4,52.1,2024-08-21T17:35:21.985Z,2024-08-21T19:39:45Z,9jqox80arzpytv1b136jobhpm,A. Bøndergaard,,,5162809931,73,,5162809941,458,,5162809695,153,,5162809935,103,11.1,5162809947,230,96.3,5162809939,328,,5162937267,391,,5162809687,160,,5162809933,102,60.3,5162809949,231,5162809937,108,5162809945,147,51.8,50.5,5162809587,56,Center,5162809691,17,,,5162809689,20,5162809943,146,95.8,,,,,,,,,
2711524853,443,43,2,46,26,dbl7ir1qugqz8nvp1vzn8im50,1,0.0,0.0,2024-08-21T17:35:22.450Z,2024-08-21T17:48:44Z,97xbmht3t4t1p9iu6598oq7l5,A. Manneh,,,5162810669,144,61,5162798963,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711524857,444,43,2,46,28,dbl7ir1qugqz8nvp1vzn8im50,1,0.0,0.0,2024-08-21T17:35:24.410Z,2024-08-21T17:35:26Z,4clmd8g8jogdfvauhijd7n55h,V. Myhra,,,5162798983,56,Back,5162798979,178,0,5162798977,173,0,5162799001,144,63,5162798981,182,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711524929,446,1,2,46,55,dbl7ir1qugqz8nvp1vzn8im50,1,5.0,49.4,2024-08-21T17:35:51.945Z,2024-08-21T17:35:54Z,4clmd8g8jogdfvauhijd7n55h,V. Myhra,,,5162799433,1,,5162799427,141,8.0,5162799431,213,5.44,5162799423,56,Back,5162799429,212,37.6,5162799425,140,28.7,5162799421,123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711524931,447,1,2,46,58,dbl7ir1qugqz8nvp1vzn8im50,0,28.7,8.0,2024-08-21T17:35:54.169Z,2024-08-21T17:35:54Z,e42jh6bbwn4aybdnysonrvutx,L. Owusu,,,5162799449,213,0.80,5162799447,212,12.0,5162799441,56,Back,5162799445,141,20.7,5162799443,140,36.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711524933,451,8,2,46,58,6wwwud48qahpwrfxs20334qk5,1,61.4,73.6,2024-08-21T17:35:54.982Z,2024-08-21T17:35:55Z,7ztdirfvd9d0x2yw1v051xzbo,W. Madsen,,,5162799455,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711524943,448,1,2,47,1,dbl7ir1qugqz8nvp1vzn8im50,0,38.8,10.0,2024-08-21T17:35:57.824Z,2024-08-21T17:35:58Z,axyrfq1u8nwcj2ss5498u8qhg,L. Kjerrumgaard,,,5162799561,56,Back,5162799565,141,15.8,5162799569,213,1.95,5162799567,212,4.2,5162799563,140,37.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711524953,452,61,2,47,4,6wwwud48qahpwrfxs20334qk5,1,61.6,77.9,2024-08-21T17:36:00.277Z,2024-08-21T17:36:00Z,6wfu6s6xo5zjeke21fgbouql0,J. Jessen,,,5162799631,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711524957,453,50,2,47,4,6wwwud48qahpwrfxs20334qk5,1,60.5,76.1,2024-08-21T17:36:00.937Z,2024-08-21T18:30:35Z,6wfu6s6xo5zjeke21fgbouql0,J. Jessen,,,5162799633,56,Center,5162799635,286,,5162799671,233,449,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711524963,449,7,2,47,4,dbl7ir1qugqz8nvp1vzn8im50,1,39.5,23.9,2024-08-21T17:36:00.938Z,2024-08-21T18:30:35Z,e42jh6bbwn4aybdnysonrvutx,L. Owusu,,,5162799653,56,Back,5162799655,285,,5162799661,233,453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711524969,450,61,2,47,6,dbl7ir1qugqz8nvp1vzn8im50,1,45.6,33.7,2024-08-21T17:36:02.826Z,2024-08-21T17:49:44Z,2z8u8kyv91shp0la8alkn6kus,M. Ejdum,,,5162799679,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711524979,451,1,2,47,7,dbl7ir1qugqz8nvp1vzn8im50,1,43.5,31.5,2024-08-21T17:36:03.960Z,2024-08-21T17:36:05Z,97xbmht3t4t1p9iu6598oq7l5,A. Manneh,,,5162799727,212,12.8,5162799723,140,53.6,5162799729,213,5.69,5162799721,56,Right,5162799725,141,20.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711524981,452,1,2,47,9,dbl7ir1qugqz8nvp1vzn8im50,1,53.6,20.9,2024-08-21T17:36:05.544Z,2024-08-21T17:36:06Z,axyrfq1u8nwcj2ss5498u8qhg,L. Kjerrumgaard,,,5162799755,212,8.6,5162799751,140,46.3,5162799753,141,26.5,5162799757,213,2.68,5162799749,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711524989,453,1,2,47,10,dbl7ir1qugqz8nvp1vzn8im50,1,46.3,26.5,2024-08-21T17:36:06.705Z,2024-08-21T19:40:20Z,e42jh6bbwn4aybdnysonrvutx,L. Owusu,,,5162799803,56,Right,5162799811,213,5.87,5162799805,140,68.9,5162799809,212,25.9,5162799807,141,11.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711525009,454,1,2,47,16,dbl7ir1qugqz8nvp1vzn8im50,1,87.2,13.7,2024-08-21T17:36:12.602Z,2024-08-21T17:36:16Z,5wmik73cqursg7sv3w14ue5pm,L. Deedson,,,5162799971,141,19.1,5162799975,213,2.79,5162799967,56,Right,5162799969,140,77.8,5162799973,212,10.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711525019,455,1,2,47,20,dbl7ir1qugqz8nvp1vzn8im50,1,76.9,20.1,2024-08-21T17:36:16.250Z,2024-08-21T17:36:29Z,97xbmht3t4t1p9iu6598oq7l5,A. Manneh,1.0,,5162800043,141,61.1,5162800201,154,,5162800045,212,31.0,5162800041,140,89.9,5162800037,155,,5162800199,210,13,5162800047,213,1.12,5162800035,2,,5162800039,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711527123,631,44,2,47,23,dbl7ir1qugqz8nvp1vzn8im50,1,86.6,40.6,2024-08-21T17:36:19.835Z,2024-08-21T17:51:31Z,1mml4inucvyomv1dcog3c1pt5,N. Mickelson,,,5162812107,56,Center,5162812109,286,,5162812123,233,569,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711527051,569,44,2,47,23,6wwwud48qahpwrfxs20334qk5,0,13.4,59.4,2024-08-21T17:36:19.836Z,2024-08-21T17:51:31Z,65g5cfsdr10378yvmkpm19444,A. Dahl,,,5162811857,56,Back,5162812135,233,631,5162811859,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711525021,456,13,2,47,24,dbl7ir1qugqz8nvp1vzn8im50,1,89.9,61.1,2024-08-21T17:36:20.224Z,2024-08-21T19:25:08Z,1mml4inucvyomv1dcog3c1pt5,N. Mickelson,,,5162800217,29,,5162800127,328,,5162800225,102,45.5,5162800229,230,99.1,5162800051,22,,5162800219,154,,5162800215,74,,5162800227,103,62.5,5162800123,15,,5162800053,17,5162800221,55,5162800055,56,Center,,5162800231,231,51.4,,,,455,,,,,,,,,,,,,,
2711525041,454,5,2,47,24,6wwwud48qahpwrfxs20334qk5,1,-1.0,54.2,2024-08-21T17:36:20.263Z,2024-08-21T18:31:10Z,65g5cfsdr10378yvmkpm19444,A. Dahl,,,5162800235,233,457,5162800161,56,Back,5162800163,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711525025,457,5,2,47,24,dbl7ir1qugqz8nvp1vzn8im50,0,101.0,45.8,2024-08-21T17:36:20.263Z,2024-08-21T18:31:10Z,1mml4inucvyomv1dcog3c1pt5,N. Mickelson,,,5162800239,233,454,5162800081,56,Center,5162800083,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711525075,457,1,2,47,48,6wwwud48qahpwrfxs20334qk5,0,4.2,47.6,2024-08-21T17:36:44.271Z,2024-08-21T17:51:20Z,eiy7fhqxdx3ypg4dq4454hpbe,V. Birksø,,,5162800387,213,0.31,5162800377,155,,5162800385,212,28.5,5162800381,140,30.1,5162800389,74,,5162800393,189,,5162800375,124,,5162800379,56,Back,5162800383,141,60.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711525081,459,1,2,47,50,dbl7ir1qugqz8nvp1vzn8im50,1,63.1,35.8,2024-08-21T17:36:46.297Z,2024-08-21T17:36:47Z,e9o7q10wnhex4e8eo47mobbvt,J. Bonde,,,5162800409,56,Right,5162800413,141,18.9,5162800415,212,12.5,5162800411,140,67.8,5162800417,213,5.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711525085,460,1,2,47,51,dbl7ir1qugqz8nvp1vzn8im50,1,67.8,18.9,2024-08-21T17:36:47.545Z,2024-08-21T17:36:54Z,5wmik73cqursg7sv3w14ue5pm,L. Deedson,,,5162800453,140,68.7,5162800455,141,8.8,5162800451,56,Right,5162800459,213,4.85,5162800457,212,6.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711525087,461,1,2,47,58,dbl7ir1qugqz8nvp1vzn8im50,0,92.7,15.9,2024-08-21T17:36:54.001Z,2024-08-21T17:36:55Z,e42jh6bbwn4aybdnysonrvutx,L. Owusu,,,5162800467,141,12.3,5162800469,212,4.8,5162800465,140,88.8,5162800471,213,3.68,5162800463,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711525091,458,61,2,48,1,6wwwud48qahpwrfxs20334qk5,1,15.0,92.0,2024-08-21T17:36:57.423Z,2024-08-21T17:37:32Z,289rctmvd5ppy9zqn98jbe4et,A. Muçolli,,,5162800487,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711525093,459,5,2,48,2,6wwwud48qahpwrfxs20334qk5,0,12.4,101.5,2024-08-21T17:36:58.686Z,2024-08-21T17:51:43Z,6wfu6s6xo5zjeke21fgbouql0,J. Jessen,,,5162800565,233,462,5162800491,347,,5162800489,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711525105,462,5,2,48,2,dbl7ir1qugqz8nvp1vzn8im50,1,87.6,-1.5,2024-08-21T17:36:58.686Z,2024-08-21T18:31:11Z,e42jh6bbwn4aybdnysonrvutx,L. Owusu,,,5162800547,347,,5162800549,233,459,5162800545,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711525117,463,1,2,48,12,dbl7ir1qugqz8nvp1vzn8im50,1,90.3,0.0,2024-08-21T17:37:08.224Z,2024-08-21T17:37:22Z,e42jh6bbwn4aybdnysonrvutx,L. Owusu,1.0,,5162800607,56,Center,5162800785,154,,5162800613,212,17.8,5162800609,140,89.3,5162800605,107,,5162800611,141,24.1,5162800615,213,1.63,5162800783,210,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711525121,464,13,2,48,16,dbl7ir1qugqz8nvp1vzn8im50,1,86.4,35.1,2024-08-21T17:37:12.169Z,2024-08-21T17:37:22Z,axyrfq1u8nwcj2ss5498u8qhg,L. Kjerrumgaard,,,5162800735,72,,5162800633,63,,5162800805,230,98.8,5162800793,29,,5162800795,154,,5162800803,103,72.2,5162800635,56,Center,5162800733,160,,5162800807,231,48.7,5162800797,55,5162800801,102,5162800791,74,,463,,,,,,,51.6,,,,,,,,,,,,,,
2711525167,460,5,2,48,17,6wwwud48qahpwrfxs20334qk5,1,-1.6,43.8,2024-08-21T17:37:13.665Z,2024-08-21T18:31:11Z,6wfu6s6xo5zjeke21fgbouql0,J. Jessen,,,5162800971,233,465,5162800957,346,,5162800955,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711525125,465,5,2,48,17,dbl7ir1qugqz8nvp1vzn8im50,0,101.6,56.2,2024-08-21T17:37:13.665Z,2024-08-21T18:31:11Z,axyrfq1u8nwcj2ss5498u8qhg,L. Kjerrumgaard,,,5162800975,233,460,5162800655,56,Center,5162800657,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711525179,461,1,2,48,37,6wwwud48qahpwrfxs20334qk5,1,4.5,42.7,2024-08-21T17:37:33.405Z,2024-08-21T17:37:35Z,3od63zrf6cay4d6ync9i2iuqc,F. Rieper,,,5162801029,140,5.0,5162801041,189,,5162801025,124,,5162801039,237,,5162801027,56,Back,5162801031,141,54.8,5162801035,213,1.51,5162801033,212,8.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711525195,462,1,2,48,39,6wwwud48qahpwrfxs20334qk5,1,5.0,54.8,2024-08-21T17:37:35.197Z,2024-08-21T17:37:38Z,eiy7fhqxdx3ypg4dq4454hpbe,V. Birksø,,,5162801133,140,15.9,5162801139,213,5.16,5162801131,56,Back,5162801135,141,19.4,5162801137,212,26.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711525201,463,1,2,48,42,6wwwud48qahpwrfxs20334qk5,0,17.6,15.3,2024-08-21T17:37:38.509Z,2024-08-21T17:37:41Z,3od63zrf6cay4d6ync9i2iuqc,F. Rieper,,,5162801177,141,11.3,5162801181,213,6.25,5162801173,56,Right,5162801175,140,88.8,5162801171,157,,5162801179,212,74.8,5162801183,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711525211,466,1,2,48,46,dbl7ir1qugqz8nvp1vzn8im50,1,13.2,85.7,2024-08-21T17:37:42.697Z,2024-08-21T17:37:45Z,ev2s21ogvpjtata4fndi868ve,J. Gomez,,,5162801251,213,4.35,5162801243,56,Back,5162801249,212,20.9,5162801247,141,57.0,5162801245,140,6.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711525221,468,1,2,48,49,dbl7ir1qugqz8nvp1vzn8im50,0,6.1,56.0,2024-08-21T17:37:45.216Z,2024-08-21T17:37:48Z,4clmd8g8jogdfvauhijd7n55h,V. Myhra,,,5162801293,56,Center,5162801295,140,53.1,5162801291,157,,5162801299,212,50.5,5162801303,1,,5162801301,213,0.21,5162801297,141,71.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711525235,464,1,2,48,52,6wwwud48qahpwrfxs20334qk5,1,38.3,30.3,2024-08-21T17:37:48.565Z,2024-08-21T17:37:51Z,3od63zrf6cay4d6ync9i2iuqc,F. Rieper,,,5162801347,56,Right,5162801353,140,62.9,5162801359,141,19.7,5162801363,213,6.01,5162801345,3,,5162801361,212,26.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711525253,466,1,2,48,55,6wwwud48qahpwrfxs20334qk5,1,60.2,18.6,2024-08-21T17:37:51.597Z,2024-08-21T17:37:54Z,ayxi2m0g0pm6rl1ba5pto66z9,G. Marcussen,,,5162801407,56,Back,5162801409,140,37.8,5162801413,212,23.5,5162801411,141,19.7,5162801415,213,3.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711525259,467,1,2,48,58,6wwwud48qahpwrfxs20334qk5,1,36.5,19.2,2024-08-21T17:37:54.597Z,2024-08-21T17:37:55Z,3od63zrf6cay4d6ync9i2iuqc,F. Rieper,,,5162801437,56,Back,5162801445,213,0.65,5162801441,141,28.6,5162801439,140,44.5,5162801443,212,10.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711525265,468,1,2,48,59,6wwwud48qahpwrfxs20334qk5,1,45.4,28.6,2024-08-21T17:37:55.765Z,2024-08-21T17:42:11Z,7ztdirfvd9d0x2yw1v051xzbo,W. Madsen,,,5162801477,140,37.3,5162801483,213,3.74,5162801479,141,20.1,5162801475,56,Back,5162801499,156,,5162801481,212,10.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711525271,469,1,2,49,2,6wwwud48qahpwrfxs20334qk5,1,37.5,20.1,2024-08-21T17:37:58.685Z,2024-08-21T17:38:06Z,3od63zrf6cay4d6ync9i2iuqc,F. Rieper,,,5162801511,212,28.9,5162801505,56,Back,5162801509,141,43.3,5162801513,213,2.56,5162801507,140,14.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711525281,470,1,2,49,5,6wwwud48qahpwrfxs20334qk5,1,13.9,45.4,2024-08-21T17:38:01.189Z,2024-08-21T17:38:05Z,eiy7fhqxdx3ypg4dq4454hpbe,V. Birksø,,,5162801563,141,64.9,5162801561,140,25.1,5162801565,212,17.7,5162801567,213,0.85,5162801559,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711525287,471,1,2,49,12,6wwwud48qahpwrfxs20334qk5,1,24.8,70.5,2024-08-21T17:38:08.165Z,2024-08-21T17:38:10Z,b1kyjkhaaiw32cb4bubbpm7tg,J. Kudsk,,,5162801627,212,22.8,5162801623,140,26.0,5162801629,213,4.77,5162801625,141,37.0,5162801621,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
