id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,assist,keyPass,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/8/value,qualifier/10/value,qualifier/13/value,qualifier/15/value
2730083191,542,1,2,48,19,dbl7ir1qugqz8nvp1vzn8im50,1,74.8,93.2,2024-10-04T18:06:18.308Z,2024-10-04T18:06:24Z,97xbmht3t4t1p9iu6598oq7l5,A. Manneh,,,5264494487,140,78.1,5264494485,56,Left,5264494489,141,95.6,5264494493,213,0.44,5264494491,212,3.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730083203,330,83,2,48,25,8cfkisxf1fkxdqtt6tx1tup48,0,15.3,5.5,2024-10-04T18:06:23.565Z,2024-10-04T18:07:23Z,abhfq12njxxutqjtb9zvcusyc,Mohamad Al Naser,,,5264496061,399,1mml4inucvyomv1dcog3c1pt5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730083199,543,3,2,48,26,dbl7ir1qugqz8nvp1vzn8im50,0,89.6,89.0,2024-10-04T18:06:24.724Z,2024-10-04T18:06:36Z,1mml4inucvyomv1dcog3c1pt5,N. Mickelson,,,5264495175,233,331,5264494529,286,,5264494527,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730083291,331,7,2,48,26,8cfkisxf1fkxdqtt6tx1tup48,1,10.4,11.0,2024-10-04T18:06:24.725Z,2024-10-04T18:06:34Z,4m7gr5z6b40dj02yrmlwgeluc,S. Larsen,,,5264495009,167,,5264495013,285,,5264495011,56,Back,5264495097,233,543,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730083435,332,5,2,48,28,8cfkisxf1fkxdqtt6tx1tup48,0,9.7,-1.6,2024-10-04T18:06:26.484Z,2024-10-04T19:05:11Z,4m7gr5z6b40dj02yrmlwgeluc,S. Larsen,,,5264495757,347,,5264495755,56,Back,5264495835,233,544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730083423,544,5,2,48,28,dbl7ir1qugqz8nvp1vzn8im50,1,90.3,101.6,2024-10-04T18:06:26.484Z,2024-10-04T19:05:10Z,1mml4inucvyomv1dcog3c1pt5,N. Mickelson,,,5264495783,233,332,5264495693,347,,5264495691,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730083463,545,1,2,48,35,dbl7ir1qugqz8nvp1vzn8im50,1,84.8,100.0,2024-10-04T18:06:34.060Z,2024-10-04T18:06:36Z,1mml4inucvyomv1dcog3c1pt5,N. Mickelson,,,5264495949,107,,5264495955,140,71.6,5264495961,212,14.7,5264495963,213,3.48,5264495951,56,Left,5264495959,141,94.5,5264495967,189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730083473,546,1,2,48,37,dbl7ir1qugqz8nvp1vzn8im50,1,68.1,91.2,2024-10-04T18:06:36.044Z,2024-10-04T18:06:38Z,wha77a8wm7jyn32743y0w79x,T. Trybull,,,5264495997,140,55.5,5264495995,56,Center,5264495999,141,77.0,5264496001,212,16.4,5264496003,213,3.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730083565,547,1,2,48,39,dbl7ir1qugqz8nvp1vzn8im50,1,55.4,80.3,2024-10-04T18:06:38.133Z,2024-10-04T18:06:41Z,wrckom9vy4352nos44600ydw,T. Slotsager,,,5264496539,140,53.0,5264496545,213,4.60,5264496537,56,Center,5264496543,212,23.0,5264496541,141,46.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730083615,548,1,2,48,42,dbl7ir1qugqz8nvp1vzn8im50,1,52.9,44.5,2024-10-04T18:06:41.204Z,2024-10-04T18:06:44Z,dqtarwrqvkopmzbt2ovp2dln9,B. Paulsen,,,5264496767,141,25.2,5264496765,140,58.4,5264496769,212,14.3,5264496763,56,Center,5264496771,213,5.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730083649,549,1,2,48,45,dbl7ir1qugqz8nvp1vzn8im50,1,56.7,33.1,2024-10-04T18:06:44.260Z,2024-10-04T18:06:46Z,e42jh6bbwn4aybdnysonrvutx,L. Owusu,,,5264496949,213,2.80,5264496945,212,11.5,5264496943,141,38.8,5264496941,140,46.4,5264496939,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730083755,550,1,2,48,47,dbl7ir1qugqz8nvp1vzn8im50,1,46.0,41.9,2024-10-04T18:06:46.059Z,2024-10-04T18:06:50Z,dqtarwrqvkopmzbt2ovp2dln9,B. Paulsen,,,5264497423,213,1.83,5264497421,212,14.8,5264497419,141,63.0,5264497417,140,42.4,5264497415,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730083807,551,1,2,48,52,dbl7ir1qugqz8nvp1vzn8im50,1,45.6,43.3,2024-10-04T18:06:50.628Z,2024-10-04T18:06:53Z,wrckom9vy4352nos44600ydw,T. Slotsager,,,5264497687,213,3.54,5264497683,141,38.5,5264497679,56,Back,5264497681,140,38.2,5264497685,212,8.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730083881,552,1,2,48,54,dbl7ir1qugqz8nvp1vzn8im50,1,33.0,37.3,2024-10-04T18:06:53.283Z,2024-10-04T18:06:57Z,dqtarwrqvkopmzbt2ovp2dln9,B. Paulsen,,,5264498167,141,59.7,5264498165,140,20.9,5264498169,212,19.8,5264498163,56,Back,5264498171,213,2.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730084001,553,1,2,48,58,dbl7ir1qugqz8nvp1vzn8im50,1,22.7,63.3,2024-10-04T18:06:57.339Z,2024-10-04T18:07:03Z,4clmd8g8jogdfvauhijd7n55h,V. Myhra,,,5264498833,56,Back,5264498839,212,30.8,5264498841,213,0.79,5264498837,141,95.6,5264498835,140,43.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730084037,554,1,2,49,4,dbl7ir1qugqz8nvp1vzn8im50,1,47.1,94.8,2024-10-04T18:07:03.171Z,2024-10-04T18:07:05Z,97xbmht3t4t1p9iu6598oq7l5,A. Manneh,,,5264499075,56,Left,5264499077,140,64.4,5264499083,213,5.96,5264499079,141,86.0,5264499081,212,19.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730084135,555,1,2,49,6,dbl7ir1qugqz8nvp1vzn8im50,1,64.9,86.6,2024-10-04T18:07:05.027Z,2024-10-04T18:07:09Z,15jhbyn4wsbd865fd9djcwaok,W. Martin,,,5264499645,212,11.7,5264499643,141,96.6,5264499647,213,0.62,5264499641,140,74.0,5264499639,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730084181,333,45,2,49,10,8cfkisxf1fkxdqtt6tx1tup48,0,19.4,12.2,2024-10-04T18:07:08.979Z,2024-10-04T19:05:48Z,4m7gr5z6b40dj02yrmlwgeluc,S. Larsen,,,5264500057,233,556,5264499921,56,Back,5264499923,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730084203,556,3,2,49,10,dbl7ir1qugqz8nvp1vzn8im50,1,80.6,87.8,2024-10-04T18:07:08.979Z,2024-10-04T19:05:48Z,1mml4inucvyomv1dcog3c1pt5,N. Mickelson,,,5264499987,56,Left,5264499989,286,,5264500017,233,333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730084277,557,1,2,49,13,dbl7ir1qugqz8nvp1vzn8im50,1,77.0,67.3,2024-10-04T18:07:12.163Z,2024-10-04T18:07:16Z,1mml4inucvyomv1dcog3c1pt5,N. Mickelson,,,5264500381,213,3.26,5264500379,212,6.9,5264500377,141,66.1,5264500373,56,Center,5264500375,140,70.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730084341,558,1,2,49,17,dbl7ir1qugqz8nvp1vzn8im50,1,68.2,74.4,2024-10-04T18:07:15.891Z,2024-10-04T18:07:20Z,wha77a8wm7jyn32743y0w79x,T. Trybull,,,5264500719,141,87.4,5264500717,140,65.1,5264500715,56,Left,5264500721,212,9.4,5264500723,213,1.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730084311,334,83,2,49,18,8cfkisxf1fkxdqtt6tx1tup48,0,23.3,28.6,2024-10-04T18:07:16.853Z,2024-10-04T18:07:24Z,abhfq12njxxutqjtb9zvcusyc,Mohamad Al Naser,,,5264501197,399,97xbmht3t4t1p9iu6598oq7l5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730084415,559,1,2,49,21,dbl7ir1qugqz8nvp1vzn8im50,1,66.2,82.0,2024-10-04T18:07:19.955Z,2024-10-04T18:07:35Z,97xbmht3t4t1p9iu6598oq7l5,A. Manneh,,1.0,5264501177,141,55.5,5264501175,140,62.8,5264501181,213,4.52,5264502687,210,13,5264501173,56,Center,5264501179,212,18.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730084469,560,13,2,49,27,dbl7ir1qugqz8nvp1vzn8im50,1,68.5,51.0,2024-10-04T18:07:25.387Z,2024-10-04T18:07:36Z,dqtarwrqvkopmzbt2ovp2dln9,B. Paulsen,,,5264502745,29,,5264501439,22,,5264502743,81,,5264502757,215,,5264502761,230,98.4,5264502763,231,50.4,5264502747,55,559,5264502751,102,44.0,5264502753,103,5264501441,18,,5264501443,56,5264501961,20,,,,,,,,,,,,,,,65.3,Center,,
2730085019,335,5,2,49,27,8cfkisxf1fkxdqtt6tx1tup48,1,-1.2,58.2,2024-10-04T18:07:25.863Z,2024-10-04T19:05:11Z,abhfq12njxxutqjtb9zvcusyc,Mohamad Al Naser,,,5264504773,233,561,5264504459,346,,5264504457,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730084513,561,5,2,49,27,dbl7ir1qugqz8nvp1vzn8im50,0,101.2,41.8,2024-10-04T18:07:25.863Z,2024-10-04T19:05:11Z,dqtarwrqvkopmzbt2ovp2dln9,B. Paulsen,,,5264504983,233,335,5264501663,56,Center,5264501665,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730085205,336,1,2,49,52,8cfkisxf1fkxdqtt6tx1tup48,0,3.1,58.5,2024-10-04T18:07:50.557Z,2024-10-04T18:07:58Z,dqqswfn9s1tdxjoslts8ks6xg,B. Bayrak,,,5264505481,74,,5264505467,141,72.1,5264505477,1,,5264505459,56,Center,5264505463,140,59.0,5264505473,213,0.16,5264505471,212,59.4,5264505457,124,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730085187,562,1,2,49,57,dbl7ir1qugqz8nvp1vzn8im50,1,43.2,30.6,2024-10-04T18:07:56.187Z,2024-10-04T18:07:57Z,e9o7q10wnhex4e8eo47mobbvt,J. Bonde,,,5264505347,141,42.4,5264505345,140,55.6,5264505351,213,0.55,5264505343,56,Center,5264505341,3,,5264505349,212,15.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730085237,563,1,2,49,58,dbl7ir1qugqz8nvp1vzn8im50,1,55.8,42.4,2024-10-04T18:07:57.130Z,2024-10-04T18:07:59Z,15jhbyn4wsbd865fd9djcwaok,W. Martin,,,5264505683,141,37.3,5264505681,140,56.6,5264505677,3,,5264505685,212,3.6,5264505687,213,4.95,5264505679,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730085289,565,1,2,50,1,dbl7ir1qugqz8nvp1vzn8im50,1,56.6,37.3,2024-10-04T18:07:59.727Z,2024-10-04T18:08:01Z,80s55a7uw8kypoikefwhtdm5m,M. Fenger,,,5264505943,213,3.47,5264505941,212,11.5,5264505939,141,31.8,5264505935,56,Back,5264505937,140,46.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730085345,566,1,2,50,3,dbl7ir1qugqz8nvp1vzn8im50,1,46.2,31.8,2024-10-04T18:08:01.474Z,2024-10-04T18:08:04Z,e9o7q10wnhex4e8eo47mobbvt,J. Bonde,,,5264506251,213,1.27,5264506253,1,,5264506247,141,88.6,5264506245,140,57.8,5264506249,212,40.5,5264506243,56,Left,5264506241,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730085511,568,1,2,50,10,dbl7ir1qugqz8nvp1vzn8im50,1,80.7,86.0,2024-10-04T18:08:09.178Z,2024-10-04T18:08:11Z,1mml4inucvyomv1dcog3c1pt5,N. Mickelson,,,5264507051,140,72.9,5264507057,213,2.87,5264507053,141,89.3,5264507055,212,8.5,5264507049,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730085591,569,1,2,50,13,dbl7ir1qugqz8nvp1vzn8im50,1,73.5,84.7,2024-10-04T18:08:11.666Z,2024-10-04T18:08:14Z,97xbmht3t4t1p9iu6598oq7l5,A. Manneh,,,5264507475,212,8.5,5264507477,213,3.42,5264507471,140,65.7,5264507473,141,81.2,5264507469,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730085637,570,1,2,50,16,dbl7ir1qugqz8nvp1vzn8im50,1,65.4,79.7,2024-10-04T18:08:14.402Z,2024-10-04T18:08:16Z,wha77a8wm7jyn32743y0w79x,T. Trybull,,,5264507683,213,3.94,5264507679,141,68.5,5264507681,212,10.6,5264507677,140,58.4,5264507675,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730085723,571,1,2,50,17,dbl7ir1qugqz8nvp1vzn8im50,1,58.4,68.5,2024-10-04T18:08:16.058Z,2024-10-04T18:08:20Z,wrckom9vy4352nos44600ydw,T. Slotsager,,,5264508125,213,0.02,5264508119,140,67.3,5264508121,141,68.8,5264508123,212,9.3,5264508117,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730085785,572,1,2,50,21,dbl7ir1qugqz8nvp1vzn8im50,1,60.7,64.5,2024-10-04T18:08:20.051Z,2024-10-04T18:08:22Z,97xbmht3t4t1p9iu6598oq7l5,A. Manneh,,,5264508507,212,15.3,5264508505,141,85.6,5264508511,213,1.92,5264508499,56,Left,5264508503,140,55.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730085841,573,1,2,50,24,dbl7ir1qugqz8nvp1vzn8im50,1,56.1,79.9,2024-10-04T18:08:22.410Z,2024-10-04T18:08:25Z,wha77a8wm7jyn32743y0w79x,T. Trybull,,,5264508801,140,66.6,5264508803,141,80.5,5264508807,213,0.04,5264508805,212,11.0,5264508799,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730085853,574,61,2,50,27,dbl7ir1qugqz8nvp1vzn8im50,0,65.6,83.2,2024-10-04T18:08:25.739Z,2024-10-04T18:08:26Z,15jhbyn4wsbd865fd9djcwaok,W. Martin,,,5264508853,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730085897,337,1,2,50,29,8cfkisxf1fkxdqtt6tx1tup48,0,34.0,23.7,2024-10-04T18:08:27.485Z,2024-10-04T19:19:35Z,3mgrufy83uhzs9liw8pwxi784,G. Larsen,,,5264509089,213,0.51,5264509087,212,9.4,5264509083,140,41.8,5264509081,56,Back,5264509085,141,30.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730085889,575,8,2,50,29,dbl7ir1qugqz8nvp1vzn8im50,1,62.6,84.8,2024-10-04T18:08:27.947Z,2024-10-04T18:08:28Z,wha77a8wm7jyn32743y0w79x,T. Trybull,,,5264509047,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730086073,576,1,2,50,33,dbl7ir1qugqz8nvp1vzn8im50,1,61.8,70.3,2024-10-04T18:08:32.099Z,2024-10-04T18:08:38Z,wha77a8wm7jyn32743y0w79x,T. Trybull,,,5264510053,155,,5264510059,141,14.0,5264510065,1,,5264510057,140,81.3,5264510055,56,Right,5264510061,212,43.4,5264510063,213,5.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730086155,577,1,2,50,39,dbl7ir1qugqz8nvp1vzn8im50,0,77.2,16.7,2024-10-04T18:08:37.922Z,2024-10-04T18:08:42Z,e42jh6bbwn4aybdnysonrvutx,L. Owusu,,,5264510439,141,53.4,5264510433,56,Center,5264510431,155,,5264510447,213,1.13,5264510435,140,88.4,5264510443,212,27.6,5264510429,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730086177,338,44,2,50,43,8cfkisxf1fkxdqtt6tx1tup48,1,11.8,47.8,2024-10-04T18:08:41.665Z,2024-10-04T19:12:26Z,5nved2kta2hk8103hkyhq33hm,M. Jakobsen,,,5264510539,285,,5264510985,233,578,5264510537,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730086169,578,44,2,50,43,dbl7ir1qugqz8nvp1vzn8im50,0,88.2,52.2,2024-10-04T18:08:41.666Z,2024-10-04T19:12:26Z,5wmik73cqursg7sv3w14ue5pm,L. Deedson,,,5264511121,233,338,5264510501,56,Center,5264510503,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730086187,339,12,2,50,43,8cfkisxf1fkxdqtt6tx1tup48,1,11.8,49.7,2024-10-04T18:08:42.301Z,2024-10-04T18:08:49Z,5nved2kta2hk8103hkyhq33hm,M. Jakobsen,,,5264510583,212,6.2,5264510581,141,58.5,5264510589,15,,5264510577,56,Back,5264510579,140,13.5,5264510585,213,1.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730086323,340,1,2,50,45,8cfkisxf1fkxdqtt6tx1tup48,1,13.5,58.5,2024-10-04T18:08:43.605Z,2024-10-04T18:12:12Z,2pm5oqzyonn0dysa5nszgq3xm,H. Bonnesen,,,5264511411,1,,5264511407,213,5.77,5264511397,141,41.0,5264511389,157,,5264511403,212,24.2,5264511391,56,Back,5264511393,140,33.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730086341,341,50,2,50,46,8cfkisxf1fkxdqtt6tx1tup48,1,34.4,40.4,2024-10-04T18:08:44.641Z,2024-10-04T19:05:59Z,3mcj3wypzq3lno1ehc0vif1sl,J. Arias,,,5264511503,286,,5264511501,56,Back,5264511589,233,579,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730086285,579,7,2,50,46,dbl7ir1qugqz8nvp1vzn8im50,1,65.6,59.6,2024-10-04T18:08:44.642Z,2024-10-04T19:05:59Z,wha77a8wm7jyn32743y0w79x,T. Trybull,,,5264511185,285,,5264511181,56,Center,5264511545,233,341,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730086333,580,1,2,50,49,dbl7ir1qugqz8nvp1vzn8im50,1,59.3,59.0,2024-10-04T18:08:47.811Z,2024-10-04T18:08:50Z,dqtarwrqvkopmzbt2ovp2dln9,B. Paulsen,,,5264511469,141,40.6,5264511463,140,61.5,5264511461,56,Center,5264511477,213,4.89,5264511473,212,12.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730086511,581,1,2,50,51,dbl7ir1qugqz8nvp1vzn8im50,1,61.6,39.4,2024-10-04T18:08:50.146Z,2024-10-04T18:08:58Z,97xbmht3t4t1p9iu6598oq7l5,A. Manneh,,,5264512459,141,5.9,5264512451,56,Right,5264512455,140,82.9,5264512463,212,31.9,5264512467,213,5.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730086599,582,1,2,50,59,dbl7ir1qugqz8nvp1vzn8im50,1,92.4,8.8,2024-10-04T18:08:58.210Z,2024-10-04T19:28:14Z,e42jh6bbwn4aybdnysonrvutx,L. Owusu,,1.0,5264512915,2,,5264512917,155,,5264512921,140,93.6,5264512923,141,44.9,5265002743,154,,5265002741,210,13,5264512919,56,Center,5264512927,213,1.52,5264512925,212,,,,,,,,,,,,,,,,,,,,,,24.6,,,
2730086605,583,13,2,51,3,dbl7ir1qugqz8nvp1vzn8im50,1,92.9,47.0,2024-10-04T18:09:01.682Z,2024-10-04T19:30:52Z,80s55a7uw8kypoikefwhtdm5m,M. Fenger,,,5265002807,230,98.6,5265002793,154,,5264512935,17,,5265002791,29,,5265002799,102,65.4,5265001367,328,,5265002795,55,582,5264512933,22,,5265002789,73,5265001363,15,,5265002805,147,5264512937,56,Center,5265001369,153,,5265002801,103,5265002803,146,95.6,5265002809,231,,,,,54.3,8.3,49.5
2730086619,342,61,2,51,3,8cfkisxf1fkxdqtt6tx1tup48,1,4.7,52.5,2024-10-04T18:09:01.782Z,2024-10-04T19:27:45Z,am3509ake84cde1xhb9264i22,M. Gudmann,,,5264513037,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730086795,584,1,2,51,13,dbl7ir1qugqz8nvp1vzn8im50,1,89.5,88.9,2024-10-04T18:09:11.417Z,2024-10-04T18:32:28Z,15jhbyn4wsbd865fd9djcwaok,W. Martin,,,5264514021,212,14.9,5264514023,213,3.25,5264514017,140,75.4,5264514015,56,Left,5264514053,189,,5264514019,141,86.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730086839,585,1,2,51,14,dbl7ir1qugqz8nvp1vzn8im50,1,75.9,77.9,2024-10-04T18:09:12.946Z,2024-10-04T18:32:33Z,1mml4inucvyomv1dcog3c1pt5,N. Mickelson,,,5264514225,213,2.96,5264514219,140,67.3,5264514223,212,9.2,5264514221,141,80.3,5264514215,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730117325,870,1,2,51,14,dbl7ir1qugqz8nvp1vzn8im50,1,75.2,73.0,2024-10-04T18:09:13.255Z,2024-10-04T18:34:11Z,e9o7q10wnhex4e8eo47mobbvt,J. Bonde,,,5264687535,212,10.2,5264687531,141,82.0,5264687537,213,2.50,5264687523,56,Left,5264687527,140,67.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730086871,586,1,2,51,15,dbl7ir1qugqz8nvp1vzn8im50,1,67.3,80.3,2024-10-04T18:09:13.906Z,2024-10-04T19:18:16Z,wrckom9vy4352nos44600ydw,T. Slotsager,,,5264514363,140,72.5,5264514371,212,5.6,5264514359,56,Center,5264514367,141,78.2,5264514375,213,6.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730086911,587,1,2,51,17,dbl7ir1qugqz8nvp1vzn8im50,1,71.2,78.2,2024-10-04T18:09:16.025Z,2024-10-04T18:09:16Z,wha77a8wm7jyn32743y0w79x,T. Trybull,,,5264514605,141,87.5,5264514607,212,8.6,5264514609,213,0.82,5264514603,140,76.8,5264514601,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730086981,588,1,2,51,18,dbl7ir1qugqz8nvp1vzn8im50,1,76.8,87.5,2024-10-04T18:09:16.809Z,2024-10-04T18:09:20Z,15jhbyn4wsbd865fd9djcwaok,W. Martin,,,5264514995,213,0.54,5264514987,56,Left,5264514993,212,8.8,5264514991,141,94.1,5264514989,140,84.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730087043,589,1,2,51,21,dbl7ir1qugqz8nvp1vzn8im50,1,78.0,93.5,2024-10-04T18:09:19.898Z,2024-10-04T18:09:22Z,1mml4inucvyomv1dcog3c1pt5,N. Mickelson,,,5264515255,140,69.6,5264515257,141,71.5,5264515261,213,4.18,5264515259,212,17.4,5264515253,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730087107,590,1,2,51,24,dbl7ir1qugqz8nvp1vzn8im50,1,70.1,79.0,2024-10-04T18:09:22.682Z,2024-10-04T18:09:25Z,e9o7q10wnhex4e8eo47mobbvt,J. Bonde,,,5264515635,212,6.7,5264515631,141,77.9,5264515639,213,6.17,5264515627,140,76.4,5264515625,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730087131,343,83,2,51,26,8cfkisxf1fkxdqtt6tx1tup48,0,19.8,20.9,2024-10-04T18:09:24.733Z,2024-10-04T19:07:26Z,4m7gr5z6b40dj02yrmlwgeluc,S. Larsen,,,5264868369,399,15jhbyn4wsbd865fd9djcwaok,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730087115,591,61,2,51,27,dbl7ir1qugqz8nvp1vzn8im50,0,76.4,77.9,2024-10-04T18:09:25.417Z,2024-10-04T18:09:25Z,15jhbyn4wsbd865fd9djcwaok,W. Martin,,,5264515677,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730087193,344,1,2,51,30,8cfkisxf1fkxdqtt6tx1tup48,1,21.5,13.1,2024-10-04T18:09:28.949Z,2024-10-04T18:09:30Z,abhfq12njxxutqjtb9zvcusyc,Mohamad Al Naser,,,5264516145,212,12.8,5264516141,140,33.2,5264516147,213,5.99,5264516143,141,7.7,5264516139,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730087219,346,61,2,51,32,8cfkisxf1fkxdqtt6tx1tup48,0,35.4,3.7,2024-10-04T18:09:31.309Z,2024-10-04T18:09:31Z,3mcj3wypzq3lno1ehc0vif1sl,J. Arias,,,5264516289,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730087261,347,5,2,51,33,8cfkisxf1fkxdqtt6tx1tup48,0,37.3,-1.8,2024-10-04T18:09:31.418Z,2024-10-04T19:05:12Z,3mcj3wypzq3lno1ehc0vif1sl,J. Arias,,,5264516511,347,,5264516507,56,Back,5264517263,233,592,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730087379,592,5,2,51,33,dbl7ir1qugqz8nvp1vzn8im50,1,62.7,101.8,2024-10-04T18:09:31.418Z,2024-10-04T19:05:12Z,15jhbyn4wsbd865fd9djcwaok,W. Martin,,,5264517127,347,,5264517153,233,347,5264517125,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730087453,593,1,2,51,39,dbl7ir1qugqz8nvp1vzn8im50,1,65.6,100.0,2024-10-04T18:09:37.841Z,2024-10-04T18:09:40Z,wha77a8wm7jyn32743y0w79x,T. Trybull,,,5264517529,213,3.41,5264517527,212,21.3,5264517521,56,Back,5264517523,140,46.1,5264517525,141,93.2,5264517519,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
