id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/12/value,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/15/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value
2781711839,446,12,1,47,40,a9vw7ikerpr4cuweeeka5aneg,1,11.5,45.7,2025-02-28T18:47:43.360Z,2025-02-28T18:47:45Z,4lxxyqy78jkglhv2w6crzcnsa,O. Kolskogen,,,5545497623,212,17.9,5545497625,213,0.99,5545497619,140,20.8,5545497655,15,,5545497617,56,Back,5545497621,141,67.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781711863,447,1,1,47,42,a9vw7ikerpr4cuweeeka5aneg,0,20.8,67.8,2025-02-28T18:47:45.425Z,2025-02-28T18:47:46Z,81w1fqi66z0ibawynhraybaxg,S. Ngabo,,,5545497743,3,,5545497747,140,20.8,5545497745,56,Back,5545497751,212,0.1,5545497753,213,1.57,5545497749,141,67.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781711881,387,15,1,47,44,7gkglopz9cjsysn2u6sbhuvc5,1,80.5,35.2,2025-02-28T18:47:47.187Z,2025-02-28T21:44:44Z,11cna826ls27ahux2w0ckapqt,K. Kusk,,,5546289283,72,,5546289285,78,,5545504355,233,448,5545497811,18,,5545504197,82,,5545504333,147,39.3,5545504335,230,95.1,5545504325,458,,5545504331,146,85.6,5545504317,102,50.9,5545497813,56,Center,5545504319,103,19,5545497809,22,5545504337,231,,47.8,,,,,,,,,,,,
2781711901,448,10,1,47,44,a9vw7ikerpr4cuweeeka5aneg,1,9.6,54.3,2025-02-28T18:47:47.287Z,2025-02-28T18:49:55Z,9dh7cnu4uzbraeck0t5iqlj4k,A. Herdonsson,,,5545504359,233,387,5545497905,56,Back,5545497901,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781711925,449,1,1,47,47,a9vw7ikerpr4cuweeeka5aneg,0,27.3,68.7,2025-02-28T18:47:49.746Z,2025-02-28T18:49:19Z,cqsc3mj8klukkgutdrpegybdg,K. Karikari,,,5545501707,213,5.71,5545498035,56,Back,5545501703,212,4.1,5545501937,286,,5545501933,233,388,5545501699,141,65.4,5545501697,140,30.6,5545501931,236,,5545501695,157,,5545501709,1,,,,,,,,,,,,,,,,,,,,,,,,,
2781711917,388,74,1,47,47,7gkglopz9cjsysn2u6sbhuvc5,1,72.3,38.8,2025-02-28T18:47:49.747Z,2025-02-28T18:49:13Z,egwhlgopjtjkop7ozy7ltk1cl,F. Børsting,,,5545501957,233,449,5545501897,285,,5545497983,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781711943,389,1,1,47,48,7gkglopz9cjsysn2u6sbhuvc5,0,70.1,38.2,2025-02-28T18:47:51.587Z,2025-02-28T18:47:54Z,5hr1cb6e6xb3eyjnau7w4825l,R. Thellufsen,,,5545498137,212,15.2,5545498135,141,52.8,5545498133,140,81.1,5545498131,56,Center,5545498129,155,,5545498139,213,0.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781712913,455,44,1,47,49,a9vw7ikerpr4cuweeeka5aneg,1,20.6,37.8,2025-02-28T18:47:51.679Z,2025-02-28T18:49:35Z,a6ymx4wkrn260rtpb360nsiqd,M. Kallesøe,,,5545503007,56,Back,5545503009,285,,5545503019,233,390,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781711947,390,44,1,47,49,7gkglopz9cjsysn2u6sbhuvc5,0,79.4,62.2,2025-02-28T18:47:51.680Z,2025-02-28T18:49:36Z,oywgthoxa153nf48la1j8v10,M. Lauritsen,,,5545498149,286,,5545498147,56,Center,5545503049,233,455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781711981,450,1,1,47,49,a9vw7ikerpr4cuweeeka5aneg,1,22.0,40.3,2025-02-28T18:47:52.641Z,2025-02-28T21:02:06Z,a6ymx4wkrn260rtpb360nsiqd,M. Kallesøe,,,5545498309,213,5.86,5545498301,140,26.5,5545498297,3,,5545498299,56,Back,5545498307,212,5.2,5545498305,141,37.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781711983,451,1,1,47,55,a9vw7ikerpr4cuweeeka5aneg,0,32.8,31.7,2025-02-28T18:47:57.800Z,2025-02-28T18:49:52Z,3epwf56ozg73hueacwmckk0r9,S. Pingel,,,5545504155,213,0.03,5545504157,1,,5545504147,56,Center,5545504153,212,32.1,5545504145,157,,5545504149,140,63.4,5545504151,141,33.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781711987,391,59,1,47,55,7gkglopz9cjsysn2u6sbhuvc5,1,31.1,44.2,2025-02-28T18:47:58.226Z,2025-02-28T18:47:58Z,dy7tdtffhczukm4vrkgp1ctn8,M. Nielsen,,,5545498327,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781712007,392,12,1,47,56,7gkglopz9cjsysn2u6sbhuvc5,1,31.1,44.2,2025-02-28T18:47:58.808Z,2025-02-28T18:48:00Z,dy7tdtffhczukm4vrkgp1ctn8,M. Nielsen,,,5545498413,140,61.8,5545498415,141,55.5,5545498417,212,33.1,5545498419,213,0.23,5545498411,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781712015,393,1,1,47,57,7gkglopz9cjsysn2u6sbhuvc5,0,61.8,55.5,2025-02-28T18:48:00.571Z,2025-02-28T18:48:01Z,a7eramyy1bd8msxmg84ctc8ut,A. Simon Okosun,,,5545498447,56,Center,5545498445,3,,5545498453,212,14.8,5545498455,213,5.82,5545498449,140,74.4,5545498451,141,45.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781712081,452,1,1,47,59,a9vw7ikerpr4cuweeeka5aneg,1,21.8,68.2,2025-02-28T18:48:02.648Z,2025-02-28T18:48:09Z,4lxxyqy78jkglhv2w6crzcnsa,O. Kolskogen,,,5545498791,140,28.6,5545498789,56,Back,5545498797,213,0.99,5545498795,212,13.0,5545498793,141,84.2,5545498787,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781712115,395,30,1,48,6,7gkglopz9cjsysn2u6sbhuvc5,1,0.0,0.0,2025-02-28T18:48:09.162Z,2025-02-28T18:48:15Z,,,,,5545498939,57,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781712085,453,30,1,48,6,a9vw7ikerpr4cuweeeka5aneg,1,0.0,0.0,2025-02-28T18:48:09.162Z,2025-02-28T18:48:09Z,,,,,5545498823,57,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781719799,407,18,2,45,0,7gkglopz9cjsysn2u6sbhuvc5,1,0.0,0.0,2025-02-28T19:03:25.097Z,2025-02-28T19:03:26Z,11cna826ls27ahux2w0ckapqt,K. Kusk,,,5545540331,59,17,5545540403,55,408,5545540329,44,Midfielder,5545540327,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781719803,408,19,2,45,0,7gkglopz9cjsysn2u6sbhuvc5,1,0.0,0.0,2025-02-28T19:03:25.098Z,2025-02-28T22:45:56Z,ag1psg17osvgbq5fz9xo7kmj8,Z. Dalügge,,,5545540361,44,Forward,5545540357,145,10,5546195917,292,9,5546195919,293,2,5545540359,59,18,5545540363,55,407,5545540351,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781720407,410,32,2,45,0,7gkglopz9cjsysn2u6sbhuvc5,1,0.0,0.0,2025-02-28T19:04:05.489Z,2025-02-28T19:04:08Z,,,,,5545543681,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781720395,461,32,2,45,0,a9vw7ikerpr4cuweeeka5aneg,1,0.0,0.0,2025-02-28T19:04:05.489Z,2025-02-28T19:04:05Z,,,,,5545543653,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781720449,462,1,2,45,0,a9vw7ikerpr4cuweeeka5aneg,1,50.2,49.7,2025-02-28T19:04:05.490Z,2025-02-28T19:04:08Z,6k7khwtkxpem9z17bl5rrf2p6,E. Frederiksen,,,5545543851,213,3.68,5545543843,56,Back,5545543845,140,36.7,5545543847,141,37.2,5545543849,212,16.5,5545543853,279,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781720473,463,1,2,45,1,a9vw7ikerpr4cuweeeka5aneg,0,36.7,37.2,2025-02-28T19:04:07.465Z,2025-02-28T19:04:09Z,5lu7bn7uec3zjqpoi1x81gbu1,S. Hausner,,,5545543973,213,0.41,5545543963,157,,5545543967,140,78.5,5545543965,56,Center,5545543975,1,,5545543969,141,65.5,5545543971,212,47.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781720515,411,1,2,45,6,7gkglopz9cjsysn2u6sbhuvc5,1,34.2,38.5,2025-02-28T19:04:11.539Z,2025-02-28T19:04:14Z,oywgthoxa153nf48la1j8v10,M. Lauritsen,,,5545544193,140,39.1,5545544197,212,7.0,5545544195,141,31.5,5545544199,213,5.54,5545544191,56,Back,5545544189,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781720519,412,61,2,45,8,7gkglopz9cjsysn2u6sbhuvc5,0,39.1,31.5,2025-02-28T19:04:13.939Z,2025-02-28T19:05:00Z,ag1psg17osvgbq5fz9xo7kmj8,Z. Dalügge,,,5545544223,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781720553,464,44,2,45,9,a9vw7ikerpr4cuweeeka5aneg,1,61.0,66.3,2025-02-28T19:04:14.539Z,2025-02-28T21:09:15Z,5w0giylttgiapseaw6qky0mxg,F. Christensen,,,5545544347,56,Center,5545544387,233,413,5545544351,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781720531,413,44,2,45,9,7gkglopz9cjsysn2u6sbhuvc5,0,39.0,33.7,2025-02-28T19:04:14.540Z,2025-02-28T21:09:15Z,ag1psg17osvgbq5fz9xo7kmj8,Z. Dalügge,,,5545544267,285,,5545544265,56,Back,5545544393,233,464,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781720569,465,1,2,45,9,a9vw7ikerpr4cuweeeka5aneg,0,61.2,62.6,2025-02-28T19:04:15.033Z,2025-02-28T20:18:48Z,5w0giylttgiapseaw6qky0mxg,F. Christensen,,,5545544461,3,,5545544471,213,0.34,5545544469,212,6.5,5545544465,140,67.0,5545544467,141,65.8,5545544463,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781720589,414,1,2,45,10,7gkglopz9cjsysn2u6sbhuvc5,0,23.0,16.4,2025-02-28T19:04:16.477Z,2025-02-28T19:04:18Z,duahzgqspyuy2gu31u3s8ky96,M. Lassen,,,5545544523,140,67.5,5545544525,141,30.3,5545544527,212,47.7,5545544519,157,,5545544529,213,0.20,5545544531,1,,5545544521,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781720615,466,1,2,45,14,a9vw7ikerpr4cuweeeka5aneg,0,39.2,58.8,2025-02-28T19:04:19.568Z,2025-02-28T19:04:20Z,5lu7bn7uec3zjqpoi1x81gbu1,S. Hausner,,,5545544611,141,73.7,5545544607,56,Back,5545544605,3,,5545544609,140,42.0,5545544615,213,1.29,5545544613,212,10.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781720681,416,1,2,45,17,7gkglopz9cjsysn2u6sbhuvc5,1,63.7,29.4,2025-02-28T19:04:22.731Z,2025-02-28T19:04:24Z,ag1psg17osvgbq5fz9xo7kmj8,Z. Dalügge,,,5545544933,141,44.2,5545544937,213,1.96,5545544935,212,10.9,5545544929,56,Center,5545544931,140,59.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781720783,417,1,2,45,19,7gkglopz9cjsysn2u6sbhuvc5,1,62.5,52.4,2025-02-28T19:04:24.612Z,2025-02-28T19:04:32Z,5hr1cb6e6xb3eyjnau7w4825l,R. Thellufsen,,,5545545409,212,31.0,5545545411,213,0.94,5545545403,56,Left,5545545407,141,89.1,5545545405,140,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781720719,467,83,2,45,22,a9vw7ikerpr4cuweeeka5aneg,0,33.2,57.5,2025-02-28T19:04:27.664Z,2025-02-28T19:04:36Z,5w0giylttgiapseaw6qky0mxg,F. Christensen,,,5545545733,399,9nafz0c0x2qvmo5ldm0djmcq1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781720821,418,1,2,45,26,7gkglopz9cjsysn2u6sbhuvc5,1,88.9,74.2,2025-02-28T19:04:32.124Z,2025-02-28T19:04:35Z,9nafz0c0x2qvmo5ldm0djmcq1,M. Kaastrup,,,5545545673,213,4.78,5545545663,155,,5545545667,140,90.0,5545545665,56,Center,5545545669,141,47.5,5545545671,212,18.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781720829,419,50,2,45,29,7gkglopz9cjsysn2u6sbhuvc5,1,88.8,42.0,2025-02-28T19:04:35.479Z,2025-02-28T20:32:44Z,ag1psg17osvgbq5fz9xo7kmj8,Z. Dalügge,,,5545545701,286,,5545545697,56,Center,5545545831,233,468,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781720851,468,7,2,45,29,a9vw7ikerpr4cuweeeka5aneg,1,11.2,58.0,2025-02-28T19:04:35.480Z,2025-02-28T20:32:43Z,eso2tbbpnxu9qvx6zy07m5jx0,J. Madsen,,,5545545787,56,Back,5545545789,285,,5545545815,233,419,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781720865,469,12,2,45,32,a9vw7ikerpr4cuweeeka5aneg,1,8.3,69.0,2025-02-28T19:04:37.512Z,2025-02-28T19:04:39Z,4lxxyqy78jkglhv2w6crzcnsa,O. Kolskogen,,,5545545851,56,Back,5545545859,213,1.37,5545545919,167,,5545545857,212,22.5,5545545855,141,100.0,5545545853,140,12.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781720917,420,5,2,45,33,7gkglopz9cjsysn2u6sbhuvc5,1,87.4,-1.8,2025-02-28T19:04:38.562Z,2025-02-28T22:37:59Z,ag1psg17osvgbq5fz9xo7kmj8,Z. Dalügge,,,5545546149,233,470,5545546135,56,Right,5545546137,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781720875,470,5,2,45,33,a9vw7ikerpr4cuweeeka5aneg,0,12.6,101.8,2025-02-28T19:04:38.562Z,2025-02-28T19:04:45Z,4lxxyqy78jkglhv2w6crzcnsa,O. Kolskogen,,,5545545911,56,Back,5545546209,233,420,5545545913,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781721263,421,1,2,46,1,7gkglopz9cjsysn2u6sbhuvc5,1,87.0,0.0,2025-02-28T19:05:07.147Z,2025-02-28T19:05:08Z,duahzgqspyuy2gu31u3s8ky96,M. Lassen,,,5545547993,141,35.7,5545547987,107,,5545547997,213,1.46,5545547995,212,25.6,5545547999,1,,5545547991,140,89.8,5545547989,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781721271,422,1,2,46,3,7gkglopz9cjsysn2u6sbhuvc5,0,89.8,35.7,2025-02-28T19:05:08.763Z,2025-02-28T19:05:48Z,a7eramyy1bd8msxmg84ctc8ut,A. Simon Okosun,,,5545548069,213,3.68,5545548061,56,Center,5545548063,140,82.4,5545548067,212,9.0,5545548065,141,28.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781721319,471,12,2,46,5,a9vw7ikerpr4cuweeeka5aneg,1,14.6,69.6,2025-02-28T19:05:11.199Z,2025-02-28T19:05:13Z,9dh7cnu4uzbraeck0t5iqlj4k,A. Herdonsson,,,5545548427,167,,5545548361,141,100.0,5545548357,56,Back,5545548359,140,29.1,5545548365,213,0.95,5545548363,212,26.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781721361,423,5,2,46,7,7gkglopz9cjsysn2u6sbhuvc5,1,73.0,-0.6,2025-02-28T19:05:12.503Z,2025-02-28T22:38:00Z,a7eramyy1bd8msxmg84ctc8ut,A. Simon Okosun,,,5545548585,56,Right,5545548587,347,,5545548605,233,472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781721327,472,5,2,46,7,a9vw7ikerpr4cuweeeka5aneg,0,27.0,100.6,2025-02-28T19:05:12.503Z,2025-02-28T19:05:18Z,9dh7cnu4uzbraeck0t5iqlj4k,A. Herdonsson,,,5545548399,56,Back,5545548693,233,423,5545548401,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781721631,424,1,2,46,21,7gkglopz9cjsysn2u6sbhuvc5,0,86.7,0.0,2025-02-28T19:05:27.019Z,2025-02-28T19:05:28Z,duahzgqspyuy2gu31u3s8ky96,M. Lassen,,,5545549939,212,11.6,5545549931,107,,5545549941,213,1.13,5545549933,56,Right,5545549937,141,13.5,5545549935,140,91.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781721653,473,1,2,46,24,a9vw7ikerpr4cuweeeka5aneg,0,22.0,94.5,2025-02-28T19:05:29.680Z,2025-02-28T19:05:30Z,9dh7cnu4uzbraeck0t5iqlj4k,A. Herdonsson,,,5545550039,140,22.4,5545550041,141,84.1,5545550043,212,7.1,5545550035,3,,5545550037,56,Back,5545550045,213,4.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781721723,425,1,2,46,27,7gkglopz9cjsysn2u6sbhuvc5,0,85.9,14.1,2025-02-28T19:05:33.344Z,2025-02-28T19:06:25Z,ag1psg17osvgbq5fz9xo7kmj8,Z. Dalügge,,,5545550401,213,5.98,5545550393,140,94.3,5545550383,3,,5545550397,141,10.1,5545550399,212,9.2,5545550389,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781721767,474,12,2,46,28,a9vw7ikerpr4cuweeeka5aneg,1,10.4,86.5,2025-02-28T19:05:34.191Z,2025-02-28T19:05:37Z,4lxxyqy78jkglhv2w6crzcnsa,O. Kolskogen,,,5545550647,140,4.4,5545550645,56,Back,5545550651,212,11.6,5545550711,167,,5545550653,213,2.14,5545550649,141,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781721799,426,5,2,46,31,7gkglopz9cjsysn2u6sbhuvc5,1,93.6,-1.4,2025-02-28T19:05:36.525Z,2025-02-28T22:38:00Z,ag1psg17osvgbq5fz9xo7kmj8,Z. Dalügge,,,5545550801,56,Right,5545550821,233,475,5545550803,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781721773,475,5,2,46,31,a9vw7ikerpr4cuweeeka5aneg,0,6.4,101.4,2025-02-28T19:05:36.525Z,2025-02-28T22:38:00Z,4lxxyqy78jkglhv2w6crzcnsa,O. Kolskogen,,,5545550859,233,426,5545550693,347,,5545550691,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781722073,427,1,2,46,53,7gkglopz9cjsysn2u6sbhuvc5,0,88.6,0.0,2025-02-28T19:05:59.090Z,2025-02-28T19:06:00Z,duahzgqspyuy2gu31u3s8ky96,M. Lassen,,,5545552463,213,1.42,5545552459,141,27.4,5545552455,56,Center,5545552457,140,91.4,5545552461,212,20.2,5545552453,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781722129,476,12,2,46,54,a9vw7ikerpr4cuweeeka5aneg,1,12.1,75.8,2025-02-28T19:05:59.519Z,2025-02-28T20:18:46Z,a6ymx4wkrn260rtpb360nsiqd,M. Kallesøe,,,5545552719,56,Back,5545552735,213,1.30,5545552727,141,86.0,5545552723,140,13.9,5545552731,212,7.2,5545552787,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781722165,428,1,2,46,57,7gkglopz9cjsysn2u6sbhuvc5,1,71.4,30.0,2025-02-28T19:06:03.275Z,2025-02-28T19:06:07Z,5hr1cb6e6xb3eyjnau7w4825l,R. Thellufsen,,,5545552957,212,18.0,5545552955,141,14.7,5545552953,140,85.4,5545552951,56,Right,5545552959,213,5.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781722177,429,1,2,47,1,7gkglopz9cjsysn2u6sbhuvc5,0,87.9,14.1,2025-02-28T19:06:07.443Z,2025-02-28T19:06:11Z,duahzgqspyuy2gu31u3s8ky96,M. Lassen,,,5545553009,56,Right,5545553015,212,4.2,5545553017,213,1.47,5545553235,233,477,5545553233,236,,5545553013,141,20.3,5545553011,140,88.3,5545553239,286,,5545553007,155,,5545553005,2,,,,,,,,,,,,,,,,,,,,,,,,,
2781722213,477,12,2,47,2,a9vw7ikerpr4cuweeeka5aneg,1,13.5,90.7,2025-02-28T19:06:07.543Z,2025-02-28T19:06:11Z,a6ymx4wkrn260rtpb360nsiqd,M. Kallesøe,,,5545553207,56,Back,5545553205,185,,5545553263,233,429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781722245,478,61,2,47,7,a9vw7ikerpr4cuweeeka5aneg,0,12.9,90.7,2025-02-28T19:06:13.016Z,2025-02-28T19:06:13Z,a6ymx4wkrn260rtpb360nsiqd,M. Kallesøe,,,5545553409,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781722265,430,61,2,47,8,7gkglopz9cjsysn2u6sbhuvc5,0,89.7,10.6,2025-02-28T19:06:14.243Z,2025-02-28T19:06:14Z,duahzgqspyuy2gu31u3s8ky96,M. Lassen,,,5545553487,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781722295,431,5,2,47,10,7gkglopz9cjsysn2u6sbhuvc5,0,95.4,-1.0,2025-02-28T19:06:15.775Z,2025-02-28T22:38:01Z,duahzgqspyuy2gu31u3s8ky96,M. Lassen,,,5545554871,347,,5545553615,56,Right,5545554039,233,479,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781722355,479,5,2,47,10,a9vw7ikerpr4cuweeeka5aneg,1,4.6,101.0,2025-02-28T19:06:15.775Z,2025-02-28T19:06:31Z,a6ymx4wkrn260rtpb360nsiqd,M. Kallesøe,,,5545553973,56,Back,5545554015,233,431,5545554847,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781722765,480,1,2,47,39,a9vw7ikerpr4cuweeeka5aneg,1,9.4,100.0,2025-02-28T19:06:45.286Z,2025-02-28T19:06:46Z,eso2tbbpnxu9qvx6zy07m5jx0,J. Madsen,,,5545556091,141,94.5,5545556089,140,11.7,5545556087,56,Back,5545556085,107,,5545556093,212,4.7,5545556095,213,5.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781722777,481,1,2,47,41,a9vw7ikerpr4cuweeeka5aneg,1,11.7,94.5,2025-02-28T19:06:46.710Z,2025-02-28T19:06:48Z,3epwf56ozg73hueacwmckk0r9,S. Pingel,,,5545556155,213,3.27,5545556153,212,6.7,5545556147,56,Back,5545556149,140,5.4,5545556151,141,93.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781722827,482,1,2,47,42,a9vw7ikerpr4cuweeeka5aneg,0,5.4,93.2,2025-02-28T19:06:47.961Z,2025-02-28T19:06:51Z,eso2tbbpnxu9qvx6zy07m5jx0,J. Madsen,,,5545556411,56,Back,5545556419,213,6.16,5545556415,141,86.8,5545556417,212,36.7,5545556413,140,40.1,5545556421,1,,5545556409,157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781722961,432,1,2,47,47,7gkglopz9cjsysn2u6sbhuvc5,1,59.9,32.5,2025-02-28T19:06:53.235Z,2025-02-28T19:06:59Z,bvw5oc4c040ey5dt5wn0choiy,G. Mortensen,,,5545557117,157,,5545557129,1,,5545557121,140,91.5,5545557123,141,12.9,5545557125,212,35.8,5545557127,213,5.90,5545557119,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781722965,433,3,2,47,53,7gkglopz9cjsysn2u6sbhuvc5,1,90.5,9.2,2025-02-28T19:06:58.518Z,2025-02-28T20:27:54Z,ag1psg17osvgbq5fz9xo7kmj8,Z. Dalügge,,,5545557217,233,483,5545557163,56,Right,5545557165,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781722949,483,45,2,47,53,a9vw7ikerpr4cuweeeka5aneg,0,9.5,90.8,2025-02-28T19:06:58.518Z,2025-02-28T20:27:54Z,eso2tbbpnxu9qvx6zy07m5jx0,J. Madsen,,,5545557055,285,,5545557053,56,Back,5545557249,233,433,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781722995,434,1,2,47,54,7gkglopz9cjsysn2u6sbhuvc5,0,93.0,13.2,2025-02-28T19:06:59.900Z,2025-02-28T19:07:01Z,ag1psg17osvgbq5fz9xo7kmj8,Z. Dalügge,,,5545557301,140,90.1,5545557299,56,Center,5545557295,2,,5545557311,213,1.73,5545557307,212,19.3,5545557303,141,41.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781723017,484,8,2,47,56,a9vw7ikerpr4cuweeeka5aneg,1,14.6,67.8,2025-02-28T19:07:02.479Z,2025-02-28T19:07:02Z,5w0giylttgiapseaw6qky0mxg,F. Christensen,,,5545557445,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
