id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/9/value,qualifier/11/value,qualifier/12/value
2751331321,531,43,2,51,13,a9vw7ikerpr4cuweeeka5aneg,1,0.0,0.0,2024-11-24T15:10:19.679Z,2024-11-24T15:10:23Z,3epwf56ozg73hueacwmckk0r9,S. Pingel,,5380420685,144,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751331355,532,61,2,51,15,a9vw7ikerpr4cuweeeka5aneg,0,44.9,18.2,2024-11-24T15:10:21.176Z,2024-11-24T15:10:21Z,3epwf56ozg73hueacwmckk0r9,S. Pingel,,5380420371,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751331493,423,1,2,51,16,8cfkisxf1fkxdqtt6tx1tup48,1,34.9,86.3,2024-11-24T15:10:22.432Z,2024-11-24T15:10:27Z,e2aqcawslcbpp88nia8eko2y1,J. Rothmann,,5380421115,141,58.1,5380421113,140,14.4,5380421119,213,3.87,5380421111,56,Back,5380421117,212,28.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751331589,424,1,2,51,20,8cfkisxf1fkxdqtt6tx1tup48,1,14.4,58.1,2024-11-24T15:10:26.840Z,2024-11-24T15:10:30Z,dqqswfn9s1tdxjoslts8ks6xg,B. Bayrak,,5380421537,140,19.2,5380421535,56,Back,5380421539,141,80.6,5380421543,212,16.1,5380421547,213,1.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751331637,425,1,2,51,24,8cfkisxf1fkxdqtt6tx1tup48,0,19.2,80.8,2024-11-24T15:10:30.272Z,2024-11-24T15:10:32Z,2pm5oqzyonn0dysa5nszgq3xm,H. Bonnesen,,5380421753,1,,5380421743,56,Left,5380421741,157,,5380421751,213,0.03,5380421747,141,82.7,5380421749,212,43.2,5380421745,140,60.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751331943,534,1,2,51,31,a9vw7ikerpr4cuweeeka5aneg,1,28.4,4.0,2024-11-24T15:10:37.399Z,2024-11-24T15:10:45Z,5lu7bn7uec3zjqpoi1x81gbu1,S. Hausner,,5380423441,213,1.64,5380423437,141,37.9,5380423435,140,26.9,5380423433,56,Back,5380423439,212,23.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751332013,535,1,2,51,40,a9vw7ikerpr4cuweeeka5aneg,1,44.8,48.1,2024-11-24T15:10:46.023Z,2024-11-24T15:10:48Z,4i0jiisff5k1efcgf27skpqfo,F. Roslyng,,5380423857,212,11.1,5380423851,56,Back,5380423855,141,31.9,5380423859,213,4.63,5380423853,140,43.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751332063,536,1,2,51,43,a9vw7ikerpr4cuweeeka5aneg,1,44.7,29.2,2024-11-24T15:10:49.039Z,2024-11-24T15:10:52Z,5lu7bn7uec3zjqpoi1x81gbu1,S. Hausner,,5380424153,213,5.31,5380424149,141,3.7,5380424145,56,Right,5380424151,212,21.0,5380424147,140,55.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751332075,537,1,2,51,46,a9vw7ikerpr4cuweeeka5aneg,1,66.6,4.3,2024-11-24T15:10:52.366Z,2024-11-24T15:10:53Z,a6ymx4wkrn260rtpb360nsiqd,M. Kallesøe,,5380424243,212,17.0,5380424237,56,Center,5380424239,140,75.6,5380424245,213,0.98,5380424241,141,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751332101,538,1,2,51,48,a9vw7ikerpr4cuweeeka5aneg,1,75.6,25.0,2024-11-24T15:10:53.870Z,2024-11-24T15:10:54Z,3epwf56ozg73hueacwmckk0r9,S. Pingel,,5380424401,141,30.7,5380424397,56,Center,5380424405,213,1.76,5380424399,140,74.9,5380424403,212,3.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751332109,539,1,2,51,49,a9vw7ikerpr4cuweeeka5aneg,1,74.9,30.7,2024-11-24T15:10:55.014Z,2024-11-24T15:10:55Z,6k7khwtkxpem9z17bl5rrf2p6,E. Frederiksen,,5380424455,56,Center,5380424459,141,27.6,5380424461,212,2.1,5380424457,140,75.2,5380424463,213,4.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751332135,540,1,2,51,50,a9vw7ikerpr4cuweeeka5aneg,0,75.2,27.6,2024-11-24T15:10:55.895Z,2024-11-24T15:10:57Z,3epwf56ozg73hueacwmckk0r9,S. Pingel,,5380424697,233,426,5380424621,213,3.06,5380424609,140,72.8,5380424695,236,,5380424605,56,Center,5380424617,212,2.5,5380424611,141,27.9,5380424701,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751332143,426,74,2,51,50,8cfkisxf1fkxdqtt6tx1tup48,1,12.0,73.5,2024-11-24T15:10:55.896Z,2024-11-24T16:07:49Z,4ti8pdx03j8dh4mdb626ltmvo,N. Jakobsen,,5380424635,285,,5380424633,56,Back,5380424759,233,540,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751332213,541,13,2,51,54,a9vw7ikerpr4cuweeeka5aneg,1,85.0,52.5,2024-11-24T15:11:00.615Z,2024-11-24T16:46:30Z,a48bpdpt0siemxqtr3rubwbu,M. Hyseni,,5380425019,22,,5380426369,103,51.4,5380425021,17,,5380426383,231,48.9,5380425023,56,Center,5380426011,20,,5380426379,458,,5380426381,230,98.6,5380426359,87,,5380426365,102,5380981911,328,,,,,,,,,,,,,,,,,,41.2,,
2751332789,427,5,2,51,56,8cfkisxf1fkxdqtt6tx1tup48,1,-0.6000000000000001,56.8,2024-11-24T15:11:02.567Z,2024-11-24T16:06:40Z,4ti8pdx03j8dh4mdb626ltmvo,N. Jakobsen,,5380428087,233,542,5380428027,56,Back,5380428029,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751332405,542,5,2,51,56,a9vw7ikerpr4cuweeeka5aneg,0,100.6,43.2,2024-11-24T15:11:02.792Z,2024-11-24T15:11:30Z,a48bpdpt0siemxqtr3rubwbu,M. Hyseni,,5380425961,346,,5380428127,233,427,5380425959,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751332889,428,1,2,52,23,8cfkisxf1fkxdqtt6tx1tup48,0,5.1,59.6,2024-11-24T15:11:29.663Z,2024-11-24T15:11:33Z,dqqswfn9s1tdxjoslts8ks6xg,B. Bayrak,,5380428531,213,6.26,5380428533,1,,5380428535,74,,5380428523,56,Center,5380428529,212,61.8,5380428525,140,63.9,5380428521,124,,5380428527,141,57.6,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751332943,543,1,2,52,27,a9vw7ikerpr4cuweeeka5aneg,0,34.9,30.3,2024-11-24T15:11:33.847Z,2024-11-24T15:11:35Z,5lu7bn7uec3zjqpoi1x81gbu1,S. Hausner,,5380428813,56,Back,5380428815,140,47.0,5380428817,141,42.5,5380428811,3,,5380428821,212,15.2,5380428823,213,0.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751333027,429,1,2,52,31,8cfkisxf1fkxdqtt6tx1tup48,1,52.3,68.7,2024-11-24T15:11:37.568Z,2024-11-24T15:11:40Z,am3509ake84cde1xhb9264i22,M. Gudmann,,5380429317,56,Left,5380429319,140,53.1,5380429323,212,11.8,5380429325,213,1.50,5380429321,141,86.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751333105,430,1,2,52,34,8cfkisxf1fkxdqtt6tx1tup48,1,53.2,95.6,2024-11-24T15:11:39.944Z,2024-11-24T15:11:43Z,4ti8pdx03j8dh4mdb626ltmvo,N. Jakobsen,,5380429749,213,5.57,5380429745,141,87.4,5380429741,56,Left,5380429747,212,8.6,5380429743,140,59.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751333113,431,61,2,52,37,8cfkisxf1fkxdqtt6tx1tup48,0,59.8,92.3,2024-11-24T15:11:43.112Z,2024-11-24T15:11:43Z,3mcj3wypzq3lno1ehc0vif1sl,J. Arias,,5380429795,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751333123,432,5,2,52,38,8cfkisxf1fkxdqtt6tx1tup48,0,60.8,101.6,2024-11-24T15:11:43.866Z,2024-11-24T15:11:49Z,3mcj3wypzq3lno1ehc0vif1sl,J. Arias,,5380429845,56,Left,5380429847,347,,5380430499,233,544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751333217,544,5,2,52,38,a9vw7ikerpr4cuweeeka5aneg,1,40.2,-1.6,2024-11-24T15:11:44.015Z,2024-11-24T15:11:49Z,5lu7bn7uec3zjqpoi1x81gbu1,S. Hausner,,5380430417,56,Back,5380430439,233,432,5380430419,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751333291,545,1,2,52,43,a9vw7ikerpr4cuweeeka5aneg,1,39.5,0.0,2024-11-24T15:11:49.039Z,2024-11-24T15:11:52Z,a6ymx4wkrn260rtpb360nsiqd,M. Kallesøe,,5380430875,107,,5380430881,141,9.5,5380430879,140,29.4,5380430889,213,2.52,5380430877,56,Back,5380430885,212,13.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751333429,546,1,2,52,46,a9vw7ikerpr4cuweeeka5aneg,1,26.9,12.9,2024-11-24T15:11:52.463Z,2024-11-24T15:11:59Z,5lu7bn7uec3zjqpoi1x81gbu1,S. Hausner,,5380431547,56,Back,5380431551,141,30.9,5380431549,140,33.0,5380431555,213,1.09,5380431553,212,13.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751333477,547,1,2,52,53,a9vw7ikerpr4cuweeeka5aneg,1,40.9,49.4,2024-11-24T15:11:59.151Z,2024-11-24T15:12:01Z,9dh7cnu4uzbraeck0t5iqlj4k,A. Herdonsson,,5380431893,141,26.5,5380431889,56,Back,5380431895,212,16.0,5380431891,140,37.3,5380431897,213,4.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751333535,548,1,2,52,55,a9vw7ikerpr4cuweeeka5aneg,1,37.3,26.5,2024-11-24T15:12:01.294Z,2024-11-24T15:12:03Z,5lu7bn7uec3zjqpoi1x81gbu1,S. Hausner,,5380432185,213,5.34,5380432177,56,Back,5380432181,141,7.0,5380432179,140,46.5,5380432183,212,16.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751333643,549,1,2,52,58,a9vw7ikerpr4cuweeeka5aneg,1,45.7,11.0,2024-11-24T15:12:04.103Z,2024-11-24T15:12:08Z,a6ymx4wkrn260rtpb360nsiqd,M. Kallesøe,,5380432753,141,41.2,5380432749,56,Back,5380432755,212,20.5,5380432751,140,46.4,5380432757,213,1.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751333671,550,1,2,53,2,a9vw7ikerpr4cuweeeka5aneg,1,41.9,37.6,2024-11-24T15:12:08.359Z,2024-11-24T15:12:09Z,5w0giylttgiapseaw6qky0mxg,F. Christensen,,5380432923,141,25.5,5380432919,56,Back,5380432927,213,3.76,5380432921,140,31.0,5380432925,212,14.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751333739,551,1,2,53,3,a9vw7ikerpr4cuweeeka5aneg,1,31.0,25.5,2024-11-24T15:12:09.654Z,2024-11-24T15:12:13Z,5lu7bn7uec3zjqpoi1x81gbu1,S. Hausner,,5380433363,212,14.1,5380433365,213,5.15,5380433359,140,36.7,5380433361,141,6.8,5380433357,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751333843,552,1,2,53,8,a9vw7ikerpr4cuweeeka5aneg,1,35.0,13.4,2024-11-24T15:12:13.959Z,2024-11-24T15:12:19Z,a6ymx4wkrn260rtpb360nsiqd,M. Kallesøe,,5380433943,140,77.1,5380433953,1,,5380433939,155,,5380433949,212,44.3,5380433951,213,6.21,5380433941,56,Right,5380433947,141,8.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751333867,553,1,2,53,13,a9vw7ikerpr4cuweeeka5aneg,0,90.1,21.2,2024-11-24T15:12:19.375Z,2024-11-24T15:12:20Z,cqsc3mj8klukkgutdrpegybdg,K. Karikari,,5380434105,141,45.5,5380434109,213,1.18,5380434101,56,Center,5380434107,212,17.8,5380434103,140,96.5,5380434099,155,,5380434097,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751334335,435,1,2,53,33,8cfkisxf1fkxdqtt6tx1tup48,1,11.4,49.7,2024-11-24T15:12:39.840Z,2024-11-24T15:12:43Z,dqqswfn9s1tdxjoslts8ks6xg,B. Bayrak,,5380436653,141,52.5,5380436651,140,53.8,5380436657,213,0.04,5380436647,155,,5380436659,1,,5380436649,56,Center,5380436655,212,44.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751334347,436,61,2,53,37,8cfkisxf1fkxdqtt6tx1tup48,0,47.8,51.3,2024-11-24T15:12:42.985Z,2024-11-24T15:12:50Z,3mcj3wypzq3lno1ehc0vif1sl,J. Arias,,5380436705,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751334363,437,43,2,53,38,8cfkisxf1fkxdqtt6tx1tup48,1,0.0,0.0,2024-11-24T15:12:44.456Z,2024-11-24T15:12:56Z,dqqswfn9s1tdxjoslts8ks6xg,B. Bayrak,,5380436775,56,Back,5380438183,144,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751334419,555,1,2,53,40,a9vw7ikerpr4cuweeeka5aneg,1,61.7,44.8,2024-11-24T15:12:45.919Z,2024-11-24T15:12:47Z,5w0giylttgiapseaw6qky0mxg,F. Christensen,,5380437065,56,Center,5380437077,212,11.1,5380437071,140,72.2,5380437079,213,0.08,5380437075,141,46.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751334473,556,1,2,53,41,a9vw7ikerpr4cuweeeka5aneg,1,72.9,46.3,2024-11-24T15:12:47.486Z,2024-11-24T15:12:49Z,3epwf56ozg73hueacwmckk0r9,S. Pingel,,5380437331,212,12.9,5380437325,56,Center,5380437329,141,64.2,5380437327,140,68.9,5380437333,213,1.90,5380437355,156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751334565,557,1,2,53,43,a9vw7ikerpr4cuweeeka5aneg,1,68.9,64.2,2024-11-24T15:12:49.774Z,2024-11-24T15:13:00Z,9dh7cnu4uzbraeck0t5iqlj4k,A. Herdonsson,1.0,5380437731,212,9.5,5380437727,140,77.6,5380437725,56,Center,5380437729,141,60.3,5380437733,213,6.00,5380438685,210,15,5380438687,154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751334577,558,15,2,53,46,a9vw7ikerpr4cuweeeka5aneg,1,78.6,61.2,2024-11-24T15:12:52.623Z,2024-11-24T16:47:14Z,a48bpdpt0siemxqtr3rubwbu,M. Hyseni,,5380438737,29,,5380437793,22,,5380438739,154,,5380438755,147,48.7,5380438741,55,557,5380437797,56,Center,5380438753,146,98.5,5380438795,233,438,5380438077,20,,5380438735,81,5380438749,103,25.9,5380438747,102,5380437795,18,,,,,,,,,,,,,,46.7,
2751334571,438,10,2,53,46,8cfkisxf1fkxdqtt6tx1tup48,1,2.9,50.4,2024-11-24T15:12:52.723Z,2024-11-24T15:13:01Z,dqqswfn9s1tdxjoslts8ks6xg,B. Bayrak,,5380438837,233,558,5380437771,56,Back,5380437763,178,,5380437759,173,,5380437767,182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751334971,441,1,2,54,5,8cfkisxf1fkxdqtt6tx1tup48,0,11.0,49.6,2024-11-24T15:13:10.920Z,2024-11-24T15:13:12Z,dqqswfn9s1tdxjoslts8ks6xg,B. Bayrak,,5380440037,141,16.1,5380440039,212,56.7,5380440035,140,60.4,5380440029,198,,5380440043,1,,5380440025,157,,5380440033,56,Right,5380440041,213,5.87,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751335017,559,1,2,54,6,a9vw7ikerpr4cuweeeka5aneg,0,40.1,82.4,2024-11-24T15:13:12.735Z,2024-11-24T15:13:14Z,eso2tbbpnxu9qvx6zy07m5jx0,J. Madsen,,5380440325,141,84.4,5380440329,213,0.05,5380440321,56,Left,5380440327,212,27.6,5380440319,3,,5380440323,140,66.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751335065,442,1,2,54,9,8cfkisxf1fkxdqtt6tx1tup48,1,22.6,22.4,2024-11-24T15:13:15.417Z,2024-11-24T15:13:16Z,am3509ake84cde1xhb9264i22,M. Gudmann,,5380440657,212,6.0,5380440651,56,Back,5380440659,213,0.93,5380440655,141,29.4,5380440653,140,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751335089,443,1,2,54,10,8cfkisxf1fkxdqtt6tx1tup48,1,26.0,29.4,2024-11-24T15:13:16.745Z,2024-11-24T15:13:18Z,abhfq12njxxutqjtb9zvcusyc,Mohamad Al Naser,,5380440793,141,8.9,5380440789,56,Back,5380440795,212,14.0,5380440791,140,27.4,5380440797,213,4.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751335131,444,1,2,54,12,8cfkisxf1fkxdqtt6tx1tup48,1,27.4,8.9,2024-11-24T15:13:18.064Z,2024-11-24T15:14:15Z,am3509ake84cde1xhb9264i22,M. Gudmann,,5380441015,140,36.4,5380441019,212,15.4,5380441013,56,Back,5380441017,141,26.7,5380441021,213,0.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751335151,445,1,2,54,13,8cfkisxf1fkxdqtt6tx1tup48,1,36.4,26.7,2024-11-24T15:13:19.497Z,2024-11-24T15:13:20Z,3mcj3wypzq3lno1ehc0vif1sl,J. Arias,,5380441123,212,8.7,5380441117,56,Back,5380441119,140,29.4,5380441125,213,2.57,5380441121,141,33.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751335213,446,1,2,54,14,8cfkisxf1fkxdqtt6tx1tup48,1,29.4,33.6,2024-11-24T15:13:20.273Z,2024-11-24T15:13:23Z,11ngumxajbizagbzpm5kompxx,M. Chacón,,5380441473,56,Back,5380441477,141,53.0,5380441479,212,19.1,5380441481,213,0.76,5380441475,140,42.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751335363,447,1,2,54,17,8cfkisxf1fkxdqtt6tx1tup48,1,41.5,59.0,2024-11-24T15:13:23.145Z,2024-11-24T15:13:30Z,619s1phj5bkgkug3aszc1y9cl,M. Jensen,,5380442463,140,52.1,5380442465,141,81.2,5380442469,213,0.94,5380442467,212,18.8,5380442461,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751335403,448,1,2,54,24,8cfkisxf1fkxdqtt6tx1tup48,0,56.7,83.6,2024-11-24T15:13:30.224Z,2024-11-24T15:13:32Z,4ti8pdx03j8dh4mdb626ltmvo,N. Jakobsen,,5380442665,141,27.1,5380442669,213,5.58,5380442661,56,Center,5380442657,155,,5380442667,212,59.8,5380442653,2,,5380442663,140,100.0,5380442673,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751335863,449,5,2,54,26,8cfkisxf1fkxdqtt6tx1tup48,0,100.8,29.5,2024-11-24T15:13:31.901Z,2024-11-24T15:13:53Z,4ti8pdx03j8dh4mdb626ltmvo,N. Jakobsen,,5380445149,346,,5380445271,233,560,5380445147,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751335717,560,5,2,54,27,a9vw7ikerpr4cuweeeka5aneg,1,-0.6000000000000001,71.7,2024-11-24T15:13:32.864Z,2024-11-24T15:13:53Z,eso2tbbpnxu9qvx6zy07m5jx0,J. Madsen,,5380444263,56,Back,5380444265,346,,5380445205,233,449,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751335743,561,1,2,54,39,a9vw7ikerpr4cuweeeka5aneg,1,4.4,52.8,2024-11-24T15:13:45.423Z,2024-11-24T15:13:46Z,8uhv14rin2znrr0wqgvcc2f2t,M. Delač,,5380444413,124,,5380444421,212,3.9,5380444429,237,,5380444419,141,58.5,5380444415,56,Back,5380444417,140,4.3,5380444423,213,1.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751335803,562,1,2,54,40,a9vw7ikerpr4cuweeeka5aneg,1,4.3,58.5,2024-11-24T15:13:46.478Z,2024-11-24T15:13:49Z,4i0jiisff5k1efcgf27skpqfo,F. Roslyng,,5380444845,140,17.8,5380444849,212,14.5,5380444847,141,63.1,5380444851,213,0.22,5380444841,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751335937,563,1,2,54,43,a9vw7ikerpr4cuweeeka5aneg,1,22.5,67.5,2024-11-24T15:13:49.400Z,2024-11-24T15:13:56Z,5w0giylttgiapseaw6qky0mxg,F. Christensen,,5380445521,213,0.08,5380445519,212,20.5,5380445513,56,Back,5380445515,140,42.0,5380445517,141,70.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751335879,450,83,2,54,46,8cfkisxf1fkxdqtt6tx1tup48,0,59.4,24.9,2024-11-24T15:13:52.448Z,2024-11-24T15:13:58Z,am3509ake84cde1xhb9264i22,M. Gudmann,,5380445775,399,a48bpdpt0siemxqtr3rubwbu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751335957,564,1,2,54,50,a9vw7ikerpr4cuweeeka5aneg,1,31.1,80.0,2024-11-24T15:13:56.208Z,2024-11-24T15:13:57Z,a48bpdpt0siemxqtr3rubwbu,M. Hyseni,,5380445643,212,10.8,5380445637,56,Back,5380445639,140,37.1,5380445645,213,0.95,5380445641,141,92.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751336031,565,43,2,54,51,a9vw7ikerpr4cuweeeka5aneg,1,0.0,0.0,2024-11-24T15:13:57.311Z,2024-11-24T15:14:06Z,eso2tbbpnxu9qvx6zy07m5jx0,J. Madsen,,5380446709,144,1,5380446163,213,5.44,5380446157,140,42.3,5380446161,212,8.3,5380446159,141,83.8,5380446155,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751336033,566,4,2,54,54,a9vw7ikerpr4cuweeeka5aneg,1,35.2,79.6,2024-11-24T15:14:00.304Z,2024-11-24T15:14:06Z,a48bpdpt0siemxqtr3rubwbu,M. Hyseni,,5380446291,233,451,5380446255,286,,5380446245,56,Back,5380446247,152,,5380446251,265,,5380446241,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751336011,451,4,2,54,54,8cfkisxf1fkxdqtt6tx1tup48,0,64.8,20.4,2024-11-24T15:14:00.305Z,2024-11-24T15:14:05Z,3mcj3wypzq3lno1ehc0vif1sl,J. Arias,,5380446363,233,566,5380446117,285,,5380446111,56,Right,5380446115,265,,5380446109,13,,5380446113,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751336459,567,1,2,55,14,a9vw7ikerpr4cuweeeka5aneg,1,39.7,83.3,2024-11-24T15:14:20.694Z,2024-11-24T15:14:22Z,4i0jiisff5k1efcgf27skpqfo,F. Roslyng,,5380448551,212,14.1,5380448541,56,Back,5380448545,140,45.0,5380448549,141,64.3,5380448531,5,,5380448537,152,,5380448553,213,5.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751336579,568,1,2,55,16,a9vw7ikerpr4cuweeeka5aneg,1,45.0,64.3,2024-11-24T15:14:22.815Z,2024-11-24T15:14:28Z,5w0giylttgiapseaw6qky0mxg,F. Christensen,,5380449101,213,1.16,5380449093,56,Left,5380449099,212,21.7,5380449095,140,53.3,5380449097,141,93.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751336611,569,1,2,55,22,a9vw7ikerpr4cuweeeka5aneg,1,58.8,93.5,2024-11-24T15:14:28.455Z,2024-11-24T15:14:29Z,eso2tbbpnxu9qvx6zy07m5jx0,J. Madsen,,5380449227,56,Center,5380449229,140,58.5,5380449235,213,4.68,5380449231,141,78.1,5380449233,212,10.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751336643,570,1,2,55,23,a9vw7ikerpr4cuweeeka5aneg,1,58.5,78.1,2024-11-24T15:14:29.614Z,2024-11-24T15:14:32Z,9dh7cnu4uzbraeck0t5iqlj4k,A. Herdonsson,,5380449391,212,13.9,5380449387,140,45.3,5380449393,213,3.13,5380449385,56,Back,5380449389,141,78.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751336687,571,1,2,55,26,a9vw7ikerpr4cuweeeka5aneg,1,45.3,78.4,2024-11-24T15:14:32.127Z,2024-11-24T15:14:34Z,4i0jiisff5k1efcgf27skpqfo,F. Roslyng,,5380449695,212,17.5,5380449687,56,Center,5380449693,141,78.5,5380449699,213,0.00,5380449689,140,62.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751336699,572,61,2,55,28,a9vw7ikerpr4cuweeeka5aneg,1,62.0,78.5,2024-11-24T15:14:34.591Z,2024-11-24T15:14:34Z,3epwf56ozg73hueacwmckk0r9,S. Pingel,,5380449769,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751336837,573,1,2,55,31,a9vw7ikerpr4cuweeeka5aneg,1,76.0,62.3,2024-11-24T15:14:37.622Z,2024-11-24T15:14:40Z,9dh7cnu4uzbraeck0t5iqlj4k,A. Herdonsson,,5380450511,212,31.4,5380450513,213,4.76,5380450501,56,Right,5380450507,141,16.2,5380450503,140,77.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751336893,574,1,2,55,34,a9vw7ikerpr4cuweeeka5aneg,0,81.7,17.9,2024-11-24T15:14:40.438Z,2024-11-24T15:14:42Z,a6ymx4wkrn260rtpb360nsiqd,M. Kallesøe,,5380450735,56,Center,5380450739,140,93.9,5380450725,2,,5380450743,212,23.9,5380450729,155,,5380450745,213,1.01,5380450741,141,47.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
