id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/8/value,qualifier/9/value,qualifier/12/value,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/16/value
2815340757,446,7,2,52,1,bd4qakf7j0wwie8wke9km7uj8,1,51.7,79.8,2025-05-16T18:08:30.751Z,2025-05-16T19:11:11Z,bwozpgcm48s08t1glxfgjajmd,N. Halse,,,5730499795,56,Left,5730499841,233,545,5730499797,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815340805,448,1,2,52,4,bd4qakf7j0wwie8wke9km7uj8,1,56.4,77.2,2025-05-16T18:08:33.192Z,2025-05-16T18:08:37Z,d1qyvtgj16160ufegxkspgb9w,M. Uhd,,,5730500117,212,36.1,5730500113,140,90.2,5730500121,1,,5730500119,213,0.18,5730500115,141,86.8,5730500111,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815341325,449,1,2,52,11,bd4qakf7j0wwie8wke9km7uj8,1,91.8,84.2,2025-05-16T18:08:40.920Z,2025-05-16T18:09:38Z,m031ocyfq011rual3olkegdm,A. Taranis,,1.0,5730503037,141,51.9,5730503039,212,24.3,5730503403,154,,5730503033,56,Center,5730503041,213,4.27,5730503401,210,16,5730503035,140,82.0,5730503405,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815341335,450,16,2,52,14,bd4qakf7j0wwie8wke9km7uj8,1,80.9,51.9,2025-05-16T18:08:43.408Z,2025-05-16T20:57:57Z,cf6zq49y8v1ekw07e7yi3uac,A. Maarup,,,5730503221,20,,5730503225,374,2025-05-16 19:08:42.202,5730503443,55,449,5730503085,22,,5730503451,103,5.1,5730503461,230,97.7,5730503439,29,,5730503465,231,46.2,5730503447,102,5730503437,76,5730503441,154,,5730503229,375,52:13.051,5730503087,18,5730503089,56,Center,,,,,,53.5,,,,,,,,,
2815341371,546,1,2,53,1,aqtkb4mgrz8c6iqfufj6qjbv9,1,50.1,50.0,2025-05-16T18:09:31.110Z,2025-05-16T19:14:51Z,3avg1grraylzm6xjt5kt18is4,M. Veltz,,,5730803579,279,G,5730503251,212,16.7,5730503247,140,35.3,5730503253,213,2.77,5730503245,56,Back,5730503249,141,59.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815341385,547,1,2,53,4,aqtkb4mgrz8c6iqfufj6qjbv9,1,35.3,59.1,2025-05-16T18:09:33.926Z,2025-05-16T18:09:37Z,5dlh0fa9yo6z283w9p58xmnoq,N. Schmidt,,,5730503349,140,24.0,5730503353,212,12.3,5730503355,213,3.41,5730503347,56,Back,5730503351,141,54.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815341405,548,1,2,53,7,aqtkb4mgrz8c6iqfufj6qjbv9,1,25.0,52.2,2025-05-16T18:09:36.813Z,2025-05-16T18:09:40Z,559w0q3q2smb3aeotyi724s9g,W. Glindtvad,,,5730503551,140,36.5,5730503555,212,12.7,5730503553,141,57.9,5730503549,56,Back,5730503557,213,0.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815341423,549,1,2,53,11,aqtkb4mgrz8c6iqfufj6qjbv9,1,48.5,56.4,2025-05-16T18:09:40.437Z,2025-05-16T18:09:42Z,5dlh0fa9yo6z283w9p58xmnoq,N. Schmidt,,,5730503655,141,67.3,5730503651,56,Center,5730503653,140,58.2,5730503663,213,0.63,5730503659,212,12.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815341477,550,1,2,53,13,aqtkb4mgrz8c6iqfufj6qjbv9,1,59.0,69.1,2025-05-16T18:09:42.421Z,2025-05-16T18:09:47Z,e0u730to91qqtvvx16uhajz10,S. Jalaei,,,5730503969,140,69.0,5730503971,141,91.8,5730503975,213,0.97,5730503967,56,Left,5730503973,212,18.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815341479,551,4,2,53,17,aqtkb4mgrz8c6iqfufj6qjbv9,1,69.4,93.5,2025-05-16T18:09:47.029Z,2025-05-16T21:12:41Z,85a9bmnu6fqvhlff28qm0e0a1,D. Johansen,,,5730503981,56,Left,5731213795,295,,5730503983,152,,5730503979,13,,5730504045,233,451,5730503987,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815341481,451,4,2,53,17,bd4qakf7j0wwie8wke9km7uj8,0,30.6,6.5,2025-05-16T18:09:47.030Z,2025-05-16T21:12:38Z,duvhbifjh37mvlm46akiy431m,M. Juhl,,,5730504019,13,,5730504027,285,,5731213697,295,,5730504069,233,551,5730504023,152,,5730504021,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815341659,552,1,2,53,38,aqtkb4mgrz8c6iqfufj6qjbv9,1,68.8,89.0,2025-05-16T18:10:07.749Z,2025-05-16T18:10:10Z,5dlh0fa9yo6z283w9p58xmnoq,N. Schmidt,,,5730505041,56,Left,5730505045,141,90.2,5730505043,140,56.3,5730505039,152,,5730505049,213,3.08,5730505037,5,,5730505047,212,13.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815341687,553,1,2,53,41,aqtkb4mgrz8c6iqfufj6qjbv9,1,56.3,90.2,2025-05-16T18:10:10.444Z,2025-05-16T18:10:15Z,9350utk4onh2hv5jznxqpkd7t,R. Møller,,,5730505237,140,39.3,5730505239,141,70.3,5730505243,213,3.79,5730505235,56,Back,5730505241,212,22.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815341715,554,1,2,53,45,aqtkb4mgrz8c6iqfufj6qjbv9,0,53.1,72.6,2025-05-16T18:10:15.005Z,2025-05-16T18:10:18Z,559w0q3q2smb3aeotyi724s9g,W. Glindtvad,,,5730505429,141,0.0,5730505427,140,92.3,5730505425,56,Right,5730505433,213,5.39,5730505421,155,,5730505431,212,65.3,5730505435,1,,5730505423,196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815341865,452,5,2,53,49,bd4qakf7j0wwie8wke9km7uj8,1,9.4,102.0,2025-05-16T18:10:18.262Z,2025-05-16T19:10:15Z,duvhbifjh37mvlm46akiy431m,M. Juhl,,,5730506159,56,Back,5730506201,233,555,5730506161,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815341723,555,5,2,53,49,aqtkb4mgrz8c6iqfufj6qjbv9,0,90.6,-2.0,2025-05-16T18:10:18.262Z,2025-05-16T19:10:15Z,559w0q3q2smb3aeotyi724s9g,W. Glindtvad,,,5730506221,233,452,5730505465,56,Right,5730505467,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815341927,453,1,2,54,5,bd4qakf7j0wwie8wke9km7uj8,1,12.8,100.0,2025-05-16T18:10:34.263Z,2025-05-16T18:10:39Z,aejgqvdw1jftxaa538kaa15w4,O. Juul,,,5730506531,141,61.7,5730506527,56,Back,5730506535,213,4.54,5730506533,212,27.3,5730506529,140,8.4,5730506525,107,,5730506537,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815341947,454,1,2,54,10,bd4qakf7j0wwie8wke9km7uj8,0,8.8,57.9,2025-05-16T18:10:39.167Z,2025-05-16T18:10:42Z,emakjdiju8z2peey3ytjahz6y,A. Jensen,,,5730506629,56,Right,5730506633,141,0.0,5730506637,213,5.54,5730506631,140,50.9,5730506627,157,,5730506639,1,,5730506635,212,60.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815341953,455,5,2,54,12,bd4qakf7j0wwie8wke9km7uj8,0,47.2,-1.8,2025-05-16T18:10:42.008Z,2025-05-16T19:10:16Z,emakjdiju8z2peey3ytjahz6y,A. Jensen,,,5730506661,56,Back,5730506665,347,,5730506895,233,556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815341989,556,5,2,54,12,aqtkb4mgrz8c6iqfufj6qjbv9,1,52.8,101.8,2025-05-16T18:10:42.008Z,2025-05-16T19:10:16Z,559w0q3q2smb3aeotyi724s9g,W. Glindtvad,,,5730506887,233,455,5730506857,56,Left,5730506859,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815342053,557,1,2,54,16,aqtkb4mgrz8c6iqfufj6qjbv9,1,64.6,100.0,2025-05-16T18:10:46.020Z,2025-05-16T18:10:53Z,85a9bmnu6fqvhlff28qm0e0a1,D. Johansen,,,5730507207,212,28.4,5730507209,213,3.49,5730507211,1,,5730507203,140,39.2,5730507199,107,,5730507201,56,Back,5730507205,141,87.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815342089,558,1,2,54,24,aqtkb4mgrz8c6iqfufj6qjbv9,1,36.1,65.2,2025-05-16T18:10:53.684Z,2025-05-16T18:10:57Z,9350utk4onh2hv5jznxqpkd7t,R. Møller,,,5730507389,213,4.21,5730507387,212,24.3,5730507385,141,33.9,5730507381,56,Back,5730507383,140,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815342097,559,1,2,54,28,aqtkb4mgrz8c6iqfufj6qjbv9,1,25.0,32.7,2025-05-16T18:10:57.220Z,2025-05-16T18:10:58Z,81gka3mi69fh8gyehyy8xo9as,C. Allen,,,5730507429,140,14.2,5730507433,212,15.4,5730507435,213,2.40,5730507427,56,Back,5730507431,141,48.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815342205,560,2,2,54,28,aqtkb4mgrz8c6iqfufj6qjbv9,1,14.2,48.1,2025-05-16T18:10:58.125Z,2025-05-16T18:11:07Z,8mswl5vzza12hylodrrsq3zvu,A. Kappenberger,,,5730507951,141,44.9,5730508029,1,,5730507949,140,61.3,5730508027,7,3avg1grraylzm6xjt5kt18is4,5730508031,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815342237,457,55,2,54,28,bd4qakf7j0wwie8wke9km7uj8,1,37.5,54.5,2025-05-16T18:10:58.126Z,2025-05-16T19:10:49Z,em0yawcqyqwf53hbj0zlz4duc,A. Halsgaard,,,5730511725,189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815342307,458,1,2,54,46,bd4qakf7j0wwie8wke9km7uj8,1,42.6,39.8,2025-05-16T18:11:15.671Z,2025-05-16T18:11:18Z,4rhxehi019n7z1z1m7a39w1sk,K. Nyegaard,,,5730508497,56,Back,5730508499,140,38.3,5730508501,141,11.7,5730508493,5,,5730508505,213,4.48,5730508495,241,,5730508503,212,19.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815342347,459,1,2,54,49,bd4qakf7j0wwie8wke9km7uj8,1,38.3,11.7,2025-05-16T18:11:18.172Z,2025-05-16T18:11:22Z,duvhbifjh37mvlm46akiy431m,M. Juhl,,,5730508737,213,1.96,5730508733,141,32.5,5730508729,56,Back,5730508735,212,15.3,5730508731,140,32.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815342381,460,1,2,54,52,bd4qakf7j0wwie8wke9km7uj8,1,30.2,38.9,2025-05-16T18:11:22.079Z,2025-05-16T18:11:27Z,g2cgdv428rmpmb0om40ldses,M. Lysholm,,,5730508945,56,Back,5730508953,213,1.90,5730508949,141,75.0,5730508951,212,25.9,5730508947,140,22.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815342439,461,2,2,54,57,bd4qakf7j0wwie8wke9km7uj8,1,22.5,93.8,2025-05-16T18:11:26.775Z,2025-05-16T18:11:33Z,em0yawcqyqwf53hbj0zlz4duc,A. Halsgaard,,,5730509303,56,Left,5730509299,7,m031ocyfq011rual3olkegdm,5730509265,140,65.7,5730509301,1,,5730509267,141,92.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815342475,562,1,2,55,7,aqtkb4mgrz8c6iqfufj6qjbv9,1,31.5,19.4,2025-05-16T18:11:36.467Z,2025-05-16T18:11:37Z,81gka3mi69fh8gyehyy8xo9as,C. Allen,,,5730509489,56,Back,5730509497,213,1.91,5730509487,241,,5730509493,141,30.7,5730509485,5,,5730509491,140,28.9,5730509495,212,8.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815342495,563,1,2,55,7,aqtkb4mgrz8c6iqfufj6qjbv9,1,28.9,31.2,2025-05-16T18:11:37.035Z,2025-05-16T18:11:41Z,559w0q3q2smb3aeotyi724s9g,W. Glindtvad,,,5730509623,56,Back,5730509631,213,1.11,5730509625,140,36.9,5730509627,141,56.3,5730509629,212,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815342557,564,1,2,55,11,aqtkb4mgrz8c6iqfufj6qjbv9,1,36.9,56.3,2025-05-16T18:11:40.987Z,2025-05-16T18:11:46Z,2tcdx5rp7vujnlid4oqqxdogk,M. Due Grandt,,,5730510005,56,Back,5730510011,212,9.1,5730510009,141,43.7,5730510013,213,4.36,5730510007,140,33.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815342611,565,1,2,55,17,aqtkb4mgrz8c6iqfufj6qjbv9,1,41.8,36.0,2025-05-16T18:11:46.539Z,2025-05-16T18:11:51Z,559w0q3q2smb3aeotyi724s9g,W. Glindtvad,,,5730510341,56,Back,5730510345,141,67.0,5730510349,213,1.66,5730510343,140,40.1,5730510347,212,21.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815342639,566,1,2,55,22,aqtkb4mgrz8c6iqfufj6qjbv9,1,52.0,74.4,2025-05-16T18:11:51.675Z,2025-05-16T18:11:54Z,2tcdx5rp7vujnlid4oqqxdogk,M. Due Grandt,,,5730510517,140,58.9,5730510519,141,91.2,5730510521,212,13.5,5730510523,213,1.01,5730510515,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815342671,567,1,2,55,25,aqtkb4mgrz8c6iqfufj6qjbv9,1,60.5,91.8,2025-05-16T18:11:54.539Z,2025-05-16T18:11:57Z,9350utk4onh2hv5jznxqpkd7t,R. Møller,,,5730510677,141,86.0,5730510681,213,3.40,5730510679,212,15.2,5730510673,56,Back,5730510675,140,46.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815342693,568,1,2,55,27,aqtkb4mgrz8c6iqfufj6qjbv9,1,46.3,85.9,2025-05-16T18:11:56.787Z,2025-05-16T18:11:59Z,2tcdx5rp7vujnlid4oqqxdogk,M. Due Grandt,,,5730510837,56,Left,5730510843,212,14.6,5730510839,140,58.7,5730510845,213,0.47,5730510841,141,95.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815342701,569,1,2,55,29,aqtkb4mgrz8c6iqfufj6qjbv9,0,58.7,95.6,2025-05-16T18:11:58.787Z,2025-05-16T18:11:59Z,9350utk4onh2hv5jznxqpkd7t,R. Møller,,,5730510893,212,11.2,5730510889,140,60.7,5730510891,141,79.4,5730510887,56,Left,5730510895,213,4.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815342719,462,1,2,55,32,bd4qakf7j0wwie8wke9km7uj8,0,32.5,8.9,2025-05-16T18:12:01.230Z,2025-05-16T18:12:01Z,bwozpgcm48s08t1glxfgjajmd,N. Halse,,,5730511041,213,4.73,5730511035,140,32.6,5730511039,212,6.7,5730511033,56,Back,5730511037,141,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815342731,463,5,2,55,32,bd4qakf7j0wwie8wke9km7uj8,0,36.2,-1.4,2025-05-16T18:12:01.547Z,2025-05-16T19:10:17Z,bwozpgcm48s08t1glxfgjajmd,N. Halse,,,5730511107,347,,5730511103,56,Back,5730511817,233,570,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815342855,570,5,2,55,32,aqtkb4mgrz8c6iqfufj6qjbv9,1,63.8,101.4,2025-05-16T18:12:01.547Z,2025-05-16T19:10:16Z,9350utk4onh2hv5jznxqpkd7t,R. Møller,,,5730511785,233,463,5730511755,56,Left,5730511757,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815342867,571,1,2,55,43,aqtkb4mgrz8c6iqfufj6qjbv9,1,59.5,100.0,2025-05-16T18:12:13.011Z,2025-05-16T19:08:57Z,85a9bmnu6fqvhlff28qm0e0a1,D. Johansen,,,5730511843,141,92.0,5730511841,140,33.9,5730511845,212,27.7,5730511837,107,,5730511847,213,3.39,5730511839,56,Back,5730511849,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815342885,572,1,2,55,44,aqtkb4mgrz8c6iqfufj6qjbv9,1,33.9,92.0,2025-05-16T18:12:13.722Z,2025-05-16T19:08:58Z,9350utk4onh2hv5jznxqpkd7t,R. Møller,,,5730511909,141,76.0,5730511911,212,22.5,5730511905,56,Back,5730511907,140,15.1,5730511913,213,3.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815342957,573,1,2,55,47,aqtkb4mgrz8c6iqfufj6qjbv9,1,16.9,71.5,2025-05-16T18:12:17.059Z,2025-05-16T18:12:23Z,8mswl5vzza12hylodrrsq3zvu,A. Kappenberger,,,5730512321,56,Center,5730512325,141,48.8,5730512323,140,54.0,5730512331,1,,5730512329,213,5.91,5730512319,157,,5730512327,212,41.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815342989,574,4,2,55,52,aqtkb4mgrz8c6iqfufj6qjbv9,1,53.2,47.0,2025-05-16T18:12:21.453Z,2025-05-16T18:12:30Z,1n4eldqa7h9jvcx1693zqu06i,T. Arndal,,,5730512539,286,,5730512565,233,464,5730512537,152,,5730512531,13,,5730512535,56,Center,5730512533,294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815342933,464,4,2,55,52,bd4qakf7j0wwie8wke9km7uj8,0,46.8,53.0,2025-05-16T18:12:21.454Z,2025-05-16T18:12:30Z,em0yawcqyqwf53hbj0zlz4duc,A. Halsgaard,,,5730512295,56,Back,5730512291,13,,5730512577,233,574,5730512293,294,,5730512299,285,,5730512297,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815343099,575,1,2,56,8,aqtkb4mgrz8c6iqfufj6qjbv9,1,51.2,55.2,2025-05-16T18:12:37.178Z,2025-05-16T19:14:46Z,2tcdx5rp7vujnlid4oqqxdogk,M. Due Grandt,,,5730513089,140,51.0,5730513085,152,,5730513093,212,7.6,5730513087,56,Center,5730513095,213,4.68,5730513083,5,,5730513091,141,44.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815343183,576,1,2,56,8,aqtkb4mgrz8c6iqfufj6qjbv9,1,55.1,46.0,2025-05-16T18:12:38.074Z,2025-05-16T18:12:45Z,5dlh0fa9yo6z283w9p58xmnoq,N. Schmidt,,,5730513587,141,62.0,5730513583,56,Center,5730513591,213,0.81,5730513589,212,15.0,5730513585,140,64.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815343217,577,1,2,56,15,aqtkb4mgrz8c6iqfufj6qjbv9,1,63.3,79.6,2025-05-16T18:12:44.979Z,2025-05-16T18:12:48Z,e0u730to91qqtvvx16uhajz10,S. Jalaei,,,5730513837,213,4.36,5730513829,141,65.1,5730513833,212,10.5,5730513825,140,59.8,5730513823,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815343273,578,1,2,56,19,aqtkb4mgrz8c6iqfufj6qjbv9,1,61.1,63.0,2025-05-16T18:12:48.243Z,2025-05-16T18:12:53Z,2tcdx5rp7vujnlid4oqqxdogk,M. Due Grandt,,,5730514115,140,71.0,5730514123,1,,5730514121,213,4.99,5730514113,56,Right,5730514119,212,38.3,5730514117,141,8.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815343289,579,1,2,56,24,aqtkb4mgrz8c6iqfufj6qjbv9,1,70.2,12.8,2025-05-16T18:12:53.210Z,2025-05-16T18:12:55Z,81gka3mi69fh8gyehyy8xo9as,C. Allen,,,5730514207,140,60.7,5730514213,213,2.18,5730514209,141,33.7,5730514211,212,17.4,5730514205,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815343313,580,1,2,56,26,aqtkb4mgrz8c6iqfufj6qjbv9,1,60.7,33.7,2025-05-16T18:12:55.306Z,2025-05-16T18:12:58Z,2tcdx5rp7vujnlid4oqqxdogk,M. Due Grandt,,,5730514365,56,Center,5730514371,212,14.6,5730514369,141,51.3,5730514373,213,2.18,5730514367,140,52.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815343333,581,1,2,56,28,aqtkb4mgrz8c6iqfufj6qjbv9,1,52.7,51.3,2025-05-16T18:12:58.129Z,2025-05-16T18:13:00Z,559w0q3q2smb3aeotyi724s9g,W. Glindtvad,,,5730514547,213,1.55,5730514543,141,67.8,5730514539,56,Center,5730514545,212,11.2,5730514541,140,52.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815343341,582,1,2,56,31,aqtkb4mgrz8c6iqfufj6qjbv9,1,51.1,70.5,2025-05-16T18:13:00.306Z,2025-05-16T18:13:01Z,9350utk4onh2hv5jznxqpkd7t,R. Møller,,,5730514609,140,63.8,5730514611,141,68.5,5730514615,213,6.18,5730514607,56,Center,5730514613,212,13.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815343347,583,1,2,56,32,aqtkb4mgrz8c6iqfufj6qjbv9,1,65.0,68.5,2025-05-16T18:13:01.250Z,2025-05-16T18:13:02Z,e0u730to91qqtvvx16uhajz10,S. Jalaei,,,5730514645,213,3.15,5730514641,141,68.4,5730514675,156,,5730514643,212,10.1,5730514639,140,55.4,5730514637,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815343397,584,1,2,56,34,aqtkb4mgrz8c6iqfufj6qjbv9,1,55.3,80.0,2025-05-16T18:13:03.937Z,2025-05-16T18:13:06Z,5dlh0fa9yo6z283w9p58xmnoq,N. Schmidt,,,5730514913,212,7.7,5730514907,56,Left,5730514915,213,1.71,5730514911,141,91.2,5730514909,140,54.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815343441,585,1,2,56,36,aqtkb4mgrz8c6iqfufj6qjbv9,1,47.3,94.7,2025-05-16T18:13:05.929Z,2025-05-16T18:13:09Z,9350utk4onh2hv5jznxqpkd7t,R. Møller,,,5730515147,213,5.97,5730515143,141,88.7,5730515145,212,13.2,5730515139,56,Left,5730515141,140,59.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815343455,586,1,2,56,40,aqtkb4mgrz8c6iqfufj6qjbv9,1,60.1,88.3,2025-05-16T18:13:09.529Z,2025-05-16T18:13:12Z,5dlh0fa9yo6z283w9p58xmnoq,N. Schmidt,,,5730515275,212,17.1,5730515271,140,44.1,5730515269,56,Back,5730515277,213,2.97,5730515273,141,92.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815343509,587,1,2,56,43,aqtkb4mgrz8c6iqfufj6qjbv9,1,44.5,92.4,2025-05-16T18:13:12.281Z,2025-05-16T18:13:18Z,9350utk4onh2hv5jznxqpkd7t,R. Møller,,,5730515551,213,3.60,5730515543,56,Back,5730515545,140,37.2,5730515547,141,86.8,5730515549,212,8.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815343565,588,1,2,56,48,aqtkb4mgrz8c6iqfufj6qjbv9,1,40.8,70.3,2025-05-16T18:13:18.042Z,2025-05-16T18:13:23Z,5dlh0fa9yo6z283w9p58xmnoq,N. Schmidt,,,5730515895,212,32.1,5730515899,1,,5730515891,140,49.1,5730515889,56,Back,5730515897,213,4.99,5730515893,141,24.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815343639,589,1,2,56,53,aqtkb4mgrz8c6iqfufj6qjbv9,1,58.1,20.1,2025-05-16T18:13:23.113Z,2025-05-16T18:13:30Z,81gka3mi69fh8gyehyy8xo9as,C. Allen,,,5730516289,212,12.7,5730516285,140,55.0,5730516287,141,38.2,5730516291,213,1.83,5730516283,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815343659,590,1,2,57,0,aqtkb4mgrz8c6iqfufj6qjbv9,1,62.9,47.2,2025-05-16T18:13:29.881Z,2025-05-16T18:13:32Z,5dlh0fa9yo6z283w9p58xmnoq,N. Schmidt,,,5730516409,56,Center,5730516411,140,56.7,5730516419,213,1.90,5730516413,141,75.6,5730516417,212,20.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815343701,591,1,2,57,3,aqtkb4mgrz8c6iqfufj6qjbv9,1,56.7,74.7,2025-05-16T18:13:32.296Z,2025-05-16T18:13:35Z,9350utk4onh2hv5jznxqpkd7t,R. Møller,,,5730516625,141,66.0,5730516621,56,Center,5730516623,140,69.4,5730516629,213,5.87,5730516627,212,14.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815343703,592,61,2,57,4,aqtkb4mgrz8c6iqfufj6qjbv9,0,70.0,65.8,2025-05-16T18:13:33.633Z,2025-05-16T18:15:59Z,1n4eldqa7h9jvcx1693zqu06i,T. Arndal,,,5730516633,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815343711,466,1,2,57,6,bd4qakf7j0wwie8wke9km7uj8,1,25.2,18.9,2025-05-16T18:13:35.477Z,2025-05-16T18:13:36Z,duvhbifjh37mvlm46akiy431m,M. Juhl,,,5730516669,141,15.8,5730516671,212,8.1,5730516665,56,Back,5730516667,140,32.6,5730516673,213,6.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815343715,467,61,2,57,7,bd4qakf7j0wwie8wke9km7uj8,0,32.7,15.8,2025-05-16T18:13:36.734Z,2025-05-16T18:13:37Z,1el3mu4rgcx8tebrawgfvynf8,S. Baskaya,,,5730516685,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
