id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,assist,keyPass,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/8/value,qualifier/10/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value
2785223907,915,1,2,55,51,b2vft81kyjurzbmekvgrqwr64,1,77.0,31.2,2025-03-08T13:14:02.595Z,2025-03-08T14:00:02Z,e19g5bz7s9wqcvj8mttztxi0a,O. Klitten,,,5564742331,212,37.5,5564742319,56,Center,5564742423,1,,5564742323,140,54.1,5564742327,141,73.5,5564742333,213,2.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785190989,522,1,2,55,52,b2vft81kyjurzbmekvgrqwr64,1,61.6,48.5,2025-03-08T13:14:04.320Z,2025-03-08T13:59:57Z,b0yv1pcxifawqx6r1cfqq3otm,Z. Hyltoft,,,5564576135,56,Center,5564576143,213,4.46,5564576137,140,58.6,5564576139,141,30.4,5564576141,212,12.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785191079,523,1,2,55,56,b2vft81kyjurzbmekvgrqwr64,1,58.6,30.4,2025-03-08T13:14:08.506Z,2025-03-08T14:01:15Z,cflwegqpzch8y30pb3dhigqnd,E. Søgaard,,,5564576605,213,5.79,5564576597,56,Center,5564576599,140,66.5,5564576603,212,9.4,5564576601,141,23.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785191097,526,1,2,56,0,b2vft81kyjurzbmekvgrqwr64,1,65.7,18.4,2025-03-08T13:14:12.064Z,2025-03-08T14:00:40Z,ea2x4o6ufsqoz2zz7tqcnvo16,L. Klitten,,,5564745341,140,72.8,5564745347,213,0.78,5564745339,56,Center,5564745343,141,29.3,5564745345,212,10.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785191091,525,1,2,56,1,b2vft81kyjurzbmekvgrqwr64,1,76.9,28.0,2025-03-08T13:14:12.930Z,2025-03-08T14:00:44Z,9xub4z9b3bog8wqhn5yfihecp,M. Pedersen,,,5564744601,212,11.6,5564744599,141,22.9,5564744597,140,66.4,5564744775,156,,5564744603,213,3.45,5564744595,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785191083,524,61,2,56,2,b2vft81kyjurzbmekvgrqwr64,0,66.5,23.9,2025-03-08T13:14:14.185Z,2025-03-08T13:14:14Z,ea2x4o6ufsqoz2zz7tqcnvo16,L. Klitten,,,5564576619,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785191063,470,61,2,56,3,a9vw7ikerpr4cuweeeka5aneg,0,27.5,66.4,2025-03-08T13:14:14.969Z,2025-03-08T14:30:05Z,81w1fqi66z0ibawynhraybaxg,S. Ngabo,,,5564576531,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785224695,916,61,2,56,4,b2vft81kyjurzbmekvgrqwr64,1,73.7,33.3,2025-03-08T13:14:15.595Z,2025-03-08T14:30:07Z,9xub4z9b3bog8wqhn5yfihecp,M. Pedersen,,,5564746571,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785191135,527,1,2,56,5,b2vft81kyjurzbmekvgrqwr64,1,85.7,15.2,2025-03-08T13:14:17.584Z,2025-03-08T13:14:18Z,efubck8twu1elbhlomltnjjtg,R. Gyamfi,,,5564576859,140,83.6,5564576863,212,6.0,5564576857,56,Right,5564576861,141,7.0,5564576865,213,4.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785191187,528,1,2,56,6,b2vft81kyjurzbmekvgrqwr64,1,83.6,7.0,2025-03-08T13:14:18.480Z,2025-03-08T13:14:22Z,cflwegqpzch8y30pb3dhigqnd,E. Søgaard,,,5564577133,141,26.5,5564577137,213,2.12,5564577135,212,15.6,5564577129,56,Center,5564577131,140,75.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785191193,529,1,2,56,10,b2vft81kyjurzbmekvgrqwr64,0,77.6,33.1,2025-03-08T13:14:21.809Z,2025-03-08T13:14:22Z,9xub4z9b3bog8wqhn5yfihecp,M. Pedersen,,,5564577165,141,41.2,5564577169,213,1.70,5564577161,56,Center,5564577167,212,5.6,5564577163,140,76.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785191195,471,61,2,56,10,a9vw7ikerpr4cuweeeka5aneg,1,13.0,55.1,2025-03-08T13:14:22.570Z,2025-03-08T13:14:22Z,5w0giylttgiapseaw6qky0mxg,F. Christensen,,,5564577181,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785191279,472,12,2,56,14,a9vw7ikerpr4cuweeeka5aneg,1,14.3,48.4,2025-03-08T13:14:25.968Z,2025-03-08T13:14:28Z,6k7khwtkxpem9z17bl5rrf2p6,E. Frederiksen,,,5564577599,141,60.9,5564577597,140,44.2,5564577595,56,Back,5564577601,212,32.5,5564577603,213,0.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785191395,530,1,2,56,20,b2vft81kyjurzbmekvgrqwr64,1,60.6,21.9,2025-03-08T13:14:31.736Z,2025-03-08T13:14:35Z,6bv0j0ezhh9u5u5hqz64p790q,M. Jacobsen,,,5564578295,56,Back,5564578301,212,21.8,5564578299,141,37.6,5564578303,213,2.63,5564578297,140,42.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785191499,531,1,2,56,28,b2vft81kyjurzbmekvgrqwr64,1,45.8,41.3,2025-03-08T13:14:39.824Z,2025-03-08T13:14:41Z,b0yv1pcxifawqx6r1cfqq3otm,Z. Hyltoft,,,5564578795,140,56.6,5564578801,213,0.00,5564578793,56,Center,5564578799,212,11.3,5564578797,141,41.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785191553,532,1,2,56,29,b2vft81kyjurzbmekvgrqwr64,1,54.9,41.6,2025-03-08T13:14:41.279Z,2025-03-08T13:14:45Z,cflwegqpzch8y30pb3dhigqnd,E. Søgaard,,,5564579115,141,22.8,5564579113,140,41.2,5564579117,212,19.2,5564579119,213,3.87,5564579111,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785191685,533,1,2,56,34,b2vft81kyjurzbmekvgrqwr64,1,41.2,22.8,2025-03-08T13:14:45.719Z,2025-03-08T13:14:54Z,6bv0j0ezhh9u5u5hqz64p790q,M. Jacobsen,,,5564579701,56,Back,5564579711,1,,5564579703,140,16.5,5564579709,213,2.43,5564579707,212,34.2,5564579705,141,55.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785191731,534,1,2,56,42,b2vft81kyjurzbmekvgrqwr64,1,17.5,52.4,2025-03-08T13:14:54.304Z,2025-03-08T13:14:57Z,9yxhg70gpwi3e9s84c8qwg0yx,J. Dakir,,,5564579913,213,5.77,5564579911,212,13.4,5564579907,140,28.6,5564579909,141,42.7,5564579905,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785191785,535,1,2,56,45,b2vft81kyjurzbmekvgrqwr64,1,26.5,41.9,2025-03-08T13:14:57.552Z,2025-03-08T13:15:00Z,6bv0j0ezhh9u5u5hqz64p790q,M. Jacobsen,,,5564580213,56,Back,5564580219,212,13.9,5564580217,141,21.5,5564580223,213,4.77,5564580215,140,27.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785191839,536,1,2,56,48,b2vft81kyjurzbmekvgrqwr64,1,27.2,21.5,2025-03-08T13:15:00.256Z,2025-03-08T13:15:04Z,cflwegqpzch8y30pb3dhigqnd,E. Søgaard,,,5564580485,212,12.5,5564580487,213,5.59,5564580477,56,Back,5564580479,140,36.4,5564580481,141,9.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785191861,537,1,2,56,52,b2vft81kyjurzbmekvgrqwr64,1,36.4,9.8,2025-03-08T13:15:03.951Z,2025-03-08T14:01:38Z,ea2x4o6ufsqoz2zz7tqcnvo16,L. Klitten,,,5564580601,140,31.8,5564580605,212,11.9,5564580599,56,Back,5564580607,213,1.99,5564580603,141,25.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785191933,538,1,2,56,53,b2vft81kyjurzbmekvgrqwr64,1,32.6,25.8,2025-03-08T13:15:05.295Z,2025-03-08T14:01:36Z,e19g5bz7s9wqcvj8mttztxi0a,O. Klitten,,,5564580965,213,3.49,5564580961,141,15.6,5564580963,212,20.4,5564580959,140,14.3,5564580957,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785191965,539,1,2,56,59,b2vft81kyjurzbmekvgrqwr64,1,17.9,17.6,2025-03-08T13:15:11.176Z,2025-03-08T13:15:12Z,cflwegqpzch8y30pb3dhigqnd,E. Søgaard,,,5564581131,141,68.4,5564581133,212,35.0,5564581137,1,,5564581135,213,1.72,5564581127,56,Back,5564581129,140,12.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785191995,540,1,2,57,1,b2vft81kyjurzbmekvgrqwr64,1,12.8,68.4,2025-03-08T13:15:12.791Z,2025-03-08T13:15:14Z,6bv0j0ezhh9u5u5hqz64p790q,M. Jacobsen,,,5564581281,141,44.5,5564581283,212,16.7,5564581277,56,Back,5564581279,140,9.2,5564581285,213,4.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785192033,541,1,2,57,3,b2vft81kyjurzbmekvgrqwr64,0,9.2,44.3,2025-03-08T13:15:14.679Z,2025-03-08T14:38:34Z,9yxhg70gpwi3e9s84c8qwg0yx,J. Dakir,,,5564581489,141,13.1,5564581491,212,25.5,5564581483,56,Back,5564581493,213,5.30,5564581485,140,22.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785192171,473,5,2,57,5,a9vw7ikerpr4cuweeeka5aneg,1,76.9,101.8,2025-03-08T13:15:17.160Z,2025-03-08T14:16:26Z,81w1fqi66z0ibawynhraybaxg,S. Ngabo,,,5564582197,56,Left,5564582199,347,,5564582219,233,542,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785192043,542,5,2,57,5,b2vft81kyjurzbmekvgrqwr64,0,23.1,-1.8,2025-03-08T13:15:17.160Z,2025-03-08T14:16:27Z,cflwegqpzch8y30pb3dhigqnd,E. Søgaard,,,5564581567,347,,5564582261,233,473,5564581565,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785192201,474,1,2,57,16,a9vw7ikerpr4cuweeeka5aneg,1,70.2,100.0,2025-03-08T13:15:27.847Z,2025-03-08T13:15:30Z,eso2tbbpnxu9qvx6zy07m5jx0,J. Madsen,,,5564582365,140,56.4,5564582393,189,,5564582363,56,Left,5564582369,212,16.6,5564582371,213,3.65,5564582367,141,89.7,5564582361,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785192233,475,1,2,57,18,a9vw7ikerpr4cuweeeka5aneg,1,56.4,89.7,2025-03-08T13:15:30.376Z,2025-03-08T13:15:31Z,4i0jiisff5k1efcgf27skpqfo,F. Roslyng,,,5564582537,213,0.17,5564582533,141,92.0,5564582529,56,Left,5564582535,212,9.3,5564582531,140,65.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785192285,476,1,2,57,19,a9vw7ikerpr4cuweeeka5aneg,1,65.1,92.0,2025-03-08T13:15:31.463Z,2025-03-08T13:15:34Z,eso2tbbpnxu9qvx6zy07m5jx0,J. Madsen,,,5564582821,140,47.5,5564582825,212,19.5,5564582827,213,3.46,5564582819,56,Back,5564582823,141,82.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785192371,477,1,2,57,23,a9vw7ikerpr4cuweeeka5aneg,1,43.7,76.1,2025-03-08T13:15:34.816Z,2025-03-08T13:15:39Z,4i0jiisff5k1efcgf27skpqfo,F. Roslyng,,,5564583261,212,25.6,5564583263,213,4.66,5564583259,141,38.5,5564583257,140,42.4,5564583255,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785192405,478,1,2,57,27,a9vw7ikerpr4cuweeeka5aneg,1,42.4,38.5,2025-03-08T13:15:38.816Z,2025-03-08T13:15:40Z,5lu7bn7uec3zjqpoi1x81gbu1,S. Hausner,,,5564583431,140,56.0,5564583429,56,Right,5564583435,212,20.2,5564583437,213,5.50,5564583433,141,17.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785192413,479,61,2,57,29,a9vw7ikerpr4cuweeeka5aneg,0,56.5,20.1,2025-03-08T13:15:40.736Z,2025-03-08T13:15:41Z,a6ymx4wkrn260rtpb360nsiqd,M. Kallesøe,,,5564583469,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785192457,543,1,2,57,32,b2vft81kyjurzbmekvgrqwr64,0,42.3,72.9,2025-03-08T13:15:43.871Z,2025-03-08T13:15:44Z,b0yv1pcxifawqx6r1cfqq3otm,Z. Hyltoft,,,5564583691,141,100.0,5564583695,213,0.56,5564583685,157,,5564583689,140,72.1,5564583697,1,,5564583687,56,Left,5564583693,212,36.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785192677,480,5,2,57,32,a9vw7ikerpr4cuweeeka5aneg,1,29.2,-1.4,2025-03-08T13:15:44.097Z,2025-03-08T14:16:27Z,a6ymx4wkrn260rtpb360nsiqd,M. Kallesøe,,,5564584791,56,Back,5564584797,233,544,5564584793,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785192465,544,5,2,57,32,b2vft81kyjurzbmekvgrqwr64,0,70.8,101.4,2025-03-08T13:15:44.097Z,2025-03-08T14:16:27Z,b0yv1pcxifawqx6r1cfqq3otm,Z. Hyltoft,,,5564584849,233,480,5564583719,347,,5564583717,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785192751,481,1,2,57,50,a9vw7ikerpr4cuweeeka5aneg,1,37.7,0.0,2025-03-08T13:16:01.615Z,2025-03-08T13:16:05Z,a6ymx4wkrn260rtpb360nsiqd,M. Kallesøe,,,5564585125,212,24.4,5564585113,107,,5564585127,213,0.31,5564585129,1,,5564585123,141,9.7,5564585117,56,Right,5564585121,140,59.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785192761,482,44,2,57,52,a9vw7ikerpr4cuweeeka5aneg,1,64.8,9.6,2025-03-08T13:16:04.295Z,2025-03-08T14:08:13Z,3epwf56ozg73hueacwmckk0r9,S. Pingel,,,5564585443,233,545,5564585169,56,Right,5564585171,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785192735,545,44,2,57,52,b2vft81kyjurzbmekvgrqwr64,0,35.2,90.4,2025-03-08T13:16:04.296Z,2025-03-08T14:08:14Z,b0yv1pcxifawqx6r1cfqq3otm,Z. Hyltoft,,,5564585059,56,Back,5564585063,285,,5564585489,233,482,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785192789,483,1,2,57,52,a9vw7ikerpr4cuweeeka5aneg,1,59.8,9.7,2025-03-08T13:16:04.592Z,2025-03-08T14:38:40Z,3epwf56ozg73hueacwmckk0r9,S. Pingel,,,5564585321,168,,5564585357,212,11.3,5564585359,213,6.14,5564585325,140,70.5,5564585319,3,,5564585355,141,7.4,5564585323,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785192849,486,3,2,57,58,a9vw7ikerpr4cuweeeka5aneg,0,78.3,7.4,2025-03-08T13:16:10.432Z,2025-03-08T13:16:11Z,cqsc3mj8klukkgutdrpegybdg,K. Karikari,,,5564585643,211,,5564585587,56,Right,5564585591,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785192889,487,5,2,58,0,a9vw7ikerpr4cuweeeka5aneg,0,82.8,-1.6,2025-03-08T13:16:11.896Z,2025-03-08T14:16:28Z,cqsc3mj8klukkgutdrpegybdg,K. Karikari,,,5564585723,56,Right,5564586331,233,547,5564585729,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785193011,547,5,2,58,0,b2vft81kyjurzbmekvgrqwr64,1,17.2,101.6,2025-03-08T13:16:11.896Z,2025-03-08T14:16:28Z,4qyfoq5fjiochtj89w426lm21,S. Andreasen,,,5564586311,56,Back,5564586323,233,487,5564586313,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785193101,548,1,2,58,9,b2vft81kyjurzbmekvgrqwr64,1,17.0,100.0,2025-03-08T13:16:20.735Z,2025-03-08T13:16:27Z,3sog1gsk11bwwrf7l7wm2j7dg,M. Kristensen,,,5564586743,141,64.9,5564586737,107,,5564586747,213,4.61,5564586739,56,Back,5564586749,1,,5564586745,212,24.9,5564586741,140,14.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785193143,549,1,2,58,15,b2vft81kyjurzbmekvgrqwr64,1,30.5,54.9,2025-03-08T13:16:26.902Z,2025-03-08T13:16:31Z,6bv0j0ezhh9u5u5hqz64p790q,M. Jacobsen,,,5564586921,140,32.6,5564586927,213,1.27,5564586919,56,Back,5564586923,141,65.5,5564586925,212,7.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785193195,550,1,2,58,19,b2vft81kyjurzbmekvgrqwr64,1,31.7,64.9,2025-03-08T13:16:31.351Z,2025-03-08T13:16:36Z,b0yv1pcxifawqx6r1cfqq3otm,Z. Hyltoft,,,5564587213,56,Center,5564587223,1,,5564587217,141,76.9,5564587219,212,41.3,5564587215,140,70.3,5564587221,213,0.20,5564587211,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785193201,488,83,2,58,22,a9vw7ikerpr4cuweeeka5aneg,1,25.1,18.9,2025-03-08T13:16:34.518Z,2025-03-08T13:16:40Z,5lu7bn7uec3zjqpoi1x81gbu1,S. Hausner,,,5564587505,399,8q8yol44e42o9hwttlopznvh0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785193205,551,4,2,58,24,b2vft81kyjurzbmekvgrqwr64,1,72.9,79.9,2025-03-08T13:16:36.038Z,2025-03-08T13:17:28Z,8q8yol44e42o9hwttlopznvh0,M. Nielsen,,,5564587301,56,Left,5564587311,265,,5564587297,13,,5564587315,286,,5564587373,233,489,5564587307,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785193211,489,4,2,58,24,a9vw7ikerpr4cuweeeka5aneg,0,27.1,20.1,2025-03-08T13:16:36.039Z,2025-03-08T13:17:28Z,5lu7bn7uec3zjqpoi1x81gbu1,S. Hausner,,,5564587393,233,551,5564587341,152,,5564587345,285,,5564587343,265,,5564587337,13,,5564587339,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785193831,552,1,2,59,8,b2vft81kyjurzbmekvgrqwr64,0,72.3,79.7,2025-03-08T13:17:20.261Z,2025-03-08T13:17:27Z,9xub4z9b3bog8wqhn5yfihecp,M. Pedersen,,,5564590431,141,47.5,5564590421,5,,5564590439,213,5.39,5564590425,152,,5564590429,140,89.0,5564590427,56,Center,5564590435,212,28.1,5564590423,155,,5564590419,2,,,,,,,,,,,,,,,,,,,,,,,,,
2785194169,493,44,2,59,14,a9vw7ikerpr4cuweeeka5aneg,1,11.9,52.9,2025-03-08T13:17:26.071Z,2025-03-08T14:08:14Z,5lu7bn7uec3zjqpoi1x81gbu1,S. Hausner,,,5564593189,233,553,5564592073,285,,5564592071,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785193837,553,44,2,59,14,b2vft81kyjurzbmekvgrqwr64,0,88.1,47.1,2025-03-08T13:17:26.072Z,2025-03-08T14:08:15Z,b0yv1pcxifawqx6r1cfqq3otm,Z. Hyltoft,,,5564590471,56,Center,5564593221,233,493,5564590473,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785194179,494,12,2,59,14,a9vw7ikerpr4cuweeeka5aneg,1,13.4,53.4,2025-03-08T13:17:26.518Z,2025-03-08T14:38:46Z,5lu7bn7uec3zjqpoi1x81gbu1,S. Hausner,,,5564592153,213,0.59,5564592143,56,Back,5564592149,141,70.8,5564592145,140,30.3,5564593527,15,,5564592151,212,21.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785193905,491,1,2,59,18,a9vw7ikerpr4cuweeeka5aneg,1,22.4,76.7,2025-03-08T13:17:30.247Z,2025-03-08T13:17:33Z,81w1fqi66z0ibawynhraybaxg,S. Ngabo,,,5564590777,140,15.4,5564590779,141,88.3,5564590781,212,10.8,5564590775,56,Back,5564590783,213,2.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785193969,492,1,2,59,21,a9vw7ikerpr4cuweeeka5aneg,0,15.4,89.3,2025-03-08T13:17:32.887Z,2025-03-08T13:17:36Z,eso2tbbpnxu9qvx6zy07m5jx0,J. Madsen,,,5564591041,141,27.7,5564591045,213,5.59,5564591035,157,,5564591039,140,63.5,5564591047,1,,5564591037,56,Center,5564591043,212,65.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785194027,555,1,2,59,26,b2vft81kyjurzbmekvgrqwr64,1,32.8,77.8,2025-03-08T13:17:38.142Z,2025-03-08T13:17:42Z,3sog1gsk11bwwrf7l7wm2j7dg,M. Kristensen,,,5564591313,140,16.2,5564591319,213,3.86,5564591311,56,Back,5564591317,212,23.1,5564591315,141,55.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785194089,556,1,2,59,30,b2vft81kyjurzbmekvgrqwr64,1,12.6,53.0,2025-03-08T13:17:41.837Z,2025-03-08T13:17:47Z,9yxhg70gpwi3e9s84c8qwg0yx,J. Dakir,,,5564591651,56,Back,5564591653,140,28.4,5564591657,212,19.4,5564591659,213,5.74,5564591655,141,38.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785194109,557,1,2,59,36,b2vft81kyjurzbmekvgrqwr64,1,25.3,41.6,2025-03-08T13:17:47.613Z,2025-03-08T13:17:48Z,6bv0j0ezhh9u5u5hqz64p790q,M. Jacobsen,,,5564591731,140,40.8,5564591733,141,56.6,5564591737,213,0.56,5564591735,212,19.2,5564591729,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785194133,558,1,2,59,37,b2vft81kyjurzbmekvgrqwr64,1,40.8,56.6,2025-03-08T13:17:48.614Z,2025-03-08T13:17:51Z,9xub4z9b3bog8wqhn5yfihecp,M. Pedersen,,,5564591865,140,29.3,5564591863,56,Back,5564591869,212,16.1,5564591871,213,3.87,5564591867,141,40.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785194157,559,1,2,59,39,b2vft81kyjurzbmekvgrqwr64,1,29.1,40.4,2025-03-08T13:17:51.357Z,2025-03-08T13:17:53Z,6bv0j0ezhh9u5u5hqz64p790q,M. Jacobsen,,,5564592039,212,17.6,5564592037,141,37.1,5564592033,56,Back,5564592035,140,45.7,5564592041,213,6.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785194225,560,1,2,59,41,b2vft81kyjurzbmekvgrqwr64,1,45.7,37.1,2025-03-08T13:17:52.989Z,2025-03-08T13:27:42Z,b0yv1pcxifawqx6r1cfqq3otm,Z. Hyltoft,,,5564592393,141,16.7,5564592389,56,Right,5564592397,213,5.39,5564592395,212,17.8,5564592391,140,56.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785194281,561,1,2,59,46,b2vft81kyjurzbmekvgrqwr64,1,56.3,16.7,2025-03-08T13:17:57.717Z,2025-03-08T13:27:44Z,e19g5bz7s9wqcvj8mttztxi0a,O. Klitten,,,5564592653,141,12.5,5564592657,213,5.99,5564592649,56,Right,5564592655,212,9.8,5564592651,140,65.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785194331,562,1,2,59,50,b2vft81kyjurzbmekvgrqwr64,0,63.4,10.3,2025-03-08T13:18:02.101Z,2025-03-08T13:27:45Z,ea2x4o6ufsqoz2zz7tqcnvo16,L. Klitten,,,5564592953,56,Center,5564592961,213,0.42,5564592957,141,31.3,5564592959,212,35.2,5564592955,140,94.0,5564592965,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785194309,495,12,2,59,53,a9vw7ikerpr4cuweeeka5aneg,1,9.1,64.2,2025-03-08T13:18:04.685Z,2025-03-08T13:18:06Z,4i0jiisff5k1efcgf27skpqfo,F. Roslyng,,,5564592825,141,87.7,5564592823,140,0.0,5564592829,213,2.17,5564592827,212,19.3,5564592821,56,Back,5564592865,167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785194313,496,6,2,59,53,a9vw7ikerpr4cuweeeka5aneg,0,1.5,80.6,2025-03-08T13:18:05.383Z,2025-03-08T14:07:34Z,4i0jiisff5k1efcgf27skpqfo,F. Roslyng,,,5564594029,233,563,5564593965,73,,5564593963,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785194353,563,6,2,59,53,b2vft81kyjurzbmekvgrqwr64,1,98.5,19.4,2025-03-08T13:18:05.383Z,2025-03-08T14:07:34Z,ea2x4o6ufsqoz2zz7tqcnvo16,L. Klitten,,,5564593175,75,,5564594021,233,496,5564593173,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785194529,564,1,2,60,12,b2vft81kyjurzbmekvgrqwr64,1,99.5,0.5,2025-03-08T13:18:24.116Z,2025-03-08T13:18:26Z,ea2x4o6ufsqoz2zz7tqcnvo16,L. Klitten,,,5564593931,141,24.6,5564593935,213,2.25,5564593929,140,87.0,5564593927,56,Center,5564593925,6,,5564593933,212,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785194533,565,1,2,60,13,b2vft81kyjurzbmekvgrqwr64,1,87.0,24.6,2025-03-08T13:18:25.061Z,2025-03-08T13:18:26Z,efubck8twu1elbhlomltnjjtg,R. Gyamfi,,,5564593945,56,Right,5564593977,156,,5564593953,141,14.0,5564593957,212,7.2,5564593959,213,4.77,5564593949,140,87.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
