id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/9/value,qualifier/11/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/12/value,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId
2815650801,444,1,1,41,9,b8oqgvx1ijeyn6y1cn6929ix4,1,17.5,70.6,2025-05-17T12:42:56.837Z,2025-05-17T12:43:05Z,b55jtl3ixolidn6cvc4t90efo,J. Vadstrup,,,5732219665,140,11.4,5732219667,141,35.5,5732219663,56,Back,5732219669,212,24.7,5732219671,213,4.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815650815,445,1,1,41,17,b8oqgvx1ijeyn6y1cn6929ix4,1,26.7,29.1,2025-05-17T12:43:04.789Z,2025-05-17T12:43:07Z,3xz0h3d6r2qgmv9egms8yaz56,C. Vestergaard,,,5732219745,141,11.7,5732219747,212,12.1,5732219743,140,28.9,5732219741,56,Back,5732219749,213,4.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815650817,446,1,1,41,20,b8oqgvx1ijeyn6y1cn6929ix4,0,25.5,10.3,2025-05-17T12:43:07.869Z,2025-05-17T12:43:08Z,9delpquqv81o7ftrgefb0wpp0,L. Callø,,,5732219761,141,27.6,5732219763,212,58.1,5732219755,157,,5732219767,1,,5732219759,140,79.7,5732219757,56,Center,5732219765,213,0.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815650845,327,1,1,41,25,dbl7ir1qugqz8nvp1vzn8im50,1,24.7,63.1,2025-05-17T12:43:12.536Z,2025-05-17T12:43:14Z,2g019dl7zougqjo7usig0rf11,M. Hansen,,,5732219899,140,30.3,5732219905,213,0.92,5732219897,56,Back,5732219901,141,74.5,5732219903,212,9.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815650865,328,1,1,41,27,dbl7ir1qugqz8nvp1vzn8im50,1,31.8,73.9,2025-05-17T12:43:14.512Z,2025-05-17T12:43:17Z,ev2s21ogvpjtata4fndi868ve,J. Gomez,,,5732220007,140,30.0,5732220013,213,4.64,5732220011,212,27.4,5732220009,141,33.7,5732220005,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815650875,329,1,1,41,30,dbl7ir1qugqz8nvp1vzn8im50,1,30.2,33.9,2025-05-17T12:43:17.408Z,2025-05-17T12:43:19Z,4n002w0ii1wqwx8t5xc1bzf2s,J. Berthel Askou,,,5732220065,140,35.1,5732220067,141,10.0,5732220071,213,5.02,5732220069,212,17.0,5732220063,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815650879,330,1,1,41,32,dbl7ir1qugqz8nvp1vzn8im50,1,34.8,10.3,2025-05-17T12:43:19.712Z,2025-05-17T12:43:22Z,e42jh6bbwn4aybdnysonrvutx,L. Owusu,,,5732220105,56,Back,5732220109,141,8.2,5732220113,213,6.18,5732220111,212,14.4,5732220107,140,48.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815650899,331,1,1,41,35,dbl7ir1qugqz8nvp1vzn8im50,1,43.1,10.0,2025-05-17T12:43:22.504Z,2025-05-17T12:43:26Z,5wmik73cqursg7sv3w14ue5pm,L. Deedson,,,5732220235,213,2.61,5732220227,56,Back,5732220231,141,26.2,5732220233,212,21.6,5732220229,140,25.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815650913,332,1,1,41,38,dbl7ir1qugqz8nvp1vzn8im50,1,25.4,26.2,2025-05-17T12:43:25.872Z,2025-05-17T12:43:29Z,4n002w0ii1wqwx8t5xc1bzf2s,J. Berthel Askou,,,5732220313,141,45.2,5732220311,140,9.6,5732220315,212,21.0,5732220309,56,Back,5732220317,213,2.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815650925,333,1,1,41,41,dbl7ir1qugqz8nvp1vzn8im50,1,9.6,45.2,2025-05-17T12:43:28.856Z,2025-05-17T12:43:33Z,2g019dl7zougqjo7usig0rf11,M. Hansen,,,5732220385,213,1.16,5732220377,56,Back,5732220383,212,31.1,5732220379,140,21.3,5732220381,141,87.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815650931,334,1,1,41,45,dbl7ir1qugqz8nvp1vzn8im50,1,21.4,87.1,2025-05-17T12:43:32.801Z,2025-05-17T12:43:34Z,bxamae8lo647u6k3kruigir8q,A. Sørensen,,,5732220423,213,5.94,5732220421,212,41.0,5732220415,56,Center,5732220419,141,66.7,5732220417,140,58.1,5732220413,155,,5732220425,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815650955,335,1,1,41,47,dbl7ir1qugqz8nvp1vzn8im50,0,58.1,66.7,2025-05-17T12:43:34.593Z,2025-05-17T12:43:37Z,axyrfq1u8nwcj2ss5498u8qhg,L. Kjerrumgaard,,,5732220519,141,83.6,5732220513,3,,5732220517,140,86.4,5732220515,56,Left,5732220521,212,31.9,5732220523,213,0.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815650965,448,1,1,41,49,b8oqgvx1ijeyn6y1cn6929ix4,1,19.7,14.9,2025-05-17T12:43:36.918Z,2025-05-17T12:43:39Z,9delpquqv81o7ftrgefb0wpp0,L. Callø,,,5732220573,213,2.08,5732220571,212,22.2,5732220561,56,Back,5732220563,140,9.3,5732220567,141,43.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815650979,449,1,1,41,52,b8oqgvx1ijeyn6y1cn6929ix4,1,8.0,44.9,2025-05-17T12:43:39.413Z,2025-05-17T12:43:42Z,6sdv4s8oz558wfhx72vwlpvu2,L. Moser,,,5732220675,141,36.7,5732220679,213,5.79,5732220677,212,11.8,5732220673,140,17.9,5732220671,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815650989,450,1,1,41,55,b8oqgvx1ijeyn6y1cn6929ix4,1,17.6,33.0,2025-05-17T12:43:42.197Z,2025-05-17T12:43:45Z,3xz0h3d6r2qgmv9egms8yaz56,C. Vestergaard,,,5732220725,213,4.37,5732220719,140,12.6,5732220717,56,Back,5732220723,212,15.8,5732220721,141,11.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815651009,451,1,1,41,58,b8oqgvx1ijeyn6y1cn6929ix4,1,13.0,10.7,2025-05-17T12:43:45.165Z,2025-05-17T12:43:51Z,9delpquqv81o7ftrgefb0wpp0,L. Callø,,,5732220849,141,30.9,5732220847,140,5.9,5732220845,56,Back,5732220853,213,2.07,5732220851,212,15.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815651039,452,1,1,42,3,b8oqgvx1ijeyn6y1cn6929ix4,1,21.8,34.5,2025-05-17T12:43:50.869Z,2025-05-17T12:43:58Z,3xz0h3d6r2qgmv9egms8yaz56,C. Vestergaard,,,5732221015,141,57.3,5732221017,212,18.0,5732221013,140,13.1,5732221011,56,Back,5732221019,213,2.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815651049,453,1,1,42,11,b8oqgvx1ijeyn6y1cn6929ix4,1,18.7,57.0,2025-05-17T12:43:58.413Z,2025-05-17T12:44:01Z,6sdv4s8oz558wfhx72vwlpvu2,L. Moser,,,5732221105,212,10.1,5732221107,213,4.67,5732221103,141,42.1,5732221101,140,18.3,5732221099,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815651059,454,1,1,42,14,b8oqgvx1ijeyn6y1cn6929ix4,1,19.4,38.2,2025-05-17T12:44:01.344Z,2025-05-17T12:44:04Z,3xz0h3d6r2qgmv9egms8yaz56,C. Vestergaard,,,5732221155,212,18.4,5732221149,56,Back,5732221157,213,1.89,5732221153,141,63.9,5732221151,140,13.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815651069,455,1,1,42,17,b8oqgvx1ijeyn6y1cn6929ix4,1,11.6,68.8,2025-05-17T12:44:04.029Z,2025-05-17T12:44:07Z,6sdv4s8oz558wfhx72vwlpvu2,L. Moser,,,5732221261,213,1.13,5732221257,141,93.9,5732221255,140,19.3,5732221253,56,Back,5732221259,212,18.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815651091,456,1,1,42,20,b8oqgvx1ijeyn6y1cn6929ix4,0,19.3,93.8,2025-05-17T12:44:07.645Z,2025-05-17T12:44:11Z,b55jtl3ixolidn6cvc4t90efo,J. Vadstrup,,,5732221385,157,,5732221387,56,Left,5732221397,1,,5732221395,213,6.18,5732221391,141,85.0,5732221389,140,72.5,5732221393,212,56.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815651093,336,12,1,42,25,dbl7ir1qugqz8nvp1vzn8im50,1,23.6,29.7,2025-05-17T12:44:12.344Z,2025-05-17T12:44:15Z,4n002w0ii1wqwx8t5xc1bzf2s,J. Berthel Askou,,,5732221409,140,39.6,5732221415,213,6.04,5732221419,15,,5732221407,56,Back,5732221413,212,17.3,5732221411,141,23.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815651105,337,1,1,42,27,dbl7ir1qugqz8nvp1vzn8im50,0,39.6,23.7,2025-05-17T12:44:14.905Z,2025-05-17T12:59:33Z,19wdr5lrjw3aqm0ap9nklwefo,Y. Bojang,,,5732221493,157,,5732221499,141,22.4,5732221501,212,35.9,5732221503,213,6.26,5732221505,1,,5732221495,56,Center,5732221497,140,73.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815651117,457,1,1,42,33,b8oqgvx1ijeyn6y1cn6929ix4,1,27.3,83.3,2025-05-17T12:44:20.285Z,2025-05-17T12:44:21Z,b55jtl3ixolidn6cvc4t90efo,J. Vadstrup,,,5732221567,140,9.1,5732221565,56,Back,5732221573,213,3.72,5732221571,212,22.8,5732221569,141,64.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815651135,458,1,1,42,34,b8oqgvx1ijeyn6y1cn6929ix4,1,8.4,60.8,2025-05-17T12:44:21.556Z,2025-05-17T12:44:24Z,6sdv4s8oz558wfhx72vwlpvu2,L. Moser,,,5732221665,56,Back,5732221667,140,17.3,5732221669,141,50.7,5732221671,212,11.6,5732221673,213,5.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815651143,459,1,1,42,37,b8oqgvx1ijeyn6y1cn6929ix4,1,18.9,51.0,2025-05-17T12:44:24.301Z,2025-05-17T12:44:27Z,3xz0h3d6r2qgmv9egms8yaz56,C. Vestergaard,,,5732221749,141,90.3,5732221745,56,Back,5732221747,140,24.5,5732221751,212,27.4,5732221753,213,1.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815651155,460,1,1,42,39,b8oqgvx1ijeyn6y1cn6929ix4,1,26.8,88.0,2025-05-17T12:44:26.932Z,2025-05-17T12:44:32Z,b55jtl3ixolidn6cvc4t90efo,J. Vadstrup,,,5732221843,140,39.1,5732221841,56,Back,5732221849,213,0.43,5732221845,141,96.6,5732221847,212,14.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815651175,461,1,1,42,44,b8oqgvx1ijeyn6y1cn6929ix4,1,44.5,85.1,2025-05-17T12:44:31.829Z,2025-05-17T12:44:37Z,f1ba9g771s0zeel0titcj3omi,A. Njai,,,5732221959,212,20.0,5732221953,56,Left,5732221957,141,87.7,5732221955,140,63.5,5732221961,213,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815651179,462,1,1,42,50,b8oqgvx1ijeyn6y1cn6929ix4,1,63.5,87.8,2025-05-17T12:44:37.565Z,2025-05-17T13:00:07Z,8h3cyhuw5049gcxrsld3rw1ec,V. Westh,,,5732221979,141,89.7,5732221981,212,16.6,5732221983,213,3.06,5732221975,56,Back,5732221977,140,47.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815651189,463,1,1,42,52,b8oqgvx1ijeyn6y1cn6929ix4,1,47.7,89.7,2025-05-17T12:44:39.556Z,2025-05-17T12:44:40Z,f1ba9g771s0zeel0titcj3omi,A. Njai,,,5732222045,212,6.9,5732222047,213,4.73,5732222039,56,Back,5732222041,140,47.8,5732222043,141,79.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815651201,464,1,1,42,53,b8oqgvx1ijeyn6y1cn6929ix4,1,47.8,79.6,2025-05-17T12:44:40.253Z,2025-05-17T12:44:42Z,423hv4unq5vvnp7kecv6wp3is,M. Saaby,,,5732222105,141,84.4,5732222107,212,21.0,5732222109,213,0.16,5732222103,140,67.6,5732222101,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815651209,465,1,1,42,55,b8oqgvx1ijeyn6y1cn6929ix4,1,67.6,84.4,2025-05-17T12:44:42.564Z,2025-05-17T13:00:13Z,b6l4m6bmqgil9bjjov4tnuivo,C. Palm,,,5732222185,213,2.74,5732222177,56,Left,5732222183,212,19.0,5732222179,140,50.9,5732222181,141,95.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815651213,466,1,1,42,57,b8oqgvx1ijeyn6y1cn6929ix4,1,50.9,95.3,2025-05-17T12:44:44.604Z,2025-05-17T13:00:22Z,f1ba9g771s0zeel0titcj3omi,A. Njai,,,5732222217,56,Back,5732222221,141,51.6,5732222223,212,34.3,5732222227,1,,5732222225,213,4.19,5732222219,140,34.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815651221,467,1,1,43,3,b8oqgvx1ijeyn6y1cn6929ix4,1,36.1,45.2,2025-05-17T12:44:50.236Z,2025-05-17T12:44:51Z,3xz0h3d6r2qgmv9egms8yaz56,C. Vestergaard,,,5732222309,141,60.3,5732222305,56,Back,5732222313,213,0.75,5732222311,212,15.1,5732222307,140,46.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815651225,468,1,1,43,4,b8oqgvx1ijeyn6y1cn6929ix4,0,46.7,60.3,2025-05-17T12:44:51.340Z,2025-05-17T12:44:52Z,423hv4unq5vvnp7kecv6wp3is,M. Saaby,,,5732222335,213,1.10,5732222327,56,Back,5732222329,140,48.5,5732222333,212,4.1,5732222331,141,65.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815651229,340,61,1,43,7,dbl7ir1qugqz8nvp1vzn8im50,1,58.9,31.2,2025-05-17T12:44:53.955Z,2025-05-17T12:44:54Z,5wmik73cqursg7sv3w14ue5pm,L. Deedson,,,5732222353,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815651235,469,1,1,43,8,b8oqgvx1ijeyn6y1cn6929ix4,1,44.9,60.5,2025-05-17T12:44:55.804Z,2025-05-17T12:44:57Z,423hv4unq5vvnp7kecv6wp3is,M. Saaby,,,5732222381,141,71.1,5732222379,140,57.0,5732222383,212,14.6,5732222385,213,0.52,5732222377,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815651243,470,1,1,43,10,b8oqgvx1ijeyn6y1cn6929ix4,1,57.0,71.1,2025-05-17T12:44:57.221Z,2025-05-17T13:01:39Z,b6l4m6bmqgil9bjjov4tnuivo,C. Palm,,,5732222417,141,72.7,5732222415,140,41.5,5732222421,213,3.07,5732222419,212,16.3,5732222413,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815651257,471,1,1,43,12,b8oqgvx1ijeyn6y1cn6929ix4,1,39.8,71.4,2025-05-17T12:44:59.396Z,2025-05-17T12:45:00Z,b55jtl3ixolidn6cvc4t90efo,J. Vadstrup,,,5732222495,141,63.6,5732222499,213,5.29,5732222497,212,6.3,5732222493,140,43.1,5732222491,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815651271,472,1,1,43,13,b8oqgvx1ijeyn6y1cn6929ix4,1,43.1,63.6,2025-05-17T12:45:00.116Z,2025-05-17T12:45:02Z,423hv4unq5vvnp7kecv6wp3is,M. Saaby,,,5732222549,56,Back,5732222557,213,4.26,5732222555,212,14.9,5732222551,140,36.9,5732222553,141,43.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815651297,473,1,1,43,15,b8oqgvx1ijeyn6y1cn6929ix4,1,36.8,43.1,2025-05-17T12:45:02.500Z,2025-05-17T12:45:05Z,3xz0h3d6r2qgmv9egms8yaz56,C. Vestergaard,,,5732222721,212,18.2,5732222723,213,5.24,5732222715,56,Back,5732222719,141,20.0,5732222717,140,45.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815651313,474,1,1,43,18,b8oqgvx1ijeyn6y1cn6929ix4,1,51.7,10.4,2025-05-17T12:45:05.636Z,2025-05-17T12:45:07Z,9delpquqv81o7ftrgefb0wpp0,L. Callø,,,5732222811,212,18.5,5732222813,213,0.18,5732222807,140,69.0,5732222805,56,Right,5732222809,141,15.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815651317,475,1,1,43,20,b8oqgvx1ijeyn6y1cn6929ix4,0,69.0,15.3,2025-05-17T12:45:07.292Z,2025-05-17T12:45:09Z,ekx0wotp433tuaw4g93nybjmc,S. Jalal,,,5732222827,141,8.6,5732222821,168,,5732222823,56,Right,5732222825,140,69.4,5732222829,212,4.6,5732222831,213,4.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815651337,341,8,1,43,21,dbl7ir1qugqz8nvp1vzn8im50,1,30.8,83.9,2025-05-17T12:45:08.521Z,2025-05-17T13:00:04Z,1mml4inucvyomv1dcog3c1pt5,N. Mickelson,,,5732222885,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815651349,342,1,1,43,23,dbl7ir1qugqz8nvp1vzn8im50,0,30.8,83.9,2025-05-17T12:45:10.040Z,2025-05-17T13:00:00Z,1mml4inucvyomv1dcog3c1pt5,N. Mickelson,,,5732223035,286,,5732222961,141,87.2,5732222963,212,4.6,5732222959,140,34.6,5732222957,56,Back,5732223029,236,,5732223031,233,476,5732222965,213,0.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815651355,476,74,1,43,23,b8oqgvx1ijeyn6y1cn6929ix4,1,66.2,5.5,2025-05-17T12:45:10.940Z,2025-05-17T12:45:11Z,ekx0wotp433tuaw4g93nybjmc,S. Jalal,,,5732223063,233,342,5732222995,56,Right,5732222997,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815651375,477,5,1,43,24,b8oqgvx1ijeyn6y1cn6929ix4,0,70.1,-1.6,2025-05-17T12:45:11.757Z,2025-05-17T12:45:17Z,ekx0wotp433tuaw4g93nybjmc,S. Jalal,,,5732223099,347,,5732223321,233,344,5732223097,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815651429,344,5,1,43,27,dbl7ir1qugqz8nvp1vzn8im50,1,30.2,101.8,2025-05-17T12:45:14.368Z,2025-05-17T12:45:17Z,1mml4inucvyomv1dcog3c1pt5,N. Mickelson,,,5732223291,233,477,5732223271,56,Back,5732223273,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815651547,345,1,1,43,36,dbl7ir1qugqz8nvp1vzn8im50,1,29.7,100.0,2025-05-17T12:45:23.087Z,2025-05-17T12:45:27Z,bxamae8lo647u6k3kruigir8q,A. Sørensen,,,5732223975,212,36.5,5732223967,107,,5732223979,1,,5732223977,213,5.91,5732223969,56,Left,5732223971,140,62.0,5732223973,141,82.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815651551,346,61,1,43,40,dbl7ir1qugqz8nvp1vzn8im50,0,67.1,81.2,2025-05-17T12:45:27.127Z,2025-05-17T12:45:27Z,axyrfq1u8nwcj2ss5498u8qhg,L. Kjerrumgaard,,,5732224007,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815651573,479,1,1,43,41,b8oqgvx1ijeyn6y1cn6929ix4,1,27.6,12.9,2025-05-17T12:45:28.480Z,2025-05-17T12:45:29Z,9delpquqv81o7ftrgefb0wpp0,L. Callø,,,5732224069,212,13.5,5732224071,213,2.21,5732224063,56,Back,5732224065,140,19.9,5732224067,141,28.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815651591,480,1,1,43,42,b8oqgvx1ijeyn6y1cn6929ix4,1,19.9,28.8,2025-05-17T12:45:28.973Z,2025-05-17T12:45:30Z,b55jtl3ixolidn6cvc4t90efo,J. Vadstrup,,,5732224199,141,49.7,5732224201,212,20.4,5732224203,213,2.37,5732224195,56,Back,5732224197,140,5.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815651619,481,1,1,43,43,b8oqgvx1ijeyn6y1cn6929ix4,1,5.9,49.7,2025-05-17T12:45:30.748Z,2025-05-17T12:45:33Z,6sdv4s8oz558wfhx72vwlpvu2,L. Moser,,,5732224373,56,Back,5732224379,212,27.6,5732224381,213,4.71,5732224375,140,5.9,5732224377,141,9.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815651691,482,1,1,43,49,b8oqgvx1ijeyn6y1cn6929ix4,0,10.0,12.6,2025-05-17T12:45:36.012Z,2025-05-17T12:45:40Z,9delpquqv81o7ftrgefb0wpp0,L. Callø,,,5732224793,56,Center,5732224791,155,,5732224799,212,77.8,5732224801,213,0.11,5732224803,1,,5732224795,140,83.6,5732224797,141,25.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815651699,347,59,1,43,53,dbl7ir1qugqz8nvp1vzn8im50,1,19.2,70.8,2025-05-17T12:45:40.328Z,2025-05-17T12:45:41Z,2g019dl7zougqjo7usig0rf11,M. Hansen,,,5732224841,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815651715,348,12,1,43,53,dbl7ir1qugqz8nvp1vzn8im50,1,19.2,70.8,2025-05-17T12:45:40.936Z,2025-05-17T12:45:42Z,2g019dl7zougqjo7usig0rf11,M. Hansen,,,5732224905,56,Back,5732224969,167,,5732224909,141,100.0,5732224913,213,1.55,5732224911,212,20.8,5732224907,140,19.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815651921,483,5,1,43,54,b8oqgvx1ijeyn6y1cn6929ix4,1,80.0,-1.3,2025-05-17T12:45:41.012Z,2025-05-17T12:46:02Z,9delpquqv81o7ftrgefb0wpp0,L. Callø,,,5732226167,233,349,5732226081,347,,5732226079,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815651721,349,5,1,43,54,dbl7ir1qugqz8nvp1vzn8im50,0,20.2,101.2,2025-05-17T12:45:41.785Z,2025-05-17T12:46:02Z,2g019dl7zougqjo7usig0rf11,M. Hansen,,,5732226201,233,483,5732224939,347,,5732224937,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815652229,484,1,1,44,35,b8oqgvx1ijeyn6y1cn6929ix4,0,82.7,0.0,2025-05-17T12:46:22.164Z,2025-05-17T12:46:28Z,3xz0h3d6r2qgmv9egms8yaz56,C. Vestergaard,,,5732227781,107,,5732227783,56,Center,5732227787,141,66.3,5732227793,1,,5732227791,213,1.42,5732227789,212,46.3,5732227785,140,89.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815652261,351,3,1,44,43,dbl7ir1qugqz8nvp1vzn8im50,0,12.7,13.8,2025-05-17T12:46:30.351Z,2025-05-17T14:08:05Z,ev2s21ogvpjtata4fndi868ve,J. Gomez,,,5732227963,285,,5732227961,56,Back,5732228139,233,485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815652273,485,7,1,44,43,b8oqgvx1ijeyn6y1cn6929ix4,1,87.3,86.2,2025-05-17T12:46:30.352Z,2025-05-17T14:08:05Z,f1ba9g771s0zeel0titcj3omi,A. Njai,,,5732228033,56,Left,5732228035,286,,5732228077,233,351,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815652317,487,3,1,44,48,b8oqgvx1ijeyn6y1cn6929ix4,0,95.8,86.6,2025-05-17T12:46:35.115Z,2025-05-17T12:46:36Z,f1ba9g771s0zeel0titcj3omi,A. Njai,,,5732228243,56,Left,5732228271,211,,5732228245,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815652375,353,1,1,44,52,dbl7ir1qugqz8nvp1vzn8im50,1,22.7,14.7,2025-05-17T12:46:39.184Z,2025-05-17T12:46:41Z,e42jh6bbwn4aybdnysonrvutx,L. Owusu,,,5732228463,140,28.7,5732228469,212,8.9,5732228473,213,0.79,5732228465,141,24.0,5732228459,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815652393,354,1,1,44,53,dbl7ir1qugqz8nvp1vzn8im50,1,30.1,26.8,2025-05-17T12:46:40.936Z,2025-05-17T13:00:50Z,axyrfq1u8nwcj2ss5498u8qhg,L. Kjerrumgaard,,,5732228605,212,30.3,5732228599,56,Back,5732228607,213,1.66,5732228601,140,27.4,5732228603,141,71.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815653827,494,70,1,44,59,b8oqgvx1ijeyn6y1cn6929ix4,1,0.0,0.0,2025-05-17T12:46:45.950Z,2025-05-17T12:49:18Z,,,,,5732236689,277,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815652483,355,1,1,45,3,dbl7ir1qugqz8nvp1vzn8im50,1,33.7,62.9,2025-05-17T12:46:50.152Z,2025-05-17T13:00:49Z,bxamae8lo647u6k3kruigir8q,A. Sørensen,,,5732229119,140,33.6,5732229125,213,4.71,5732229117,56,Back,5732229121,141,32.4,5732229123,212,20.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
