id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/8/value,qualifier/9/value,qualifier/10/value,qualifier/13/value
2795649581,588,1,2,50,45,bd4qakf7j0wwie8wke9km7uj8,1,41.5,66.9,2025-04-04T18:10:03.711Z,2025-04-04T18:10:12Z,4rhxehi019n7z1z1m7a39w1sk,K. Nyegaard,,,5621953113,1,,5621953111,213,5.70,5621953101,155,,5621953107,141,20.6,5621953103,56,Right,5621953105,140,87.1,5621953109,212,57.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795649675,589,1,2,50,53,bd4qakf7j0wwie8wke9km7uj8,1,91.3,7.3,2025-04-04T18:10:11.848Z,2025-04-04T18:10:16Z,7h02v4ymnko5fh01iylbh34es,R. Arabaci,,,5621953809,56,Right,5621953813,141,18.0,5621953815,212,10.2,5621953811,140,84.5,5621953817,213,2.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795649687,590,1,2,50,57,bd4qakf7j0wwie8wke9km7uj8,0,86.8,15.6,2025-04-04T18:10:15.473Z,2025-04-04T19:46:17Z,duvhbifjh37mvlm46akiy431m,M. Juhl,,,5621953911,212,21.6,5621953915,213,1.79,5621953903,140,82.4,5621953907,141,46.6,5621953901,56,Center,5621953897,2,,5621953899,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795649681,450,12,2,50,58,ajtb177oqwawkdwbqhldmq6mx,1,22.6,56.4,2025-04-04T18:10:16.471Z,2025-04-04T18:10:20Z,e8vt8711wb40afht2v13omket,M. Wohlgemuth,,,5621953863,213,0.91,5621953855,140,28.7,5621953853,56,Back,5621953857,141,68.5,5621953859,212,10.4,5621953933,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795649759,451,43,2,51,2,ajtb177oqwawkdwbqhldmq6mx,1,0.0,0.0,2025-04-04T18:10:20.655Z,2025-04-04T18:10:25Z,8i0o1b8rjsab9se3v6vteqmfo,E. Nnamani,,,5621955005,144,83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795649863,591,4,2,51,4,bd4qakf7j0wwie8wke9km7uj8,1,59.8,27.2,2025-04-04T18:10:23.095Z,2025-04-04T18:10:28Z,g2cgdv428rmpmb0om40ldses,M. Lysholm,,,5621955019,233,452,5621954961,13,,5621954967,265,,5621954963,56,Center,5621954965,152,,5621954969,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795649823,452,4,2,51,4,ajtb177oqwawkdwbqhldmq6mx,0,40.2,72.8,2025-04-04T18:10:23.096Z,2025-04-04T18:10:29Z,8i0o1b8rjsab9se3v6vteqmfo,E. Nnamani,,,5621954771,152,,5621955055,233,591,5621954775,285,,5621954773,265,,5621954769,56,Back,5621954767,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795650091,592,1,2,51,12,bd4qakf7j0wwie8wke9km7uj8,1,60.4,36.1,2025-04-04T18:10:30.461Z,2025-04-04T18:10:33Z,g2cgdv428rmpmb0om40ldses,M. Lysholm,,,5621956099,5,,5621956115,213,1.94,5621956113,212,9.7,5621956111,141,49.4,5621956107,140,57.1,5621956101,152,,5621956103,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795650173,593,1,2,51,14,bd4qakf7j0wwie8wke9km7uj8,1,57.1,49.4,2025-04-04T18:10:32.904Z,2025-04-04T18:10:36Z,cf6zq49y8v1ekw07e7yi3uac,A. Maarup,,,5621956435,56,Center,5621956443,212,17.8,5621956439,140,53.9,5621956445,213,1.76,5621956441,141,75.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795650293,594,1,2,51,17,bd4qakf7j0wwie8wke9km7uj8,1,59.6,76.4,2025-04-04T18:10:35.937Z,2025-04-04T18:10:40Z,81c40rn7lrb39qu0sam8kv6dw,O. Skolnik,,,5621957051,56,Left,5621957057,212,19.6,5621957053,140,76.4,5621957055,141,89.1,5621957059,213,0.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795650369,595,1,2,51,21,bd4qakf7j0wwie8wke9km7uj8,1,78.7,89.1,2025-04-04T18:10:39.960Z,2025-04-04T18:10:42Z,aejgqvdw1jftxaa538kaa15w4,O. Juul,,,5621957395,140,76.4,5621957393,56,Left,5621957397,141,80.0,5621957399,212,6.6,5621957401,213,4.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795650399,596,1,2,51,24,bd4qakf7j0wwie8wke9km7uj8,1,76.4,80.0,2025-04-04T18:10:42.432Z,2025-04-04T18:10:43Z,4rhxehi019n7z1z1m7a39w1sk,K. Nyegaard,,,5621957539,213,6.18,5621957537,212,6.9,5621957531,56,Left,5621957533,140,82.9,5621957535,141,79.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795650437,597,1,2,51,25,bd4qakf7j0wwie8wke9km7uj8,1,82.9,79.0,2025-04-04T18:10:43.761Z,2025-04-04T18:10:45Z,m031ocyfq011rual3olkegdm,A. Taranis,,,5621957695,140,92.6,5621957693,56,Left,5621957697,141,88.0,5621957699,212,11.9,5621957701,213,0.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795650445,598,1,2,51,27,bd4qakf7j0wwie8wke9km7uj8,1,84.0,91.0,2025-04-04T18:10:45.432Z,2025-04-04T18:12:26Z,aejgqvdw1jftxaa538kaa15w4,O. Juul,,,5621957737,212,10.4,5621957731,56,Left,5621957733,140,91.7,5621957735,141,81.4,5621957739,213,5.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795652605,616,61,2,51,28,bd4qakf7j0wwie8wke9km7uj8,0,77.6,60.5,2025-04-04T18:10:47.098Z,2025-04-04T18:12:23Z,m031ocyfq011rual3olkegdm,A. Taranis,,,5621969343,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795650551,453,12,2,51,33,ajtb177oqwawkdwbqhldmq6mx,1,4.6,25.6,2025-04-04T18:10:51.560Z,2025-04-04T18:11:16Z,e8vt8711wb40afht2v13omket,M. Wohlgemuth,,,5621958501,167,,5621958351,213,4.93,5621958349,212,18.5,5621958347,141,0.0,5621958343,56,Back,5621958345,140,8.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795650567,454,5,2,51,33,ajtb177oqwawkdwbqhldmq6mx,0,9.3,-1.2,2025-04-04T18:10:52.297Z,2025-04-04T19:46:45Z,e8vt8711wb40afht2v13omket,M. Wohlgemuth,,,5622473013,233,599,5621958435,347,,5621958433,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795650811,599,5,2,51,33,bd4qakf7j0wwie8wke9km7uj8,1,90.7,101.2,2025-04-04T18:10:52.297Z,2025-04-04T19:46:45Z,m031ocyfq011rual3olkegdm,A. Taranis,,,5621959781,347,,5622472979,233,454,5621959779,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795651139,600,1,2,51,57,bd4qakf7j0wwie8wke9km7uj8,0,87.1,100.0,2025-04-04T18:11:16.136Z,2025-04-04T18:11:20Z,aejgqvdw1jftxaa538kaa15w4,O. Juul,,,5621961557,56,Center,5621961561,141,67.2,5621961565,213,4.84,5621961563,212,23.8,5621961555,107,,5621961559,140,90.0,5621961569,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795651175,455,44,2,52,1,ajtb177oqwawkdwbqhldmq6mx,1,16.6,38.0,2025-04-04T18:11:19.839Z,2025-04-04T19:46:13Z,e8vt8711wb40afht2v13omket,M. Wohlgemuth,,,5621961887,233,601,5621961781,285,,5621961779,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795651151,601,44,2,52,1,bd4qakf7j0wwie8wke9km7uj8,0,83.4,62.0,2025-04-04T18:11:19.840Z,2025-04-04T19:46:14Z,g2cgdv428rmpmb0om40ldses,M. Lysholm,,,5621961639,56,Center,5621961641,286,,5621961943,233,455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795651185,456,12,2,52,2,ajtb177oqwawkdwbqhldmq6mx,1,27.4,46.4,2025-04-04T18:11:20.824Z,2025-04-04T18:12:24Z,e8vt8711wb40afht2v13omket,M. Wohlgemuth,,,5621961837,213,5.81,5621961831,140,29.3,5621961835,212,2.2,5621961829,56,Back,5621961833,141,44.9,5621961853,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795651243,457,12,2,52,4,ajtb177oqwawkdwbqhldmq6mx,1,29.2,44.9,2025-04-04T18:11:22.560Z,2025-04-04T18:12:23Z,6g671k5lvgoo2bgub2516q1w4,L. Henriksen,,,5621962111,141,66.1,5621962115,213,0.73,5621962113,212,21.7,5621962105,56,Back,5621962109,140,44.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795651399,602,1,2,52,7,bd4qakf7j0wwie8wke9km7uj8,1,75.6,27.9,2025-04-04T18:11:25.657Z,2025-04-04T18:11:31Z,duvhbifjh37mvlm46akiy431m,M. Juhl,,,5621963027,212,8.0,5621963023,141,18.0,5621963031,213,5.29,5621963019,140,79.8,5621963013,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795651505,603,1,2,52,13,bd4qakf7j0wwie8wke9km7uj8,1,92.0,11.9,2025-04-04T18:11:31.601Z,2025-04-04T18:11:36Z,4lac0f1ev5usxpka7gaev3hii,M. Kristensen,,,5621963589,56,Right,5621963593,141,17.0,5621963595,212,5.3,5621963591,140,88.2,5621963597,213,2.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795651551,604,1,2,52,18,bd4qakf7j0wwie8wke9km7uj8,1,88.1,17.0,2025-04-04T18:11:36.657Z,2025-04-04T18:11:38Z,cf6zq49y8v1ekw07e7yi3uac,A. Maarup,,,5621963789,56,Right,5621963797,213,3.52,5621963791,140,83.4,5621963793,141,14.1,5621963795,212,5.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795651577,605,1,2,52,18,bd4qakf7j0wwie8wke9km7uj8,0,83.5,13.7,2025-04-04T18:11:37.393Z,2025-04-04T19:46:12Z,duvhbifjh37mvlm46akiy431m,M. Juhl,,,5621963899,56,Center,5621963897,155,,5621963895,2,,5621963903,141,51.5,5621963905,212,26.7,5621963907,213,1.30,5621963901,140,90.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795652221,458,12,2,52,19,ajtb177oqwawkdwbqhldmq6mx,1,14.3,60.2,2025-04-04T18:11:38.105Z,2025-04-04T18:12:04Z,6dki65mdd3letfjjj51i0w3c9,A. Heimer,,,5621967221,56,Center,5621967227,212,43.8,5621967223,140,55.5,5621967225,141,50.3,5621967229,213,6.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795651905,606,1,2,52,26,bd4qakf7j0wwie8wke9km7uj8,1,34.8,51.5,2025-04-04T18:11:45.297Z,2025-04-04T18:11:51Z,c4esrbgbv6v715768v2cb676d,F. Schram,,,5621965581,213,5.62,5621965579,212,13.3,5621965575,140,44.8,5621965573,56,Back,5621965577,141,39.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795652085,607,1,2,52,32,bd4qakf7j0wwie8wke9km7uj8,1,46.2,38.6,2025-04-04T18:11:51.354Z,2025-04-04T18:11:59Z,4rhxehi019n7z1z1m7a39w1sk,K. Nyegaard,,,5621966459,212,41.1,5621966461,213,1.02,5621966457,141,90.2,5621966451,155,,5621966463,1,,5621966453,56,Left,5621966455,140,66.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795652173,608,1,2,52,40,bd4qakf7j0wwie8wke9km7uj8,1,74.6,90.2,2025-04-04T18:11:58.873Z,2025-04-04T18:12:02Z,7h02v4ymnko5fh01iylbh34es,R. Arabaci,,,5621966985,140,63.1,5621966989,141,78.1,5621966979,56,Center,5621966997,213,3.74,5621966993,212,14.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795652211,609,1,2,52,43,bd4qakf7j0wwie8wke9km7uj8,1,60.9,75.7,2025-04-04T18:12:02.377Z,2025-04-04T18:12:03Z,81c40rn7lrb39qu0sam8kv6dw,O. Skolnik,,,5621967175,140,69.7,5621967173,56,Left,5621967177,141,87.8,5621967181,213,0.73,5621967179,212,12.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795652241,610,1,2,52,45,bd4qakf7j0wwie8wke9km7uj8,1,69.6,88.0,2025-04-04T18:12:03.658Z,2025-04-04T18:12:04Z,7h02v4ymnko5fh01iylbh34es,R. Arabaci,,,5621967333,56,Center,5621967335,140,63.0,5621967345,212,10.2,5621967339,141,76.9,5621967351,213,3.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795652305,611,1,2,52,46,bd4qakf7j0wwie8wke9km7uj8,1,63.0,76.9,2025-04-04T18:12:04.626Z,2025-04-04T18:12:06Z,4rhxehi019n7z1z1m7a39w1sk,K. Nyegaard,,,5621967641,212,5.2,5621967643,213,5.69,5621967639,141,72.6,5621967635,56,Center,5621967637,140,67.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795652349,612,1,2,52,48,bd4qakf7j0wwie8wke9km7uj8,1,67.2,72.4,2025-04-04T18:12:06.650Z,2025-04-04T18:12:08Z,7h02v4ymnko5fh01iylbh34es,R. Arabaci,,,5621967909,141,65.5,5621967907,140,70.9,5621967905,56,Center,5621967913,213,5.40,5621967911,212,6.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795652397,613,1,2,52,50,bd4qakf7j0wwie8wke9km7uj8,1,70.9,65.5,2025-04-04T18:12:08.674Z,2025-04-04T18:12:10Z,d106tu53y5q02yu36iojbou8k,A. Jensen,,,5621968159,140,61.1,5621968165,213,2.71,5621968163,212,11.3,5621968161,141,72.4,5621968157,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795652477,614,1,2,52,52,bd4qakf7j0wwie8wke9km7uj8,1,61.1,72.4,2025-04-04T18:12:10.554Z,2025-04-04T18:12:13Z,4rhxehi019n7z1z1m7a39w1sk,K. Nyegaard,,,5621968533,140,74.0,5621968535,141,82.7,5621968529,155,,5621968531,56,Left,5621968537,212,15.2,5621968539,213,0.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795652483,615,1,2,52,54,bd4qakf7j0wwie8wke9km7uj8,0,81.9,86.0,2025-04-04T18:12:12.618Z,2025-04-04T19:46:08Z,4lac0f1ev5usxpka7gaev3hii,M. Kristensen,,,5621968575,155,,5621968577,56,Center,5621968585,141,62.4,5621968587,212,17.2,5621968581,140,87.8,5621968589,213,5.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795652957,461,1,2,53,12,ajtb177oqwawkdwbqhldmq6mx,1,14.5,50.4,2025-04-04T18:12:30.650Z,2025-04-04T18:12:35Z,9y3vs6l0mjj38z0kw062jlh3p,A. Vaporakis,,,5621971179,141,44.9,5621971171,198,,5621971177,140,44.5,5621971175,56,Back,5621971167,157,,5621971181,212,31.7,5621971183,213,6.17,5621971185,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795653009,462,1,2,53,17,ajtb177oqwawkdwbqhldmq6mx,1,36.4,47.5,2025-04-04T18:12:35.465Z,2025-04-04T18:12:38Z,dja68kdmhtsm9x5zqzgtpqas4,T. Blidegn,,,5621971495,212,9.1,5621971493,141,59.3,5621971491,140,40.4,5621971497,213,1.09,5621971489,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795653035,463,1,2,53,19,ajtb177oqwawkdwbqhldmq6mx,1,39.0,71.5,2025-04-04T18:12:37.881Z,2025-04-04T18:12:39Z,ezbixgm2km8iapnsl57bn4wkp,M. Mouritz,,,5621971629,213,0.38,5621971625,141,83.8,5621971623,140,58.8,5621971627,212,22.4,5621971621,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795653131,464,1,2,53,20,ajtb177oqwawkdwbqhldmq6mx,1,58.8,83.8,2025-04-04T18:12:38.929Z,2025-04-04T18:12:43Z,ab3nxxoj7bxlnhot9htoex1xw,G. Højbjerg,,,5621972135,141,76.1,5621972133,140,47.7,5621972131,56,Back,5621972137,212,12.8,5621972139,213,3.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795653169,465,1,2,53,24,ajtb177oqwawkdwbqhldmq6mx,0,51.6,77.8,2025-04-04T18:12:42.979Z,2025-04-04T18:12:44Z,ezbixgm2km8iapnsl57bn4wkp,M. Mouritz,,,5621972365,56,Center,5621972361,155,,5621972367,140,90.8,5621972379,213,5.82,5621972383,1,,5621972371,141,47.6,5621972375,212,46.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795653301,618,1,2,53,30,bd4qakf7j0wwie8wke9km7uj8,1,8.1,48.7,2025-04-04T18:12:48.675Z,2025-04-04T18:12:58Z,c4esrbgbv6v715768v2cb676d,F. Schram,,,5621972921,56,Back,5621972927,212,38.7,5621972923,140,35.3,5621972925,141,87.1,5621972929,213,0.74,5621972949,287,,5621973939,1,,5621972919,123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795653493,619,1,2,53,39,bd4qakf7j0wwie8wke9km7uj8,0,75.2,91.4,2025-04-04T18:12:58.171Z,2025-04-04T18:12:58Z,aejgqvdw1jftxaa538kaa15w4,O. Juul,,,5621974007,212,7.2,5621974001,56,Left,5621974003,140,76.0,5621974005,141,80.9,5621974009,213,4.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795653497,466,8,2,53,40,ajtb177oqwawkdwbqhldmq6mx,1,24.2,28.2,2025-04-04T18:12:58.738Z,2025-04-04T18:12:59Z,8xe0fufxfgf5cuwgysz3r2j85,E. Christensen,,,5621974013,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795653515,467,5,2,53,40,ajtb177oqwawkdwbqhldmq6mx,0,29.6,-1.8,2025-04-04T18:12:59.235Z,2025-04-04T19:46:46Z,8xe0fufxfgf5cuwgysz3r2j85,E. Christensen,,,5621974151,56,Back,5621974153,347,,5621976783,233,620,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795653941,620,5,2,53,40,bd4qakf7j0wwie8wke9km7uj8,1,70.4,101.8,2025-04-04T18:12:59.235Z,2025-04-04T19:46:45Z,aejgqvdw1jftxaa538kaa15w4,O. Juul,,,5621976693,347,,5621976731,233,467,5621976691,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795653991,621,1,2,54,4,bd4qakf7j0wwie8wke9km7uj8,0,84.5,100.0,2025-04-04T18:13:22.563Z,2025-04-04T18:13:25Z,aejgqvdw1jftxaa538kaa15w4,O. Juul,,,5621976939,212,19.9,5621976941,213,4.93,5621976937,141,73.3,5621976931,107,,5621976933,56,Center,5621976935,140,88.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795654281,469,1,2,54,12,ajtb177oqwawkdwbqhldmq6mx,1,12.5,48.7,2025-04-04T18:13:31.378Z,2025-04-04T18:13:39Z,9y3vs6l0mjj38z0kw062jlh3p,A. Vaporakis,,,5621978419,123,,5621978431,212,27.1,5621978433,213,5.34,5621978429,141,16.4,5621978423,56,Back,5621978427,140,27.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795654377,470,1,2,54,20,ajtb177oqwawkdwbqhldmq6mx,1,38.9,10.1,2025-04-04T18:13:39.137Z,2025-04-04T18:13:44Z,6g671k5lvgoo2bgub2516q1w4,L. Henriksen,,,5621979053,213,2.71,5621979047,141,17.0,5621979043,56,Back,5621979045,140,29.3,5621979049,212,11.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795654385,471,4,2,54,25,ajtb177oqwawkdwbqhldmq6mx,1,39.0,21.7,2025-04-04T18:13:43.915Z,2025-04-04T19:34:13Z,e8vt8711wb40afht2v13omket,M. Wohlgemuth,,,5621979147,13,,5621979149,56,Back,5621979151,152,,5621979153,265,,5621979155,286,,5621979673,233,622,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795654475,622,4,2,54,25,bd4qakf7j0wwie8wke9km7uj8,0,61.0,78.3,2025-04-04T18:13:43.916Z,2025-04-04T19:34:13Z,7h02v4ymnko5fh01iylbh34es,R. Arabaci,,,5621979735,233,471,5621979637,285,,5621979631,56,Center,5621979633,152,,5621979635,265,,5621979629,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795655251,472,1,2,54,59,ajtb177oqwawkdwbqhldmq6mx,1,44.2,16.8,2025-04-04T18:14:18.164Z,2025-04-04T20:31:11Z,6g671k5lvgoo2bgub2516q1w4,L. Henriksen,,,5621983583,1,,5621983581,213,0.19,5621983567,56,Center,5621983557,5,,5621983563,152,,5621983559,157,,5621983575,141,31.9,5621983571,140,94.1,5621983579,212,,,,,,,,,,,,,,,,,,,,,,,,,53.4,,,
2795655281,473,1,2,55,2,ajtb177oqwawkdwbqhldmq6mx,0,94.1,31.9,2025-04-04T18:14:20.970Z,2025-04-04T20:31:52Z,8i0o1b8rjsab9se3v6vteqmfo,E. Nnamani,,,5621983755,195,,5621983737,141,44.8,5621983735,140,92.6,5621983733,56,Center,5621983739,212,8.9,5621983741,213,1.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795655337,474,3,2,55,5,ajtb177oqwawkdwbqhldmq6mx,0,80.5,49.7,2025-04-04T18:14:23.651Z,2025-04-04T20:31:53Z,86mx27krl6c613x6e3t9g3cic,F. Isaki,,,5621984029,233,623,5621983975,56,Center,5621983977,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795655327,623,7,2,55,5,bd4qakf7j0wwie8wke9km7uj8,1,21.7,47.2,2025-04-04T18:14:23.652Z,2025-04-04T18:14:26Z,duvhbifjh37mvlm46akiy431m,M. Juhl,,,5621983949,285,,5621984017,233,474,5621983947,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795655385,625,1,2,55,7,bd4qakf7j0wwie8wke9km7uj8,1,15.8,56.1,2025-04-04T18:14:25.646Z,2025-04-04T18:14:28Z,duvhbifjh37mvlm46akiy431m,M. Juhl,,,5621984209,140,29.5,5621984207,56,Back,5621984211,141,68.2,5621984215,213,0.52,5621984213,212,16.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795655391,626,3,2,55,9,bd4qakf7j0wwie8wke9km7uj8,0,30.6,57.0,2025-04-04T18:14:27.988Z,2025-04-04T18:14:33Z,4lac0f1ev5usxpka7gaev3hii,M. Kristensen,,,5621984251,56,Back,5621984339,233,475,5621984337,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795655405,475,7,2,55,9,ajtb177oqwawkdwbqhldmq6mx,1,69.4,43.0,2025-04-04T18:14:27.989Z,2025-04-04T20:31:17Z,e8vt8711wb40afht2v13omket,M. Wohlgemuth,,,5621984367,233,626,5621984299,286,,5621984985,167,,5621984297,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795655503,627,1,2,55,14,bd4qakf7j0wwie8wke9km7uj8,0,27.6,61.4,2025-04-04T18:14:32.897Z,2025-04-04T20:31:15Z,cf6zq49y8v1ekw07e7yi3uac,A. Maarup,,,5621984831,141,100.0,5621984835,213,1.21,5621984829,140,37.0,5621984833,212,28.3,5621984825,155,,5621984827,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795655553,476,5,2,55,15,ajtb177oqwawkdwbqhldmq6mx,1,64.2,-1.0,2025-04-04T18:14:34.027Z,2025-04-04T19:46:46Z,e8vt8711wb40afht2v13omket,M. Wohlgemuth,,,5621985129,56,Right,5621985133,347,,5621985191,233,628,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795655517,628,5,2,55,15,bd4qakf7j0wwie8wke9km7uj8,0,35.8,101.0,2025-04-04T18:14:34.027Z,2025-04-04T19:46:46Z,cf6zq49y8v1ekw07e7yi3uac,A. Maarup,,,5621985207,233,476,5621984885,347,,5621984883,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795655627,477,1,2,55,18,ajtb177oqwawkdwbqhldmq6mx,1,66.5,0.0,2025-04-04T18:14:36.714Z,2025-04-04T18:14:44Z,6g671k5lvgoo2bgub2516q1w4,L. Henriksen,,,5621985509,213,1.38,5621985499,107,,5621985907,189,,5621985501,56,Center,5621985507,212,20.6,5621985503,140,70.2,5621985505,141,28.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795655639,478,1,2,55,22,ajtb177oqwawkdwbqhldmq6mx,0,67.6,28.0,2025-04-04T18:14:40.812Z,2025-04-04T20:31:13Z,8i0o1b8rjsab9se3v6vteqmfo,E. Nnamani,,,5621985581,141,44.9,5621985587,213,0.42,5621985583,212,28.4,5621985753,189,,5621985579,140,92.3,5621985577,56,Center,5621985575,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795655865,630,1,2,55,27,bd4qakf7j0wwie8wke9km7uj8,1,12.8,64.3,2025-04-04T18:14:46.213Z,2025-04-04T18:14:53Z,c4esrbgbv6v715768v2cb676d,F. Schram,,,5621986801,212,12.3,5621986803,213,1.04,5621986793,123,,5621986795,56,Back,5621986797,140,18.7,5621986799,141,79.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
