id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/11/value,qualifier/10/value,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/13/value,qualifier/16/value,qualifier/15/value
2709653621,415,18,2,45,0,7gkglopz9cjsysn2u6sbhuvc5,1,0.0,0.0,2024-08-17T14:02:00.555Z,2024-08-17T14:02:29Z,6gi9kejni27hjp7b43djczz6d,P. Rejnhold,,,5152419705,55,416,5152419597,42,,5152419599,44,Defender,5152419601,59,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709653631,416,19,2,45,0,7gkglopz9cjsysn2u6sbhuvc5,1,0.0,0.0,2024-08-17T14:02:00.556Z,2024-08-17T14:02:29Z,duahzgqspyuy2gu31u3s8ky96,M. Lassen,,,5152419639,42,,5152419645,59,4,5152419643,145,2,5152419647,44,Defender,5152419649,55,415,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709653131,332,32,2,45,0,f1h34qp5zbfl489q8vnkhiq9s,1,0.0,0.0,2024-08-17T14:02:10.555Z,2024-08-17T14:02:12Z,,,,,5152417039,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709653115,408,32,2,45,0,7gkglopz9cjsysn2u6sbhuvc5,1,0.0,0.0,2024-08-17T14:02:10.555Z,2024-08-17T14:02:10Z,,,,,5152416949,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709653189,409,1,2,45,0,7gkglopz9cjsysn2u6sbhuvc5,1,49.9,49.6,2024-08-17T14:02:10.556Z,2024-08-17T14:02:13Z,9l89n30nejpn2u22ygvchwnze,L. Steffensen,,,5152417347,141,53.7,5152417349,212,24.8,5152417343,56,Back,5152417345,140,26.4,5152417351,213,3.03,5152417353,279,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709653217,410,1,2,45,2,7gkglopz9cjsysn2u6sbhuvc5,1,26.4,53.7,2024-08-17T14:02:13.058Z,2024-08-17T14:02:14Z,ef7l91pb4w6yk7lijxjxlievp,M. Greve,,,5152417471,140,26.2,5152417473,141,68.4,5152417475,212,10.0,5152417469,56,Back,5152417477,213,1.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709653245,411,1,2,45,3,7gkglopz9cjsysn2u6sbhuvc5,1,26.2,68.4,2024-08-17T14:02:14.163Z,2024-08-17T14:02:15Z,18vvlxsaoloypja4fdddj687o,O. Jebali,,,5152417617,56,Back,5152417619,140,31.4,5152417623,212,6.7,5152417625,213,5.67,5152417621,141,62.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709653313,412,1,2,45,4,7gkglopz9cjsysn2u6sbhuvc5,1,31.4,62.7,2024-08-17T14:02:15.106Z,2024-08-17T14:02:18Z,a7eramyy1bd8msxmg84ctc8ut,A. Simon Okosun,,,5152417981,212,13.7,5152417983,213,4.19,5152417975,56,Back,5152417977,140,24.9,5152417979,141,45.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709653365,413,1,2,45,7,7gkglopz9cjsysn2u6sbhuvc5,1,24.9,45.2,2024-08-17T14:02:17.922Z,2024-08-17T14:02:20Z,ef7l91pb4w6yk7lijxjxlievp,M. Greve,,,5152418281,56,Back,5152418283,140,30.1,5152418285,141,14.0,5152418287,212,21.9,5152418289,213,4.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709653455,414,1,2,45,9,7gkglopz9cjsysn2u6sbhuvc5,0,30.8,11.6,2024-08-17T14:02:19.882Z,2024-08-17T14:03:04Z,duahzgqspyuy2gu31u3s8ky96,M. Lassen,,,5152418717,140,78.2,5152418719,141,6.4,5152418715,56,Right,5152418723,213,6.21,5152418725,1,,5152418721,212,49.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709653543,334,1,2,45,13,f1h34qp5zbfl489q8vnkhiq9s,1,14.2,90.9,2024-08-17T14:02:24.069Z,2024-08-17T14:02:25Z,c7buy99bjqmkmno8w5t0189d6,T. Stagaard,,,5152419143,212,14.7,5152419145,213,4.31,5152419135,140,8.7,5152419133,56,Back,5152419139,141,71.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709653881,335,1,2,45,15,f1h34qp5zbfl489q8vnkhiq9s,1,8.7,71.0,2024-08-17T14:02:25.756Z,2024-08-17T14:16:54Z,7fkc01xxyl1trj3uav134ehyi,D. Gadegaard,1.0,,5152420967,212,55.5,5152561591,210,15,5152420969,213,6.08,5152420965,141,54.5,5152420963,140,60.5,5152420959,157,,5152420961,56,Center,5152420971,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709653891,336,15,2,45,26,f1h34qp5zbfl489q8vnkhiq9s,1,87.2,33.5,2024-08-17T14:02:37.036Z,2024-08-17T19:41:55Z,4jve632xnmqujh4ioaxpaovai,T. Freriks,,,5152561653,102,49.8,5152561655,103,4.4,5152421007,63,,5152561659,146,99.0,5152561649,55,335,5152561645,78,,5152421009,56,Center,5152560405,72,,5152561723,233,417,5152561657,215,,5152421005,22,5152561661,147,5152561647,29,47.8,,,,,,,,,,,,,,,,,
2709653925,417,10,2,45,26,7gkglopz9cjsysn2u6sbhuvc5,1,2.2,53.4,2024-08-17T14:02:37.136Z,2024-08-17T15:11:36Z,64vlnkuqfh7rnymg8qku8amwa,L. Schulz,,,5152422701,233,336,5152421189,182,,5152421193,56,Back,5152421181,173,,5152421185,178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709654095,337,1,2,45,27,f1h34qp5zbfl489q8vnkhiq9s,1,89.7,65.1,2024-08-17T14:02:37.571Z,2024-08-17T19:40:50Z,ate1ymumg2iwzn8uyyf3ts222,A. Lausen,1.0,,5152421999,56,Center,5152422007,213,3.53,5154550709,210,15,5152422005,212,18.5,5152422003,141,54.8,5152422001,140,73.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709654107,338,15,2,45,28,f1h34qp5zbfl489q8vnkhiq9s,1,73.4,54.8,2024-08-17T14:02:39.462Z,2024-08-17T19:40:50Z,7wo1hk736v1xhovvu2t2trw89,Y. Bourhane,,,5152423175,147,49.1,5152422069,18,,5152423221,233,418,5152423171,215,,5152423163,55,337,5152423159,81,,5152422067,22,,5152423161,29,,5152422071,56,Center,5152423173,146,97.1,5152423167,102,5152567147,328,5152422537,72,,46.2,,5152423169,103,,,,,,,,,,,22.8,,
2709654081,418,10,2,45,29,7gkglopz9cjsysn2u6sbhuvc5,1,1.9,51.2,2024-08-17T14:02:39.562Z,2024-08-17T14:16:48Z,64vlnkuqfh7rnymg8qku8amwa,L. Schulz,,,5152421937,178,,5152421933,173,,5152421945,56,Back,5152421941,182,,5152560619,233,338,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709654297,420,1,2,45,36,7gkglopz9cjsysn2u6sbhuvc5,1,1.9,51.2,2024-08-17T14:02:46.747Z,2024-08-17T14:02:52Z,64vlnkuqfh7rnymg8qku8amwa,L. Schulz,,,5152423103,212,23.9,5152423095,56,Back,5152423093,123,,5152423107,213,0.32,5152423097,140,23.5,5152423099,141,62.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709654339,421,1,2,45,41,7gkglopz9cjsysn2u6sbhuvc5,1,31.0,65.5,2024-08-17T14:02:51.866Z,2024-08-17T14:02:53Z,11cna826ls27ahux2w0ckapqt,K. Kusk,,,5152423345,213,3.65,5152423343,212,4.1,5152423335,56,Back,5152423337,140,27.6,5152423339,141,62.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709654413,422,1,2,45,42,7gkglopz9cjsysn2u6sbhuvc5,1,27.6,62.6,2024-08-17T14:02:53.098Z,2024-08-17T14:02:57Z,a7eramyy1bd8msxmg84ctc8ut,A. Simon Okosun,,,5152423737,56,Back,5152423753,213,0.17,5152423741,140,36.0,5152423745,141,64.8,5152423749,212,8.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709654421,423,4,2,45,45,7gkglopz9cjsysn2u6sbhuvc5,1,57.4,63.0,2024-08-17T14:02:56.386Z,2024-08-17T15:05:58Z,11cna826ls27ahux2w0ckapqt,K. Kusk,,,5152423849,152,,5152423847,56,Center,5152423845,13,,5152423851,265,,5152423853,286,,5152423963,233,339,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709654401,339,4,2,45,45,f1h34qp5zbfl489q8vnkhiq9s,0,42.6,37.0,2024-08-17T14:02:56.387Z,2024-08-17T15:05:59Z,15yli690oxmbr4dl1ksti2p9m,M. Maden,,,5152427057,55,340,5152423881,285,,5152423875,56,Back,5152423873,13,,5152423877,152,,5152423879,265,,5152423977,233,423,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709654619,340,17,2,45,50,f1h34qp5zbfl489q8vnkhiq9s,1,0.0,0.0,2024-08-17T14:03:01.419Z,2024-08-17T14:03:19Z,15yli690oxmbr4dl1ksti2p9m,M. Maden,,,5152426157,13,243,5152427027,55,339,5152426153,31,,5152426155,393,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709655345,424,1,2,46,19,7gkglopz9cjsysn2u6sbhuvc5,1,52.3,74.4,2024-08-17T14:03:29.898Z,2024-08-17T14:04:34Z,78iynnu6cnznv6fxpo4br4mlm,V. Mpindi,,,5152428845,152,,5152428843,5,,5152428847,56,Left,5152428849,140,53.6,5152428853,212,5.8,5152428855,213,1.33,5152428851,141,82.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709655379,425,1,2,46,20,7gkglopz9cjsysn2u6sbhuvc5,1,53.6,82.7,2024-08-17T14:03:30.650Z,2024-08-17T14:04:32Z,bvw5oc4c040ey5dt5wn0choiy,G. Mortensen,,,5152429043,212,19.6,5152429045,213,0.33,5152429035,56,Left,5152429039,141,92.1,5152429037,140,71.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709656949,430,1,2,46,20,7gkglopz9cjsysn2u6sbhuvc5,1,54.2,94.1,2024-08-17T14:03:30.803Z,2024-08-17T14:04:24Z,9nafz0c0x2qvmo5ldm0djmcq1,M. Kaastrup,,,5152437231,213,6.26,5152437227,141,93.8,5152437229,212,9.2,5152437223,56,Left,5152437225,140,63.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709655509,426,1,2,46,22,7gkglopz9cjsysn2u6sbhuvc5,0,78.8,92.0,2024-08-17T14:03:33.363Z,2024-08-17T14:03:37Z,bvw5oc4c040ey5dt5wn0choiy,G. Mortensen,,,5152429747,1,,5152429741,141,16.8,5152429743,212,53.9,5152429745,213,5.04,5152429739,140,95.1,5152429751,345,,5152429737,56,Right,5152429735,155,,5152429733,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709655783,342,1,2,46,32,f1h34qp5zbfl489q8vnkhiq9s,1,14.0,90.5,2024-08-17T14:03:42.818Z,2024-08-17T14:03:45Z,1se7wkenvs4elrapvdw9mdnje,L. Montano,,,5152431195,213,4.35,5152431193,212,18.0,5152431189,140,8.0,5152431187,56,Back,5152431191,141,65.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709655795,343,1,2,46,34,f1h34qp5zbfl489q8vnkhiq9s,0,9.9,67.8,2024-08-17T14:03:44.907Z,2024-08-17T14:03:46Z,c7buy99bjqmkmno8w5t0189d6,T. Stagaard,,,5152431279,212,19.3,5152431277,141,76.2,5152431271,157,,5152431281,213,0.30,5152431283,1,,5152431273,56,Back,5152431275,140,27.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709655875,427,1,2,46,37,7gkglopz9cjsysn2u6sbhuvc5,0,68.9,27.9,2024-08-17T14:03:48.026Z,2024-08-17T14:03:49Z,7j35sfip0xb51mpa91wzikrh0,O. Øhlenschlæger,,,5152431683,3,,5152431697,141,0.0,5152431699,212,25.6,5152431701,213,5.40,5152431687,56,Right,5152431693,140,84.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709656391,344,5,2,46,38,f1h34qp5zbfl489q8vnkhiq9s,1,15.9,101.1,2024-08-17T14:03:48.856Z,2024-08-17T15:07:01Z,c7buy99bjqmkmno8w5t0189d6,T. Stagaard,,,5152434383,56,Back,5152434385,347,,5152434481,233,428,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709655895,428,5,2,46,38,7gkglopz9cjsysn2u6sbhuvc5,0,84.1,-1.1,2024-08-17T14:03:48.856Z,2024-08-17T15:07:01Z,7j35sfip0xb51mpa91wzikrh0,O. Øhlenschlæger,,,5152431817,347,,5152434559,233,344,5152431813,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709656573,345,1,2,46,54,f1h34qp5zbfl489q8vnkhiq9s,1,17.4,100.0,2024-08-17T14:04:05.202Z,2024-08-17T14:06:26Z,1se7wkenvs4elrapvdw9mdnje,L. Montano,,,5152435239,213,6.05,5152435225,140,46.9,5152435233,212,31.8,5152435227,141,90.2,5152435219,56,Back,5152435241,1,,5152435215,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709659973,358,61,2,46,55,f1h34qp5zbfl489q8vnkhiq9s,1,53.6,92.0,2024-08-17T14:04:06.362Z,2024-08-17T14:06:07Z,auv81snxkpk2ybxzi8giy5azt,N. Strunck,,,5152453845,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709656709,346,1,2,47,1,f1h34qp5zbfl489q8vnkhiq9s,1,50.9,84.0,2024-08-17T14:04:12.283Z,2024-08-17T14:06:37Z,4jve632xnmqujh4ioaxpaovai,T. Freriks,,,5152435993,140,71.1,5152435995,141,90.6,5152435991,56,Left,5152435997,212,21.7,5152435999,213,0.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709656721,347,4,2,47,2,f1h34qp5zbfl489q8vnkhiq9s,1,72.6,90.6,2024-08-17T14:04:12.769Z,2024-08-17T14:04:20Z,auv81snxkpk2ybxzi8giy5azt,N. Strunck,,,5152436191,286,,5152436189,265,,5152436187,152,,5152436185,56,Left,5152436183,13,,5152436225,233,429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709656623,429,4,2,47,2,7gkglopz9cjsysn2u6sbhuvc5,0,27.4,9.4,2024-08-17T14:04:12.770Z,2024-08-17T14:04:21Z,ef7l91pb4w6yk7lijxjxlievp,M. Greve,,,5152435865,56,Back,5152435873,285,,5152436281,233,347,5152435871,265,,5152435861,13,,5152435869,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709657479,348,1,2,47,29,f1h34qp5zbfl489q8vnkhiq9s,1,65.6,90.6,2024-08-17T14:04:39.689Z,2024-08-17T14:04:40Z,1se7wkenvs4elrapvdw9mdnje,L. Montano,,,5152440235,141,73.4,5152440233,140,58.1,5152440227,5,,5152440229,152,,5152440231,56,Center,5152440239,213,4.12,5152440237,212,14.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709657497,349,1,2,47,30,f1h34qp5zbfl489q8vnkhiq9s,1,58.1,73.4,2024-08-17T14:04:40.641Z,2024-08-17T14:04:41Z,7wo1hk736v1xhovvu2t2trw89,Y. Bourhane,,,5152440341,213,0.97,5152440335,140,65.4,5152440333,56,Left,5152440337,141,90.0,5152440339,212,13.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709657583,350,1,2,47,30,f1h34qp5zbfl489q8vnkhiq9s,1,65.4,90.0,2024-08-17T14:04:41.361Z,2024-08-17T14:04:44Z,1se7wkenvs4elrapvdw9mdnje,L. Montano,,,5152440793,212,29.0,5152440795,213,3.26,5152440787,140,38.0,5152440791,141,84.9,5152440783,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709657791,351,1,2,47,33,f1h34qp5zbfl489q8vnkhiq9s,1,38.0,84.9,2024-08-17T14:04:43.810Z,2024-08-17T14:04:50Z,c7buy99bjqmkmno8w5t0189d6,T. Stagaard,,,5152441881,140,37.1,5152441885,141,42.2,5152441889,213,4.68,5152441887,212,29.1,5152441877,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709657881,352,1,2,47,39,f1h34qp5zbfl489q8vnkhiq9s,1,47.3,24.7,2024-08-17T14:04:50.450Z,2024-08-17T14:04:54Z,839pm7rmjp6q1bt52f7ek9vys,J. Meyer,,,5152442385,140,63.1,5152442383,56,Right,5152442389,212,21.4,5152442387,141,4.9,5152442391,213,5.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709657915,353,1,2,47,43,f1h34qp5zbfl489q8vnkhiq9s,0,63.1,4.9,2024-08-17T14:04:53.977Z,2024-08-17T14:04:55Z,eas91my7qw7etoha5plxfk9yi,J. Mortensen,,,5152442551,141,20.2,5152442547,140,78.4,5152442555,212,19.1,5152442541,155,,5152442545,56,Right,5152442559,213,0.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709657925,431,8,2,47,45,7gkglopz9cjsysn2u6sbhuvc5,1,28.1,78.2,2024-08-17T14:04:55.805Z,2024-08-17T14:04:56Z,bvw5oc4c040ey5dt5wn0choiy,G. Mortensen,,,5152442599,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709658021,432,1,2,47,47,7gkglopz9cjsysn2u6sbhuvc5,0,14.3,67.3,2024-08-17T14:04:57.715Z,2024-08-17T15:16:32Z,18vvlxsaoloypja4fdddj687o,O. Jebali,,,5152443203,212,27.0,5152443205,213,0.18,5152443201,141,74.5,5152443185,157,,5152443197,140,39.6,5152443191,56,Back,5152443207,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709658059,354,1,2,47,49,f1h34qp5zbfl489q8vnkhiq9s,0,64.2,27.5,2024-08-17T14:05:00.073Z,2024-08-17T14:05:00Z,839pm7rmjp6q1bt52f7ek9vys,J. Meyer,,,5152443389,56,Center,5152443393,141,24.4,5152443395,212,8.5,5152443391,140,72.0,5152443397,213,6.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709658121,433,1,2,47,50,7gkglopz9cjsysn2u6sbhuvc5,0,28.1,71.7,2024-08-17T14:05:01.355Z,2024-08-17T15:16:28Z,a7eramyy1bd8msxmg84ctc8ut,A. Simon Okosun,,,5152443733,213,6.13,5152443735,1,,5152443727,140,55.0,5152443731,212,28.6,5152443729,141,65.2,5152443723,157,,5152443725,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709658233,355,1,2,47,52,f1h34qp5zbfl489q8vnkhiq9s,0,43.9,36.8,2024-08-17T14:05:03.273Z,2024-08-17T14:05:05Z,c7buy99bjqmkmno8w5t0189d6,T. Stagaard,,,5152444173,56,Right,5152444171,3,,5152444179,140,64.7,5152444201,213,5.73,5152444185,141,16.9,5152444193,212,25.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709658395,434,1,2,47,55,7gkglopz9cjsysn2u6sbhuvc5,1,22.5,85.6,2024-08-17T14:05:06.043Z,2024-08-17T14:05:09Z,bvw5oc4c040ey5dt5wn0choiy,G. Mortensen,,,5152445033,140,39.4,5152445035,141,93.0,5152445041,213,0.28,5152445029,3,,5152445031,56,Back,5152445039,212,18.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709658557,436,1,2,48,2,7gkglopz9cjsysn2u6sbhuvc5,1,60.4,90.8,2024-08-17T14:05:13.058Z,2024-08-17T14:05:15Z,9nafz0c0x2qvmo5ldm0djmcq1,M. Kaastrup,,,5152445945,212,6.2,5152445943,141,91.4,5152445947,213,3.08,5152445937,56,Left,5152445939,140,54.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709658623,437,1,2,48,4,7gkglopz9cjsysn2u6sbhuvc5,1,56.0,91.2,2024-08-17T14:05:14.867Z,2024-08-17T14:05:17Z,7j35sfip0xb51mpa91wzikrh0,O. Øhlenschlæger,,,5152446291,141,95.9,5152446289,140,59.2,5152446287,56,Left,5152446293,212,4.6,5152446295,213,0.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709658685,438,1,2,48,6,7gkglopz9cjsysn2u6sbhuvc5,1,58.6,92.0,2024-08-17T14:05:16.826Z,2024-08-17T14:05:20Z,bvw5oc4c040ey5dt5wn0choiy,G. Mortensen,,,5152446661,141,88.9,5152446659,140,37.6,5152446665,213,3.24,5152446663,212,22.2,5152446657,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709658735,439,1,2,48,9,7gkglopz9cjsysn2u6sbhuvc5,1,52.1,84.1,2024-08-17T14:05:20.116Z,2024-08-17T14:05:21Z,a7eramyy1bd8msxmg84ctc8ut,A. Simon Okosun,,,5152446957,212,5.4,5152446959,213,4.67,5152446951,56,Center,5152446953,140,51.9,5152446955,141,76.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709658831,440,1,2,48,11,7gkglopz9cjsysn2u6sbhuvc5,1,52.8,72.9,2024-08-17T14:05:21.595Z,2024-08-17T14:05:24Z,78iynnu6cnznv6fxpo4br4mlm,V. Mpindi,,,5152447511,213,3.06,5152447505,140,36.1,5152447503,56,Back,5152447509,212,17.6,5152447507,141,75.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709658963,441,1,2,48,13,7gkglopz9cjsysn2u6sbhuvc5,1,36.1,71.5,2024-08-17T14:05:24.428Z,2024-08-17T14:05:29Z,18vvlxsaoloypja4fdddj687o,O. Jebali,,,5152448227,213,5.01,5152448225,212,24.8,5152448223,141,36.6,5152448213,56,Back,5152448217,140,43.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709659049,442,1,2,48,19,7gkglopz9cjsysn2u6sbhuvc5,1,55.1,31.2,2024-08-17T14:05:29.715Z,2024-08-17T14:05:32Z,ef7l91pb4w6yk7lijxjxlievp,M. Greve,,,5152448693,212,18.4,5152448695,213,2.26,5152448689,140,43.9,5152448687,56,Back,5152448691,141,52.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709659103,443,1,2,48,21,7gkglopz9cjsysn2u6sbhuvc5,1,43.9,52.1,2024-08-17T14:05:32.075Z,2024-08-17T14:05:34Z,18vvlxsaoloypja4fdddj687o,O. Jebali,,,5152448911,213,6.27,5152448903,56,Center,5152448905,140,54.0,5152448909,212,10.6,5152448907,141,51.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709659141,444,1,2,48,23,7gkglopz9cjsysn2u6sbhuvc5,1,54.0,51.9,2024-08-17T14:05:33.978Z,2024-08-17T14:05:36Z,78iynnu6cnznv6fxpo4br4mlm,V. Mpindi,,,5152449089,212,18.5,5152449095,213,3.89,5152449083,140,41.1,5152449085,141,33.3,5152449081,56,Back,5152449165,156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709659223,445,1,2,48,26,7gkglopz9cjsysn2u6sbhuvc5,1,41.1,33.3,2024-08-17T14:05:36.580Z,2024-08-17T14:05:40Z,ef7l91pb4w6yk7lijxjxlievp,M. Greve,,,5152449613,212,27.5,5152449615,213,2.50,5152449611,141,57.6,5152449607,56,Back,5152449609,140,20.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709659347,446,1,2,48,29,7gkglopz9cjsysn2u6sbhuvc5,1,20.2,57.6,2024-08-17T14:05:39.858Z,2024-08-17T14:05:43Z,64vlnkuqfh7rnymg8qku8amwa,L. Schulz,,,5152450377,141,69.3,5152450369,56,Back,5152450373,140,23.6,5152450383,213,1.15,5152450381,212,8.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709659431,447,1,2,48,32,7gkglopz9cjsysn2u6sbhuvc5,1,35.0,65.5,2024-08-17T14:05:43.539Z,2024-08-17T14:05:46Z,18vvlxsaoloypja4fdddj687o,O. Jebali,,,5152450837,140,34.9,5152450839,141,80.3,5152450835,56,Back,5152450843,213,1.58,5152450841,212,10.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709659589,448,1,2,48,35,7gkglopz9cjsysn2u6sbhuvc5,1,34.9,80.3,2024-08-17T14:05:46.186Z,2024-08-17T14:05:51Z,78iynnu6cnznv6fxpo4br4mlm,V. Mpindi,,,5152451721,141,92.0,5152451717,140,53.1,5152451725,212,20.7,5152451715,56,Left,5152451729,213,0.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709659663,449,1,2,48,40,7gkglopz9cjsysn2u6sbhuvc5,1,54.3,83.3,2024-08-17T14:05:51.355Z,2024-08-17T14:05:53Z,bvw5oc4c040ey5dt5wn0choiy,G. Mortensen,,,5152452109,212,12.7,5152452103,140,65.1,5152452105,141,91.8,5152452101,56,Left,5152452113,213,0.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709659691,450,1,2,48,42,7gkglopz9cjsysn2u6sbhuvc5,0,65.1,91.8,2024-08-17T14:05:53.058Z,2024-08-17T15:16:30Z,9nafz0c0x2qvmo5ldm0djmcq1,M. Kaastrup,,,5152452277,212,13.4,5152452269,140,77.8,5152452273,141,90.8,5152452265,56,Left,5152452281,213,6.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709659879,357,1,2,48,46,f1h34qp5zbfl489q8vnkhiq9s,0,25.7,10.1,2024-08-17T14:05:57.041Z,2024-08-17T14:06:00Z,eas91my7qw7etoha5plxfk9yi,J. Mortensen,,,5152453343,213,0.02,5152453341,212,28.9,5152453333,155,,5152453335,56,Right,5152453339,141,11.0,5152453337,140,53.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
