id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/8/value,qualifier/12/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/15/value,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/14/value
2706922731,392,50,1,41,14,ajtb177oqwawkdwbqhldmq6mx,1,63.2,21.2,2024-08-09T17:41:24.486Z,2024-08-09T19:28:09Z,8i0o1b8rjsab9se3v6vteqmfo,E. Nnamani,,,5137417587,286,,5137417629,233,321,5137381663,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2706922733,321,7,1,41,14,8gxd9ry2580pu1b1dd5ny9ymy,1,36.8,78.8,2024-08-09T17:41:24.487Z,2024-08-09T19:28:09Z,630daj1ef34rczbhng0eoncvd,M. Kiilerich,,,5137414849,285,,5137417607,233,392,5137414847,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2706922739,323,1,1,41,14,8gxd9ry2580pu1b1dd5ny9ymy,1,43.9,84.4,2024-08-09T17:41:25.262Z,2024-08-09T17:55:29Z,6dzg820946z4848whaa6ny2nd,N. Clausen,,,5137415587,213,3.41,5137415583,141,77.9,5137415579,56,Back,5137415581,140,28.6,5137415585,212,16.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2706929345,416,1,1,41,15,8gxd9ry2580pu1b1dd5ny9ymy,0,32.1,82.0,2024-08-09T17:41:25.299Z,2024-08-09T17:55:49Z,a30gduuv9d1s4pkthgu2jhyol,D. Stenderup,,,5137416339,141,88.0,5137416345,1,,5137416341,212,41.6,5137416333,157,,5137416337,140,71.5,5137416335,56,Left,5137416343,213,0.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2706922787,393,1,1,41,20,ajtb177oqwawkdwbqhldmq6mx,1,31.2,6.1,2024-08-09T17:41:30.494Z,2024-08-09T17:41:35Z,2uellcocrvapu7o70g5zdcmad,J. Egeris,,,5137381967,140,14.8,5137381969,141,40.1,5137381971,212,28.8,5137381965,56,Back,5137381973,213,2.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2706922795,394,1,1,41,24,ajtb177oqwawkdwbqhldmq6mx,1,14.8,41.8,2024-08-09T17:41:34.870Z,2024-08-09T17:41:36Z,b2gkyjq8emj9pywryc3rycogl,M. Falkesgaard,,,5137382001,212,17.4,5137381995,56,Back,5137381999,141,62.7,5137381997,140,24.3,5137382003,213,0.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2706922811,395,1,1,41,26,ajtb177oqwawkdwbqhldmq6mx,1,24.7,64.5,2024-08-09T17:41:36.349Z,2024-08-09T17:41:38Z,8xe0fufxfgf5cuwgysz3r2j85,E. Christensen,,,5137382061,56,Back,5137382065,141,79.9,5137382069,213,1.20,5137382063,140,28.6,5137382067,212,11.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2706922821,396,2,1,41,27,ajtb177oqwawkdwbqhldmq6mx,1,28.6,79.9,2024-08-09T17:41:38.143Z,2024-08-09T17:41:47Z,eyvv6b94feknnp1uew6n0ytat,N. Mouritsen,,,5137382125,141,17.6,5137382425,7,8xfqengyrwgxhhi86ok88vf2s,5137382429,56,Right,5137382427,1,,5137382123,140,50.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2706922865,324,55,1,41,27,8gxd9ry2580pu1b1dd5ny9ymy,1,44.0,78.2,2024-08-09T17:41:38.144Z,2024-08-09T19:17:30Z,a30gduuv9d1s4pkthgu2jhyol,D. Stenderup,,,5137416705,189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2706923005,325,1,1,41,42,8gxd9ry2580pu1b1dd5ny9ymy,1,43.1,77.8,2024-08-09T17:41:52.398Z,2024-08-09T17:42:00Z,a30gduuv9d1s4pkthgu2jhyol,D. Stenderup,,,5137383065,241,,5137383073,212,24.5,5137383075,213,0.35,5137383071,141,90.2,5137383063,5,,5137383069,140,65.0,5137383067,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2706923009,326,1,1,41,50,8gxd9ry2580pu1b1dd5ny9ymy,1,68.0,92.3,2024-08-09T17:42:00.750Z,2024-08-09T17:42:01Z,6uwvbagahvoavs630k8uksxjp,M. Kaalund,,,5137383127,140,58.9,5137383133,213,3.41,5137383129,141,88.4,5137383125,56,Left,5137383131,212,9.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2706923041,327,1,1,41,51,8gxd9ry2580pu1b1dd5ny9ymy,1,58.9,88.4,2024-08-09T17:42:01.734Z,2024-08-09T17:42:04Z,6dzg820946z4848whaa6ny2nd,N. Clausen,,,5137383269,212,14.5,5137383271,213,3.60,5137383263,56,Back,5137383267,141,79.0,5137383265,140,46.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2706923061,328,1,1,41,53,8gxd9ry2580pu1b1dd5ny9ymy,0,42.5,77.5,2024-08-09T17:42:04.022Z,2024-08-09T17:42:07Z,a30gduuv9d1s4pkthgu2jhyol,D. Stenderup,,,5137383391,1,,5137383381,56,Left,5137383385,141,100.0,5137383389,213,0.46,5137383383,140,74.3,5137383387,212,37.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2706923069,329,5,1,41,56,8gxd9ry2580pu1b1dd5ny9ymy,0,69.6,101.7,2024-08-09T17:42:06.984Z,2024-08-09T19:32:19Z,a30gduuv9d1s4pkthgu2jhyol,D. Stenderup,,,5137383621,233,398,5137383431,347,,5137383427,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2706923093,398,5,1,41,56,ajtb177oqwawkdwbqhldmq6mx,1,30.4,-1.7000000000000002,2024-08-09T17:42:06.984Z,2024-08-09T19:32:19Z,8xfqengyrwgxhhi86ok88vf2s,M. Bøttker,,,5137383583,56,Back,5137383599,233,329,5137383585,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2706923131,399,1,1,42,1,ajtb177oqwawkdwbqhldmq6mx,1,43.5,0.0,2024-08-09T17:42:11.302Z,2024-08-09T17:42:17Z,6g671k5lvgoo2bgub2516q1w4,L. Henriksen,,,5137383779,140,35.9,5137383777,56,Back,5137383783,212,12.5,5137383785,213,2.26,5137383781,141,12.5,5137383775,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2706923167,400,1,1,42,6,ajtb177oqwawkdwbqhldmq6mx,1,32.2,18.9,2024-08-09T17:42:17.191Z,2024-08-09T17:42:21Z,2uellcocrvapu7o70g5zdcmad,J. Egeris,,,5137383983,140,11.8,5137383989,213,2.38,5137383987,212,29.7,5137383985,141,49.1,5137383981,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2706923195,401,1,1,42,11,ajtb177oqwawkdwbqhldmq6mx,1,11.8,50.7,2024-08-09T17:42:21.583Z,2024-08-09T17:42:25Z,b2gkyjq8emj9pywryc3rycogl,M. Falkesgaard,,,5137384137,56,Back,5137384139,140,23.3,5137384145,213,5.32,5137384141,141,25.0,5137384143,212,21.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2706923213,402,1,1,42,15,ajtb177oqwawkdwbqhldmq6mx,0,23.3,25.0,2024-08-09T17:42:25.591Z,2024-08-09T17:42:27Z,2uellcocrvapu7o70g5zdcmad,J. Egeris,,,5137384245,140,68.2,5137384241,155,,5137384251,213,0.50,5137384253,1,,5137384247,141,62.6,5137384243,56,Center,5137384249,212,53.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2706923259,330,1,1,42,18,8gxd9ry2580pu1b1dd5ny9ymy,1,35.0,48.7,2024-08-09T17:42:28.790Z,2024-08-09T17:42:31Z,bfvdr7ckiersz26ya2kq9f1g4,A. Iljazovski,,,5137384449,140,20.3,5137384447,56,Back,5137384453,212,17.9,5137384455,213,2.61,5137384451,141,62.1,5137384445,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2706923287,332,1,1,42,21,8gxd9ry2580pu1b1dd5ny9ymy,1,19.2,62.3,2024-08-09T17:42:31.642Z,2024-08-09T17:42:34Z,d9hh01mit4geyadol3gmzco9,F. Đukić,,,5137384597,141,65.8,5137384599,212,7.2,5137384593,56,Back,5137384601,213,0.34,5137384595,140,25.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2706923317,333,1,1,42,24,8gxd9ry2580pu1b1dd5ny9ymy,1,23.9,64.0,2024-08-09T17:42:34.454Z,2024-08-09T17:42:37Z,a30gduuv9d1s4pkthgu2jhyol,D. Stenderup,,,5137384721,56,Back,5137384725,141,26.4,5137384727,212,25.6,5137384723,140,22.9,5137384729,213,4.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2706923321,334,1,1,42,27,8gxd9ry2580pu1b1dd5ny9ymy,1,26.5,19.1,2024-08-09T17:42:37.670Z,2024-08-09T17:42:39Z,bfvdr7ckiersz26ya2kq9f1g4,A. Iljazovski,,,5137384761,212,15.5,5137384757,140,41.1,5137384759,141,22.1,5137384755,56,Back,5137384763,213,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2706923325,335,1,1,42,28,8gxd9ry2580pu1b1dd5ny9ymy,1,41.2,22.4,2024-08-09T17:42:38.813Z,2024-08-09T17:42:39Z,1cumsropo1r0msfzxxteml1w,J. Adjei-Broni,,,5137384783,156,,5137384777,212,8.6,5137384779,213,2.60,5137384773,140,34.2,5137384771,56,Back,5137384775,141,28.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2706923361,336,1,1,42,32,8gxd9ry2580pu1b1dd5ny9ymy,1,38.7,48.4,2024-08-09T17:42:42.333Z,2024-08-09T17:42:43Z,bfvdr7ckiersz26ya2kq9f1g4,A. Iljazovski,,,5137384947,212,17.0,5137384943,140,32.5,5137384949,213,1.96,5137384945,141,71.5,5137384941,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2706923387,337,1,1,42,33,8gxd9ry2580pu1b1dd5ny9ymy,1,32.5,71.5,2024-08-09T17:42:43.765Z,2024-08-09T17:42:46Z,a30gduuv9d1s4pkthgu2jhyol,D. Stenderup,,,5137385061,140,41.1,5137385065,212,16.4,5137385059,56,Back,5137385067,213,0.99,5137385063,141,91.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2706923393,338,1,1,42,35,8gxd9ry2580pu1b1dd5ny9ymy,0,40.8,94.2,2024-08-09T17:42:46.237Z,2024-08-09T17:53:18Z,6dzg820946z4848whaa6ny2nd,N. Clausen,,,5137385089,213,6.12,5137385083,140,44.3,5137385087,212,3.7,5137385191,286,,5137385185,236,,5137385187,233,403,5137385081,56,Back,5137385085,141,93.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2706923411,403,74,1,42,35,ajtb177oqwawkdwbqhldmq6mx,1,55.9,10.6,2024-08-09T17:42:46.238Z,2024-08-09T19:31:52Z,8xfqengyrwgxhhi86ok88vf2s,M. Bøttker,,,5137385165,285,,5137385163,56,Right,5137385193,233,338,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2706923441,339,1,1,42,37,8gxd9ry2580pu1b1dd5ny9ymy,1,39.1,93.0,2024-08-09T17:42:47.901Z,2024-08-09T17:53:19Z,6dzg820946z4848whaa6ny2nd,N. Clausen,,,5137385325,140,39.2,5137385331,213,4.74,5137385327,141,87.2,5137385323,56,Back,5137385329,212,3.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2706923503,340,1,1,42,40,8gxd9ry2580pu1b1dd5ny9ymy,1,39.0,79.9,2024-08-09T17:42:50.333Z,2024-08-09T17:42:57Z,bfvdr7ckiersz26ya2kq9f1g4,A. Iljazovski,,,5137385627,141,47.9,5137385629,212,23.8,5137385623,56,Back,5137385625,140,29.8,5137385631,213,4.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2706923541,341,1,1,42,47,8gxd9ry2580pu1b1dd5ny9ymy,1,34.5,44.8,2024-08-09T17:42:57.517Z,2024-08-09T17:43:02Z,630daj1ef34rczbhng0eoncvd,M. Kiilerich,,,5137385787,140,32.5,5137385793,213,1.72,5137385789,141,64.9,5137385791,212,13.8,5137385785,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2706923569,342,1,1,42,51,8gxd9ry2580pu1b1dd5ny9ymy,1,33.7,61.1,2024-08-09T17:43:01.909Z,2024-08-09T17:43:05Z,a30gduuv9d1s4pkthgu2jhyol,D. Stenderup,,,5137385943,141,88.3,5137385925,56,Back,5137385947,213,1.30,5137385945,212,19.2,5137385941,140,38.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2706923595,343,1,1,42,54,8gxd9ry2580pu1b1dd5ny9ymy,1,37.3,89.3,2024-08-09T17:43:05.245Z,2024-08-09T17:52:53Z,6dzg820946z4848whaa6ny2nd,N. Clausen,,,5137386087,56,Left,5137386093,212,21.5,5137386089,140,57.8,5137386091,141,88.1,5137386095,213,6.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2706923605,344,1,1,42,57,8gxd9ry2580pu1b1dd5ny9ymy,0,57.8,88.0,2024-08-09T17:43:07.437Z,2024-08-09T17:43:09Z,dncrhma6gwcn6pxiu7hfc6qz8,A. Smed,,,5137386141,213,0.36,5137386133,140,65.4,5137386127,168,,5137386139,212,8.5,5137386129,56,Left,5137386137,141,92.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2706923623,404,61,1,42,59,ajtb177oqwawkdwbqhldmq6mx,0,44.0,8.2,2024-08-09T17:43:09.719Z,2024-08-09T17:43:09Z,6g671k5lvgoo2bgub2516q1w4,L. Henriksen,,,5137386217,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2706923685,345,5,1,42,59,8gxd9ry2580pu1b1dd5ny9ymy,1,58.8,101.8,2024-08-09T17:43:10.094Z,2024-08-09T19:32:20Z,dncrhma6gwcn6pxiu7hfc6qz8,A. Smed,,,5137386527,56,Left,5137386621,233,405,5137386529,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2706923649,405,5,1,42,59,ajtb177oqwawkdwbqhldmq6mx,0,41.2,-1.8,2024-08-09T17:43:10.094Z,2024-08-09T19:32:20Z,6g671k5lvgoo2bgub2516q1w4,L. Henriksen,,,5137386325,56,Back,5137386327,347,,5137386633,233,345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2706923791,346,1,1,43,13,8gxd9ry2580pu1b1dd5ny9ymy,1,65.4,100.0,2024-08-09T17:43:23.861Z,2024-08-09T17:43:26Z,6dzg820946z4848whaa6ny2nd,N. Clausen,,,5137387095,56,Left,5137387091,107,,5137387107,212,9.4,5137387103,141,91.4,5137387109,213,5.41,5137387099,140,71.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2706923797,347,50,1,43,15,8gxd9ry2580pu1b1dd5ny9ymy,1,67.2,89.7,2024-08-09T17:43:26.157Z,2024-08-09T19:28:10Z,6uwvbagahvoavs630k8uksxjp,M. Kaalund,,,5137387263,233,406,5137387129,286,,5137387127,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2706923811,406,7,1,43,15,ajtb177oqwawkdwbqhldmq6mx,1,32.8,10.3,2024-08-09T17:43:26.158Z,2024-08-09T19:28:10Z,6g671k5lvgoo2bgub2516q1w4,L. Henriksen,,,5137387203,285,,5137387249,233,347,5137387201,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2706923835,407,1,1,43,17,ajtb177oqwawkdwbqhldmq6mx,0,45.4,7.1,2024-08-09T17:43:27.990Z,2024-08-09T17:43:29Z,8xfqengyrwgxhhi86ok88vf2s,M. Bøttker,,,5137387303,140,49.4,5137387309,213,6.08,5137387307,212,4.3,5137387301,56,Back,5137387305,141,5.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2706923853,348,1,1,43,19,8gxd9ry2580pu1b1dd5ny9ymy,1,67.3,97.5,2024-08-09T17:43:30.013Z,2024-08-09T17:43:31Z,6dzg820946z4848whaa6ny2nd,N. Clausen,,,5137387407,141,91.8,5137387403,56,Left,5137387409,212,8.6,5137387405,140,60.0,5137387411,213,3.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2706923869,349,1,1,43,21,8gxd9ry2580pu1b1dd5ny9ymy,1,58.9,91.2,2024-08-09T17:43:31.781Z,2024-08-09T17:43:33Z,9r07ooissj5mz15g87x5rmbx1,C. Jakobsen,,,5137387487,212,8.2,5137387483,140,66.7,5137387489,213,6.27,5137387481,56,Left,5137387485,141,91.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2706923915,350,1,1,43,22,8gxd9ry2580pu1b1dd5ny9ymy,1,67.7,91.4,2024-08-09T17:43:33.125Z,2024-08-09T17:43:36Z,6uwvbagahvoavs630k8uksxjp,M. Kaalund,,,5137387719,213,1.54,5137387713,140,67.8,5137387717,212,3.7,5137387711,56,Left,5137387715,141,96.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2706923919,351,1,1,43,26,8gxd9ry2580pu1b1dd5ny9ymy,1,67.8,96.8,2024-08-09T17:43:36.821Z,2024-08-09T17:43:37Z,6dzg820946z4848whaa6ny2nd,N. Clausen,,,5137387727,56,Back,5137387733,212,26.1,5137387729,140,43.7,5137387731,141,87.2,5137387735,213,3.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2706923939,352,1,1,43,27,8gxd9ry2580pu1b1dd5ny9ymy,1,43.7,87.2,2024-08-09T17:43:37.453Z,2024-08-09T17:51:42Z,a30gduuv9d1s4pkthgu2jhyol,D. Stenderup,,,5137387861,140,55.8,5137387865,212,13.0,5137387859,56,Left,5137387867,213,6.06,5137387863,141,82.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2706923947,353,1,1,43,30,8gxd9ry2580pu1b1dd5ny9ymy,1,55.0,71.4,2024-08-09T17:43:40.342Z,2024-08-09T17:51:39Z,4oxf446ya7jwulq6hxlp8r36d,J. Gemmer,,,5137409153,213,0.13,5137409149,141,73.6,5137409143,168,,5137409147,140,65.8,5137409145,56,Center,5137409151,212,11.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2706923949,354,1,1,43,30,8gxd9ry2580pu1b1dd5ny9ymy,1,62.1,80.5,2024-08-09T17:43:40.518Z,2024-08-09T17:52:00Z,9r07ooissj5mz15g87x5rmbx1,C. Jakobsen,,,5137409909,56,Right,5137409907,196,,5137409915,212,54.0,5137409911,140,83.9,5137409917,213,5.15,5137409913,141,8.6,5137409919,1,,5137409905,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2706924005,355,1,1,43,36,8gxd9ry2580pu1b1dd5ny9ymy,1,89.2,8.6,2024-08-09T17:43:46.613Z,2024-08-09T17:43:49Z,1cumsropo1r0msfzxxteml1w,J. Adjei-Broni,,,5137388267,213,1.77,5137388263,141,26.1,5137388261,140,86.9,5137388265,212,12.1,5137388259,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2706924027,356,1,1,43,38,8gxd9ry2580pu1b1dd5ny9ymy,1,87.9,23.9,2024-08-09T17:43:49.245Z,2024-08-09T17:43:53Z,bfvdr7ckiersz26ya2kq9f1g4,A. Iljazovski,,,5137388357,141,37.0,5137388361,213,1.75,5137388359,212,9.0,5137388353,56,Center,5137388355,140,86.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2706924047,357,1,1,43,43,8gxd9ry2580pu1b1dd5ny9ymy,1,86.4,37.0,2024-08-09T17:43:53.405Z,2024-08-09T18:05:15Z,dncrhma6gwcn6pxiu7hfc6qz8,A. Smed,1.0,,5137388465,140,77.1,5137388471,213,3.12,5137388463,56,Center,5137388469,212,9.8,5137446477,210,13,5137388467,141,37.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2706924049,358,13,1,43,44,8gxd9ry2580pu1b1dd5ny9ymy,1,77.1,39.4,2024-08-09T17:43:54.893Z,2024-08-09T19:51:15Z,4oxf446ya7jwulq6hxlp8r36d,J. Gemmer,,,5137388483,56,Center,5137446561,103,63.9,5137388479,22,,5137446557,102,49.9,5137446551,55,357,5137388481,18,,5137446087,20,,5137446543,74,,5137446547,29,5137446565,215,,5137446577,231,50,5137446571,230,97.5,,,,,,,,,,,,,,,,,,,
2706924057,359,5,1,43,44,8gxd9ry2580pu1b1dd5ny9ymy,0,100.7,55.4,2024-08-09T17:43:55.112Z,2024-08-09T19:32:21Z,4oxf446ya7jwulq6hxlp8r36d,J. Gemmer,,,5137388519,346,,5137388517,56,Center,5137389135,233,408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2706924171,408,5,1,43,44,ajtb177oqwawkdwbqhldmq6mx,1,-0.7000000000000001,44.6,2024-08-09T17:43:55.112Z,2024-08-09T19:32:20Z,8xfqengyrwgxhhi86ok88vf2s,M. Bøttker,,,5137389105,346,,5137389103,56,Back,5137389123,233,359,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2706924203,409,1,1,43,59,ajtb177oqwawkdwbqhldmq6mx,1,4.2,38.6,2024-08-09T17:44:09.528Z,2024-08-09T17:44:13Z,2uellcocrvapu7o70g5zdcmad,J. Egeris,,,5137389243,56,Back,5137389249,212,10.1,5137389247,141,53.4,5137389251,213,1.64,5137389255,237,,5137389245,140,3.5,5137389241,124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2706924217,410,1,1,44,3,ajtb177oqwawkdwbqhldmq6mx,0,3.4,51.9,2024-08-09T17:44:13.504Z,2024-08-09T17:44:15Z,b2gkyjq8emj9pywryc3rycogl,M. Falkesgaard,,,5137389305,155,,5137389315,141,5.5,5137389321,1,,5137389313,140,53.7,5137389319,213,5.74,5137389309,56,Right,5137389317,212,61.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2706924271,360,1,1,44,6,8gxd9ry2580pu1b1dd5ny9ymy,1,58.0,86.8,2024-08-09T17:44:16.716Z,2024-08-09T17:44:20Z,6dzg820946z4848whaa6ny2nd,N. Clausen,,,5137389601,213,6.14,5137389595,140,69.0,5137389591,56,Left,5137389599,212,11.7,5137389597,141,84.4,5137389587,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2706924315,362,1,1,44,14,8gxd9ry2580pu1b1dd5ny9ymy,0,71.3,85.6,2024-08-09T17:44:25.020Z,2024-08-09T17:44:25Z,dncrhma6gwcn6pxiu7hfc6qz8,A. Smed,,,5137389815,140,76.2,5137389821,213,5.41,5137389813,56,Center,5137389819,212,8.0,5137389817,141,76.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2706924355,411,12,1,44,15,ajtb177oqwawkdwbqhldmq6mx,1,23.1,36.4,2024-08-09T17:44:26.280Z,2024-08-09T20:16:09Z,6g671k5lvgoo2bgub2516q1w4,L. Henriksen,,,5137390035,140,32.5,5137390041,213,0.19,5137390033,56,Back,5137390039,212,10.1,5137390037,141,39.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2706924377,363,1,1,44,16,8gxd9ry2580pu1b1dd5ny9ymy,1,72.1,74.5,2024-08-09T17:44:27.173Z,2024-08-09T17:44:31Z,4oxf446ya7jwulq6hxlp8r36d,J. Gemmer,,,5137390143,212,19.7,5137390131,155,,5137390145,213,0.71,5137390133,56,Left,5137390141,141,93.3,5137390139,140,86.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2706924409,364,1,1,44,20,8gxd9ry2580pu1b1dd5ny9ymy,0,86.9,92.0,2024-08-09T17:44:31.261Z,2024-08-09T17:44:36Z,6dzg820946z4848whaa6ny2nd,N. Clausen,,,5137390319,140,92.6,5137390313,2,,5137390317,56,Center,5137390325,213,4.93,5137390321,141,52.7,5137390323,212,27.4,5137390315,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2706924411,412,12,1,44,23,ajtb177oqwawkdwbqhldmq6mx,1,9.3,41.8,2024-08-09T17:44:33.856Z,2024-08-09T17:44:37Z,2uellcocrvapu7o70g5zdcmad,J. Egeris,,,5137390335,140,9.9,5137390399,15,,5137390337,141,86.3,5137390339,212,30.3,5137390333,56,Back,5137390341,213,1.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2706924439,413,44,1,44,23,ajtb177oqwawkdwbqhldmq6mx,1,8.3,61.9,2024-08-09T17:44:33.969Z,2024-08-09T19:17:32Z,2uellcocrvapu7o70g5zdcmad,J. Egeris,,,5137390469,285,,5137390467,56,Back,5137448543,233,365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2706924421,365,44,1,44,23,8gxd9ry2580pu1b1dd5ny9ymy,0,91.7,38.1,2024-08-09T17:44:33.970Z,2024-08-09T19:17:33Z,6uwvbagahvoavs630k8uksxjp,M. Kaalund,,,5137390391,56,Center,5137390393,286,,5137448559,233,413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2706906349,58,12,1,44,23,ajtb177oqwawkdwbqhldmq6mx,1,10.5,37.6,2024-08-09T17:44:34.202Z,2024-08-09T18:06:49Z,2uellcocrvapu7o70g5zdcmad,J. Egeris,,,5137452911,213,1.69,5137452907,141,77.7,5137452909,212,27.4,5137452903,56,Back,5137452905,140,7.5,5137453311,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2706924491,366,1,1,44,27,8gxd9ry2580pu1b1dd5ny9ymy,1,91.2,10.9,2024-08-09T17:44:38.036Z,2024-08-09T17:44:45Z,1cumsropo1r0msfzxxteml1w,J. Adjei-Broni,,,5137390735,213,3.21,5137390731,141,10.0,5137390729,140,82.5,5137390727,56,Right,5137390733,212,9.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
