id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/10/value,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value
2711329797,479,1,2,45,3,aqtkb4mgrz8c6iqfufj6qjbv9,1,42.2,36.6,2024-08-20T18:02:14.968Z,2024-08-20T18:02:16Z,2tcdx5rp7vujnlid4oqqxdogk,M. Due Grandt,,5161698689,140,38.2,5161698695,213,2.00,5161698693,212,10.1,5161698687,56,Back,5161698691,141,50.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711329817,480,1,2,45,4,aqtkb4mgrz8c6iqfufj6qjbv9,1,38.2,50.1,2024-08-20T18:02:15.839Z,2024-08-20T18:02:19Z,bpldj4qdzfdm1n739atcadbmc,B. Kücükylidiz,,5161698817,140,34.9,5161698821,212,11.9,5161698823,213,4.42,5161698815,56,Back,5161698819,141,33.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711329837,481,1,2,45,7,aqtkb4mgrz8c6iqfufj6qjbv9,1,34.9,33.4,2024-08-20T18:02:19.169Z,2024-08-20T18:02:22Z,khqldwfq14b7giakss24l9t5,K. Enghardt,,5161698947,56,Back,5161698953,140,29.6,5161698963,213,1.86,5161698961,212,19.8,5161698959,141,61.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711329865,482,1,2,45,10,aqtkb4mgrz8c6iqfufj6qjbv9,1,31.5,67.2,2024-08-20T18:02:22.288Z,2024-08-20T18:02:29Z,9350utk4onh2hv5jznxqpkd7t,R. Møller,,5161699139,213,0.05,5161699133,140,70.7,5161699141,1,,5161699129,155,,5161699131,56,Center,5161699137,212,41.2,5161699135,141,70.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711329875,483,1,2,45,17,aqtkb4mgrz8c6iqfufj6qjbv9,1,88.8,89.0,2024-08-20T18:02:28.943Z,2024-08-20T18:02:30Z,1fjkjzsei9slx2t4zhsqdkve1,M. Etim,,5161699189,140,85.4,5161699195,213,2.58,5161699193,212,4.2,5161699187,56,Left,5161699191,141,92.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711329907,484,1,2,45,18,aqtkb4mgrz8c6iqfufj6qjbv9,1,85.4,92.3,2024-08-20T18:02:30.167Z,2024-08-20T18:02:33Z,85a9bmnu6fqvhlff28qm0e0a1,D. Johansen,,5161699349,212,5.3,5161699351,213,3.88,5161699343,56,Left,5161699347,141,87.1,5161699345,140,81.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711329901,416,83,2,45,21,8gxd9ry2580pu1b1dd5ny9ymy,0,18.7,7.3,2024-08-20T18:02:33.095Z,2024-08-20T18:02:57Z,dncrhma6gwcn6pxiu7hfc6qz8,A. Smed,,5161699493,399,1fjkjzsei9slx2t4zhsqdkve1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711329935,485,1,2,45,21,aqtkb4mgrz8c6iqfufj6qjbv9,1,75.7,77.0,2024-08-20T18:02:33.655Z,2024-08-20T18:02:36Z,1fjkjzsei9slx2t4zhsqdkve1,M. Etim,,5161699477,140,70.8,5161699475,56,Center,5161699479,141,59.0,5161699483,213,4.31,5161699481,212,13.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711329975,486,1,2,45,27,aqtkb4mgrz8c6iqfufj6qjbv9,1,71.7,43.1,2024-08-20T18:02:38.846Z,2024-08-20T18:02:41Z,2tcdx5rp7vujnlid4oqqxdogk,M. Due Grandt,,5161699683,140,79.9,5161699689,213,5.05,5161699681,56,Right,5161699685,141,7.6,5161699687,212,25.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711329999,487,1,2,45,29,aqtkb4mgrz8c6iqfufj6qjbv9,1,79.9,7.6,2024-08-20T18:02:41.518Z,2024-08-20T18:03:09Z,81gka3mi69fh8gyehyy8xo9as,C. Allen,,5161699793,213,2.82,5161699787,140,73.2,5161699791,212,7.4,5161699785,56,Right,5161699789,141,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711330009,488,1,2,45,35,aqtkb4mgrz8c6iqfufj6qjbv9,1,65.1,18.0,2024-08-20T18:02:47.110Z,2024-08-20T18:02:49Z,2tcdx5rp7vujnlid4oqqxdogk,M. Due Grandt,,5161699839,141,37.3,5161699841,212,23.9,5161699837,140,46.1,5161699843,213,2.56,5161699835,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711330047,489,1,2,45,39,aqtkb4mgrz8c6iqfufj6qjbv9,1,38.3,42.4,2024-08-20T18:02:51.495Z,2024-08-20T18:02:58Z,9350utk4onh2hv5jznxqpkd7t,R. Møller,,5161700051,140,14.3,5161700049,56,Back,5161700053,141,50.3,5161700057,213,2.93,5161700055,212,25.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711330059,490,1,2,45,46,aqtkb4mgrz8c6iqfufj6qjbv9,1,14.1,46.1,2024-08-20T18:02:58.303Z,2024-08-20T18:02:59Z,8mswl5vzza12hylodrrsq3zvu,A. Kappenberger,,5161700107,213,1.29,5161700105,212,16.7,5161700101,140,18.5,5161700099,56,Back,5161700103,141,69.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711330111,491,1,2,45,47,aqtkb4mgrz8c6iqfufj6qjbv9,1,18.8,69.9,2024-08-20T18:02:59.617Z,2024-08-20T18:03:09Z,9350utk4onh2hv5jznxqpkd7t,R. Møller,,5161700385,140,4.9,5161700387,141,50.0,5161700383,56,Back,5161700389,212,19.9,5161700391,213,3.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711330125,492,1,2,45,57,aqtkb4mgrz8c6iqfufj6qjbv9,1,8.4,51.2,2024-08-20T18:03:08.886Z,2024-08-20T18:03:12Z,8mswl5vzza12hylodrrsq3zvu,A. Kappenberger,,5161700463,141,80.8,5161700469,1,,5161700459,56,Left,5161700461,140,67.0,5161700465,212,64.7,5161700457,155,,5161700467,213,0.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711330131,493,44,2,46,0,aqtkb4mgrz8c6iqfufj6qjbv9,1,70.1,84.5,2024-08-20T18:03:12.293Z,2024-08-20T18:58:14Z,khqldwfq14b7giakss24l9t5,K. Enghardt,,5161700497,286,,5161700495,56,Left,5161700507,233,417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711330133,417,44,2,46,0,8gxd9ry2580pu1b1dd5ny9ymy,0,29.9,15.5,2024-08-20T18:03:12.294Z,2024-08-20T18:58:14Z,dshwz1df0rbe0fztksawvd0wl,M. Olsen,,5161700503,285,,5161700501,56,Back,5161700541,233,493,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711330177,494,1,2,46,0,aqtkb4mgrz8c6iqfufj6qjbv9,1,67.1,80.5,2024-08-20T18:03:12.420Z,2024-08-20T18:03:38Z,khqldwfq14b7giakss24l9t5,K. Enghardt,,5161700767,140,92.0,5161700765,56,Left,5161700761,3,,5161700771,212,27.0,5161700773,213,0.25,5161700769,141,90.5,5161700763,168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711330185,495,1,2,46,5,aqtkb4mgrz8c6iqfufj6qjbv9,1,90.4,93.8,2024-08-20T18:03:17.343Z,2024-08-20T18:03:20Z,1fjkjzsei9slx2t4zhsqdkve1,M. Etim,,5161700799,141,93.9,5161700801,212,14.4,5161700797,140,76.7,5161700795,56,Left,5161700803,213,3.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711330203,496,1,2,46,8,aqtkb4mgrz8c6iqfufj6qjbv9,0,76.3,93.9,2024-08-20T18:03:20.607Z,2024-08-20T18:03:21Z,85a9bmnu6fqvhlff28qm0e0a1,D. Johansen,,5161700891,213,4.46,5161700885,141,72.3,5161700877,56,Center,5161700889,212,15.2,5161700881,140,72.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711330211,418,8,2,46,9,8gxd9ry2580pu1b1dd5ny9ymy,1,32.1,41.2,2024-08-20T18:03:21.742Z,2024-08-20T18:03:21Z,615e0bjcd0tyge047sy43y5sl,M. Spelmann,1.0,5161700919,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711330287,420,13,2,46,18,8gxd9ry2580pu1b1dd5ny9ymy,1,75.6,49.1,2024-08-20T18:03:30.517Z,2024-08-20T18:03:48Z,6uwvbagahvoavs630k8uksxjp,M. Kaalund,,5161701893,55,418,5161701887,23,,5161701899,103,15.3,5161701903,230,97.8,5161701349,56,Center,5161701347,18,,5161701451,20,,5161701905,231,49.6,5161701891,29,,5161701889,73,,5161701901,215,5161701897,102,64.4,,,,,,,,,,,,,,,,
2711330291,421,5,2,46,19,8gxd9ry2580pu1b1dd5ny9ymy,0,101.0,58.4,2024-08-20T18:03:31.111Z,2024-08-20T18:58:33Z,6uwvbagahvoavs630k8uksxjp,M. Kaalund,,5161701369,56,Center,5161701371,346,,5161702097,233,497,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711330437,497,5,2,46,19,aqtkb4mgrz8c6iqfufj6qjbv9,1,-1.0,41.6,2024-08-20T18:03:31.111Z,2024-08-20T18:58:33Z,9350utk4onh2hv5jznxqpkd7t,R. Møller,,5161702077,56,Back,5161702093,233,421,5161702079,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711330443,498,1,2,46,42,aqtkb4mgrz8c6iqfufj6qjbv9,1,4.7,49.7,2024-08-20T18:03:54.086Z,2024-08-20T18:03:56Z,8mswl5vzza12hylodrrsq3zvu,A. Kappenberger,,5161702121,212,15.1,5161702113,124,,5161702119,141,70.9,5161702127,237,,5161702123,213,1.26,5161702115,56,Back,5161702117,140,9.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711330455,499,1,2,46,44,aqtkb4mgrz8c6iqfufj6qjbv9,1,11.9,74.4,2024-08-20T18:03:56.126Z,2024-08-20T18:03:58Z,9350utk4onh2hv5jznxqpkd7t,R. Møller,,5161702173,213,4.14,5161702169,212,16.0,5161702163,56,Back,5161702167,141,54.6,5161702165,140,3.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711330467,500,1,2,46,46,aqtkb4mgrz8c6iqfufj6qjbv9,1,3.6,54.6,2024-08-20T18:03:58.143Z,2024-08-20T18:04:01Z,8mswl5vzza12hylodrrsq3zvu,A. Kappenberger,,5161702223,140,8.1,5161702229,213,1.34,5161702221,56,Back,5161702225,141,83.6,5161702227,212,20.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711330491,501,1,2,46,49,aqtkb4mgrz8c6iqfufj6qjbv9,1,8.1,83.5,2024-08-20T18:04:01.369Z,2024-08-20T18:04:06Z,9350utk4onh2hv5jznxqpkd7t,R. Møller,,5161702371,140,38.8,5161702377,213,6.19,5161702367,155,,5161702375,212,32.4,5161702379,1,,5161702369,56,Back,5161702373,141,79.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711330507,502,1,2,46,54,aqtkb4mgrz8c6iqfufj6qjbv9,1,39.0,78.8,2024-08-20T18:04:06.417Z,2024-08-20T18:04:08Z,1fjkjzsei9slx2t4zhsqdkve1,M. Etim,,5161702447,140,31.0,5161702445,56,Back,5161702453,213,2.25,5161702449,141,94.2,5161702451,212,13.4,5161702443,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711330515,503,1,2,46,56,aqtkb4mgrz8c6iqfufj6qjbv9,0,31.0,94.2,2024-08-20T18:04:07.801Z,2024-08-20T18:04:10Z,85a9bmnu6fqvhlff28qm0e0a1,D. Johansen,,5161702505,141,87.4,5161702507,212,32.1,5161702501,56,Left,5161702511,1,,5161702503,140,61.3,5161702509,213,6.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711330521,423,50,2,47,1,8gxd9ry2580pu1b1dd5ny9ymy,1,30.8,10.1,2024-08-20T18:04:12.869Z,2024-08-20T18:58:01Z,bfvdr7ckiersz26ya2kq9f1g4,A. Iljazovski,,5161702689,233,504,5161702535,56,Back,5161702537,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711330537,504,7,2,47,1,aqtkb4mgrz8c6iqfufj6qjbv9,1,69.2,89.9,2024-08-20T18:04:12.870Z,2024-08-20T18:58:01Z,uiyol728wan4mxco2foplknp,A. Justinussen,,5161702681,286,,5161702663,56,Left,5161702677,233,423,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711330549,506,1,2,47,6,aqtkb4mgrz8c6iqfufj6qjbv9,1,74.1,79.9,2024-08-20T18:04:18.324Z,2024-08-20T18:04:25Z,uiyol728wan4mxco2foplknp,A. Justinussen,1.0,5161702739,141,57.2,5161702909,210,13,5161702737,140,74.3,5161702741,212,15.4,5161702743,213,4.73,5161702735,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711330551,507,13,2,47,7,aqtkb4mgrz8c6iqfufj6qjbv9,1,75.4,55.0,2024-08-20T18:04:19.232Z,2024-08-20T19:37:45Z,1fjkjzsei9slx2t4zhsqdkve1,M. Etim,,5161702929,215,,5161702933,231,52.5,5161702749,18,,5161702919,29,,5161702791,20,,5161702917,74,,5161702747,22,,5161702751,56,Center,5161702921,55,506,5161702927,103,73.6,5161702931,230,5161702925,102,46.4,,,96.0,,,,,,,,,,,,,
2711330683,424,5,2,47,8,8gxd9ry2580pu1b1dd5ny9ymy,1,-1.8,56.5,2024-08-20T18:04:20.536Z,2024-08-20T18:58:33Z,6dzg820946z4848whaa6ny2nd,N. Clausen,,5161703509,56,Back,5161703551,233,508,5161703511,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711330555,508,5,2,47,8,aqtkb4mgrz8c6iqfufj6qjbv9,0,101.8,43.5,2024-08-20T18:04:20.536Z,2024-08-20T18:58:34Z,1fjkjzsei9slx2t4zhsqdkve1,M. Etim,,5161702771,56,Center,5161703583,233,424,5161702773,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711330715,425,1,2,47,30,8gxd9ry2580pu1b1dd5ny9ymy,1,5.6,60.9,2024-08-20T18:04:42.349Z,2024-08-20T18:04:46Z,a30gduuv9d1s4pkthgu2jhyol,D. Stenderup,,5161703685,141,46.4,5161703687,212,10.0,5161703693,237,,5161703679,124,,5161703681,56,Back,5161703683,140,3.9,5161703689,213,4.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711330751,426,1,2,47,34,8gxd9ry2580pu1b1dd5ny9ymy,0,8.3,46.3,2024-08-20T18:04:46.388Z,2024-08-20T18:04:50Z,d9hh01mit4geyadol3gmzco9,F. Đukić,,5161703915,212,52.0,5161703909,56,Center,5161703917,213,6.17,5161703907,155,,5161703913,141,37.4,5161703919,1,,5161703911,140,57.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711330819,509,1,2,47,38,aqtkb4mgrz8c6iqfufj6qjbv9,1,24.7,64.0,2024-08-20T18:04:50.001Z,2024-08-20T18:04:56Z,9350utk4onh2hv5jznxqpkd7t,R. Møller,,5161704243,212,15.7,5161704235,3,,5161704237,56,Back,5161704241,141,78.1,5161704245,213,0.66,5161704239,140,36.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711330855,511,1,2,47,44,aqtkb4mgrz8c6iqfufj6qjbv9,0,38.0,82.0,2024-08-20T18:04:56.320Z,2024-08-20T18:04:58Z,85a9bmnu6fqvhlff28qm0e0a1,D. Johansen,,5161704423,1,,5161704415,140,84.7,5161704417,141,100.0,5161704421,213,0.27,5161704413,56,Left,5161704411,155,,5161704419,212,50.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711330899,428,56,2,47,45,8gxd9ry2580pu1b1dd5ny9ymy,1,14.6,4.0,2024-08-20T18:04:56.876Z,2024-08-20T18:05:12Z,dshwz1df0rbe0fztksawvd0wl,M. Olsen,,5161704635,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711330895,427,5,2,47,46,8gxd9ry2580pu1b1dd5ny9ymy,1,14.0,-1.8,2024-08-20T18:04:58.696Z,2024-08-20T18:58:34Z,dshwz1df0rbe0fztksawvd0wl,M. Olsen,,5161704629,347,,5161704645,233,512,5161704627,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711330861,512,5,2,47,46,aqtkb4mgrz8c6iqfufj6qjbv9,0,86.0,101.8,2024-08-20T18:04:58.696Z,2024-08-20T18:58:34Z,85a9bmnu6fqvhlff28qm0e0a1,D. Johansen,,5161704447,347,,5161704679,233,427,5161704443,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711330935,429,1,2,47,55,8gxd9ry2580pu1b1dd5ny9ymy,1,14.6,0.0,2024-08-20T18:05:07.308Z,2024-08-20T18:06:04Z,bfvdr7ckiersz26ya2kq9f1g4,A. Iljazovski,,5161704837,141,7.3,5161704835,140,26.0,5161704841,213,0.49,5161704839,212,13.5,5161705139,107,,5161704833,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711330939,430,1,2,47,57,8gxd9ry2580pu1b1dd5ny9ymy,1,26.9,7.3,2024-08-20T18:05:09.788Z,2024-08-20T18:06:06Z,dncrhma6gwcn6pxiu7hfc6qz8,A. Smed,,5161704847,140,30.2,5161704845,56,Back,5161704853,213,1.36,5161704849,141,31.0,5161704851,212,16.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711330955,431,1,2,47,59,8gxd9ry2580pu1b1dd5ny9ymy,1,30.8,28.5,2024-08-20T18:05:11.228Z,2024-08-20T18:06:09Z,6uwvbagahvoavs630k8uksxjp,M. Kaalund,,5161704929,141,17.6,5161704933,213,4.83,5161704927,140,31.6,5161704925,56,Back,5161704931,212,7.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711330963,432,1,2,48,0,8gxd9ry2580pu1b1dd5ny9ymy,1,35.3,13.1,2024-08-20T18:05:12.661Z,2024-08-20T18:06:08Z,5e5fuj7mbkpvf0bug32ixxc5x,S. Makienok,,5161704977,140,62.4,5161704975,56,Right,5161704983,213,6.09,5161704979,141,4.7,5161704981,212,29.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711330973,433,2,2,48,1,8gxd9ry2580pu1b1dd5ny9ymy,1,62.4,4.7,2024-08-20T18:05:13.733Z,2024-08-20T18:06:11Z,615e0bjcd0tyge047sy43y5sl,M. Spelmann,,5161705049,141,34.3,5161706373,7,9tt9eo9bsff7dp7aqjal1obo4,5161705047,140,79.8,5161705045,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711330981,513,43,2,48,3,aqtkb4mgrz8c6iqfufj6qjbv9,1,0.0,0.0,2024-08-20T18:05:14.943Z,2024-08-20T18:05:23Z,8mswl5vzza12hylodrrsq3zvu,A. Kappenberger,,5161705317,144,59,5161705095,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711330983,514,43,2,48,5,aqtkb4mgrz8c6iqfufj6qjbv9,1,0.0,0.0,2024-08-20T18:05:16.848Z,2024-08-20T18:05:22Z,8mswl5vzza12hylodrrsq3zvu,A. Kappenberger,,5161705101,141,100.0,5161705137,167,0,5161705097,56,Back,5161705105,213,0.74,5161705099,140,41.5,5161705261,144,12,5161705103,212,30.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711330987,515,43,2,48,6,aqtkb4mgrz8c6iqfufj6qjbv9,1,0.0,0.0,2024-08-20T18:05:17.961Z,2024-08-20T18:05:20Z,8mswl5vzza12hylodrrsq3zvu,A. Kappenberger,,5161705195,144,5,5161705121,347,0,5161705119,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711331117,517,1,2,48,29,aqtkb4mgrz8c6iqfufj6qjbv9,1,36.8,77.6,2024-08-20T18:05:41.519Z,2024-08-20T18:05:42Z,9350utk4onh2hv5jznxqpkd7t,R. Møller,,5161705823,141,60.0,5161705815,5,,5161705817,241,,5161705825,212,13.9,5161705827,213,4.18,5161705819,56,Back,5161705843,189,,5161705821,140,30.1,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711331133,518,1,2,48,31,aqtkb4mgrz8c6iqfufj6qjbv9,1,30.1,60.0,2024-08-20T18:05:43.079Z,2024-08-20T18:05:47Z,bpldj4qdzfdm1n739atcadbmc,B. Kücükylidiz,,5161705905,141,28.8,5161705907,212,21.7,5161705901,56,Back,5161705903,140,34.3,5161705909,213,4.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711331161,519,1,2,48,35,aqtkb4mgrz8c6iqfufj6qjbv9,1,38.1,20.6,2024-08-20T18:05:47.135Z,2024-08-20T18:05:52Z,khqldwfq14b7giakss24l9t5,K. Enghardt,,5161706073,213,5.63,5161706069,141,2.0,5161706065,56,Right,5161706067,140,53.9,5161706071,212,20.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711331167,520,1,2,48,40,aqtkb4mgrz8c6iqfufj6qjbv9,0,58.0,6.5,2024-08-20T18:05:52.343Z,2024-08-20T18:05:52Z,81gka3mi69fh8gyehyy8xo9as,C. Allen,,5161706097,213,1.35,5161706095,212,2.4,5161706089,140,58.5,5161706085,56,Right,5161706093,141,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711331197,435,1,2,48,41,8gxd9ry2580pu1b1dd5ny9ymy,1,41.8,78.8,2024-08-20T18:05:53.388Z,2024-08-20T18:05:56Z,45dqseup0cmujyl4nprr29y0a,M. Fredslund,,5161706229,141,89.1,5161706225,56,Back,5161706231,212,15.7,5161706227,140,28.4,5161706233,213,2.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711331199,436,1,2,48,44,8gxd9ry2580pu1b1dd5ny9ymy,1,29.8,93.0,2024-08-20T18:05:56.299Z,2024-08-20T18:05:57Z,9tt9eo9bsff7dp7aqjal1obo4,F. Høgh,,5161706245,141,80.5,5161706247,212,8.8,5161706243,140,31.8,5161706249,213,4.95,5161706241,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711331247,437,1,2,48,45,8gxd9ry2580pu1b1dd5ny9ymy,1,31.8,83.8,2024-08-20T18:05:57.461Z,2024-08-20T18:06:02Z,a30gduuv9d1s4pkthgu2jhyol,D. Stenderup,,5161706467,141,91.1,5161706465,140,43.4,5161706469,212,13.2,5161706471,213,0.39,5161706463,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711331255,438,4,2,48,50,8gxd9ry2580pu1b1dd5ny9ymy,1,38.4,82.7,2024-08-20T18:06:02.388Z,2024-08-20T18:58:07Z,5e5fuj7mbkpvf0bug32ixxc5x,S. Makienok,,5161706547,56,Back,5161706545,295,,5161706685,233,521,5161706549,152,,5161706551,286,,5161706543,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711331261,521,4,2,48,50,aqtkb4mgrz8c6iqfufj6qjbv9,0,61.6,17.3,2024-08-20T18:06:02.389Z,2024-08-20T18:58:08Z,khqldwfq14b7giakss24l9t5,K. Enghardt,,5161706727,233,438,5161706669,152,,5161706663,13,,5161706667,56,Right,5161706665,295,,5161706671,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711331379,439,1,2,49,11,8gxd9ry2580pu1b1dd5ny9ymy,1,41.9,84.8,2024-08-20T18:06:23.148Z,2024-08-20T18:06:26Z,45dqseup0cmujyl4nprr29y0a,M. Fredslund,,5161707355,212,27.5,5161707357,213,0.24,5161707349,56,Left,5161707343,5,,5161707351,140,67.3,5161707347,152,,5161707345,155,,5161707353,141,94.4,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711331389,440,1,2,49,14,8gxd9ry2580pu1b1dd5ny9ymy,1,68.9,93.8,2024-08-20T18:06:26.627Z,2024-08-20T18:06:28Z,6dzg820946z4848whaa6ny2nd,N. Clausen,,5161707399,213,5.42,5161707393,140,75.1,5161707391,56,Left,5161707397,212,10.0,5161707395,141,82.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711331409,441,1,2,49,16,8gxd9ry2580pu1b1dd5ny9ymy,1,79.2,86.8,2024-08-20T18:06:28.323Z,2024-08-20T18:06:31Z,9tt9eo9bsff7dp7aqjal1obo4,F. Høgh,,5161707523,141,96.6,5161707521,140,70.2,5161707525,212,11.6,5161707527,213,2.53,5161707519,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711331415,442,1,2,49,19,8gxd9ry2580pu1b1dd5ny9ymy,0,73.6,93.3,2024-08-20T18:06:30.891Z,2024-08-20T18:06:32Z,6dzg820946z4848whaa6ny2nd,N. Clausen,,5161707567,213,5.94,5161707565,212,11.3,5161707561,140,83.7,5161707559,56,Left,5161707563,141,87.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711331419,522,61,2,49,21,aqtkb4mgrz8c6iqfufj6qjbv9,1,22.5,11.9,2024-08-20T18:06:32.987Z,2024-08-20T18:07:34Z,khqldwfq14b7giakss24l9t5,K. Enghardt,,5161707579,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711331467,443,1,2,49,22,8gxd9ry2580pu1b1dd5ny9ymy,1,91.5,89.7,2024-08-20T18:06:34.653Z,2024-08-20T18:06:38Z,6uwvbagahvoavs630k8uksxjp,M. Kaalund,,5161707779,140,83.3,5161707783,212,9.3,5161707781,141,95.0,5161707785,213,2.75,5161707777,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711331473,444,61,2,49,25,8gxd9ry2580pu1b1dd5ny9ymy,0,80.8,96.5,2024-08-20T18:06:37.739Z,2024-08-20T18:07:46Z,6dzg820946z4848whaa6ny2nd,N. Clausen,,5161707813,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
