id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/11/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/13/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/14/value
2705216943,482,1,2,55,52,b8oqgvx1ijeyn6y1cn6929ix4,1,72.2,5.9,2024-08-02T18:14:01.625Z,2024-08-02T18:20:42Z,3xz0h3d6r2qgmv9egms8yaz56,C. Vestergaard,,,5127963343,56,Center,5127963359,213,1.76,5127963347,140,70.3,5127963355,212,10.6,5127963351,141,21.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705216969,483,1,2,55,55,b8oqgvx1ijeyn6y1cn6929ix4,1,71.4,19.9,2024-08-02T18:14:04.185Z,2024-08-05T15:08:48Z,8h3cyhuw5049gcxrsld3rw1ec,V. Westh,1.0,,5128014621,210,15,5128013557,155,,5127963485,213,0.97,5134210517,223,,5127963477,56,Center,5127963483,212,28.0,5127963479,140,86.6,5127963481,141,53.8,5134210519,72,,5128014623,154,,5128013555,2,,,,,,,,,,,,,,,,,,,,,,
2705216983,484,44,2,55,57,b8oqgvx1ijeyn6y1cn6929ix4,1,89.6,51.6,2024-08-02T18:14:06.900Z,2024-08-02T18:21:28Z,1nn1wc14k9zd3wtu73loj7kes,P. Ngongo,,,5127963551,56,Center,5127974209,233,565,5127963553,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705217491,565,44,2,55,57,6wwwud48qahpwrfxs20334qk5,0,10.4,48.4,2024-08-02T18:14:06.901Z,2024-08-02T18:21:28Z,b1kyjkhaaiw32cb4bubbpm7tg,J. Kudsk,,,5127966241,285,,5127974293,233,484,5127966239,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705217001,485,15,2,55,58,b8oqgvx1ijeyn6y1cn6929ix4,1,91.1,54.3,2024-08-02T18:14:07.865Z,2024-08-05T15:09:29Z,1nn1wc14k9zd3wtu73loj7kes,P. Ngongo,,,5128014705,328,,5127963671,56,Center,5128014711,147,50,5128014669,80,,5127974481,233,566,5128014679,154,,5128014697,102,47.2,5127963663,22,,5128014673,29,,5128014709,146,99.0,5128014685,55,483,5127963667,17,5128014665,15,,,5128014701,103,,,,,,15.2,,,,,,,
2705217525,566,10,2,55,58,6wwwud48qahpwrfxs20334qk5,1,1.3,50.7,2024-08-02T18:14:07.965Z,2024-08-05T15:09:33Z,cu2l7ju3t72stqhwaurrnqbqh,M. Lamhauge,,,5134210531,376,,5127966459,177,,5127974509,233,485,5127966417,56,Back,5127966415,182,,5127966463,179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705217565,567,52,2,55,59,6wwwud48qahpwrfxs20334qk5,1,1.3,50.7,2024-08-02T18:14:08.799Z,2024-08-05T15:09:36Z,cu2l7ju3t72stqhwaurrnqbqh,M. Lamhauge,,,5134210533,376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705217593,568,1,2,56,3,6wwwud48qahpwrfxs20334qk5,1,5.9,52.2,2024-08-02T18:14:12.814Z,2024-08-02T18:20:54Z,cu2l7ju3t72stqhwaurrnqbqh,M. Lamhauge,,,5127966755,123,,5127966767,141,90.0,5127966771,213,1.11,5127966759,56,Back,5127966769,212,28.7,5127966763,140,18.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705217619,569,1,2,56,7,6wwwud48qahpwrfxs20334qk5,1,24.4,89.4,2024-08-02T18:14:16.397Z,2024-08-02T19:52:16Z,4bojyjyvkdgm1lss6n37q2t5g,D. Kristjánsson,,,5127966889,56,Back,5127966895,141,89.0,5127966891,140,36.6,5127966899,212,12.8,5127966901,213,6.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705217655,570,1,2,56,10,6wwwud48qahpwrfxs20334qk5,0,31.2,80.7,2024-08-02T18:14:20.149Z,2024-08-02T19:52:15Z,289rctmvd5ppy9zqn98jbe4et,A. Muçolli,,,5127967085,1,,5127967165,189,,5127967073,56,Center,5127967067,155,,5127967083,213,5.40,5127967077,140,53.4,5127967081,212,36.9,5127967079,141,38.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705217069,487,1,2,56,20,b8oqgvx1ijeyn6y1cn6929ix4,1,71.0,93.8,2024-08-02T18:14:29.562Z,2024-08-02T18:20:44Z,ekx0wotp433tuaw4g93nybjmc,S. Jalal,,,5127963981,140,59.4,5127963993,213,3.19,5127963985,141,93.0,5127963989,212,12.2,5127963977,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705217087,488,1,2,56,22,b8oqgvx1ijeyn6y1cn6929ix4,1,66.5,92.9,2024-08-02T18:14:32.042Z,2024-08-02T20:21:38Z,8ewvm6ux4yvpwgrzjkc1chqwa,A. Nørager,,,5127964107,141,79.7,5127964105,140,72.7,5127964103,56,Left,5127964111,213,5.34,5127964109,212,11.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705217107,489,1,2,56,23,b8oqgvx1ijeyn6y1cn6929ix4,1,76.1,81.6,2024-08-02T18:14:32.953Z,2024-08-05T15:09:55Z,b6l4m6bmqgil9bjjov4tnuivo,C. Palm,1.0,,5128316435,140,71.2,5128316441,212,12.0,5127964221,56,Center,5128316443,213,4.27,5134210555,156,,5128316547,210,13,5128316439,141,65.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705217171,490,13,2,56,27,b8oqgvx1ijeyn6y1cn6929ix4,1,78.7,64.6,2024-08-02T18:14:36.377Z,2024-08-02T20:21:52Z,9fvf8z6p8ok0n5vu999ysfywa,C. Jørgensen,,,5128019967,230,98.0,5127964603,18,,5127964599,22,,5128019961,102,46.7,5128315203,55,489,5128019965,215,,5127964607,56,Center,5127964899,72,,5128315201,29,,5128019953,74,,5128019963,103,75,5128019969,231,,,,50.5,,,,,,,,,,,,,,,
2705217203,491,5,2,56,28,b8oqgvx1ijeyn6y1cn6929ix4,0,101.5,53.4,2024-08-02T18:14:37.478Z,2024-08-02T19:11:56Z,9fvf8z6p8ok0n5vu999ysfywa,C. Jørgensen,,,5127964749,346,,5127964745,56,Center,5127974407,233,571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705217711,571,5,2,56,28,6wwwud48qahpwrfxs20334qk5,1,-1.5,46.6,2024-08-02T18:14:37.478Z,2024-08-02T18:21:29Z,9jqox80arzpytv1b136jobhpm,A. Bøndergaard,,,5127974385,233,491,5127967337,346,,5127967335,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705217747,572,1,2,56,43,6wwwud48qahpwrfxs20334qk5,1,4.3,43.0,2024-08-02T18:14:52.997Z,2024-08-05T15:11:57Z,cu2l7ju3t72stqhwaurrnqbqh,M. Lamhauge,,,5127967481,124,,5127967489,212,16.5,5127967495,237,,5127967485,140,12.1,5127967487,141,22.0,5134210633,189,,5127967483,56,Back,5127967491,213,5.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705217775,573,1,2,56,51,6wwwud48qahpwrfxs20334qk5,0,14.3,21.5,2024-08-02T18:15:00.773Z,2024-08-05T15:11:56Z,3od63zrf6cay4d6ync9i2iuqc,F. Rieper,,,5127967613,213,6.02,5127967605,140,38.8,5127967615,1,,5127967597,157,,5127967601,56,Back,5134210625,189,,5127967611,212,26.7,5127967609,141,11.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705217271,492,1,2,56,52,b8oqgvx1ijeyn6y1cn6929ix4,0,38.6,63.2,2024-08-02T18:15:01.730Z,2024-08-02T18:20:57Z,dqssvdpt2iwg8qn9wto3miind,A. Leifsson,,,5127965121,56,Left,5127965425,157,,5127965439,1,,5127965433,141,100.0,5127967685,189,,5127965437,213,0.70,5127965435,212,39.5,5127965429,140,67.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705217285,493,5,2,56,53,b8oqgvx1ijeyn6y1cn6929ix4,0,77.0,101.6,2024-08-02T18:15:02.883Z,2024-08-02T18:21:43Z,ekx0wotp433tuaw4g93nybjmc,S. Jalal,,,5127965201,56,Left,5127965203,347,,5127974563,233,574,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705217795,574,5,2,56,53,6wwwud48qahpwrfxs20334qk5,1,23.0,-1.6,2024-08-02T18:15:02.883Z,2024-08-02T19:11:56Z,3od63zrf6cay4d6ync9i2iuqc,F. Rieper,,,5127967723,347,,5127974529,233,493,5127967721,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705217811,575,1,2,57,3,6wwwud48qahpwrfxs20334qk5,0,23.7,0.0,2024-08-02T18:15:12.989Z,2024-08-05T15:13:46Z,65g5cfsdr10378yvmkpm19444,A. Dahl,,,5127967773,56,Right,5127967779,212,35.4,5127967781,213,0.28,5127967777,141,13.3,5127967783,1,,5127967771,107,,5127967775,140,56.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705217373,494,1,2,57,7,b8oqgvx1ijeyn6y1cn6929ix4,1,35.9,73.3,2024-08-02T18:15:16.274Z,2024-08-02T18:20:50Z,dqssvdpt2iwg8qn9wto3miind,A. Leifsson,,,5127965637,3,,5127965649,141,85.9,5127965653,212,18.2,5127965647,140,51.2,5127965657,213,0.49,5127965645,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705217385,495,1,2,57,8,b8oqgvx1ijeyn6y1cn6929ix4,1,51.1,85.7,2024-08-02T18:15:17.218Z,2024-08-02T19:26:52Z,8ewvm6ux4yvpwgrzjkc1chqwa,A. Nørager,,,5127965711,213,0.37,5128021441,1,,5127965709,212,10.2,5128021439,157,,5127965703,56,Left,5127965707,141,91.1,5127965705,140,60.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705217401,496,61,2,57,9,b8oqgvx1ijeyn6y1cn6929ix4,0,60.2,91.1,2024-08-02T18:15:18.738Z,2024-08-02T19:26:54Z,ekx0wotp433tuaw4g93nybjmc,S. Jalal,,,5127965801,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705217419,497,5,2,57,9,b8oqgvx1ijeyn6y1cn6929ix4,0,61.8,101.6,2024-08-02T18:15:19.174Z,2024-08-02T19:11:57Z,ekx0wotp433tuaw4g93nybjmc,S. Jalal,,,5127965889,347,,5127965885,56,Left,5127974503,233,576,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705217833,576,5,2,57,9,6wwwud48qahpwrfxs20334qk5,1,38.2,-1.6,2024-08-02T18:15:19.174Z,2024-08-02T18:21:29Z,65g5cfsdr10378yvmkpm19444,A. Dahl,,,5127967871,56,Back,5127967873,347,,5127974445,233,497,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705217855,577,1,2,57,19,6wwwud48qahpwrfxs20334qk5,1,37.9,0.0,2024-08-02T18:15:28.510Z,2024-08-02T18:20:58Z,65g5cfsdr10378yvmkpm19444,A. Dahl,,,5127967969,107,,5127967993,212,38.2,5127967981,140,64.1,5127967997,213,0.77,5127967999,1,,5127967987,141,37.9,5127967975,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705217873,578,1,2,57,22,6wwwud48qahpwrfxs20334qk5,1,66.1,38.3,2024-08-02T18:15:32.157Z,2024-08-02T18:20:59Z,9jqox80arzpytv1b136jobhpm,A. Bøndergaard,,,5127968069,213,2.67,5127968059,56,Center,5127968065,141,41.9,5127968061,140,61.5,5127968067,212,5.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705217893,579,1,2,57,24,6wwwud48qahpwrfxs20334qk5,0,61.3,43.0,2024-08-02T18:15:33.438Z,2024-08-02T18:20:59Z,4bojyjyvkdgm1lss6n37q2t5g,D. Kristjánsson,,,5127968183,213,0.72,5127968177,140,82.9,5127968175,56,Center,5127968171,155,,5127968181,212,30.1,5127968179,141,72.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705217549,499,1,2,57,28,b8oqgvx1ijeyn6y1cn6929ix4,1,14.1,27.1,2024-08-02T18:15:37.306Z,2024-08-02T18:20:53Z,6sdv4s8oz558wfhx72vwlpvu2,L. Moser,,,5127966547,212,21.4,5127966541,56,Back,5127966545,141,19.2,5127966543,140,33.8,5127966549,213,6.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705217577,500,61,2,57,32,b8oqgvx1ijeyn6y1cn6929ix4,0,46.7,40.0,2024-08-02T18:15:41.922Z,2024-08-02T19:26:57Z,f1ba9g771s0zeel0titcj3omi,A. Njai,,,5127966697,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705217905,580,1,2,57,34,6wwwud48qahpwrfxs20334qk5,1,46.4,49.3,2024-08-02T18:15:43.198Z,2024-08-02T18:21:00Z,7ztdirfvd9d0x2yw1v051xzbo,W. Madsen,,,5127968237,141,40.9,5127968235,140,51.9,5127968233,56,Center,5127968241,213,5.50,5127968239,212,8.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705217927,581,3,2,57,36,6wwwud48qahpwrfxs20334qk5,0,54.2,42.1,2024-08-02T18:15:45.314Z,2024-08-05T15:14:31Z,23sc7wc7my7wes6cuaxw1v0no,J. Lindekilde,,,5134210721,464,,5127968331,286,,5127968329,56,Center,5127974729,233,501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705217603,501,7,2,57,36,b8oqgvx1ijeyn6y1cn6929ix4,1,45.8,57.9,2024-08-02T18:15:45.315Z,2024-08-05T15:14:36Z,8h3cyhuw5049gcxrsld3rw1ec,V. Westh,,,5127966801,56,Back,5127966805,285,,5134210723,383,,5127974695,233,581,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705217635,502,3,2,57,37,b8oqgvx1ijeyn6y1cn6929ix4,0,49.5,59.3,2024-08-02T18:15:46.227Z,2024-08-05T15:14:43Z,8h3cyhuw5049gcxrsld3rw1ec,V. Westh,,,5134210725,465,,5127974659,233,582,5127966995,56,Back,5127966997,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705217951,582,7,2,57,37,6wwwud48qahpwrfxs20334qk5,0,50.5,40.7,2024-08-02T18:15:46.228Z,2024-08-05T15:14:52Z,6wfu6s6xo5zjeke21fgbouql0,J. Jessen,,,5134210731,383,,5127974607,233,502,5127968489,285,,5127968487,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705228479,724,1,2,57,38,b8oqgvx1ijeyn6y1cn6929ix4,0,54.7,49.9,2024-08-02T18:15:47.807Z,2024-08-02T20:10:56Z,8h3cyhuw5049gcxrsld3rw1ec,V. Westh,,,5128030553,236,,5128030555,233,831,5128030207,140,56.7,5128030213,213,0.00,5128030205,56,Center,5128030559,286,,5128030211,212,2.1,5128030209,141,49.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705228453,831,74,2,57,38,6wwwud48qahpwrfxs20334qk5,1,46.4,49.1,2024-08-02T18:15:47.808Z,2024-08-02T19:51:41Z,6wfu6s6xo5zjeke21fgbouql0,J. Jessen,,,5128030527,285,,5128030525,56,Back,5128030611,233,724,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705217971,583,83,2,57,40,6wwwud48qahpwrfxs20334qk5,0,46.9,53.9,2024-08-02T18:15:49.221Z,2024-08-02T18:26:49Z,6wfu6s6xo5zjeke21fgbouql0,J. Jessen,,,5127986261,399,f1ba9g771s0zeel0titcj3omi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705217667,503,1,2,57,42,b8oqgvx1ijeyn6y1cn6929ix4,1,57.9,41.8,2024-08-02T18:15:51.307Z,2024-08-05T15:15:03Z,f1ba9g771s0zeel0titcj3omi,A. Njai,,,5127967139,213,5.64,5134210735,155,,5127967143,1,,5127967133,140,88.1,5127967135,141,6.7,5127967129,56,Right,5127967137,212,39.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705217689,504,1,2,57,46,b8oqgvx1ijeyn6y1cn6929ix4,0,92.6,16.1,2024-08-02T18:15:55.467Z,2024-08-05T15:15:09Z,1nn1wc14k9zd3wtu73loj7kes,P. Ngongo,,,5127967239,213,1.55,5127967227,155,,5127967241,1,,5127967233,140,93.7,5127967235,141,100.0,5134210739,224,,5127967231,56,Left,5127967223,2,,5127967371,345,,5134210741,20,,5127967237,212,58.2,,,,,,,,,,,,,,,,,,,,,
2705217703,505,5,2,57,49,b8oqgvx1ijeyn6y1cn6929ix4,0,94.1,101.4,2024-08-02T18:15:59.123Z,2024-08-02T18:21:44Z,1nn1wc14k9zd3wtu73loj7kes,P. Ngongo,,,5127974715,233,584,5127967297,56,Left,5127967299,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705218049,584,5,2,57,49,6wwwud48qahpwrfxs20334qk5,1,5.9,-1.4,2024-08-02T18:15:59.123Z,2024-08-02T19:11:57Z,b1kyjkhaaiw32cb4bubbpm7tg,J. Kudsk,,,5127968977,56,Back,5127968981,347,,5127974689,233,505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705218085,585,1,2,58,9,6wwwud48qahpwrfxs20334qk5,1,5.6,0.0,2024-08-02T18:16:18.262Z,2024-08-02T18:21:03Z,65g5cfsdr10378yvmkpm19444,A. Dahl,,,5127969173,1,,5127969163,56,Back,5127969165,140,32.6,5127969167,141,28.6,5127969169,212,34.8,5127969161,107,,5127969171,213,0.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705218115,586,4,2,58,13,6wwwud48qahpwrfxs20334qk5,1,29.6,17.4,2024-08-02T18:16:23.034Z,2024-08-02T18:21:32Z,4bojyjyvkdgm1lss6n37q2t5g,D. Kristjánsson,,,5127969419,56,Back,5127974757,233,506,5127969427,285,,5127969425,265,,5127969423,152,,5127969415,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705217803,506,4,2,58,13,b8oqgvx1ijeyn6y1cn6929ix4,0,70.4,82.6,2024-08-02T18:16:23.035Z,2024-08-02T18:21:44Z,ekx0wotp433tuaw4g93nybjmc,S. Jalal,,,5127974813,233,586,5127967819,13,,5127967821,56,Left,5127967833,286,,5127967823,152,,5127967827,265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705218171,587,1,2,58,35,6wwwud48qahpwrfxs20334qk5,1,31.1,11.6,2024-08-02T18:16:44.583Z,2024-08-02T18:21:04Z,7ztdirfvd9d0x2yw1v051xzbo,W. Madsen,,,5127969699,140,21.9,5127969687,5,,5127969701,141,27.5,5127969691,152,,5127969703,212,14.5,5127969707,213,2.30,5127969695,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705218191,588,1,2,58,37,6wwwud48qahpwrfxs20334qk5,1,21.8,27.7,2024-08-02T18:16:46.662Z,2024-08-02T18:21:05Z,3od63zrf6cay4d6ync9i2iuqc,F. Rieper,,,5127969809,212,29.5,5127969803,140,25.3,5127969805,141,70.8,5127969813,213,1.45,5127969801,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705218209,589,1,2,58,39,6wwwud48qahpwrfxs20334qk5,1,25.3,70.8,2024-08-02T18:16:48.791Z,2024-08-02T18:21:05Z,b1kyjkhaaiw32cb4bubbpm7tg,J. Kudsk,,,5127969933,212,26.3,5127969927,56,Back,5127969929,140,22.1,5127969931,141,32.5,5127969935,213,4.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705218227,590,1,2,58,42,6wwwud48qahpwrfxs20334qk5,1,26.4,28.4,2024-08-02T18:16:51.542Z,2024-08-02T18:21:06Z,3od63zrf6cay4d6ync9i2iuqc,F. Rieper,,,5127970033,141,43.6,5127970025,56,Back,5127970037,213,2.61,5127970035,212,20.4,5127970029,140,9.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705218249,591,1,2,58,45,6wwwud48qahpwrfxs20334qk5,1,13.2,46.4,2024-08-02T18:16:55.015Z,2024-08-02T18:21:06Z,cu2l7ju3t72stqhwaurrnqbqh,M. Lamhauge,,,5127970161,141,20.0,5127970165,212,20.2,5127970157,140,22.0,5127970169,213,5.19,5127970153,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705218275,592,1,2,58,49,6wwwud48qahpwrfxs20334qk5,0,27.6,18.2,2024-08-02T18:16:58.920Z,2024-08-02T18:21:06Z,3od63zrf6cay4d6ync9i2iuqc,F. Rieper,,,5127970279,140,54.8,5127970281,141,53.4,5127970271,155,,5127970273,56,Center,5127970287,1,,5127970285,213,0.70,5127970283,212,37.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705218293,593,83,2,58,55,6wwwud48qahpwrfxs20334qk5,0,55.0,39.8,2024-08-02T18:17:04.199Z,2024-08-02T18:26:49Z,6lb4k3g75nzgi8bp1y1mzxkru,P. Egelund,,,5127986241,399,f58yr2jmfp8kpgprfxbokt1t6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705217847,507,1,2,58,55,b8oqgvx1ijeyn6y1cn6929ix4,1,38.9,47.9,2024-08-02T18:17:04.900Z,2024-08-02T20:11:13Z,f58yr2jmfp8kpgprfxbokt1t6,M. Vestergård,,,5127967933,56,Back,5127967941,212,17.0,5127967943,213,1.98,5127967937,141,70.8,5127967935,140,32.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705217885,509,1,2,58,56,b8oqgvx1ijeyn6y1cn6929ix4,1,32.4,70.8,2024-08-02T18:17:05.956Z,2024-08-02T18:20:59Z,8ewvm6ux4yvpwgrzjkc1chqwa,A. Nørager,,,5127968123,141,56.6,5127968117,140,12.1,5127968129,212,23.4,5127968131,213,3.57,5127968113,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705217899,510,1,2,59,0,b8oqgvx1ijeyn6y1cn6929ix4,0,19.1,65.2,2024-08-02T18:17:10.141Z,2024-08-02T20:11:17Z,6sdv4s8oz558wfhx72vwlpvu2,L. Moser,,,5127968213,213,0.05,5127968205,56,Center,5127968207,140,66.3,5127968215,1,,5127968201,157,,5127968209,141,69.1,5127968211,212,49.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705218313,594,44,2,59,1,6wwwud48qahpwrfxs20334qk5,1,29.8,31.6,2024-08-02T18:17:11.143Z,2024-08-02T18:21:33Z,3od63zrf6cay4d6ync9i2iuqc,F. Rieper,,,5127974845,233,511,5127970527,56,Back,5127970529,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705217917,511,44,2,59,1,b8oqgvx1ijeyn6y1cn6929ix4,0,70.2,68.4,2024-08-02T18:17:11.144Z,2024-08-02T18:21:44Z,b6l4m6bmqgil9bjjov4tnuivo,C. Palm,,,5127974919,233,594,5127968275,56,Center,5127968277,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705218339,595,1,2,59,2,6wwwud48qahpwrfxs20334qk5,1,26.0,32.2,2024-08-02T18:17:11.471Z,2024-08-02T18:21:08Z,3od63zrf6cay4d6ync9i2iuqc,F. Rieper,,,5127970711,212,4.5,5127970699,56,Back,5127970703,140,30.1,5127970715,213,0.28,5127970707,141,34.0,5127970697,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705218359,596,50,2,59,3,6wwwud48qahpwrfxs20334qk5,1,31.1,36.1,2024-08-02T18:17:12.695Z,2024-08-02T19:51:09Z,7ztdirfvd9d0x2yw1v051xzbo,W. Madsen,,,5127971323,285,,5127970803,56,Back,5128039037,233,514,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705218037,514,7,2,59,3,b8oqgvx1ijeyn6y1cn6929ix4,0,68.9,63.9,2024-08-02T18:17:12.696Z,2024-08-05T15:17:02Z,b6l4m6bmqgil9bjjov4tnuivo,C. Palm,,,5127968911,56,Center,5134210779,383,,5128039031,233,596,5128038967,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705218375,597,1,2,59,4,6wwwud48qahpwrfxs20334qk5,0,36.3,43.0,2024-08-02T18:17:13.536Z,2024-08-02T19:51:10Z,23sc7wc7my7wes6cuaxw1v0no,J. Lindekilde,,,5128041677,212,4.4,5128041675,141,39.5,5128041671,56,Back,5128041673,140,32.8,5128041679,213,3.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705218007,513,1,2,59,5,b8oqgvx1ijeyn6y1cn6929ix4,1,68.0,60.5,2024-08-02T18:17:15.060Z,2024-08-02T18:46:05Z,b6l4m6bmqgil9bjjov4tnuivo,C. Palm,,,5127968755,141,50.1,5127968757,212,9.8,5127968753,140,61.5,5127968761,213,3.94,5127968751,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705218059,515,1,2,59,6,b8oqgvx1ijeyn6y1cn6929ix4,1,74.3,32.7,2024-08-02T18:17:15.212Z,2024-08-02T19:35:52Z,9fvf8z6p8ok0n5vu999ysfywa,C. Jørgensen,,,5127969037,56,Right,5127969043,212,16.3,5127969045,213,5.05,5127969039,140,79.5,5127969041,141,10.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705218071,516,1,2,59,7,b8oqgvx1ijeyn6y1cn6929ix4,1,80.3,11.1,2024-08-02T18:17:16.876Z,2024-08-02T20:20:46Z,f1ba9g771s0zeel0titcj3omi,A. Njai,,,5127969101,141,18.2,5127969105,213,2.80,5127969099,140,67.2,5127969103,212,14.6,5127969097,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
