id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/8/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/10/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/11/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/13/value,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value
2812480909,523,1,2,49,31,7gkglopz9cjsysn2u6sbhuvc5,1,56.3,46.3,2025-05-10T13:09:21.103Z,2025-05-10T13:09:23Z,a7eramyy1bd8msxmg84ctc8ut,A. Simon Okosun,,,5714683035,140,57.2,5714683037,141,62.4,5714683033,56,Center,5714683039,212,11.0,5714683041,213,1.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812481015,524,1,2,49,34,7gkglopz9cjsysn2u6sbhuvc5,1,59.5,65.7,2025-05-10T13:09:23.575Z,2025-05-10T13:09:27Z,oywgthoxa153nf48la1j8v10,M. Lauritsen,,,5714683555,56,Left,5714683563,213,1.09,5714683561,212,16.4,5714683557,140,66.8,5714683559,141,87.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812481095,525,1,2,49,38,7gkglopz9cjsysn2u6sbhuvc5,1,67.5,87.4,2025-05-10T13:09:27.568Z,2025-05-10T13:09:30Z,6t6k24gn6zwxz1g6c3n4ph0q,M. Haarup,,,5714684001,140,63.2,5714684005,212,10.3,5714684003,141,73.8,5714683999,56,Center,5714684007,213,4.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812481209,526,1,2,49,41,7gkglopz9cjsysn2u6sbhuvc5,1,63.2,73.8,2025-05-10T13:09:30.624Z,2025-05-10T13:09:34Z,oywgthoxa153nf48la1j8v10,M. Lauritsen,,,5714684647,213,0.88,5714684643,212,16.3,5714684639,141,92.3,5714684629,56,Left,5714684635,140,73.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812481199,391,45,2,49,44,8cfkisxf1fkxdqtt6tx1tup48,0,13.6,10.7,2025-05-10T13:09:34.301Z,2025-05-10T14:08:51Z,k43cten7yb6p59yo0firhb84,M. Rasmussen,,,5714684581,285,,5714684873,233,527,5714684579,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812481235,527,3,2,49,44,7gkglopz9cjsysn2u6sbhuvc5,1,86.4,89.3,2025-05-10T13:09:34.301Z,2025-05-10T14:08:50Z,6t6k24gn6zwxz1g6c3n4ph0q,M. Haarup,,,5714684823,233,391,5714684803,56,Left,5714684805,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812481275,528,1,2,49,46,7gkglopz9cjsysn2u6sbhuvc5,0,86.5,89.6,2025-05-10T13:09:35.768Z,2025-05-10T13:09:42Z,6t6k24gn6zwxz1g6c3n4ph0q,M. Haarup,,,5714685053,1,,5714685039,141,43.4,5714685029,155,,5714685027,2,,5714685045,212,32.2,5714685831,233,392,5714685033,140,93.4,5714685031,56,Center,5714685049,213,,,,4.94,,,,,,,,,,,,,,,,,,,,,,,,
2812481403,392,41,2,49,48,8cfkisxf1fkxdqtt6tx1tup48,1,4.4,51.9,2025-05-10T13:09:38.324Z,2025-05-10T13:09:42Z,dqqswfn9s1tdxjoslts8ks6xg,B. Bayrak,,,5714685713,213,0.97,5714685909,233,528,5714685711,212,40.8,5714685707,141,100.0,5714685703,140,26.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812481415,393,5,2,49,51,8cfkisxf1fkxdqtt6tx1tup48,0,22.8,101.6,2025-05-10T13:09:41.230Z,2025-05-10T14:17:45Z,dqqswfn9s1tdxjoslts8ks6xg,B. Bayrak,,,5714685777,56,Back,5714685779,347,,5714687171,233,529,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812481649,529,5,2,49,51,7gkglopz9cjsysn2u6sbhuvc5,1,77.2,-1.6,2025-05-10T13:09:41.230Z,2025-05-10T14:17:45Z,duahzgqspyuy2gu31u3s8ky96,M. Lassen,,,5714687121,233,393,5714687021,347,,5714687019,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812482169,530,1,2,50,25,7gkglopz9cjsysn2u6sbhuvc5,0,84.6,0.0,2025-05-10T13:10:14.560Z,2025-05-10T13:10:18Z,6t6k24gn6zwxz1g6c3n4ph0q,M. Haarup,,,5714690075,140,88.5,5714690077,141,30.0,5714690081,213,1.38,5714690079,212,22.1,5714690073,56,Center,5714690083,1,,5714690069,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812482219,394,44,2,50,27,8cfkisxf1fkxdqtt6tx1tup48,1,12.0,66.2,2025-05-10T13:10:17.287Z,2025-05-10T13:10:53Z,k43cten7yb6p59yo0firhb84,M. Rasmussen,,,5714690369,233,531,5714690341,285,,5714690339,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812482181,531,44,2,50,27,7gkglopz9cjsysn2u6sbhuvc5,0,88.0,33.8,2025-05-10T13:10:17.288Z,2025-05-10T14:14:06Z,a7eramyy1bd8msxmg84ctc8ut,A. Simon Okosun,,,5714690439,233,394,5714690121,56,Center,5714690123,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812482321,395,12,2,50,28,8cfkisxf1fkxdqtt6tx1tup48,1,12.7,60.6,2025-05-10T13:10:17.869Z,2025-05-10T14:12:11Z,k43cten7yb6p59yo0firhb84,M. Rasmussen,,,5714690861,212,10.1,5714690899,15,,5714690863,213,4.04,5714690853,140,6.7,5714690857,141,49.0,5714690851,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812482351,396,12,2,50,30,8cfkisxf1fkxdqtt6tx1tup48,1,6.7,49.0,2025-05-10T13:10:20.333Z,2025-05-10T13:11:00Z,dqqswfn9s1tdxjoslts8ks6xg,B. Bayrak,,,5714691011,141,28.3,5714691015,212,14.4,5714691019,213,4.94,5714691007,140,9.8,5714691005,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812482341,532,1,2,50,33,7gkglopz9cjsysn2u6sbhuvc5,0,95.1,81.4,2025-05-10T13:10:23.216Z,2025-05-10T13:10:26Z,duahzgqspyuy2gu31u3s8ky96,M. Lassen,,,5714690967,213,4.71,5714691213,286,,5714691209,233,397,5714691207,236,,5714690959,56,Center,5714690963,141,76.4,5714690965,212,3.4,5714690961,140,95.1,5714690951,2,5714690955,155,,,,,,,,,,,,,,,,,,,,,,,,,,
2812482379,397,12,2,50,33,8cfkisxf1fkxdqtt6tx1tup48,1,6.0,17.1,2025-05-10T13:10:23.316Z,2025-05-10T13:10:27Z,619s1phj5bkgkug3aszc1y9cl,M. Jensen,,,5714691257,233,532,5714691163,56,Back,5714691161,185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812482389,398,6,2,50,35,8cfkisxf1fkxdqtt6tx1tup48,0,3.4,20.2,2025-05-10T13:10:24.763Z,2025-05-10T14:08:23Z,619s1phj5bkgkug3aszc1y9cl,M. Jensen,,,5714691375,56,Back,5714691379,73,,5714691479,233,533,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812482357,533,6,2,50,35,7gkglopz9cjsysn2u6sbhuvc5,1,96.6,79.8,2025-05-10T13:10:24.763Z,2025-05-10T14:08:23Z,duahzgqspyuy2gu31u3s8ky96,M. Lassen,,,5714691429,233,398,5714691049,73,,5714691047,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812483469,534,1,2,51,25,7gkglopz9cjsysn2u6sbhuvc5,0,99.5,99.5,2025-05-10T13:11:14.818Z,2025-05-10T13:11:15Z,6t6k24gn6zwxz1g6c3n4ph0q,M. Haarup,,,5714697257,213,4.63,5714697259,1,,5714697249,56,Center,5714697247,223,,5714697255,212,33.9,5714697251,140,96.7,5714697253,141,49.9,5714697243,6,,5714697245,155,5714697241,2,,,,,,,,,,,,,,,,,,,,,,,,,,
2812483497,399,12,2,51,26,8cfkisxf1fkxdqtt6tx1tup48,1,16.4,42.1,2025-05-10T13:11:15.980Z,2025-05-10T13:11:32Z,4ti8pdx03j8dh4mdb626ltmvo,N. Jakobsen,,,5714697399,212,13.8,5714697403,15,,5714697401,213,4.92,5714697397,141,22.3,5714697393,56,Back,5714697395,140,19.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812483597,535,1,2,51,30,7gkglopz9cjsysn2u6sbhuvc5,0,88.4,65.1,2025-05-10T13:11:19.777Z,2025-05-10T13:11:21Z,egwhlgopjtjkop7ozy7ltk1cl,F. Børsting,,,5714697955,140,90.3,5714697959,141,56.4,5714697963,213,5.04,5714697949,56,Center,5714697961,212,6.2,5714697945,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812483835,400,4,2,51,41,8cfkisxf1fkxdqtt6tx1tup48,1,13.2,50.0,2025-05-10T13:11:30.993Z,2025-05-10T19:06:16Z,k43cten7yb6p59yo0firhb84,M. Rasmussen,,,5714699739,233,536,5714699695,285,,5714699691,152,,5716908135,295,,5714699687,13,,5714699689,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812483799,536,4,2,51,41,7gkglopz9cjsysn2u6sbhuvc5,0,86.8,50.0,2025-05-10T13:11:30.994Z,2025-05-10T19:06:13Z,bh06w40pwo6dy3cjrw3r2i0ru,I. Nikolov,,,5714699219,13,,5714699237,286,,5714699227,152,,5714699787,233,400,5716907855,295,,5714699221,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812484357,402,1,2,52,4,8cfkisxf1fkxdqtt6tx1tup48,1,19.8,56.5,2025-05-10T13:11:54.189Z,2025-05-10T13:11:56Z,dqqswfn9s1tdxjoslts8ks6xg,B. Bayrak,,,5714702133,213,5.71,5714702123,140,63.7,5714702135,1,,5714702125,141,12.3,5714702115,5,,5714702121,56,Right,5714702129,212,55.0,5714702119,152,,5714702117,157,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812484381,403,44,2,52,6,8cfkisxf1fkxdqtt6tx1tup48,1,65.8,23.4,2025-05-10T13:11:56.040Z,2025-05-10T13:12:02Z,abhfq12njxxutqjtb9zvcusyc,Mohamad Al Naser,,,5714702265,233,538,5714702205,56,Center,5714702209,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812484369,538,44,2,52,6,7gkglopz9cjsysn2u6sbhuvc5,0,34.2,76.6,2025-05-10T13:11:56.041Z,2025-05-10T13:12:01Z,oywgthoxa153nf48la1j8v10,M. Lauritsen,,,5714702147,56,Back,5714702313,233,403,5714702149,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812484519,404,1,2,52,7,8cfkisxf1fkxdqtt6tx1tup48,0,63.1,12.7,2025-05-10T13:11:56.510Z,2025-05-10T13:12:02Z,abhfq12njxxutqjtb9zvcusyc,Mohamad Al Naser,,,5714702961,213,1.86,5714702953,56,Center,5714702959,212,21.6,5714702955,140,57.2,5714702957,141,43.2,5714702951,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812484617,540,1,2,52,9,7gkglopz9cjsysn2u6sbhuvc5,1,35.0,34.2,2025-05-10T13:11:58.802Z,2025-05-10T13:12:07Z,11cna826ls27ahux2w0ckapqt,K. Kusk,,,5714703669,212,26.5,5714703663,56,Right,5714703665,140,56.7,5714703667,141,14.3,5714703671,213,5.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812484589,405,83,2,52,16,8cfkisxf1fkxdqtt6tx1tup48,0,31.7,71.2,2025-05-10T13:12:05.715Z,2025-05-10T13:12:13Z,619s1phj5bkgkug3aszc1y9cl,M. Jensen,,,5714704317,399,139g7ilwvcpl519v3scnweg2d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812484663,541,1,2,52,17,7gkglopz9cjsysn2u6sbhuvc5,1,66.4,21.9,2025-05-10T13:12:07.187Z,2025-05-10T13:12:09Z,139g7ilwvcpl519v3scnweg2d,L. Jensen,,,5714703911,140,67.0,5714703915,141,9.4,5714703909,56,Right,5714703917,212,8.5,5714703919,213,4.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812484747,542,1,2,52,19,7gkglopz9cjsysn2u6sbhuvc5,1,67.0,9.4,2025-05-10T13:12:08.940Z,2025-05-10T13:12:12Z,11cna826ls27ahux2w0ckapqt,K. Kusk,,,5714704271,213,0.05,5714704269,212,18.8,5714704267,141,10.7,5714704255,155,,5714704263,56,Right,5714704265,140,84.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812484777,543,1,2,52,23,7gkglopz9cjsysn2u6sbhuvc5,0,86.5,11.6,2025-05-10T13:12:12.473Z,2025-05-10T13:12:13Z,139g7ilwvcpl519v3scnweg2d,L. Jensen,,,5714704429,141,33.6,5714704427,140,88.5,5714704433,213,1.43,5714704431,212,15.1,5714704425,56,Center,5714704421,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812484885,406,12,2,52,24,8cfkisxf1fkxdqtt6tx1tup48,1,10.5,59.1,2025-05-10T13:12:14.363Z,2025-05-10T13:12:17Z,7al9w77ailhli8g487tkl32tw,M. Westergren,,,5714705019,56,Back,5714705023,140,30.8,5714705031,212,29.8,5714705035,213,0.77,5714705027,141,89.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812484899,407,3,2,52,28,8cfkisxf1fkxdqtt6tx1tup48,0,30.8,89.8,2025-05-10T13:12:17.548Z,2025-05-10T13:12:18Z,74m58jsznzu8l89b8h7rkh1bd,C. Jensen,,,5714705099,56,Back,5714705101,285,,5714705157,211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812484937,544,1,2,52,31,7gkglopz9cjsysn2u6sbhuvc5,0,72.8,7.7,2025-05-10T13:12:21.004Z,2025-05-10T13:12:21Z,duahzgqspyuy2gu31u3s8ky96,M. Lassen,,,5714705333,212,24.8,5714705323,2,,5714705331,141,37.1,5714705335,213,0.94,5714705325,155,,5714705329,140,86.7,5714705327,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812485033,408,12,2,52,32,8cfkisxf1fkxdqtt6tx1tup48,1,9.2,54.4,2025-05-10T13:12:22.172Z,2025-05-10T13:12:27Z,7al9w77ailhli8g487tkl32tw,M. Westergren,,,5714705945,56,Back,5714705947,140,39.2,5714705949,141,59.7,5714705953,213,0.11,5714705951,212,31.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812485093,545,1,2,52,35,7gkglopz9cjsysn2u6sbhuvc5,1,66.2,37.9,2025-05-10T13:12:24.602Z,2025-05-10T13:12:29Z,oywgthoxa153nf48la1j8v10,M. Lauritsen,,,5714706249,213,5.65,5714706245,212,4.2,5714706241,141,34.3,5714706237,140,69.4,5714706233,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812485081,409,43,2,52,37,8cfkisxf1fkxdqtt6tx1tup48,1,0.0,0.0,2025-05-10T13:12:26.971Z,2025-05-10T13:12:33Z,11ngumxajbizagbzpm5kompxx,M. Chacón,,,5714706689,144,7,5714706177,285,0,5714706175,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812485105,546,4,2,52,39,7gkglopz9cjsysn2u6sbhuvc5,1,69.2,41.8,2025-05-10T13:12:28.826Z,2025-05-10T14:14:09Z,bh06w40pwo6dy3cjrw3r2i0ru,I. Nikolov,,,5714706315,13,,5714706325,265,,5714706321,152,,5714706539,233,410,5714706327,286,,5714706317,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812485087,410,4,2,52,39,8cfkisxf1fkxdqtt6tx1tup48,0,30.8,58.2,2025-05-10T13:12:28.827Z,2025-05-10T20:09:35Z,11ngumxajbizagbzpm5kompxx,M. Chacón,,,5714706451,265,,5714706453,285,,5714706443,13,,5714706449,152,,5714706447,56,Back,5714706569,233,546,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812486135,547,1,2,53,25,7gkglopz9cjsysn2u6sbhuvc5,0,71.0,37.7,2025-05-10T13:13:14.909Z,2025-05-10T13:13:15Z,11cna826ls27ahux2w0ckapqt,K. Kusk,,,5714711877,212,18.1,5714711855,5,,5714711881,213,0.39,5714711861,152,,5714711873,141,47.9,5714711857,155,,5714711867,56,Center,5714711869,140,86.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812486167,411,12,2,53,26,8cfkisxf1fkxdqtt6tx1tup48,1,12.8,44.8,2025-05-10T13:13:15.971Z,2025-05-10T13:13:18Z,4m7gr5z6b40dj02yrmlwgeluc,S. Larsen,,,5714712125,15,,5714712071,56,Back,5714712075,141,29.4,5714712073,140,28.5,5714712077,212,19.5,5714712079,213,5.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812486173,548,15,2,53,26,7gkglopz9cjsysn2u6sbhuvc5,1,81.1,50.1,2025-05-10T13:13:16.227Z,2025-05-10T19:07:24Z,egwhlgopjtjkop7ozy7ltk1cl,F. Børsting,,,5714712991,147,50.7,5714712299,20,,5714712989,146,98.4,5714712987,458,,5714712975,24,,5714712103,56,Center,5714712979,78,,5714712985,103,13.9,5716915479,108,5716915481,328,,,5716915477,215,5714712101,18,5714712983,102,49.4,,5714713019,233,,,,,,,412,,,,,,,
2812486213,412,10,2,53,26,8cfkisxf1fkxdqtt6tx1tup48,1,1.5,47.2,2025-05-10T13:13:16.327Z,2025-05-10T13:13:24Z,dqqswfn9s1tdxjoslts8ks6xg,B. Bayrak,,,5714712517,180,,5714712515,177,,5714712391,182,,5714713089,233,548,5714712393,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812486557,414,1,2,53,42,8cfkisxf1fkxdqtt6tx1tup48,0,3.2,46.8,2025-05-10T13:13:32.348Z,2025-05-10T13:13:34Z,dqqswfn9s1tdxjoslts8ks6xg,B. Bayrak,,,5714714433,140,63.6,5714714431,56,Center,5714714435,141,30.0,5714714443,1,,5714714439,213,6.10,5714714429,199,,5714714437,212,64.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812486603,549,12,2,53,46,7gkglopz9cjsysn2u6sbhuvc5,1,33.5,54.0,2025-05-10T13:13:35.739Z,2025-05-10T13:13:39Z,a7eramyy1bd8msxmg84ctc8ut,A. Simon Okosun,,,5714714709,141,61.2,5714714707,140,37.8,5714714705,56,Back,5714714711,212,6.7,5714714823,15,,5714714713,213,0.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812486691,550,61,2,53,49,7gkglopz9cjsysn2u6sbhuvc5,0,38.1,61.5,2025-05-10T13:13:39.084Z,2025-05-10T13:13:39Z,bh06w40pwo6dy3cjrw3r2i0ru,I. Nikolov,,,5714715217,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812486765,415,1,2,53,49,8cfkisxf1fkxdqtt6tx1tup48,1,66.9,18.1,2025-05-10T13:13:39.171Z,2025-05-10T13:13:42Z,abhfq12njxxutqjtb9zvcusyc,Mohamad Al Naser,,,5714715623,213,1.90,5714715621,212,19.3,5714715615,56,Center,5714715619,141,45.0,5714715617,140,60.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812486775,416,3,2,53,53,8cfkisxf1fkxdqtt6tx1tup48,0,65.2,51.2,2025-05-10T13:13:42.539Z,2025-05-10T14:14:10Z,619s1phj5bkgkug3aszc1y9cl,M. Jensen,,,5714715673,286,,5714715669,56,Center,5714715883,233,551,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812486805,551,7,2,53,53,7gkglopz9cjsysn2u6sbhuvc5,0,34.8,48.8,2025-05-10T13:13:42.540Z,2025-05-10T14:14:11Z,139g7ilwvcpl519v3scnweg2d,L. Jensen,,,5714715857,233,416,5714715815,285,,5714715809,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812486837,417,1,2,53,54,8cfkisxf1fkxdqtt6tx1tup48,1,70.0,32.8,2025-05-10T13:13:44.108Z,2025-05-10T13:13:45Z,444n8m1tirk6lp739iigw42c5,M. Rochester,,,5714715985,141,60.9,5714715981,56,Center,5714715983,140,88.9,5714715979,155,,5714715987,212,27.5,5714715989,213,0.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812486919,418,1,2,53,56,8cfkisxf1fkxdqtt6tx1tup48,1,93.4,69.0,2025-05-10T13:13:45.755Z,2025-05-10T13:13:48Z,74m58jsznzu8l89b8h7rkh1bd,C. Jensen,,,5714716361,56,Center,5714716365,141,70.8,5714716363,140,77.7,5714716359,3,,5714716367,212,16.5,5714716369,213,3.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812487035,419,1,2,53,58,8cfkisxf1fkxdqtt6tx1tup48,1,77.6,72.9,2025-05-10T13:13:47.987Z,2025-05-10T13:14:00Z,619s1phj5bkgkug3aszc1y9cl,M. Jensen,1.0,,5714718073,154,,5714717005,140,77.3,5714717001,56,Center,5714718071,210,13,5714717007,141,55.3,5714717009,212,12.0,5714717011,213,4.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812487043,420,13,2,54,2,8cfkisxf1fkxdqtt6tx1tup48,1,77.2,37.0,2025-05-10T13:13:51.973Z,2025-05-10T19:32:31Z,4m7gr5z6b40dj02yrmlwgeluc,S. Larsen,,,5714718159,102,60.5,5714718149,29,,5714718167,231,51.1,5714717093,18,,5714718151,154,,5714718155,55,419,5714718165,230,99.0,5714718161,103,4.2,5717083297,73,5714717491,20,,,5714717095,56,5714717091,22,5714718163,328,,Center,,,,,,,,,,,,,,,,
2812487047,421,5,2,54,4,8cfkisxf1fkxdqtt6tx1tup48,0,101.2,62.2,2025-05-10T13:13:53.988Z,2025-05-10T14:17:46Z,4m7gr5z6b40dj02yrmlwgeluc,S. Larsen,,,5714717135,56,Center,5714719813,233,552,5714717139,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812487507,552,5,2,54,4,7gkglopz9cjsysn2u6sbhuvc5,1,-1.2,37.8,2025-05-10T13:13:53.988Z,2025-05-10T14:17:46Z,139g7ilwvcpl519v3scnweg2d,L. Jensen,,,5714719665,346,,5714719663,56,Back,5714719741,233,421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812488641,426,18,2,54,10,8cfkisxf1fkxdqtt6tx1tup48,1,0.0,0.0,2025-05-10T13:14:00.104Z,2025-05-10T13:16:58Z,k43cten7yb6p59yo0firhb84,M. Rasmussen,,,5714726121,55,427,5714726007,59,31,5714726005,44,Midfielder,5714726001,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812488649,427,19,2,54,10,8cfkisxf1fkxdqtt6tx1tup48,1,0.0,0.0,2025-05-10T13:14:00.105Z,2025-05-10T13:16:58Z,1icurh5jrnw1e6jdgqxjnhdnu,G. Çulhacı,,,5714726059,292,5,5714726057,59,5,5714726055,145,2,5714726051,42,,5714726065,55,426,5714726061,293,2,5714726063,44,Midfielder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812487909,553,1,2,54,37,7gkglopz9cjsysn2u6sbhuvc5,1,3.7,56.4,2025-05-10T13:14:26.444Z,2025-05-10T13:14:31Z,oywgthoxa153nf48la1j8v10,M. Lauritsen,,,5714721947,140,14.3,5714721967,237,,5714721943,56,Back,5714721959,213,1.09,5714721939,124,,5714721951,141,87.5,5714721955,212,23.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812487929,554,1,2,54,41,7gkglopz9cjsysn2u6sbhuvc5,0,14.3,87.5,2025-05-10T13:14:31.237Z,2025-05-10T14:14:12Z,6t6k24gn6zwxz1g6c3n4ph0q,M. Haarup,,,5714722035,141,68.5,5714722031,56,Center,5714722033,140,78.8,5714722041,1,,5714722037,212,68.9,5714722029,157,,5714722039,213,6.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812488329,423,1,2,54,56,8cfkisxf1fkxdqtt6tx1tup48,0,6.5,47.7,2025-05-10T13:14:46.235Z,2025-05-10T13:14:50Z,dqqswfn9s1tdxjoslts8ks6xg,B. Bayrak,,,5714724283,1,,5714724273,56,Center,5714724279,212,63.7,5714724281,213,6.10,5714724275,140,66.2,5714724277,141,31.0,5714724271,199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812488359,555,44,2,55,0,7gkglopz9cjsysn2u6sbhuvc5,1,35.3,66.0,2025-05-10T13:14:49.546Z,2025-05-10T14:09:11Z,oywgthoxa153nf48la1j8v10,M. Lauritsen,,,5714724351,56,Back,5714724353,285,,5714724473,233,424,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812488349,424,44,2,55,0,8cfkisxf1fkxdqtt6tx1tup48,0,64.7,34.0,2025-05-10T13:14:49.547Z,2025-05-10T14:09:12Z,abhfq12njxxutqjtb9zvcusyc,Mohamad Al Naser,,,5714724545,233,555,5714724321,286,,5714724319,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812488365,556,1,2,55,0,7gkglopz9cjsysn2u6sbhuvc5,0,35.0,63.9,2025-05-10T13:14:49.972Z,2025-05-10T13:14:50Z,oywgthoxa153nf48la1j8v10,M. Lauritsen,,,5714724401,212,12.2,5714724397,140,45.9,5714724403,213,0.36,5714724399,141,70.3,5714724395,56,Back,5714724393,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812488409,425,1,2,55,1,8cfkisxf1fkxdqtt6tx1tup48,0,43.9,25.5,2025-05-10T13:14:51.175Z,2025-05-10T13:14:52Z,7al9w77ailhli8g487tkl32tw,M. Westergren,,,5714724635,141,36.7,5714724631,140,76.9,5714724627,3,,5714724639,212,35.5,5714724629,56,Center,5714724643,213,0.22,5714724647,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
