id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/10/value,qualifier/11/value,qualifier/14/value,qualifier/15/value
2734817469,437,1,1,38,36,b2vft81kyjurzbmekvgrqwr64,1,51.9,58.4,2024-10-18T17:40:19.860Z,2024-10-18T17:40:20Z,bp232fgjrfyok2471ec7u1tcl,M. Kristensen,,,5290370937,141,71.1,5290370933,56,Center,5290370935,140,51.7,5290370941,213,1.60,5290370939,212,8.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734817509,438,1,1,38,37,b2vft81kyjurzbmekvgrqwr64,0,51.7,71.1,2024-10-18T17:40:20.684Z,2024-10-18T17:55:58Z,b0yv1pcxifawqx6r1cfqq3otm,Z. Hyltoft,,,5290371159,140,73.9,5290371165,213,0.26,5290371163,212,24.1,5290371161,141,80.2,5290371157,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734817499,299,8,1,38,40,8cfkisxf1fkxdqtt6tx1tup48,1,43.2,29.5,2024-10-18T17:40:23.144Z,2024-10-18T17:55:46Z,4m7gr5z6b40dj02yrmlwgeluc,S. Larsen,,,5290371133,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734817531,439,43,1,38,40,b2vft81kyjurzbmekvgrqwr64,1,0.0,0.0,2024-10-18T17:40:23.628Z,2024-10-18T17:56:03Z,4qyfoq5fjiochtj89w426lm21,S. Andreasen,,,5290371267,213,3.36,5290371257,140,65.1,5290371263,212,9.5,5290428551,144,1,5290371261,141,77.2,5290371255,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734817545,440,1,1,38,41,b2vft81kyjurzbmekvgrqwr64,1,65.1,77.2,2024-10-18T17:40:24.997Z,2024-10-18T17:40:26Z,dwuxps3jv2852642q000wep6,V. Rasmussen,,,5290371333,141,93.8,5290371335,212,22.2,5290371331,140,83.3,5290371329,56,Left,5290371339,213,0.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734817585,441,1,1,38,43,b2vft81kyjurzbmekvgrqwr64,1,83.3,93.8,2024-10-18T17:40:26.173Z,2024-10-18T17:40:29Z,ea2x4o6ufsqoz2zz7tqcnvo16,L. Klitten,,,5290371569,56,Center,5290371577,213,3.68,5290371573,141,76.3,5290371575,212,23.2,5290371571,140,64.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734817621,442,1,1,38,46,b2vft81kyjurzbmekvgrqwr64,1,76.2,78.2,2024-10-18T17:40:29.668Z,2024-10-18T17:40:32Z,ebd3uvtt54wkdsahc2127j02c,F. Dietz,,,5290371751,141,54.3,5290371755,213,3.80,5290371753,212,26.7,5290371749,140,56.0,5290371747,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734817637,443,1,1,38,48,b2vft81kyjurzbmekvgrqwr64,1,56.0,54.3,2024-10-18T17:40:31.797Z,2024-10-18T17:40:34Z,b0yv1pcxifawqx6r1cfqq3otm,Z. Hyltoft,,,5290371911,140,54.4,5290371907,56,Center,5290371915,141,28.9,5290371919,212,17.4,5290371921,213,4.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734817683,444,1,1,38,51,b2vft81kyjurzbmekvgrqwr64,1,54.4,28.9,2024-10-18T17:40:34.108Z,2024-10-18T17:40:37Z,cflwegqpzch8y30pb3dhigqnd,E. Søgaard,,,5290372175,56,Right,5290372179,141,16.5,5290372181,212,22.3,5290372183,213,5.90,5290372177,140,74.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734817703,445,1,1,38,54,b2vft81kyjurzbmekvgrqwr64,1,75.7,20.0,2024-10-18T17:40:37.445Z,2024-10-18T17:40:38Z,e19g5bz7s9wqcvj8mttztxi0a,O. Klitten,,,5290372299,140,74.0,5290372301,141,45.2,5290372305,213,1.67,5290372303,212,17.2,5290372297,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734817731,446,1,1,38,55,b2vft81kyjurzbmekvgrqwr64,1,74.0,45.2,2024-10-18T17:40:38.660Z,2024-10-18T17:40:40Z,bp232fgjrfyok2471ec7u1tcl,M. Kristensen,,,5290372441,140,65.8,5290372447,213,4.22,5290372439,56,Center,5290372443,141,21.6,5290372445,212,18.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734817747,447,1,1,38,57,b2vft81kyjurzbmekvgrqwr64,1,65.8,21.6,2024-10-18T17:40:40.332Z,2024-10-18T17:40:42Z,e19g5bz7s9wqcvj8mttztxi0a,O. Klitten,,,5290372545,140,55.8,5290372543,56,Center,5290372551,213,2.45,5290372547,141,34.3,5290372549,212,13.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734817785,448,1,1,38,59,b2vft81kyjurzbmekvgrqwr64,1,55.8,34.3,2024-10-18T17:40:42.028Z,2024-10-18T17:40:45Z,b0yv1pcxifawqx6r1cfqq3otm,Z. Hyltoft,,,5290372755,56,Right,5290372761,212,18.4,5290372757,140,68.8,5290372759,141,16.2,5290372763,213,5.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734817839,449,1,1,39,2,b2vft81kyjurzbmekvgrqwr64,1,68.8,16.2,2024-10-18T17:40:45.053Z,2024-10-18T17:40:48Z,bp232fgjrfyok2471ec7u1tcl,M. Kristensen,,,5290373033,213,0.05,5290373029,212,22.4,5290373023,140,90.1,5290373025,141,17.9,5290373021,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734817867,450,1,1,39,5,b2vft81kyjurzbmekvgrqwr64,1,89.6,15.9,2024-10-18T17:40:48.516Z,2024-10-18T17:40:50Z,e19g5bz7s9wqcvj8mttztxi0a,O. Klitten,,,5290373191,213,3.32,5290373187,212,12.6,5290373181,56,Right,5290373183,140,77.8,5290373185,141,12.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734817905,451,1,1,39,7,b2vft81kyjurzbmekvgrqwr64,1,77.8,12.6,2024-10-18T17:40:50.148Z,2024-10-18T17:40:54Z,cflwegqpzch8y30pb3dhigqnd,E. Søgaard,,,5290373453,213,2.77,5290373445,56,Right,5290373451,212,15.8,5290373447,140,63.8,5290373449,141,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734817935,452,1,1,39,10,b2vft81kyjurzbmekvgrqwr64,1,67.9,18.0,2024-10-18T17:40:53.892Z,2024-10-18T17:40:56Z,bp232fgjrfyok2471ec7u1tcl,M. Kristensen,,,5290373589,56,Center,5290373605,212,21.1,5290373607,213,2.07,5290373601,141,45.2,5290373597,140,58.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734817975,453,1,1,39,13,b2vft81kyjurzbmekvgrqwr64,1,58.2,45.2,2024-10-18T17:40:56.060Z,2024-10-18T17:40:58Z,6bv0j0ezhh9u5u5hqz64p790q,M. Jacobsen,,,5290373875,212,29.8,5290373873,141,9.8,5290373869,56,Right,5290373877,213,5.34,5290373871,140,74.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734818011,454,1,1,39,15,b2vft81kyjurzbmekvgrqwr64,1,74.9,9.8,2024-10-18T17:40:58.700Z,2024-10-18T17:41:01Z,e19g5bz7s9wqcvj8mttztxi0a,O. Klitten,,,5290374079,140,58.3,5290374083,141,18.2,5290374077,56,Right,5290374089,213,2.82,5290374087,212,18.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734818047,455,1,1,39,18,b2vft81kyjurzbmekvgrqwr64,1,68.2,15.3,2024-10-18T17:41:01.452Z,2024-10-18T17:41:03Z,bp232fgjrfyok2471ec7u1tcl,M. Kristensen,,,5290374257,56,Center,5290374259,140,52.0,5290374261,141,23.4,5290374265,213,2.83,5290374263,212,17.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734818087,456,1,1,39,20,b2vft81kyjurzbmekvgrqwr64,1,57.7,18.8,2024-10-18T17:41:03.580Z,2024-10-18T17:41:06Z,b0yv1pcxifawqx6r1cfqq3otm,Z. Hyltoft,,,5290374469,212,13.7,5290374467,141,38.6,5290374463,56,Center,5290374471,213,1.74,5290374465,140,55.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734818193,457,1,1,39,22,b2vft81kyjurzbmekvgrqwr64,1,55.5,38.6,2024-10-18T17:41:05.844Z,2024-10-18T17:41:12Z,6bv0j0ezhh9u5u5hqz64p790q,M. Jacobsen,,,5290374965,140,68.4,5290374971,213,6.01,5290374963,56,Center,5290374967,141,33.1,5290374969,212,14.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734818199,458,50,1,39,29,b2vft81kyjurzbmekvgrqwr64,1,66.3,36.8,2024-10-18T17:41:12.348Z,2024-10-18T19:03:39Z,bp232fgjrfyok2471ec7u1tcl,M. Kristensen,,,5290375787,233,300,5290374987,286,,5290374985,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734818231,300,7,1,39,29,8cfkisxf1fkxdqtt6tx1tup48,0,33.7,63.2,2024-10-18T17:41:12.349Z,2024-10-18T19:03:38Z,abhfq12njxxutqjtb9zvcusyc,Mohamad Al Naser,,,5290375739,56,Back,5290375745,285,,5290375767,233,458,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734818235,459,1,1,39,30,b2vft81kyjurzbmekvgrqwr64,1,62.2,59.6,2024-10-18T17:41:13.995Z,2024-10-18T17:41:15Z,dwuxps3jv2852642q000wep6,V. Rasmussen,,,5290375231,141,78.2,5290375229,140,82.6,5290375233,212,24.9,5290375227,56,Center,5290375235,213,0.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734818271,460,1,1,39,32,b2vft81kyjurzbmekvgrqwr64,1,82.6,78.2,2024-10-18T17:41:15.268Z,2024-10-18T17:41:17Z,ebd3uvtt54wkdsahc2127j02c,F. Dietz,,,5290375415,56,Center,5290375423,213,3.71,5290375417,140,62.2,5290375421,212,25.5,5290375419,141,57.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734818305,461,1,1,39,34,b2vft81kyjurzbmekvgrqwr64,1,62.2,57.9,2024-10-18T17:41:17.692Z,2024-10-18T19:31:30Z,bp232fgjrfyok2471ec7u1tcl,M. Kristensen,1.0,,5290375577,140,74.3,5290375583,213,0.25,5290375581,212,13.1,5290375579,141,62.6,5290375575,56,Center,5290375991,210,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734818307,462,13,1,39,36,b2vft81kyjurzbmekvgrqwr64,1,78.8,61.7,2024-10-18T17:41:19.132Z,2024-10-18T19:31:31Z,dwuxps3jv2852642q000wep6,V. Rasmussen,,,5290376057,55,461,5290376067,231,53.4,5290375591,22,,5290376065,230,97.3,5290375593,18,,5290375597,56,Center,5290376053,29,,5290375843,20,,5290376061,102,59.7,5290376051,73,,5290376063,103,,,,,,,,,,,,,,,,,,,,,,30.6,,,
2734818299,301,5,1,39,36,8cfkisxf1fkxdqtt6tx1tup48,1,-1.2,40.4,2024-10-18T17:41:19.400Z,2024-10-18T19:04:31Z,abhfq12njxxutqjtb9zvcusyc,Mohamad Al Naser,,,5290375543,56,Back,5290376683,233,463,5290376521,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734818321,463,5,1,39,36,b2vft81kyjurzbmekvgrqwr64,0,101.2,59.6,2024-10-18T17:41:19.400Z,2024-10-18T19:04:32Z,dwuxps3jv2852642q000wep6,V. Rasmussen,,,5290375683,346,,5290376727,233,301,5290375681,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734818735,302,1,1,40,4,8cfkisxf1fkxdqtt6tx1tup48,0,4.2,52.8,2024-10-18T17:41:47.901Z,2024-10-18T17:41:52Z,dqqswfn9s1tdxjoslts8ks6xg,B. Bayrak,,,5290377939,213,0.11,5290377937,212,64.1,5290377929,124,,5290377943,74,,5290377931,56,Center,5290377935,141,63.1,5290377941,1,,5290377933,140,64.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734818771,464,1,1,40,10,b2vft81kyjurzbmekvgrqwr64,1,39.2,64.3,2024-10-18T17:41:53.323Z,2024-10-18T17:41:54Z,ea2x4o6ufsqoz2zz7tqcnvo16,L. Klitten,,,5290378175,3,,5290378187,212,14.5,5290378189,213,0.35,5290378185,141,71.7,5290378177,56,Center,5290378181,140,52.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734818877,466,1,1,40,15,b2vft81kyjurzbmekvgrqwr64,1,71.7,81.8,2024-10-18T17:41:58.171Z,2024-10-18T17:42:01Z,dwuxps3jv2852642q000wep6,V. Rasmussen,,,5290378783,212,18.8,5290378777,56,Left,5290378785,213,0.14,5290378781,141,85.7,5290378779,140,89.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734818915,467,1,1,40,18,b2vft81kyjurzbmekvgrqwr64,1,91.8,83.8,2024-10-18T17:42:01.306Z,2024-10-18T17:42:17Z,ea2x4o6ufsqoz2zz7tqcnvo16,L. Klitten,1.0,,5290378975,56,Center,5290378979,141,64.5,5290378981,212,13.7,5290378977,140,88.2,5290378983,213,4.43,5290379881,210,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734818929,304,45,1,40,20,8cfkisxf1fkxdqtt6tx1tup48,0,13.8,29.0,2024-10-18T17:42:03.588Z,2024-10-18T17:42:13Z,74m58jsznzu8l89b8h7rkh1bd,C. Jensen,,,5290379239,233,468,5290379065,56,Back,5290379067,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734818935,468,3,1,40,20,b2vft81kyjurzbmekvgrqwr64,1,86.2,71.0,2024-10-18T17:42:03.588Z,2024-10-18T17:42:11Z,4qyfoq5fjiochtj89w426lm21,S. Andreasen,,,5290379179,233,304,5290379093,286,,5290379091,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734818947,469,15,1,40,21,b2vft81kyjurzbmekvgrqwr64,1,76.8,57.0,2024-10-18T17:42:04.716Z,2024-10-18T20:43:13Z,4qyfoq5fjiochtj89w426lm21,S. Andreasen,,,5290379929,146,96.5,5290379931,147,49.6,5290379915,78,,5290379963,233,305,5290379927,215,,5290379919,55,467,5290379917,29,,5290379925,103,4.4,5290379623,20,,5290379149,56,Center,5290379147,18,5290379923,102,5290379145,22,,,,,,,,,,,,,,,,,,,50.7,,
2734818981,305,10,1,40,21,8cfkisxf1fkxdqtt6tx1tup48,1,4.6,46.4,2024-10-18T17:42:04.816Z,2024-10-18T17:55:18Z,dqqswfn9s1tdxjoslts8ks6xg,B. Bayrak,,,5290379375,178,,5290379687,233,469,5290379465,177,,5290379377,182,,5290379379,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734819237,307,1,1,40,38,8cfkisxf1fkxdqtt6tx1tup48,0,12.6,67.2,2024-10-18T17:42:21.860Z,2024-10-18T17:42:29Z,dqqswfn9s1tdxjoslts8ks6xg,B. Bayrak,,,5290380861,56,Center,5290380863,140,67.9,5290380865,141,59.3,5290380871,1,,5290380869,213,6.19,5290380867,212,58.3,5290380859,199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734819225,470,44,1,40,44,b2vft81kyjurzbmekvgrqwr64,1,33.2,45.9,2024-10-18T17:42:27.131Z,2024-10-18T19:03:57Z,ebd3uvtt54wkdsahc2127j02c,F. Dietz,,,5290380777,285,,5290381125,233,308,5290380775,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734819249,308,44,1,40,44,8cfkisxf1fkxdqtt6tx1tup48,0,66.8,54.1,2024-10-18T17:42:27.132Z,2024-10-18T19:03:58Z,abhfq12njxxutqjtb9zvcusyc,Mohamad Al Naser,,,5290380931,286,,5290381155,233,470,5290380927,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734819241,471,1,1,40,44,b2vft81kyjurzbmekvgrqwr64,0,35.0,54.5,2024-10-18T17:42:27.459Z,2024-10-18T17:42:28Z,ebd3uvtt54wkdsahc2127j02c,F. Dietz,,,5290380903,213,5.15,5290380899,212,18.6,5290380891,3,,5290380895,140,42.5,5290380893,56,Back,5290380897,141,29.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734819291,309,1,1,40,46,8cfkisxf1fkxdqtt6tx1tup48,1,67.8,62.6,2024-10-18T17:42:29.756Z,2024-10-18T17:45:54Z,1icurh5jrnw1e6jdgqxjnhdnu,G. Çulhacı,,,5290381173,140,66.2,5290381177,141,54.5,5290381169,56,Center,5290381183,213,4.42,5290381181,212,5.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734819299,310,1,1,40,47,8cfkisxf1fkxdqtt6tx1tup48,1,66.2,54.5,2024-10-18T17:42:30.547Z,2024-10-18T17:45:52Z,74m58jsznzu8l89b8h7rkh1bd,C. Jensen,,,5290381215,56,Center,5290381217,140,71.2,5290381223,213,1.16,5290381221,212,13.2,5290381219,141,72.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734819319,311,1,1,40,48,8cfkisxf1fkxdqtt6tx1tup48,1,71.2,72.3,2024-10-18T17:42:31.604Z,2024-10-18T17:45:51Z,1icurh5jrnw1e6jdgqxjnhdnu,G. Çulhacı,,,5290381317,212,31.7,5290381315,141,72.7,5290381313,140,41.0,5290381311,56,Back,5290381319,213,3.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734819417,312,1,1,40,50,8cfkisxf1fkxdqtt6tx1tup48,1,41.0,72.7,2024-10-18T17:42:33.988Z,2024-10-18T17:45:49Z,2pm5oqzyonn0dysa5nszgq3xm,H. Bonnesen,,,5290381873,141,58.7,5290381875,212,14.3,5290381869,140,30.8,5290381877,213,3.87,5290381863,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734819443,313,1,1,40,56,8cfkisxf1fkxdqtt6tx1tup48,1,33.3,57.0,2024-10-18T17:42:39.948Z,2024-10-18T17:42:42Z,5nved2kta2hk8103hkyhq33hm,M. Jakobsen,,,5290381987,212,5.6,5290381989,213,6.20,5290381983,140,38.6,5290381985,141,56.3,5290381981,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734819501,314,1,1,40,59,8cfkisxf1fkxdqtt6tx1tup48,1,38.6,56.6,2024-10-18T17:42:42.163Z,2024-10-18T17:42:45Z,3mcj3wypzq3lno1ehc0vif1sl,J. Arias,,,5290382291,141,26.7,5290382289,140,22.2,5290382287,56,Back,5290382293,212,26.6,5290382295,213,4.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734819531,315,1,1,41,2,8cfkisxf1fkxdqtt6tx1tup48,0,22.2,26.7,2024-10-18T17:42:45.444Z,2024-10-18T17:42:47Z,am3509ake84cde1xhb9264i22,M. Gudmann,,,5290382483,140,43.7,5290382485,141,24.1,5290382481,56,Back,5290382479,157,,5290382493,1,,5290382487,212,22.6,5290382489,213,6.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734819597,472,1,1,41,4,b2vft81kyjurzbmekvgrqwr64,1,53.4,81.5,2024-10-18T17:42:47.739Z,2024-10-18T17:42:51Z,ebd3uvtt54wkdsahc2127j02c,F. Dietz,,,5290382817,56,Center,5290382823,212,9.3,5290382815,3,,5290382827,213,5.15,5290382821,141,69.1,5290382819,140,57.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734819617,474,1,1,41,8,b2vft81kyjurzbmekvgrqwr64,1,57.2,69.1,2024-10-18T17:42:51.282Z,2024-10-18T17:42:52Z,6bv0j0ezhh9u5u5hqz64p790q,M. Jacobsen,,,5290382957,213,3.52,5290382949,56,Back,5290382955,212,26.3,5290382953,141,54.8,5290382951,140,33.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734819661,475,1,1,41,9,b2vft81kyjurzbmekvgrqwr64,1,33.9,54.6,2024-10-18T17:42:52.146Z,2024-10-18T17:42:54Z,cflwegqpzch8y30pb3dhigqnd,E. Søgaard,,,5290383137,212,15.6,5290383139,213,1.61,5290383135,141,77.5,5290383133,140,33.3,5290383131,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734819673,476,1,1,41,11,b2vft81kyjurzbmekvgrqwr64,1,33.3,77.5,2024-10-18T17:42:54.530Z,2024-10-18T17:42:56Z,b0yv1pcxifawqx6r1cfqq3otm,Z. Hyltoft,,,5290383211,141,89.1,5290383209,140,47.2,5290383207,56,Back,5290383215,213,0.50,5290383213,212,16.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734819709,477,1,1,41,12,b2vft81kyjurzbmekvgrqwr64,1,47.2,89.1,2024-10-18T17:42:55.849Z,2024-10-18T17:42:58Z,ebd3uvtt54wkdsahc2127j02c,F. Dietz,,,5290383397,212,21.1,5290383383,56,Left,5290383401,213,6.12,5290383387,140,67.0,5290383391,141,84.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734819721,478,1,1,41,15,b2vft81kyjurzbmekvgrqwr64,1,67.0,84.1,2024-10-18T17:42:58.033Z,2024-10-18T17:42:59Z,dwuxps3jv2852642q000wep6,V. Rasmussen,,,5290383457,141,93.9,5290383455,140,62.9,5290383461,213,2.14,5290383453,56,Left,5290383459,212,7.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734819733,479,1,1,41,16,b2vft81kyjurzbmekvgrqwr64,0,62.9,93.9,2024-10-18T17:42:59.010Z,2024-10-18T17:43:00Z,ea2x4o6ufsqoz2zz7tqcnvo16,L. Klitten,,,5290383527,56,Center,5290383533,212,20.9,5290383535,213,5.08,5290383531,141,65.2,5290383529,140,70.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734819767,316,43,1,41,18,8cfkisxf1fkxdqtt6tx1tup48,1,0.0,0.0,2024-10-18T17:43:01.676Z,2024-10-18T17:55:13Z,5nved2kta2hk8103hkyhq33hm,M. Jakobsen,,,5290426827,144,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734819785,317,1,1,41,18,8cfkisxf1fkxdqtt6tx1tup48,0,25.1,33.4,2024-10-18T17:43:01.804Z,2024-10-18T17:55:15Z,5nved2kta2hk8103hkyhq33hm,M. Jakobsen,,,5290383859,212,7.0,5290383861,213,6.13,5290383855,140,31.7,5290383853,56,Back,5290383857,141,31.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734819831,481,1,1,41,22,b2vft81kyjurzbmekvgrqwr64,1,61.6,66.9,2024-10-18T17:43:05.341Z,2024-10-18T17:43:07Z,6bv0j0ezhh9u5u5hqz64p790q,M. Jacobsen,,,5290384121,140,72.1,5290384119,56,Left,5290384123,141,84.7,5290384125,212,16.4,5290384127,213,0.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734819885,482,1,1,41,24,b2vft81kyjurzbmekvgrqwr64,1,72.2,85.0,2024-10-18T17:43:07.105Z,2024-10-18T17:43:10Z,dwuxps3jv2852642q000wep6,V. Rasmussen,,,5290384423,140,47.7,5290384425,141,70.2,5290384427,212,27.6,5290384429,213,3.51,5290384421,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734819911,483,1,1,41,27,b2vft81kyjurzbmekvgrqwr64,1,47.7,70.2,2024-10-18T17:43:10.354Z,2024-10-18T17:43:12Z,b0yv1pcxifawqx6r1cfqq3otm,Z. Hyltoft,,,5290384597,212,13.5,5290384599,213,5.25,5290384593,140,54.3,5290384595,141,53.1,5290384591,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734819981,484,1,1,41,29,b2vft81kyjurzbmekvgrqwr64,1,54.3,53.1,2024-10-18T17:43:12.441Z,2024-10-18T17:43:17Z,6bv0j0ezhh9u5u5hqz64p790q,M. Jacobsen,,,5290384985,56,Center,5290384987,140,61.9,5290384993,213,5.69,5290384991,212,9.6,5290384989,141,45.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734820027,485,1,1,41,34,b2vft81kyjurzbmekvgrqwr64,1,60.9,44.3,2024-10-18T17:43:17.529Z,2024-10-18T17:43:21Z,bp232fgjrfyok2471ec7u1tcl,M. Kristensen,,,5290385241,212,26.1,5290385235,56,Right,5290385239,141,8.3,5290385247,213,5.07,5290385237,140,69.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734820041,486,1,1,41,37,b2vft81kyjurzbmekvgrqwr64,1,69.5,8.3,2024-10-18T17:43:20.905Z,2024-10-18T17:43:22Z,cflwegqpzch8y30pb3dhigqnd,E. Søgaard,,,5290385297,56,Center,5290385303,212,16.9,5290385305,213,2.10,5290385301,141,29.7,5290385299,140,61.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734820065,487,1,1,41,38,b2vft81kyjurzbmekvgrqwr64,1,61.4,29.7,2024-10-18T17:43:21.761Z,2024-10-18T17:43:23Z,bp232fgjrfyok2471ec7u1tcl,M. Kristensen,,,5290385467,141,9.5,5290385471,213,5.48,5290385465,140,73.9,5290385463,56,Right,5290385469,212,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
