id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/8/value,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/13/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/14/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/16/value
2707918653,373,1,1,42,33,8cfkisxf1fkxdqtt6tx1tup48,1,4.2,52.2,2024-08-11T11:43:32.463Z,2024-08-11T11:43:35Z,dqqswfn9s1tdxjoslts8ks6xg,B. Bayrak,,,5142766883,212,14.1,5142766885,213,4.73,5142766881,141,31.5,5142766877,56,Back,5142766879,140,4.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707918721,374,1,1,42,36,8cfkisxf1fkxdqtt6tx1tup48,1,4.4,31.5,2024-08-11T11:43:35.134Z,2024-08-11T11:43:41Z,am3509ake84cde1xhb9264i22,M. Gudmann,,,5142767289,212,12.5,5142767283,56,Back,5142767287,141,49.7,5142767285,140,3.0,5142767291,213,1.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707918769,375,1,1,42,42,8cfkisxf1fkxdqtt6tx1tup48,1,4.4,50.1,2024-08-11T11:43:40.910Z,2024-08-11T11:43:44Z,dqqswfn9s1tdxjoslts8ks6xg,B. Bayrak,,,5142767495,212,12.6,5142767497,213,4.71,5142767489,56,Back,5142767493,141,31.6,5142767491,140,4.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707918815,376,1,1,42,45,8cfkisxf1fkxdqtt6tx1tup48,1,11.5,29.2,2024-08-11T11:43:44.559Z,2024-08-11T11:43:47Z,am3509ake84cde1xhb9264i22,M. Gudmann,,,5142767717,213,0.48,5142767715,212,38.4,5142767713,141,55.2,5142767709,56,Back,5142767721,1,,5142767711,140,44.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707918875,377,1,1,42,49,8cfkisxf1fkxdqtt6tx1tup48,1,44.0,55.2,2024-08-11T11:43:47.783Z,2024-08-11T11:43:51Z,3mcj3wypzq3lno1ehc0vif1sl,J. Arias,,,5142768005,213,1.80,5142767999,140,38.1,5142767997,56,Back,5142768003,212,27.2,5142768001,141,94.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707918929,378,1,1,42,52,8cfkisxf1fkxdqtt6tx1tup48,1,44.0,91.2,2024-08-11T11:43:51.534Z,2024-08-11T11:43:56Z,1icurh5jrnw1e6jdgqxjnhdnu,G. Çulhacı,,,5142768257,212,14.6,5142768255,141,70.0,5142768259,213,4.89,5142768251,56,Back,5142768253,140,46.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707918957,379,1,1,42,57,8cfkisxf1fkxdqtt6tx1tup48,1,58.2,64.3,2024-08-11T11:43:55.983Z,2024-08-11T11:43:58Z,74m58jsznzu8l89b8h7rkh1bd,C. Jensen,,,5142768463,1,,5142768461,213,4.93,5142768449,155,,5142768457,141,7.3,5142768455,140,66.3,5142768459,212,39.7,5142768453,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707919095,380,1,1,42,59,8cfkisxf1fkxdqtt6tx1tup48,1,66.3,7.3,2024-08-11T11:43:58.462Z,2024-08-11T11:44:07Z,4m7gr5z6b40dj02yrmlwgeluc,S. Larsen,,,5142769111,213,1.71,5142769105,140,65.8,5142769107,141,12.8,5142769109,212,3.8,5142769103,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707919115,381,1,1,43,9,8cfkisxf1fkxdqtt6tx1tup48,0,65.3,14.9,2024-08-11T11:44:07.646Z,2024-08-11T11:44:08Z,98zlz2sscsf6vb7d52ici074k,Y. Dhaflaoui,,,5142769197,213,0.50,5142769187,56,Right,5142769195,212,8.5,5142769193,141,20.9,5142769191,140,72.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707919193,441,1,1,43,10,a9vw7ikerpr4cuweeeka5aneg,1,27.3,76.4,2024-08-11T11:44:09.159Z,2024-08-11T11:44:13Z,4lxxyqy78jkglhv2w6crzcnsa,O. Kolskogen,,,5142769529,213,0.45,5142769523,140,37.3,5142769525,141,83.9,5142769527,212,11.7,5142769521,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707919153,382,83,1,43,12,8cfkisxf1fkxdqtt6tx1tup48,0,63.3,8.3,2024-08-11T11:44:10.974Z,2024-08-11T11:44:15Z,4m7gr5z6b40dj02yrmlwgeluc,S. Larsen,,,5142769687,399,3epwf56ozg73hueacwmckk0r9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707919213,442,1,1,43,14,a9vw7ikerpr4cuweeeka5aneg,1,41.5,85.3,2024-08-11T11:44:13.127Z,2024-08-11T11:56:15Z,3epwf56ozg73hueacwmckk0r9,S. Pingel,,,5142769629,212,20.1,5142769623,56,Center,5142769627,141,64.5,5142769625,140,55.1,5142769631,213,5.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707919221,443,1,1,43,15,a9vw7ikerpr4cuweeeka5aneg,1,55.1,64.5,2024-08-11T11:44:14.096Z,2024-08-11T11:44:39Z,4mxciw9jsj9l437fd7bv78p91,J. Ankersen,1.0,,5142769673,140,73.4,5142769679,213,5.58,5142769675,141,40.7,5142769677,212,25.1,5142771401,210,15,5142769671,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707919305,444,15,1,43,19,a9vw7ikerpr4cuweeeka5aneg,1,83.3,43.1,2024-08-11T11:44:17.951Z,2024-08-11T11:44:40Z,b9g3gwxlao9u6y4elz1sdukmh,E. Just,,,5142771519,233,383,5142770613,82,,5142771479,147,44.6,5142771475,215,,5142771465,29,,5142770061,17,,5142770607,23,,5142771471,102,49.2,5142771483,231,5142770063,56,Center,5142771463,78,,5142771473,103,19,5142771477,146,46.9,87.3,5142771481,230,5142771467,55,92.7,5142770609,72,,443,,,,,,,,,
2707919309,383,10,1,43,19,8cfkisxf1fkxdqtt6tx1tup48,1,12.7,55.4,2024-08-11T11:44:18.051Z,2024-08-11T11:44:40Z,2pm5oqzyonn0dysa5nszgq3xm,H. Bonnesen,,,5142770075,94,,5142771533,233,444,5142770077,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707919315,384,6,1,43,21,8cfkisxf1fkxdqtt6tx1tup48,0,14.0,57.2,2024-08-11T11:44:19.855Z,2024-08-11T11:44:25Z,2pm5oqzyonn0dysa5nszgq3xm,H. Bonnesen,,,5142770105,56,Back,5142770107,73,,5142770377,233,445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707919327,445,6,1,43,21,a9vw7ikerpr4cuweeeka5aneg,1,86.0,42.8,2024-08-11T11:44:19.855Z,2024-08-11T13:05:15Z,b9g3gwxlao9u6y4elz1sdukmh,E. Just,,,5142770349,233,384,5142770321,56,Center,5142770323,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707919995,446,1,1,44,7,a9vw7ikerpr4cuweeeka5aneg,1,99.5,0.5,2024-08-11T11:45:06.048Z,2024-08-11T11:45:12Z,4mxciw9jsj9l437fd7bv78p91,J. Ankersen,,,5142773551,56,Center,5142773539,2,,5142773561,1,,5142773555,141,53.9,5142773549,224,,5142773559,213,1.80,5142773557,212,37.2,5142773543,6,,5142773553,140,5142773547,155,,,,,,,,,,91.6,,,,,,,,,,,,,,,,,,,
2707920001,447,44,1,44,11,a9vw7ikerpr4cuweeeka5aneg,1,88.1,54.4,2024-08-11T11:45:10.280Z,2024-08-11T13:05:55Z,5lu7bn7uec3zjqpoi1x81gbu1,S. Hausner,,,5142773591,233,385,5142773577,286,,5142773575,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707920003,385,44,1,44,11,8cfkisxf1fkxdqtt6tx1tup48,0,11.9,45.6,2024-08-11T11:45:10.281Z,2024-08-11T13:05:56Z,619s1phj5bkgkug3aszc1y9cl,M. Jensen,,,5142773579,56,Back,5142773617,233,447,5142773581,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707920015,448,2,1,44,12,a9vw7ikerpr4cuweeeka5aneg,1,91.6,53.9,2024-08-11T11:45:10.640Z,2024-08-11T11:45:16Z,5lu7bn7uec3zjqpoi1x81gbu1,S. Hausner,,,5142773655,141,55.5,5142773649,140,96.7,5142773931,7,9dh7cnu4uzbraeck0t5iqlj4k,5142773933,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707920385,387,1,1,44,40,8cfkisxf1fkxdqtt6tx1tup48,0,7.6,43.7,2024-08-11T11:45:38.893Z,2024-08-11T11:45:42Z,dqqswfn9s1tdxjoslts8ks6xg,B. Bayrak,,,5142775323,1,,5142775317,141,65.5,5142775315,140,61.1,5142775313,56,Center,5142775319,212,58.1,5142775307,157,,5142775305,5,,5142775321,213,0.26,5142775311,241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707920485,450,1,1,44,47,a9vw7ikerpr4cuweeeka5aneg,1,36.8,22.4,2024-08-11T11:45:46.169Z,2024-08-11T11:45:51Z,a6ymx4wkrn260rtpb360nsiqd,M. Kallesøe,,,5142775771,212,43.9,5142775775,1,,5142775767,140,76.8,5142775765,56,Right,5142775769,141,3.7,5142775763,157,,5142775773,213,5.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707920489,451,61,1,44,52,a9vw7ikerpr4cuweeeka5aneg,0,76.8,3.7,2024-08-11T11:45:51.048Z,2024-08-11T11:45:51Z,3epwf56ozg73hueacwmckk0r9,S. Pingel,,,5142775789,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707920793,388,5,1,44,52,8cfkisxf1fkxdqtt6tx1tup48,1,24.2,101.7,2024-08-11T11:45:51.196Z,2024-08-11T11:53:43Z,1icurh5jrnw1e6jdgqxjnhdnu,G. Çulhacı,,,5142777111,347,,5142777109,56,Back,5142777157,233,452,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707920509,452,5,1,44,52,a9vw7ikerpr4cuweeeka5aneg,0,75.8,-1.7000000000000002,2024-08-11T11:45:51.196Z,2024-08-11T11:53:43Z,3epwf56ozg73hueacwmckk0r9,S. Pingel,,,5142777199,233,388,5142775897,56,Right,5142775899,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707920801,389,70,1,44,59,8cfkisxf1fkxdqtt6tx1tup48,1,0.0,0.0,2024-08-11T11:45:57.601Z,2024-08-11T11:46:13Z,,,,,5142777143,277,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707920803,390,30,1,45,7,8cfkisxf1fkxdqtt6tx1tup48,1,0.0,0.0,2024-08-11T11:46:05.825Z,2024-08-11T11:46:14Z,,,,,5142777149,57,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707920667,453,30,1,45,7,a9vw7ikerpr4cuweeeka5aneg,1,0.0,0.0,2024-08-11T11:46:05.825Z,2024-08-11T11:46:06Z,,,,,5142776595,57,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707932783,406,18,2,45,0,8cfkisxf1fkxdqtt6tx1tup48,1,0.0,0.0,2024-08-11T12:02:16.971Z,2024-08-11T12:04:02Z,98zlz2sscsf6vb7d52ici074k,Y. Dhaflaoui,,,5142837493,55,407,5142837459,59,9,5142837455,42,,5142837457,44,Forward,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707932789,407,19,2,45,0,8cfkisxf1fkxdqtt6tx1tup48,1,0.0,0.0,2024-08-11T12:02:16.972Z,2024-08-11T13:53:46Z,69h930ebovyl7rut5dz4r2iok,M. Khan,,,5142837477,42,,5142837481,145,10,5143230789,293,0,5142837483,59,8,5142837485,44,Midfielder,5142837487,55,406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707931585,393,32,2,45,0,8cfkisxf1fkxdqtt6tx1tup48,1,0.0,0.0,2024-08-11T12:02:26.971Z,2024-08-11T12:02:29Z,,,,,5142831357,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707931583,457,32,2,45,0,a9vw7ikerpr4cuweeeka5aneg,1,0.0,0.0,2024-08-11T12:02:26.971Z,2024-08-11T12:02:27Z,,,,,5142831351,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707931617,458,1,2,45,0,a9vw7ikerpr4cuweeeka5aneg,1,49.8,50.1,2024-08-11T12:02:26.972Z,2024-08-11T12:02:30Z,3epwf56ozg73hueacwmckk0r9,S. Pingel,,,5142831499,140,32.7,5142831505,212,20.9,5142831501,141,65.8,5142831509,213,2.61,5142831497,56,Back,5142831513,279,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707931643,459,1,2,45,3,a9vw7ikerpr4cuweeeka5aneg,0,32.8,65.8,2024-08-11T12:02:30.146Z,2024-08-11T12:02:32Z,4lxxyqy78jkglhv2w6crzcnsa,O. Kolskogen,,,5142831691,141,31.9,5142831683,157,,5142831689,140,71.6,5142831693,212,46.8,5142831687,56,Center,5142831697,1,,5142831695,213,5.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707931667,394,61,2,45,7,8cfkisxf1fkxdqtt6tx1tup48,0,23.0,74.8,2024-08-11T12:02:34.245Z,2024-08-11T12:02:34Z,2pm5oqzyonn0dysa5nszgq3xm,H. Bonnesen,,,5142831799,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707931995,397,51,2,45,8,8cfkisxf1fkxdqtt6tx1tup48,1,20.5,65.7,2024-08-11T12:02:35.117Z,2024-08-11T12:05:20Z,2pm5oqzyonn0dysa5nszgq3xm,H. Bonnesen,,,5142834005,170,462,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707931697,460,15,2,45,9,a9vw7ikerpr4cuweeeka5aneg,1,90.4,35.1,2024-08-11T12:02:36.001Z,2024-08-11T13:29:09Z,a6ymx4wkrn260rtpb360nsiqd,M. Kallesøe,,,5142834115,214,,5142834125,147,43.3,5142834119,328,,5142831941,56,Center,5142834109,78,,5142834121,458,,5142834111,102,49.0,5142833663,20,,5142834123,146,5142834113,103,17.7,5142834503,233,395,5142831937,63,,5142831933,22,96.7,,,,,,,,,,,,,,,,,,,
2707931701,395,10,2,45,9,8cfkisxf1fkxdqtt6tx1tup48,1,4.7,54.8,2024-08-11T12:02:36.101Z,2024-08-11T12:03:13Z,dqqswfn9s1tdxjoslts8ks6xg,B. Bayrak,,,5142831967,56,Back,5142834493,183,,5142831961,173,,5142834523,233,460,5142834491,179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707931745,396,45,2,45,10,8cfkisxf1fkxdqtt6tx1tup48,0,9.8,50.6,2024-08-11T12:02:37.145Z,2024-08-11T13:05:32Z,4m7gr5z6b40dj02yrmlwgeluc,S. Larsen,,,5142832453,233,461,5142832165,56,Back,5142832167,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707931781,461,3,2,45,10,a9vw7ikerpr4cuweeeka5aneg,1,90.2,49.4,2024-08-11T12:02:37.145Z,2024-08-11T13:05:31Z,3epwf56ozg73hueacwmckk0r9,S. Pingel,,,5142832353,56,Center,5142832355,286,,5142832403,233,396,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707931785,462,16,2,45,13,a9vw7ikerpr4cuweeeka5aneg,1,92.0,54.6,2024-08-11T12:02:40.929Z,2024-08-11T13:29:46Z,3epwf56ozg73hueacwmckk0r9,S. Pingel,,,5142832373,56,Center,5142834621,72,,5142835327,458,,5142837109,282,2289,5142837105,280,ATTEMPT_SAVED,5142835329,230,95.8,5142832369,22,,5142835325,214,,5142843211,468,5142832371,17,,5142834643,375,45:13.420,5142837107,281,a6ymx4wkrn260rtpb360nsiqd,5142835323,103,397,25.3,5142835317,77,5142837111,472,,5142834639,374,2024-08-11 13:02:40.391,460,5142832375,254,5142835321,102,52.1,5142835331,231,53.8,
2707932357,398,1,2,45,58,8cfkisxf1fkxdqtt6tx1tup48,1,50.2,50.1,2024-08-11T12:03:25.020Z,2024-08-11T12:03:29Z,3mcj3wypzq3lno1ehc0vif1sl,J. Arias,,,5142835311,279,G,5142835303,140,37.6,5142835309,213,3.66,5142835305,141,39.1,5142835307,212,15.2,5142835301,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707932369,399,1,2,46,2,8cfkisxf1fkxdqtt6tx1tup48,1,37.0,38.8,2024-08-11T12:03:29.244Z,2024-08-11T12:03:30Z,74m58jsznzu8l89b8h7rkh1bd,C. Jensen,,,5142835399,140,25.5,5142835401,141,44.0,5142835397,56,Back,5142835405,213,2.86,5142835403,212,12.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707932403,400,1,2,46,3,8cfkisxf1fkxdqtt6tx1tup48,1,25.5,44.0,2024-08-11T12:03:30.516Z,2024-08-11T12:03:34Z,5nved2kta2hk8103hkyhq33hm,M. Jakobsen,,,5142835627,140,36.8,5142835633,213,5.13,5142835625,56,Back,5142835629,141,4.6,5142835631,212,29.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707932433,401,1,2,46,7,8cfkisxf1fkxdqtt6tx1tup48,1,46.7,6.8,2024-08-11T12:03:34.500Z,2024-08-11T12:03:37Z,4m7gr5z6b40dj02yrmlwgeluc,S. Larsen,,,5142835791,212,7.9,5142835789,141,13.5,5142835793,213,2.53,5142835787,140,40.5,5142835785,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707932533,402,1,2,46,10,8cfkisxf1fkxdqtt6tx1tup48,1,41.7,16.2,2024-08-11T12:03:37.396Z,2024-08-11T12:05:15Z,69h930ebovyl7rut5dz4r2iok,M. Khan,,,5142836231,141,93.8,5142836223,155,,5142836237,1,,5142836235,213,1.24,5142836229,140,59.0,5142836233,212,55.8,5142836227,56,Left,5142836225,196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707932557,403,1,2,46,17,8cfkisxf1fkxdqtt6tx1tup48,1,62.6,70.8,2024-08-11T12:03:44.556Z,2024-08-11T12:03:47Z,e2aqcawslcbpp88nia8eko2y1,J. Rothmann,,,5142836371,213,2.70,5142836361,56,Center,5142836367,141,75.9,5142836363,140,55.6,5142836369,212,8.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707932611,404,1,2,46,22,8cfkisxf1fkxdqtt6tx1tup48,0,55.0,76.3,2024-08-11T12:03:49.045Z,2024-08-11T12:03:51Z,74m58jsznzu8l89b8h7rkh1bd,C. Jensen,,,5142836627,141,85.1,5142836625,140,93.8,5142836633,1,,5142836629,212,41.2,5142836623,56,Left,5142836631,213,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707932717,464,1,2,46,25,a9vw7ikerpr4cuweeeka5aneg,0,5.3,11.9,2024-08-11T12:03:52.786Z,2024-08-11T12:03:57Z,a6ymx4wkrn260rtpb360nsiqd,M. Kallesøe,,,5142837151,56,Back,5142837161,1,,5142837149,157,,5142837155,141,0.0,5142837157,212,42.6,5142837159,213,6.06,5142837153,140,44.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707932771,405,5,2,46,28,8cfkisxf1fkxdqtt6tx1tup48,1,54.7,102.0,2024-08-11T12:03:55.701Z,2024-08-11T13:00:10Z,4m7gr5z6b40dj02yrmlwgeluc,S. Larsen,,,5142837405,347,,5142837403,56,Left,5142837537,233,465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707932719,465,5,2,46,28,a9vw7ikerpr4cuweeeka5aneg,0,45.3,-2.0,2024-08-11T12:03:55.701Z,2024-08-11T13:00:10Z,a6ymx4wkrn260rtpb360nsiqd,M. Kallesøe,,,5142837167,56,Back,5142837169,347,,5142837577,233,405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707932909,408,1,2,46,45,8cfkisxf1fkxdqtt6tx1tup48,0,54.1,100.0,2024-08-11T12:04:12.660Z,2024-08-11T12:04:13Z,1icurh5jrnw1e6jdgqxjnhdnu,G. Çulhacı,,,5142838147,140,69.8,5142838153,213,5.97,5142838145,56,Left,5142838149,141,93.8,5142838143,107,,5142838151,212,17.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707932919,466,1,2,46,46,a9vw7ikerpr4cuweeeka5aneg,0,20.7,7.7,2024-08-11T12:04:13.442Z,2024-08-11T12:04:14Z,5w0giylttgiapseaw6qky0mxg,F. Christensen,,,5142838191,56,Back,5142838197,212,13.1,5142838195,141,8.2,5142838199,213,0.03,5142838193,140,33.2,5142838189,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707932963,409,1,2,46,47,8cfkisxf1fkxdqtt6tx1tup48,1,58.8,94.7,2024-08-11T12:04:14.580Z,2024-08-11T12:04:17Z,1icurh5jrnw1e6jdgqxjnhdnu,G. Çulhacı,,,5142838405,213,5.38,5142838403,212,18.5,5142838399,140,69.7,5142838401,141,73.3,5142838397,56,Center,5142838395,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707932973,410,61,2,46,50,8cfkisxf1fkxdqtt6tx1tup48,0,69.7,73.3,2024-08-11T12:04:17.196Z,2024-08-11T12:04:17Z,619s1phj5bkgkug3aszc1y9cl,M. Jensen,,,5142838439,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707932983,468,3,2,46,50,a9vw7ikerpr4cuweeeka5aneg,0,38.8,36.2,2024-08-11T12:04:17.833Z,2024-08-11T13:05:42Z,4mxciw9jsj9l437fd7bv78p91,J. Ankersen,,,5142838483,286,,5142838481,56,Back,5142838705,233,411,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707933011,411,7,2,46,50,8cfkisxf1fkxdqtt6tx1tup48,0,61.2,63.8,2024-08-11T12:04:17.834Z,2024-08-11T13:05:41Z,74m58jsznzu8l89b8h7rkh1bd,C. Jensen,,,5142838631,285,,5142838629,56,Center,5142838679,233,468,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707934687,491,61,2,46,51,a9vw7ikerpr4cuweeeka5aneg,1,42.9,37.1,2024-08-11T12:04:18.612Z,2024-08-11T12:06:24Z,4mxciw9jsj9l437fd7bv78p91,J. Ankersen,,,5142847095,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707933059,413,1,2,46,52,8cfkisxf1fkxdqtt6tx1tup48,1,53.4,57.3,2024-08-11T12:04:19.932Z,2024-08-11T12:04:22Z,74m58jsznzu8l89b8h7rkh1bd,C. Jensen,,,5142838811,56,Center,5142838819,213,4.67,5142838813,140,52.6,5142838815,141,30.1,5142838817,212,18.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707933123,414,1,2,46,55,8cfkisxf1fkxdqtt6tx1tup48,1,55.1,30.9,2024-08-11T12:04:22.803Z,2024-08-11T12:04:27Z,4m7gr5z6b40dj02yrmlwgeluc,S. Larsen,,,5142839171,212,27.3,5142839173,213,3.19,5142839169,141,29.1,5142839165,56,Back,5142839167,140,29.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707933197,415,1,2,47,0,8cfkisxf1fkxdqtt6tx1tup48,1,29.1,29.1,2024-08-11T12:04:27.612Z,2024-08-11T12:04:32Z,am3509ake84cde1xhb9264i22,M. Gudmann,,,5142839565,213,2.38,5142839563,212,24.4,5142839561,141,53.9,5142839557,56,Back,5142839559,140,12.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707933241,416,1,2,47,5,8cfkisxf1fkxdqtt6tx1tup48,0,13.5,59.6,2024-08-11T12:04:32.100Z,2024-08-11T12:04:35Z,dqqswfn9s1tdxjoslts8ks6xg,B. Bayrak,,,5142839751,140,46.5,5142839749,56,Back,5142839757,213,0.18,5142839755,212,35.2,5142839759,1,,5142839747,155,,5142839753,141,68.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707933247,469,44,2,47,7,a9vw7ikerpr4cuweeeka5aneg,1,52.4,32.1,2024-08-11T12:04:34.530Z,2024-08-11T13:05:56Z,5lu7bn7uec3zjqpoi1x81gbu1,S. Hausner,,,5142839779,56,Center,5142839781,286,,5142839907,233,417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707933259,417,44,2,47,7,8cfkisxf1fkxdqtt6tx1tup48,0,47.6,67.9,2024-08-11T12:04:34.531Z,2024-08-11T13:05:56Z,3mcj3wypzq3lno1ehc0vif1sl,J. Arias,,,5142839955,233,469,5142839817,56,Back,5142839821,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707933263,470,1,2,47,7,a9vw7ikerpr4cuweeeka5aneg,0,50.5,33.6,2024-08-11T12:04:34.850Z,2024-08-11T12:04:35Z,5lu7bn7uec3zjqpoi1x81gbu1,S. Hausner,,,5142839853,213,5.97,5142839845,141,29.1,5142839849,212,10.0,5142839843,140,59.6,5142839839,3,,5142839841,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
