id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/10/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/12/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/14/value,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value
2713260963,433,1,1,44,1,dbl7ir1qugqz8nvp1vzn8im50,1,33.6,93.5,2024-08-25T12:46:57.298Z,2024-08-25T12:47:05Z,1mml4inucvyomv1dcog3c1pt5,N. Mickelson,,,5172247393,212,15.4,5172247387,56,Back,5172247389,140,28.8,5172247391,141,72.1,5172247395,213,4.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2713260987,434,1,1,44,9,dbl7ir1qugqz8nvp1vzn8im50,1,33.4,74.5,2024-08-25T12:47:04.890Z,2024-08-25T12:47:06Z,ev2s21ogvpjtata4fndi868ve,J. Gomez,,,5172247515,213,5.35,5172247511,141,60.2,5172247513,212,12.1,5172247507,56,Back,5172247509,140,40.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2713261023,435,1,1,44,11,dbl7ir1qugqz8nvp1vzn8im50,1,40.2,60.2,2024-08-25T12:47:06.354Z,2024-08-25T12:47:09Z,97xbmht3t4t1p9iu6598oq7l5,A. Manneh,,,5172247725,140,28.9,5172247727,141,73.2,5172247723,56,Back,5172247731,213,2.50,5172247729,212,14.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2713261191,436,1,1,44,12,dbl7ir1qugqz8nvp1vzn8im50,1,28.9,73.2,2024-08-25T12:47:07.915Z,2024-08-25T12:47:18Z,ev2s21ogvpjtata4fndi868ve,J. Gomez,,,5172248699,140,39.1,5172248701,141,23.7,5172248705,213,5.02,5172248695,155,,5172248707,1,,5172248697,56,Back,5172248703,212,35.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2713261265,437,1,1,44,23,dbl7ir1qugqz8nvp1vzn8im50,1,70.2,23.9,2024-08-25T12:47:18.418Z,2024-08-25T12:47:23Z,e42jh6bbwn4aybdnysonrvutx,L. Owusu,,,5172249085,141,6.8,5172249087,212,14.3,5172249089,213,5.34,5172249081,56,Right,5172249083,140,78.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2713261299,438,1,1,44,27,dbl7ir1qugqz8nvp1vzn8im50,1,80.3,9.1,2024-08-25T12:47:23.139Z,2024-08-25T12:47:25Z,5wmik73cqursg7sv3w14ue5pm,L. Deedson,,,5172249243,140,72.5,5172249247,212,14.9,5172249245,141,27.4,5172249241,56,Center,5172249249,213,2.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2713261357,439,1,1,44,30,dbl7ir1qugqz8nvp1vzn8im50,1,71.2,29.8,2024-08-25T12:47:25.506Z,2024-08-25T12:47:28Z,e9o7q10wnhex4e8eo47mobbvt,J. Bonde,,,5172249577,56,Center,5172249579,140,71.9,5172249583,212,20.1,5172249585,213,1.53,5172249581,141,59.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2713261501,440,1,1,44,32,dbl7ir1qugqz8nvp1vzn8im50,1,72.7,66.7,2024-08-25T12:47:28.115Z,2024-08-25T12:47:35Z,2z8u8kyv91shp0la8alkn6kus,M. Ejdum,,,5172250293,212,5.9,5172250287,56,Center,5172250289,140,78.3,5172250295,213,6.25,5172250291,141,66.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2713261433,420,83,1,44,37,b2vft81kyjurzbmekvgrqwr64,0,26.2,39.1,2024-08-25T12:47:32.817Z,2024-08-25T14:11:42Z,cflwegqpzch8y30pb3dhigqnd,E. Søgaard,,,5172250667,399,axyrfq1u8nwcj2ss5498u8qhg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2713261535,441,1,1,44,40,dbl7ir1qugqz8nvp1vzn8im50,1,83.2,70.2,2024-08-25T12:47:35.827Z,2024-08-25T12:47:37Z,axyrfq1u8nwcj2ss5498u8qhg,L. Kjerrumgaard,,,5172250499,213,2.79,5172250497,212,10.4,5172250483,56,Center,5172250491,141,75.4,5172250485,140,73.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2713261545,442,1,1,44,41,dbl7ir1qugqz8nvp1vzn8im50,1,73.9,75.4,2024-08-25T12:47:36.850Z,2024-08-25T12:47:40Z,2z8u8kyv91shp0la8alkn6kus,M. Ejdum,,,5172250541,213,0.67,5172250535,140,84.8,5172250537,141,88.6,5172250539,212,14.5,5172250531,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2713261667,443,1,1,44,45,dbl7ir1qugqz8nvp1vzn8im50,1,85.5,89.3,2024-08-25T12:47:40.586Z,2024-08-25T12:47:43Z,1mml4inucvyomv1dcog3c1pt5,N. Mickelson,,,5172251109,212,12.8,5172251101,56,Left,5172251105,140,73.5,5172251107,141,86.3,5172251111,213,3.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2713261719,444,1,1,44,47,dbl7ir1qugqz8nvp1vzn8im50,1,72.7,87.5,2024-08-25T12:47:42.995Z,2024-08-25T12:47:45Z,ev2s21ogvpjtata4fndi868ve,J. Gomez,,,5172251403,141,69.9,5172251407,213,4.31,5172251405,212,13.0,5172251399,56,Center,5172251401,140,67.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2713261767,445,1,1,44,50,dbl7ir1qugqz8nvp1vzn8im50,1,67.8,69.9,2024-08-25T12:47:45.538Z,2024-08-25T12:47:48Z,97xbmht3t4t1p9iu6598oq7l5,A. Manneh,,,5172251651,212,11.2,5172251643,140,76.0,5172251649,141,80.5,5172251641,56,Left,5172251653,213,0.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2713261811,446,1,1,44,52,dbl7ir1qugqz8nvp1vzn8im50,1,76.1,80.3,2024-08-25T12:47:48.282Z,2024-08-25T12:47:53Z,2z8u8kyv91shp0la8alkn6kus,M. Ejdum,,,5172251901,213,0.46,5172251893,56,Left,5172251899,212,15.2,5172251897,141,90.3,5172251895,140,89.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2713261849,447,1,1,44,57,dbl7ir1qugqz8nvp1vzn8im50,1,88.6,92.4,2024-08-25T12:47:53.226Z,2024-08-25T12:47:56Z,1mml4inucvyomv1dcog3c1pt5,N. Mickelson,,,5172252069,212,23.9,5172252071,213,3.72,5172252065,140,69.5,5172252067,141,73.3,5172252063,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2713262851,427,70,1,44,59,b2vft81kyjurzbmekvgrqwr64,1,0.0,0.0,2024-08-25T12:47:54.346Z,2024-08-25T12:49:05Z,,,,,5172257591,277,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2713261937,448,1,1,45,0,dbl7ir1qugqz8nvp1vzn8im50,1,69.5,73.3,2024-08-25T12:47:55.970Z,2024-08-25T12:48:02Z,97xbmht3t4t1p9iu6598oq7l5,A. Manneh,,,5172252595,141,89.4,5172252597,212,11.0,5172252593,140,68.4,5172252599,213,1.68,5172252591,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2713262081,449,1,1,45,7,dbl7ir1qugqz8nvp1vzn8im50,1,73.0,83.0,2024-08-25T12:48:02.690Z,2024-08-25T12:48:10Z,ev2s21ogvpjtata4fndi868ve,J. Gomez,,,5172253395,141,91.8,5172253399,213,0.50,5172253397,212,12.5,5172253393,140,83.5,5172253389,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2713262139,450,1,1,45,15,dbl7ir1qugqz8nvp1vzn8im50,1,83.1,89.3,2024-08-25T12:48:10.386Z,2024-08-25T12:48:15Z,1mml4inucvyomv1dcog3c1pt5,N. Mickelson,,,5172253711,140,55.3,5172253729,213,3.86,5172253731,1,,5172253727,212,38.7,5172253709,56,Center,5172253713,141,51.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2713262185,451,1,1,45,18,dbl7ir1qugqz8nvp1vzn8im50,1,63.9,41.9,2024-08-25T12:48:14.306Z,2024-08-25T12:48:18Z,dqtarwrqvkopmzbt2ovp2dln9,B. Paulsen,,,5172253959,213,5.07,5172253951,140,68.9,5172253955,212,15.0,5172253949,56,Center,5172253953,141,21.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2713262229,452,1,1,45,22,dbl7ir1qugqz8nvp1vzn8im50,1,68.4,21.6,2024-08-25T12:48:18.178Z,2024-08-25T12:48:20Z,e42jh6bbwn4aybdnysonrvutx,L. Owusu,,,5172254159,141,37.3,5172254157,140,70.0,5172254155,56,Center,5172254163,213,1.41,5172254161,212,10.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2713262283,453,1,1,45,24,dbl7ir1qugqz8nvp1vzn8im50,1,68.5,44.5,2024-08-25T12:48:20.202Z,2024-08-25T12:48:23Z,e9o7q10wnhex4e8eo47mobbvt,J. Bonde,,,5172254531,141,40.7,5172254535,213,5.97,5172254527,56,Center,5172254533,212,8.5,5172254529,140,76.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2713262301,454,1,1,45,27,dbl7ir1qugqz8nvp1vzn8im50,1,76.2,40.7,2024-08-25T12:48:23.331Z,2024-08-25T12:48:25Z,80s55a7uw8kypoikefwhtdm5m,M. Fenger,,,5172254671,212,10.3,5172254667,140,86.0,5172254673,213,0.00,5172254669,141,40.7,5172254665,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2713262325,455,3,1,45,29,dbl7ir1qugqz8nvp1vzn8im50,0,86.6,41.6,2024-08-25T12:48:25.306Z,2024-08-25T12:50:13Z,axyrfq1u8nwcj2ss5498u8qhg,L. Kjerrumgaard,,,5172254769,286,,5172262847,233,421,5172254767,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2713262371,421,7,1,45,29,b2vft81kyjurzbmekvgrqwr64,1,13.4,58.4,2024-08-25T12:48:25.307Z,2024-08-25T12:50:10Z,cflwegqpzch8y30pb3dhigqnd,E. Søgaard,,,5172262791,56,Back,5172262833,233,455,5172262793,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2713262381,422,12,1,45,30,b2vft81kyjurzbmekvgrqwr64,1,10.3,58.7,2024-08-25T12:48:25.465Z,2024-08-25T12:50:16Z,ea2x4o6ufsqoz2zz7tqcnvo16,L. Klitten,,,5172257181,212,17.7,5172257183,213,4.72,5172257179,141,32.7,5172257177,140,10.5,5172257175,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2713262393,456,15,1,45,33,dbl7ir1qugqz8nvp1vzn8im50,1,92.7,54.6,2024-08-25T12:48:28.490Z,2024-08-25T14:47:16Z,5wmik73cqursg7sv3w14ue5pm,L. Deedson,,,5172262351,147,53.8,5172262311,102,51.7,5172262347,458,,5172255093,22,,5172262435,233,424,5172262309,78,,5172255095,17,,5172255097,56,Center,5172262317,328,,5172262315,214,,5172261671,72,5172262349,146,94.5,,5172262313,103,,,,7.0,,,,,,,,,,,,
2713262419,424,10,1,45,33,b2vft81kyjurzbmekvgrqwr64,1,3.6,48.4,2024-08-25T12:48:28.590Z,2024-08-25T12:49:58Z,9yxhg70gpwi3e9s84c8qwg0yx,J. Dakir,,,5172255257,178,,5172255265,56,Back,5172255253,173,,5172261769,233,456,5172255261,182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2713262777,426,5,1,45,36,b2vft81kyjurzbmekvgrqwr64,0,13.8,-1.6,2024-08-25T12:48:31.833Z,2024-08-25T12:57:06Z,9yxhg70gpwi3e9s84c8qwg0yx,J. Dakir,,,5172293709,233,458,5172257167,347,,5172257163,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2713262715,458,5,1,45,36,dbl7ir1qugqz8nvp1vzn8im50,1,83.2,101.5,2024-08-25T12:48:32.130Z,2024-08-25T12:57:07Z,5wmik73cqursg7sv3w14ue5pm,L. Deedson,,,5172256839,56,Left,5172256841,347,,5172293687,233,426,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2713262561,457,43,1,45,49,dbl7ir1qugqz8nvp1vzn8im50,1,0.0,0.0,2024-08-25T12:48:44.380Z,2024-08-25T12:48:50Z,5wmik73cqursg7sv3w14ue5pm,L. Deedson,,,5172256087,73,0,5172256085,56,Center,5172256439,144,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2713262823,459,1,1,46,2,dbl7ir1qugqz8nvp1vzn8im50,1,91.9,100.0,2024-08-25T12:48:57.930Z,2024-08-25T12:49:03Z,1mml4inucvyomv1dcog3c1pt5,N. Mickelson,,,5172257463,141,90.6,5172257457,107,,5172257465,212,13.6,5172257467,213,3.75,5172257459,56,Left,5172257461,140,81.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2713262853,428,30,1,46,7,b2vft81kyjurzbmekvgrqwr64,1,0.0,0.0,2024-08-25T12:49:02.652Z,2024-08-25T12:49:05Z,,,,,5172257593,57,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2713262847,461,30,1,46,7,dbl7ir1qugqz8nvp1vzn8im50,1,0.0,0.0,2024-08-25T12:49:02.652Z,2024-08-25T12:49:06Z,,,,,5172257565,57,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2713262827,460,43,1,46,8,dbl7ir1qugqz8nvp1vzn8im50,1,0.0,0.0,2024-08-25T12:49:03.350Z,2024-08-25T13:04:38Z,,,,,5172327261,144,70,5172257483,277,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2713278163,436,32,2,45,0,b2vft81kyjurzbmekvgrqwr64,1,0.0,0.0,2024-08-25T13:05:54.551Z,2024-08-25T13:05:54Z,,,,,5172334289,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2713278175,465,32,2,45,0,dbl7ir1qugqz8nvp1vzn8im50,1,0.0,0.0,2024-08-25T13:05:54.551Z,2024-08-25T13:05:55Z,,,,,5172334345,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2713278215,437,1,2,45,0,b2vft81kyjurzbmekvgrqwr64,1,50.5,49.9,2024-08-25T13:05:54.552Z,2024-08-25T13:06:09Z,9b89pmcjk6re94bjp0ixeatjo,F. Christensen,,,5172334559,278,,5172334547,56,Center,5172334551,141,49.0,5172334555,213,6.04,5172334557,279,S,5172334549,140,52.9,5172334553,212,2.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2713307079,658,43,2,45,0,b2vft81kyjurzbmekvgrqwr64,1,0.0,0.0,2024-08-25T13:05:55.204Z,2024-08-25T14:08:44Z,e19g5bz7s9wqcvj8mttztxi0a,O. Klitten,,,5172603189,144,3,5172490543,286,0,5172490541,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2713278299,438,1,2,45,2,b2vft81kyjurzbmekvgrqwr64,1,53.0,48.1,2024-08-25T13:05:56.853Z,2024-08-25T13:06:01Z,bp232fgjrfyok2471ec7u1tcl,M. Kristensen,,,5172334991,140,54.7,5172334999,212,23.4,5172335005,213,4.79,5172334987,56,Right,5172334995,141,13.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2713278335,439,1,2,45,7,b2vft81kyjurzbmekvgrqwr64,0,54.7,13.8,2024-08-25T13:06:01.662Z,2024-08-25T13:06:02Z,e19g5bz7s9wqcvj8mttztxi0a,O. Klitten,,,5172335181,56,Center,5172335189,213,0.79,5172335183,140,74.3,5172335179,155,,5172335185,141,44.3,5172335187,212,29.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2713278399,466,1,2,45,8,dbl7ir1qugqz8nvp1vzn8im50,0,22.8,37.0,2024-08-25T13:06:02.875Z,2024-08-25T13:06:05Z,dqtarwrqvkopmzbt2ovp2dln9,B. Paulsen,,,5172335493,212,13.6,5172335487,56,Back,5172335489,140,35.7,5172335485,3,,5172335491,141,38.5,5172335495,213,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2713278401,440,8,2,45,10,b2vft81kyjurzbmekvgrqwr64,1,63.0,40.1,2024-08-25T13:06:05.447Z,2024-08-25T13:06:06Z,b0yv1pcxifawqx6r1cfqq3otm,Z. Hyltoft,,,5172335501,56,Center,5172335559,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2713278501,467,1,2,45,13,dbl7ir1qugqz8nvp1vzn8im50,0,22.2,66.7,2024-08-25T13:06:08.084Z,2024-08-25T13:06:10Z,1mml4inucvyomv1dcog3c1pt5,N. Mickelson,,,5172336061,141,100.0,5172336065,213,0.48,5172336067,1,,5172336063,212,50.7,5172336057,56,Left,5172336059,140,64.9,5172336055,157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2713278507,468,5,2,45,15,dbl7ir1qugqz8nvp1vzn8im50,0,58.2,101.7,2024-08-25T13:06:10.285Z,2024-08-25T13:06:14Z,1mml4inucvyomv1dcog3c1pt5,N. Mickelson,,,5172336409,233,441,5172336089,347,,5172336087,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2713278559,441,5,2,45,18,b2vft81kyjurzbmekvgrqwr64,1,38.4,-1.6,2024-08-25T13:06:12.917Z,2024-08-25T13:06:15Z,b0yv1pcxifawqx6r1cfqq3otm,Z. Hyltoft,,,5172336363,233,468,5172336307,347,,5172336305,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2713278599,442,1,2,45,19,b2vft81kyjurzbmekvgrqwr64,1,48.6,0.0,2024-08-25T13:06:13.773Z,2024-08-25T13:06:15Z,e19g5bz7s9wqcvj8mttztxi0a,O. Klitten,,,5172336501,141,22.8,5172336499,140,38.7,5172336493,107,,5172336505,213,2.12,5172336503,212,19.8,5172336497,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2713278631,443,1,2,45,20,b2vft81kyjurzbmekvgrqwr64,1,38.7,22.8,2024-08-25T13:06:15.253Z,2024-08-25T13:06:17Z,cflwegqpzch8y30pb3dhigqnd,E. Søgaard,,,5172336663,212,21.7,5172336659,140,29.6,5172336657,56,Back,5172336661,141,51.5,5172336665,213,2.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2713278723,444,1,2,45,22,b2vft81kyjurzbmekvgrqwr64,1,29.6,51.5,2024-08-25T13:06:17.133Z,2024-08-25T13:06:21Z,6bv0j0ezhh9u5u5hqz64p790q,M. Jacobsen,,,5172337137,212,19.1,5172337135,141,78.8,5172337133,140,34.0,5172337139,213,1.33,5172337131,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2713278749,445,1,2,45,26,b2vft81kyjurzbmekvgrqwr64,1,30.8,77.5,2024-08-25T13:06:21.061Z,2024-08-25T13:06:23Z,ebd3uvtt54wkdsahc2127j02c,F. Dietz,,,5172337313,140,40.9,5172337315,141,91.5,5172337317,212,14.3,5172337319,213,0.73,5172337311,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2713278853,446,1,2,45,28,b2vft81kyjurzbmekvgrqwr64,1,40.9,91.5,2024-08-25T13:06:23.077Z,2024-08-25T13:06:28Z,ea2x4o6ufsqoz2zz7tqcnvo16,L. Klitten,,,5172337849,141,73.9,5172337847,140,30.5,5172337851,212,16.2,5172337845,56,Back,5172337853,213,3.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2713278917,447,1,2,45,33,b2vft81kyjurzbmekvgrqwr64,1,32.6,73.8,2024-08-25T13:06:28.301Z,2024-08-25T13:06:31Z,ebd3uvtt54wkdsahc2127j02c,F. Dietz,,,5172338205,212,22.2,5172338207,213,4.35,5172338199,56,Back,5172338203,141,43.3,5172338201,140,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2713278995,448,1,2,45,36,b2vft81kyjurzbmekvgrqwr64,1,26.3,46.0,2024-08-25T13:06:31.076Z,2024-08-25T13:06:34Z,6bv0j0ezhh9u5u5hqz64p790q,M. Jacobsen,,,5172338565,56,Back,5172338573,141,21.0,5172338569,140,46.8,5172338575,212,27.4,5172338579,213,5.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2713279047,449,1,2,45,39,b2vft81kyjurzbmekvgrqwr64,1,49.8,17.1,2024-08-25T13:06:34.493Z,2024-08-25T13:06:37Z,e19g5bz7s9wqcvj8mttztxi0a,O. Klitten,,,5172338801,56,Back,5172338813,213,1.61,5172338803,140,49.2,5172338807,212,14.6,5172338805,141,38.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2713279191,450,1,2,45,42,b2vft81kyjurzbmekvgrqwr64,1,48.8,36.9,2024-08-25T13:06:36.908Z,2024-08-25T14:07:36Z,b0yv1pcxifawqx6r1cfqq3otm,Z. Hyltoft,,,5172339465,140,67.3,5172339467,141,18.0,5172339469,212,23.3,5172339461,56,Right,5172339471,213,5.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2713279201,451,1,2,45,49,b2vft81kyjurzbmekvgrqwr64,0,63.0,9.7,2024-08-25T13:06:43.733Z,2024-08-25T13:06:44Z,8gdfn7j6xac9p4jh94hk40jdg,J. Cornelius,,,5172339587,286,,5172339543,140,60.9,5172339581,236,,5172339549,213,2.79,5172339547,212,2.4,5172339545,141,10.9,5172339541,56,Right,5172339583,233,469,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2713279197,469,74,2,45,49,dbl7ir1qugqz8nvp1vzn8im50,1,34.7,95.3,2024-08-25T13:06:43.734Z,2024-08-25T13:06:45Z,80s55a7uw8kypoikefwhtdm5m,M. Fenger,,,5172339511,56,Back,5172339513,285,,5172339623,233,451,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2713279461,471,1,2,45,52,dbl7ir1qugqz8nvp1vzn8im50,1,26.4,74.7,2024-08-25T13:06:47.284Z,2024-08-25T13:06:57Z,ev2s21ogvpjtata4fndi868ve,J. Gomez,,,5172340957,56,Back,5172340959,140,30.6,5172340963,212,9.6,5172340965,213,1.09,5172340961,141,87.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2713279323,452,83,2,45,56,b2vft81kyjurzbmekvgrqwr64,0,68.9,27.0,2024-08-25T13:06:50.868Z,2024-08-25T13:07:01Z,8gdfn7j6xac9p4jh94hk40jdg,J. Cornelius,,,5172341495,399,1mml4inucvyomv1dcog3c1pt5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2713279525,472,1,2,46,2,dbl7ir1qugqz8nvp1vzn8im50,1,34.0,71.4,2024-08-25T13:06:56.964Z,2024-08-25T13:07:00Z,1mml4inucvyomv1dcog3c1pt5,N. Mickelson,,,5172341319,212,23.1,5172341321,213,4.46,5172341315,140,28.5,5172341317,141,38.5,5172341313,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2713279543,473,1,2,46,5,dbl7ir1qugqz8nvp1vzn8im50,1,32.1,29.1,2024-08-25T13:07:00.372Z,2024-08-25T13:07:04Z,dqtarwrqvkopmzbt2ovp2dln9,B. Paulsen,,,5172341413,140,26.1,5172341415,141,58.8,5172341417,212,21.2,5172341419,213,1.87,5172341411,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2713279683,474,1,2,46,9,dbl7ir1qugqz8nvp1vzn8im50,1,29.7,60.6,2024-08-25T13:07:03.916Z,2024-08-25T13:07:07Z,ev2s21ogvpjtata4fndi868ve,J. Gomez,,,5172342099,140,47.0,5172342103,212,24.4,5172342097,56,Back,5172342101,141,84.5,5172342105,213,0.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2713279687,475,1,2,46,12,dbl7ir1qugqz8nvp1vzn8im50,1,49.1,86.5,2024-08-25T13:07:06.997Z,2024-08-25T13:07:08Z,1mml4inucvyomv1dcog3c1pt5,N. Mickelson,,,5172342121,141,93.8,5172342125,213,0.32,5172342119,140,63.4,5172342123,212,15.8,5172342117,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2713279739,476,1,2,46,13,dbl7ir1qugqz8nvp1vzn8im50,1,63.4,93.8,2024-08-25T13:07:08.172Z,2024-08-25T13:07:10Z,80s55a7uw8kypoikefwhtdm5m,M. Fenger,,,5172342381,140,37.8,5172342387,213,3.12,5172342385,212,26.9,5172342379,56,Back,5172342383,141,94.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2713279799,477,1,2,46,16,dbl7ir1qugqz8nvp1vzn8im50,1,37.7,94.5,2024-08-25T13:07:10.788Z,2024-08-25T13:07:14Z,1mml4inucvyomv1dcog3c1pt5,N. Mickelson,,,5172342673,56,Back,5172342681,213,4.10,5172342677,141,72.0,5172342679,212,18.7,5172342675,140,27.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2713279833,478,1,2,46,19,dbl7ir1qugqz8nvp1vzn8im50,1,28.5,65.2,2024-08-25T13:07:13.956Z,2024-08-25T13:07:16Z,ev2s21ogvpjtata4fndi868ve,J. Gomez,,,5172342833,140,26.8,5172342835,141,26.7,5172342837,212,26.2,5172342839,213,4.64,5172342831,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
