id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/10/value,qualifier/12/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/15/value
2740064369,354,1,1,35,49,b2vft81kyjurzbmekvgrqwr64,1,27.4,11.9,2024-10-27T14:37:33.300Z,2024-10-27T14:37:37Z,e19g5bz7s9wqcvj8mttztxi0a,O. Klitten,,,5318915475,213,2.43,5318915471,141,18.3,5318915467,56,Back,5318915469,140,22.6,5318915473,212,6.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740064431,355,1,1,35,53,b2vft81kyjurzbmekvgrqwr64,1,23.3,20.0,2024-10-27T14:37:36.956Z,2024-10-27T14:37:39Z,cflwegqpzch8y30pb3dhigqnd,E. Søgaard,,,5318915835,212,24.5,5318915833,141,47.2,5318915837,213,2.29,5318915831,140,8.0,5318915829,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740064521,356,1,1,35,55,b2vft81kyjurzbmekvgrqwr64,1,8.0,47.2,2024-10-27T14:37:39.428Z,2024-10-27T14:37:43Z,9yxhg70gpwi3e9s84c8qwg0yx,J. Dakir,,,5318916409,56,Back,5318916415,141,76.0,5318916417,212,25.6,5318916411,140,23.7,5318916419,213,0.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740064581,357,1,1,36,0,b2vft81kyjurzbmekvgrqwr64,1,24.3,77.2,2024-10-27T14:37:43.660Z,2024-10-27T14:37:46Z,6bv0j0ezhh9u5u5hqz64p790q,M. Jacobsen,,,5318916727,213,0.65,5318916719,141,92.6,5318916717,140,37.4,5318916723,212,17.3,5318916715,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740064629,358,1,1,36,2,b2vft81kyjurzbmekvgrqwr64,1,30.9,90.5,2024-10-27T14:37:46.100Z,2024-10-27T14:37:49Z,ea2x4o6ufsqoz2zz7tqcnvo16,L. Klitten,,,5318917057,140,20.4,5318917053,56,Back,5318917063,212,11.0,5318917067,213,3.09,5318917059,141,91.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740064655,359,1,1,36,5,b2vft81kyjurzbmekvgrqwr64,1,20.5,91.5,2024-10-27T14:37:49.100Z,2024-10-27T14:37:50Z,6bv0j0ezhh9u5u5hqz64p790q,M. Jacobsen,,,5318917227,141,63.3,5318917237,213,4.05,5318917233,212,24.3,5318917217,56,Back,5318917221,140,6.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740064719,360,1,1,36,6,b2vft81kyjurzbmekvgrqwr64,0,6.3,63.3,2024-10-27T14:37:50.220Z,2024-10-27T14:37:53Z,9yxhg70gpwi3e9s84c8qwg0yx,J. Dakir,,,5318917625,212,42.8,5318917621,140,38.4,5318917629,1,,5318917617,157,,5318917623,141,100.0,5318917619,56,Back,5318917627,213,0.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740064889,341,5,1,36,10,6wwwud48qahpwrfxs20334qk5,1,64.4,-1.8,2024-10-27T14:37:53.759Z,2024-10-27T16:24:32Z,y4dl1rer075c9wz6zhx7skbt,O. Buch,,,5318918535,347,,5318918667,233,361,5318918533,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740064741,361,5,1,36,10,b2vft81kyjurzbmekvgrqwr64,0,35.6,101.8,2024-10-27T14:37:53.759Z,2024-10-27T16:24:32Z,9yxhg70gpwi3e9s84c8qwg0yx,J. Dakir,,,5318918735,233,341,5318917711,56,Back,5318917713,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740065011,342,1,1,36,18,6wwwud48qahpwrfxs20334qk5,1,67.1,0.0,2024-10-27T14:38:01.484Z,2024-10-27T14:38:05Z,65g5cfsdr10378yvmkpm19444,A. Dahl,,,5318919169,56,Right,5318919167,107,,5318919175,212,11.6,5318919171,140,65.0,5318919173,141,15.2,5318919177,213,1.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740065103,343,61,1,36,26,6wwwud48qahpwrfxs20334qk5,0,72.9,15.0,2024-10-27T14:38:09.660Z,2024-10-27T14:38:09Z,6wfu6s6xo5zjeke21fgbouql0,J. Jessen,,,5318919681,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740065159,362,4,1,36,27,b2vft81kyjurzbmekvgrqwr64,1,22.8,85.6,2024-10-27T14:38:10.555Z,2024-10-27T14:38:16Z,ea2x4o6ufsqoz2zz7tqcnvo16,L. Klitten,,,5318920015,56,Back,5318920021,285,,5318920017,152,,5318920063,233,344,5318920013,13,,5318920019,265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740065123,344,4,1,36,27,6wwwud48qahpwrfxs20334qk5,0,77.2,14.4,2024-10-27T14:38:10.556Z,2024-10-27T14:38:17Z,6wfu6s6xo5zjeke21fgbouql0,J. Jessen,,,5318919787,265,,5318919783,56,Right,5318919785,152,,5318920149,233,362,5318919789,286,,5318919781,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740065679,364,1,1,36,51,b2vft81kyjurzbmekvgrqwr64,1,22.4,78.5,2024-10-27T14:38:35.260Z,2024-10-27T14:38:39Z,6bv0j0ezhh9u5u5hqz64p790q,M. Jacobsen,,,5318922833,212,23.7,5318922823,5,,5318922827,56,Back,5318922835,213,3.94,5318922825,152,,5318922829,140,6.7,5318922831,141,53.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740065777,365,1,1,36,55,b2vft81kyjurzbmekvgrqwr64,1,8.1,59.7,2024-10-27T14:38:38.916Z,2024-10-27T14:38:43Z,9yxhg70gpwi3e9s84c8qwg0yx,J. Dakir,,,5318923339,141,26.1,5318923343,213,4.63,5318923337,140,6.2,5318923341,212,22.9,5318923335,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740065839,366,1,1,37,0,b2vft81kyjurzbmekvgrqwr64,1,7.8,13.5,2024-10-27T14:38:43.653Z,2024-10-27T14:38:46Z,ayhdul772mr22qoly04psb3f8,O. Dorph,,,5318923649,213,0.51,5318923641,56,Back,5318923651,1,,5318923647,212,41.4,5318923643,140,42.3,5318923639,155,,5318923645,141,43.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740065905,367,1,1,37,2,b2vft81kyjurzbmekvgrqwr64,1,42.3,43.1,2024-10-27T14:38:46.204Z,2024-10-27T14:46:01Z,4qyfoq5fjiochtj89w426lm21,S. Andreasen,1.0,,5318924053,213,2.26,5318924047,140,38.6,5318924045,56,Back,5318924049,141,50.0,5318974817,210,15,5318924051,212,6.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740065941,345,45,1,37,5,6wwwud48qahpwrfxs20334qk5,0,57.4,47.5,2024-10-27T14:38:48.612Z,2024-10-27T16:24:07Z,7rt4wpc0qphwnvhn8jeazesfe,F. Winther,,,5318924733,233,368,5318924199,285,,5318924197,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740066011,368,3,1,37,5,b2vft81kyjurzbmekvgrqwr64,1,42.6,52.5,2024-10-27T14:38:48.612Z,2024-10-27T16:24:07Z,dwuxps3jv2852642q000wep6,V. Rasmussen,,,5318924571,56,Back,5318924695,233,345,5318924573,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740066017,369,15,1,37,9,b2vft81kyjurzbmekvgrqwr64,1,72.6,58.2,2024-10-27T14:38:53.108Z,2024-10-27T14:46:02Z,dwuxps3jv2852642q000wep6,V. Rasmussen,,,5318974849,55,367,5318974905,233,346,5318974863,230,98.9,5318974859,146,82.0,5318973861,82,,5318973855,20,,5318974865,231,50.5,5318924607,18,,5318974853,102,50.1,5318924611,56,Center,5318974855,103,5318974845,78,,5318974861,147,5318924601,22,,19,55.4,5318974857,215,,5318974847,29,,,,,,,
2740066047,346,10,1,37,9,6wwwud48qahpwrfxs20334qk5,1,18.0,44.6,2024-10-27T14:38:53.208Z,2024-10-27T14:46:02Z,b1kyjkhaaiw32cb4bubbpm7tg,J. Kudsk,,,5318924847,56,Back,5318974949,233,369,5318924845,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740066321,370,1,1,37,15,b2vft81kyjurzbmekvgrqwr64,1,86.5,74.0,2024-10-27T14:38:59.116Z,2024-10-27T17:00:48Z,ea2x4o6ufsqoz2zz7tqcnvo16,L. Klitten,1.0,,5318926287,56,Center,5318926293,212,16.6,5319846225,210,13,5318926295,213,4.91,5319846227,154,,5318926289,140,89.6,5318926291,141,50.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740231901,899,13,1,37,16,b2vft81kyjurzbmekvgrqwr64,1,88.3,55.7,2024-10-27T14:38:59.476Z,2024-10-27T17:11:29Z,dwuxps3jv2852642q000wep6,V. Rasmussen,,,5319846249,147,39.2,5319846237,154,,5319846251,230,98.9,5319846243,102,28.1,5319841111,56,Center,5319846253,231,50.7,5319846245,103,20.8,5319845253,153,,5319846233,75,,5319845243,15,,5319845245,17,5319846235,29,,5319846239,55,5319845249,328,,,370,5319846247,146,93.6,5319841105,22,,,,,,,
2740066355,347,1,1,37,23,6wwwud48qahpwrfxs20334qk5,0,3.7,96.9,2024-10-27T14:39:07.131Z,2024-10-27T14:39:07Z,7ztdirfvd9d0x2yw1v051xzbo,W. Madsen,,,5318926461,141,95.4,5318926465,213,6.17,5318926459,140,12.1,5318926457,56,Back,5318926463,212,8.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740066387,371,8,1,37,25,b2vft81kyjurzbmekvgrqwr64,1,93.1,6.2,2024-10-27T14:39:09.261Z,2024-10-27T14:39:09Z,cflwegqpzch8y30pb3dhigqnd,E. Søgaard,,,5318926631,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740066421,372,1,1,37,26,b2vft81kyjurzbmekvgrqwr64,0,93.1,6.2,2024-10-27T14:39:10.436Z,2024-10-27T14:46:24Z,cflwegqpzch8y30pb3dhigqnd,E. Søgaard,,,5318926769,212,5.7,5318926771,213,2.09,5318926767,141,13.5,5318926765,140,90.4,5318926761,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740066427,348,8,1,37,27,6wwwud48qahpwrfxs20334qk5,1,11.7,88.7,2024-10-27T14:39:11.235Z,2024-10-27T14:39:11Z,7ztdirfvd9d0x2yw1v051xzbo,W. Madsen,,,5318926787,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740066533,350,1,1,37,31,6wwwud48qahpwrfxs20334qk5,1,22.5,80.9,2024-10-27T14:39:14.915Z,2024-10-27T14:39:16Z,7ztdirfvd9d0x2yw1v051xzbo,W. Madsen,,,5318927349,213,4.04,5318927343,140,13.3,5318927347,212,15.5,5318927345,141,63.1,5318927341,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740066695,351,1,1,37,32,6wwwud48qahpwrfxs20334qk5,0,13.2,63.9,2024-10-27T14:39:15.908Z,2024-10-27T14:39:22Z,3od63zrf6cay4d6ync9i2iuqc,F. Rieper,,,5318928141,140,60.7,5318928151,1,,5318928137,157,,5318928145,212,51.3,5318928147,213,0.24,5318928143,141,81.5,5318928139,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740066689,373,8,1,37,38,b2vft81kyjurzbmekvgrqwr64,1,35.9,15.9,2024-10-27T14:39:22.045Z,2024-10-27T14:46:39Z,ayhdul772mr22qoly04psb3f8,O. Dorph,,,5318928129,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740066759,352,1,1,37,41,6wwwud48qahpwrfxs20334qk5,0,80.1,86.9,2024-10-27T14:39:25.225Z,2024-10-27T14:39:26Z,y4dl1rer075c9wz6zhx7skbt,O. Buch,,,5318928519,212,29.7,5318928509,2,,5318928521,213,5.13,5318928515,140,91.7,5318928513,56,Center,5318928517,141,47.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740066797,374,12,1,37,43,b2vft81kyjurzbmekvgrqwr64,1,9.2,53.7,2024-10-27T14:39:27.252Z,2024-10-27T14:39:29Z,6bv0j0ezhh9u5u5hqz64p790q,M. Jacobsen,,,5318928749,213,3.91,5318928741,56,Back,5318928747,212,15.9,5318928743,140,0.0,5318928881,167,,5318928745,141,37.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740066791,353,6,1,37,44,6wwwud48qahpwrfxs20334qk5,1,98.0,56.8,2024-10-27T14:39:27.779Z,2024-10-27T16:24:00Z,y4dl1rer075c9wz6zhx7skbt,O. Buch,,,5318928805,73,,5318929015,233,375,5318928803,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740066807,375,6,1,37,44,b2vft81kyjurzbmekvgrqwr64,0,2.0,43.2,2024-10-27T14:39:27.779Z,2024-10-27T16:24:00Z,6bv0j0ezhh9u5u5hqz64p790q,M. Jacobsen,,,5318928983,73,,5318929075,233,353,5318928979,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740068221,354,1,1,38,20,6wwwud48qahpwrfxs20334qk5,1,99.5,99.5,2024-10-27T14:40:03.563Z,2024-10-27T14:40:54Z,7ztdirfvd9d0x2yw1v051xzbo,W. Madsen,,1.0,5318936519,141,51.8,5318936511,223,,5318936507,155,,5318938445,154,,5318936515,56,Center,5318938443,210,16,5318936523,213,4.53,5318936505,6,,5318936525,1,,5318936503,2,,5318936517,140,5318936521,212,33.0,5318938447,25,,,,93.9,,,,,,,,,,,,,
2740068233,355,16,1,38,24,6wwwud48qahpwrfxs20334qk5,1,95.4,50.3,2024-10-27T14:40:07.499Z,2024-10-27T21:48:16Z,b1kyjkhaaiw32cb4bubbpm7tg,J. Kudsk,,,5318938561,103,17.1,5321290361,16,,5318937209,374,2024-10-27 14:40:07.209,5318938545,25,,5318938555,55,354,5318938553,154,,5318938565,230,98.5,5318938551,29,,5318938559,102,54.2,5318936563,56,Center,5318938549,76,5318938563,328,,5318937213,375,5318938547,15,,,38:23.733,5318938567,231,49.8,,,,,,,,,
2740068695,377,1,1,39,13,b2vft81kyjurzbmekvgrqwr64,1,49.9,50.1,2024-10-27T14:40:57.388Z,2024-10-27T14:40:59Z,4qyfoq5fjiochtj89w426lm21,S. Andreasen,,,5318939229,278,,5318939217,56,Back,5318939221,141,47.8,5318939219,140,49.1,5318939227,279,G,5318939223,212,1.8,5318939225,213,4.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740068727,378,1,1,39,16,b2vft81kyjurzbmekvgrqwr64,1,56.1,46.9,2024-10-27T14:40:59.548Z,2024-10-27T14:41:01Z,bp232fgjrfyok2471ec7u1tcl,M. Kristensen,,,5318939411,212,15.5,5318939407,140,53.2,5318939405,56,Center,5318939409,141,24.6,5318939413,213,4.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740068791,379,1,1,39,17,b2vft81kyjurzbmekvgrqwr64,1,53.2,24.6,2024-10-27T14:41:01.108Z,2024-10-27T14:41:05Z,dwuxps3jv2852642q000wep6,V. Rasmussen,,,5318939777,212,14.3,5318939773,140,39.7,5318939779,213,3.26,5318939771,56,Back,5318939775,141,22.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740068825,380,1,1,39,21,b2vft81kyjurzbmekvgrqwr64,1,39.7,22.1,2024-10-27T14:41:05.084Z,2024-10-27T14:41:08Z,cflwegqpzch8y30pb3dhigqnd,E. Søgaard,,,5318939985,212,15.4,5318939981,140,33.8,5318939983,141,42.8,5318939987,213,1.99,5318939979,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740068895,381,1,1,39,24,b2vft81kyjurzbmekvgrqwr64,1,34.2,45.8,2024-10-27T14:41:08.172Z,2024-10-27T14:41:12Z,ayhdul772mr22qoly04psb3f8,O. Dorph,,,5318940425,213,1.17,5318940421,141,79.6,5318940417,56,Back,5318940423,212,25.0,5318940419,140,43.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740069009,382,1,1,39,29,b2vft81kyjurzbmekvgrqwr64,1,41.0,87.2,2024-10-27T14:41:12.715Z,2024-10-27T14:41:19Z,6bv0j0ezhh9u5u5hqz64p790q,M. Jacobsen,,,5318941059,141,95.1,5318941063,213,0.57,5318941061,212,10.0,5318941055,56,Back,5318941057,140,49.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740069033,383,1,1,39,35,b2vft81kyjurzbmekvgrqwr64,0,64.6,68.1,2024-10-27T14:41:18.964Z,2024-10-27T14:41:20Z,ea2x4o6ufsqoz2zz7tqcnvo16,L. Klitten,,,5318941161,56,Center,5318941165,141,66.1,5318941169,213,6.15,5318941163,140,74.0,5318941167,212,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740069479,357,1,1,39,38,6wwwud48qahpwrfxs20334qk5,1,27.3,46.4,2024-10-27T14:41:21.801Z,2024-10-27T14:41:42Z,3od63zrf6cay4d6ync9i2iuqc,F. Rieper,,,5318943489,212,12.5,5318943491,213,5.40,5318943487,141,32.2,5318943483,56,Back,5318943485,140,34.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740069133,384,79,1,39,42,b2vft81kyjurzbmekvgrqwr64,0,0.0,0.0,2024-10-27T14:41:26.472Z,2024-10-27T14:41:26Z,,,,,5318941749,344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740069491,358,79,1,39,59,6wwwud48qahpwrfxs20334qk5,1,0.0,0.0,2024-10-27T14:41:42.493Z,2024-10-27T14:41:43Z,,,,,5318943531,344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740069537,359,1,1,40,1,6wwwud48qahpwrfxs20334qk5,0,44.6,28.8,2024-10-27T14:41:45.209Z,2024-10-27T14:51:10Z,65g5cfsdr10378yvmkpm19444,A. Dahl,,,5318943827,212,20.4,5318943823,140,62.6,5318943829,213,5.90,5318943825,141,17.7,5318943821,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740069655,386,1,1,40,5,b2vft81kyjurzbmekvgrqwr64,1,35.6,85.6,2024-10-27T14:41:48.843Z,2024-10-27T16:23:33Z,b0yv1pcxifawqx6r1cfqq3otm,Z. Hyltoft,,,5318944535,141,88.6,5318944533,140,57.9,5318944537,212,23.5,5318944531,56,Left,5318944539,213,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740069707,387,1,1,40,9,b2vft81kyjurzbmekvgrqwr64,1,61.4,84.2,2024-10-27T14:41:53.180Z,2024-10-27T14:41:55Z,dwuxps3jv2852642q000wep6,V. Rasmussen,,,5318944861,141,83.5,5318944857,56,Left,5318944865,213,6.20,5318944859,140,67.1,5318944863,212,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740069773,388,1,1,40,11,b2vft81kyjurzbmekvgrqwr64,1,67.3,83.9,2024-10-27T14:41:55.172Z,2024-10-27T14:41:58Z,4qyfoq5fjiochtj89w426lm21,S. Andreasen,,,5318945223,140,65.9,5318945227,212,4.4,5318945225,141,90.0,5318945229,213,1.91,5318945221,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740069903,389,1,1,40,15,b2vft81kyjurzbmekvgrqwr64,1,73.1,85.4,2024-10-27T14:41:58.780Z,2024-10-27T14:42:04Z,dwuxps3jv2852642q000wep6,V. Rasmussen,,,5318945903,212,12.1,5318945899,141,88.1,5318945907,213,2.99,5318945895,56,Left,5318945897,140,61.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740069995,390,1,1,40,20,b2vft81kyjurzbmekvgrqwr64,1,62.3,83.6,2024-10-27T14:42:04.100Z,2024-10-27T14:42:08Z,6bv0j0ezhh9u5u5hqz64p790q,M. Jacobsen,,,5318946355,213,4.02,5318946351,141,51.0,5318946349,140,44.8,5318946353,212,28.8,5318946347,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740070069,391,1,1,40,24,b2vft81kyjurzbmekvgrqwr64,1,44.9,50.7,2024-10-27T14:42:08.067Z,2024-10-27T14:42:11Z,ayhdul772mr22qoly04psb3f8,O. Dorph,,,5318946671,140,58.6,5318946669,56,Right,5318946675,212,26.1,5318946673,141,18.6,5318946677,213,5.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740070115,392,1,1,40,27,b2vft81kyjurzbmekvgrqwr64,1,59.4,15.6,2024-10-27T14:42:11.012Z,2024-10-27T14:42:13Z,cflwegqpzch8y30pb3dhigqnd,E. Søgaard,,,5318946983,141,10.4,5318946979,56,Right,5318946987,213,6.06,5318946985,212,16.1,5318946981,140,74.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740070181,393,1,1,40,29,b2vft81kyjurzbmekvgrqwr64,1,74.4,10.4,2024-10-27T14:42:13.117Z,2024-10-27T14:42:15Z,bp232fgjrfyok2471ec7u1tcl,M. Kristensen,,,5318947359,141,7.3,5318947371,212,11.9,5318947355,56,Right,5318947373,213,3.32,5318947357,140,63.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740070237,394,1,1,40,31,b2vft81kyjurzbmekvgrqwr64,1,63.2,7.1,2024-10-27T14:42:15.452Z,2024-10-27T14:42:18Z,cflwegqpzch8y30pb3dhigqnd,E. Søgaard,,,5318947681,56,Center,5318947701,213,1.69,5318947697,212,10.3,5318947687,140,62.0,5318947693,141,22.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740070307,395,1,1,40,34,b2vft81kyjurzbmekvgrqwr64,1,62.0,22.1,2024-10-27T14:42:18.100Z,2024-10-27T14:42:21Z,bp232fgjrfyok2471ec7u1tcl,M. Kristensen,,,5318948087,141,27.3,5318948083,56,Center,5318948089,212,11.4,5318948085,140,72.3,5318948091,213,0.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740070319,396,61,1,40,37,b2vft81kyjurzbmekvgrqwr64,0,72.6,27.1,2024-10-27T14:42:21.331Z,2024-10-27T14:42:22Z,4qyfoq5fjiochtj89w426lm21,S. Andreasen,,,5318948161,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740070313,360,1,1,40,37,6wwwud48qahpwrfxs20334qk5,0,30.9,82.6,2024-10-27T14:42:21.393Z,2024-10-27T14:42:22Z,4bojyjyvkdgm1lss6n37q2t5g,D. Kristjánsson,,,5318948111,140,32.7,5318948107,56,Back,5318948123,213,5.20,5318948119,212,4.1,5318948265,236,,5318948117,141,77.3,5318948267,233,397,5318948271,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740070325,397,74,1,40,37,b2vft81kyjurzbmekvgrqwr64,1,72.9,22.2,2024-10-27T14:42:21.394Z,2024-10-27T16:50:52Z,4qyfoq5fjiochtj89w426lm21,S. Andreasen,,,5318948195,56,Center,5318948197,285,,5318948305,233,360,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740070405,398,1,1,40,39,b2vft81kyjurzbmekvgrqwr64,1,72.9,15.3,2024-10-27T14:42:23.228Z,2024-10-27T14:42:24Z,e19g5bz7s9wqcvj8mttztxi0a,O. Klitten,,,5318948605,213,1.62,5318948597,140,72.5,5318948593,56,Center,5318948603,212,9.5,5318948599,141,29.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740070429,399,1,1,40,41,b2vft81kyjurzbmekvgrqwr64,1,72.5,29.2,2024-10-27T14:42:24.740Z,2024-10-27T14:42:26Z,bp232fgjrfyok2471ec7u1tcl,M. Kristensen,,,5318948739,213,5.95,5318948731,56,Center,5318948733,140,80.0,5318948737,212,8.3,5318948735,141,25.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740070433,400,61,1,40,42,b2vft81kyjurzbmekvgrqwr64,0,80.0,25.2,2024-10-27T14:42:25.867Z,2024-10-27T16:23:26Z,4qyfoq5fjiochtj89w426lm21,S. Andreasen,,,5318948761,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740070457,361,1,1,40,42,6wwwud48qahpwrfxs20334qk5,0,20.2,74.4,2024-10-27T14:42:26.120Z,2024-10-27T14:42:27Z,3od63zrf6cay4d6ync9i2iuqc,F. Rieper,,,5318948903,140,39.7,5318948907,212,21.2,5318948911,1,,5318948899,157,,5318948905,141,82.4,5318948909,213,0.26,5318948901,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740070507,401,1,1,40,44,b2vft81kyjurzbmekvgrqwr64,1,66.3,18.2,2024-10-27T14:42:28.371Z,2024-10-27T14:42:30Z,cflwegqpzch8y30pb3dhigqnd,E. Søgaard,,,5318949191,140,44.3,5318949195,212,25.3,5318949197,213,2.72,5318949189,56,Back,5318949193,141,33.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740070607,402,1,1,40,47,b2vft81kyjurzbmekvgrqwr64,1,44.3,33.3,2024-10-27T14:42:30.556Z,2024-10-27T14:42:35Z,ayhdul772mr22qoly04psb3f8,O. Dorph,,,5318949761,140,49.3,5318949765,212,26.3,5318949763,141,71.2,5318949759,56,Back,5318949767,213,1.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
