id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/8/value,qualifier/10/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId
2815043625,351,7,1,40,7,f1h34qp5zbfl489q8vnkhiq9s,1,30.3,53.2,2025-05-15T17:41:35.490Z,2025-05-15T17:41:39Z,1se7wkenvs4elrapvdw9mdnje,L. Montano,,,5728837425,285,,5728837423,56,Back,5728837431,233,403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815043659,354,3,1,40,11,f1h34qp5zbfl489q8vnkhiq9s,1,34.2,54.8,2025-05-15T17:41:39.697Z,2025-05-15T19:19:29Z,aqc0qritba195wf770gyd1149,A. Skipper,,,5729017031,286,,5728837573,233,404,5728837561,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815043643,404,45,1,40,11,8gxd9ry2580pu1b1dd5ny9ymy,0,65.8,45.2,2025-05-15T17:41:39.697Z,2025-05-15T19:19:30Z,5e5fuj7mbkpvf0bug32ixxc5x,S. Makienok,,,5728837621,233,354,5728837475,56,Center,5728837625,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815043645,353,1,1,40,12,f1h34qp5zbfl489q8vnkhiq9s,1,43.5,54.3,2025-05-15T17:41:39.994Z,2025-05-15T17:41:40Z,aqc0qritba195wf770gyd1149,A. Skipper,,,5728837491,212,7.5,5728837489,141,62.9,5728837485,56,Back,5728837493,213,2.24,5728837487,140,39.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815043703,355,1,1,40,15,f1h34qp5zbfl489q8vnkhiq9s,1,38.4,67.0,2025-05-15T17:41:43.281Z,2025-05-15T17:41:50Z,ate1ymumg2iwzn8uyyf3ts222,A. Lausen,,,5728837855,140,54.0,5728837853,56,Left,5728837861,213,0.60,5728837859,212,19.9,5728837857,141,83.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815043709,356,1,1,40,22,f1h34qp5zbfl489q8vnkhiq9s,0,72.3,94.4,2025-05-15T17:41:49.953Z,2025-05-15T17:42:02Z,6hmsrr08cllpl4iumu92zskbt,L. From,,,5728837889,141,90.9,5728837891,212,5.5,5728837893,213,5.83,5728837887,140,77.0,5728837883,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815043715,405,43,1,40,23,8gxd9ry2580pu1b1dd5ny9ymy,1,0.0,0.0,2025-05-15T17:41:51.545Z,2025-05-15T17:41:56Z,bfvdr7ckiersz26ya2kq9f1g4,A. Iljazovski,,,5728838053,144,74,5728837937,233,356,5728837925,285,0,5728837923,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815043723,406,1,1,40,24,8gxd9ry2580pu1b1dd5ny9ymy,1,21.4,9.2,2025-05-15T17:41:52.504Z,2025-05-15T17:51:14Z,bfvdr7ckiersz26ya2kq9f1g4,A. Iljazovski,,,5728837965,56,Back,5728837971,212,28.2,5728837973,213,2.03,5728837969,141,46.4,5728837967,140,9.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815043725,407,1,1,40,25,8gxd9ry2580pu1b1dd5ny9ymy,0,9.6,46.4,2025-05-15T17:41:53.832Z,2025-05-15T17:51:08Z,bl9em2c9quspd4afzwqn81xxw,T. Sander,,,5728837983,141,0.0,5728837985,212,32.6,5728837981,140,12.7,5728837989,1,,5728837987,213,4.81,5728837979,56,Back,5728853249,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815043759,357,5,1,40,26,f1h34qp5zbfl489q8vnkhiq9s,1,86.2,101.2,2025-05-15T17:41:54.592Z,2025-05-15T18:52:36Z,6hmsrr08cllpl4iumu92zskbt,L. From,,,5728838251,233,408,5728838225,56,Left,5728838227,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815043729,408,5,1,40,26,8gxd9ry2580pu1b1dd5ny9ymy,0,13.8,-1.2,2025-05-15T17:41:54.592Z,2025-05-15T18:52:36Z,bl9em2c9quspd4afzwqn81xxw,T. Sander,,,5728837997,56,Back,5728837999,347,,5728838267,233,357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815043889,358,1,1,40,55,f1h34qp5zbfl489q8vnkhiq9s,1,84.3,100.0,2025-05-15T17:42:23.001Z,2025-05-15T17:42:28Z,s8c0oxnoqt6zi7pi88rwawvd,J. Buus,,,5728839037,140,96.3,5728839045,1,,5728839043,213,5.14,5728839035,56,Center,5728839033,107,,5728839039,141,60.9,5728839041,212,30.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815043895,359,44,1,40,59,f1h34qp5zbfl489q8vnkhiq9s,1,93.7,66.0,2025-05-15T17:42:27.134Z,2025-05-15T19:03:41Z,aqc0qritba195wf770gyd1149,A. Skipper,,,5728839057,286,,5728839055,56,Center,5728839085,233,409,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815043875,409,44,1,40,59,8gxd9ry2580pu1b1dd5ny9ymy,0,6.3,34.0,2025-05-15T17:42:27.135Z,2025-05-15T19:03:41Z,5e5fuj7mbkpvf0bug32ixxc5x,S. Makienok,,,5728838965,285,,5728838963,56,Back,5728839089,233,359,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815043899,360,61,1,40,59,f1h34qp5zbfl489q8vnkhiq9s,1,96.3,61.1,2025-05-15T17:42:27.784Z,2025-05-15T18:41:19Z,aqc0qritba195wf770gyd1149,A. Skipper,,,5728839067,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815043953,410,12,1,41,2,8gxd9ry2580pu1b1dd5ny9ymy,1,7.5,34.3,2025-05-15T17:42:30.897Z,2025-05-15T17:42:38Z,3pk6hii2s8tbv2zux8mvbapec,N. Jungvig,,,5728839407,141,21.0,5728839403,56,Back,5728839405,140,27.4,5728839411,213,5.87,5728839409,212,22.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815043939,361,61,1,41,6,f1h34qp5zbfl489q8vnkhiq9s,0,63.1,64.8,2025-05-15T17:42:34.105Z,2025-05-15T17:42:34Z,1se7wkenvs4elrapvdw9mdnje,L. Montano,,,5728839273,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815043957,411,4,1,41,7,8gxd9ry2580pu1b1dd5ny9ymy,1,33.4,32.4,2025-05-15T17:42:35.144Z,2025-05-15T17:42:44Z,dncrhma6gwcn6pxiu7hfc6qz8,A. Smed,,,5728839439,265,,5728839435,56,Back,5728839433,13,,5728839533,286,,5728839437,152,,5728839473,233,362,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815043945,362,4,1,41,7,f1h34qp5zbfl489q8vnkhiq9s,0,66.6,67.6,2025-05-15T17:42:35.145Z,2025-05-15T17:42:45Z,1se7wkenvs4elrapvdw9mdnje,L. Montano,,,5728839519,285,,5728839339,13,,5728839497,233,411,5728839341,56,Center,5728839343,152,,5728839345,265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815043969,363,17,1,41,12,f1h34qp5zbfl489q8vnkhiq9s,1,0.0,0.0,2025-05-15T17:42:40.009Z,2025-05-15T21:02:14Z,1se7wkenvs4elrapvdw9mdnje,L. Montano,,,5728839527,31,,5729196977,393,,5728839531,13,243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815044035,412,1,1,41,24,8gxd9ry2580pu1b1dd5ny9ymy,1,30.0,23.3,2025-05-15T17:42:52.671Z,2025-05-15T17:49:22Z,a30gduuv9d1s4pkthgu2jhyol,D. Stenderup,,,5728839901,141,46.0,5728839905,213,0.47,5728839897,56,Center,5728839903,212,34.2,5728839899,140,59.1,5728851379,189,,5728839895,152,,5728839907,1,,5728839893,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815044047,413,1,1,41,27,8gxd9ry2580pu1b1dd5ny9ymy,1,57.5,56.4,2025-05-15T17:42:55.487Z,2025-05-15T17:49:23Z,7ymn0ytcqi6l43nqraxt9s1zo,A. Johansen,,,5728839967,140,55.2,5728839969,141,47.2,5728839973,213,4.34,5728839971,212,6.7,5728839965,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815044061,414,1,1,41,30,8gxd9ry2580pu1b1dd5ny9ymy,1,60.0,33.4,2025-05-15T17:42:58.583Z,2025-05-15T17:43:01Z,dm6xpphbyyooqriwaambi7njd,F. Krogstad,,,5728840055,140,73.7,5728840063,213,5.52,5728840053,56,Right,5728840061,212,19.9,5728840059,141,13.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815044063,415,1,1,41,32,8gxd9ry2580pu1b1dd5ny9ymy,0,81.6,7.7,2025-05-15T17:43:00.831Z,2025-05-15T17:43:01Z,dncrhma6gwcn6pxiu7hfc6qz8,A. Smed,,,5728840107,213,1.23,5728840097,155,,5728840099,56,Center,5728840105,212,21.1,5728840103,141,36.9,5728840101,140,88.3,5728840095,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815044075,365,1,1,41,35,f1h34qp5zbfl489q8vnkhiq9s,1,3.2,50.6,2025-05-15T17:43:03.809Z,2025-05-15T17:43:07Z,45bcgucg627rhrdgt8tn9hd9m,K. Kristensen,,,5728840189,140,43.5,5728840191,141,75.1,5728840185,123,,5728840291,1,,5728840193,212,45.5,5728840195,213,0.38,5728840215,287,,5728840187,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815044089,366,1,1,41,39,f1h34qp5zbfl489q8vnkhiq9s,0,43.5,75.4,2025-05-15T17:43:07.321Z,2025-05-15T17:43:08Z,5sha6xhovfmuzd7rolx1om39w,J. Lucena,,,5728840299,212,3.9,5728840303,213,5.91,5728840297,141,73.3,5728840295,140,47.0,5728840293,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815044109,416,1,1,41,42,8gxd9ry2580pu1b1dd5ny9ymy,0,34.9,24.3,2025-05-15T17:43:10.072Z,2025-05-15T17:43:10Z,3pk6hii2s8tbv2zux8mvbapec,N. Jungvig,,,5728840423,56,Back,5728840425,140,41.9,5728840433,1,,5728840421,157,,5728840431,213,6.03,5728840429,212,7.6,5728840427,141,21.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815044157,367,1,1,41,44,f1h34qp5zbfl489q8vnkhiq9s,1,53.7,88.3,2025-05-15T17:43:12.032Z,2025-05-15T17:43:15Z,5sha6xhovfmuzd7rolx1om39w,J. Lucena,,,5728840633,213,3.47,5728840625,56,Back,5728840631,212,19.6,5728840629,141,79.0,5728840627,140,36.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815044171,368,1,1,41,46,f1h34qp5zbfl489q8vnkhiq9s,1,36.0,79.0,2025-05-15T17:43:14.624Z,2025-05-15T17:43:16Z,1se7wkenvs4elrapvdw9mdnje,L. Montano,,,5728840689,56,Left,5728840691,140,53.3,5728840695,212,20.8,5728840693,141,93.9,5728840697,213,0.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815044183,369,1,1,41,48,f1h34qp5zbfl489q8vnkhiq9s,1,53.3,93.9,2025-05-15T17:43:16.256Z,2025-05-15T17:43:18Z,5sha6xhovfmuzd7rolx1om39w,J. Lucena,,,5728840769,212,18.6,5728840771,213,4.21,5728840765,140,44.7,5728840763,56,Back,5728840767,141,70.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815044203,370,1,1,41,50,f1h34qp5zbfl489q8vnkhiq9s,1,45.4,70.6,2025-05-15T17:43:18.512Z,2025-05-15T17:43:21Z,bmkwmf5f2ssnw2cq7uga7yd5g,A. Troelsen,,,5728840879,141,85.6,5728840875,56,Back,5728840883,213,2.25,5728840877,140,37.5,5728840881,212,13.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815044217,371,1,1,41,53,f1h34qp5zbfl489q8vnkhiq9s,1,37.6,86.9,2025-05-15T17:43:21.016Z,2025-05-15T17:43:22Z,1se7wkenvs4elrapvdw9mdnje,L. Montano,,,5728840957,56,Back,5728840961,141,61.1,5728840959,140,28.5,5728840963,212,20.0,5728840965,213,4.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815044227,372,1,1,41,54,f1h34qp5zbfl489q8vnkhiq9s,1,28.5,61.1,2025-05-15T17:43:22.641Z,2025-05-15T17:43:24Z,37mo55lynu3blqnb8k9ln8k16,P. Tjørnelund,,,5728840997,140,41.0,5728840995,56,Back,5728841001,212,13.1,5728840999,141,60.8,5728841003,213,6.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815044237,373,1,1,41,56,f1h34qp5zbfl489q8vnkhiq9s,1,41.0,60.8,2025-05-15T17:43:24.648Z,2025-05-15T17:49:11Z,ate1ymumg2iwzn8uyyf3ts222,A. Lausen,,,5728841079,212,19.5,5728841081,213,1.98,5728841075,140,33.6,5728841073,56,Back,5728841077,141,87.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815044249,374,1,1,41,58,f1h34qp5zbfl489q8vnkhiq9s,0,33.6,87.1,2025-05-15T17:43:26.288Z,2025-05-15T17:43:28Z,1se7wkenvs4elrapvdw9mdnje,L. Montano,,,5728841129,56,Left,5728841131,140,52.1,5728841137,213,6.26,5728841135,212,19.4,5728841133,141,86.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815044261,375,5,1,42,1,f1h34qp5zbfl489q8vnkhiq9s,0,61.6,101.8,2025-05-15T17:43:29.494Z,2025-05-15T18:52:37Z,bmkwmf5f2ssnw2cq7uga7yd5g,A. Troelsen,,,5728841465,233,417,5728841185,56,Left,5728841187,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815044309,417,5,1,42,1,8gxd9ry2580pu1b1dd5ny9ymy,1,38.4,-1.8,2025-05-15T17:43:29.494Z,2025-05-15T18:52:37Z,3pk6hii2s8tbv2zux8mvbapec,N. Jungvig,,,5728841425,347,,5728841423,56,Back,5728841445,233,375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815044323,418,1,1,42,9,8gxd9ry2580pu1b1dd5ny9ymy,1,32.3,0.0,2025-05-15T17:43:37.441Z,2025-05-15T17:43:39Z,bfvdr7ckiersz26ya2kq9f1g4,A. Iljazovski,,,5728841479,107,,5728841487,212,17.4,5728841481,56,Back,5728841489,213,2.39,5728841483,140,20.2,5728841485,141,16.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815044327,419,1,1,42,10,8gxd9ry2580pu1b1dd5ny9ymy,1,20.2,16.2,2025-05-15T17:43:38.630Z,2025-05-15T17:43:40Z,3pk6hii2s8tbv2zux8mvbapec,N. Jungvig,,,5728841527,141,54.8,5728841529,212,28.8,5728841531,213,2.00,5728841525,140,8.8,5728841523,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815044379,420,1,1,42,12,8gxd9ry2580pu1b1dd5ny9ymy,1,8.6,54.5,2025-05-15T17:43:40.663Z,2025-05-15T17:43:47Z,bl9em2c9quspd4afzwqn81xxw,T. Sander,,,5728841801,213,0.74,5728841797,141,85.1,5728841799,212,30.8,5728841793,56,Back,5728841795,140,30.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815044387,421,1,1,42,19,8gxd9ry2580pu1b1dd5ny9ymy,1,24.7,80.6,2025-05-15T17:43:47.006Z,2025-05-15T17:43:49Z,db671oj1jx2uknf12t8b3s7x0,M. Coşkun,,,5728841839,56,Back,5728841841,140,8.2,5728841847,213,3.73,5728841845,212,20.8,5728841843,141,63.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815044457,422,1,1,42,21,8gxd9ry2580pu1b1dd5ny9ymy,1,7.2,63.7,2025-05-15T17:43:48.998Z,2025-05-15T17:43:55Z,bl9em2c9quspd4afzwqn81xxw,T. Sander,,,5728842101,157,,5728842109,212,43.0,5728842105,140,46.0,5728842103,56,Back,5728842111,213,0.33,5728842113,1,,5728842107,141,83.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815044459,423,61,1,42,22,8gxd9ry2580pu1b1dd5ny9ymy,0,46.0,83.9,2025-05-15T17:43:50.487Z,2025-05-15T18:37:37Z,5e5fuj7mbkpvf0bug32ixxc5x,S. Makienok,,,5728842117,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815044429,376,43,1,42,25,f1h34qp5zbfl489q8vnkhiq9s,1,0.0,0.0,2025-05-15T17:43:53.056Z,2025-05-15T17:48:55Z,s8c0oxnoqt6zi7pi88rwawvd,J. Buus,,,5728842003,286,0,5728842001,56,Right,5728850987,144,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815044443,377,1,1,42,25,f1h34qp5zbfl489q8vnkhiq9s,1,58.0,21.0,2025-05-15T17:43:53.592Z,2025-05-15T17:48:56Z,s8c0oxnoqt6zi7pi88rwawvd,J. Buus,,,5728842055,56,Center,5728842053,3,,5728842063,213,1.68,5728842059,141,28.2,5728842061,212,4.9,5728842057,140,57.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815044465,379,1,1,42,27,f1h34qp5zbfl489q8vnkhiq9s,1,53.5,34.9,2025-05-15T17:43:55.064Z,2025-05-15T17:43:57Z,bmkwmf5f2ssnw2cq7uga7yd5g,A. Troelsen,,,5728842155,141,25.9,5728842153,140,38.3,5728842151,56,Back,5728842159,213,3.51,5728842157,212,17.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815044501,380,1,1,42,29,f1h34qp5zbfl489q8vnkhiq9s,1,34.3,25.8,2025-05-15T17:43:57.216Z,2025-05-15T17:44:04Z,aqc0qritba195wf770gyd1149,A. Skipper,,,5728842367,213,2.42,5728842359,56,Back,5728842361,140,19.0,5728842363,141,46.4,5728842365,212,21.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815044567,381,1,1,42,41,f1h34qp5zbfl489q8vnkhiq9s,1,23.8,46.9,2025-05-15T17:44:08.992Z,2025-05-15T17:44:15Z,45bcgucg627rhrdgt8tn9hd9m,K. Kristensen,,,5728842749,140,28.7,5728842755,213,1.22,5728842753,212,14.8,5728842751,141,67.3,5728842747,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815044581,382,1,1,42,47,f1h34qp5zbfl489q8vnkhiq9s,1,29.8,69.6,2025-05-15T17:44:15.184Z,2025-05-15T17:44:17Z,37mo55lynu3blqnb8k9ln8k16,P. Tjørnelund,,,5728842827,212,17.7,5728842829,213,0.04,5728842821,56,Back,5728842823,140,46.6,5728842825,141,70.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815044597,383,1,1,42,49,f1h34qp5zbfl489q8vnkhiq9s,1,37.8,75.1,2025-05-15T17:44:17.569Z,2025-05-15T17:44:19Z,bmkwmf5f2ssnw2cq7uga7yd5g,A. Troelsen,,,5728842905,56,Center,5728842909,141,76.0,5728842915,1,,5728842913,213,0.02,5728842907,140,73.3,5728842911,212,37.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815044617,384,1,1,42,51,f1h34qp5zbfl489q8vnkhiq9s,1,61.2,75.6,2025-05-15T17:44:19.224Z,2025-05-15T17:44:21Z,5sha6xhovfmuzd7rolx1om39w,J. Lucena,,,5728843017,141,64.2,5728843013,56,Back,5728843015,140,43.1,5728843021,213,3.53,5728843019,212,20.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815044633,385,1,1,42,53,f1h34qp5zbfl489q8vnkhiq9s,1,43.0,64.2,2025-05-15T17:44:20.920Z,2025-05-15T17:44:23Z,ate1ymumg2iwzn8uyyf3ts222,A. Lausen,,,5728843099,140,32.5,5728843105,213,2.54,5728843103,212,13.4,5728843101,141,75.4,5728843097,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815044649,386,1,1,42,55,f1h34qp5zbfl489q8vnkhiq9s,1,30.1,73.9,2025-05-15T17:44:23.728Z,2025-05-15T17:44:26Z,37mo55lynu3blqnb8k9ln8k16,P. Tjørnelund,,,5728843211,56,Back,5728843219,213,4.39,5728843213,140,25.6,5728843215,141,53.1,5728843217,212,14.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815044657,387,3,1,42,58,f1h34qp5zbfl489q8vnkhiq9s,1,26.2,43.4,2025-05-15T17:44:26.249Z,2025-05-15T19:19:30Z,aqc0qritba195wf770gyd1149,A. Skipper,,,5728843283,285,,5728845943,233,424,5728843281,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815044669,424,45,1,42,58,8gxd9ry2580pu1b1dd5ny9ymy,0,73.8,56.6,2025-05-15T17:44:26.249Z,2025-05-15T19:19:31Z,7ymn0ytcqi6l43nqraxt9s1zo,A. Johansen,,,5728845909,56,Center,5728845911,286,,5728845949,233,387,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815044685,388,2,1,43,0,f1h34qp5zbfl489q8vnkhiq9s,1,28.7,53.3,2025-05-15T17:44:28.136Z,2025-05-15T17:44:35Z,aqc0qritba195wf770gyd1149,A. Skipper,,,5728843529,7,4jve632xnmqujh4ioaxpaovai,5728843533,1,,5728843535,56,Center,5728843383,140,64.9,5728843385,141,51.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815044787,427,1,1,43,25,8gxd9ry2580pu1b1dd5ny9ymy,1,30.5,40.6,2025-05-15T17:44:52.941Z,2025-05-15T17:48:08Z,4oxf446ya7jwulq6hxlp8r36d,J. Gemmer,,,5728844079,141,61.8,5728844071,5,,5728844073,241,,5728844075,56,Back,5728844083,213,0.92,5728844081,212,18.1,5728844077,140,41.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815044801,428,1,1,43,27,8gxd9ry2580pu1b1dd5ny9ymy,1,41.2,62.0,2025-05-15T17:44:55.429Z,2025-05-15T17:44:57Z,a30gduuv9d1s4pkthgu2jhyol,D. Stenderup,,,5728844195,56,Back,5728844199,141,37.1,5728844203,212,17.0,5728844197,140,43.0,5728844207,213,4.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815044813,429,1,1,43,29,8gxd9ry2580pu1b1dd5ny9ymy,1,45.8,30.9,2025-05-15T17:44:57.437Z,2025-05-15T17:45:00Z,dm6xpphbyyooqriwaambi7njd,F. Krogstad,,,5728844291,213,5.61,5728844289,212,16.7,5728844285,140,58.3,5728844283,56,Right,5728844287,141,15.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815044821,430,1,1,43,32,8gxd9ry2580pu1b1dd5ny9ymy,1,58.3,15.6,2025-05-15T17:45:00.494Z,2025-05-15T17:45:03Z,3pk6hii2s8tbv2zux8mvbapec,N. Jungvig,,,5728844349,140,69.6,5728844345,155,,5728844353,212,16.9,5728844355,213,0.80,5728844351,141,33.4,5728844347,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815044823,431,61,1,43,34,8gxd9ry2580pu1b1dd5ny9ymy,0,69.6,33.4,2025-05-15T17:45:02.893Z,2025-05-15T17:48:28Z,dncrhma6gwcn6pxiu7hfc6qz8,A. Smed,,,5728844361,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815044837,389,1,1,43,35,f1h34qp5zbfl489q8vnkhiq9s,1,29.9,78.4,2025-05-15T17:45:03.311Z,2025-05-15T17:48:18Z,1se7wkenvs4elrapvdw9mdnje,L. Montano,,,5728844439,213,5.15,5728844429,3,,5728844431,56,Back,5728844437,212,10.8,5728844435,141,64.0,5728844433,140,34.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815044851,391,1,1,43,37,f1h34qp5zbfl489q8vnkhiq9s,1,34.2,63.1,2025-05-15T17:45:05.255Z,2025-05-15T17:45:06Z,15yli690oxmbr4dl1ksti2p9m,M. Maden,,,5728844499,140,37.3,5728844503,212,19.5,5728844505,213,4.88,5728844501,141,34.9,5728844497,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815044877,392,1,1,43,38,f1h34qp5zbfl489q8vnkhiq9s,1,37.3,34.9,2025-05-15T17:45:06.680Z,2025-05-15T17:45:11Z,s8c0oxnoqt6zi7pi88rwawvd,J. Buus,,,5728844641,56,Back,5728844649,212,8.2,5728844651,213,2.09,5728844643,140,33.4,5728844647,141,45.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815044891,393,1,1,43,43,f1h34qp5zbfl489q8vnkhiq9s,1,30.0,60.8,2025-05-15T17:45:11.439Z,2025-05-15T17:45:12Z,bmkwmf5f2ssnw2cq7uga7yd5g,A. Troelsen,,,5728844735,141,66.1,5728844733,140,24.4,5728844737,212,6.9,5728844731,56,Back,5728844739,213,2.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815044921,394,1,1,43,44,f1h34qp5zbfl489q8vnkhiq9s,1,24.4,66.1,2025-05-15T17:45:12.551Z,2025-05-15T17:45:17Z,37mo55lynu3blqnb8k9ln8k16,P. Tjørnelund,,,5728844897,212,22.1,5728844895,141,85.1,5728844893,140,41.5,5728844891,56,Back,5728844899,213,0.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
