id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/11/value,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/10/value,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/15/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/16/value,qualifier/17/value
2754683403,255,5,1,36,57,8cfkisxf1fkxdqtt6tx1tup48,1,33.2,-1.8,2024-12-02T18:07:48.212Z,2024-12-02T18:30:37Z,am3509ake84cde1xhb9264i22,M. Gudmann,,,5398658807,56,Back,5398658809,347,,5398658819,233,442,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754683357,442,5,1,36,57,aqtkb4mgrz8c6iqfufj6qjbv9,0,66.8,101.8,2024-12-02T18:07:48.212Z,2024-12-02T18:30:37Z,9350utk4onh2hv5jznxqpkd7t,R. Møller,,,5398658827,233,255,5398658579,347,,5398658577,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754683431,256,1,1,37,7,8cfkisxf1fkxdqtt6tx1tup48,1,26.8,0.0,2024-12-02T18:07:58.404Z,2024-12-02T18:08:02Z,67p0s4o54xcmiustgy8k5gljo,S. Hald,,,5398658973,56,Back,5398658971,107,,5398658977,141,18.8,5398658981,213,0.87,5398658975,140,37.6,5398658979,212,17.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754683483,257,1,1,37,11,8cfkisxf1fkxdqtt6tx1tup48,1,37.6,18.8,2024-12-02T18:08:02.515Z,2024-12-02T18:08:08Z,3mcj3wypzq3lno1ehc0vif1sl,J. Arias,,,5398659261,213,1.28,5398659253,56,Back,5398659259,212,25.6,5398659255,140,44.6,5398659257,141,54.9,5398659251,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754683533,258,1,1,37,17,8cfkisxf1fkxdqtt6tx1tup48,1,59.1,66.7,2024-12-02T18:08:08.036Z,2024-12-02T18:08:13Z,619s1phj5bkgkug3aszc1y9cl,M. Jensen,,,5398659527,141,91.4,5398659529,212,31.3,5398659531,213,0.57,5398659525,140,84.3,5398659523,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754683565,259,1,1,37,22,8cfkisxf1fkxdqtt6tx1tup48,1,87.6,86.6,2024-12-02T18:08:13.371Z,2024-12-02T18:08:17Z,4ti8pdx03j8dh4mdb626ltmvo,N. Jakobsen,,,5398659681,212,31.6,5398659671,56,Left,5398659677,141,85.4,5398659683,213,3.17,5398659673,140,57.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754683617,260,1,1,37,26,8cfkisxf1fkxdqtt6tx1tup48,1,57.5,85.4,2024-12-02T18:08:16.963Z,2024-12-02T18:08:24Z,2pm5oqzyonn0dysa5nszgq3xm,H. Bonnesen,,,5398659959,140,50.9,5398659957,56,Center,5398659963,212,23.9,5398659965,213,4.42,5398659961,141,51.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754683639,261,1,1,37,33,8cfkisxf1fkxdqtt6tx1tup48,1,60.7,54.3,2024-12-02T18:08:24.323Z,2024-12-02T18:08:27Z,5nved2kta2hk8103hkyhq33hm,M. Jakobsen,,,5398660087,141,14.9,5398660089,212,31.0,5398660085,140,75.6,5398660091,213,5.24,5398660083,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754683651,262,1,1,37,37,8cfkisxf1fkxdqtt6tx1tup48,1,75.6,14.9,2024-12-02T18:08:27.804Z,2024-12-02T18:08:30Z,67p0s4o54xcmiustgy8k5gljo,S. Hald,,,5398660149,213,3.02,5398660145,141,17.7,5398660147,212,15.7,5398660141,56,Right,5398660143,140,60.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754683685,263,1,1,37,39,8cfkisxf1fkxdqtt6tx1tup48,1,60.8,17.7,2024-12-02T18:08:30.003Z,2024-12-02T18:08:33Z,e2aqcawslcbpp88nia8eko2y1,J. Rothmann,,,5398660327,56,Back,5398660335,213,2.73,5398660329,140,39.2,5398660333,212,24.8,5398660331,141,32.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754683739,264,1,1,37,42,8cfkisxf1fkxdqtt6tx1tup48,1,44.8,33.3,2024-12-02T18:08:33.675Z,2024-12-02T18:08:41Z,am3509ake84cde1xhb9264i22,M. Gudmann,,,5398660657,213,0.56,5398660649,56,Left,5398660651,140,97.2,5398660659,1,,5398660647,155,,5398660655,212,64.7,5398660653,141,83.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754683753,265,1,1,37,50,8cfkisxf1fkxdqtt6tx1tup48,1,93.8,86.9,2024-12-02T18:08:41.403Z,2024-12-02T18:08:44Z,1icurh5jrnw1e6jdgqxjnhdnu,G. Çulhacı,,,5398660691,212,12.7,5398660683,155,,5398660689,141,71.5,5398660685,56,Center,5398660687,140,87.0,5398660693,213,4.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754683759,266,61,1,37,53,8cfkisxf1fkxdqtt6tx1tup48,0,87.0,71.7,2024-12-02T18:08:44.099Z,2024-12-02T18:08:44Z,4ti8pdx03j8dh4mdb626ltmvo,N. Jakobsen,,,5398660701,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754683797,443,12,1,37,55,aqtkb4mgrz8c6iqfufj6qjbv9,1,14.6,26.7,2024-12-02T18:08:46.279Z,2024-12-02T18:08:52Z,2tcdx5rp7vujnlid4oqqxdogk,M. Due Grandt,,,5398660957,141,13.2,5398660961,213,5.83,5398660953,56,Back,5398660959,212,20.8,5398660955,140,32.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754683801,267,1,1,38,2,8cfkisxf1fkxdqtt6tx1tup48,0,60.8,83.4,2024-12-02T18:08:52.716Z,2024-12-02T18:20:54Z,2pm5oqzyonn0dysa5nszgq3xm,H. Bonnesen,,,5398692327,212,19.8,5398692323,140,75.8,5398660977,56,Left,5398692329,213,0.65,5398692325,141,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754683825,268,5,1,38,7,8cfkisxf1fkxdqtt6tx1tup48,0,72.8,101.8,2024-12-02T18:08:57.748Z,2024-12-02T18:30:38Z,2pm5oqzyonn0dysa5nszgq3xm,H. Bonnesen,,,5398661057,56,Left,5398676939,233,444,5398661059,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754683857,444,5,1,38,7,aqtkb4mgrz8c6iqfufj6qjbv9,1,27.2,-1.8,2024-12-02T18:08:57.748Z,2024-12-02T18:30:37Z,2tcdx5rp7vujnlid4oqqxdogk,M. Due Grandt,,,5398676935,233,268,5398661215,347,,5398661213,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754683867,445,1,1,38,13,aqtkb4mgrz8c6iqfufj6qjbv9,0,31.5,0.0,2024-12-02T18:09:03.958Z,2024-12-02T19:29:56Z,khqldwfq14b7giakss24l9t5,K. Enghardt,,,5398661273,212,13.4,5398661271,141,17.1,5398661267,56,Back,5398661275,213,1.16,5398661293,189,,5398661265,107,,5398661269,140,36.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754683895,270,1,1,38,15,8cfkisxf1fkxdqtt6tx1tup48,1,58.6,72.7,2024-12-02T18:09:05.755Z,2024-12-02T18:09:10Z,11ngumxajbizagbzpm5kompxx,M. Chacón,,,5398661435,212,23.4,5398661427,56,Center,5398661433,141,41.2,5398661431,140,67.5,5398661437,213,5.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754683925,271,1,1,38,19,8cfkisxf1fkxdqtt6tx1tup48,1,71.6,42.5,2024-12-02T18:09:10.299Z,2024-12-02T18:09:32Z,67p0s4o54xcmiustgy8k5gljo,S. Hald,1.0,,5398661597,56,Center,5398661603,212,12.9,5398661599,140,71.9,5398661601,141,61.4,5398662337,210,15,5398661605,213,1.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754683933,272,15,1,38,23,8cfkisxf1fkxdqtt6tx1tup48,1,74.1,54.3,2024-12-02T18:09:14.451Z,2024-12-02T18:09:43Z,11ngumxajbizagbzpm5kompxx,M. Chacón,,,5398661661,18,,5398662355,102,45.8,5398662359,215,,5398662347,80,,5398662363,147,47.5,5398662351,55,271,5398662143,20,,5398662361,146,99.5,5398662727,233,446,5398661659,22,,5398661663,56,5398662357,103,5398662349,29,18.4,,,,Center,,,,,,,,,,,,,,,,
2754684069,446,10,1,38,23,aqtkb4mgrz8c6iqfufj6qjbv9,1,2.5,51.8,2024-12-02T18:09:14.551Z,2024-12-02T18:09:44Z,8mswl5vzza12hylodrrsq3zvu,A. Kappenberger,,,5398662733,233,272,5398662453,56,Back,5398662447,173,,5398662451,182,,5398662449,178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754683961,273,6,1,38,30,8cfkisxf1fkxdqtt6tx1tup48,1,98.9,45.2,2024-12-02T18:09:20.827Z,2024-12-02T18:27:50Z,11ngumxajbizagbzpm5kompxx,M. Chacón,,,5398661887,56,Center,5398661889,73,,5398662821,233,447,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754684097,447,6,1,38,30,aqtkb4mgrz8c6iqfufj6qjbv9,0,1.1,54.8,2024-12-02T18:09:20.827Z,2024-12-02T18:27:50Z,8mswl5vzza12hylodrrsq3zvu,A. Kappenberger,,,5398662587,56,Back,5398662589,73,,5398662847,233,273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754684301,274,1,1,39,14,8cfkisxf1fkxdqtt6tx1tup48,1,99.6,0.5,2024-12-02T18:10:05.219Z,2024-12-02T18:11:34Z,4ti8pdx03j8dh4mdb626ltmvo,N. Jakobsen,,1.0,5398666057,210,16,5398663721,213,1.81,5398663711,223,,5398663707,6,,5398666061,25,,5398663719,212,31.7,5398663715,140,92.4,5398663713,56,Center,5398666059,154,,5398663717,141,45.8,5398663705,2,5398663709,155,,,,,,,,,,,,,,,,,,,,,,,
2754684351,275,44,1,39,14,8cfkisxf1fkxdqtt6tx1tup48,1,93.4,55.6,2024-12-02T18:10:05.386Z,2024-12-02T18:30:25Z,2pm5oqzyonn0dysa5nszgq3xm,H. Bonnesen,,,5398663993,56,Center,5398667305,233,448,5398663995,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754684689,448,44,1,39,14,aqtkb4mgrz8c6iqfufj6qjbv9,0,6.6,44.4,2024-12-02T18:10:05.387Z,2024-12-02T18:11:45Z,khqldwfq14b7giakss24l9t5,K. Enghardt,,,5398667309,233,275,5398665873,285,,5398665871,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754684665,276,16,1,39,17,8cfkisxf1fkxdqtt6tx1tup48,1,95.8,53.6,2024-12-02T18:10:07.860Z,2024-12-02T19:50:49Z,2pm5oqzyonn0dysa5nszgq3xm,H. Bonnesen,,,5398938665,76,,5398666091,103,4.4,5398671109,16,,5398666081,29,,5398665861,374,2024-12-02 18:10:07.557,5398665855,15,,5398665859,328,,5398666099,275,,5398666095,231,52.3,5398666083,154,,5398666089,102,5398666085,55,5398665701,56,274,Center,5398666093,230,52.9,99.7,5398665865,375,39:16.868,5398665853,25,5398666097,138,,,,,,,,
2754684737,449,1,1,40,27,aqtkb4mgrz8c6iqfufj6qjbv9,1,50.3,50.1,2024-12-02T18:11:18.452Z,2024-12-02T18:11:19Z,1fjkjzsei9slx2t4zhsqdkve1,M. Etim,,,5398666203,140,46.0,5398666213,278,,5398666205,141,57.9,5398666209,213,2.28,5398666201,56,Back,5398666239,189,,5398666207,212,7.0,5398666211,279,G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754684747,450,1,1,40,29,aqtkb4mgrz8c6iqfufj6qjbv9,1,54.6,61.2,2024-12-02T18:11:20.157Z,2024-12-02T18:11:20Z,5dlh0fa9yo6z283w9p58xmnoq,N. Schmidt,,,5398666295,56,Center,5398666303,213,1.86,5398666301,212,6.9,5398666299,141,70.9,5398666297,140,52.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754684765,451,1,1,40,29,aqtkb4mgrz8c6iqfufj6qjbv9,1,52.7,70.9,2024-12-02T18:11:20.621Z,2024-12-02T18:11:25Z,9350utk4onh2hv5jznxqpkd7t,R. Møller,,,5398666419,141,52.2,5398666415,56,Center,5398666421,212,12.8,5398666417,140,51.7,5398666423,213,4.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754684781,452,1,1,40,34,aqtkb4mgrz8c6iqfufj6qjbv9,1,53.7,55.4,2024-12-02T18:11:25.604Z,2024-12-02T18:11:28Z,2tcdx5rp7vujnlid4oqqxdogk,M. Due Grandt,,,5398666517,56,Center,5398666523,212,8.8,5398666521,141,42.4,5398666519,140,53.9,5398666525,213,4.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754684809,453,1,1,40,36,aqtkb4mgrz8c6iqfufj6qjbv9,1,56.2,37.4,2024-12-02T18:11:27.612Z,2024-12-02T18:11:32Z,5z7y55t2o577r8ki3i5855as,J. Witt,,,5398666655,56,Right,5398666659,141,7.0,5398666663,213,5.10,5398666657,140,64.2,5398666661,212,22.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754684811,454,1,1,40,41,aqtkb4mgrz8c6iqfufj6qjbv9,1,64.2,7.0,2024-12-02T18:11:31.811Z,2024-12-02T18:11:32Z,khqldwfq14b7giakss24l9t5,K. Enghardt,,,5398666673,56,Right,5398666679,212,9.9,5398666681,213,2.19,5398666675,140,58.7,5398666677,141,18.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754684847,455,1,1,40,41,aqtkb4mgrz8c6iqfufj6qjbv9,1,58.7,18.9,2024-12-02T18:11:32.420Z,2024-12-02T18:11:35Z,uiyol728wan4mxco2foplknp,A. Justinussen,,,5398666869,212,15.1,5398666865,140,72.3,5398666867,141,25.9,5398666861,56,Center,5398666871,213,0.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754684853,456,1,1,40,45,aqtkb4mgrz8c6iqfufj6qjbv9,0,72.3,27.1,2024-12-02T18:11:35.724Z,2024-12-02T18:19:28Z,2tcdx5rp7vujnlid4oqqxdogk,M. Due Grandt,,,5398666887,140,93.2,5398666893,213,0.05,5398666891,212,22.0,5398666889,141,28.8,5398666885,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754685055,278,2,1,41,5,8cfkisxf1fkxdqtt6tx1tup48,1,15.3,58.5,2024-12-02T18:11:56.057Z,2024-12-02T20:18:46Z,dqqswfn9s1tdxjoslts8ks6xg,B. Bayrak,,,5398667991,141,63.0,5398667997,1,,5398667989,140,60.8,5398667987,56,Center,5398670699,7,3mcj3wypzq3lno1ehc0vif1sl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754685109,457,55,1,41,5,aqtkb4mgrz8c6iqfufj6qjbv9,1,34.4,29.3,2024-12-02T18:11:56.058Z,2024-12-02T18:27:52Z,5z7y55t2o577r8ki3i5855as,J. Witt,,,5398689455,189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754685125,279,43,1,41,14,8cfkisxf1fkxdqtt6tx1tup48,1,0.0,0.0,2024-12-02T18:12:05.189Z,2024-12-02T18:13:00Z,3mcj3wypzq3lno1ehc0vif1sl,J. Arias,,,5398668325,152,0,5398670895,144,4,5398668321,13,0,5398668511,294,0,5398668385,233,457,5398668323,56,Center,5398668389,285,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754685199,458,1,1,41,23,aqtkb4mgrz8c6iqfufj6qjbv9,1,37.8,30.1,2024-12-02T18:12:14.459Z,2024-12-02T18:12:15Z,5z7y55t2o577r8ki3i5855as,J. Witt,,,5398668727,56,Back,5398668735,141,54.9,5398668739,212,17.1,5398668721,5,,5398668755,189,,5398668731,140,35.2,5398668723,152,,5398668743,213,1.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754685239,459,1,1,41,25,aqtkb4mgrz8c6iqfufj6qjbv9,1,36.3,55.1,2024-12-02T18:12:16.010Z,2024-12-02T18:12:20Z,9350utk4onh2hv5jznxqpkd7t,R. Møller,,,5398668917,141,34.0,5398668921,213,5.59,5398668915,140,52.7,5398668919,212,22.4,5398668913,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754685259,460,1,1,41,28,aqtkb4mgrz8c6iqfufj6qjbv9,1,51.7,32.8,2024-12-02T18:12:19.634Z,2024-12-02T18:12:23Z,5dlh0fa9yo6z283w9p58xmnoq,N. Schmidt,,,5398669057,212,20.5,5398669051,56,Right,5398669059,213,5.32,5398669055,141,8.0,5398669053,140,62.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754685277,461,1,1,41,32,aqtkb4mgrz8c6iqfufj6qjbv9,1,70.6,5.5,2024-12-02T18:12:23.146Z,2024-12-02T18:12:25Z,khqldwfq14b7giakss24l9t5,K. Enghardt,,,5398669189,212,9.2,5398669185,140,65.4,5398669187,141,16.4,5398669183,56,Right,5398669191,213,2.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754685283,462,1,1,41,34,aqtkb4mgrz8c6iqfufj6qjbv9,1,68.8,14.6,2024-12-02T18:12:25.138Z,2024-12-02T18:12:26Z,81gka3mi69fh8gyehyy8xo9as,C. Allen,,,5398669235,213,5.13,5398669227,56,Right,5398669231,141,9.4,5398669233,212,3.9,5398669229,140,70.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754685315,463,1,1,41,35,aqtkb4mgrz8c6iqfufj6qjbv9,1,70.3,9.4,2024-12-02T18:12:26.107Z,2024-12-02T18:12:29Z,khqldwfq14b7giakss24l9t5,K. Enghardt,,,5398669427,140,62.6,5398669431,212,10.1,5398669433,213,2.50,5398669429,141,18.2,5398669425,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754685331,464,1,1,41,38,aqtkb4mgrz8c6iqfufj6qjbv9,1,62.6,18.2,2024-12-02T18:12:29.586Z,2024-12-02T18:18:59Z,5dlh0fa9yo6z283w9p58xmnoq,N. Schmidt,,,5398669511,141,35.2,5398669513,212,13.6,5398669509,140,55.7,5398669515,213,2.13,5398669505,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754685373,465,1,1,41,40,aqtkb4mgrz8c6iqfufj6qjbv9,1,55.7,35.2,2024-12-02T18:12:31.474Z,2024-12-02T18:12:38Z,5z7y55t2o577r8ki3i5855as,J. Witt,,,5398669835,213,1.20,5398669827,56,Center,5398669831,141,48.5,5398669833,212,9.7,5398669829,140,59.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754685375,466,1,1,41,47,aqtkb4mgrz8c6iqfufj6qjbv9,1,59.0,48.5,2024-12-02T18:12:38.370Z,2024-12-02T18:12:38Z,2tcdx5rp7vujnlid4oqqxdogk,M. Due Grandt,,,5398669843,56,Center,5398669847,141,53.7,5398669851,213,2.56,5398669845,140,53.9,5398669849,212,6.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754685397,467,1,1,41,48,aqtkb4mgrz8c6iqfufj6qjbv9,1,53.9,53.7,2024-12-02T18:12:38.786Z,2024-12-02T18:12:42Z,9350utk4onh2hv5jznxqpkd7t,R. Møller,,,5398669975,213,4.97,5398669969,140,56.1,5398669973,212,9.1,5398669971,141,40.7,5398669967,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754685409,468,1,1,41,52,aqtkb4mgrz8c6iqfufj6qjbv9,0,59.4,41.5,2024-12-02T18:12:42.714Z,2024-12-02T18:14:44Z,5dlh0fa9yo6z283w9p58xmnoq,N. Schmidt,,,5398676389,233,289,5398676393,286,,5398676387,236,,5398670025,56,Center,5398670041,213,0.64,5398670029,140,62.8,5398670039,212,4.4,5398670035,141,45.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754686293,289,74,1,41,52,8cfkisxf1fkxdqtt6tx1tup48,1,31.7,47.6,2024-12-02T18:12:42.715Z,2024-12-02T18:27:43Z,e2aqcawslcbpp88nia8eko2y1,J. Rothmann,,,5398675079,56,Back,5398676363,285,,5398676403,233,468,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754685429,280,61,1,41,53,8cfkisxf1fkxdqtt6tx1tup48,1,34.0,34.6,2024-12-02T18:12:43.886Z,2024-12-02T18:14:42Z,11ngumxajbizagbzpm5kompxx,M. Chacón,,,5398670137,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754685469,469,1,1,41,54,aqtkb4mgrz8c6iqfufj6qjbv9,1,66.1,41.2,2024-12-02T18:12:45.290Z,2024-12-02T18:13:40Z,1fjkjzsei9slx2t4zhsqdkve1,M. Etim,,1.0,5398670349,140,66.1,5398670351,141,31.6,5398673089,210,16,5398670347,56,Center,5398670355,213,4.71,5398670353,212,6.5,5398673091,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754685471,470,16,1,41,57,aqtkb4mgrz8c6iqfufj6qjbv9,1,71.9,37.0,2024-12-02T18:12:47.754Z,2024-12-02T19:52:54Z,1n4eldqa7h9jvcx1693zqu06i,T. Arndal,,,5398673113,215,,5398672431,375,41:55.217,5398670369,18,,5398670371,56,Center,5398673117,231,47.5,5398673105,55,469,5398673109,102,51.6,5398944011,79,,5398673103,29,,5398672427,374,2024-12-02 18:12:45.906,5398670367,22,5398673111,103,5398672423,20,27.8,,5398673115,230,,97.5,,,,,,,,,,,,,,,
2754685919,281,1,1,42,47,8cfkisxf1fkxdqtt6tx1tup48,1,50.1,49.9,2024-12-02T18:13:38.544Z,2024-12-02T18:14:52Z,3mcj3wypzq3lno1ehc0vif1sl,J. Arias,,,5398673051,212,12.7,5398673045,56,Back,5398673049,141,47.5,5398673055,279,G,5398673047,140,38.1,5398673053,213,3.27,5398676795,189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754685923,282,1,1,42,49,8cfkisxf1fkxdqtt6tx1tup48,1,38.0,47.3,2024-12-02T18:13:39.752Z,2024-12-02T19:29:43Z,11ngumxajbizagbzpm5kompxx,M. Chacón,,,5398673073,1,,5398673063,56,Center,5398676915,189,,5398673069,212,30.6,5398673065,140,67.1,5398673067,141,46.7,5398673071,213,6.27,5398673061,157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754685971,283,1,1,42,51,8cfkisxf1fkxdqtt6tx1tup48,0,33.7,23.7,2024-12-02T18:13:41.864Z,2024-12-02T19:29:46Z,67p0s4o54xcmiustgy8k5gljo,S. Hald,,,5398673317,212,21.1,5398673311,56,Back,5398673313,140,15.5,5398673319,213,2.71,5398673309,3,,5398673315,141,36.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754685945,471,1,1,42,51,aqtkb4mgrz8c6iqfufj6qjbv9,1,29.3,20.3,2024-12-02T18:13:42.465Z,2024-12-02T18:14:37Z,khqldwfq14b7giakss24l9t5,K. Enghardt,,,5398676097,141,38.0,5398676099,212,12.4,5398676095,140,26.5,5398676093,56,Back,5398676125,189,,5398676101,213,1.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754685953,472,1,1,42,51,aqtkb4mgrz8c6iqfufj6qjbv9,0,31.3,48.9,2024-12-02T18:13:42.618Z,2024-12-02T18:14:47Z,5z7y55t2o577r8ki3i5855as,J. Witt,,,5398676565,1,,5398676553,155,,5398676561,212,49.0,5398676555,56,Left,5398676559,141,79.5,5398676563,213,0.44,5398676557,140,73.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754686019,285,1,1,42,55,8cfkisxf1fkxdqtt6tx1tup48,1,15.7,36.7,2024-12-02T18:13:45.697Z,2024-12-02T18:13:48Z,dqqswfn9s1tdxjoslts8ks6xg,B. Bayrak,,,5398673527,123,,5398673535,212,21.0,5398673537,213,1.55,5398673533,141,67.5,5398673529,56,Back,5398673531,140,16.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754686073,286,1,1,42,57,8cfkisxf1fkxdqtt6tx1tup48,1,18.1,69.3,2024-12-02T18:13:48.633Z,2024-12-02T18:13:54Z,2pm5oqzyonn0dysa5nszgq3xm,H. Bonnesen,,,5398673833,56,Back,5398673841,213,0.95,5398673837,141,91.4,5398673835,140,28.4,5398673839,212,18.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754686079,287,50,1,43,3,8cfkisxf1fkxdqtt6tx1tup48,1,32.6,83.8,2024-12-02T18:13:54.112Z,2024-12-02T18:13:58Z,4ti8pdx03j8dh4mdb626ltmvo,N. Jakobsen,,,5398673863,285,,5398673861,56,Back,5398674013,233,473,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754686097,473,7,1,43,3,aqtkb4mgrz8c6iqfufj6qjbv9,0,67.4,16.2,2024-12-02T18:13:54.113Z,2024-12-02T18:18:38Z,81gka3mi69fh8gyehyy8xo9as,C. Allen,,,5398673997,233,287,5398673955,56,Right,5398674001,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754688207,308,61,1,43,4,8cfkisxf1fkxdqtt6tx1tup48,1,25.0,91.8,2024-12-02T18:13:54.689Z,2024-12-02T18:18:30Z,4ti8pdx03j8dh4mdb626ltmvo,N. Jakobsen,,,5398686327,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
