id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/9/value,qualifier/12/value,qualifier/14/value,qualifier/15/value,qualifier/16/value,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId
2815338563,445,1,2,48,18,b2vft81kyjurzbmekvgrqwr64,1,54.4,34.2,2025-05-16T18:03:47.114Z,2025-05-16T18:03:49Z,6bv0j0ezhh9u5u5hqz64p790q,M. Jacobsen,,,5730486957,212,19.4,5730486955,141,8.8,5730486953,140,62.8,5730486951,56,Right,5730486959,213,5.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815338619,446,1,2,48,20,b2vft81kyjurzbmekvgrqwr64,1,62.8,8.6,2025-05-16T18:03:49.394Z,2025-05-16T18:03:58Z,8q8yol44e42o9hwttlopznvh0,M. Nielsen,,,5730487319,140,73.4,5730487325,213,0.05,5730487323,212,11.1,5730487317,56,Right,5730487321,141,9.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815338629,447,1,2,48,23,b2vft81kyjurzbmekvgrqwr64,0,74.4,8.8,2025-05-16T18:03:51.874Z,2025-05-16T19:26:53Z,9xub4z9b3bog8wqhn5yfihecp,M. Pedersen,,,5730487385,213,0.72,5730487375,168,,5730487383,212,15.9,5730487377,56,Center,5730487381,141,24.1,5730487379,140,85.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815338615,441,1,2,48,24,7gkglopz9cjsysn2u6sbhuvc5,1,24.0,76.6,2025-05-16T18:03:53.304Z,2025-05-16T18:03:56Z,a7eramyy1bd8msxmg84ctc8ut,A. Simon Okosun,,,5730487291,141,59.3,5730487293,212,25.1,5730487287,56,Back,5730487289,140,2.9,5730487295,213,3.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815338631,442,1,2,48,27,7gkglopz9cjsysn2u6sbhuvc5,0,3.3,59.1,2025-05-16T18:03:55.856Z,2025-05-16T18:03:58Z,64vlnkuqfh7rnymg8qku8amwa,L. Schulz,,,5730487401,1,,5730487395,141,94.4,5730487391,56,Back,5730487397,212,45.8,5730487389,157,,5730487393,140,40.4,5730487399,213,0.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815338671,448,1,2,48,31,b2vft81kyjurzbmekvgrqwr64,0,62.7,12.3,2025-05-16T18:04:00.667Z,2025-05-16T18:04:03Z,cflwegqpzch8y30pb3dhigqnd,E. Søgaard,,,5730487613,3,,5730487619,141,12.6,5730487615,56,Right,5730487621,212,5.1,5730487617,140,67.6,5730487623,213,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815338685,443,44,2,48,32,7gkglopz9cjsysn2u6sbhuvc5,1,34.6,88.3,2025-05-16T18:04:01.496Z,2025-05-16T19:28:29Z,bvw5oc4c040ey5dt5wn0choiy,G. Mortensen,,,5730487695,285,,5730487693,56,Back,5730487715,233,449,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815338677,449,44,2,48,32,b2vft81kyjurzbmekvgrqwr64,0,65.4,11.7,2025-05-16T18:04:01.497Z,2025-05-16T19:28:29Z,9xub4z9b3bog8wqhn5yfihecp,M. Pedersen,,,5730487661,56,Right,5730487665,286,,5730487737,233,443,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815338689,444,61,2,48,33,7gkglopz9cjsysn2u6sbhuvc5,1,37.8,89.3,2025-05-16T18:04:02.002Z,2025-05-16T19:38:00Z,bvw5oc4c040ey5dt5wn0choiy,G. Mortensen,,,5730487711,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815338705,445,4,2,48,35,7gkglopz9cjsysn2u6sbhuvc5,1,34.3,87.0,2025-05-16T18:04:04.090Z,2025-05-16T18:50:07Z,,,,,5730685735,10,,5730487871,233,450,5730487837,56,Back,5730487843,286,,5730487839,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815338691,450,4,2,48,35,b2vft81kyjurzbmekvgrqwr64,0,65.7,13.0,2025-05-16T18:04:04.091Z,2025-05-16T18:50:01Z,9xub4z9b3bog8wqhn5yfihecp,M. Pedersen,,,5730685161,10,,5730487885,233,445,5730487759,56,Right,5730487883,285,,5730487761,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815338841,446,1,2,48,51,7gkglopz9cjsysn2u6sbhuvc5,1,28.6,84.2,2025-05-16T18:04:20.184Z,2025-05-16T18:04:24Z,oywgthoxa153nf48la1j8v10,M. Lauritsen,,,5730488595,213,4.15,5730488589,140,16.3,5730488583,5,,5730488593,212,24.3,5730488591,141,53.9,5730488587,56,Back,5730488585,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815338883,447,1,2,48,55,7gkglopz9cjsysn2u6sbhuvc5,1,15.1,56.7,2025-05-16T18:04:24.032Z,2025-05-16T18:04:29Z,64vlnkuqfh7rnymg8qku8amwa,L. Schulz,,,5730488861,213,1.27,5730488855,140,21.7,5730488857,141,89.0,5730488853,56,Back,5730488859,212,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815338897,448,1,2,49,0,7gkglopz9cjsysn2u6sbhuvc5,0,22.5,85.9,2025-05-16T18:04:29.193Z,2025-05-16T18:04:38Z,oywgthoxa153nf48la1j8v10,M. Lauritsen,,,5730488919,140,61.6,5730489319,157,,5730488927,212,41.1,5730488933,213,0.04,5730488923,141,88.3,5730488917,56,Left,5730488937,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815338895,451,44,2,49,1,b2vft81kyjurzbmekvgrqwr64,1,37.9,15.2,2025-05-16T18:04:30.482Z,2025-05-16T19:28:30Z,6bv0j0ezhh9u5u5hqz64p790q,M. Jacobsen,,,5730488911,285,,5730489029,233,449,5730488909,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815338905,449,44,2,49,1,7gkglopz9cjsysn2u6sbhuvc5,0,62.1,84.8,2025-05-16T18:04:30.483Z,2025-05-16T19:28:30Z,ju24rgwcctj5yizl54o91gfe,S. Borgelin,,,5730489063,233,451,5730488947,56,Left,5730488951,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815338917,452,1,2,49,2,b2vft81kyjurzbmekvgrqwr64,0,36.3,20.4,2025-05-16T18:04:30.930Z,2025-05-16T19:26:53Z,6bv0j0ezhh9u5u5hqz64p790q,M. Jacobsen,,,5730489003,3,,5730489011,212,7.5,5730489013,213,1.14,5730489009,141,30.4,5730489005,56,Back,5730489007,140,39.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815339091,450,61,2,49,2,7gkglopz9cjsysn2u6sbhuvc5,1,65.2,75.2,2025-05-16T18:04:31.689Z,2025-05-16T19:12:39Z,ju24rgwcctj5yizl54o91gfe,S. Borgelin,,,5730792039,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815338949,454,1,2,49,3,b2vft81kyjurzbmekvgrqwr64,1,36.2,31.0,2025-05-16T18:04:32.749Z,2025-05-16T18:04:35Z,cflwegqpzch8y30pb3dhigqnd,E. Søgaard,,,5730489193,56,Back,5730489201,213,1.95,5730489199,212,16.4,5730489197,141,53.4,5730489195,140,30.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815338971,455,1,2,49,6,b2vft81kyjurzbmekvgrqwr64,1,30.3,54.5,2025-05-16T18:04:35.426Z,2025-05-16T18:04:38Z,ebd3uvtt54wkdsahc2127j02c,F. Dietz,,,5730489327,140,25.5,5730489333,213,4.20,5730489325,56,Back,5730489331,212,10.4,5730489329,141,41.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815339039,456,1,2,49,9,b2vft81kyjurzbmekvgrqwr64,1,25.5,41.2,2025-05-16T18:04:38.571Z,2025-05-16T18:04:47Z,cflwegqpzch8y30pb3dhigqnd,E. Søgaard,,,5730489781,213,4.83,5730489777,141,14.0,5730489775,140,27.5,5730489773,56,Back,5730489779,212,18.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815339051,457,1,2,49,18,b2vft81kyjurzbmekvgrqwr64,0,56.1,20.1,2025-05-16T18:04:47.755Z,2025-05-16T18:04:49Z,6bv0j0ezhh9u5u5hqz64p790q,M. Jacobsen,,,5730489877,141,38.3,5730489881,213,0.82,5730489873,56,Center,5730489875,140,67.1,5730489879,212,16.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815339095,451,8,2,49,21,7gkglopz9cjsysn2u6sbhuvc5,1,31.1,58.1,2025-05-16T18:04:50.849Z,2025-05-16T19:14:21Z,8rn42gm9xm3yunk883yan9vdg,B. Clemmensen,,,5730793911,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815394043,798,1,2,49,23,7gkglopz9cjsysn2u6sbhuvc5,1,37.8,59.0,2025-05-16T18:04:51.856Z,2025-05-16T19:14:26Z,8rn42gm9xm3yunk883yan9vdg,B. Clemmensen,,,5730798139,212,9.8,5730798141,213,1.32,5730798135,140,40.1,5730798137,141,73.0,5730798133,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815394511,799,1,2,49,24,7gkglopz9cjsysn2u6sbhuvc5,1,35.2,67.3,2025-05-16T18:04:52.856Z,2025-05-16T19:14:28Z,egwhlgopjtjkop7ozy7ltk1cl,F. Børsting,,,5730800747,140,25.7,5730800745,56,Back,5730800749,141,59.7,5730800751,212,11.2,5730800753,213,3.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815339101,452,1,2,49,25,7gkglopz9cjsysn2u6sbhuvc5,1,39.6,73.2,2025-05-16T18:04:54.068Z,2025-05-16T19:14:31Z,bh06w40pwo6dy3cjrw3r2i0ru,I. Nikolov,,,5730798853,140,29.6,5730798851,56,Back,5730798859,213,3.59,5730798857,212,11.6,5730798855,141,65.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815339147,453,1,2,49,26,7gkglopz9cjsysn2u6sbhuvc5,1,24.3,59.7,2025-05-16T18:04:55.793Z,2025-05-16T19:14:34Z,oywgthoxa153nf48la1j8v10,M. Lauritsen,,,5730490435,140,13.8,5730490433,56,Back,5730490437,141,42.2,5730490439,212,16.2,5730490441,213,3.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815339171,454,1,2,49,31,7gkglopz9cjsysn2u6sbhuvc5,1,13.1,34.0,2025-05-16T18:05:00.089Z,2025-05-16T18:05:03Z,64vlnkuqfh7rnymg8qku8amwa,L. Schulz,,,5730490579,1,,5730490571,140,64.7,5730490573,141,22.2,5730490569,56,Center,5730490567,157,,5730490577,213,6.14,5730490575,212,54.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815339179,455,61,2,49,34,7gkglopz9cjsysn2u6sbhuvc5,0,64.7,22.2,2025-05-16T18:05:03.320Z,2025-05-16T18:05:03Z,ju24rgwcctj5yizl54o91gfe,S. Borgelin,,,5730490607,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815339185,456,83,2,49,35,7gkglopz9cjsysn2u6sbhuvc5,0,64.9,19.5,2025-05-16T18:05:04.057Z,2025-05-16T18:05:08Z,ju24rgwcctj5yizl54o91gfe,S. Borgelin,,,5730490777,399,ebd3uvtt54wkdsahc2127j02c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815339205,459,1,2,49,35,b2vft81kyjurzbmekvgrqwr64,1,36.1,76.6,2025-05-16T18:05:04.620Z,2025-05-16T18:05:07Z,ebd3uvtt54wkdsahc2127j02c,F. Dietz,,,5730490751,141,64.0,5730490753,212,8.6,5730490749,140,35.7,5730490747,56,Back,5730490755,213,4.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815339229,460,1,2,49,40,b2vft81kyjurzbmekvgrqwr64,1,44.9,51.2,2025-05-16T18:05:09.323Z,2025-05-16T18:05:13Z,b0yv1pcxifawqx6r1cfqq3otm,Z. Hyltoft,,,5730490943,141,26.7,5730490941,140,46.0,5730490947,213,4.78,5730490945,212,16.7,5730490939,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815339247,461,1,2,49,44,b2vft81kyjurzbmekvgrqwr64,1,53.4,27.1,2025-05-16T18:05:13.419Z,2025-05-16T18:05:16Z,cflwegqpzch8y30pb3dhigqnd,E. Søgaard,,,5730491075,56,Back,5730491083,213,2.38,5730491077,140,39.0,5730491081,212,20.9,5730491079,141,48.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815339287,462,1,2,49,47,b2vft81kyjurzbmekvgrqwr64,1,38.5,49.1,2025-05-16T18:05:16.387Z,2025-05-16T18:05:21Z,6bv0j0ezhh9u5u5hqz64p790q,M. Jacobsen,,,5730491275,140,37.6,5730491277,141,74.1,5730491281,213,1.63,5730491273,56,Back,5730491279,212,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815339295,463,1,2,49,51,b2vft81kyjurzbmekvgrqwr64,0,53.0,76.6,2025-05-16T18:05:20.851Z,2025-05-16T18:05:21Z,ebd3uvtt54wkdsahc2127j02c,F. Dietz,,,5730491331,213,0.11,5730491325,140,64.9,5730491327,141,78.7,5730491323,56,Center,5730491329,212,12.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815339345,458,1,2,49,56,7gkglopz9cjsysn2u6sbhuvc5,1,39.8,26.7,2025-05-16T18:05:25.313Z,2025-05-16T18:05:26Z,139g7ilwvcpl519v3scnweg2d,L. Jensen,,,5730491619,141,28.3,5730491621,212,8.3,5730491617,140,32.0,5730491623,213,3.01,5730491615,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815339365,459,1,2,49,58,7gkglopz9cjsysn2u6sbhuvc5,1,32.0,27.6,2025-05-16T18:05:27.729Z,2025-05-16T18:05:30Z,egwhlgopjtjkop7ozy7ltk1cl,F. Børsting,,,5730491711,56,Back,5730491713,140,44.9,5730491719,213,0.22,5730491715,141,32.1,5730491717,212,13.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815339377,460,1,2,50,1,7gkglopz9cjsysn2u6sbhuvc5,1,54.3,33.4,2025-05-16T18:05:29.913Z,2025-05-16T18:05:32Z,139g7ilwvcpl519v3scnweg2d,L. Jensen,,,5730491805,213,0.52,5730491797,56,Center,5730491799,140,62.5,5730491803,212,9.9,5730491801,141,40.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815339433,461,1,2,50,3,7gkglopz9cjsysn2u6sbhuvc5,0,62.4,41.0,2025-05-16T18:05:31.913Z,2025-05-16T18:05:38Z,bh06w40pwo6dy3cjrw3r2i0ru,I. Nikolov,,,5730492147,212,44.5,5730492145,141,2.0,5730492141,56,Right,5730492151,1,,5730492143,140,96.4,5730492149,213,5.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815339457,464,1,2,50,9,b2vft81kyjurzbmekvgrqwr64,0,4.7,89.0,2025-05-16T18:05:38.333Z,2025-05-16T18:05:41Z,ebd3uvtt54wkdsahc2127j02c,F. Dietz,,,5730492261,157,,5730492263,56,Back,5730492271,213,6.17,5730492273,1,,5730492269,212,19.3,5730492267,141,85.9,5730492265,140,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815339467,462,8,2,50,12,7gkglopz9cjsysn2u6sbhuvc5,1,73.9,13.7,2025-05-16T18:05:41.762Z,2025-05-16T18:05:41Z,egwhlgopjtjkop7ozy7ltk1cl,F. Børsting,,,5730492281,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815339469,463,5,2,50,13,7gkglopz9cjsysn2u6sbhuvc5,0,79.6,-1.6,2025-05-16T18:05:42.011Z,2025-05-16T19:27:44Z,egwhlgopjtjkop7ozy7ltk1cl,F. Børsting,,,5730492293,347,,5730492291,56,Right,5730492779,233,465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815339559,465,5,2,50,13,b2vft81kyjurzbmekvgrqwr64,1,20.4,101.6,2025-05-16T18:05:42.011Z,2025-05-16T19:27:43Z,ebd3uvtt54wkdsahc2127j02c,F. Dietz,,,5730492751,233,463,5730492733,56,Back,5730492735,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815339577,466,1,2,50,22,b2vft81kyjurzbmekvgrqwr64,1,21.6,100.0,2025-05-16T18:05:51.459Z,2025-05-16T18:05:53Z,ea2x4o6ufsqoz2zz7tqcnvo16,L. Klitten,,,5730492843,141,79.1,5730492841,140,23.3,5730492839,56,Back,5730492847,213,4.83,5730492845,212,15.0,5730492837,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815339593,467,1,2,50,24,b2vft81kyjurzbmekvgrqwr64,1,23.3,79.1,2025-05-16T18:05:53.180Z,2025-05-16T18:05:56Z,4qyfoq5fjiochtj89w426lm21,S. Andreasen,,,5730492987,141,52.4,5730492983,56,Back,5730492985,140,12.9,5730492989,212,21.2,5730492991,213,4.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815339629,468,1,2,50,27,b2vft81kyjurzbmekvgrqwr64,1,12.9,51.6,2025-05-16T18:05:56.460Z,2025-05-16T18:06:03Z,9yxhg70gpwi3e9s84c8qwg0yx,J. Dakir,,,5730493185,212,18.3,5730493181,140,24.2,5730493187,213,5.42,5730493183,141,31.2,5730493179,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815339647,469,1,2,50,34,b2vft81kyjurzbmekvgrqwr64,0,39.2,15.8,2025-05-16T18:06:02.989Z,2025-05-16T18:06:06Z,cflwegqpzch8y30pb3dhigqnd,E. Søgaard,,,5730493281,56,Center,5730493283,140,89.2,5730493289,213,0.39,5730493285,141,47.5,5730493287,212,56.8,5730493279,155,,5730493291,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815339715,465,1,2,50,43,7gkglopz9cjsysn2u6sbhuvc5,1,3.0,36.4,2025-05-16T18:06:12.138Z,2025-05-16T18:06:14Z,64vlnkuqfh7rnymg8qku8amwa,L. Schulz,,,5730493617,141,24.1,5730493621,213,5.84,5730493615,140,19.6,5730493619,212,19.3,5730493613,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815339731,466,1,2,50,45,7gkglopz9cjsysn2u6sbhuvc5,1,20.4,23.6,2025-05-16T18:06:14.210Z,2025-05-16T18:06:15Z,8rn42gm9xm3yunk883yan9vdg,B. Clemmensen,,,5730493707,141,9.7,5730493705,140,25.4,5730493709,212,10.8,5730493711,213,5.22,5730493703,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815339749,467,1,2,50,46,7gkglopz9cjsysn2u6sbhuvc5,1,25.4,9.7,2025-05-16T18:06:15.610Z,2025-05-16T18:06:18Z,139g7ilwvcpl519v3scnweg2d,L. Jensen,,,5730493859,141,13.4,5730493855,56,Back,5730493861,212,8.0,5730493863,213,2.82,5730493857,140,18.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815339775,468,1,2,50,49,7gkglopz9cjsysn2u6sbhuvc5,1,18.2,13.4,2025-05-16T18:06:18.114Z,2025-05-16T18:06:20Z,8rn42gm9xm3yunk883yan9vdg,B. Clemmensen,,,5730494013,140,60.8,5730494011,56,Center,5730494019,213,0.20,5730494009,155,,5730494021,1,,5730494017,212,45.7,5730494015,141,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815339783,469,61,2,50,50,7gkglopz9cjsysn2u6sbhuvc5,0,60.8,27.0,2025-05-16T18:06:19.850Z,2025-05-16T18:06:20Z,ju24rgwcctj5yizl54o91gfe,S. Borgelin,,,5730494059,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815339807,470,1,2,50,52,b2vft81kyjurzbmekvgrqwr64,1,56.6,67.8,2025-05-16T18:06:21.628Z,2025-05-16T18:06:22Z,b0yv1pcxifawqx6r1cfqq3otm,Z. Hyltoft,,,5730494167,141,80.0,5730494165,140,60.5,5730494171,213,1.11,5730494169,212,9.3,5730494163,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815339849,472,1,2,50,53,b2vft81kyjurzbmekvgrqwr64,1,60.5,80.0,2025-05-16T18:06:22.501Z,2025-05-16T18:06:25Z,e19g5bz7s9wqcvj8mttztxi0a,O. Klitten,,,5730494355,212,19.3,5730494357,213,3.59,5730494349,56,Back,5730494353,141,67.8,5730494351,140,43.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815339897,473,1,2,50,56,b2vft81kyjurzbmekvgrqwr64,1,43.8,67.9,2025-05-16T18:06:25.436Z,2025-05-16T18:06:32Z,6bv0j0ezhh9u5u5hqz64p790q,M. Jacobsen,,,5730494641,213,4.90,5730494643,1,,5730494639,212,32.5,5730494633,56,Back,5730494637,141,20.9,5730494635,140,49.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815339933,474,1,2,51,3,b2vft81kyjurzbmekvgrqwr64,1,62.0,13.4,2025-05-16T18:06:31.924Z,2025-05-16T18:06:36Z,8q8yol44e42o9hwttlopznvh0,M. Nielsen,,,5730494839,212,7.6,5730494841,213,2.41,5730494835,140,56.6,5730494833,56,Right,5730494837,141,20.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815339955,475,1,2,51,7,b2vft81kyjurzbmekvgrqwr64,1,58.1,20.3,2025-05-16T18:06:36.548Z,2025-05-16T18:06:38Z,cflwegqpzch8y30pb3dhigqnd,E. Søgaard,,,5730494935,56,Center,5730494937,140,60.1,5730494939,141,30.3,5730494941,212,7.1,5730494943,213,1.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815339961,476,1,2,51,9,b2vft81kyjurzbmekvgrqwr64,0,60.1,30.3,2025-05-16T18:06:38.637Z,2025-05-16T18:06:40Z,b0yv1pcxifawqx6r1cfqq3otm,Z. Hyltoft,,,5730495007,140,82.7,5730495005,56,Right,5730495009,141,19.5,5730495013,213,5.98,5730495003,155,,5730495011,212,24.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815339977,470,12,2,51,12,7gkglopz9cjsysn2u6sbhuvc5,1,13.9,86.6,2025-05-16T18:06:41.346Z,2025-05-16T18:06:42Z,oywgthoxa153nf48la1j8v10,M. Lauritsen,,,5730495083,141,91.8,5730495081,140,20.9,5730495079,56,Back,5730495093,15,,5730495087,213,0.45,5730495085,212,8.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815339995,471,3,2,51,13,7gkglopz9cjsysn2u6sbhuvc5,0,20.2,87.0,2025-05-16T18:06:42.388Z,2025-05-16T19:36:53Z,bvw5oc4c040ey5dt5wn0choiy,G. Mortensen,,,5730495213,285,,5730495211,56,Back,5730495397,233,477,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815340025,477,7,2,51,13,b2vft81kyjurzbmekvgrqwr64,1,79.8,13.0,2025-05-16T18:06:42.389Z,2025-05-16T19:36:53Z,9xub4z9b3bog8wqhn5yfihecp,M. Pedersen,,,5730495349,286,,5730495347,56,Right,5730495363,233,471,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815340019,472,83,2,51,18,7gkglopz9cjsysn2u6sbhuvc5,0,20.9,90.9,2025-05-16T18:06:46.930Z,2025-05-16T18:06:53Z,bh06w40pwo6dy3cjrw3r2i0ru,I. Nikolov,,,5730495715,399,9xub4z9b3bog8wqhn5yfihecp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815340069,478,1,2,51,18,b2vft81kyjurzbmekvgrqwr64,1,73.4,12.0,2025-05-16T18:06:47.244Z,2025-05-16T18:06:51Z,9xub4z9b3bog8wqhn5yfihecp,M. Pedersen,,,5730495609,212,6.9,5730495611,213,3.45,5730495603,56,Right,5730495605,140,67.1,5730495607,141,8.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815340065,473,43,2,51,21,7gkglopz9cjsysn2u6sbhuvc5,1,0.0,0.0,2025-05-16T18:06:50.850Z,2025-05-16T18:07:12Z,bh06w40pwo6dy3cjrw3r2i0ru,I. Nikolov,,,5730495589,56,Back,5730496571,144,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815340073,479,1,2,51,22,b2vft81kyjurzbmekvgrqwr64,0,72.1,6.4,2025-05-16T18:06:51.109Z,2025-05-16T19:10:14Z,cflwegqpzch8y30pb3dhigqnd,E. Søgaard,,,5730495625,56,Right,5730779829,140,77.5,5730779835,213,0.51,5730779831,141,11.1,5730779833,212,6.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815340087,474,8,2,51,22,7gkglopz9cjsysn2u6sbhuvc5,1,28.1,93.4,2025-05-16T18:06:51.110Z,2025-05-16T19:10:44Z,bh06w40pwo6dy3cjrw3r2i0ru,I. Nikolov,,,5730495699,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
