id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/8/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/10/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value
2722790527,302,44,1,41,13,7gkglopz9cjsysn2u6sbhuvc5,0,39.6,29.5,2024-09-20T17:42:09.990Z,2024-09-20T19:34:59Z,9l89n30nejpn2u22ygvchwnze,L. Steffensen,,,5224578267,56,Back,5224578645,233,411,5224578269,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2722790601,413,1,1,41,14,8cfkisxf1fkxdqtt6tx1tup48,1,45.4,72.3,2024-09-20T17:42:10.945Z,2024-09-20T19:43:19Z,2pm5oqzyonn0dysa5nszgq3xm,H. Bonnesen,,,5224578671,140,26.5,5224578673,141,58.4,5224578677,213,3.59,5224578669,56,Back,5224578675,212,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2722790587,412,43,1,41,18,8cfkisxf1fkxdqtt6tx1tup48,1,0.0,0.0,2024-09-20T17:42:15.598Z,2024-09-20T17:42:23Z,2pm5oqzyonn0dysa5nszgq3xm,H. Bonnesen,,,5224579125,144,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2722790631,414,1,1,41,20,8cfkisxf1fkxdqtt6tx1tup48,1,26.5,58.4,2024-09-20T17:42:17.063Z,2024-09-20T17:42:19Z,dqqswfn9s1tdxjoslts8ks6xg,B. Bayrak,,,5224578817,213,0.84,5224578807,56,Back,5224578815,212,12.3,5224578811,140,34.3,5224578813,141,71.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2722790713,415,1,1,41,22,8cfkisxf1fkxdqtt6tx1tup48,1,36.2,74.4,2024-09-20T17:42:19.270Z,2024-09-20T17:42:25Z,2pm5oqzyonn0dysa5nszgq3xm,H. Bonnesen,,,5224579287,212,14.7,5224579281,56,Center,5224579289,213,6.17,5224579283,140,50.1,5224579285,141,72.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2722790745,416,1,1,41,28,8cfkisxf1fkxdqtt6tx1tup48,1,47.4,76.6,2024-09-20T17:42:24.862Z,2024-09-20T17:42:26Z,74m58jsznzu8l89b8h7rkh1bd,C. Jensen,,,5224579423,212,14.8,5224579417,56,Back,5224579425,213,2.47,5224579419,140,36.4,5224579421,141,90.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2722790781,417,1,1,41,30,8cfkisxf1fkxdqtt6tx1tup48,1,34.2,89.4,2024-09-20T17:42:26.774Z,2024-09-20T17:42:29Z,2pm5oqzyonn0dysa5nszgq3xm,H. Bonnesen,,,5224579623,212,19.2,5224579625,213,4.16,5224579611,56,Back,5224579619,141,65.4,5224579615,140,24.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2722790823,418,1,1,41,32,8cfkisxf1fkxdqtt6tx1tup48,1,24.6,65.4,2024-09-20T17:42:29.382Z,2024-09-20T17:42:33Z,dqqswfn9s1tdxjoslts8ks6xg,B. Bayrak,,,5224579879,141,27.1,5224579883,213,4.91,5224579877,140,29.6,5224579875,56,Back,5224579881,212,26.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2722790857,419,1,1,41,36,8cfkisxf1fkxdqtt6tx1tup48,1,34.0,27.7,2024-09-20T17:42:33.190Z,2024-09-20T17:42:37Z,am3509ake84cde1xhb9264i22,M. Gudmann,,,5224580035,56,Center,5224580041,212,33.5,5224580037,140,64.7,5224580043,213,0.27,5224580039,141,41.0,5224580045,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2722790861,420,4,1,41,40,8cfkisxf1fkxdqtt6tx1tup48,1,58.8,32.0,2024-09-20T17:42:36.878Z,2024-09-20T19:24:57Z,619s1phj5bkgkug3aszc1y9cl,M. Jensen,,,5224580153,233,303,5224580077,13,,5224580085,265,,5224580089,286,,5224580081,152,,5224580079,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2722790865,303,4,1,41,40,7gkglopz9cjsysn2u6sbhuvc5,0,41.2,68.0,2024-09-20T17:42:36.879Z,2024-09-20T19:24:58Z,oywgthoxa153nf48la1j8v10,M. Lauritsen,,,5224580115,152,,5224580117,265,,5224580113,56,Back,5224580119,285,,5224580111,13,,5224580189,233,420,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2722791031,421,1,1,41,53,8cfkisxf1fkxdqtt6tx1tup48,1,63.2,24.9,2024-09-20T17:42:50.095Z,2024-09-20T17:42:52Z,4m7gr5z6b40dj02yrmlwgeluc,S. Larsen,,,5224580977,212,24.4,5224580969,152,,5224580975,141,24.7,5224580967,5,,5224580979,213,3.15,5224580971,56,Back,5224580973,140,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2722791085,422,1,1,41,55,8cfkisxf1fkxdqtt6tx1tup48,1,40.0,24.9,2024-09-20T17:42:51.991Z,2024-09-20T17:42:56Z,am3509ake84cde1xhb9264i22,M. Gudmann,,,5224581157,141,56.6,5224581161,213,1.26,5224581159,212,22.6,5224581153,56,Back,5224581155,140,46.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2722791115,423,1,1,41,59,8cfkisxf1fkxdqtt6tx1tup48,1,52.8,59.0,2024-09-20T17:42:56.542Z,2024-09-20T17:42:57Z,2pm5oqzyonn0dysa5nszgq3xm,H. Bonnesen,,,5224581271,56,Center,5224581279,141,59.1,5224581285,212,16.3,5224581275,140,68.3,5224581293,213,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2722791155,424,1,1,42,0,8cfkisxf1fkxdqtt6tx1tup48,1,68.3,59.1,2024-09-20T17:42:57.455Z,2024-09-20T17:43:01Z,3mcj3wypzq3lno1ehc0vif1sl,J. Arias,,,5224581471,141,67.5,5224581467,140,56.2,5224581531,156,,5224581465,56,Center,5224581473,212,13.9,5224581475,213,2.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2722791195,425,1,1,42,5,8cfkisxf1fkxdqtt6tx1tup48,0,56.2,67.5,2024-09-20T17:43:02.198Z,2024-09-20T21:40:17Z,2pm5oqzyonn0dysa5nszgq3xm,H. Bonnesen,,,5224581685,141,100.0,5224581691,212,29.2,5224581677,56,Left,5224581681,140,74.0,5224581695,213,0.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2722791441,304,5,1,42,6,7gkglopz9cjsysn2u6sbhuvc5,1,26.3,-0.9,2024-09-20T17:43:02.865Z,2024-09-20T19:40:16Z,oywgthoxa153nf48la1j8v10,M. Lauritsen,,,5224583033,347,,5224583029,56,Back,5224583069,233,426,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2722791205,426,5,1,42,6,8cfkisxf1fkxdqtt6tx1tup48,0,73.7,100.9,2024-09-20T17:43:02.865Z,2024-09-20T19:40:16Z,2pm5oqzyonn0dysa5nszgq3xm,H. Bonnesen,,,5224581715,347,,5224581713,56,Left,5224583107,233,304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2722791465,305,1,1,42,25,7gkglopz9cjsysn2u6sbhuvc5,1,31.2,0.0,2024-09-20T17:43:21.813Z,2024-09-20T17:43:24Z,duahzgqspyuy2gu31u3s8ky96,M. Lassen,,,5224583225,140,45.5,5224583227,141,9.5,5224583231,213,0.45,5224583223,56,Back,5224583229,212,16.7,5224583221,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2722791477,306,1,1,42,27,7gkglopz9cjsysn2u6sbhuvc5,0,45.5,9.5,2024-09-20T17:43:24.213Z,2024-09-20T17:43:25Z,9l89n30nejpn2u22ygvchwnze,L. Steffensen,,,5224583301,140,39.3,5224583299,56,Back,5224583303,141,12.3,5224583297,3,,5224583307,213,2.86,5224583305,212,6.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2722791479,427,8,1,42,29,8cfkisxf1fkxdqtt6tx1tup48,1,56.8,83.8,2024-09-20T17:43:25.910Z,2024-09-20T17:43:26Z,619s1phj5bkgkug3aszc1y9cl,M. Jensen,,,5224583309,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2722791543,307,1,1,42,31,7gkglopz9cjsysn2u6sbhuvc5,1,37.2,12.2,2024-09-20T17:43:27.670Z,2024-09-20T17:44:04Z,duahzgqspyuy2gu31u3s8ky96,M. Lassen,,,5224583615,141,18.9,5224583617,212,7.5,5224583613,140,42.9,5224583609,3,,5224583611,56,Back,5224583619,213,0.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2722791567,308,1,1,42,33,7gkglopz9cjsysn2u6sbhuvc5,0,42.9,18.9,2024-09-20T17:43:30.302Z,2024-09-20T17:44:05Z,11cna826ls27ahux2w0ckapqt,K. Kusk,,,5224583735,56,Center,5224583745,1,,5224583737,140,75.9,5224583741,212,36.3,5224583733,157,,5224583739,141,34.6,5224583743,213,0.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2722791571,428,61,1,42,35,8cfkisxf1fkxdqtt6tx1tup48,1,36.0,72.6,2024-09-20T17:43:31.758Z,2024-09-20T17:43:32Z,am3509ake84cde1xhb9264i22,M. Gudmann,,,5224583773,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2722791669,430,1,1,42,38,8cfkisxf1fkxdqtt6tx1tup48,1,21.5,57.5,2024-09-20T17:43:35.477Z,2024-09-20T17:43:41Z,dqqswfn9s1tdxjoslts8ks6xg,B. Bayrak,,,5224584301,140,22.3,5224584299,56,Back,5224584303,141,42.7,5224584307,213,4.80,5224584305,212,10.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2722791713,431,1,1,42,44,8cfkisxf1fkxdqtt6tx1tup48,1,24.5,40.3,2024-09-20T17:43:40.830Z,2024-09-20T17:43:43Z,am3509ake84cde1xhb9264i22,M. Gudmann,,,5224584547,212,11.9,5224584549,213,1.81,5224584541,56,Back,5224584543,140,21.8,5224584545,141,57.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2722791745,432,1,1,42,47,8cfkisxf1fkxdqtt6tx1tup48,1,22.6,57.9,2024-09-20T17:43:43.725Z,2024-09-20T17:43:47Z,dqqswfn9s1tdxjoslts8ks6xg,B. Bayrak,,,5224584725,141,82.4,5224584723,140,34.4,5224584721,56,Back,5224584731,213,0.93,5224584727,212,20.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2722791807,433,1,1,42,50,8cfkisxf1fkxdqtt6tx1tup48,1,37.6,80.8,2024-09-20T17:43:47.221Z,2024-09-20T17:43:51Z,2pm5oqzyonn0dysa5nszgq3xm,H. Bonnesen,,,5224585049,141,94.7,5224585053,213,0.79,5224585047,140,46.5,5224585051,212,13.3,5224585045,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2722791835,434,1,1,42,54,8cfkisxf1fkxdqtt6tx1tup48,1,56.2,93.5,2024-09-20T17:43:51.589Z,2024-09-20T17:43:53Z,4ti8pdx03j8dh4mdb626ltmvo,N. Jakobsen,,,5224585221,140,53.2,5224585223,141,79.6,5224585227,213,4.39,5224585219,56,Left,5224585225,212,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2722791859,435,1,1,42,56,8cfkisxf1fkxdqtt6tx1tup48,1,53.2,79.6,2024-09-20T17:43:53.455Z,2024-09-20T17:43:56Z,74m58jsznzu8l89b8h7rkh1bd,C. Jensen,,,5224585415,213,2.98,5224585401,56,Back,5224585409,141,83.5,5224585405,140,37.7,5224585411,212,16.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2722791893,436,1,1,42,59,8cfkisxf1fkxdqtt6tx1tup48,1,37.7,83.5,2024-09-20T17:43:56.446Z,2024-09-20T17:43:59Z,2pm5oqzyonn0dysa5nszgq3xm,H. Bonnesen,,,5224585601,213,4.37,5224585597,141,59.9,5224585599,212,17.0,5224585593,56,Back,5224585595,140,32.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2722791959,437,1,1,43,2,8cfkisxf1fkxdqtt6tx1tup48,1,32.9,59.9,2024-09-20T17:43:58.998Z,2024-09-20T17:44:04Z,dqqswfn9s1tdxjoslts8ks6xg,B. Bayrak,,,5224586001,212,25.8,5224585987,56,Back,5224585991,140,40.9,5224585999,141,24.1,5224586005,213,5.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2722791989,438,1,1,43,7,8cfkisxf1fkxdqtt6tx1tup48,1,40.9,24.4,2024-09-20T17:44:04.141Z,2024-09-20T17:44:09Z,am3509ake84cde1xhb9264i22,M. Gudmann,,,5224586167,212,17.5,5224586165,141,49.3,5224586161,56,Back,5224586169,213,1.82,5224586163,140,36.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2722792015,439,1,1,43,12,8cfkisxf1fkxdqtt6tx1tup48,1,37.8,48.4,2024-09-20T17:44:08.844Z,2024-09-20T17:44:11Z,2pm5oqzyonn0dysa5nszgq3xm,H. Bonnesen,,,5224586319,56,Back,5224586335,213,0.72,5224586323,140,46.5,5224586331,212,12.2,5224586327,141,60.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2722792039,440,1,1,43,14,8cfkisxf1fkxdqtt6tx1tup48,1,45.6,57.0,2024-09-20T17:44:10.909Z,2024-09-20T17:44:13Z,74m58jsznzu8l89b8h7rkh1bd,C. Jensen,,,5224586479,56,Back,5224586485,141,50.4,5224586491,213,3.57,5224586487,212,10.8,5224586481,140,36.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2722792089,441,1,1,43,16,8cfkisxf1fkxdqtt6tx1tup48,1,36.2,50.4,2024-09-20T17:44:13.324Z,2024-09-20T17:44:16Z,dqqswfn9s1tdxjoslts8ks6xg,B. Bayrak,,,5224586781,141,32.2,5224586773,56,Back,5224586785,213,4.81,5224586777,140,37.4,5224586783,212,12.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2722792175,442,1,1,43,19,8cfkisxf1fkxdqtt6tx1tup48,1,41.0,33.3,2024-09-20T17:44:16.414Z,2024-09-20T17:44:22Z,am3509ake84cde1xhb9264i22,M. Gudmann,,,5224587233,212,51.1,5224587225,140,72.9,5224587241,1,,5224587221,56,Left,5224587229,141,90.0,5224587215,155,,5224587237,213,0.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2722792217,443,1,1,43,25,8cfkisxf1fkxdqtt6tx1tup48,1,72.2,88.6,2024-09-20T17:44:21.765Z,2024-09-20T17:44:25Z,4ti8pdx03j8dh4mdb626ltmvo,N. Jakobsen,,,5224587497,140,58.4,5224587499,141,85.3,5224587501,212,14.7,5224587503,213,3.30,5224587495,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2722792259,444,1,1,43,28,8cfkisxf1fkxdqtt6tx1tup48,1,56.3,70.5,2024-09-20T17:44:25.380Z,2024-09-20T17:44:29Z,2pm5oqzyonn0dysa5nszgq3xm,H. Bonnesen,,,5224587717,140,44.2,5224587723,213,4.20,5224587719,141,37.4,5224587715,56,Back,5224587721,212,25.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2722792283,445,1,1,43,32,8cfkisxf1fkxdqtt6tx1tup48,1,47.0,35.4,2024-09-20T17:44:29.125Z,2024-09-20T17:44:31Z,am3509ake84cde1xhb9264i22,M. Gudmann,,,5224587837,212,21.3,5224587829,56,Right,5224587831,140,63.7,5224587839,213,5.68,5224587835,141,17.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2722792377,446,1,1,43,34,8cfkisxf1fkxdqtt6tx1tup48,1,63.7,17.9,2024-09-20T17:44:30.868Z,2024-09-20T17:44:36Z,619s1phj5bkgkug3aszc1y9cl,M. Jensen,,,5224588343,212,22.4,5224588337,56,Back,5224588339,140,43.3,5224588345,213,2.85,5224588341,141,27.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2722792427,447,1,1,43,39,8cfkisxf1fkxdqtt6tx1tup48,1,46.8,32.4,2024-09-20T17:44:36.356Z,2024-09-20T17:44:40Z,am3509ake84cde1xhb9264i22,M. Gudmann,,,5224588639,213,1.60,5224588629,56,Back,5224588637,212,16.5,5224588635,141,56.6,5224588633,140,46.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2722792485,448,1,1,43,43,8cfkisxf1fkxdqtt6tx1tup48,1,49.1,57.6,2024-09-20T17:44:40.428Z,2024-09-20T17:44:45Z,2pm5oqzyonn0dysa5nszgq3xm,H. Bonnesen,,,5224588993,141,89.4,5224588991,140,62.5,5224588989,56,Left,5224588995,212,25.8,5224588997,213,0.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2722792527,449,1,1,43,48,8cfkisxf1fkxdqtt6tx1tup48,1,64.2,94.1,2024-09-20T17:44:45.252Z,2024-09-20T17:44:48Z,4ti8pdx03j8dh4mdb626ltmvo,N. Jakobsen,,,5224589241,141,85.6,5224589237,56,Back,5224589243,212,21.3,5224589245,213,3.42,5224589239,140,44.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2722792569,450,1,1,43,52,8cfkisxf1fkxdqtt6tx1tup48,1,44.7,80.2,2024-09-20T17:44:48.756Z,2024-09-20T17:44:52Z,2pm5oqzyonn0dysa5nszgq3xm,H. Bonnesen,,,5224589441,140,38.5,5224589443,141,53.1,5224589439,56,Back,5224589447,213,4.37,5224589445,212,19.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2722792621,451,1,1,43,55,8cfkisxf1fkxdqtt6tx1tup48,1,38.6,53.1,2024-09-20T17:44:52.476Z,2024-09-20T17:44:57Z,dqqswfn9s1tdxjoslts8ks6xg,B. Bayrak,,,5224589791,213,4.68,5224589785,140,38.3,5224589787,141,36.6,5224589783,56,Back,5224589789,212,11.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2722792645,452,1,1,44,0,8cfkisxf1fkxdqtt6tx1tup48,1,43.4,35.8,2024-09-20T17:44:57.180Z,2024-09-20T17:45:00Z,am3509ake84cde1xhb9264i22,M. Gudmann,,,5224589985,56,Right,5224589991,212,19.2,5224589987,140,54.2,5224589993,213,5.35,5224589989,141,13.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2722792667,453,1,1,44,3,8cfkisxf1fkxdqtt6tx1tup48,0,46.9,16.2,2024-09-20T17:45:00.084Z,2024-09-20T17:45:01Z,619s1phj5bkgkug3aszc1y9cl,M. Jensen,,,5224590111,56,Center,5224590119,213,0.62,5224590109,155,,5224590113,140,76.7,5224590117,212,38.3,5224590121,1,,5224590115,141,48.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2722792687,309,1,1,44,5,7gkglopz9cjsysn2u6sbhuvc5,0,26.6,41.0,2024-09-20T17:45:02.604Z,2024-09-20T17:45:03Z,a7eramyy1bd8msxmg84ctc8ut,A. Simon Okosun,,,5224590233,212,11.0,5224590225,3,,5224590235,213,6.17,5224590229,140,37.0,5224590227,56,Back,5224590231,141,39.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2722792755,454,1,1,44,7,8cfkisxf1fkxdqtt6tx1tup48,1,61.2,50.9,2024-09-20T17:45:03.941Z,2024-09-20T17:45:08Z,5nved2kta2hk8103hkyhq33hm,M. Jakobsen,,,5224590581,140,68.2,5224590589,213,1.22,5224590583,141,80.3,5224590587,212,21.3,5224590577,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2722792769,455,1,1,44,11,8cfkisxf1fkxdqtt6tx1tup48,0,76.9,85.3,2024-09-20T17:45:08.580Z,2024-09-20T17:45:09Z,4ti8pdx03j8dh4mdb626ltmvo,N. Jakobsen,,,5224590649,155,,5224590655,141,61.5,5224590657,212,22.9,5224590653,140,92.3,5224590661,213,5.50,5224590645,2,,5224590651,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2722793023,310,12,1,44,14,7gkglopz9cjsysn2u6sbhuvc5,1,10.3,35.1,2024-09-20T17:45:11.028Z,2024-09-20T17:45:28Z,a7eramyy1bd8msxmg84ctc8ut,A. Simon Okosun,,,5224591989,56,Back,5224591995,212,32.6,5224591993,141,11.7,5224591991,140,37.4,5224591997,213,5.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2722792877,456,1,1,44,16,8cfkisxf1fkxdqtt6tx1tup48,1,83.4,93.0,2024-09-20T17:45:13.637Z,2024-09-20T17:45:16Z,4ti8pdx03j8dh4mdb626ltmvo,N. Jakobsen,,,5224591203,213,3.48,5224591201,212,19.7,5224591199,141,83.5,5224591195,56,Left,5224591197,140,65.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2722792955,457,1,1,44,20,8cfkisxf1fkxdqtt6tx1tup48,1,62.6,81.1,2024-09-20T17:45:16.756Z,2024-09-20T17:45:23Z,5nved2kta2hk8103hkyhq33hm,M. Jakobsen,,,5224591587,56,Center,5224591593,212,13.7,5224591589,140,66.0,5224591595,213,4.98,5224591591,141,61.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2722792967,458,1,1,44,23,8cfkisxf1fkxdqtt6tx1tup48,1,63.9,57.3,2024-09-20T17:45:19.980Z,2024-09-20T19:41:27Z,619s1phj5bkgkug3aszc1y9cl,M. Jensen,,,5224591647,213,5.70,5224591645,212,11.3,5224591641,140,72.9,5224591639,56,Center,5224591643,141,48.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2722792987,459,1,1,44,24,8cfkisxf1fkxdqtt6tx1tup48,1,72.9,48.1,2024-09-20T17:45:20.900Z,2024-09-20T19:41:25Z,3mcj3wypzq3lno1ehc0vif1sl,J. Arias,,,5224591777,212,6.5,5224591769,56,Center,5224591771,140,68.9,5224591805,156,,5224591781,213,2.27,5224591773,141,55.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2722793041,460,50,1,44,25,8cfkisxf1fkxdqtt6tx1tup48,1,68.7,61.3,2024-09-20T17:45:22.657Z,2024-09-20T21:40:15Z,619s1phj5bkgkug3aszc1y9cl,M. Jensen,,,5224594743,286,,5224605267,233,340,5224592073,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2722795367,340,7,1,44,26,7gkglopz9cjsysn2u6sbhuvc5,1,31.3,38.7,2024-09-20T17:45:22.658Z,2024-09-20T19:30:26Z,7j35sfip0xb51mpa91wzikrh0,O. Øhlenschlæger,,,5224605239,233,460,5224603877,285,,5224603875,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2722795517,341,61,1,44,27,7gkglopz9cjsysn2u6sbhuvc5,1,31.2,38.2,2024-09-20T17:45:23.658Z,2024-09-20T17:48:45Z,a7eramyy1bd8msxmg84ctc8ut,A. Simon Okosun,,,5224604599,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2722793037,311,1,1,44,32,7gkglopz9cjsysn2u6sbhuvc5,0,34.4,48.4,2024-09-20T17:45:28.732Z,2024-09-20T17:49:01Z,9l89n30nejpn2u22ygvchwnze,L. Steffensen,,,5224592293,233,461,5224592049,140,37.2,5224592055,212,4.9,5224592057,213,0.93,5224592291,236,,5224592047,56,Back,5224592053,141,54.2,5224592297,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2722793065,461,74,1,44,32,8cfkisxf1fkxdqtt6tx1tup48,1,71.3,54.3,2024-09-20T17:45:28.733Z,2024-09-20T21:40:19Z,3mcj3wypzq3lno1ehc0vif1sl,J. Arias,,,5224592367,233,311,5224592199,56,Center,5224592201,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2722793167,313,1,1,44,36,7gkglopz9cjsysn2u6sbhuvc5,1,41.4,72.0,2024-09-20T17:45:32.964Z,2024-09-20T17:45:41Z,78iynnu6cnznv6fxpo4br4mlm,V. Mpindi,,,5224592805,140,48.8,5224592811,213,0.71,5224592803,56,Back,5224592809,212,10.2,5224592807,141,81.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2722793205,314,1,1,44,44,7gkglopz9cjsysn2u6sbhuvc5,1,74.3,65.5,2024-09-20T17:45:40.765Z,2024-09-20T17:45:44Z,9nafz0c0x2qvmo5ldm0djmcq1,M. Kaastrup,,,5224593035,212,8.1,5224593025,56,Center,5224593027,140,73.5,5224593029,141,53.7,5224593037,213,4.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2722793229,315,1,1,44,47,7gkglopz9cjsysn2u6sbhuvc5,0,73.6,60.5,2024-09-20T17:45:44.012Z,2024-09-20T17:49:29Z,11cna826ls27ahux2w0ckapqt,K. Kusk,,,5224593165,141,58.7,5224593163,140,76.0,5224593161,56,Center,5224593169,213,5.83,5224593167,212,2.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2722793247,316,43,1,44,48,7gkglopz9cjsysn2u6sbhuvc5,1,0.0,0.0,2024-09-20T17:45:45.563Z,2024-09-20T17:49:28Z,ju24rgwcctj5yizl54o91gfe,S. Borgelin,,,5224593247,141,70.3,5224593251,213,2.10,5224593291,156,0,5224593245,140,71.6,5224593249,212,9.1,5224593243,56,Center,5224607047,144,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2722793313,462,8,1,44,55,8cfkisxf1fkxdqtt6tx1tup48,1,19.6,34.6,2024-09-20T17:45:52.275Z,2024-09-20T17:45:52Z,am3509ake84cde1xhb9264i22,M. Gudmann,,,5224593601,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
